measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,351.672,7436.0,7436.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,472.321,9987.0,9987.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,334.15700000000004,7066.0,7066.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,227.044,4801.0,4801.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,82.912,1753.0,1753.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,78.09400000000001,1651.0,1651.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,140.56300000000002,2972.0,2972.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,,,,9819.828000000001,113139.08,113139.08,,,,,,
2005-02-01,0.0,0.0,0.0,,,,7855.926,90512.0,90512.0,,,,,,
2005-03-01,0.0,0.0,0.0,,,,10901.553,125602.17,125602.17,,,,,,
2005-04-01,0.0,0.0,0.0,,,,10348.365,119228.61,119228.61,,,,,,
2005-05-01,0.0,0.0,0.0,,,,9895.498,114010.91,114010.91,,,,,,
2005-06-01,0.0,0.0,0.0,,,,18679.87,215219.99,215219.99,,,,,,
2005-07-01,0.0,0.0,0.0,,,,24591.167,283326.95,283326.95,,,,,,
2005-08-01,0.0,0.0,0.0,,,,24428.871,281457.06,281457.06,,,,,,
2005-09-01,0.0,0.0,0.0,,,,14790.113000000001,170404.18,170404.18,,,,,,
2005-10-01,0.0,0.0,0.0,,,,10487.069,120826.69,120826.69,,,,,,
2005-11-01,0.0,0.0,0.0,,,,9191.081,105894.98,105894.98,,,,,,
2005-12-01,0.0,0.0,0.0,,,,11489.658,132378.01,132378.01,,,,,,
2006-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2006-03-01,0.0,0.0,0.0,,,,1807.0,17705.0,17705.0,,,,,,
2006-04-01,0.0,0.0,0.0,,,,1703.0,18019.0,18019.0,,,,,,
2006-05-01,0.0,0.0,0.0,,,,6249.0,68772.0,68772.0,,,,,,
2006-06-01,0.0,0.0,0.0,,,,10045.0,110128.0,110128.0,,,,,,
2006-07-01,0.0,0.0,0.0,,,,49313.0,537238.0,537238.0,,,,,,
2006-08-01,0.0,0.0,0.0,,,,35256.0,385340.0,385340.0,,,,,,
2006-09-01,0.0,0.0,0.0,,,,866.0,15707.0,15707.0,,,,,,
2006-10-01,0.0,0.0,0.0,,,,2747.0,29999.0,29999.0,,,,,,
2006-11-01,0.0,0.0,0.0,,,,3194.0,33030.0,33030.0,,,,,,
2006-12-01,0.0,0.0,0.0,,,,8024.0,84579.0,84579.0,,,,,,
2007-01-01,0.0,0.0,0.0,,,,877.0,11181.0,11181.0,,,,,,
2007-02-01,0.0,0.0,0.0,,,,4646.0,47236.0,47236.0,,,,,,
2007-03-01,0.0,0.0,0.0,,,,5192.0,55342.0,55342.0,,,,,,
2007-04-01,0.0,0.0,0.0,,,,6375.0,71891.0,71891.0,,,,,,
2007-05-01,0.0,0.0,0.0,,,,16631.0,185473.0,185473.0,,,,,,
2007-06-01,0.0,0.0,0.0,,,,23311.0,259471.0,259471.0,,,,,,
2007-07-01,0.0,0.0,0.0,,,,32903.0,364884.0,364884.0,,,,,,
2007-08-01,0.0,0.0,0.0,,,,94887.0,1061401.0,1061401.0,,,,,,
2007-09-01,0.0,0.0,0.0,,,,33246.0,369667.0,369667.0,,,,,,
2007-10-01,0.0,0.0,0.0,,,,41090.0,463032.0,463032.0,,,,,,
2007-11-01,0.0,0.0,0.0,,,,19228.0,203416.0,203416.0,,,,,,
2007-12-01,0.0,0.0,0.0,,,,19691.0,216896.0,216896.0,,,,,,
2008-01-01,0.0,0.0,0.0,,,,12068.0,134815.0,134815.0,,,,,,
2008-02-01,0.0,0.0,0.0,,,,1640.0,19014.0,19014.0,,,,,,
2008-03-01,0.0,0.0,0.0,,,,1344.0,14882.0,14882.0,,,,,,
2008-04-01,0.0,0.0,0.0,,,,6925.0,76400.0,76400.0,,,,,,
2008-05-01,0.0,0.0,0.0,,,,6196.0,68524.0,68524.0,,,,,,
2008-06-01,0.0,0.0,0.0,,,,23861.0,269147.0,269147.0,,,,,,
2008-07-01,0.0,0.0,0.0,,,,45872.0,497169.0,497169.0,,,,,,
2008-08-01,0.0,0.0,0.0,,,,12444.0,140134.0,140134.0,,,,,,
2008-09-01,0.0,0.0,0.0,,,,9107.0,101783.0,101783.0,,,,,,
2008-10-01,0.0,0.0,0.0,,,,148.0,1587.0,1587.0,,,,,,
2008-11-01,0.0,0.0,0.0,,,,131.0,1591.0,1591.0,,,,,,
2008-12-01,0.0,0.0,0.0,,,,2033.0,23195.0,23195.0,,,,,,
2009-01-01,0.0,0.0,0.0,,,,143.0,1545.0,1545.0,,,,,,
2009-02-01,0.0,0.0,0.0,,,,203.0,2111.0,2111.0,,,,,,
2009-03-01,0.0,0.0,0.0,,,,181.0,1834.0,1834.0,,,,,,
2009-04-01,0.0,0.0,0.0,,,,56.0,608.0,608.0,,,,,,
2009-05-01,0.0,0.0,0.0,,,,944.0,10264.0,10264.0,,,,,,
2009-06-01,0.0,0.0,0.0,,,,19089.0,209863.0,209863.0,,,,,,
2009-07-01,0.0,0.0,0.0,,,,810.0,8178.0,8178.0,,,,,,
2009-08-01,0.0,0.0,0.0,,,,12385.0,138985.0,138985.0,,,,,,
2009-09-01,0.0,0.0,0.0,,,,423.0,4581.0,4581.0,,,,,,
2009-10-01,0.0,0.0,0.0,,,,981.0,11092.0,11092.0,,,,,,
2009-11-01,0.0,0.0,0.0,,,,318.0,4001.0,4001.0,,,,,,
2009-12-01,0.0,0.0,0.0,,,,1063.0,10904.0,10904.0,,,,,,
2010-01-01,0.0,0.0,0.0,,,,1904.0,18485.0,18485.0,,,,,,
2010-02-01,0.0,0.0,0.0,,,,966.0,9865.0,9865.0,,,,,,
2010-03-01,0.0,0.0,0.0,,,,450.0,4822.0,4822.0,,,,,,
2010-04-01,0.0,0.0,0.0,,,,109.0,1192.0,1192.0,,,,,,
2010-05-01,0.0,0.0,0.0,,,,7658.0,85138.0,85138.0,,,,,,
2010-06-01,0.0,0.0,0.0,,,,24969.0,280353.0,280353.0,,,,,,
2010-07-01,0.0,0.0,0.0,,,,54379.0,609692.0,609692.0,,,,,,
2010-08-01,0.0,0.0,0.0,,,,69511.0,777461.0,777461.0,,,,,,
2010-09-01,0.0,0.0,0.0,,,,3172.0,35398.0,35398.0,,,,,,
2010-10-01,0.0,0.0,0.0,,,,56.0,1247.0,1247.0,,,,,,
2010-11-01,0.0,0.0,0.0,,,,464.0,5560.0,5560.0,,,,,,
2010-12-01,0.0,0.0,0.0,,,,901.0,7994.0,7994.0,,,,,,
2011-01-01,0.0,0.0,0.0,,,,98.0,859.0,859.0,,,,,,
2011-02-01,0.0,0.0,0.0,,,,474.0,4759.0,4759.0,,,,,,
2011-03-01,0.0,0.0,0.0,,,,923.0,10219.0,10219.0,,,,,,
2011-04-01,0.0,0.0,0.0,,,,462.0,4163.0,4163.0,,,,,,
2011-05-01,0.0,0.0,0.0,,,,8757.0,98789.0,98789.0,,,,,,
2011-06-01,0.0,0.0,0.0,,,,20666.0,234358.0,234358.0,,,,,,
2011-07-01,0.0,0.0,0.0,,,,66157.0,757380.0,757380.0,,,,,,
2011-08-01,0.0,0.0,0.0,,,,21819.0,235467.0,235467.0,,,,,,
2011-09-01,0.0,0.0,0.0,,,,8023.0,90241.0,90241.0,,,,,,
2011-10-01,0.0,0.0,0.0,,,,541.0,5978.0,5978.0,,,,,,
2011-11-01,0.0,0.0,0.0,,,,107.0,1140.0,1140.0,,,,,,
2011-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,,,,4567.0,49616.0,49616.0,,,,,,
2012-05-01,0.0,0.0,0.0,,,,14282.0,158136.0,158136.0,,,,,,
2012-06-01,0.0,0.0,0.0,,,,29504.0,327431.0,327431.0,,,,,,
2012-07-01,0.0,0.0,0.0,,,,93748.0,1065701.0,1065701.0,,,,,,
2012-08-01,0.0,0.0,0.0,,,,36335.0,397703.0,397703.0,,,,,,
2012-09-01,0.0,0.0,0.0,,,,8682.0,96628.0,96628.0,,,,,,
2012-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-11-01,0.0,0.0,0.0,,,,970.0,10731.0,10731.0,,,,,,
2012-12-01,0.0,0.0,0.0,,,,113.0,1201.0,1201.0,,,,,,
2013-01-01,0.0,0.0,0.0,,,,148.0,1229.0,1229.0,,,,,,
2013-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-05-01,0.0,0.0,0.0,,,,860.0,9923.0,9923.0,,,,,,
2013-06-01,0.0,0.0,0.0,,,,1241.0,15264.0,15264.0,,,,,,
2013-07-01,0.0,0.0,0.0,,,,15151.0,173685.0,173685.0,,,,,,
2013-08-01,0.0,0.0,0.0,,,,8223.0,93390.0,93390.0,,,,,,
2013-09-01,0.0,0.0,0.0,,,,14586.0,165863.0,165863.0,,,,,,
2013-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,,,,113.0,1243.0,1243.0,,,,,,
2013-12-01,0.0,0.0,0.0,,,,224.0,2332.0,2332.0,,,,,,
2014-01-01,0.0,0.0,0.0,,,,4790.0,53219.0,53219.0,,,,,,
2014-02-01,0.0,0.0,0.0,,,,3877.0,41247.0,41247.0,,,,,,
2014-03-01,0.0,0.0,0.0,,,,1499.0,15268.0,15268.0,,,,,,
2014-04-01,0.0,0.0,0.0,,,,113.0,1195.0,1195.0,,,,,,
2014-05-01,0.0,0.0,0.0,,,,15080.0,179758.0,179758.0,,,,,,
2014-06-01,0.0,0.0,0.0,,,,3017.0,35086.0,35086.0,,,,,,
2014-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-08-01,0.0,0.0,0.0,,,,1705.0,20098.0,20098.0,,,,,,
2014-09-01,0.0,0.0,0.0,,,,948.0,11051.0,11051.0,,,,,,
2014-10-01,0.0,0.0,0.0,,,,205.0,2277.0,2277.0,,,,,,
2014-11-01,0.0,0.0,0.0,,,,738.0,7377.0,7377.0,,,,,,
2014-12-01,0.0,0.0,0.0,,,,1949.0,20779.0,20779.0,,,,,,
2015-01-01,0.0,0.0,0.0,,,,144.0,1464.0,1464.0,,,,,,
2015-02-01,0.0,0.0,0.0,,,,4010.0,42688.0,42688.0,,,,,,
2015-03-01,0.0,0.0,0.0,,,,745.0,7661.0,7661.0,,,,,,
2015-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-05-01,0.0,0.0,0.0,,,,627.0,6418.0,6418.0,,,,,,
2015-06-01,0.0,0.0,0.0,,,,679.0,7372.0,7372.0,,,,,,
2015-07-01,0.0,0.0,0.0,,,,11040.0,122372.0,122372.0,,,,,,
2015-08-01,0.0,0.0,0.0,,,,308.0,4985.0,4985.0,,,,,,
2015-09-01,0.0,0.0,0.0,,,,1938.0,22926.0,22926.0,,,,,,
2015-10-01,0.0,0.0,0.0,,,,295.0,3247.0,3247.0,,,,,,
2015-11-01,0.0,0.0,0.0,,,,344.0,3493.0,3493.0,,,,,,
2015-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-01-01,0.0,0.0,0.0,,,,319.0,3400.0,3400.0,,,,,,
2016-02-01,0.0,0.0,0.0,,,,307.0,3168.0,3168.0,,,,,,
2016-03-01,0.0,0.0,0.0,,,,205.0,2129.0,2129.0,,,,,,
2016-04-01,0.0,0.0,0.0,,,,791.0,8247.0,8247.0,,,,,,
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-06-01,0.0,0.0,0.0,,,,10134.0,117719.0,117719.0,,,,,,
2016-07-01,0.0,0.0,0.0,,,,13865.0,158105.0,158105.0,,,,,,
2016-08-01,0.0,0.0,0.0,,,,16226.0,187505.0,187505.0,,,,,,
2016-09-01,0.0,0.0,0.0,,,,26540.0,306717.0,306717.0,,,,,,
2016-10-01,0.0,0.0,0.0,,,,3470.0,38543.0,38543.0,,,,,,
2016-11-01,0.0,0.0,0.0,,,,65.0,665.0,665.0,,,,,,
2016-12-01,0.0,0.0,0.0,,,,5934.0,63077.0,63077.0,,,,,,
2017-01-01,0.0,0.0,0.0,,,,4598.419,52443.0,52443.0,,,,,,
2017-02-01,0.0,0.0,0.0,,,,4494.851,51262.0,51262.0,,,,,,
2017-03-01,0.0,0.0,0.0,,,,5595.066,63809.0,63809.0,,,,,,
2017-04-01,0.0,0.0,0.0,,,,4493.236,51243.0,51243.0,,,,,,
2017-05-01,0.0,0.0,0.0,,,,4873.66,55581.0,55581.0,,,,,,
2017-06-01,0.0,0.0,0.0,,,,6579.244,75034.0,75034.0,,,,,,
2017-07-01,0.0,0.0,0.0,,,,7863.227,89676.0,89676.0,,,,,,
2017-08-01,0.0,0.0,0.0,,,,6393.377,72914.0,72914.0,,,,,,
2017-09-01,0.0,0.0,0.0,,,,4867.582,55512.0,55512.0,,,,,,
2017-10-01,0.0,0.0,0.0,,,,4813.71,54898.0,54898.0,,,,,,
2017-11-01,0.0,0.0,0.0,,,,3611.526,41188.0,41188.0,,,,,,
2017-12-01,0.0,0.0,0.0,,,,5855.102,66775.0,66775.0,,,,,,
2018-01-01,0.0,0.0,0.0,,,,6828.705,78428.0,78428.0,,,,,,
2018-02-01,0.0,0.0,0.0,,,,5031.832,57790.0,57790.0,,,,,,
2018-03-01,0.0,0.0,0.0,,,,7927.543,91047.0,91047.0,,,,,,
2018-04-01,0.0,0.0,0.0,,,,4281.591,49174.0,49174.0,,,,,,
2018-05-01,0.0,0.0,0.0,,,,7693.729,88363.0,88363.0,,,,,,
2018-06-01,0.0,0.0,0.0,,,,8440.547,96940.0,96940.0,,,,,,
2018-07-01,0.0,0.0,0.0,,,,10439.377,119896.0,119896.0,,,,,,
2018-08-01,0.0,0.0,0.0,,,,10509.28,120699.0,120699.0,,,,,,
2018-09-01,0.0,0.0,0.0,,,,8428.848,96805.0,96805.0,,,,,,
2018-10-01,0.0,0.0,0.0,,,,5594.974,64258.0,64258.0,,,,,,
2018-11-01,0.0,0.0,0.0,,,,6556.307,75299.0,75299.0,,,,,,
2018-12-01,0.0,0.0,0.0,,,,4859.267,55808.0,55808.0,,,,,,
2019-01-01,0.0,0.0,0.0,,,,1996.113,23209.0,23209.0,,,,,,
2019-02-01,0.0,0.0,0.0,,,,1806.283,21002.0,21002.0,,,,,,
2019-03-01,0.0,0.0,0.0,,,,1906.917,22172.0,22172.0,,,,,,
2019-04-01,0.0,0.0,0.0,,,,2085.642,24250.0,24250.0,,,,,,
2019-05-01,0.0,0.0,0.0,,,,1907.582,22179.0,22179.0,,,,,,
2019-06-01,0.0,0.0,0.0,,,,2235.45,25992.0,25992.0,,,,,,
2019-07-01,0.0,0.0,0.0,,,,3704.565,43073.0,43073.0,,,,,,
2019-08-01,0.0,0.0,0.0,,,,3166.267,36815.0,36815.0,,,,,,
2019-09-01,0.0,0.0,0.0,,,,2031.373,23619.0,23619.0,,,,,,
2019-10-01,0.0,0.0,0.0,,,,1957.318,22758.0,22758.0,,,,,,
2019-11-01,0.0,0.0,0.0,,,,2014.098,23418.0,23418.0,,,,,,
2019-12-01,0.0,0.0,0.0,,,,2788.392,32421.0,32421.0,,,,,,
2020-01-01,0.0,0.0,0.0,,,,6738.93,77995.0,77995.0,,,,,,
2020-02-01,0.0,0.0,0.0,,,,6121.537,70848.0,70848.0,,,,,,
2020-03-01,0.0,0.0,0.0,,,,6353.777,73536.0,73536.0,,,,,,
2020-04-01,0.0,0.0,0.0,,,,4645.845,53769.0,53769.0,,,,,,
2020-05-01,0.0,0.0,0.0,,,,3973.897,45992.0,45992.0,,,,,,
2020-06-01,0.0,0.0,0.0,,,,6093.801,70527.0,70527.0,,,,,,
2020-07-01,0.0,0.0,0.0,,,,8758.743,101370.0,101370.0,,,,,,
2020-08-01,0.0,0.0,0.0,,,,6532.726,75607.0,75607.0,,,,,,
2020-09-01,0.0,0.0,0.0,,,,4273.089,49455.0,49455.0,,,,,,
2020-10-01,0.0,0.0,0.0,,,,4512.427,52225.0,52225.0,,,,,,
2020-11-01,0.0,0.0,0.0,,,,2096.401,24263.0,24263.0,,,,,,
2020-12-01,0.0,0.0,0.0,,,,4736.827,54823.0,54823.0,,,,,,
2021-01-01,0.0,0.0,0.0,,,,9984.027,116426.0,116426.0,,,,,,
2021-02-01,0.0,0.0,0.0,,,,6455.21,75276.0,75276.0,,,,,,
2021-03-01,0.0,0.0,0.0,,,,7841.088,91437.0,91437.0,,,,,,
2021-04-01,0.0,0.0,0.0,,,,5868.501,68434.0,68434.0,,,,,,
2021-05-01,0.0,0.0,0.0,,,,4363.837,50888.0,50888.0,,,,,,
2021-06-01,0.0,0.0,0.0,,,,9279.059,108206.0,108206.0,,,,,,
2021-07-01,0.0,0.0,0.0,,,,12058.899,140621.0,140621.0,,,,,,
2021-08-01,0.0,0.0,0.0,,,,14899.275,173745.0,173745.0,,,,,,
2021-09-01,0.0,0.0,0.0,,,,8320.495,97028.0,97028.0,,,,,,
2021-10-01,0.0,0.0,0.0,,,,10424.711,121565.0,121565.0,,,,,,
2021-11-01,0.0,0.0,0.0,,,,8675.534,101168.0,101168.0,,,,,,
2021-12-01,0.0,0.0,0.0,,,,8723.364,101725.0,101725.0,,,,,,
2022-01-01,0.0,0.0,0.0,,,,2476.019,31125.0,31125.0,,,,,,
2022-02-01,0.0,0.0,0.0,,,,1642.04,20642.0,20642.0,,,,,,
2022-03-01,0.0,0.0,0.0,,,,1768.5,22231.0,22231.0,,,,,,
2022-04-01,0.0,0.0,0.0,,,,842.275,10588.0,10588.0,,,,,,
2022-05-01,0.0,0.0,0.0,,,,1127.284,14171.0,14171.0,,,,,,
2022-06-01,0.0,0.0,0.0,,,,1987.333,24982.0,24982.0,,,,,,
2022-07-01,0.0,0.0,0.0,,,,2298.436,28893.0,28893.0,,,,,,
2022-08-01,0.0,0.0,0.0,,,,2278.173,28638.0,28638.0,,,,,,
2022-09-01,0.0,0.0,0.0,,,,2265.568,28480.0,28480.0,,,,,,
2022-10-01,0.0,0.0,0.0,,,,1447.587,18197.0,18197.0,,,,,,
2022-11-01,0.0,0.0,0.0,,,,1570.188,19738.0,19738.0,,,,,,
2022-12-01,0.0,0.0,0.0,,,,1657.597,20837.0,20837.0,,,,,,
2023-01-01,0.0,0.0,0.0,,,,1372.217,17026.0,17026.0,,,,,,
2023-02-01,0.0,0.0,0.0,,,,1238.314,15365.0,15365.0,,,,,,
2023-03-01,0.0,0.0,0.0,,,,1103.262,13689.0,13689.0,,,,,,
2023-04-01,0.0,0.0,0.0,,,,406.641,5046.0,5046.0,,,,,,
2023-05-01,0.0,0.0,0.0,,,,854.007,10597.0,10597.0,,,,,,
2023-06-01,0.0,0.0,0.0,,,,1229.298,15253.0,15253.0,,,,,,
2023-07-01,0.0,0.0,0.0,,,,1481.369,18380.0,18380.0,,,,,,
2023-08-01,0.0,0.0,0.0,,,,1496.754,18572.0,18572.0,,,,,,
2023-09-01,0.0,0.0,0.0,,,,1404.956,17433.0,17433.0,,,,,,
2023-10-01,0.0,0.0,0.0,,,,1161.349,14410.0,14410.0,,,,,,
2023-11-01,0.0,0.0,0.0,,,,952.24,11815.0,11815.0,,,,,,
2023-12-01,0.0,0.0,0.0,,,,1041.593,12923.0,12923.0,,,,,,
2024-01-01,0.0,0.0,0.0,,,,2256.866,25826.0,25826.0,,,,,,
2024-02-01,0.0,0.0,0.0,,,,2291.121,26217.0,26217.0,,,,,,
2024-03-01,0.0,0.0,0.0,,,,1938.448,22181.0,22181.0,,,,,,
2024-04-01,0.0,0.0,0.0,,,,1131.707,12951.0,12951.0,,,,,,
2024-05-01,0.0,0.0,0.0,,,,1370.416,15682.0,15682.0,,,,,,
2024-06-01,0.0,0.0,0.0,,,,2384.349,27284.0,27284.0,,,,,,
2024-07-01,0.0,0.0,0.0,,,,3006.805,34407.0,34407.0,,,,,,
2024-08-01,0.0,0.0,0.0,,,,3341.526,38237.0,38237.0,,,,,,
2024-09-01,0.0,0.0,0.0,,,,2953.534,33797.0,33797.0,,,,,,
2024-10-01,0.0,0.0,0.0,,,,2342.505,26805.0,26805.0,,,,,,
2024-11-01,0.0,0.0,0.0,,,,1414.678,16188.0,16188.0,,,,,,
2024-12-01,0.0,0.0,0.0,,,,2403.045,27498.0,27498.0,,,,,,
