measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2006-03-01,,,,-402.0,88.0,88.0
2006-04-01,,,,-339.0,37.0,37.0
2006-05-01,,,,7175.0,91958.0,91958.0
2006-06-01,,,,19304.0,254260.0,254260.0
2006-07-01,,,,74686.0,836202.0,836202.0
2006-08-01,,,,20692.0,241751.0,241751.0
2006-09-01,,,,19525.0,212053.0,212053.0
2006-10-01,,,,-343.0,0.0,0.0
2006-11-01,,,,-336.0,42.0,42.0
2006-12-01,,,,-369.0,0.0,0.0
2007-01-01,,,,-424.0,6.0,6.0
2007-02-01,,,,-440.0,593.0,593.0
2007-03-01,,,,-611.0,8.0,8.0
2007-04-01,,,,-534.0,2910.0,2910.0
2007-05-01,,,,3948.0,47940.0,47940.0
2007-06-01,,,,5503.0,72825.0,72825.0
2007-07-01,,,,17665.0,218513.0,218513.0
2007-08-01,,,,93448.0,971163.0,971163.0
2007-09-01,,,,20169.0,221067.0,221067.0
2007-10-01,,,,-399.0,0.0,0.0
2007-11-01,,,,-367.0,0.0,0.0
2007-12-01,,,,-411.0,141.0,141.0
2008-01-01,,,,-420.0,160.0,160.0
2008-02-01,,,,693.0,15698.0,15698.0
2008-03-01,,,,6291.0,85647.0,85647.0
2008-04-01,0.0,0.0,0.0,4952.0,61831.0,61831.0
2008-05-01,0.0,0.0,0.0,15508.0,188213.0,188213.0
2008-06-01,0.0,0.0,0.0,3486.0,44922.0,44922.0
2008-07-01,0.0,0.0,0.0,20640.0,236181.0,236181.0
2008-08-01,,,,44510.0,481016.0,481016.0
2008-09-01,,,,18034.0,187825.0,187825.0
2008-10-01,0.0,0.0,0.0,5202.0,68454.0,68454.0
2008-11-01,,,,810.0,13853.0,13853.0
2008-12-01,,,,39012.0,442575.0,442575.0
2009-01-01,,,,14832.0,172025.0,172025.0
2009-02-01,,,,19048.0,218002.0,218002.0
2009-03-01,,,,16631.0,202288.0,202288.0
2009-04-01,,,,3659.0,52708.0,52708.0
2009-05-01,,,,8233.0,112173.0,112173.0
2009-06-01,,,,7650.0,99091.0,99091.0
2009-07-01,,,,24114.0,273739.0,273739.0
2009-08-01,,,,16196.0,184102.0,184102.0
2009-09-01,,,,69738.0,756479.0,756479.0
2009-10-01,,,,934.0,17918.0,17918.0
2009-11-01,,,,-412.0,0.0,0.0
2009-12-01,,,,16334.0,174688.0,174688.0
2010-01-01,,,,1959.0,25243.0,25243.0
2010-02-01,,,,-401.0,369.0,369.0
2010-03-01,,,,4857.0,64894.0,64894.0
2010-04-01,,,,-252.0,0.0,0.0
2010-05-01,,,,-393.0,0.0,0.0
2010-06-01,,,,-407.0,104.0,104.0
2010-07-01,,,,6272.0,82481.0,82481.0
2010-08-01,,,,9617.0,112719.0,112719.0
2010-09-01,,,,12976.0,148623.0,148623.0
2010-10-01,,,,2027.0,26267.0,26267.0
2010-11-01,,,,-382.0,0.0,0.0
2010-12-01,,,,-403.0,0.0,0.0
2011-01-01,,,,-439.0,0.0,0.0
2011-02-01,,,,4457.0,57952.0,57952.0
2011-03-01,,,,2124.0,33046.0,33046.0
2011-04-01,,,,38764.0,436624.0,436624.0
2011-05-01,,,,-373.0,0.0,0.0
2011-06-01,,,,-338.0,0.0,0.0
2011-07-01,,,,-362.0,0.0,0.0
2011-08-01,,,,-370.0,47.0,47.0
2011-09-01,,,,18255.0,218447.0,218447.0
2011-10-01,,,,12710.0,162289.0,162289.0
2011-11-01,,,,12687.0,163942.0,163942.0
2011-12-01,,,,-405.0,0.0,0.0
2012-01-01,,,,4766.0,68698.0,68698.0
2012-02-01,,,,1209.0,19524.0,19524.0
2012-03-01,,,,2866.0,40440.0,40440.0
2012-04-01,,,,-393.0,0.0,0.0
2012-05-01,,,,-371.0,0.0,0.0
2012-06-01,,,,7750.0,104617.0,104617.0
2012-07-01,,,,1454.0,22205.0,22205.0
2012-08-01,,,,50679.0,572037.0,572037.0
2012-09-01,,,,12859.0,152710.0,152710.0
2012-10-01,,,,18521.0,239425.0,239425.0
2012-11-01,,,,19589.0,242094.0,242094.0
2012-12-01,,,,12441.0,158322.0,158322.0
2013-01-01,,,,8541.0,114337.0,114337.0
2013-02-01,,,,3393.0,55759.0,55759.0
2013-03-01,,,,12309.0,169156.0,169156.0
2013-04-01,,,,2081.0,34807.0,34807.0
2013-05-01,,,,0.0,0.0,0.0
2013-06-01,,,,0.0,0.0,0.0
