measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Jet Fuel-Combined Cycle Combustion Turbine Part Generation,Jet Fuel-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Jet Fuel-Combined Cycle Steam Part Generation,Jet Fuel-Combined Cycle Steam Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Combustion Turbine Part Generation,Other Gases-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2005-07-01,,,,,,,,,,,,,75648.36,768574.78,946187.73,26403.4,17934.98,17934.98,,,,,,
2005-08-01,,,,,,,,,,,,,75926.75,765063.75,948698.73,28313.33,38311.32,38311.32,,,,,,
2005-09-01,,,,,,,,,,,,,71755.75,722307.94,901938.38,27354.0,41527.84,41527.84,,,,,,
2005-10-01,,,,,,,,,,,,,74070.17,740417.18,922751.83,25386.84,26094.92,26094.92,,,,,,
2005-11-01,,,,,,,,,,,,,71603.46,721752.5,888577.33,24193.74,16553.55,16553.55,,,,,,
2005-12-01,,,,,,,,,,,,,12980.54,132699.33,164352.25,4542.51,2350.27,2350.27,,,,,,
2006-01-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-02-01,,,,,,,,,,,,,325.92,2511.86,4537.46,0.0,0.0,0.0,,,,,,
2006-03-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-04-01,,,,,,,,,,,,,1142.66,9374.6,15941.04,73.72,0.0,0.0,,,,,,
2006-05-01,,,,,,,,,,,,,76555.31,773872.3,925429.0,28015.54,32052.0,32052.0,,,,,,
2006-06-01,,,,,,,,,,,,,71339.62,708161.74,880647.26,25456.68,37844.35,37844.35,,,,,,
2006-07-01,,,,,,,,,,,,,77046.13,781188.69,964453.64,31257.28,53502.34,53502.34,,,,,,
2006-08-01,,,,,,,,,,,,,77577.69,779450.23,971298.84,33037.23,73055.53,73055.53,,,,,,
2006-09-01,,,,,,,,,,,,,69584.89,697242.6,880798.13,23401.25,19398.7,19398.7,,,,,,
2006-10-01,,,,,,,,,,,,,70929.31,708799.24,890622.87,23280.0,17269.0,17269.0,,,,,,
2006-11-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-12-01,,,,,,,,,,,,,41.71,321.46,730.66,0.0,0.0,0.0,,,,,,
2007-01-01,,,,,,,,,,,,,6987.88,70260.0,86059.0,2269.8,1089.0,1089.0,,,,,,
2007-02-01,,,,,,,,,,,,,8701.87,89201.0,107152.0,3039.01,1286.0,1286.0,,,,,,
2007-03-01,,,,,,,,,,,,,25232.61,268983.0,320398.0,9732.98,495.0,495.0,,,,,,
2007-04-01,,,,,,,,,,,,,14338.54,150987.0,183249.0,5313.66,472.0,472.0,,,,,,
2007-05-01,,,,,,,,,,,,,17166.09,180822.0,220899.0,6457.29,1243.0,1243.0,,,,,,
2007-06-01,,,,,,,,,,,,,52444.02,544138.0,655116.0,21101.38,22675.0,22675.0,,,,,,
2007-07-01,,,,,,,,,,,,,81668.18,826614.0,1036625.0,31882.93,48521.0,48521.0,,,,,,
2007-08-01,,,,,,,,,,,,,85947.82,864037.0,1087079.0,35466.11,71696.0,71696.0,,,,,,
2007-09-01,,,,,,,,,,,,,84658.69,861032.0,1066975.0,35706.67,66620.0,66620.0,,,,,,
2007-10-01,,,,,,,,,,,,,68984.46,679656.0,867382.0,23495.34,33083.0,33083.0,,,,,,
2007-11-01,,,,,,,,,,,,,4573.55,45363.0,73581.0,1312.41,0.0,0.0,,,,,,
2007-12-01,,,,,,,,,,,,,1775.1,13680.0,25993.0,0.0,0.0,0.0,,,,,,
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1183.0,11191.0,14685.0,272.0,0.0,0.0,,,,,,
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1071.0,9599.0,14394.0,173.0,0.0,0.0,,,,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3257.0,34027.0,40731.0,1326.0,1095.0,1095.0,,,,,,
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11018.0,114455.0,134780.0,4463.0,4402.0,4402.0,,,,,,
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,36895.0,386315.0,454087.0,16103.0,19730.0,19730.0,,,,,,
2008-07-01,0.0,0.0,0.0,,,,,,,,,,59435.0,613180.0,719311.0,25718.0,34856.0,34856.0,,,,,,
2008-08-01,0.0,0.0,0.0,,,,,,,,,,55323.0,579660.0,678204.0,24438.0,31722.0,31722.0,,,,,,
2008-09-01,0.0,0.0,0.0,,,,,,,,,,42282.0,445855.0,515679.0,17876.0,15482.0,15482.0,,,,,,
2008-10-01,0.0,0.0,0.0,,,,,,,,,,27676.0,291232.0,334918.0,10918.0,5018.0,5018.0,,,,,,
2008-11-01,0.0,0.0,0.0,,,,,,,,,,14640.0,151436.0,181238.0,5086.0,420.0,420.0,,,,,,
2008-12-01,0.0,0.0,0.0,,,,,,,,,,11072.0,111317.0,136205.0,3351.0,221.0,221.0,,,,,,
2009-01-01,,,,,,,,,,,,,13162.0,133165.0,157238.0,4419.0,1899.0,1899.0,,,,,,
2009-02-01,,,,,,,,,,,,,6646.0,68324.0,80860.0,2268.0,296.0,296.0,,,,,,
2009-03-01,,,,,,,,,,,,,11915.0,123279.0,137392.0,4160.0,355.0,355.0,,,,,,
2009-04-01,,,,,,,,,,,,,3329.0,34457.0,39846.0,1306.0,1187.0,1187.0,,,,,,
2009-05-01,,,,,,,,,,,,,18158.0,191009.0,224034.0,7525.0,7472.0,7472.0,,,,,,
2009-06-01,,,,,,,,,,,,,40860.0,426611.0,499575.0,18512.0,29582.0,29582.0,,,,,,
2009-07-01,,,,,,,,,,,,,53091.0,552705.0,649334.0,24198.0,40923.0,40923.0,,,,,,
2009-08-01,,,,,,,,,,,,,55991.0,584091.0,682114.0,25626.0,42145.0,42145.0,,,,,,
2009-09-01,,,,,,,,,,,,,27888.0,290910.0,345467.0,12085.0,15514.0,15514.0,,,,,,
2009-10-01,,,,,,,,,,,,,8904.0,90743.0,110413.0,3553.0,4214.0,4214.0,,,,,,
2009-11-01,,,,,,,,,,,,,3259.0,34092.0,42412.0,1163.0,95.0,95.0,,,,,,
2009-12-01,,,,,,,,,,,,,15874.0,161288.0,190626.0,5512.0,3441.0,3441.0,,,,,,
2010-01-01,,,,,,,,,,,,,3317.0,34272.0,40418.0,1165.0,64.0,64.0,,,,,,
2010-02-01,,,,,,,,,,,,,353.0,3334.0,6366.0,0.0,0.0,0.0,,,,,,
2010-03-01,,,,,,,,,,,,,84.0,650.0,1363.0,0.0,0.0,0.0,,,,,,
2010-04-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-05-01,,,,,,,,,,,,,672.0,5263.0,9853.0,0.0,0.0,0.0,,,,,,
2010-06-01,,,,,,,,,,,,,23475.0,253835.0,304442.0,9562.0,715.0,715.0,,,,,,
2010-07-01,,,,,,,,,,,,,26725.0,282937.0,337114.0,11565.0,11825.0,11825.0,,,,,,
2010-08-01,,,,,,,,,,,,,44894.0,463088.0,551194.0,20025.0,34693.0,34693.0,,,,,,
2010-09-01,,,,,,,,,,,,,17484.0,185852.0,222727.0,7065.0,2665.0,2665.0,,,,,,
2010-10-01,,,,,,,,,,,,,183.0,1398.0,2688.0,0.0,0.0,0.0,,,,,,
2010-11-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-12-01,,,,,,,,,,,,,86.0,688.0,2695.0,0.0,0.0,0.0,,,,,,
2011-01-01,,,,,,,,,,,,,6393.0,64504.0,80649.0,2174.0,1253.0,1253.0,,,,,,
2011-02-01,,,,,,,,,,,,,13417.0,136709.0,142821.0,4844.0,2535.0,2535.0,,,,,,
2011-03-01,,,,,,,,,,,,,179.0,1405.0,4699.0,0.0,0.0,0.0,,,,,,
2011-04-01,,,,,,,,,,,,,105.0,837.0,3109.0,0.0,0.0,0.0,,,,,,
2011-05-01,,,,,,,,,,,,,82.0,710.0,3536.0,0.0,0.0,0.0,,,,,,
2011-06-01,,,,,,,,,,,,,13851.0,146494.0,180902.0,5512.0,2790.0,2790.0,,,,,,
2011-07-01,,,,,,,,,,,,,37512.0,396618.0,469845.0,16620.0,18055.0,18055.0,,,,,,
2011-08-01,,,,,,,,,,,,,35038.0,370971.0,442651.0,14560.0,10846.0,10846.0,,,,,,
2011-09-01,,,,,,,,,,,,,7305.0,80556.0,96578.0,2954.0,459.0,459.0,,,,,,
2011-10-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-11-01,,,,,,,,,,,,,5.0,45.0,260.0,0.0,0.0,0.0,,,,,,
2011-12-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-01-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-02-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-03-01,,,,,,,,,,,,,21.0,172.0,875.0,0.0,0.0,0.0,,,,,,
2012-04-01,,,,,,,,,,,,,13701.0,147343.0,178497.0,5475.0,161.0,161.0,,,,,,
2012-05-01,,,,,,,,,,,,,5611.0,59656.0,72956.0,2218.0,786.0,786.0,,,,,,
2012-06-01,,,,,,,,,,,,,18554.0,198859.0,239544.0,7766.0,3950.0,3950.0,,,,,,
2012-07-01,,,,,,,,,,,,,27731.0,299339.0,364827.0,11906.0,8393.0,8393.0,,,,,,
2012-08-01,,,,,,,,,,,,,68064.0,732677.0,889599.0,29671.0,15519.0,15519.0,,,,,,
2012-09-01,,,,,,,,,,,,,17650.0,191014.0,231052.0,8024.0,5703.0,5703.0,,,,,,
2012-10-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-11-01,,,,,,,,,,,,,5067.0,52920.0,66682.0,1818.0,128.0,128.0,,,,,,
2012-12-01,,,,,,,,,,,,,4294.0,44645.0,56774.0,1491.0,0.0,0.0,,,,,,
2013-01-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-02-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-03-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-04-01,,,,,,,,,,,,,961.0,8749.0,13238.0,187.0,132.0,132.0,,,,,,
2013-05-01,,,,,,,,,,,,,3973.0,42011.0,52727.0,1548.0,428.0,428.0,,,,,,
2013-06-01,,,,,,,,,,,,,4815.0,50381.0,61349.0,1965.0,1351.0,1351.0,,,,,,
2013-07-01,,,,,,,,,,,,,5011.0,52511.0,65108.0,2051.0,1763.0,1763.0,,,,,,
2013-08-01,,,,,,,,,,,,,29338.0,311072.0,365430.0,12483.0,10035.0,10035.0,,,,,,
2013-09-01,,,,,,,,,,,,,22792.0,243928.0,303761.0,9423.0,3318.0,3318.0,,,,,,
2013-10-01,,,,,,,,,,,,,3927.0,42149.0,53249.0,1558.0,0.0,0.0,,,,,,
2013-11-01,,,,,,,,,,,,,19401.0,202115.0,255916.0,6869.0,127.0,127.0,,,,,,
2013-12-01,,,,,,,,,,,,,12042.0,124845.0,155380.0,4158.0,0.0,0.0,,,,,,
2014-01-01,,,,,,,,,,,,,10668.0,102605.0,133033.0,3002.0,0.0,0.0,,,,,,
2014-02-01,,,,,,,,,,,,,12163.0,117661.0,150681.0,3588.0,194.0,194.0,,,,,,
2014-03-01,,,,,,,,,,,,,11663.0,122056.0,149792.0,4199.0,0.0,0.0,,,,,,
2014-04-01,,,,,,,,,,,,,5122.0,54335.0,65644.0,1955.0,51.0,51.0,,,,,,
2014-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11921.0,129609.0,153144.0,4994.0,746.0,746.0,,,,,,
2014-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13962.0,151329.0,187213.0,5668.0,227.0,227.0,,,,,,
2014-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30453.0,333158.0,404119.0,12730.0,642.0,642.0,,,,,,
2014-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32309.0,351764.0,426314.0,13346.0,0.0,0.0,,,,,,
2014-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3980.0,42430.0,52521.0,1590.0,541.0,541.0,,,,,,
2014-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14847.0,160517.0,195320.0,5951.0,2.0,2.0,,,,,,
2014-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9264.0,97266.0,116442.0,3340.0,39.0,39.0,,,,,,
2014-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,22061.0,28197.0,679.0,0.0,0.0,,,,,,
2015-01-01,,,,,,,,,,,,,3988.0,40863.0,53239.0,1290.0,0.0,0.0,,,,,,
2015-02-01,,,,,,,,,,,,,9282.0,95779.0,121152.0,3116.0,0.0,0.0,,,,,,
2015-03-01,,,,,,,,,,,,,10312.0,107553.0,134625.0,3607.0,1.0,1.0,,,,,,
2015-04-01,,,,,,,,,,,,,4343.0,46170.0,57330.0,1631.0,0.0,0.0,,,,,,
2015-05-01,,,,,,,,,,,,,208.0,1667.0,3208.0,3.0,0.0,0.0,,,,,,
2015-06-01,,,,,,,,,,,,,7967.0,85693.0,104240.0,3306.0,1182.0,1182.0,,,,,,
2015-07-01,,,,,,,,,,,,,23943.0,259426.0,316869.0,9627.0,1097.0,1097.0,,,,,,
2015-08-01,,,,,,,,,,,,,38437.0,407078.0,513712.0,18815.0,36414.0,36414.0,,,,,,
2015-09-01,,,,,,,,,,,,,16019.0,169041.0,215876.0,8406.0,19258.0,19258.0,,,,,,
2015-10-01,,,,,,,,,,,,,4211.0,43709.0,55440.0,1726.0,2118.0,2118.0,,,,,,
2015-11-01,,,,,,,,,,,,,1028.0,9654.0,14195.0,328.0,910.0,910.0,,,,,,
2015-12-01,,,,,,,,,,,,,0.0,0.0,40.0,0.0,0.0,0.0,,,,,,
2016-01-01,,,,,,,,,,,,,2.0,17.0,99.0,0.0,0.0,0.0,,,,,,
2016-02-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-03-01,,,,,,,,,,,,,8059.0,101173.0,105961.0,3278.0,268.0,268.0,,,,,,
2016-04-01,,,,,,,,,,,,,14298.0,178848.0,188924.0,6443.0,8374.0,8374.0,,,,,,
2016-05-01,,,,,,,,,,,,,4305.0,54191.0,56549.0,1938.0,2098.0,2098.0,,,,,,
2016-06-01,,,,,,,,,,,,,27328.0,346806.0,366141.0,12589.0,13773.0,13773.0,,,,,,
2016-07-01,,,,,,,,,,,,,18492.0,236521.0,246731.0,7742.0,114.0,114.0,,,,,,
2016-08-01,,,,,,,,,,,,,30609.0,388992.0,406749.0,12998.0,5619.0,5619.0,,,,,,
2016-09-01,,,,,,,,,,,,,13644.0,171423.0,182272.0,5971.0,5546.0,5546.0,,,,,,
2016-10-01,,,,,,,,,,,,,5680.0,69865.0,76850.0,2300.0,2329.0,2329.0,,,,,,
2016-11-01,,,,,,,,,,,,,1626.0,18142.0,21613.0,398.0,230.0,230.0,,,,,,
2016-12-01,,,,,,,,,,,,,3576.0,41726.0,47758.0,1017.0,84.0,84.0,,,,,,
2017-01-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-02-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-03-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-04-01,,,,,,,,,,,,,28.0,280.0,836.0,0.0,0.0,0.0,,,,,,
2017-05-01,,,,,,,,,,,,,12.0,122.0,393.0,0.0,0.0,0.0,,,,,,
2017-06-01,,,,,,,,,,,,,12486.0,156316.0,163709.0,6009.0,10907.0,10907.0,,,,,,
2017-07-01,,,,,,,,,,,,,27438.0,343212.0,357980.0,13640.0,27498.0,27498.0,,,,,,
2017-08-01,,,,,,,,,,,,,49.0,446.0,1169.0,0.0,0.0,0.0,,,,,,
2017-09-01,,,,,,,,,,,,,1336.0,15065.0,17358.0,343.0,211.0,211.0,,,,,,
2017-10-01,,,,,,,,,,,,,3529.0,43739.0,45556.0,1522.0,1816.0,1816.0,,,,,,
2017-11-01,,,,,,,,,,,,,9.0,79.0,164.0,0.0,0.0,0.0,,,,,,
2017-12-01,,,,,,,,,,,,,1285.0,13896.0,17361.0,246.0,286.0,286.0,,,,,,
2018-01-01,,,,,,,,,,,,,20603.0,247100.0,255701.0,7902.0,7628.0,7628.0,,,,,,
2018-02-01,,,,,,,,,,,,,4435.0,53556.0,55932.0,1569.0,747.0,747.0,,,,,,
2018-03-01,,,,,,,,,,,,,13691.0,171452.0,172271.0,6007.0,5946.0,5946.0,,,,,,
2018-04-01,,,,,,,,,,,,,12424.0,153056.0,154797.0,5472.0,7938.0,7938.0,,,,,,
2018-05-01,,,,,,,,,,,,,42504.0,528742.0,543200.0,19674.0,32374.0,32374.0,,,,,,
2018-06-01,,,,,,,,,,,,,40946.0,508927.0,522481.0,19654.0,38481.0,38481.0,,,,,,
2018-07-01,,,,,,,,,,,,,78704.0,990852.0,1006967.0,39220.0,72598.0,72598.0,,,,,,
2018-08-01,,,,,,,,,,,,,73343.0,914500.0,928246.0,35947.0,70535.0,70535.0,,,,,,
2018-09-01,,,,,,,,,,,,,55097.0,682796.0,704597.0,26075.0,49140.0,49140.0,,,,,,
2018-10-01,,,,,,,,,,,,,26299.0,322465.0,334199.0,12569.0,27099.0,27099.0,,,,,,
2018-11-01,,,,,,,,,,,,,29440.0,384049.0,387519.0,13618.0,17604.0,17604.0,,,,,,
2018-12-01,,,,,,,,,,,,,17779.0,230922.0,232214.0,8598.0,15345.0,15345.0,,,,,,
2019-01-01,,,,,,,,,,,,,6888.0,86296.0,89015.0,2821.0,2905.0,2905.0,,,,,,
2019-02-01,,,,,,,,,,,,,13546.0,172381.0,172381.0,7078.0,16574.0,16574.0,,,,,,
2019-03-01,,,,,,,,,,,,,58223.0,712107.0,720739.0,28541.0,70081.0,70081.0,,,,,,
2019-04-01,,,,,,,,,,,,,69225.0,844112.0,844112.0,28452.0,33894.0,33894.0,,,,,,
2019-05-01,,,,,,,,,,,,,83068.0,1002654.0,1024070.0,37955.0,88363.0,88363.0,,,,,,
2019-06-01,,,,,,,,,,,,,95278.0,1154633.0,1154633.0,46663.0,110010.0,110010.0,,,,,,
2019-07-01,,,,,,,,,,,,,100138.0,1219715.0,1219715.0,49553.0,114013.0,114013.0,,,,,,
2019-08-01,,,,,,,,,,,,,94459.0,1171247.0,1174596.0,45933.0,91779.0,91779.0,,,,,,
2019-09-01,,,,,,,,,,,,,75403.0,942134.0,948855.0,36494.0,66926.0,66926.0,,,,,,
2019-10-01,,,,,,,,,,,,,40532.0,499938.0,499938.0,18486.0,30764.0,30764.0,,,,,,
2019-11-01,,,,,,,,,,,,,31029.0,378622.0,384485.0,13160.0,19261.0,19261.0,,,,,,
2019-12-01,,,,,,,,,,,,,13885.0,169311.0,171997.0,5674.0,7238.0,7238.0,,,,,,
2020-01-01,,,,,,,,,,,,,53977.0,674712.0,683070.0,22569.0,18221.0,18221.0,,,,,,
2020-02-01,,,,,,,,,,,,,12999.0,159727.0,184577.0,5071.0,4626.0,4626.0,,,,,,
2020-03-01,,,,,,,,,,,,,7803.0,96241.0,120045.0,3189.0,3249.0,3249.0,,,,,,
2020-04-01,,,,,,,,,,,,,37820.0,464514.0,539254.0,17535.0,36692.0,36692.0,,,,,,
2020-05-01,,,,,,,,,,,,,31773.0,399506.0,399506.0,14300.0,9587.0,9587.0,,,,,,
2020-06-01,,,,,,,,,,,,,22024.0,280509.0,296219.0,9826.0,8409.0,8409.0,,,,,,
2020-07-01,,,,,,,,,,,,,75087.0,953043.0,1005469.0,34399.0,38598.0,38598.0,,,,,,
2020-08-01,,,,,,,,,,,,,80673.0,1033453.0,1068912.0,38131.0,48177.0,48177.0,,,,,,
2020-09-01,,,,,,,,,,,,,31374.0,399226.0,417677.0,14414.0,14466.0,14466.0,,,,,,
2020-10-01,,,,,,,,,,,,,56663.0,707778.0,741055.0,25810.0,39407.0,39407.0,,,,,,
2020-11-01,,,,,,,,,,,,,15593.0,196208.0,209384.0,6413.0,2143.0,2143.0,,,,,,
2020-12-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-01-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-02-01,,,,,,,,,,,,,2979.0,35673.0,37637.0,1064.0,897.0,897.0,,,,,,
2021-03-01,,,,,,,,,,,,,184.0,1767.0,3383.0,0.0,0.0,0.0,,,,,,
2021-04-01,,,,,,,,,,,,,35060.0,439245.0,464829.0,14352.0,9827.0,9827.0,,,,,,
