measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-06-01,45.697,649.0,649.0
2022-07-01,49.132,698.0,698.0
2022-08-01,51.686,734.0,734.0
2022-09-01,50.1,711.0,711.0
2022-10-01,50.433,717.0,717.0
2022-11-01,42.827,608.0,608.0
2022-12-01,48.827,694.0,694.0
2023-01-01,18.028,262.0,262.0
2023-02-01,17.507,257.0,257.0
2023-03-01,18.497,271.0,271.0
2023-04-01,17.632,258.0,258.0
2023-05-01,21.64,317.0,317.0
2023-06-01,19.346,283.0,283.0
2023-07-01,20.194,296.0,296.0
2023-08-01,21.685,318.0,318.0
2023-09-01,20.208,296.0,296.0
2023-10-01,19.048,279.0,279.0
2023-11-01,19.366,283.0,283.0
2023-12-01,21.849,320.0,320.0
2024-01-01,341.891,3888.0,4763.0
2024-02-01,297.576,3384.0,4145.0
2024-03-01,356.884,4059.0,4972.0
2024-04-01,292.437,3326.0,4074.0
2024-05-01,345.194,3926.0,4809.0
2024-06-01,322.087,3663.0,4487.0
2024-07-01,333.848,3797.0,4651.0
2024-08-01,337.385,3837.0,4700.0
2024-09-01,323.499,3679.0,4507.0
2024-10-01,313.057,3561.0,4361.0
2024-11-01,333.882,3797.0,4651.0
2024-12-01,349.26,3972.0,4865.0
