measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed"
2004-07-01,13.025369999999999,93.34,164.71,4.64622,0.0,0.0,,,,63768.18263,336808.76,806384.09,36082.10978,190577.34,472763.32,,,,,,,,,
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51639.503,272747.89,652876.84,32030.41,169177.2,419622.17,,,,,,,,,
2004-09-01,5.01774,35.87,63.45,1.77318,0.0,0.0,,,,50137.46626,264814.48,633950.08,27953.15682,147642.09,366230.35,,,,,,,,,
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6224.895,32878.46,78701.19,1528.4830000000002,8073.09,20024.26,,,,,,,,,
2004-11-01,1.4932299999999998,10.32,18.88,0.46023,0.0,0.0,,,,19173.36977,101269.3,242427.28,8682.25277,45857.64,113749.99,,,,,,,,,
2004-12-01,6030.23215,42482.28,99522.94,2012.96139,0.0,0.0,,,,19746.06585,104294.14,325889.04,9693.37561,51198.16,153361.71,,,,,,,,,
2005-01-01,0.0,0.0,0.0,1074.62889,5675.94,46738.32,,,,26329.724000000002,139067.5,370214.34,12260.05211,64754.76,163006.2,,,,,,,,,
2005-02-01,0.0,0.0,0.0,250.45798,1322.86,10758.24,,,,23341.984,123286.95,328204.63,11005.05302,58126.14,144509.23,,,,,,,,,
2005-03-01,0.0,0.0,0.0,215.20396,1136.66,9231.88,,,,27854.565000000002,147121.36,391654.68,13149.73404,69453.84,172446.44,,,,,,,,,
2005-04-01,0.0,0.0,0.0,215.34276,1137.39,9237.09,,,,28557.764000000003,150835.49,401542.14,13482.79424,71213.0,176799.9,,,,,,,,,
2005-05-01,0.0,0.0,0.0,216.94578,1145.86,9313.24,,,,23167.182,122363.69,325746.79,10929.10022,57724.97,143427.04,,,,,,,,,
2005-06-01,0.0,0.0,0.0,263.1093,1389.68,11281.76,,,,39414.22,208176.78,554191.52,18615.4137,98322.3,244011.77,,,,,,,,,
2005-07-01,0.0,0.0,0.0,497.62113999999997,2628.32,21366.32,,,,50790.769,268265.07,714153.75,23956.00386,126530.06,314443.5,,,,,,,,,
2005-08-01,0.0,0.0,0.0,441.0677,2329.62,18924.32,,,,54302.931,286815.5,763537.22,25631.1973,135378.04,336187.15,,,,,,,,,
2005-09-01,0.0,0.0,0.0,245.55785,1296.98,10529.92,,,,35921.887,189731.08,505086.87,16964.78915,89604.09,222390.88,,,,,,,,,
2005-10-01,0.0,0.0,0.0,343.23895,1812.91,14763.17,,,,24841.856,131208.93,349293.88,11696.65205,61779.01,153794.89,,,,,,,,,
2005-11-01,0.0,0.0,0.0,231.46503,1222.54,9940.91,,,,22298.368,117774.81,313530.65,10514.60797,55535.72,138048.25,,,,,,,,,
2005-12-01,0.0,0.0,0.0,629.82238,3326.58,27230.38,,,,24091.929,127247.98,338749.37,11284.87062,59604.07,149152.11,,,,,,,,,
2006-01-01,0.0,0.0,0.0,105.55251,557.5,3729.33,,,,8764.714,46293.19,215938.52,11641.50149,61487.71,195372.8,,,,,,,,,
2006-02-01,0.0,0.0,0.0,132.64559,700.6,4674.87,,,,8739.168,46158.26,215309.12,11636.59641,61461.8,194803.35,,,,,,,,,
2006-03-01,0.0,0.0,0.0,243.46868,1285.95,8511.89,,,,9533.96,50356.17,234890.62,12797.44132,67593.12,212519.93,,,,,,,,,
2006-04-01,0.0,0.0,0.0,114.43424,604.42,4035.93,,,,8015.809,42337.65,197487.55,10665.77676,56334.16,178679.08,,,,,,,,,
2006-05-01,0.0,0.0,0.0,78.77479,416.07,2787.51,,,,7775.8910000000005,41070.46,191576.63,10312.24721,54466.9,173331.11,,,,,,,,,
2006-06-01,0.0,0.0,0.0,75.68715,399.76,2683.74,,,,9946.864,52537.03,245063.45,13164.39485,69531.28,221723.91,,,,,,,,,
2006-07-01,0.0,0.0,0.0,93.72143,495.01,3326.79,,,,14896.056,78677.52,366997.95,19693.29157,104015.4,332045.53,,,,,,,,,
2006-08-01,0.0,0.0,0.0,99.79624,527.1,3540.03,,,,14024.237000000001,74072.77,345518.72,18553.21476,97993.78,312611.94,,,,,,,,,
2006-09-01,0.0,0.0,0.0,58.28384,307.84,2069.61,,,,9947.392,52539.82,245076.45,13146.25916,69435.49,221735.67,,,,,,,,,
2006-10-01,0.0,0.0,0.0,58.00015,306.34,2060.6,,,,11093.791,58594.83,273320.57,14653.71385,77397.52,247289.86,,,,,,,,,
2006-11-01,0.0,0.0,0.0,94.61265999999999,499.72,3348.53,,,,9542.143,50399.38,235092.22,12652.41734,66827.14,212702.33,,,,,,,,,
2006-12-01,0.0,0.0,0.0,105.524,557.35,3730.49,,,,9324.026,49247.34,229718.43,12377.185,65373.43,207840.34,,,,,,,,,
2007-01-01,0.0,0.0,0.0,403.422,2067.0,15021.0,,,,9475.013,48543.0,143511.0,6532.773,33470.0,99728.0,,,,,,,,,
2007-02-01,0.0,0.0,0.0,1858.673,9522.0,59209.0,,,,10140.968,51955.0,153598.0,8172.285000000001,41869.0,106737.0,,,,,,,,,
2007-03-01,0.0,0.0,0.0,850.659,4361.0,31443.0,,,,18016.515,92304.0,272882.0,12512.554,64106.0,189630.0,,,,,,,,,
2007-04-01,0.0,0.0,0.0,151.247,776.0,5996.0,,,,18853.167999999998,96591.0,285555.0,12206.106,62535.0,198436.0,,,,,,,,,
2007-05-01,0.0,0.0,0.0,201.90800000000002,1033.0,7975.0,,,,20087.027,102912.0,304243.0,13059.846,66910.0,211423.0,,,,,,,,,
2007-06-01,0.0,0.0,0.0,656.283,3363.0,25220.0,,,,27230.672,139511.0,412442.0,18192.847,93208.0,286612.0,,,,,,,,,
2007-07-01,0.0,0.0,0.0,347.892,1781.0,13766.0,,,,38662.695,198081.0,585593.0,25082.388,128504.0,406938.0,,,,,,,,,
2007-08-01,0.0,0.0,0.0,415.07800000000003,2125.0,16475.0,,,,55118.894,282392.0,834843.0,35648.79,182640.0,580145.0,,,,,,,,,
2007-09-01,0.0,0.0,0.0,275.46,1413.0,10876.0,,,,27201.036,139359.0,411993.0,17687.846,90621.0,286300.0,,,,,,,,,
2007-10-01,0.0,0.0,0.0,176.77700000000002,905.0,7041.0,,,,28987.489,148512.0,439051.0,18691.194000000003,95761.0,305103.0,,,,,,,,,
2007-11-01,0.0,0.0,0.0,122.995,631.0,4881.0,,,,15574.142,79792.0,235890.0,10080.525,51645.0,163923.0,,,,,,,,,
2007-12-01,0.0,0.0,0.0,301.303,1541.0,11769.0,,,,19700.38,100931.0,298387.0,12944.149000000001,66317.0,207353.0,,,,,,,,,
2008-01-01,,,,1147.3680000000002,7216.0,80944.0,,,,23308.717,119418.0,374656.0,10975.632,69024.0,399646.0,,,,,,,,,
2008-02-01,,,,1147.333,7216.0,80944.0,,,,23310.283,119426.0,374681.0,10975.667,69029.0,399647.0,,,,,,,,,
2008-03-01,,,,1147.3680000000002,7216.0,80944.0,,,,23308.717,119418.0,374656.0,10975.632,69024.0,399646.0,,,,,,,,,
2008-04-01,,,,1147.367,7216.0,80944.0,,,,23308.717,119418.0,374656.0,10975.633,69024.0,399647.0,,,,,,,,,
2008-05-01,,,,1147.335,7216.0,80944.0,,,,23310.283,119426.0,374681.0,10975.665,69029.0,399646.0,,,,,,,,,
2008-06-01,,,,1147.333,7216.0,80944.0,,,,23310.283,119426.0,374681.0,10975.667,69029.0,399647.0,,,,,,,,,
2008-07-01,,,,1147.3680000000002,7216.0,80944.0,,,,23308.717,119418.0,374656.0,10975.632,69024.0,399646.0,,,,,,,,,
2008-08-01,,,,1147.367,7216.0,80944.0,,,,23308.717,119418.0,374656.0,10975.633,69024.0,399647.0,,,,,,,,,
2008-09-01,,,,1147.335,7216.0,80944.0,,,,23310.283,119426.0,374681.0,10975.665,69029.0,399646.0,,,,,,,,,
2008-10-01,,,,1147.367,7216.0,80944.0,,,,23308.717,119418.0,374656.0,10975.633,69024.0,399647.0,,,,,,,,,
2008-11-01,,,,1147.335,7216.0,80944.0,,,,23310.283,119426.0,374681.0,10975.665,69029.0,399646.0,,,,,,,,,
2008-12-01,,,,1147.333,7216.0,80944.0,,,,23310.283,119426.0,374681.0,10975.667,69029.0,399647.0,,,,,,,,,
2009-01-01,,,,1397.695,8291.0,45233.0,,,,72080.172,408747.0,623471.0,22096.305,91620.0,91620.0,,,,,,,,,
2009-02-01,,,,499.733,2966.0,27082.0,,,,58132.076,297829.0,502823.0,18441.267,109435.0,496581.0,,,,,,,,,
2009-03-01,,,,546.217,3225.0,29348.0,,,,58574.578,300096.0,506651.0,18634.783000000003,110031.0,494576.0,,,,,,,,,
2009-04-01,,,,0.0,0.0,0.0,,,,18142.592,92950.0,156927.0,5839.0,35079.0,317609.0,,,,,,,,,
2009-05-01,,,,0.0,0.0,0.0,,,,54650.352,279991.0,472708.0,18610.0,105668.0,370220.0,,,,,,,,,
2009-06-01,,,,0.0,0.0,0.0,,,,57602.133,295114.0,498239.0,19514.0,111376.0,312195.0,,,,,,,,,
2009-07-01,,,,0.0,0.0,0.0,,,,50490.301,258678.0,436724.0,16892.0,97625.0,248185.0,,,,,,,,,
2009-08-01,,,,0.0,0.0,0.0,,,,57188.778,292996.0,494664.0,19420.0,110577.0,220069.0,,,,,,,,,
2009-09-01,,,,0.0,0.0,0.0,,,,58479.189,299607.0,505826.0,19744.0,113072.0,296853.0,,,,,,,,,
2009-10-01,,,,25.798000000000002,152.0,1115.0,,,,47639.209,244071.0,412063.0,15573.202000000001,91960.0,261058.0,,,,,,,,,
2009-11-01,,,,477.543,2949.0,33388.0,,,,33328.103,170750.0,288277.0,9958.457,61492.0,407971.0,,,,,,,,,
2009-12-01,,,,1004.433,6038.0,40539.0,,,,53582.517,274520.0,463471.0,16229.567,97565.0,191557.0,,,,,,,,,
2010-01-01,,,,3359.0080000000003,17893.0,51365.0,,,,86257.689,457051.0,649095.0,82441.992,439158.0,611580.0,,,,,,,,,
2010-02-01,,,,1311.6950000000002,7022.0,21309.0,,,,70226.387,372106.0,528458.0,68194.305,365084.0,579396.0,,,,,,,,,
2010-03-01,,,,0.0,0.0,0.0,,,,75467.985,399880.0,567901.0,75213.0,399880.0,542347.0,,,,,,,,,
2010-04-01,,,,129.114,688.0,1920.0,,,,46740.239,247661.0,351723.0,46363.886,246973.0,337662.0,,,,,,,,,
2010-05-01,,,,0.0,0.0,0.0,,,,68504.327,362982.0,515499.0,68314.0,362982.0,421034.0,,,,,,,,,
2010-06-01,,,,0.0,0.0,0.0,,,,76494.839,405321.0,575628.0,76891.0,405321.0,452915.0,,,,,,,,,
2010-07-01,,,,78.813,415.0,1032.0,,,,88889.607,470997.0,668900.0,89313.187,470581.0,501045.0,,,,,,,,,
2010-08-01,,,,8.166,43.0,110.0,,,,79915.75200000001,423447.0,601370.0,80055.834,423404.0,479012.0,,,,,,,,,
2010-09-01,,,,164.719,867.0,2146.0,,,,87892.727,465714.0,661398.0,88302.281,464847.0,489024.0,,,,,,,,,
2010-10-01,,,,0.0,0.0,0.0,,,,89958.039,476658.0,676939.0,90551.0,476658.0,556566.0,,,,,,,,,
2010-11-01,,,,472.747,2524.0,7354.0,,,,54869.018,290733.0,412893.0,53971.253,288208.0,426724.0,,,,,,,,,
2010-12-01,,,,876.6450000000001,4641.0,12992.0,,,,103767.391,549829.0,780855.0,102971.355,545188.0,745194.0,,,,,,,,,
2011-01-01,,,,61.414,324.0,3260.0,,,,59477.821,314148.0,582246.0,20859.546,110175.0,524895.0,,,,,,,,,
2011-02-01,,,,0.0,0.0,0.0,,,,50655.976,267553.0,495885.0,17817.93,94110.0,447978.0,,,,,,,,,
2011-03-01,,,,0.0,0.0,0.0,,,,55975.557,295650.0,547960.0,19689.06,103993.0,492812.0,,,,,,,,,
2011-04-01,,,,0.0,0.0,0.0,,,,40077.484,211680.0,392330.0,14097.01,74457.0,343069.0,,,,,,,,,
2011-05-01,,,,0.0,0.0,0.0,,,,69223.492,365622.0,677647.0,24348.94,128605.0,312754.0,,,,,,,,,
2011-06-01,,,,0.0,0.0,0.0,,,,70969.108,374842.0,694736.0,24962.95,131849.0,373851.0,,,,,,,,,
2011-07-01,,,,0.0,0.0,0.0,,,,84048.824,443926.0,822777.0,29563.66,156148.0,403443.0,,,,,,,,,
2011-08-01,,,,0.0,0.0,0.0,,,,79377.3,419253.0,777046.0,27920.48,147470.0,392981.0,,,,,,,,,
2011-09-01,,,,0.0,0.0,0.0,,,,66030.089,348756.0,646386.0,23225.68,122673.0,362366.0,,,,,,,,,
2011-10-01,,,,0.0,0.0,0.0,,,,47230.928,249463.0,462356.0,16613.19,87747.0,244254.0,,,,,,,,,
2011-11-01,,,,0.0,0.0,0.0,,,,63970.096,337875.0,626220.0,22501.09,118846.0,421964.0,,,,,,,,,
2011-12-01,,,,17.563,93.0,824.0,,,,65318.605,344998.0,639421.0,22957.857,121258.0,437159.0,,,,,,,,,
2012-01-01,,,,1222.673,6458.0,126084.0,,,,58365.931,308275.0,738951.0,18924.227,99953.0,1212548.0,,,,,,,,,
2012-02-01,,,,887.364,4687.0,91405.0,,,,56103.796,296327.0,710309.0,18478.686,97600.0,1193128.0,,,,,,,,,
2012-03-01,,,,0.0,0.0,0.0,,,,49016.705,258895.0,620582.0,16919.71,89366.0,634843.0,,,,,,,,,
2012-04-01,,,,0.0,0.0,0.0,,,,52003.849,274672.0,658401.0,17950.82,94812.0,967541.0,,,,,,,,,
2012-05-01,,,,0.0,0.0,0.0,,,,71739.234,378910.0,908263.0,24763.13,130793.0,1075566.0,,,,,,,,,
2012-06-01,,,,0.0,0.0,0.0,,,,55196.131,291533.0,698817.0,19052.74,100632.0,921414.0,,,,,,,,,
2012-07-01,,,,0.0,0.0,0.0,,,,80276.34,424001.0,1016348.0,27709.99,146358.0,1001885.0,,,,,,,,,
2012-08-01,,,,0.0,0.0,0.0,,,,67776.982,357982.0,858098.0,23395.43,123569.0,959991.0,,,,,,,,,
2012-09-01,,,,0.0,0.0,0.0,,,,29764.658,157210.0,376839.0,10274.24,54266.0,448780.0,,,,,,,,,
2012-10-01,,,,0.0,0.0,0.0,,,,24624.972,130063.0,311767.0,8500.11,44896.0,517992.0,,,,,,,,,
2012-11-01,,,,0.0,0.0,0.0,,,,50767.402,268142.0,642747.0,17524.02,92558.0,760757.0,,,,,,,,,
2012-12-01,,,,0.0,0.0,0.0,,,,49410.12,260973.0,625563.0,17055.51,90083.0,1020028.0,,,,,,,,,
2014-01-01,0.0,0.0,0.0,1215.274,7807.0,109171.0,,,,60805.0,311523.0,641342.0,14106.726,90627.0,625895.0,,,,,,,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,56607.0,290016.0,579353.0,9875.0,67510.0,528090.0,,,,,,,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,68692.0,351931.0,681892.0,9093.0,64241.0,524100.0,,,,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,40879.0,209436.0,470688.0,0.0,6235.0,110394.0,,,,,,,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53140.0,272253.0,628202.0,13791.0,81481.0,209994.0,,,,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,62974.0,428023.0,899581.0,18225.0,0.0,0.0,,,,,,,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,66893.0,448787.0,938928.0,18180.0,0.0,0.0,,,,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,60206.0,352624.0,821173.0,18060.0,61606.0,61606.0,,,,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,63722.0,416470.0,893342.0,20340.0,27050.0,27050.0,,,,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53605.0,274635.0,621054.0,18380.0,110423.0,233378.0,,,,,,,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,67299.0,344794.0,712286.0,20892.0,119793.0,479985.0,,,,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,74150.0,379894.0,798474.0,21550.0,123590.0,515175.0,,,,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,61690.0,326955.0,1001770.0,20841.0,111442.0,316348.0,,,,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,56106.0,296937.0,887812.0,15697.0,84489.0,250409.0,,,,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,65701.0,349128.0,1025416.0,22700.0,121668.0,272579.0,,,,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45902.0,243465.0,693086.0,16426.0,87711.0,94512.0,,,,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,69288.0,364206.0,883764.0,27728.0,146009.0,155958.0,,,,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,63167.0,332150.0,735219.0,26897.0,141455.0,183804.0,,,,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,68150.0,358463.0,831074.0,33332.0,174761.0,248243.0,,,,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,67146.0,353678.0,852077.0,36029.0,188733.0,240330.0,,,,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,63596.0,365197.0,889212.0,35786.0,156920.0,156920.0,,,,,,,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53625.0,338417.0,857908.0,28526.0,95323.0,95323.0,,,,,,,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,61723.0,325484.0,917765.0,18427.0,98378.0,125149.0,,,,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,68107.0,361214.0,980388.0,28166.0,149565.0,245097.0,,,,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,63970.0,334953.0,600750.0,23255.0,121763.0,673207.0,,,,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,60202.0,315189.0,512393.0,22810.0,119425.0,625631.0,,,,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,70174.0,363955.0,660740.0,25668.0,133123.0,489636.0,,,,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52473.0,269939.0,622474.0,15819.0,81376.0,101331.0,,,,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,71236.0,366434.0,445062.0,24612.0,126605.0,272885.0,,,,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,30168.0,159275.0,238054.0,18173.0,95942.0,461819.0,,,,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50873.0,264315.0,475953.0,27629.0,143545.0,468668.0,,,,,,,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,71618.0,369334.0,711763.0,33455.0,172527.0,415042.0,,,,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,67223.0,346895.0,652000.0,29962.0,154614.0,419534.0,,,,,,,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49048.0,255112.0,457045.0,26296.0,136776.0,459024.0,,,,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,44732.0,234926.0,340441.0,20383.0,107052.0,597474.0,,,,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,63873.0,333744.0,533627.0,21709.0,113429.0,606600.0,,,,,,,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,78087.0,405627.0,711779.0,20065.0,104232.0,554778.0,,,,,,,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,73475.0,380905.0,659302.0,20199.0,104713.0,510490.0,,,,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,68693.0,357452.0,595575.0,18119.0,94287.0,571472.0,,,,,,,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,77120.0,386961.0,851254.0,0.0,0.0,125455.0,,,,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,69211.0,347276.0,808347.0,0.0,0.0,22050.0,,,,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45840.0,237229.0,517562.0,19388.0,100333.0,243372.0,,,,,,,,,
