measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2005-10-01,26744.732,371681.59,371681.59,32.53,479.25,479.25
2005-11-01,26074.874,362372.34,362372.34,28.51,420.03,420.03
2005-12-01,29120.174,404694.0,404694.0,35.64,525.07,525.07
2006-01-01,28075.397,378860.0,378860.0,22.672,333.0,333.0
2006-02-01,26738.734,360822.0,360822.0,25.628,376.0,376.0
2006-03-01,27322.04,368694.0,368694.0,33.772,496.0,496.0
2006-04-01,23244.972,313676.0,313676.0,27.947000000000003,410.0,410.0
2006-05-01,24841.433,335219.0,335219.0,36.814,540.0,540.0
2006-06-01,26911.965,363160.0,363160.0,47.421,696.0,696.0
2006-07-01,30612.311,413094.0,413094.0,84.857,1246.0,1246.0
2006-08-01,30833.196,416074.0,416074.0,75.403,1107.0,1107.0
2006-09-01,25618.665,345708.0,345708.0,44.354,651.0,651.0
2006-10-01,26498.474000000002,357580.0,357580.0,48.044000000000004,705.0,705.0
2006-11-01,26200.542,353560.0,353560.0,32.3,474.0,474.0
2006-12-01,28364.272,382758.0,382758.0,32.788000000000004,481.0,481.0
2007-01-01,28600.849000000002,414947.0,414947.0,62.151,902.0,902.0
2007-02-01,31215.627,416083.0,416083.0,40.373000000000005,538.0,538.0
2007-03-01,31332.83,441798.0,441798.0,16.17,228.0,228.0
2007-04-01,26824.193,381227.0,381227.0,32.807,466.0,466.0
2007-05-01,29925.524,420969.0,420969.0,48.476,682.0,682.0
2007-06-01,30595.612,429088.0,429088.0,27.388,384.0,384.0
2007-07-01,30493.542,431382.0,431382.0,28.458000000000002,403.0,403.0
2007-08-01,35112.926,503305.0,503305.0,24.074,345.0,345.0
2007-09-01,29434.86,416951.0,416951.0,19.14,271.0,271.0
2007-10-01,27672.424,384120.0,384120.0,45.576,633.0,633.0
2007-11-01,29393.327,407141.0,407141.0,45.673,633.0,633.0
2007-12-01,30894.473,427946.0,427946.0,49.527,686.0,686.0
2008-01-01,32411.998,449924.0,449924.0,29.002000000000002,403.0,403.0
2008-02-01,33362.672,457463.0,457463.0,53.328,731.0,731.0
2008-03-01,33948.825,486580.0,486580.0,10.175,146.0,146.0
2008-04-01,32787.812,468665.0,468665.0,32.188,460.0,460.0
2008-05-01,23042.83,323440.0,323440.0,19.17,269.0,269.0
2008-06-01,33732.203,507109.0,507109.0,82.797,1245.0,1245.0
2008-07-01,33735.214,502542.0,502542.0,21.786,325.0,325.0
2008-08-01,32613.271,478269.0,478269.0,20.729000000000003,304.0,304.0
2008-09-01,27263.58,409852.0,409852.0,28.42,427.0,427.0
2008-10-01,24858.711,364662.0,364662.0,63.289,928.0,928.0
2008-11-01,25440.347999999998,373106.0,373106.0,31.652,464.0,464.0
2008-12-01,29290.644,434261.0,434261.0,57.356,850.0,850.0
2009-01-01,30670.564,427658.0,427658.0,14.436,201.0,201.0
2009-02-01,26563.588,370629.0,370629.0,28.412000000000003,396.0,396.0
2009-03-01,25988.842,360150.0,360150.0,20.158,279.0,279.0
2009-04-01,22114.758,307642.0,307642.0,16.242,226.0,226.0
2009-05-01,23109.0,322442.0,322442.0,29.0,405.0,405.0
2009-06-01,24086.39,332493.0,332493.0,29.61,409.0,409.0
2009-07-01,24998.921000000002,356245.0,356245.0,41.079,585.0,585.0
2009-08-01,27286.199,393621.0,393621.0,16.801000000000002,242.0,242.0
2009-09-01,20834.072,289858.0,289858.0,41.928000000000004,583.0,583.0
2009-10-01,25088.081,347197.0,347197.0,56.919000000000004,788.0,788.0
2009-11-01,23724.978,327180.0,327180.0,18.022000000000002,249.0,249.0
2009-12-01,26531.232,364227.0,364227.0,51.768,711.0,711.0
2010-01-01,30799.232,433880.0,433880.0,16.768,236.0,236.0
2010-02-01,28985.452,403395.0,403395.0,21.548000000000002,300.0,300.0
2010-03-01,27474.554,382642.0,382642.0,32.446000000000005,452.0,452.0
2010-04-01,24890.405,355926.0,355926.0,30.595000000000002,438.0,438.0
2010-05-01,23031.025,329640.0,329640.0,25.975,372.0,372.0
2010-06-01,31438.412,458779.0,458779.0,27.588,403.0,403.0
2010-07-01,33198.057,482687.0,482687.0,55.943000000000005,813.0,813.0
2010-08-01,32823.819,482658.0,482658.0,17.181,253.0,253.0
2010-09-01,24495.93,363912.0,363912.0,15.07,224.0,224.0
2010-10-01,23463.876,350871.0,350871.0,61.124,914.0,914.0
2010-11-01,26757.168,384878.0,384878.0,59.832,861.0,861.0
2010-12-01,29917.514000000003,410015.0,410015.0,16.486,226.0,226.0
2011-01-01,29378.875,436391.0,436391.0,22.125,329.0,329.0
2011-02-01,25257.816,370440.0,370440.0,12.184,179.0,179.0
2011-03-01,27578.735,396706.0,396706.0,46.265,665.0,665.0
2011-04-01,25230.092,369908.0,369908.0,40.908,600.0,600.0
2011-05-01,23772.534,354836.0,354836.0,36.466,544.0,544.0
2011-06-01,26484.283,396089.0,396089.0,49.717,744.0,744.0
2011-07-01,29428.639,427326.0,427326.0,64.361,935.0,935.0
2011-08-01,25723.197,427106.0,427106.0,30.803,511.0,511.0
2011-09-01,21590.57,322624.0,322624.0,25.43,380.0,380.0
2011-10-01,20643.42,290634.0,290634.0,41.58,585.0,585.0
2011-11-01,20990.941,289634.0,289634.0,51.059,705.0,705.0
2011-12-01,21349.861,294840.0,294840.0,54.139,748.0,748.0
2012-01-01,19450.141,267300.0,267300.0,57.859,795.0,795.0
2012-02-01,8700.087,217249.0,217249.0,26.913,672.0,672.0
2012-03-01,13198.469,203133.0,203133.0,49.531,762.0,762.0
2012-04-01,10252.423,168267.0,168267.0,66.577,1093.0,1093.0
2012-05-01,13703.656,198008.0,198008.0,26.344,381.0,381.0
2012-06-01,16910.788,242229.0,242229.0,50.212,719.0,719.0
2012-07-01,25024.728,374527.0,374527.0,75.272,1127.0,1127.0
2012-08-01,20065.293,323606.0,323606.0,36.707,592.0,592.0
2012-09-01,13625.64,200163.0,200163.0,75.36,1107.0,1107.0
2012-10-01,13611.071,190735.0,190735.0,119.929,1681.0,1681.0
2012-11-01,20691.323,292082.0,292082.0,51.677,729.0,729.0
2012-12-01,20364.233,312641.0,312641.0,95.767,1470.0,1470.0
2013-01-01,19287.039,291061.0,291061.0,56.961,860.0,860.0
2013-02-01,17229.158,243802.0,243802.0,93.842,1328.0,1328.0
2013-03-01,17072.893,242125.0,242125.0,81.107,1150.0,1150.0
2013-04-01,18051.66,254504.0,254504.0,87.34,1231.0,1231.0
2013-05-01,20744.595,326794.0,326794.0,79.405,1251.0,1251.0
2013-06-01,16444.282,233904.0,233904.0,73.718,1049.0,1049.0
2013-07-01,18793.368,283090.0,283090.0,106.632,1606.0,1606.0
2013-08-01,14365.363,218952.0,218952.0,72.637,1107.0,1107.0
2013-09-01,12809.92,186687.0,186687.0,78.08,1138.0,1138.0
2013-10-01,17012.47,232211.0,232211.0,79.53,1086.0,1086.0
2013-11-01,13216.125,196152.0,196152.0,65.875,978.0,978.0
2013-12-01,21748.218,310944.0,310944.0,75.782,1083.0,1083.0
2014-01-01,27686.871,382376.0,382376.0,81.129,1120.0,1120.0
2014-02-01,28728.291,402600.0,402600.0,64.709,907.0,907.0
2014-03-01,29188.491,418067.0,418067.0,58.509,838.0,838.0
2014-04-01,20928.028,284879.0,284879.0,83.972,1143.0,1143.0
2014-05-01,16161.06,230329.0,230329.0,82.94,1182.0,1182.0
2014-06-01,22976.215,322460.0,322460.0,59.785,839.0,839.0
2014-07-01,20714.382,308889.0,308889.0,77.618,1157.0,1157.0
2014-08-01,15362.608,292192.0,292192.0,38.392,730.0,730.0
2014-09-01,17952.471,274560.0,274560.0,82.529,1262.0,1262.0
2014-10-01,16126.638,223744.0,223744.0,65.362,907.0,907.0
2014-11-01,23315.427,340922.0,340922.0,54.573,798.0,798.0
2014-12-01,21685.44,314950.0,314950.0,57.56,836.0,836.0
2015-01-01,22547.417,366272.0,366272.0,56.583,919.0,919.0
2015-02-01,25819.112,409745.0,409745.0,47.888,760.0,760.0
2015-03-01,18851.881,296752.0,296752.0,83.119,1308.0,1308.0
2015-04-01,16846.297,264596.0,264596.0,86.703,1362.0,1362.0
2015-05-01,16878.143,271024.0,271024.0,45.857,736.0,736.0
2015-06-01,18082.508,294799.0,294799.0,94.492,1541.0,1541.0
2015-07-01,25579.269,318228.0,318228.0,98.731,1228.0,1228.0
2015-08-01,18352.444,298119.0,298119.0,59.556,967.0,967.0
2015-09-01,14965.536,253564.0,253564.0,67.464,1143.0,1143.0
2015-10-01,12887.459,167280.0,167280.0,102.541,1331.0,1331.0
2015-11-01,16632.318,255650.0,255650.0,66.682,1025.0,1025.0
2015-12-01,12782.023,211858.0,211858.0,52.977,878.0,878.0
2016-01-01,16002.308,276489.0,276489.0,62.692,1083.0,1083.0
2016-02-01,14403.937,241636.0,241636.0,64.063,1075.0,1075.0
2016-03-01,13604.651,216857.0,216857.0,47.349,755.0,755.0
2016-04-01,12580.8,189179.0,189179.0,56.2,845.0,845.0
2016-05-01,13654.756,193466.0,193466.0,54.244,769.0,769.0
2016-06-01,15279.209,243663.0,243663.0,59.791,954.0,954.0
2016-07-01,19390.145,298227.0,298227.0,44.855,690.0,690.0
2016-08-01,18974.754,300076.0,300076.0,38.246,605.0,605.0
2016-09-01,14522.909,225704.0,225704.0,43.091,670.0,670.0
2016-10-01,11330.854,166163.0,166163.0,49.146,721.0,721.0
2016-11-01,8883.602,124109.0,124109.0,8689.398,121396.0,121396.0
2016-12-01,11166.566,154933.0,154933.0,6509.434,90317.0,90317.0
2017-01-01,8782.863,125172.0,125172.0,11362.137,161932.0,161932.0
2017-02-01,0.0,0.0,0.0,9115.0,143376.0,143376.0
2017-03-01,0.0,0.0,0.0,4813.0,74002.0,74002.0
2017-04-01,0.0,0.0,0.0,1207.0,17627.0,17627.0
2017-05-01,2357.053,34160.0,34160.0,5787.947,83883.0,83883.0
2017-06-01,712.519,10234.0,10234.0,4204.481,60387.0,60387.0
2017-07-01,1241.346,18098.0,18098.0,4188.654,61068.0,61068.0
2017-08-01,617.159,9825.0,9825.0,754.841,12017.0,12017.0
2017-09-01,0.0,0.0,0.0,1317.0,18789.0,18789.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,8796.394,126221.0,126221.0,1631.606,23412.0,23412.0
2017-12-01,10023.766,149191.0,149191.0,3847.234,57261.0,57261.0
2018-01-01,4252.671,64143.0,64143.0,4478.329,67547.0,67547.0
2018-02-01,2932.078,46774.0,46774.0,1418.922,22636.0,22636.0
2018-03-01,0.0,0.0,0.0,0.0,80.0,80.0
2018-04-01,53.117,1395.0,1395.0,9.883,260.0,260.0
2018-05-01,1546.356,23736.0,23736.0,6144.644,94316.0,94316.0
2018-06-01,624.103,9903.0,9903.0,697.897,11074.0,11074.0
2018-07-01,804.113,12050.0,12050.0,1060.887,15898.0,15898.0
2018-08-01,1101.412,18051.0,18051.0,1075.588,17627.0,17627.0
2018-09-01,722.838,12300.0,12300.0,502.162,8545.0,8545.0
2018-10-01,1258.794,20752.0,20752.0,903.206,14890.0,14890.0
2018-11-01,232.059,5349.0,5349.0,16.941,390.0,390.0
2018-12-01,1062.272,17687.0,17687.0,311.728,5190.0,5190.0
2019-01-01,3578.389,62817.0,62817.0,1260.611,22129.0,22129.0
2019-02-01,0.0,0.0,0.0,352.0,5444.0,5444.0
2019-03-01,388.479,6595.0,6595.0,1043.521,17717.0,17717.0
2019-04-01,0.0,0.0,0.0,225.0,4580.0,4580.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,123.0,2225.0,2225.0
2019-07-01,2989.545,50764.0,50764.0,1980.455,33629.0,33629.0
2019-08-01,1006.366,21157.0,21157.0,569.634,11976.0,11976.0
2019-09-01,42.0,1149.0,1149.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,145.244,5715.0,5715.0,45.756,1801.0,1801.0
2019-12-01,970.983,18916.0,18916.0,110.017,2143.0,2143.0
2020-01-01,1938.248,33173.0,33173.0,1921.752,32891.0,32891.0
2020-02-01,460.021,8544.0,8544.0,1347.979,25036.0,25036.0
2020-03-01,833.572,15453.0,15453.0,1080.428,20029.0,20029.0
2020-04-01,0.0,0.0,0.0,0.0,77.0,77.0
2020-05-01,0.0,0.0,0.0,0.0,79.0,79.0
2020-06-01,1644.243,30729.0,30729.0,1444.757,27001.0,27001.0
2020-07-01,6355.299,111706.0,111706.0,5705.701,100288.0,100288.0
2020-08-01,1892.157,32767.0,32767.0,2070.843,35862.0,35862.0
2020-09-01,1176.746,20058.0,20058.0,1315.254,22419.0,22419.0
2020-10-01,0.0,0.0,0.0,0.0,108.0,108.0
2020-11-01,0.0,0.0,0.0,0.0,95.0,95.0
2020-12-01,0.0,0.0,0.0,0.0,97.0,97.0
2021-01-01,498.707,10800.0,10800.0,0.293,6.0,6.0
2021-02-01,2868.243,48497.0,48497.0,3263.757,55184.0,55184.0
2021-03-01,0.0,0.0,0.0,1708.0,26541.0,26541.0
2021-04-01,0.0,0.0,0.0,0.0,98.0,98.0
2021-05-01,0.0,0.0,0.0,0.0,102.0,102.0
2021-06-01,1628.465,26361.0,26361.0,1934.535,31316.0,31316.0
2021-07-01,2195.246,36323.0,36323.0,2580.754,42702.0,42702.0
2021-08-01,3585.758,59710.0,59710.0,3200.242,53290.0,53290.0
2021-09-01,752.849,13462.0,13462.0,26.151,468.0,468.0
2021-10-01,389.051,8773.0,8773.0,12.949,292.0,292.0
2021-11-01,2119.971,30709.0,30709.0,11.029,160.0,160.0
2021-12-01,0.0,0.0,0.0,527.0,8504.0,8504.0
2022-01-01,4182.594,77280.0,77280.0,2070.406,38254.0,38254.0
2022-02-01,566.232,9959.0,9959.0,487.768,8579.0,8579.0
2022-03-01,0.0,0.0,0.0,658.0,10066.0,10066.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,1001.697,17566.0,17566.0,33.303,584.0,584.0
2022-06-01,1871.849,33111.0,33111.0,1646.151,29119.0,29119.0
2022-07-01,1722.171,29640.0,29640.0,1303.829,22440.0,22440.0
2022-08-01,1672.468,30239.0,30239.0,1014.532,18343.0,18343.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,1039.321,17913.0,17913.0,14.679,253.0,253.0
2022-12-01,8959.885,143798.0,143798.0,1266.115,20320.0,20320.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,646.0,9587.0,9587.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,682.528,10166.0,10166.0,1177.472,17538.0,17538.0
2023-07-01,1277.38,21616.0,21616.0,1352.62,22889.0,22889.0
2023-08-01,1552.517,28360.0,28360.0,1546.483,28250.0,28250.0
2023-09-01,1243.494,21401.0,21401.0,970.506,16703.0,16703.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,174.0,5000.0,5000.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,2090.076,33193.0,33193.0,959.924,15245.0,15245.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,597.0,9489.0,9489.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,3098.478,49416.0,49416.0,3026.522,48268.0,48268.0
2024-07-01,2438.462,42902.0,42902.0,2899.538,51014.0,51014.0
2024-08-01,2326.872,35434.0,35434.0,2157.128,32849.0,32849.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0
