measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Petroleum Coke Generation,Petroleum Coke Quantity Consumed For Electricity,Petroleum Coke Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2001-12-01,5634.645,68005.0,97330.0,6563.102,79210.0,113367.0,3747.485,45228.0,64732.0,29614.767,357421.0,511548.0,,,,,,
2002-01-01,7079.332,69763.0,121268.0,43.12,887.0,982.0,2932.16,59719.0,66100.0,54552.722,537612.0,934531.0,,,,,,
2002-02-01,5795.411,57170.0,96437.0,29.4,362.0,514.0,682.08,8400.0,11914.0,42526.886,419536.0,707678.0,,,,,,
2002-03-01,6564.0,29752.0,102680.0,234.0,1466.0,4069.0,5185.0,43823.0,101643.0,34984.0,439677.0,623588.0,,,,232.0,1050.0,3627.0
2002-04-01,7012.111000000001,39935.0,107871.0,84.506,483.0,1305.0,2658.74,19665.0,49981.0,52012.729,296208.0,800121.0,,,,256.4,1459.0,3941.0
2002-05-01,4589.274,29856.0,70233.0,123.879,804.0,1891.0,7368.62,51120.0,141429.0,36451.067,237145.0,557858.0,,,,194.941,1268.0,2983.0
2002-06-01,5905.845,37661.0,87970.0,117.15700000000001,747.0,1745.0,4230.66,28372.0,81309.0,40031.066,255265.0,596260.0,,,,310.177,1976.0,4616.0
2002-07-01,7318.446,48292.0,110405.0,105.63300000000001,699.0,1598.0,3906.28,29631.0,80376.0,51920.54,342591.0,783226.0,,,,404.286,2664.0,6092.0
2002-08-01,5248.04,33524.0,79778.0,67.221,429.0,1019.0,4243.4,33354.0,88722.0,40558.271,259087.0,616546.0,,,,210.306,1345.0,3203.0
2002-09-01,5903.0,61470.0,61470.0,122.0,1533.0,2175.0,4909.0,34980.0,96224.0,39989.0,502580.0,712802.0,,,,335.0,3488.0,3488.0
2002-10-01,7766.0,80871.0,80871.0,38.0,478.0,677.0,85.0,1675.0,3014.0,56752.0,713256.0,1011601.0,,,,503.0,5238.0,5238.0
2002-11-01,4047.0,42143.0,42143.0,93.0,1169.0,1658.0,2748.0,24128.0,56113.0,42053.0,528520.0,749592.0,,,,356.0,3707.0,3707.0
2002-12-01,5780.0,31244.0,86961.0,343.0,3242.0,5661.0,2071.0,25505.0,42509.0,41260.0,223011.0,620723.0,,,,338.0,1828.0,5087.0
2003-01-01,6520.437,32868.0,105263.0,509.0,4248.0,10022.5,2815.54,24475.0,57181.0,48833.0,236372.0,757001.0,,,,400.0,1937.0,6202.0
2003-02-01,3047.992,15488.0,49938.0,381.6855,2930.0,7335.0,3307.5,26670.0,64992.0,32254.556,163880.0,528379.0,,,,169.013,857.0,2763.0
2003-03-01,,,,0.0,0.0,0.0,2134.44,20982.0,45838.0,,,,,,,,,
2003-04-01,5596.628000000001,28575.0,89642.0,59.0585,301.0,945.5,2940.98,27459.0,57484.0,48834.136,249315.0,782141.0,,,,388.922,1987.0,6233.0
2003-05-01,4723.716,24745.0,75866.0,40.813,212.5,652.5,1138.76,11030.0,28533.0,36138.01,189308.0,580395.0,,,,255.44,1336.0,4098.0
2003-06-01,4324.231,20154.0,68880.0,59.0585,275.5,942.5,213.64,2581.0,4712.0,43380.592,202201.0,691072.0,,,,259.281,1208.0,4129.0
2003-07-01,6224.665,29427.0,98892.0,68.6615,324.0,1089.0,2880.22,23091.0,58537.0,52758.882,249407.0,838171.0,,,,321.701,1523.0,5118.0
2003-08-01,4831.269,23423.0,79704.0,22.087,106.5,363.0,,,,39391.506,190991.0,649897.0,,,,320.74,1555.0,5291.0
2003-09-01,4857.0,22594.0,76309.0,9.5,43.5,146.5,1884.0,16672.0,40752.0,45095.0,209771.0,708480.0,,,,330.0,1534.0,5181.0
2003-10-01,4576.79,22084.0,75104.0,57.618,278.0,945.5,6427.82,44328.0,112768.0,45725.645000000004,220653.0,750405.0,,,,276.56600000000003,1334.0,4537.0
2003-11-01,3267.9010000000003,15775.0,55000.0,108.034,520.5,1815.0,6952.12,53442.0,130923.0,33201.412,160262.0,558771.0,,,,202.62300000000002,977.0,3407.0
2003-12-01,4206.1140000000005,20046.0,71293.0,84.5,387.5,1378.5,1720.88,24223.0,44248.0,53738.0,245946.0,874694.0,,,,283.0,1294.0,4600.0
2004-01-01,4151.98394,19540.94,71293.26,55.064125,259.155,945.5,1994.3,11251.8,62349.04,45790.17126,215507.39,786258.0,,,,296.24556,1394.25,5086.8
2004-02-01,3275.31217,15414.97,55714.98,8.606404999999999,40.505,146.4,1089.76,6148.4,25034.15,43856.00183,206404.39,746016.3,,,,443.94120000000004,2089.37,7551.7
2004-03-01,4069.57462,19153.09,65624.1,40.476155,190.495,652.7,1565.06,8830.04,46518.92,44569.68708,209763.29,718710.4,,,,255.08598999999998,1200.54,4113.4
2004-04-01,5000.4815,23534.32,80654.52,35.92829,169.095,579.5,3933.72,22193.97,71423.29,48486.29382,228196.45,782052.44,,,,227.77110000000002,1071.98,3673.8
2004-05-01,2800.77841,13181.62,45305.64,13.387044999999999,63.005,216.55,3267.32,18434.15,54364.43,41210.61971,193954.13,666626.64,,,,202.84879,954.69,3281.3
2004-06-01,3115.15843,14661.22,51022.44,22.159795,104.295,362.95,208.74,1177.71,4790.53,45060.39156,212072.74,738033.45,,,,179.25042,843.63,2935.9
2004-07-01,5508.02742,25923.04,87752.88,4.59458,21.625,73.2,2769.48,15625.35,43644.64,56919.85728,267888.27,906836.7,,,,289.72215,1363.55,4615.8
2004-08-01,4604.90881,21672.6,74818.62,13.32814,62.73,216.55,1262.24,7121.53,25520.56,44757.88342,210649.01,727207.25,,,,267.66449,1259.74,4348.9
2004-09-01,4219.72543,19859.76,69120.08,48.784414999999996,229.6,799.1,3809.26,21491.77,69489.68,39036.02493,183719.59,639419.13,,,,301.91881,1420.95,4945.5
2004-10-01,7539.43083,35483.66,123059.36,97.91631,460.835,1598.2,54.88,309.63,1255.28,53699.55737,252732.21,876489.66,,,,226.04319,1063.85,3689.5
2004-11-01,4408.44631,20747.96,71871.6,57.994895,272.95,945.5,4390.4,24770.55,75758.8,36861.14629,173483.72,600953.12,,,,166.59962000000002,784.09,2716.1
2004-12-01,5032.1848,23683.53,83494.4,26.28664,123.715,436.15,90.16,508.68,2040.48,43939.51583,206797.44,729047.85,,,,258.32208,1215.77,4286.1
2005-01-01,6662.81544,31357.95,110131.96,35.058865,165.0,579.5,211.68,1194.29,3685.64,53519.96289,251886.96,884649.81,,,,246.00494,1157.8,4066.3
2005-02-01,1295.38089,6096.6,19355.52,136.68896,643.315,2042.4,8097.74,45687.29,137401.46,27744.62674,130577.63,414558.9,,,,187.03044,880.24,2794.6
2005-03-01,3141.54829,14785.42,48531.0,50.201595,236.27,775.52,238.14,1343.58,4791.98,45807.45538,215588.73,707638.85,,,,223.58715,1052.29,3454.0
2005-04-01,3745.27739,17626.82,63021.0,37.644729999999996,177.17,633.44,6252.4,35275.91,104979.66,49083.69208,231008.06,825921.03,,,,209.93308,988.03,3532.5
2005-05-01,3131.45228,14737.9,51891.0,33.939,159.73,562.4,3818.08,21541.53,69631.44,42037.85107,197847.42,696605.26,,,,165.80265,780.34,2747.5
2005-06-01,3661.14409,17230.85,60375.0,12.744114999999999,59.98,210.16,231.28,1304.88,4915.38,47539.86347,223742.16,783967.85,,,,139.95121,658.67,2307.9
2005-07-01,4300.01973,20237.66,70728.0,47.148955,221.9,775.52,1812.02,10223.38,33747.09,60610.01164,285255.65,996931.45,,,,267.26171999999997,1257.84,4396.0
2005-08-01,3287.45291,15472.11,53970.0,8.65446,40.73,142.08,3134.04,17682.19,53987.26,45057.53905,212059.31,739708.05,,,,152.05612,715.64,2496.3
2005-09-01,3669.42017,17269.8,59346.0,26.171809999999997,123.175,423.28,176.4,995.25,3436.62,47600.50793,224027.58,769849.08,,,,178.61728,840.65,2888.8
2005-10-01,4358.5616,20513.18,69681.3,39.62164,186.475,633.44,2870.42,16194.85,54856.26,54168.12873,254937.5,865998.0,,,,270.05939,1271.01,4317.5
2005-11-01,4214.28616,19834.16,68841.5,56.172935,264.375,917.6,89.18,503.15,2328.07,47470.79333,223417.09,775448.2,,,,231.62765,1090.14,3783.7
2005-12-01,4438.08509,20887.45,71316.7,114.0215,536.63,1832.24,3506.44,19783.26,61852.9,40232.36982,189350.08,646504.02,,,,187.58809,882.87,3014.4
2006-01-01,6654.77124,31320.09,104307.0,157.31002,740.365,2465.68,16.66,94.0,434.5,57965.59737,272809.95,908553.78,,,,221.36635,1041.84,3469.7
2006-02-01,4882.65066,22979.76,75579.0,91.023425,428.395,1408.96,73.5,414.69,970.63,46774.7539,220141.23,724030.73,,,,170.39758999999998,801.96,2637.6
2006-03-01,5072.26276,23872.16,79449.5,35.90508,168.985,562.4,3914.12,22083.39,63665.58,40731.17239,191697.66,637993.62,,,,142.3307,669.87,2229.4
2006-04-01,4631.92913,21799.76,71405.1,27.457465,129.225,423.28,2350.04,13258.88,40114.27,45821.74087,215655.97,706380.84,,,,89.62208,421.8,1381.6
2006-05-01,4926.4998000000005,23186.14,74079.2,98.424655,463.225,1480.0,4248.3,23968.82,72212.53,47253.45938,222394.23,710544.73,,,,141.99752,668.3,2135.2
2006-06-01,5333.69712,25102.57,84576.7,48.906954999999996,230.175,775.52,2817.5,15896.28,55613.27,46420.89211,218475.83,736098.39,,,,349.50386,1644.91,5542.1
2006-07-01,5497.67462,25874.32,85195.5,27.314304999999997,128.55,423.28,3528.98,19910.43,69034.13,50035.60113,235488.13,775383.84,,,,368.77665,1735.61,5714.8
2006-08-01,4624.23081,21763.53,71007.3,55.130795,259.47,846.56,2986.06,16847.29,56294.58,51742.85778,243523.18,794536.6,,,,170.74682,803.6,2621.9
2006-09-01,4830.85125,22735.97,71825.0,14.135074999999999,66.525,210.16,316.54,1785.91,7328.48,51563.89424,242680.9,766650.95,,,,311.50835,1466.09,4631.5
2006-10-01,3346.32881,15749.2,56021.13,29.527379999999997,138.97,494.32,3215.38,18141.11,58593.65,50266.86841,236576.57,841521.24,,,,85.34101,401.65,1428.7
2006-11-01,1074.554,5057.29,18228.54,91.43224000000001,430.32,1551.04,3324.16,18754.84,58048.15,43273.78058,203664.21,734088.6,,,,55.52995,261.35,942.0
2006-12-01,4540.28456,21368.45,73716.75,26.070214999999997,122.695,423.28,1545.46,8719.45,30274.27,50804.5467,239107.1,824870.34,,,,117.9713,555.22,1915.4
2007-01-01,4738.947,22298.0,76260.0,48.1925,228.0,775.5,3996.44,22548.0,83614.0,46562.668,219146.0,749291.0,,,,314.154,1476.0,5055.0
2007-02-01,4100.818,19291.0,67140.0,53.8765,254.5,882.0,27.44,155.0,2063.0,47842.002,225156.0,783282.0,,,,276.17400000000004,1303.0,4522.0
2007-03-01,4782.76,22518.0,75330.0,16.914,80.0,266.5,294.0,1659.0,10551.0,52627.015,247694.0,828897.0,,,,356.85400000000004,1680.0,5621.0
2007-04-01,2819.3830000000003,13276.0,44744.0,31.148000000000003,148.0,494.5,6505.24,36702.0,142375.0,39106.441,184040.0,620618.0,,,,197.858,926.0,3140.0
2007-05-01,3602.333,16952.0,59408.0,58.154,272.5,959.0,2953.72,16665.0,67304.0,45548.188,214366.0,751154.0,,,,284.651,1335.0,4694.0
2007-06-01,3801.356,17883.0,62698.0,9.8705,47.5,163.0,343.98,1941.0,6769.0,50313.878,236804.0,829862.0,,,,323.639,1523.0,5338.0
2007-07-01,5894.094,27734.0,88354.0,6.1215,29.5,92.0,918.26,5181.0,22850.0,49535.36,233131.0,742545.0,,,,361.336,1696.0,5417.0
2007-08-01,4609.852,21705.0,96353.0,13.4535,62.0,281.0,950.6,5363.0,18598.0,48270.974,227189.0,1008940.0,,,,244.871,1146.0,5118.0
2007-09-01,4692.319,22081.0,87843.0,22.610500000000002,106.5,423.5,4074.84,22990.0,82831.0,37278.156,175458.0,697869.0,,,,275.916,1303.0,5165.0
2007-10-01,6535.502,30750.0,96827.0,31.9665,151.0,473.5,124.46,703.0,3074.0,48735.679000000004,229358.0,722044.0,,,,381.492,1790.0,5652.0
2007-11-01,4350.4980000000005,20465.0,69561.0,48.3175,228.0,772.5,1173.06,6619.0,33167.0,43774.495,206025.0,699918.0,,,,254.316,1193.0,4066.0
2007-12-01,5604.906,26384.0,95022.0,112.266,530.0,1903.5,16.66,94.0,655.0,46144.959,217172.0,782310.0,,,,313.939,1476.0,5322.0
2008-01-01,4753.021000000001,22370.0,82780.0,166.278,789.0,2949.5,630.1815,3502.5,15392.5,43116.861,202926.0,750939.0,,,,299.28200000000004,1409.0,5212.0
2008-02-01,4064.967,19131.0,71017.0,96.74350000000001,455.5,1690.0,2395.6505,13168.5,53408.5,33231.947,156403.0,580579.0,,,,265.104,1248.0,4632.0
2008-03-01,3491.668,16433.0,62575.0,102.239,481.0,1832.0,4258.5965,23661.5,100900.0,34339.184,161614.0,615397.0,,,,190.98100000000002,899.0,3423.0
2008-04-01,5105.265,24027.0,88853.0,72.962,343.5,1270.0,1598.1505,8795.0,37088.5,38200.619,179788.0,664849.0,,,,276.94,1303.0,4820.0
2008-05-01,6438.695000000001,30303.0,111430.0,43.272000000000006,203.5,749.0,1262.0225,6987.0,31175.0,41883.557,197121.0,724848.0,,,,272.156,1281.0,4710.0
2008-06-01,6859.117,32282.0,110638.0,17.433500000000002,82.0,281.0,113.19,638.5,1889.5,46162.182,217258.0,744599.0,,,,317.308,1493.0,5118.0
2008-07-01,6564.702,30896.0,110659.0,132.752,625.0,2238.0,280.90000000000003,1575.0,7403.0,43962.924,206908.0,741071.0,,,,261.717,1232.0,4412.0
2008-08-01,5173.078,24347.0,86862.0,106.123,499.0,1782.0,767.9135,4158.0,18455.5,40697.872,191541.0,683362.0,,,,205.704,968.0,3454.0
2008-09-01,6437.848,30299.0,108919.0,118.97,560.0,2013.0,1586.7595000000001,8718.0,38003.0,38131.714,179464.0,645133.0,,,,242.202,1140.0,4098.0
2008-10-01,4862.909000000001,22887.0,82389.0,159.684,752.0,2705.0,1238.5115,6796.5,30881.5,43110.797,202897.0,730401.0,,,,222.4,1047.0,3768.0
2008-11-01,4335.664,20405.0,81450.0,213.656,1006.0,4014.0,3115.904,17082.0,70515.0,32431.686,152637.0,609266.0,,,,174.666,822.0,3281.0
2008-12-01,5471.707,25752.0,97099.0,155.125,730.0,2753.0,2341.888,12817.0,55480.0,34317.394,161512.0,608987.0,,,,243.298,1145.0,4318.0
2009-01-01,6303.667,29668.0,105507.0,67.203,316.0,1125.0,98.98,558.5,3418.0,45660.893,214899.0,764243.0,,,,275.778,1298.0,4616.0
2009-02-01,5734.194,26987.0,95959.0,59.431000000000004,280.0,995.0,377.213,2110.5,7831.5,40820.31,192117.0,683111.0,,,,269.257,1267.0,4506.0
2009-03-01,4361.5830000000005,20527.0,72808.0,228.03400000000002,1073.0,3807.0,2915.455,16007.5,57748.0,31551.832,148496.0,526692.0,,,,193.747,912.0,3234.0
2009-04-01,6174.736,29061.0,95507.0,136.638,643.0,2113.0,2106.4945,11514.0,53652.0,42342.21,199280.0,654924.0,,,,239.549,1127.0,3705.0
2009-05-01,4806.092000000001,22619.0,80156.0,135.239,636.0,2256.0,2688.2365,14796.0,61934.0,40492.259,190573.0,675332.0,,,,175.09300000000002,824.0,2920.0
2009-06-01,3057.632,14390.0,51887.0,290.59700000000004,1368.0,4931.0,5554.957,31151.5,107449.5,27303.548000000003,128502.0,463335.0,,,,153.579,723.0,2606.0
2009-07-01,5480.1,25792.0,90394.0,136.741,644.0,2256.0,3479.4235,19479.0,69373.0,37488.712,176437.0,618372.0,,,,243.66400000000002,1147.0,4019.0
2009-08-01,5562.561000000001,26180.0,91092.0,51.696000000000005,243.0,847.0,36.26,204.5,1136.0,46697.669,219778.0,764714.0,,,,331.72,1561.0,5432.0
2009-09-01,6155.626,28971.0,103049.0,0.0,0.0,0.0,0.0,0.0,0.0,39708.964,186887.0,664753.0,,,,268.22200000000004,1262.0,4490.0
2009-10-01,6097.502,28697.0,97263.0,79.422,374.0,1267.0,0.0,0.0,0.0,44253.587,208276.0,705901.0,,,,340.55,1603.0,5432.0
2009-11-01,7267.636,34204.0,108677.0,2.29,13.0,71.0,55.53,313.5,1722.5,47054.566,221458.0,703632.0,,,,338.074,1591.0,5055.0
2009-12-01,3947.9860000000003,18581.0,65884.0,16.8505,79.5,281.0,214.13,1208.0,5906.5,38685.554000000004,182070.0,645582.0,,,,238.96300000000002,1125.0,3988.0
2010-01-01,5338.613,25126.0,86632.0,0.0,0.0,0.0,0.0,0.0,0.0,46925.383,220850.0,761480.0,,,,302.826,1425.0,4914.0
2010-02-01,4612.273,21707.0,78935.0,0.0,0.0,0.0,33.81,191.0,1046.5,41118.928,193523.0,703715.0,,,,262.368,1235.0,4490.0
2010-03-01,4388.488,20654.0,77440.0,56.026,263.5,988.5,2808.19,15844.0,59349.5,28951.591,136258.0,510884.0,,,,158.369,745.0,2795.0
2010-04-01,7057.1630000000005,33214.0,115504.0,0.0,0.0,0.0,10.290000000000001,58.0,315.5,44152.971,207802.0,722645.0,,,,185.122,871.0,3030.0
2010-05-01,6371.378000000001,29986.0,106377.0,17.411,82.0,290.5,1318.59,7439.5,30383.5,41382.355,194762.0,690926.0,,,,140.018,659.0,2338.0
2010-06-01,7324.415,34472.0,117898.0,0.0,0.0,0.0,134.75,760.5,2660.0,44249.316,208255.0,712262.0,,,,162.43200000000002,764.0,2615.0
2010-07-01,7299.400000000001,34354.0,121029.0,0.0,0.0,0.0,1.96,11.0,24.0,44715.628,210450.0,741413.0,,,,119.659,563.0,1984.0
2010-08-01,7289.01,34305.0,124015.0,0.0,0.0,0.0,86.73,489.5,2176.5,43147.82,203071.0,734116.0,,,,276.613,1302.0,4706.0
2010-09-01,6278.74,29550.0,111757.0,28.7105,135.0,511.0,536.0600000000001,3024.5,13557.5,32513.98,153024.0,578723.0,,,,243.67200000000003,1147.0,4337.0
2010-10-01,6293.499000000001,29620.0,104922.0,13.032,61.5,217.5,308.21,1739.0,6966.0,39169.686,184349.0,653015.0,,,,230.63400000000001,1085.0,3845.0
2010-11-01,6999.071,32941.0,117533.0,0.0,0.0,0.0,82.81,467.0,2513.0,39056.671,183817.0,655868.0,,,,173.1,815.0,2907.0
2010-12-01,7229.150000000001,34023.0,124136.0,0.0,0.0,0.0,22.54,127.0,588.5,39751.155,187085.0,682593.0,,,,180.02800000000002,847.0,3091.0
2011-01-01,7364.938,34662.0,126800.0,2.609,14.5,73.5,0.331,2.0,9.5,40077.228,188620.0,689996.0,,,,198.317,933.0,3414.0
2011-02-01,6100.944,28714.0,114232.0,19.448,91.5,364.0,137.2,774.0,2921.0,35043.735,164930.0,656146.0,,,,205.355,966.0,3845.0
2011-03-01,6501.337,30598.0,119074.0,25.756999999999998,129.5,511.0,329.5405,1859.5,7466.0,35446.116,166824.0,649207.0,,,,243.523,1146.0,4460.0
2011-04-01,5844.76,27508.0,95025.0,74.544,357.0,1309.5,928.8115,5240.5,28860.0,39340.858,185154.0,639607.0,,,,263.932,1242.0,4291.0
2011-05-01,4623.026,21758.0,84645.0,84.7205,418.0,1603.5,1003.055,5659.0,20856.0,35231.405,165813.0,645068.0,,,,165.481,779.0,3030.0
2011-06-01,8134.511,38284.0,145199.0,12.1715,57.5,217.5,1276.45,7201.5,15818.0,37909.974,178420.0,676684.0,,,,179.22,843.0,3199.0
2011-07-01,12916.62,60791.0,238141.0,0.0,0.0,0.0,31.85,179.5,959.0,35800.815,168493.0,660052.0,,,,161.835,762.0,2984.0
2011-08-01,15186.072,71472.0,252413.0,0.0,0.0,0.0,422.87,2386.0,8662.5,34067.31,160335.0,566245.0,,,,192.465,906.0,3199.0
2011-09-01,11375.688,53539.0,199751.0,78.942,371.5,1386.0,1040.27,5869.0,21218.0,26807.292,126166.0,470722.0,,,,128.754,606.0,2261.0
2011-10-01,11464.229,53955.0,190985.0,0.0,0.0,0.0,80.36,453.5,2046.0,35718.474,168106.0,595042.0,,,,150.484,708.0,2507.0
2011-11-01,7588.48,35715.0,134242.0,24.5625,115.5,434.5,781.55,4409.5,17929.5,30902.277,145439.0,546669.0,,,,102.59,483.0,1815.0
2011-12-01,8928.206,42020.0,156549.0,46.945,221.0,823.0,1134.84,6402.5,22712.0,28355.696,133454.0,497195.0,,,,121.923,574.0,2138.0
2012-01-01,7666.736,36083.0,132356.0,0.0,0.0,0.0,4.9,27.5,130.0,33383.034,157114.0,576315.0,,,,108.688,512.0,1876.0
2012-02-01,5794.789,27273.0,98879.0,8.608,40.5,147.0,1961.96,11069.5,38749.5,30787.318,144898.0,525336.0,,,,93.74,441.0,1600.0
2012-03-01,7682.509,36157.0,130114.0,0.0,0.0,0.0,1841.91,10392.0,37410.5,30080.935,141573.0,509463.0,,,,110.788,521.0,1876.0
2012-04-01,7173.514,33762.0,125534.0,24.83,117.0,434.5,3531.92,19927.0,60131.5,27742.267,130567.0,485481.0,,,,123.921,583.0,2169.0
2012-05-01,7498.66,35292.0,132620.0,0.0,0.0,0.0,4466.35,25199.0,74285.0,24823.449,116829.0,439025.0,,,,140.833,663.0,2491.0
2012-06-01,6819.401,32095.0,126184.0,0.0,0.0,0.0,4723.6,26650.5,76057.0,25568.072,120334.0,473105.0,,,,157.094,739.0,2907.0
2012-07-01,7156.799,33683.0,123591.0,37.5655,177.0,648.5,4668.23,26338.0,68174.0,27401.75,128964.0,473200.0,,,,263.622,1241.0,4552.0
2012-08-01,7994.14,37624.0,147163.0,0.0,0.0,0.0,6852.65,38662.5,116905.0,24097.298,113412.0,443603.0,,,,232.26,1093.0,4276.0
2012-09-01,4257.737,20039.0,87932.0,32.767,154.0,676.5,5771.22,32561.0,94457.5,12489.388,58780.0,257935.0,,,,88.621,417.0,1830.0
2012-10-01,5570.13,26215.0,108604.0,49.129,231.0,958.0,6729.17,37966.0,111977.0,23826.061,112135.0,464551.0,,,,96.235,453.0,1876.0
2012-11-01,5110.246,24051.0,102592.0,29.244,137.5,587.0,7278.46,41065.0,129378.5,23352.66,109907.0,468824.0,,,,104.189,490.0,2092.0
2012-12-01,5423.768,25526.0,113628.0,31.564,148.5,661.5,7956.13,44888.5,144723.5,21130.458,99449.0,442681.0,,,,139.485,656.0,2922.0
2013-01-01,5640.708,26547.0,108696.0,38.1645,179.5,735.5,7296.59,41167.0,131976.0,21605.439,101684.0,416333.0,,,,189.159,890.0,3645.0
2013-02-01,5822.959,27405.0,107885.0,15.844,74.5,293.5,3787.7,21370.0,70144.0,24766.351,116561.0,458858.0,,,,189.267,891.0,3507.0
2013-03-01,6418.031,30206.0,119607.0,0.0,0.0,0.0,4724.09,26653.0,81103.5,23745.24,111755.0,442517.0,,,,218.7,1029.0,4076.0
2013-04-01,5732.152,26978.0,106010.0,0.0,0.0,0.0,4728.01,26675.5,87053.0,20826.501,98018.0,385164.0,1458.318,6863.0,26970.0,286.911,1350.0,5306.0
2013-05-01,6088.43,28655.0,118955.0,18.9785,89.5,371.0,3488.8,19683.5,63864.5,20580.341,96860.0,402095.0,2429.135,11433.0,47460.0,224.349,1056.0,4383.0
2013-06-01,3665.711,17252.0,82020.0,29.5535,139.0,661.5,5054.35,28516.5,91707.5,10875.273,51184.0,243334.0,403.576,1899.0,9030.0,94.17,443.0,2107.0
2013-07-01,6240.605,29371.0,141809.0,0.0,0.0,0.0,35.28,199.0,1051.0,15836.925,74535.0,359871.0,1673.826,7878.0,38035.0,131.305,618.0,2984.0
2013-08-01,5913.753,27833.0,134300.0,0.0,0.0,0.0,31.36,177.0,1257.0,14939.735,70313.0,339278.0,1910.389,8991.0,43385.0,146.961,692.0,3337.0
2013-09-01,3970.687,18688.0,89200.0,0.0,0.0,0.0,5.88,33.0,100.0,15027.517,70726.0,337588.0,1625.283,7649.0,36511.0,117.072,551.0,2630.0
2013-10-01,4152.823,19545.0,89655.0,17.0325,80.0,367.5,688.94,3887.0,14482.0,15017.636,70679.0,324213.0,1427.596,6719.0,30820.0,116.122,547.0,2507.0
2013-11-01,1940.725,9134.0,55701.0,74.375,350.0,2134.5,3813.67,21516.5,91444.0,7583.713,35692.0,217663.0,1528.923,7196.0,43882.0,48.764,230.0,1400.0
2013-12-01,4714.667,22189.0,97321.0,0.0,0.0,0.0,104.86,591.5,2317.0,16608.375,78166.0,342833.0,1734.122,8161.0,35796.0,147.525,694.0,3045.0
2014-01-01,3931.677,18504.0,87900.0,37.1,174.5,829.5,97.02,547.5,2551.0,15449.083,72710.0,345394.0,1953.06,9192.0,43664.0,123.827,583.0,2768.0
2014-02-01,3418.139,16087.0,66140.0,70.848,333.5,1371.0,254.31,1435.0,6187.0,20074.707,94480.0,388438.0,2042.835,9614.0,39528.0,128.765,606.0,2492.0
2014-03-01,3974.974,18708.0,78581.0,13.84,65.0,273.5,1079.47,6090.5,21323.0,19548.883,92005.0,386460.0,1966.474,9255.0,38875.0,110.475,520.0,2184.0
2014-04-01,5626.401,26480.0,121903.0,41.074,193.5,890.0,192.57,1086.5,5009.0,14073.243,66234.0,304914.0,2292.359,10789.0,49667.0,129.905,611.0,2815.0
