measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2012-09-01,2952.148,13923.0,156085.0,,,,1585.316,7477.0,83818.0,219.536,1035.0,11607.0
2012-10-01,3172.334,14962.0,163106.0,,,,337.918,1594.0,17374.0,2554.748,12049.0,131352.0
2012-11-01,3192.808,15058.0,171553.0,,,,416.918,1966.0,22401.0,2183.274,10297.0,117310.0
2012-12-01,3100.806,14625.0,176985.0,,,,729.751,3442.0,41652.0,2092.443,9869.0,119431.0
2013-01-01,2709.206,13306.0,172163.0,0.0,0.0,0.0,736.346,3616.0,46793.0,2057.927,10107.0,130776.0
2013-02-01,3339.106,16400.0,189747.0,0.0,0.0,0.0,1715.914,8427.0,97508.0,0.0,0.0,0.0
2013-03-01,2752.859,13520.0,177361.0,0.0,0.0,0.0,1065.508,5233.0,68648.0,1794.586,8814.0,115621.0
2013-04-01,3203.665,15734.0,178040.0,0.0,0.0,0.0,1335.274,6558.0,74206.0,40.731,200.0,2264.0
2013-05-01,2032.573,9983.0,158255.0,0.0,0.0,0.0,899.873,4420.0,70064.0,1155.551,5675.0,89971.0
2013-06-01,1877.434,9221.0,129058.0,0.0,0.0,0.0,1421.197,6980.0,97696.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,908.685,4463.0,67700.0,31.448,154.0,2343.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,99.316,488.0,9305.0,751.51,3691.0,70409.0
2013-09-01,877.87,4312.0,64669.0,0.0,0.0,0.0,370.284,1819.0,27277.0,1567.446,7698.0,115468.0
2013-10-01,2920.539,14344.0,170688.0,0.0,0.0,0.0,278.807,1369.0,16295.0,2202.341,10816.0,128714.0
2013-11-01,2929.791,14389.0,168815.0,0.0,0.0,0.0,336.242,1651.0,19374.0,2142.377,10522.0,123444.0
2013-12-01,3038.483,14923.0,191761.0,0.0,0.0,0.0,377.984,1856.0,23855.0,2261.787,11108.0,142743.0
2014-01-01,2760.956,13560.0,162672.0,0.0,0.0,0.0,383.863,1885.0,22617.0,2032.158,9981.0,119732.0
2014-02-01,2600.663,12773.0,155045.0,0.0,0.0,0.0,336.88,1655.0,20084.0,1869.718,9183.0,111468.0
2014-03-01,2711.589,13318.0,160824.0,0.0,0.0,0.0,310.303,1524.0,18404.0,1931.336,9485.0,114547.0
2014-04-01,226.746,1114.0,12961.0,0.0,0.0,0.0,1422.815,6988.0,81332.0,1535.754,7543.0,87788.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1061.132,5212.0,77836.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1185.01,5820.0,80308.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1144.678,5622.0,86131.0,0.0,0.0,0.0
2014-08-01,3092.355,15188.0,153571.0,0.0,0.0,0.0,877.525,4310.0,43579.0,0.0,0.0,0.0
2014-09-01,3069.307,15074.0,174885.0,0.0,0.0,0.0,502.502,2468.0,28632.0,1186.478,5827.0,67604.0
2014-10-01,2932.902,14405.0,154180.0,0.0,0.0,0.0,326.679,1604.0,17173.0,2027.831,9959.0,106601.0
2014-11-01,2826.25,13881.0,137077.0,0.0,0.0,0.0,377.946,1856.0,18331.0,2052.487,10081.0,99549.0
2014-12-01,2975.951,14616.0,168638.0,0.0,0.0,0.0,363.182,1784.0,20580.0,1894.502,9305.0,107356.0
2015-01-01,3536.277,17368.0,155009.0,0.0,0.0,0.0,435.915,2141.0,19108.0,1204.785,5917.0,52811.0
2015-02-01,3351.001,16458.0,148781.0,0.0,0.0,0.0,321.463,1579.0,14273.0,1134.797,5573.0,50384.0
2015-03-01,3673.305,18041.0,163368.0,0.0,0.0,0.0,516.025,2534.0,22950.0,763.898,3752.0,33974.0
2015-04-01,2398.437,11780.0,158992.0,0.0,0.0,0.0,786.878,3865.0,52162.0,0.0,0.0,0.0
2015-05-01,671.345,3297.0,106295.0,0.0,0.0,0.0,389.787,1914.0,61716.0,0.0,0.0,0.0
2015-06-01,89.276,438.0,8011.0,0.0,0.0,0.0,825.074,4052.0,74036.0,270.66,1329.0,24287.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1144.678,5622.0,74879.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3969.88,19498.0,183817.0,0.0,0.0,0.0
2015-09-01,2502.258,12289.0,141997.0,0.0,0.0,0.0,2256.029,11080.0,128024.0,0.0,0.0,0.0
2015-10-01,2676.277,13144.0,156468.0,0.0,0.0,0.0,2611.135,12824.0,152660.0,0.0,0.0,0.0
2015-11-01,2701.116,13266.0,163923.0,0.0,0.0,0.0,2555.567,12551.0,155090.0,0.0,0.0,0.0
2015-12-01,3454.667,16967.0,164548.0,0.0,0.0,0.0,765.432,3759.0,36458.0,1013.536,4978.0,48275.0
2016-01-01,2981.17,14711.0,164643.0,0.0,0.0,0.0,2603.935,12850.0,143809.0,0.0,0.0,0.0
2016-02-01,2847.938,14054.0,152009.0,0.0,0.0,0.0,2544.147,12555.0,135794.0,0.0,0.0,0.0
2016-03-01,3143.293,15512.0,171749.0,0.0,0.0,0.0,2546.485,12566.0,139140.0,0.0,0.0,0.0
2016-04-01,2.636,13.0,203.0,0.0,0.0,0.0,2536.398,12517.0,195399.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,915.166,4516.0,78992.0,0.0,0.0,0.0
2016-06-01,1255.297,6195.0,90443.0,0.0,0.0,0.0,555.829,2743.0,40047.0,0.0,0.0,0.0
2016-07-01,3032.367,14964.0,171704.0,0.0,0.0,0.0,859.729,4243.0,48681.0,0.0,0.0,0.0
2016-08-01,3598.466,17758.0,166583.0,0.0,0.0,0.0,1104.123,5449.0,51113.0,0.0,0.0,0.0
2016-09-01,2200.014,10857.0,129201.0,0.0,0.0,0.0,2615.89,12909.0,153624.0,0.0,0.0,0.0
2016-10-01,3024.861,14927.0,161936.0,0.0,0.0,0.0,1262.356,6229.0,67580.0,1269.079,6263.0,67940.0
2016-11-01,2885.627,14240.0,158619.0,0.0,0.0,0.0,2485.33,12265.0,136616.0,0.0,0.0,0.0
2016-12-01,2947.514,14545.0,165906.0,0.0,0.0,0.0,2753.788,13589.0,155002.0,0.0,0.0,0.0
2017-01-01,3139.087,15491.0,177978.0,0.0,0.0,0.0,2642.88,13042.0,149844.0,0.0,0.0,0.0
2017-02-01,2888.627,14255.0,158656.0,0.0,0.0,0.0,2318.12,11439.0,127321.0,0.0,0.0,0.0
2017-03-01,2957.776,14596.0,161320.0,0.0,0.0,0.0,2654.217,13098.0,144764.0,0.0,0.0,0.0
2017-04-01,1593.299,7863.0,103674.0,0.0,0.0,0.0,2471.651,12197.0,160827.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2196.206,10838.0,207421.0,0.0,0.0,0.0
2017-06-01,53.461,264.0,4557.0,0.0,0.0,0.0,2232.053,11015.0,190273.0,0.0,0.0,0.0
2017-07-01,1013.849,5003.0,64981.0,0.0,0.0,0.0,2257.893,11142.0,144716.0,0.0,0.0,0.0
2017-08-01,3097.149,15284.0,153431.0,0.0,0.0,0.0,957.237,4724.0,47421.0,0.0,0.0,0.0
2017-09-01,569.139,2809.0,147621.0,0.0,0.0,0.0,4218.917,20820.0,1094283.0,0.0,0.0,0.0
2017-10-01,2937.214,14495.0,157070.0,0.0,0.0,0.0,2797.698,13806.0,149609.0,0.0,0.0,0.0
2017-11-01,2751.957,13580.0,150652.0,0.0,0.0,0.0,2692.944,13289.0,147421.0,0.0,0.0,0.0
2017-12-01,2834.966,13990.0,157341.0,0.0,0.0,0.0,2929.716,14458.0,162600.0,0.0,0.0,0.0
2018-01-01,2957.214,14593.0,162087.0,0.0,0.0,0.0,2950.551,14560.0,161722.0,0.0,0.0,0.0
2018-02-01,2720.587,13426.0,147488.0,0.0,0.0,0.0,2577.388,12719.0,139725.0,0.0,0.0,0.0
2018-03-01,2999.35,14801.0,159805.0,0.0,0.0,0.0,2871.925,14172.0,153015.0,0.0,0.0,0.0
2018-04-01,110.157,544.0,9566.0,0.0,0.0,0.0,2422.154,11953.0,210339.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1437.569,7094.0,118695.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1156.201,5706.0,44345.0,0.0,0.0,0.0
2018-07-01,236.694,1168.0,31880.0,0.0,0.0,0.0,1717.516,8476.0,231330.0,0.0,0.0,0.0
2018-08-01,2113.709,10431.0,142682.0,0.0,0.0,0.0,1157.073,5710.0,78106.0,0.0,0.0,0.0
2018-09-01,1565.644,7726.0,115151.0,0.0,0.0,0.0,2022.036,9978.0,148718.0,0.0,0.0,0.0
2018-10-01,2443.698,12059.0,143594.0,0.0,0.0,0.0,2805.302,13844.0,164843.0,0.0,0.0,0.0
2018-11-01,2663.189,13142.0,143301.0,0.0,0.0,0.0,2999.7,14803.0,161408.0,0.0,0.0,0.0
2018-12-01,2527.912,12475.0,135405.0,0.0,0.0,0.0,3185.873,15722.0,170648.0,0.0,0.0,0.0
2019-01-01,2836.091,13996.0,152609.0,0.0,0.0,0.0,2909.384,14357.0,156553.0,0.0,0.0,0.0
2019-02-01,2407.39,11880.0,139473.0,0.0,0.0,0.0,2810.88,13871.0,162849.0,0.0,0.0,0.0
2019-03-01,2770.809,13673.0,151223.0,0.0,0.0,0.0,2789.328,13765.0,152233.0,0.0,0.0,0.0
2019-04-01,499.115,2463.0,37412.0,0.0,0.0,0.0,2766.866,13654.0,207395.0,0.0,0.0,0.0
2019-05-01,1598.184,7887.0,110074.0,0.0,0.0,0.0,2231.492,11012.0,153693.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2800.235,13819.0,209900.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1190.773,5876.0,86455.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3203.561,15809.0,295398.0,0.0,0.0,0.0
2019-09-01,2760.369,13622.0,196057.0,0.0,0.0,0.0,2048.814,10110.0,145518.0,0.0,0.0,0.0
2019-10-01,2944.834,14532.0,162963.0,0.0,0.0,0.0,2644.112,13048.0,146322.0,0.0,0.0,0.0
2019-11-01,2636.074,13008.0,150070.0,0.0,0.0,0.0,2736.805,13506.0,155804.0,0.0,0.0,0.0
2019-12-01,2555.601,12611.0,143873.0,0.0,0.0,0.0,3097.686,15286.0,174390.0,0.0,0.0,0.0
2020-01-01,2855.478,14091.0,155782.0,0.0,0.0,0.0,2960.099,14607.0,161489.0,0.0,0.0,0.0
2020-02-01,2656.355,13109.0,144662.0,0.0,0.0,0.0,2726.126,13453.0,148462.0,0.0,0.0,0.0
2020-03-01,2231.389,11011.0,129956.0,0.0,0.0,0.0,2692.069,13285.0,156786.0,0.0,0.0,0.0
2020-04-01,1335.788,6592.0,117519.0,0.0,0.0,0.0,1048.636,5175.0,92256.0,0.0,0.0,0.0
2020-05-01,1907.032,9411.0,174847.0,0.0,0.0,0.0,603.192,2977.0,55304.0,0.0,0.0,0.0
2020-06-01,468.708,2313.0,41003.0,0.0,0.0,0.0,1645.873,8122.0,143982.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1277.199,6303.0,72096.0,0.0,0.0,0.0
2020-08-01,457.564,2258.0,22439.0,0.0,0.0,0.0,1207.596,5959.0,59221.0,0.0,0.0,0.0
2020-09-01,1913.976,9445.0,133940.0,0.0,0.0,0.0,2115.443,10439.0,148039.0,0.0,0.0,0.0
2020-10-01,2577.303,12718.0,145738.0,0.0,0.0,0.0,2903.129,14326.0,164162.0,0.0,0.0,0.0
2020-11-01,1662.87,8206.0,97941.0,0.0,0.0,0.0,2532.681,12498.0,149172.0,0.0,0.0,0.0
2020-12-01,1977.506,9759.0,100386.0,0.0,0.0,0.0,3249.407,16035.0,164953.0,0.0,0.0,0.0
2021-01-01,2604.454,12852.0,172271.0,0.0,0.0,0.0,2303.639,11368.0,152374.0,0.0,0.0,0.0
2021-02-01,2265.226,11178.0,153247.0,0.0,0.0,0.0,2186.725,10791.0,147936.0,0.0,0.0,0.0
2021-03-01,2652.192,13088.0,205382.0,0.0,0.0,0.0,1976.454,9753.0,153054.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2873.218,14179.0,198157.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2503.502,12354.0,152554.0,0.0,0.0,0.0
2021-06-01,783.749,3868.0,72144.0,0.0,0.0,0.0,1844.592,9103.0,169795.0,0.0,0.0,0.0
2021-07-01,1524.983,7525.0,140760.0,0.0,0.0,0.0,1216.674,6004.0,112302.0,0.0,0.0,0.0
2021-08-01,1051.01,5187.0,80247.0,0.0,0.0,0.0,1338.216,6604.0,102176.0,0.0,0.0,0.0
2021-09-01,1423.443,7024.0,144394.0,0.0,0.0,0.0,1494.909,7377.0,151643.0,0.0,0.0,0.0
2021-10-01,1066.466,5263.0,152232.0,0.0,0.0,0.0,1052.916,5196.0,150298.0,0.0,0.0,0.0
2021-11-01,982.456,4848.0,151872.0,0.0,0.0,0.0,1052.42,5193.0,162687.0,0.0,0.0,0.0
2021-12-01,1761.048,8690.0,159216.0,0.0,0.0,0.0,1839.117,9076.0,166274.0,0.0,0.0,0.0
2022-01-01,1909.878,9425.0,155284.0,0.0,0.0,0.0,2235.737,11033.0,181778.0,0.0,0.0,0.0
2022-02-01,1377.91,6800.0,84644.0,0.0,0.0,0.0,2325.007,11473.0,142823.0,0.0,0.0,0.0
2022-03-01,2059.538,10163.0,146979.0,0.0,0.0,0.0,2059.189,10162.0,146954.0,0.0,0.0,0.0
2022-04-01,919.659,4538.0,71125.0,0.0,0.0,0.0,2329.996,11498.0,180198.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,434.056,2142.0,112595.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1071.695,5289.0,190788.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,473.428,2336.0,213540.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2513.105,12402.0,281884.0,0.0,0.0,0.0
