measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2015-02-01,0.0,0.0,0.0,,,,1905.0,20565.0,20565.0,1591.0,28513.0,28513.0,,,
2015-03-01,,,,0.0,0.0,0.0,3222.0,31468.0,31468.0,10016.0,145728.0,145728.0,,,
2015-04-01,,,,0.0,0.0,0.0,1789.0,18109.0,18109.0,9171.0,140481.0,140481.0,,,
2015-05-01,,,,0.0,0.0,0.0,2878.0,31801.0,31801.0,5725.0,86895.0,86895.0,,,
2015-06-01,,,,0.0,0.0,0.0,2584.0,25690.0,25690.0,9589.0,145170.0,145170.0,,,
2015-07-01,,,,0.0,0.0,0.0,3125.0,29835.0,29835.0,9537.0,150166.0,150166.0,,,
2015-08-01,,,,0.0,0.0,0.0,5785.0,58493.0,58493.0,10784.0,161397.0,161397.0,,,
2015-09-01,,,,0.0,0.0,0.0,2809.0,28544.0,28544.0,9407.0,143106.0,143106.0,,,
2015-10-01,,,,0.0,0.0,0.0,417.0,4764.0,4764.0,3673.0,58008.0,58008.0,,,
2015-11-01,,,,0.0,0.0,0.0,1709.0,17705.0,17705.0,9023.0,139487.0,139487.0,,,
2015-12-01,,,,0.0,0.0,0.0,953.0,9977.0,9977.0,9231.0,139830.0,139830.0,,,
2016-01-01,,,,,,,1240.0,13114.0,13114.0,9295.0,141209.0,141209.0,,,
2016-02-01,,,,,,,483.0,5628.0,5628.0,8248.0,128768.0,128768.0,,,
2016-03-01,,,,,,,1727.0,17986.0,17986.0,9616.0,145316.0,145316.0,,,
2016-04-01,,,,,,,1411.0,14313.0,14313.0,9347.0,142793.0,142793.0,,,
2016-05-01,,,,,,,872.0,9855.0,9855.0,7446.0,113674.0,113674.0,,,
2016-06-01,,,,,,,3738.0,43259.0,43259.0,11554.0,164572.0,164572.0,,,
2016-07-01,,,,,,,3069.0,36200.0,36200.0,11014.0,164858.0,164858.0,,,
2016-08-01,,,,,,,5122.0,53002.0,53002.0,10214.0,159389.0,159389.0,,,
2016-09-01,,,,,,,2988.0,31121.0,31121.0,9168.0,142645.0,142645.0,,,
2016-10-01,,,,,,,2090.0,23677.0,23677.0,3802.0,57309.0,57309.0,,,
2016-11-01,,,,,,,599.0,6555.0,6555.0,8667.0,132527.0,132527.0,,,
2016-12-01,,,,,,,1408.0,13655.0,13655.0,6092.0,96046.0,96046.0,,,
2017-01-01,,,,,,,1811.423,19452.0,19452.0,0.0,0.0,0.0,,,
2017-02-01,,,,,,,1605.327,17239.0,17239.0,6484.0,106025.0,106025.0,,,
2017-03-01,,,,,,,1891.445,20312.0,20312.0,9297.0,147094.0,147094.0,,,
2017-04-01,,,,,,,1869.692,20078.0,20078.0,3903.0,59941.0,59941.0,,,
2017-05-01,,,,,,,2133.739,22914.0,22914.0,145.0,7236.0,7236.0,,,
2017-06-01,,,,,,,2733.186,29351.0,29351.0,9421.0,148760.0,148760.0,,,
2017-07-01,,,,,,,3352.931,36006.0,36006.0,9782.0,154879.0,154879.0,,,
2017-08-01,,,,,,,3200.827,34373.0,34373.0,9647.0,154275.0,154275.0,,,
2017-09-01,,,,,,,2360.566,25349.0,25349.0,9390.0,148412.0,148412.0,,,
2017-10-01,,,,,,,2086.071,22402.0,22402.0,2231.0,30249.0,30249.0,,,
2017-11-01,,,,,,,1734.9,18631.0,18631.0,4494.0,70210.0,70210.0,,,
2017-12-01,,,,,,,2268.893,24365.0,24365.0,8720.0,134773.0,134773.0,,,
2018-01-01,,,,,,,2381.248,25000.0,25000.0,9544.0,146873.0,146873.0,,,
2018-02-01,,,,,,,2141.839,22486.0,22486.0,8850.0,135198.0,135198.0,,,
2018-03-01,,,,,,,2165.437,22734.0,22734.0,9204.0,143597.0,143597.0,,,
2018-04-01,,,,,,,2010.287,21105.0,21105.0,3177.0,46084.0,46084.0,,,
2018-05-01,,,,,,,2720.149,28557.0,28557.0,10506.0,159995.0,159995.0,,,
2018-06-01,,,,,,,2966.732,31146.0,31146.0,10020.0,153979.0,153979.0,,,
2018-07-01,,,,,,,3689.253,38731.0,38731.0,10541.0,162469.0,162469.0,,,
2018-08-01,,,,,,,3434.738,36059.0,36059.0,9762.0,154447.0,154447.0,,,
2018-09-01,,,,,,,2913.972,30592.0,30592.0,9134.0,144395.0,144395.0,,,
2018-10-01,,,,,,,2448.185,25702.0,25702.0,9348.0,148920.0,148920.0,,,
2018-11-01,,,,,,,2113.445,22188.0,22188.0,9247.0,142393.0,142393.0,,,
2018-12-01,,,,,,,2286.715,24007.0,24007.0,9182.0,143095.0,143095.0,,,
2019-01-01,,,,,,,3720.572,38222.0,38222.0,9233.0,143652.0,143652.0,,,
2019-02-01,,,,,,,2991.074,30727.0,30727.0,8341.0,131652.0,131652.0,,,
2019-03-01,,,,,,,3213.953,33017.0,33017.0,4247.0,64349.0,64349.0,,,
2019-04-01,,,,,,,2895.924,29749.0,29749.0,9003.0,140998.0,140998.0,,,
2019-05-01,,,,,,,3939.238,40467.0,40467.0,9234.0,146313.0,146313.0,,,
2019-06-01,,,,,,,4544.429,46684.0,46684.0,8669.0,137550.0,137550.0,,,
2019-07-01,,,,,,,5229.218,53719.0,53719.0,10532.0,166181.0,166181.0,,,
2019-08-01,,,,,,,5629.828,57834.0,57834.0,13038.0,191655.0,191655.0,,,
2019-09-01,,,,,,,4865.696,49985.0,49985.0,11355.0,172292.0,172292.0,,,
2019-10-01,,,,,,,3772.894,38758.0,38758.0,1952.0,26509.0,26509.0,,,
2019-11-01,,,,,,,3422.231,35156.0,35156.0,7163.0,110031.0,110031.0,,,
2019-12-01,,,,,,,3804.943,39088.0,39088.0,9304.0,145702.0,145702.0,,,
2020-01-01,,,,,,,3016.573,29400.0,29400.0,9280.0,145903.0,145903.0,,,
2020-02-01,,,,,,,2870.016,27970.0,27970.0,9056.0,137746.0,137746.0,,,
2020-03-01,,,,,,,2796.719,27256.0,27256.0,8547.0,128023.0,128023.0,,,
2020-04-01,,,,,,,2490.206,24269.0,24269.0,9516.0,148161.0,148161.0,,,
2020-05-01,,,,,,,2981.232,29054.0,29054.0,9828.0,160335.0,160335.0,,,
2020-06-01,,,,,,,3526.121,34365.0,34365.0,10479.0,172139.0,172139.0,,,
2020-07-01,,,,,,,4290.078,41810.0,41810.0,7617.0,120209.0,120209.0,,,
2020-08-01,,,,,,,4152.232,40466.0,40466.0,11253.0,170306.0,170306.0,,,
2020-09-01,,,,,,,3426.342,33392.0,33392.0,10452.0,159835.0,159835.0,,,
2020-10-01,,,,,,,2962.983,28876.0,28876.0,7847.0,120925.0,120925.0,,,
2020-11-01,,,,,,,2320.834,22618.0,22618.0,6018.0,100318.0,100318.0,,,
2020-12-01,,,,,,,2550.664,24858.0,24858.0,9582.0,149336.0,149336.0,,,
2021-01-01,,,,,,,5185.454,51862.0,51862.0,9530.0,150158.0,150158.0,,,
2021-02-01,,,,,,,5042.623,50435.0,50435.0,16190.0,214751.0,214751.0,,,
2021-03-01,,,,,,,3929.997,39307.0,39307.0,9914.0,148140.0,148140.0,,,
2021-04-01,,,,,,,4476.857,44776.0,44776.0,5686.0,89025.0,89025.0,,,
2021-05-01,,,,,,,5124.238,51251.0,51251.0,9916.0,155377.0,155377.0,,,
2021-06-01,,,,,,,6975.085,69763.0,69763.0,9991.0,157831.0,157831.0,,,
2021-07-01,,,,,,,7684.082,76854.0,76854.0,10888.0,171914.0,171914.0,,,
2021-08-01,,,,,,,7836.123,78374.0,78374.0,10966.0,174762.0,174762.0,,,
2021-09-01,,,,,,,6621.658,66228.0,66228.0,10222.0,167247.0,167247.0,,,
2021-10-01,,,,,,,5603.078,56040.0,56040.0,4011.0,65342.0,65342.0,,,
2021-11-01,,,,,,,4608.647,46094.0,46094.0,10293.0,139036.0,139036.0,,,
2021-12-01,,,,,,,4836.158,48370.0,48370.0,9755.0,141493.0,141493.0,,,
2022-01-01,,,,,,,7089.335,74807.0,74807.0,9476.0,136970.0,136970.0,,,
2022-02-01,,,,,,,6311.624,66600.0,66600.0,8749.0,105458.0,105458.0,,,
2022-03-01,,,,,,,5026.016,53035.0,53035.0,10320.0,142703.0,142703.0,,,
2022-04-01,,,,,,,5239.298,55285.0,55285.0,7237.0,113927.0,113927.0,,,
2022-05-01,,,,,,,7739.848,81671.0,81671.0,12761.0,185720.0,185720.0,,,
2022-06-01,,,,,,,9421.578,99417.0,99417.0,11086.0,168371.0,168371.0,,,
2022-07-01,,,,,,,11102.31,117152.0,117152.0,14105.0,201687.0,201687.0,,,
2022-08-01,,,,,,,11160.1,117761.0,117761.0,10973.0,171124.0,171124.0,,,
2022-09-01,,,,,,,9407.294,99266.0,99266.0,9286.0,151032.0,151032.0,,,
2022-10-01,,,,,,,7270.59,76719.0,76719.0,4472.0,69491.0,69491.0,,,
