measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed
2019-07-01,2736.172,53518.0,53518.0
2019-08-01,2665.361,52132.0,52132.0
2019-09-01,2505.131,48999.0,48999.0
2019-10-01,2600.391,50862.0,50862.0
2019-11-01,2560.541,50083.0,50083.0
2019-12-01,2841.203,55572.0,55572.0
2020-01-01,2722.369,54545.0,54545.0
2020-02-01,2438.531,48859.0,48859.0
2020-03-01,2774.659,55594.0,55594.0
2020-04-01,2665.51,53407.0,53407.0
2020-05-01,2621.404,52523.0,52523.0
2020-06-01,2450.534,49100.0,49100.0
2020-07-01,2398.537,48058.0,48058.0
2020-08-01,2373.694,47560.0,47560.0
2020-09-01,2373.929,47565.0,47565.0
2020-10-01,2580.822,51710.0,51710.0
2020-11-01,2443.601,48961.0,48961.0
2020-12-01,2695.41,54006.0,54006.0
2021-01-01,2718.858,56627.0,56627.0
2021-02-01,2290.232,47699.0,47699.0
2021-03-01,2472.194,51489.0,51489.0
2021-04-01,2346.63,48874.0,48874.0
2021-05-01,2467.166,51385.0,51385.0
2021-06-01,2284.826,47587.0,47587.0
2021-07-01,2353.621,49020.0,49020.0
2021-08-01,2195.747,45731.0,45731.0
2021-09-01,2233.278,46513.0,46513.0
2021-10-01,2130.581,44374.0,44374.0
2021-11-01,1933.056,40261.0,40261.0
2021-12-01,2370.811,49378.0,49378.0
2022-01-01,2110.783,46931.0,46931.0
2022-02-01,1996.885,44400.0,44400.0
2022-03-01,2208.966,49115.0,49115.0
2022-04-01,2062.462,45858.0,45858.0
2022-05-01,2048.656,45551.0,45551.0
2022-06-01,1878.24,41762.0,41762.0
2022-07-01,1881.64,41837.0,41837.0
2022-08-01,1822.682,40526.0,40526.0
2022-09-01,1931.051,42936.0,42936.0
2022-10-01,1916.548,42613.0,42613.0
2022-11-01,1923.306,42764.0,42764.0
2022-12-01,1591.781,35392.0,35392.0
2023-01-01,2342.093,45972.0,45972.0
2023-02-01,1955.124,38375.0,38375.0
2023-03-01,2250.959,44182.0,44182.0
2023-04-01,2107.495,41366.0,41366.0
2023-05-01,2219.852,43572.0,43572.0
2023-06-01,2211.895,43415.0,43415.0
2023-07-01,2168.64,42566.0,42566.0
2023-08-01,2041.613,40073.0,40073.0
2023-09-01,1765.841,34660.0,34660.0
2023-10-01,1959.998,38471.0,38471.0
2023-11-01,1932.835,37938.0,37938.0
2023-12-01,1916.655,37620.0,37620.0
2024-01-01,1873.229,40136.0,40136.0
2024-02-01,1857.299,39795.0,39795.0
2024-03-01,1960.803,42012.0,42012.0
2024-04-01,1779.228,38122.0,38122.0
2024-05-01,1870.803,40084.0,40084.0
2024-06-01,1798.719,38539.0,38539.0
2024-07-01,1826.981,39145.0,39145.0
2024-08-01,1870.292,40073.0,40073.0
2024-09-01,1639.458,35127.0,35127.0
2024-10-01,1828.625,39180.0,39180.0
2024-11-01,1699.664,36417.0,36417.0
2024-12-01,1470.899,31515.0,31515.0
