measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2007-07-01,27.756,309.0,309.0,14.703000000000001,140.0,140.0
2007-08-01,131.848,1462.0,1462.0,69.842,670.0,670.0
2007-09-01,16.595,186.0,186.0,8.791,82.0,82.0
2007-10-01,32.579,361.0,361.0,17.258,163.0,163.0
2007-11-01,10.373000000000001,117.0,117.0,5.495,52.0,52.0
2007-12-01,21.832,245.0,245.0,11.565,111.0,111.0
2008-01-01,123.851,1389.0,1389.0,74.38,718.0,718.0
2008-02-01,48.53,537.0,537.0,29.145000000000003,280.0,280.0
2008-03-01,7.008,76.0,76.0,4.208,41.0,41.0
2008-04-01,14.637,163.0,163.0,8.790000000000001,82.0,82.0
2008-05-01,12.233,134.0,134.0,7.347,70.0,70.0
2008-06-01,131.387,1460.0,1460.0,78.905,759.0,759.0
2008-07-01,64.11800000000001,712.0,712.0,38.506,368.0,368.0
2008-08-01,25.441000000000003,280.0,280.0,15.279,146.0,146.0
2008-09-01,32.557,362.0,362.0,19.552,187.0,187.0
2008-10-01,9.348,105.0,105.0,5.614,53.0,53.0
2008-11-01,139.52,1553.0,1553.0,83.79,806.0,806.0
2008-12-01,112.37,1249.0,1249.0,67.48400000000001,648.0,648.0
2009-01-01,271.368,3024.0,3024.0,156.02700000000002,1506.0,1506.0
2009-02-01,99.608,1109.0,1109.0,57.27,549.0,549.0
2009-03-01,78.711,876.0,876.0,45.256,432.0,432.0
2009-04-01,7.2940000000000005,82.0,82.0,4.194,41.0,41.0
2009-05-01,20.604000000000003,228.0,228.0,11.846,111.0,111.0
2009-06-01,14.201,158.0,158.0,8.165,76.0,76.0
2009-07-01,25.639000000000003,286.0,286.0,14.741000000000001,140.0,140.0
2009-08-01,50.775,566.0,566.0,29.193,280.0,280.0
2009-09-01,6.51,70.0,70.0,3.7430000000000003,35.0,35.0
2009-10-01,8.348,93.0,93.0,4.8,47.0,47.0
2009-11-01,10.718,117.0,117.0,6.162,58.0,58.0
2009-12-01,13.224,146.0,146.0,7.603000000000001,76.0,76.0
2010-01-01,28.876,537.0,537.0,9.499,117.0,117.0
2010-02-01,15.399000000000001,280.0,280.0,5.066,58.0,58.0
2010-03-01,3.612,64.0,64.0,1.1880000000000002,12.0,12.0
2010-04-01,3.577,64.0,64.0,1.177,12.0,12.0
2010-05-01,8.423,152.0,152.0,2.7710000000000004,35.0,35.0
2010-06-01,42.949000000000005,788.0,788.0,14.13,169.0,169.0
2010-07-01,60.638000000000005,1115.0,1115.0,19.949,239.0,239.0
2010-08-01,33.832,619.0,619.0,11.131,134.0,134.0
2010-09-01,27.006,496.0,496.0,8.885,105.0,105.0
2010-10-01,5.868,105.0,105.0,1.931,23.0,23.0
2010-11-01,10.465,193.0,193.0,3.443,41.0,41.0
2010-12-01,66.355,1220.0,1220.0,21.830000000000002,263.0,263.0
2011-01-01,12.503,216.0,216.0,9.125,105.0,105.0
2011-02-01,1.681,29.0,29.0,1.227,12.0,12.0
2011-03-01,3.575,64.0,64.0,2.608,29.0,29.0
2011-04-01,1.522,29.0,29.0,1.11,12.0,12.0
2011-05-01,7.803,134.0,134.0,5.694,64.0,64.0
2011-06-01,9.138,158.0,158.0,6.669,76.0,76.0
2011-07-01,16.33,286.0,286.0,11.916,134.0,134.0
2011-08-01,10.926,193.0,193.0,7.973,88.0,88.0
2011-09-01,1.699,29.0,29.0,1.24,12.0,12.0
2011-10-01,3.466,58.0,58.0,2.529,29.0,29.0
2011-11-01,2.849,53.0,53.0,2.079,23.0,23.0
2011-12-01,2.508,41.0,41.0,1.83,23.0,23.0
2012-01-01,2.537,53.0,53.0,2.063,53.0,53.0
2012-02-01,3.189,58.0,58.0,2.591,53.0,53.0
2012-03-01,1.131,23.0,23.0,0.919,18.0,18.0
2012-04-01,1.413,29.0,29.0,1.148,23.0,23.0
2012-05-01,2.843,53.0,53.0,2.31,47.0,47.0
2012-06-01,7.362,140.0,140.0,5.981,123.0,123.0
2012-07-01,18.694,356.0,356.0,15.189,315.0,315.0
2012-08-01,2.003,41.0,41.0,1.627,35.0,35.0
2012-09-01,2.888,53.0,53.0,2.346,47.0,47.0
2012-10-01,2.736,53.0,53.0,2.223,47.0,47.0
2012-11-01,1.838,35.0,35.0,1.493,29.0,29.0
2012-12-01,1.366,23.0,23.0,1.11,23.0,23.0
2013-01-01,12.64,249.0,249.0,16.908,186.0,186.0
2013-02-01,2.501,52.0,52.0,3.346,35.0,35.0
2013-03-01,3.092,64.0,64.0,4.137,46.0,46.0
2013-04-01,2.203,46.0,46.0,2.947,35.0,35.0
2013-05-01,4.12,81.0,81.0,5.511,58.0,58.0
2013-06-01,9.547,191.0,191.0,12.77,139.0,139.0
2013-07-01,15.216,302.0,302.0,20.354,220.0,220.0
2013-08-01,14.083,278.0,278.0,18.838,203.0,203.0
2013-09-01,5.573,110.0,110.0,7.454,81.0,81.0
2013-10-01,2.861,58.0,58.0,3.827,41.0,41.0
2013-11-01,3.023,58.0,58.0,4.044,46.0,46.0
2013-12-01,2.141,41.0,41.0,2.864,29.0,29.0
2014-01-01,0.0,0.0,0.0,87.426,806.0,806.0
2014-02-01,0.0,0.0,0.0,9.618,87.0,87.0
2014-03-01,0.0,0.0,0.0,12.887,116.0,116.0
2014-04-01,0.0,0.0,0.0,1.448,12.0,12.0
2014-05-01,0.0,0.0,0.0,1.939,17.0,17.0
2014-06-01,0.0,0.0,0.0,1.709,17.0,17.0
2014-07-01,0.0,0.0,0.0,11.232,104.0,104.0
2014-08-01,0.0,0.0,0.0,6.229,58.0,58.0
2014-09-01,0.0,0.0,0.0,2.242,23.0,23.0
2014-10-01,0.0,0.0,0.0,3.67,35.0,35.0
2014-11-01,0.0,0.0,0.0,7.128,64.0,64.0
2014-12-01,0.0,0.0,0.0,3.472,29.0,29.0
2015-01-01,0.0,0.0,0.0,17.012,162.0,162.0
2015-02-01,0.0,0.0,0.0,106.411,992.0,992.0
2015-03-01,0.0,0.0,0.0,5.742,52.0,52.0
2015-04-01,0.0,0.0,0.0,1.239,12.0,12.0
2015-05-01,0.0,0.0,0.0,7.702,70.0,70.0
2015-06-01,0.0,0.0,0.0,7.186,70.0,70.0
2015-07-01,0.0,0.0,0.0,24.173,226.0,226.0
2015-08-01,0.0,0.0,0.0,11.896,110.0,110.0
2015-09-01,0.0,0.0,0.0,2.255,23.0,23.0
2015-10-01,0.0,0.0,0.0,2.571,23.0,23.0
2015-11-01,0.0,0.0,0.0,7.756,70.0,70.0
2015-12-01,0.0,0.0,0.0,6.057,58.0,58.0
2016-01-01,0.0,0.0,0.0,25.748,296.0,296.0
2016-02-01,0.0,0.0,0.0,8.65,99.0,99.0
2016-03-01,0.0,0.0,0.0,4.3,52.0,52.0
2016-04-01,0.0,0.0,0.0,2.099,23.0,23.0
2016-05-01,0.0,0.0,0.0,3.818,46.0,46.0
2016-06-01,0.0,0.0,0.0,6.597,75.0,75.0
2016-07-01,0.0,0.0,0.0,9.86,116.0,116.0
2016-08-01,0.0,0.0,0.0,8.744,104.0,104.0
2016-09-01,0.0,0.0,0.0,4.972,58.0,58.0
2016-10-01,0.0,0.0,0.0,1.74,23.0,23.0
2016-11-01,0.0,0.0,0.0,1.639,17.0,17.0
2016-12-01,0.0,0.0,0.0,1.833,23.0,23.0
2017-01-01,3.598,145.0,145.0,5.738,70.0,70.0
2017-02-01,4.73,191.0,191.0,7.543,93.0,93.0
2017-03-01,2.304,93.0,93.0,3.674,46.0,46.0
2017-04-01,0.857,35.0,35.0,1.367,17.0,17.0
2017-05-01,2.626,104.0,104.0,4.187,52.0,52.0
2017-06-01,2.282,93.0,93.0,3.638,46.0,46.0
2017-07-01,1.599,64.0,64.0,2.55,35.0,35.0
2017-08-01,1.908,75.0,75.0,3.042,41.0,41.0
2017-09-01,1.645,64.0,64.0,2.623,35.0,35.0
2017-10-01,6.722,273.0,273.0,10.719,133.0,133.0
2017-11-01,3.297,133.0,133.0,5.257,64.0,64.0
2017-12-01,5.432,220.0,220.0,8.662,110.0,110.0
2018-01-01,24.141,360.0,360.0,43.934,441.0,441.0
2018-02-01,1.075,17.0,17.0,1.956,17.0,17.0
2018-03-01,0.873,12.0,12.0,1.588,17.0,17.0
2018-04-01,2.406,35.0,35.0,4.377,46.0,46.0
2018-05-01,2.984,46.0,46.0,5.429,52.0,52.0
2018-06-01,2.556,41.0,41.0,4.65,46.0,46.0
2018-07-01,2.591,41.0,41.0,4.715,46.0,46.0
2018-08-01,2.636,41.0,41.0,4.796,46.0,46.0
2018-09-01,3.668,58.0,58.0,6.674,70.0,70.0
2018-10-01,5.997,93.0,93.0,10.912,110.0,110.0
2018-11-01,6.351,99.0,99.0,11.557,116.0,116.0
2018-12-01,5.722,87.0,87.0,10.412,104.0,104.0
2019-01-01,6.49,104.0,104.0,43.934,278.0,278.0
2019-02-01,1.287,23.0,23.0,8.718,52.0,52.0
2019-03-01,2.215,41.0,41.0,15.0,93.0,93.0
2019-04-01,1.294,23.0,23.0,8.761,52.0,52.0
2019-05-01,1.807,29.0,29.0,12.239,75.0,75.0
2019-06-01,3.175,52.0,52.0,21.5,133.0,133.0
2019-07-01,4.353,75.0,75.0,29.477,186.0,186.0
2019-08-01,4.487,75.0,75.0,30.383,191.0,191.0
2019-09-01,3.64,64.0,64.0,24.649,157.0,157.0
2019-10-01,2.323,41.0,41.0,15.732,99.0,99.0
2019-11-01,1.963,35.0,35.0,13.294,81.0,81.0
2019-12-01,1.966,35.0,35.0,13.313,81.0,81.0
2020-01-01,0.0,0.0,0.0,21.356,278.0,278.0
2020-02-01,0.0,0.0,0.0,11.863,145.0,145.0
2020-03-01,0.0,0.0,0.0,23.721,296.0,296.0
2020-04-01,0.0,0.0,0.0,13.158,162.0,162.0
2020-05-01,0.0,0.0,0.0,33.241,412.0,412.0
2020-06-01,0.0,0.0,0.0,29.117,360.0,360.0
2020-07-01,0.0,0.0,0.0,51.264,638.0,638.0
2020-08-01,0.0,0.0,0.0,49.482,615.0,615.0
2020-09-01,0.0,0.0,0.0,60.967,760.0,760.0
2020-10-01,0.0,0.0,0.0,20.237,249.0,249.0
2020-11-01,0.0,0.0,0.0,42.125,522.0,522.0
2020-12-01,0.0,0.0,0.0,68.469,853.0,853.0
2021-01-01,1.593,64.0,64.0,18.758,209.0,209.0
2021-02-01,8.885,383.0,383.0,104.57,1189.0,1189.0
2021-03-01,4.799,209.0,209.0,56.483,644.0,644.0
2021-04-01,2.36,104.0,104.0,27.77,313.0,313.0
2021-05-01,1.947,81.0,81.0,22.91,261.0,261.0
2021-06-01,2.844,122.0,122.0,33.471,383.0,383.0
2021-07-01,3.323,145.0,145.0,39.111,447.0,447.0
2021-08-01,3.177,139.0,139.0,37.392,423.0,423.0
2021-09-01,2.477,104.0,104.0,29.15,331.0,331.0
2021-10-01,2.106,93.0,93.0,24.787,284.0,284.0
2021-11-01,2.991,128.0,128.0,35.198,400.0,400.0
2021-12-01,2.498,110.0,110.0,29.4,336.0,336.0
2022-01-01,99.533,1044.0,1044.0,98.348,690.0,690.0
2022-02-01,30.008,319.0,319.0,29.651,209.0,209.0
2022-03-01,16.031,168.0,168.0,15.84,110.0,110.0
2022-04-01,16.565,174.0,174.0,16.368,116.0,116.0
2022-05-01,21.779,232.0,232.0,21.519,151.0,151.0
2022-06-01,21.923,232.0,232.0,21.662,151.0,151.0
2022-07-01,66.71,702.0,702.0,65.916,464.0,464.0
2022-08-01,54.908,580.0,580.0,54.254,383.0,383.0
2022-09-01,5.924,64.0,64.0,5.854,41.0,41.0
2022-10-01,10.039,104.0,104.0,9.92,70.0,70.0
2022-11-01,16.236,174.0,174.0,16.042,110.0,110.0
2022-12-01,144.344,1520.0,1520.0,142.626,1003.0,1003.0
2023-01-01,39.311,574.0,574.0,53.587,539.0,539.0
2023-02-01,25.276,371.0,371.0,34.453,348.0,348.0
2023-03-01,33.418,487.0,487.0,45.552,464.0,464.0
2023-04-01,24.662,360.0,360.0,33.617,342.0,342.0
2023-05-01,27.985,412.0,412.0,38.146,389.0,389.0
2023-06-01,25.785,377.0,377.0,35.147,360.0,360.0
2023-07-01,23.689,348.0,348.0,32.29,331.0,331.0
2023-08-01,27.086,394.0,394.0,36.921,377.0,377.0
2023-09-01,22.337,325.0,325.0,30.447,307.0,307.0
2023-10-01,22.414,331.0,331.0,30.552,307.0,307.0
2023-11-01,34.496,505.0,505.0,47.021,476.0,476.0
2023-12-01,29.541,435.0,435.0,40.267,412.0,412.0
2024-01-01,81.728,1995.0,1995.0,25.03,493.0,493.0
2024-02-01,1.676,41.0,41.0,0.513,12.0,12.0
2024-03-01,4.787,116.0,116.0,1.466,29.0,29.0
2024-04-01,14.358,354.0,354.0,4.397,87.0,87.0
2024-05-01,6.093,151.0,151.0,1.866,35.0,35.0
2024-06-01,20.549,505.0,505.0,6.293,128.0,128.0
2024-07-01,82.421,2018.0,2018.0,25.242,505.0,505.0
2024-08-01,53.53,1311.0,1311.0,16.393,331.0,331.0
2024-09-01,19.688,481.0,481.0,6.029,122.0,122.0
2024-10-01,19.545,476.0,476.0,5.986,122.0,122.0
2024-11-01,4.405,110.0,110.0,1.349,29.0,29.0
2024-12-01,11.22,273.0,273.0,3.436,70.0,70.0
