measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2009-05-01,,,,,,,18823.0,267246.0,267246.0
2009-06-01,,,,,,,18058.0,255752.0,255752.0
2009-07-01,,,,,,,14747.0,215519.0,215519.0
2009-08-01,,,,,,,15472.0,226063.0,226063.0
2009-09-01,,,,,,,18710.0,269929.0,269929.0
2009-10-01,,,,,,,19342.0,278901.0,278901.0
2009-11-01,,,,,,,16738.0,234366.0,234366.0
2009-12-01,,,,,,,19112.0,279621.0,279621.0
2010-01-01,,,,,,,20191.0,291126.0,291126.0
2010-02-01,,,,,,,15676.0,225887.0,225887.0
2010-03-01,,,,,,,17206.0,245724.0,245724.0
2010-04-01,,,,,,,15549.0,221037.0,221037.0
2010-05-01,,,,,,,17216.0,245784.0,245784.0
2010-06-01,,,,,,,11753.0,170875.0,170875.0
2010-07-01,,,,,,,16436.0,239506.0,239506.0
2010-08-01,,,,,,,11169.0,162487.0,162487.0
2010-09-01,,,,,,,17530.0,251364.0,251364.0
2010-10-01,,,,,,,17218.0,244738.0,244738.0
2010-11-01,,,,,,,16351.0,234473.0,234473.0
2010-12-01,,,,,,,15768.0,226387.0,226387.0
2011-01-01,,,,,,,16187.0,232624.0,232624.0
2011-02-01,,,,,,,14822.0,210948.0,210948.0
2011-03-01,,,,,,,15656.0,225483.0,225483.0
2011-04-01,,,,,,,15347.0,222845.0,222845.0
2011-05-01,,,,,,,15957.0,230668.0,230668.0
2011-06-01,,,,,,,13694.0,200338.0,200338.0
2011-07-01,,,,,,,12813.0,183930.0,183930.0
2011-08-01,,,,,,,14867.0,212954.0,212954.0
2011-09-01,,,,,,,11474.0,165490.0,165490.0
2011-10-01,,,,,,,14482.0,205199.0,205199.0
2011-11-01,,,,,,,16553.0,231946.0,231946.0
2011-12-01,,,,,,,14730.0,206318.0,206318.0
2012-01-01,,,,,,,16250.0,224070.0,224070.0
2012-02-01,,,,,,,14685.0,203378.0,203378.0
2012-03-01,,,,,,,15815.0,220817.0,220817.0
2012-04-01,,,,,,,17000.0,237625.0,237625.0
2012-05-01,,,,,,,10357.0,146597.0,146597.0
2012-06-01,,,,,,,13909.0,195817.0,195817.0
2012-07-01,,,,,,,8696.0,128326.0,128326.0
2012-08-01,,,,,,,10311.0,148935.0,148935.0
2012-09-01,,,,,,,15452.0,215208.0,215208.0
2012-10-01,,,,,,,15547.0,217022.0,217022.0
2012-11-01,,,,,,,14708.0,208237.0,208237.0
2012-12-01,,,,,,,14153.0,203020.0,203020.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13395.0,186705.0,186705.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,8694.0,127145.0,127145.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,8694.0,123086.0,123086.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,14130.0,200043.0,200043.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,11734.0,172005.0,172005.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,4079.0,69532.0,69532.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,8293.0,126452.0,126452.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8511.0,135573.0,135573.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,7501.0,115737.0,115737.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12556.0,182646.0,182646.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,12121.0,171492.0,171492.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,10846.0,158426.0,158426.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,12185.0,174239.0,174239.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,12145.0,173793.0,173793.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,10253.0,154199.0,154199.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,8645.0,132662.0,132662.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,13749.0,198311.0,198311.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,10790.0,159999.0,159999.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,11629.0,172200.0,172200.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8524.0,124143.0,124143.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8799.0,124294.0,124294.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6456.0,93981.0,93981.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,11303.0,167177.0,167177.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,11943.0,174867.0,174867.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13921.0,200118.0,200118.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,11458.0,167208.0,167208.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,11718.0,169961.0,169961.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,5399.0,79938.0,79938.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,8695.0,131568.0,131568.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6031.0,91336.0,91336.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,7652.0,115346.0,115346.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8112.0,123272.0,123272.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,7259.0,110767.0,110767.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6904.0,104445.0,104445.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6401.0,99912.0,99912.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6517.0,100626.0,100626.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,7777.0,116812.0,116812.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,7134.0,111435.0,111435.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,8327.0,122568.0,122568.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,8556.0,127814.0,127814.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,12065.0,175253.0,175253.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,10505.0,156598.0,156598.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10161.0,150721.0,150721.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,10503.0,156690.0,156690.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10558.0,159025.0,159025.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,9676.0,148919.0,148919.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,11906.0,180914.0,180914.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,16514.0,247040.0,247040.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,14652.0,217427.0,217427.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,11723.0,174755.0,174755.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13966.0,210432.0,210432.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9735.0,150064.0,150064.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,9815.0,146045.0,146045.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,12282.0,182366.0,182366.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10083.0,151326.0,151326.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,16428.0,239750.0,239750.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,16302.0,236976.0,236976.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,15337.0,222010.0,222010.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,13954.0,203387.0,203387.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,16755.0,241012.0,241012.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,15663.0,226917.0,226917.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,12406.0,183272.0,183272.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,12764.0,185094.0,185094.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,14939.0,216023.0,216023.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10398.0,153686.0,153686.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,10639.0,156262.0,156262.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,11454.0,165704.0,165704.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,12562.0,183009.0,183009.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,14065.0,203175.0,203175.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,14377.0,207922.0,207922.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,13114.0,194726.0,194726.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,11733.0,175761.0,175761.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,14634.0,216942.0,216942.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,9079.0,140628.0,140628.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,10331.0,156709.0,156709.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12959.0,191722.0,191722.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,15281.0,222844.0,222844.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,10462.0,153934.0,153934.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,13331.0,196639.0,196639.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,16594.0,243486.0,243486.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,14355.0,213992.0,213992.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,16972.0,255201.0,255201.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,15262.0,225224.0,225224.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13352.0,200477.0,200477.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,12718.0,191609.0,191609.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,9914.0,154955.0,154955.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,11644.0,174176.0,174176.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,10990.0,164458.0,164458.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,9803.0,154664.0,154664.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9852.0,151131.0,151131.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10099.0,154545.0,154545.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9129.0,145517.0,145517.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,7938.0,125887.0,125887.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12567.0,186453.0,186453.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,10299.0,156217.0,156217.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,16168.0,240976.0,240976.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,11420.0,174256.0,174256.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,10862.0,161879.0,161879.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,10387.0,157904.0,157904.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,8493.0,132235.0,132235.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10195.0,155237.0,155237.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,11796.0,176054.0,176054.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10688.0,162798.0,162798.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9869.0,149218.0,149218.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,12303.0,184550.0,184550.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12444.0,187479.0,187479.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,13287.0,199597.0,199597.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,10926.0,170452.0,170452.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,17235.0,255871.0,255871.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13090.0,189744.0,189744.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,12875.0,191939.0,191939.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13157.0,195019.0,195019.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,15234.0,227396.0,227396.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9888.0,152771.0,152771.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10437.0,163101.0,163101.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9891.0,149356.0,149356.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,15012.0,220689.0,220689.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,17465.0,261041.0,261041.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,11177.0,168991.0,168991.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13563.0,204828.0,204828.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,209432.0,209432.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,11361.0,166260.0,166260.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,14816.0,218465.0,218465.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12321.0,183324.0,183324.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,14912.0,221155.0,221155.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,10970.0,171190.0,171190.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,8964.0,143884.0,143884.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9019.0,144488.0,144488.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10811.0,163396.0,163396.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,11141.0,162092.0,162092.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,9675.0,140862.0,140862.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,11816.0,169717.0,169717.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13860.0,200657.0,200657.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,11155.0,160693.0,160693.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13361.0,200626.0,200626.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12634.0,183966.0,183966.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,16393.0,239569.0,239569.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,12663.0,181510.0,181510.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,12429.0,186478.0,186478.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,11310.0,172047.0,172047.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10705.0,157380.0,157380.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,14085.0,197946.0,197946.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,13530.0,190925.0,190925.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,14941.0,211137.0,211137.0
