measured_on,Bituminous Coal-Combined Cycle Combustion Turbine Part Generation,Bituminous Coal-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Bituminous Coal-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Bituminous Coal-Combined Cycle Steam Part Generation,Bituminous Coal-Combined Cycle Steam Part Quantity Consumed For Electricity,Bituminous Coal-Combined Cycle Steam Part Total Fuel Consumed,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-11-01,,,,,,,346137.0,3628734.0,3628734.0,,,,0.0,0.0,0.0,20.0,205.0,205.0,341.0,4058.0,4058.0,0.0,0.0,0.0,173073.0,1465645.0,1465645.0
2003-12-01,,,,,,,426602.0,4374032.0,4374032.0,,,,209.0,1781.0,1781.0,64.0,661.0,661.0,606.0,7180.0,7180.0,0.0,0.0,0.0,109052.0,941282.0,941282.0
2004-01-01,,,,,,,442605.0,4622421.0,4622421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,7911.0,7911.0,109370.0,926449.0,926449.0,0.0,0.0,0.0
2004-02-01,,,,,,,396338.0,4075272.0,4075272.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,695.0,695.0,562.0,6492.0,6492.0,120606.0,1029591.0,1029591.0,0.0,0.0,0.0
2004-03-01,,,,,,,434509.0,4585913.0,4585913.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,946.0,946.0,634.0,7450.0,7450.0,-1765.0,38667.0,38667.0,0.0,0.0,0.0
2004-04-01,,,,,,,416020.0,4280043.0,4280043.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,336.0,336.0,557.0,6504.0,6504.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-01,,,,,,,340871.0,3545124.0,3545124.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,940.0,940.0,983.0,11803.0,11803.0,56904.0,509817.0,509817.0,0.0,0.0,0.0
2004-06-01,,,,,,,380777.0,4008434.0,4008434.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,274.0,274.0,560.0,6692.0,6692.0,7157.0,84635.0,84635.0,0.0,0.0,0.0
2004-07-01,,,,,,,399698.0,4189838.0,4189838.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,655.0,655.0,192.0,2308.0,2308.0,15644.0,159269.0,159269.0,0.0,0.0,0.0
2004-08-01,,,,,,,372616.0,4051577.0,4051577.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,929.0,929.0,536.0,6555.0,6555.0,20269.0,217003.0,217003.0,0.0,0.0,0.0
2004-09-01,,,,,,,352584.0,3738666.0,3738666.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,701.0,701.0,370.0,4452.0,4452.0,5461.0,67516.0,67516.0,0.0,0.0,0.0
2004-10-01,,,,,,,272615.0,2949279.0,2949279.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,334.0,334.0,665.0,8194.0,8194.0,-1078.0,15043.0,15043.0,0.0,0.0,0.0
2004-11-01,,,,,,,389009.0,4076978.0,4076978.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,325.0,325.0,745.0,8864.0,8864.0,-839.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,,,,,,,406574.0,4178928.0,4178928.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1089.0,1089.0,413.0,4817.0,4817.0,18049.0,189000.0,189000.0,0.0,0.0,0.0
2005-01-01,,,,,,,412919.0,4232995.44,4232995.44,0.0,0.0,0.0,,,,77.0,770.5,770.5,1433.0,16830.25,16830.25,21931.0,221390.75,221390.75,0.0,0.0,0.0
2005-02-01,,,,,,,365760.0,3824689.75,3824689.75,0.0,0.0,0.0,,,,33.0,322.0,322.0,745.0,8757.25,8757.25,393.0,4488.74,4488.74,0.0,0.0,0.0
2005-03-01,,,,,,,463807.0,4727662.65,4727662.65,0.0,0.0,0.0,,,,87.0,862.5,862.5,327.0,3737.5,3737.5,21612.0,201265.09,201265.09,0.0,0.0,0.0
2005-04-01,,,,,,,381164.0,3941459.58,3941459.58,0.0,0.0,0.0,,,,92.0,1035.0,1035.0,480.0,5571.75,5571.75,57874.0,536628.97,536628.97,0.0,0.0,0.0
2005-05-01,,,,,,,345690.0,3591535.14,3591535.14,0.0,0.0,0.0,,,,55.0,563.5,563.5,513.0,5968.5,5968.5,40403.0,393302.41,393302.41,0.0,0.0,0.0
2005-06-01,,,,,,,344352.0,3726164.0,3726164.0,0.0,0.0,0.0,,,,229.0,2415.0,2415.0,448.0,5428.0,5428.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,,,,,,,385682.0,4212848.64,4212848.64,0.0,0.0,0.0,,,,220.0,2317.25,2317.25,765.0,9372.5,9372.5,49822.0,530377.9,530377.9,0.0,0.0,0.0
2005-08-01,,,,,,,296787.0,3230870.76,3230870.76,0.0,0.0,0.0,,,,597.0,6394.0,6394.0,1018.0,12609.75,12609.75,4368.0,84420.86,84420.86,0.0,0.0,0.0
2005-09-01,,,,,,,311478.0,3470137.08,3470137.08,0.0,0.0,0.0,,,,77.0,816.5,816.5,627.0,7946.5,7946.5,0.0,0.0,0.0,-1691.0,32777.69,32777.69
2005-10-01,,,,,,,414742.0,4376352.45,4376352.45,0.0,0.0,0.0,,,,45.0,477.25,477.25,359.0,4306.75,4306.75,0.0,0.0,0.0,-1285.0,2104.29,2104.29
2005-11-01,,,,,,,380920.0,3970301.76,3970301.76,0.0,0.0,0.0,,,,32.0,379.5,379.5,307.0,3611.0,3611.0,0.0,0.0,0.0,343.0,5118.07,5118.07
2005-12-01,,,,,,,419763.0,4406711.2,4406711.2,0.0,0.0,0.0,,,,42.0,368.0,368.0,162.0,1926.25,1926.25,114.0,2795.42,2795.42,0.0,0.0,0.0
2006-01-01,,,,,,,374551.0,3942259.0,3942259.0,0.0,0.0,0.0,,,,68.0,684.0,684.0,226.0,2697.0,2697.0,385.0,19342.0,19342.0,0.0,0.0,0.0
2006-02-01,,,,,,,350685.0,3768150.0,3768150.0,0.0,0.0,0.0,,,,80.0,811.0,811.0,538.0,6567.0,6567.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,,,,,,,423704.0,4457574.0,4457574.0,0.0,0.0,0.0,,,,65.0,656.0,656.0,308.0,3697.0,3697.0,-463.0,26051.0,26051.0,0.0,0.0,0.0
2006-04-01,,,,,,,243177.0,2565235.0,2565235.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,27.0,328.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,,,,,,,307935.0,3308602.0,3308602.0,0.0,0.0,0.0,,,,37.0,397.0,397.0,676.0,8251.0,8251.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,,,,,,,359216.0,3799859.0,3799859.0,0.0,0.0,0.0,,,,33.0,362.0,362.0,973.0,11673.0,11673.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,,,,,,,400994.0,4307645.0,4307645.0,0.0,0.0,0.0,,,,137.0,1461.0,1461.0,280.0,3421.0,3421.0,15588.0,201070.0,201070.0,0.0,0.0,0.0
2006-08-01,,,,,,,401021.0,4305769.0,4305769.0,0.0,0.0,0.0,,,,126.0,1346.0,1346.0,129.0,1570.0,1570.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,,,,,,,352151.0,3705893.0,3705893.0,0.0,0.0,0.0,,,,25.0,259.0,259.0,177.0,2110.0,2110.0,610.0,18536.0,18536.0,0.0,0.0,0.0
2006-10-01,,,,,,,259077.0,2825422.0,2825422.0,0.0,0.0,0.0,,,,65.0,679.0,679.0,609.0,7423.0,7423.0,86.0,2889.0,2889.0,0.0,0.0,0.0
2006-11-01,,,,,,,382113.0,4034239.0,4034239.0,0.0,0.0,0.0,,,,61.0,627.0,627.0,541.0,6440.0,6440.0,-1248.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,,,,,,,376648.0,3913683.0,3913683.0,0.0,0.0,0.0,,,,68.0,690.0,690.0,727.0,8522.0,8522.0,-1350.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,,,,,,,414804.514,4296911.0,4296911.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,840.0,840.0,468.487,4853.0,4853.0,35437.0,49121.0,49121.0,0.0,0.0,0.0
2007-02-01,,,,,,,353826.417,3695741.0,3695741.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,730.0,730.0,1194.583,12478.0,12478.0,2932.0,49951.0,49951.0,0.0,0.0,0.0
2007-03-01,,,,,,,397083.915,4120923.0,4120923.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,587.0,587.0,339.084,3519.0,3519.0,3263.0,49343.0,49343.0,0.0,0.0,0.0
2007-04-01,,,,,,,405634.381,4215396.0,4215396.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,702.0,702.0,530.619,5514.0,5514.0,3754.0,39789.0,39789.0,0.0,0.0,0.0
2007-05-01,,,,,,,340980.444,3571276.0,3571276.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1041.0,1041.0,381.55600000000004,3996.0,3996.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,,,,,,,349476.277,3806716.0,3806716.0,-138.0,0.0,0.0,0.0,0.0,0.0,60.0,633.0,633.0,581.724,6337.0,6337.0,-138.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,,,,,,,378401.33,4053553.0,4053553.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,713.0,713.0,542.67,5813.0,5813.0,2586.0,31667.0,31667.0,0.0,0.0,0.0
2007-08-01,,,,,,,205360.363,2284702.0,2284702.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1875.0,1875.0,1661.636,18486.0,18486.0,4485.0,73152.0,73152.0,0.0,0.0,0.0
2007-09-01,,,,,,,387458.002,4101351.0,4101351.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,621.0,621.0,219.99900000000002,2329.0,2329.0,1324.0,22000.0,22000.0,0.0,0.0,0.0
2007-10-01,,,,,,,253931.291,2702071.0,2702071.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,2846.0,2846.0,1227.71,13064.0,13064.0,2916.0,60605.0,60605.0,0.0,0.0,0.0
2007-11-01,,,,,,,337125.02,3574761.0,3574761.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,730.0,730.0,1641.979,17411.0,17411.0,1011.0,21368.0,21368.0,0.0,0.0,0.0
2007-12-01,,,,,,,392985.797,4106756.0,4106756.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,328.0,328.0,840.2040000000001,8780.0,8780.0,-804.0,9464.0,9464.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,417602.208,4326700.0,4326700.0,,,,,,,64.0,667.0,667.0,411.79200000000003,4267.0,4267.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,416038.35000000003,4311853.0,4311853.0,,,,,,,30.0,299.0,299.0,502.65000000000003,5210.0,5210.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,412482.97000000003,4314996.0,4314996.0,,,,,,,20.0,219.0,219.0,919.03,9614.0,9614.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,407087.297,4271387.0,4271387.0,,,,,,,17.0,178.0,178.0,521.703,5474.0,5474.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,367887.008,3960057.0,3960057.0,,,,,,,59.0,633.0,633.0,249.99200000000002,2691.0,2691.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,313690.214,3475378.0,3475378.0,,,,,,,27.0,305.0,305.0,1687.786,18699.0,18699.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,,,,,,,424310.495,4537214.0,4537214.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,362.0,362.0,306.505,3278.0,3278.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,,,,,,,438984.778,4597491.0,4597491.0,,,,,,,39.0,437.0,437.0,299.22200000000004,3134.0,3134.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,,,,,,,393406.939,4209455.0,4209455.0,,,,,,,70.0,753.0,753.0,353.06100000000004,3778.0,3778.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,,,,,,,327518.925,3463458.0,3463458.0,,,,,,,51.0,541.0,541.0,554.075,5859.0,5859.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,,,,,,,415925.07,4273028.0,4273028.0,,,,,,,52.0,535.0,535.0,486.93,5003.0,5003.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,,,,,,,447348.731,4705321.0,4705321.0,,,,,,,44.0,454.0,454.0,489.269,5146.0,5146.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,,,,,,,424070.154,4445373.0,4445373.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,339.0,339.0,410.846,4307.0,4307.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,,,,,,,267852.505,2765668.0,2765668.0,,,,,,,42.0,443.0,443.0,254.495,2628.0,2628.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,,,,,,,259199.0,2638269.0,2638269.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,615.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,,,,,,,236217.424,2480603.0,2480603.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,638.0,638.0,150.576,1581.0,1581.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,,,,,,,188731.398,1997985.0,1997985.0,,,,,,,64.0,679.0,679.0,586.602,6210.0,6210.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,,,,,,,248176.436,2613302.0,2613302.0,,,,,,,33.0,345.0,345.0,510.564,5376.0,5376.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,,,,,,,307781.479,3300287.0,3300287.0,,,,,,,20.0,224.0,224.0,1006.5210000000001,10793.0,10793.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,,,,,,,325608.99,3502160.0,3502160.0,,,,,,,62.0,684.0,684.0,680.01,7314.0,7314.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,,,,,,,340694.062,3612521.0,3612521.0,,,,,,,31.0,339.0,339.0,351.93800000000005,3732.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,,,,,,,222003.266,2295580.0,2295580.0,,,,,,,67.0,696.0,696.0,190.734,1972.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,,,,,,,246123.541,2518030.0,2518030.0,,,,,,,34.0,351.0,351.0,49.459,506.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,,,,,,,274536.959,2794798.0,2794798.0,,,,,,,43.0,449.0,449.0,131.041,1334.0,1334.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,,,,,,,278604.037,2831302.0,2831302.0,,,,,,,30.0,299.0,299.0,89.96300000000001,914.0,914.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,,,,,,,252881.988,2627062.0,2627062.0,,,,,,,24.0,242.0,242.0,176.012,1829.0,1829.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,,,,,,,239056.251,2515241.0,2515241.0,,,,,,,75.0,776.0,776.0,249.74900000000002,2628.0,2628.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,,,,,,,234859.184,2486712.0,2486712.0,,,,,,,33.0,351.0,351.0,268.81600000000003,2846.0,2846.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,,,,,,,259605.421,2737256.0,2737256.0,,,,,,,61.0,673.0,673.0,271.579,2864.0,2864.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,,,,,,,265841.618,2728016.0,2728016.0,,,,,,,35.0,236.0,236.0,240.382,2467.0,2467.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,,,,,,,287331.342,2989895.0,2989895.0,,,,,,,30.0,305.0,305.0,1.6580000000000001,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,,,,,,,286435.236,2991590.0,2991590.0,,,,,,,30.0,339.0,339.0,13.764000000000001,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,,,,,,,233717.914,2494783.0,2494783.0,,,,,,,47.0,506.0,506.0,22.086000000000002,236.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,,,,,,,51632.494,593247.0,593247.0,,,,,,,22.0,236.0,236.0,6.506,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,,,,,,,162242.018,1709210.0,1709210.0,,,,,,,27.0,288.0,288.0,541.982,5710.0,5710.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,,,,,,,285407.525,2861569.0,2861569.0,,,,,,,55.0,558.0,558.0,171.475,1719.0,1719.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,,,,,,,291783.0,2893445.0,2893445.0,,,,,,,26.0,270.0,270.0,0.0,0.0,0.0,,,,,,
2011-02-01,,,,,,,250257.47,2497598.0,2497598.0,,,,,,,44.0,454.0,454.0,64.528,644.0,644.0,,,,,,
2011-03-01,,,,,,,211253.42,2167501.0,2167501.0,,,,,,,1.0,17.0,17.0,348.58,3577.0,3577.0,,,,,,
2011-04-01,,,,,,,267513.32,2704963.0,2704963.0,,,,,,,0.0,0.0,0.0,535.677,5417.0,5417.0,,,,,,
2011-05-01,,,,,,,270600.76,2841295.0,2841295.0,,,,,,,8.0,86.0,86.0,842.242,8844.0,8844.0,,,,,,
2011-06-01,,,,,,,326977.67,3454092.0,3454092.0,,,,,,,0.0,0.0,0.0,667.333,7050.0,7050.0,,,,,,
2011-07-01,,,,,,,321202.49,3487809.0,3487809.0,,,,,,,101.0,1190.0,1190.0,1192.511,12949.0,12949.0,,,,,,
2011-08-01,,,,,,,379305.54,4103812.0,4103812.0,,,,,,,27.0,288.0,288.0,683.456,7395.0,7395.0,,,,,,
2011-09-01,,,,,,,381599.8,4028705.0,4028705.0,,,,,,,64.0,569.0,569.0,716.203,7561.0,7561.0,,,,,,
2011-10-01,,,,,,,420138.97,4315076.0,4315076.0,,,,,,,21.0,224.0,224.0,337.03,3462.0,3462.0,,,,,,
2011-11-01,,,,,,,362346.82,3791840.0,3791840.0,,,,,,,46.0,483.0,483.0,1257.182,13156.0,13156.0,,,,,,
2011-12-01,,,,,,,307393.92,3237615.0,3237615.0,,,,,,,31.0,334.0,334.0,1243.085,13093.0,13093.0,,,,,,
2012-01-01,,,,,,,103008.02,1200613.0,1200613.0,,,,,,,17.0,178.0,178.0,111.985,1305.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,,,,,,,63139.874,727972.0,727972.0,,,,,,,4.0,40.0,40.0,730.126,8418.0,8418.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,,,,,,,277220.98,2952223.0,2952223.0,,,,,,,0.0,0.0,0.0,737.017,7849.0,7849.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,,,,,,,223402.45,2377016.0,2377016.0,,,,,,,0.0,0.0,0.0,963.552,10252.0,10252.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,,,,,,,162772.09,1726669.0,1726669.0,,,,,,,48.0,466.0,466.0,288.912,3065.0,3065.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,,,,,,,206831.19,2279936.0,2279936.0,,,,,,,90.0,1484.0,1484.0,1116.807,12311.0,12311.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,,,,,,,46164.408,622823.0,622823.0,,,,,,,378.0,4071.0,4071.0,406.592,5486.0,5486.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,,,,,,,77181.449,894632.0,894632.0,,,,,,,2.0,17.0,17.0,497.551,5767.0,5767.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,,,,,,,87061.737,1002703.0,1002703.0,,,,,,,31.0,322.0,322.0,494.263,5693.0,5693.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,,,,,,,57018.043,707486.0,707486.0,,,,,,,17.0,178.0,178.0,1114.957,13835.0,13835.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,,,,,,,138836.75,1550197.0,1550197.0,,,,,,,0.0,0.0,0.0,868.247,9695.0,9695.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,,,,,,,157958.03,1723472.0,1723472.0,,,,,,,11.0,518.0,518.0,916.969,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,,,,,,,174960.06,1943387.0,1943387.0,,,,,,,13.0,173.0,173.0,1697.936,18860.0,18860.0,,,,,,
2013-02-01,,,,,,,215820.1,2306037.0,2306037.0,,,,,,,10.0,115.0,115.0,1437.904,15364.0,15364.0,,,,,,
2013-03-01,,,,,,,225729.71,2402776.0,2402776.0,,,,,,,17.0,161.0,161.0,2188.293,23293.0,23293.0,,,,,,
2013-04-01,,,,,,,144663.22,1660486.0,1660486.0,,,,,,,16.0,173.0,173.0,1208.782,13875.0,13875.0,,,,,,
2013-05-01,,,,,,,269276.8,2914283.0,2914283.0,,,,,,,0.0,0.0,0.0,1319.203,14277.0,14277.0,,,,,,
2013-06-01,,,,,,,174483.12,1989978.0,1989978.0,,,,,,,0.0,0.0,0.0,1014.885,11575.0,11575.0,,,,,,
2013-07-01,,,,,,,210280.44,2335261.0,2335261.0,,,,,,,10.0,115.0,115.0,861.558,9568.0,9568.0,,,,,,
2013-08-01,,,,,,,80776.306,997506.0,997506.0,,,,,,,10.0,104.0,104.0,762.694,9419.0,9419.0,,,,,,
