measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2007-11-01,913.591,4429.0,13562.0,389.545,1889.0,5783.0
2007-12-01,977.91,4741.0,14516.0,408.103,1978.0,6058.0
2008-01-01,991.6360000000001,4807.0,14668.0,316.367,1534.0,4680.0
2008-02-01,776.07,3762.0,11480.0,300.815,1458.0,4450.0
2008-03-01,512.336,2484.0,7578.0,330.17400000000004,1601.0,4884.0
2008-04-01,864.7370000000001,4192.0,12791.0,335.522,1627.0,4963.0
2008-05-01,776.88,3766.0,11492.0,331.172,1605.0,4898.0
2008-06-01,1100.13,5333.0,16273.0,334.052,1619.0,4941.0
2008-07-01,1387.346,6726.0,20522.0,347.43100000000004,1684.0,5139.0
2008-08-01,1431.55,6940.0,21175.0,342.295,1659.0,5063.0
2008-09-01,1235.9160000000002,5991.0,18282.0,314.84000000000003,1526.0,4657.0
2008-10-01,1005.206,4873.0,14869.0,323.543,1568.0,4786.0
2008-11-01,688.9630000000001,3340.0,10191.0,324.058,1571.0,4793.0
2008-12-01,759.831,3683.0,11239.0,336.13,1629.0,4972.0
2009-01-01,638.735,3096.0,8483.0,292.525,1418.0,3886.0
2009-02-01,682.238,3307.0,9059.0,272.045,1319.0,3612.0
2009-03-01,650.35,3153.0,8635.0,314.433,1524.0,4175.0
2009-04-01,737.774,3577.0,9796.0,312.97900000000004,1517.0,4156.0
2009-05-01,1154.3310000000001,5596.0,15327.0,302.137,1465.0,4012.0
2009-06-01,989.653,4798.0,13141.0,314.081,1523.0,4171.0
2009-07-01,1817.893,8813.0,24138.0,327.028,1585.0,4342.0
2009-08-01,1723.739,8356.0,22888.0,323.22,1567.0,4292.0
2009-09-01,1427.326,6919.0,18952.0,302.86600000000004,1468.0,4021.0
2009-10-01,1143.786,5545.0,15187.0,305.664,1482.0,4058.0
2009-11-01,763.6990000000001,3702.0,10140.0,304.38800000000003,1476.0,4042.0
2009-12-01,721.672,3498.0,9582.0,319.438,1549.0,4241.0
2010-01-01,478.29,2366.0,6711.0,322.404,1595.0,4523.0
2010-02-01,504.75600000000003,2497.0,7082.0,295.051,1460.0,4139.0
2010-03-01,727.831,3600.0,10211.0,335.464,1659.0,4706.0
2010-04-01,843.817,4174.0,11839.0,333.041,1647.0,4673.0
2010-05-01,660.214,3266.0,9263.0,337.776,1671.0,4739.0
2010-06-01,1109.66,5489.0,15568.0,343.53200000000004,1699.0,4820.0
2010-07-01,1694.122,8380.0,23768.0,349.75600000000003,1730.0,4907.0
2010-08-01,1776.961,8790.0,24931.0,349.969,1731.0,4910.0
2010-09-01,1489.6950000000002,7369.0,20900.0,331.40500000000003,1639.0,4649.0
2010-10-01,1180.152,5838.0,16557.0,333.906,1652.0,4685.0
2010-11-01,792.599,3921.0,11120.0,344.122,1702.0,4828.0
2010-12-01,678.845,3358.0,9524.0,350.832,1735.0,4922.0
2011-01-01,779.779,3857.0,11779.0,376.79,1864.0,5691.0
2011-02-01,590.983,2923.0,8927.0,353.754,1750.0,5343.0
2011-03-01,342.301,1693.0,5170.0,390.687,1933.0,5901.0
2011-04-01,716.156,3543.0,10817.0,377.698,1868.0,5705.0
2011-05-01,536.426,2654.0,8103.0,390.193,1930.0,5894.0
2011-06-01,1091.717,5400.0,16490.0,403.616,1997.0,6097.0
2011-07-01,1660.726,8215.0,25085.0,420.654,2081.0,6354.0
2011-08-01,2066.957,10225.0,31221.0,417.504,2065.0,6307.0
2011-09-01,1459.038,7217.0,22039.0,393.47,1946.0,5944.0
2011-10-01,1111.952,5500.0,16796.0,408.891,2023.0,6176.0
2011-11-01,774.406,3831.0,11697.0,410.257,2029.0,6197.0
2011-12-01,610.04,3018.0,9215.0,426.065,2108.0,6436.0
2012-01-01,538.844,2665.0,7431.0,267.496,1323.0,3689.0
2012-02-01,616.077,3048.0,8496.0,255.915,1266.0,3529.0
2012-03-01,655.45,3242.0,9039.0,272.067,1346.0,3752.0
2012-04-01,694.51,3436.0,9577.0,267.288,1322.0,3686.0
2012-05-01,655.268,3241.0,9036.0,277.2,1371.0,3823.0
2012-06-01,996.3,4928.0,13739.0,269.144,1331.0,3712.0
2012-07-01,1210.605,5988.0,16694.0,281.742,1394.0,3885.0
2012-08-01,1420.412,7026.0,19588.0,279.318,1382.0,3852.0
2012-09-01,1038.611,5138.0,14322.0,266.456,1318.0,3674.0
2012-10-01,790.662,3911.0,10903.0,276.958,1370.0,3819.0
2012-11-01,345.889,1711.0,4770.0,277.894,1375.0,3832.0
2012-12-01,277.893,1375.0,3832.0,287.501,1422.0,3965.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0
