measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2016-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11988.34,68425.0,137028.0,2832.664,17010.0,50081.0
2016-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16052.4,91621.0,185851.0,6954.513,41761.0,133907.0
2016-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11909.94,67977.0,140155.0,4704.03,28247.0,94998.0
2016-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11386.62,64990.0,132823.0,6143.184,36889.0,99603.0
2016-10-01,,,,1545.974,9283.0,23936.0,0.0,0.0,0.0,0.0,0.0,0.0,16946.16,96722.0,193057.0,5683.328,34127.0,87995.0
2016-11-01,,,,2485.297,14924.0,73453.0,0.0,0.0,0.0,0.0,0.0,0.0,4422.74,25243.0,49449.0,3025.403,18167.0,89416.0
2016-12-01,,,,3746.924,22500.0,111368.0,0.0,0.0,0.0,0.0,0.0,0.0,13092.8,74728.0,149808.0,4871.231,29251.0,144785.0
2017-01-01,,,,3868.222,23228.0,91589.0,0.0,0.0,0.0,,,,13568.819,77445.0,151036.0,6790.829,40778.0,160789.0
2017-02-01,,,,3788.939,22752.0,92611.0,0.0,0.0,0.0,,,,13263.218,75701.0,147636.0,4337.388,26045.0,106017.0
2017-03-01,,,,2668.465,16024.0,101105.0,0.0,0.0,0.0,,,,16509.688,94231.0,183773.0,4467.688,26828.0,169275.0
2017-04-01,,,,1301.365,7814.0,52692.0,0.0,0.0,0.0,,,,13258.452,75674.0,147583.0,623.095,3742.0,25229.0
2017-05-01,,,,403.378,2422.0,34222.0,0.0,0.0,0.0,,,,14380.991,82081.0,160078.0,472.223,2836.0,40063.0
2017-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,19413.758,110806.0,216099.0,1945.885,11685.0,69670.0
2017-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,23202.482,132430.0,258273.0,1028.366,6175.0,46437.0
2017-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,18865.31,107676.0,209994.0,1082.392,6500.0,31469.0
2017-09-01,,,,1744.513,10476.0,36593.0,0.0,0.0,0.0,,,,14363.057,81979.0,159879.0,2976.283,17872.0,62430.0
2017-10-01,,,,1168.367,7016.0,11701.0,0.0,0.0,0.0,,,,14204.095,81071.0,158109.0,5777.761,34694.0,57862.0
2017-11-01,,,,1991.547,11959.0,43350.0,0.0,0.0,0.0,,,,10656.74,60824.0,118623.0,3492.14,20970.0,76013.0
2017-12-01,,,,3333.087,20015.0,107466.0,0.0,0.0,0.0,,,,17276.99,98610.0,192314.0,3078.366,18485.0,99253.0
2018-01-01,,,,5778.666,34700.0,198654.0,0.0,0.0,0.0,,,,12372.312,70616.0,139258.0,1427.348,8571.0,49068.0
2018-02-01,,,,5979.575,35906.0,163931.0,0.0,0.0,0.0,,,,9116.721,52035.0,102615.0,914.39,5491.0,25068.0
2018-03-01,,,,5375.198,32277.0,189627.0,0.0,0.0,0.0,,,,14363.196,81979.0,161668.0,1137.787,6832.0,40139.0
2018-04-01,,,,3378.129,20285.0,89342.0,0.0,0.0,0.0,,,,7757.426,44276.0,87315.0,2765.986,16609.0,73153.0
2018-05-01,,,,2027.219,12173.0,37039.0,0.0,0.0,0.0,,,,13939.571,79561.0,156899.0,3487.208,20940.0,63714.0
2018-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,15292.663,87284.0,172129.0,4813.014,28901.0,92812.0
2018-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,18914.162,107954.0,212892.0,2791.679,16764.0,50188.0
2018-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,19040.812,108677.0,214317.0,4912.683,29500.0,94496.0
2018-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,15271.467,87163.0,171891.0,6071.458,36458.0,88755.0
2018-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,10137.026,57858.0,114099.0,5157.666,30971.0,138213.0
2018-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,11878.778,67799.0,133703.0,4031.493,24208.0,187864.0
2018-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8804.066,50250.0,99095.0,4640.688,27867.0,167514.0
2019-01-01,,,,566.294,3400.0,27896.0,0.0,0.0,0.0,,,,7997.203,45645.0,91619.0,4223.433,25361.0,208052.0
2019-02-01,,,,668.827,4016.0,24630.0,0.0,0.0,0.0,,,,7236.673,41304.0,82905.0,5214.47,31312.0,192030.0
2019-03-01,,,,2334.558,14019.0,78654.0,0.0,0.0,0.0,,,,7639.851,43605.0,87523.0,4080.621,24503.0,137481.0
2019-04-01,,,,1241.258,7454.0,41096.0,0.0,0.0,0.0,,,,8355.893,47692.0,95727.0,3657.454,21962.0,121091.0
2019-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,7642.517,43620.0,87554.0,3558.296,21367.0,84370.0
2019-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8956.082,51118.0,102602.0,3178.247,19085.0,69905.0
2019-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,14841.93,84712.0,170032.0,3628.158,21786.0,62918.0
2019-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,12685.299,72403.0,145325.0,4950.875,29729.0,53226.0
2019-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8138.469,46451.0,93236.0,4936.903,29645.0,87389.0
2019-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,7841.779,44758.0,89837.0,4905.232,29455.0,142070.0
2019-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8069.259,46056.0,92443.0,4315.597,25914.0,174162.0
2019-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,11171.385,63762.0,127982.0,4979.751,29903.0,198852.0
2020-01-01,,,,1927.181,11572.0,51234.0,0.0,0.0,0.0,,,,13731.743,78375.0,154932.0,3739.079,22453.0,99403.0
2020-02-01,,,,1833.347,11009.0,68705.0,0.0,0.0,0.0,,,,12473.696,71195.0,140738.0,4630.269,27804.0,173521.0
2020-03-01,,,,1841.442,11058.0,46038.0,0.0,0.0,0.0,,,,12946.926,73896.0,146078.0,5117.728,30731.0,127949.0
2020-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,9466.717,54032.0,106811.0,4684.468,28129.0,137056.0
2020-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8097.505,46217.0,91362.0,4553.128,27341.0,76945.0
2020-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,12417.18,70872.0,140101.0,5494.865,32996.0,105950.0
2020-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17847.462,101866.0,201369.0,3520.104,21138.0,82731.0
2020-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,13311.565,75977.0,150192.0,4497.239,27005.0,60534.0
2020-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8707.162,49697.0,98241.0,1335.758,8021.0,142428.0
2020-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,9194.854,52480.0,103744.0,3752.046,22530.0,146786.0
2020-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,4271.781,24382.0,48198.0,4962.053,29796.0,122310.0
2020-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,9652.109,55090.0,108903.0,5215.418,31318.0,73759.0
2021-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16850.525,96176.0,178006.0,6688.105,40161.0,284977.0
2021-02-01,,,,1050.398,6307.0,27732.0,0.0,0.0,0.0,,,,10894.769,62183.0,115090.0,6169.588,37047.0,162885.0
2021-03-01,,,,803.923,4827.0,19694.0,0.0,0.0,0.0,,,,13233.783,75533.0,139799.0,4626.67,27782.0,113341.0
2021-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,9904.551,56531.0,104629.0,2703.187,16232.0,61136.0
2021-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,7365.058,42037.0,77803.0,3256.493,19555.0,51418.0
2021-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,15660.715,89385.0,165437.0,3185.699,19130.0,83309.0
2021-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,20352.385,116163.0,214998.0,3545.255,21289.0,80510.0
2021-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,25146.225,143524.0,265640.0,3904.811,23448.0,110286.0
2021-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,14042.901,80151.0,148347.0,5497.66,33012.0,148607.0
2021-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17594.288,100421.0,185862.0,4723.591,28364.0,153260.0
2021-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,14642.118,83571.0,154676.0,4449.732,26720.0,126693.0
2021-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,14722.842,84032.0,155529.0,5240.568,31469.0,147411.0
2022-01-01,,,,2210.527,13274.0,67842.0,0.0,0.0,0.0,,,,18372.468,104863.0,206101.0,5689.448,34164.0,174611.0
2022-02-01,,,,2475.139,14863.0,73059.0,0.0,0.0,0.0,,,,12184.216,69543.0,136682.0,3826.398,22977.0,112944.0
2022-03-01,,,,624.786,3752.0,19255.0,0.0,0.0,0.0,,,,13122.575,74898.0,147209.0,4864.49,29210.0,149920.0
2022-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,6249.827,35671.0,70110.0,3834.017,23023.0,119203.0
2022-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8364.636,47742.0,93834.0,1796.846,10790.0,119142.0
2022-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,14746.352,84166.0,165423.0,3504.269,21043.0,124490.0
2022-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17054.788,97342.0,191319.0,4401.295,26429.0,109487.0
2022-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16904.434,96484.0,189633.0,4178.668,25092.0,99638.0
2022-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16810.899,95950.0,188584.0,3520.105,21138.0,105492.0
2022-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,10741.344,61307.0,120496.0,3912.262,23492.0,146068.0
2022-11-01,,,,1136.532,6825.0,34615.0,0.0,0.0,0.0,,,,11651.066,66500.0,130701.0,3741.686,22468.0,113959.0
2022-12-01,,,,3889.8,23358.0,121846.0,0.0,0.0,0.0,,,,12299.655,70201.0,137977.0,2396.833,14393.0,75080.0
2023-01-01,,,,4798.566,28815.0,151071.0,0.0,0.0,0.0,,,,15415.173,87984.0,175288.0,2795.88,16789.0,88022.0
2023-02-01,,,,4532.807,27219.0,126078.0,0.0,0.0,0.0,,,,13910.935,79398.0,158183.0,2414.253,14497.0,67151.0
2023-03-01,,,,882.944,5302.0,19754.0,0.0,0.0,0.0,,,,12393.796,70739.0,140931.0,5790.257,34769.0,129547.0
2023-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,4568.112,26073.0,51945.0,6360.221,38192.0,143426.0
2023-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,9593.721,54757.0,109092.0,6464.547,38818.0,117280.0
2023-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,13809.655,78820.0,157032.0,5433.386,32627.0,71818.0
2023-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16641.359,94982.0,189231.0,6381.645,38321.0,98352.0
2023-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16814.199,95969.0,191196.0,5938.255,35658.0,87551.0
2023-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,15782.956,90083.0,179470.0,7292.643,43791.0,139349.0
2023-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,13046.333,74463.0,148351.0,8086.273,48557.0,151109.0
2023-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,10697.247,61056.0,121640.0,6193.483,37191.0,182329.0
2023-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,11701.014,66785.0,133053.0,7239.548,43472.0,206403.0
2024-01-01,,,,2531.346,15200.0,103167.0,0.0,0.0,0.0,,,,11603.271,66227.0,133596.0,4717.518,28328.0,192266.0
2024-02-01,,,,2266.707,13611.0,80878.0,0.0,0.0,0.0,,,,11779.386,67232.0,135624.0,4371.098,26248.0,155964.0
2024-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,9966.181,56883.0,114747.0,6604.272,39658.0,156447.0
2024-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,5818.471,33209.0,66992.0,6455.232,38763.0,126093.0
2024-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,7045.746,40214.0,81123.0,5668.122,34036.0,131790.0
2024-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,12258.7,69968.0,141143.0,6737.474,40457.0,106374.0
2024-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,15458.949,88233.0,177990.0,7397.901,44423.0,113619.0
2024-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17179.859,98056.0,197803.0,7539.488,45273.0,113343.0
2024-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,15185.068,86670.0,174836.0,4632.304,27816.0,71254.0
2024-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,12043.569,68740.0,138666.0,3895.495,23392.0,90082.0
2024-11-01,,,,778.91,4677.0,34909.0,0.0,0.0,0.0,,,,7273.315,41513.0,83743.0,4018.269,24129.0,180088.0
2024-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,12354.825,70516.0,142250.0,5516.29,33124.0,204587.0
