measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2010-03-01,1.516,18.0,18.0,0.0,0.0,0.0,1332.729,15044.0,15044.0
2010-04-01,4.029,48.0,48.0,0.0,0.0,0.0,1715.534,19365.0,19365.0
2010-05-01,5.9910000000000005,66.0,66.0,0.0,0.0,0.0,4953.137000000001,55911.0,55911.0
2010-06-01,3.343,36.0,36.0,0.0,0.0,0.0,3553.77,40115.0,40115.0
2010-07-01,3.5090000000000003,42.0,42.0,0.0,0.0,0.0,7918.5560000000005,89384.0,89384.0
2010-08-01,4.424,48.0,48.0,0.0,0.0,0.0,8312.098,93826.0,93826.0
2010-09-01,4.511,48.0,48.0,0.0,0.0,0.0,1840.73,20778.0,20778.0
2010-10-01,6.718,78.0,78.0,0.0,0.0,0.0,3253.5640000000003,36726.0,36726.0
2010-11-01,3.069,36.0,36.0,0.0,0.0,0.0,2563.8650000000002,28940.0,28940.0
2010-12-01,3.406,36.0,36.0,0.0,0.0,0.0,2393.5150000000003,27018.0,27018.0
2011-01-01,3.661,42.0,42.0,0.0,0.0,0.0,2811.223,31802.0,31802.0
2011-02-01,4.033,48.0,48.0,0.0,0.0,0.0,1875.06,21213.0,21213.0
2011-03-01,6.491,72.0,72.0,0.0,0.0,0.0,2333.398,26397.0,26397.0
2011-04-01,6.461,72.0,72.0,0.0,0.0,0.0,1721.616,19477.0,19477.0
2011-05-01,3.051,36.0,36.0,0.0,0.0,0.0,960.871,10870.0,10870.0
2011-06-01,2.049,24.0,24.0,0.0,0.0,0.0,2109.485,23864.0,23864.0
2011-07-01,4.938,54.0,54.0,0.0,0.0,0.0,8408.975,95129.0,95129.0
2011-08-01,2.592,30.0,30.0,0.0,0.0,0.0,4723.279,53433.0,53433.0
2011-09-01,3.31,36.0,36.0,0.0,0.0,0.0,1551.573,17553.0,17553.0
2011-10-01,1.031,12.0,12.0,0.0,0.0,0.0,1632.78,18472.0,18472.0
2011-11-01,5.669,66.0,66.0,0.0,0.0,0.0,980.957,11097.0,11097.0
2011-12-01,35.74,402.0,402.0,0.0,0.0,0.0,2435.757,27555.0,27555.0
2012-01-01,,,,0.0,0.0,0.0,1835.217,20975.0,20975.0
2012-02-01,,,,0.0,0.0,0.0,3592.353,41059.0,41059.0
2012-03-01,,,,0.0,0.0,0.0,3837.437,43860.0,43860.0
2012-04-01,,,,0.0,0.0,0.0,4628.992,52906.0,52906.0
2012-05-01,,,,0.0,0.0,0.0,5768.095,65926.0,65926.0
2012-06-01,,,,0.0,0.0,0.0,6445.755,73671.0,73671.0
2012-07-01,,,,0.0,0.0,0.0,10921.058,124820.0,124820.0
2012-08-01,,,,0.0,0.0,0.0,5232.787,59807.0,59807.0
2012-09-01,,,,0.0,0.0,0.0,2307.658,26375.0,26375.0
2012-10-01,,,,0.0,0.0,0.0,1800.216,20575.0,20575.0
2012-11-01,,,,0.0,0.0,0.0,2955.532,33780.0,33780.0
2012-12-01,0.525,6.0,6.0,0.0,0.0,0.0,4639.375,53025.0,53025.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3614.765,39691.0,39691.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2640.484,28993.0,28993.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3913.628,42972.0,42972.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3955.856,43436.0,43436.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3001.3,32954.0,32954.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2477.431,27202.0,27202.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4972.7,54601.0,54601.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4666.321,51236.0,51236.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3891.231,42726.0,42726.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2322.202,25498.0,25498.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3195.567,35088.0,35088.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4126.515,45310.0,45310.0
2014-01-01,11.873,126.0,126.0,0.0,0.0,0.0,4132.033,44093.0,44093.0
2014-02-01,6.674,72.0,72.0,0.0,0.0,0.0,2028.169,21642.0,21642.0
2014-03-01,12.744,138.0,138.0,0.0,0.0,0.0,1946.508,20771.0,20771.0
2014-04-01,1.803,18.0,18.0,0.0,0.0,0.0,1692.561,18061.0,18061.0
2014-05-01,1.727,18.0,18.0,0.0,0.0,0.0,5098.493,54407.0,54407.0
2014-06-01,2.04,24.0,24.0,0.0,0.0,0.0,3730.763,39812.0,39812.0
2014-07-01,1.628,18.0,18.0,0.0,0.0,0.0,2529.234,26989.0,26989.0
2014-08-01,0.815,6.0,6.0,0.0,0.0,0.0,4575.564,48826.0,48826.0
2014-09-01,0.5,6.0,6.0,0.0,0.0,0.0,2178.557,23248.0,23248.0
2014-10-01,1.381,12.0,12.0,0.0,0.0,0.0,6472.082,69064.0,69064.0
2014-11-01,0.948,12.0,12.0,0.0,0.0,0.0,2999.551,32009.0,32009.0
2014-12-01,1.724,18.0,18.0,0.0,42.0,42.0,4957.628,52903.0,52903.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,826.04,8587.0,8587.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1137.906,11830.0,11830.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1561.317,16232.0,16232.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1483.869,15428.0,15428.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,688.462,7158.0,7158.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1497.312,15567.0,15567.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2336.126,24287.0,24287.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1984.402,20631.0,20631.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2013.01,20929.0,20929.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1100.062,11437.0,11437.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1002.855,10426.0,10426.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2028.639,21091.0,21091.0
2016-01-01,,,,0.0,0.0,0.0,3423.425,35076.0,35076.0
2016-02-01,,,,0.0,0.0,0.0,3351.725,34343.0,34343.0
2016-03-01,,,,0.0,0.0,0.0,3283.493,33644.0,33644.0
2016-04-01,,,,0.0,0.0,0.0,3665.491,37558.0,37558.0
2016-05-01,,,,0.0,0.0,0.0,3712.801,38042.0,38042.0
2016-06-01,,,,0.0,0.0,0.0,3686.686,37775.0,37775.0
2016-07-01,,,,0.0,0.0,0.0,4826.605,49455.0,49455.0
2016-08-01,,,,0.0,0.0,0.0,5851.17,59953.0,59953.0
2016-09-01,,,,0.0,0.0,0.0,1949.031,19970.0,19970.0
2016-10-01,,,,0.0,0.0,0.0,1943.247,19912.0,19912.0
2016-11-01,,,,0.0,0.0,0.0,2094.476,21461.0,21461.0
2016-12-01,1.171,12.0,12.0,0.0,0.0,0.0,1719.679,17621.0,17621.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3114.047,32822.0,32822.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1392.71,14679.0,14679.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4027.655,42450.0,42450.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3558.707,37508.0,37508.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2776.705,29265.0,29265.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3703.145,39030.0,39030.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4860.074,51224.0,51224.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3038.905,32029.0,32029.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2259.939,23819.0,23819.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1938.405,20430.0,20430.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2125.627,22404.0,22404.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3117.081,32853.0,32853.0
2018-01-01,1.789,12.0,12.0,0.0,0.0,0.0,3414.325,34809.0,34809.0
2018-02-01,1.151,12.0,12.0,0.0,0.0,0.0,4623.755,47138.0,47138.0
2018-03-01,1.274,12.0,12.0,0.0,0.0,0.0,6011.718,61288.0,61288.0
2018-04-01,1.703,18.0,18.0,0.0,0.0,0.0,5454.853,55611.0,55611.0
2018-05-01,4.489,48.0,48.0,0.0,0.0,0.0,6483.657,66100.0,66100.0
2018-06-01,6.877,72.0,72.0,0.0,0.0,0.0,7382.258,75261.0,75261.0
2018-07-01,1.498,18.0,18.0,0.0,0.0,0.0,10152.255,103500.0,103500.0
2018-08-01,4.021,42.0,42.0,0.0,0.0,0.0,9365.839,95483.0,95483.0
2018-09-01,3.237,30.0,30.0,0.0,0.0,0.0,6686.395,68167.0,68167.0
2018-10-01,4.561,48.0,48.0,0.0,0.0,0.0,2951.881,30094.0,30094.0
2018-11-01,1.934,18.0,18.0,0.0,0.0,0.0,3630.011,37007.0,37007.0
2018-12-01,1.012,12.0,12.0,0.0,54.0,54.0,3091.507,31518.0,31518.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2500.842,25208.0,25208.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,4091.585,41245.0,41245.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3788.964,38194.0,38194.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4226.518,42605.0,42605.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3473.351,35013.0,35013.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,4641.559,46789.0,46789.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,5972.322,60203.0,60203.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6127.437,61767.0,61767.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4703.032,47409.0,47409.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,4540.399,45769.0,45769.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3845.441,38763.0,38763.0
2019-12-01,0.0,0.0,0.0,0.0,24.0,24.0,5058.55,50992.0,50992.0
2020-01-01,,,,0.0,0.0,0.0,6326.909,64483.0,64483.0
2020-02-01,,,,0.0,0.0,0.0,4449.433,45349.0,45349.0
2020-03-01,,,,0.0,0.0,0.0,4316.616,43995.0,43995.0
2020-04-01,,,,0.0,0.0,0.0,3901.442,39763.0,39763.0
2020-05-01,,,,0.0,0.0,0.0,3096.334,31557.0,31557.0
2020-06-01,,,,0.0,0.0,0.0,4592.323,46805.0,46805.0
2020-07-01,,,,0.0,0.0,0.0,6067.465,61839.0,61839.0
2020-08-01,,,,0.0,0.0,0.0,4522.703,46095.0,46095.0
2020-09-01,,,,0.0,0.0,0.0,2776.227,28295.0,28295.0
2020-10-01,,,,0.0,0.0,0.0,3879.398,39538.0,39538.0
2020-11-01,,,,0.0,0.0,0.0,3015.298,30731.0,30731.0
2020-12-01,0.589,6.0,6.0,0.0,18.0,18.0,4762.263,48536.0,48536.0
2021-01-01,2.483,24.0,24.0,0.0,0.0,0.0,2399.519,24842.0,24842.0
2021-02-01,5.935,60.0,60.0,0.0,0.0,0.0,5736.126,59386.0,59386.0
2021-03-01,1.935,18.0,18.0,0.0,0.0,0.0,1870.446,19365.0,19365.0
2021-04-01,4.733,48.0,48.0,0.0,0.0,0.0,4574.409,47359.0,47359.0
2021-05-01,4.364,48.0,48.0,0.0,0.0,0.0,4217.741,43667.0,43667.0
2021-06-01,12.028,126.0,126.0,0.0,0.0,0.0,11625.016,120355.0,120355.0
2021-07-01,12.032,126.0,126.0,0.0,0.0,0.0,11629.529,120402.0,120402.0
2021-08-01,10.577,108.0,108.0,0.0,0.0,0.0,10222.475,105834.0,105834.0
2021-09-01,6.715,72.0,72.0,0.0,0.0,0.0,6490.162,67193.0,67193.0
2021-10-01,14.482,150.0,150.0,0.0,0.0,0.0,13997.316,144915.0,144915.0
2021-11-01,17.398,180.0,180.0,0.0,0.0,0.0,16815.44,174091.0,174091.0
2021-12-01,21.488,222.0,222.0,0.0,12.0,12.0,20768.651,215020.0,215020.0
2022-01-01,61.779,648.0,648.0,0.0,0.0,0.0,19083.104,199996.0,199996.0
2022-02-01,29.536,312.0,312.0,0.0,0.0,0.0,9123.456,95617.0,95617.0
2022-03-01,5.613,60.0,60.0,0.0,0.0,0.0,1733.81,18170.0,18170.0
2022-04-01,10.734,114.0,114.0,0.0,0.0,0.0,3315.811,34751.0,34751.0
2022-05-01,13.139,138.0,138.0,0.0,0.0,0.0,4058.466,42534.0,42534.0
2022-06-01,20.487,216.0,216.0,0.0,0.0,0.0,6328.215,66321.0,66321.0
2022-07-01,29.501,312.0,312.0,0.0,0.0,0.0,9112.679,95503.0,95503.0
2022-08-01,24.455,258.0,258.0,0.0,0.0,0.0,7554.129,79169.0,79169.0
2022-09-01,18.556,192.0,192.0,0.0,0.0,0.0,5731.903,60072.0,60072.0
2022-10-01,19.397,204.0,204.0,0.0,0.0,0.0,5991.678,62795.0,62795.0
2022-11-01,15.085,156.0,156.0,0.0,0.0,0.0,4659.538,48833.0,48833.0
2022-12-01,25.947,270.0,270.0,0.0,18.0,18.0,8014.981,84000.0,84000.0
2023-01-01,3.025,30.0,30.0,0.0,0.0,0.0,7865.983,78897.0,78897.0
2023-02-01,1.569,18.0,18.0,0.0,0.0,0.0,4079.684,40920.0,40920.0
2023-03-01,2.76,30.0,30.0,0.0,0.0,0.0,7177.544,71992.0,71992.0
2023-04-01,3.128,30.0,30.0,0.0,0.0,0.0,8134.708,81592.0,81592.0
2023-05-01,3.968,42.0,42.0,0.0,0.0,0.0,10316.811,103478.0,103478.0
2023-06-01,6.11,60.0,60.0,0.0,0.0,0.0,15888.07,159359.0,159359.0
2023-07-01,5.779,60.0,60.0,0.0,0.0,0.0,15026.868,150721.0,150721.0
2023-08-01,6.838,66.0,66.0,0.0,0.0,0.0,17779.446,178329.0,178329.0
2023-09-01,6.761,66.0,66.0,0.0,0.0,0.0,17579.549,176324.0,176324.0
2023-10-01,7.877,78.0,78.0,0.0,0.0,0.0,20483.119,205448.0,205448.0
2023-11-01,8.436,84.0,84.0,0.0,0.0,0.0,21935.504,220014.0,220014.0
2023-12-01,6.56,66.0,66.0,0.0,18.0,18.0,17056.901,171082.0,171082.0
2024-01-01,4.195,42.0,42.0,0.0,0.0,0.0,25417.761,252038.0,252038.0
2024-02-01,2.486,24.0,24.0,0.0,0.0,0.0,15062.539,149357.0,149357.0
2024-03-01,2.2,24.0,24.0,0.0,0.0,0.0,13328.641,132164.0,132164.0
2024-04-01,2.288,24.0,24.0,0.0,0.0,0.0,13864.618,137479.0,137479.0
2024-05-01,1.598,18.0,18.0,0.0,0.0,0.0,9685.391,96038.0,96038.0
2024-06-01,0.148,0.0,0.0,0.0,0.0,0.0,899.075,8915.0,8915.0
2024-07-01,1.549,18.0,18.0,0.0,0.0,0.0,9385.472,93065.0,93065.0
2024-08-01,0.899,6.0,6.0,0.0,0.0,0.0,5445.795,54000.0,54000.0
2024-09-01,0.146,0.0,0.0,0.0,0.0,0.0,886.691,8793.0,8793.0
2024-10-01,1.148,12.0,12.0,0.0,0.0,0.0,6957.576,68990.0,68990.0
2024-11-01,1.906,18.0,18.0,0.0,0.0,0.0,11550.833,114536.0,114536.0
2024-12-01,2.01,18.0,18.0,0.0,24.0,24.0,12177.034,120745.0,120745.0
