measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-07-01,382.44446,1877.18,5286.87,12.908000000000001,107.13,107.13,,,,77430.65854,380059.53,1070393.69,,,,148.834,703.8,7143.85
2004-08-01,372.25730999999996,1827.18,5146.05,10.597000000000001,87.93,87.93,,,,67008.73969,328904.74,926322.52,,,,128.214,606.29,6154.11
2004-09-01,159.08992999999998,780.87,2199.24,13.975,116.0,116.0,,,,29063.89407,142656.79,401776.49,,,,95.57300000000001,451.94,4587.39
2004-10-01,149.42090000000002,733.42,2065.61,20.651,171.39,171.39,,,,5113.6221000000005,25099.62,70691.31,,,,42.905,202.89,2059.38
2004-11-01,249.46820000000002,1224.49,3448.74,10.204,84.68,84.68,,,,4424.5978000000005,21717.63,61167.23,,,,100.265,474.13,4812.58
2004-12-01,2500.68569,12274.33,34574.15,18.195,150.97,150.97,,,,9328.68631,45788.79,128977.18,,,,67.475,319.07,3238.74
2005-01-01,0.0,0.0,0.0,58.14,533.06,39024.64,0.0,0.0,0.0,17949.591,88103.51,355343.69,0.0,0.0,0.0,419.391,1983.2,30986.83
2005-02-01,0.0,0.0,0.0,13.383000000000001,122.7,8982.7,0.0,0.0,0.0,15912.779,78106.06,315021.41,0.0,0.0,0.0,371.80100000000004,1758.16,27470.63
2005-03-01,0.0,0.0,0.0,11.484,105.29,7708.22,0.0,0.0,0.0,18989.111,93205.88,375922.81,0.0,0.0,0.0,443.68,2098.05,32781.38
2005-04-01,0.0,0.0,0.0,11.491000000000001,105.35,7712.62,0.0,0.0,0.0,19468.498,95558.9,385413.11,0.0,0.0,0.0,454.88,2151.02,33608.95
2005-05-01,0.0,0.0,0.0,11.585,106.22,7776.2,0.0,0.0,0.0,15793.612000000001,77521.14,312662.29,0.0,0.0,0.0,369.017,1744.99,27264.9
2005-06-01,0.0,0.0,0.0,14.034,128.67,9419.78,0.0,0.0,0.0,26869.6,131886.36,531930.92,0.0,0.0,0.0,627.807,2968.74,46385.66
2005-07-01,0.0,0.0,0.0,26.579,243.68,17840.03,0.0,0.0,0.0,34625.26,169954.13,685467.83,0.0,0.0,0.0,809.017,3825.65,59774.45
2005-08-01,0.0,0.0,0.0,23.541,215.83,15801.06,0.0,0.0,0.0,37019.584,181706.39,732867.68,0.0,0.0,0.0,864.961,4090.19,63907.83
2005-09-01,0.0,0.0,0.0,13.099,120.09,8792.07,0.0,0.0,0.0,24488.794,120200.44,484798.69,0.0,0.0,0.0,572.179,2705.7,42275.62
2005-10-01,0.0,0.0,0.0,18.365,168.38,12326.64,0.0,0.0,0.0,16935.277000000002,83124.87,335263.56,0.0,0.0,0.0,395.692,1871.13,29235.8
2005-11-01,0.0,0.0,0.0,12.366000000000001,113.37,8300.28,0.0,0.0,0.0,15201.321,74613.95,300936.85,0.0,0.0,0.0,355.178,1679.55,26242.42
2005-12-01,0.0,0.0,0.0,33.873000000000005,310.57,22736.26,0.0,0.0,0.0,16424.034,80615.49,325142.59,0.0,0.0,0.0,383.747,1814.64,28353.22
2006-01-01,0.0,0.0,0.0,80.79241999999999,740.74,1805.05,0.0,0.0,0.0,14710.304,72203.85,277489.73,3205.49458,29389.47,71616.53,213.02700000000002,1007.35,12974.64
2006-02-01,0.0,0.0,0.0,100.64311,922.74,2262.64,0.0,0.0,0.0,14667.428,71993.39,276680.92,3176.24289,29121.27,71407.79,212.406,1004.41,12936.82
2006-03-01,0.0,0.0,0.0,179.59214,1646.58,4119.8,0.0,0.0,0.0,16001.372,78540.91,301843.94,3395.94286,31135.58,77902.04,231.723,1095.76,14113.38
2006-04-01,0.0,0.0,0.0,87.04477,798.07,1953.43,0.0,0.0,0.0,13453.375,66034.35,253779.48,2918.56023,26758.72,65497.23,194.824,921.28,11866.02
2006-05-01,0.0,0.0,0.0,60.62146,555.81,1349.19,0.0,0.0,0.0,13050.708,64057.91,246183.71,2854.81554,26174.28,63536.86,188.993,893.7,11510.86
2006-06-01,0.0,0.0,0.0,58.66278,537.85,1298.94,0.0,0.0,0.0,16694.372,81942.42,314916.44,3670.58022,33653.59,81275.89,241.75900000000001,1143.22,14724.61
2006-07-01,0.0,0.0,0.0,72.91512999999999,668.52,1610.19,0.0,0.0,0.0,25000.874,122713.93,471607.2,5511.73387,50534.13,121715.76,362.04900000000004,1712.04,22051.03
2006-08-01,0.0,0.0,0.0,77.45899,710.18,1713.41,0.0,0.0,0.0,23537.652000000002,115531.87,444005.52,5180.41301,47496.44,114592.12,340.85900000000004,1611.84,20760.45
2006-09-01,0.0,0.0,0.0,45.40186,416.27,1001.72,0.0,0.0,0.0,16695.258,81946.76,314933.14,3683.92614,33775.95,81280.2,241.77200000000002,1143.28,14725.4
2006-10-01,0.0,0.0,0.0,45.26343,415.0,997.38,0.0,0.0,0.0,18619.322,91390.81,351227.98,4113.80957,37717.32,90647.43,269.635,1275.04,16422.43
2006-11-01,0.0,0.0,0.0,72.85143,667.94,1620.68,0.0,0.0,0.0,16015.105,78608.31,302103.01,3504.79757,32133.61,77968.91,231.922,1096.7,14125.49
2006-12-01,0.0,0.0,0.0,80.93357,742.04,1805.57,0.0,0.0,0.0,15649.029,76811.47,295197.47,3415.02143,31310.5,76186.68,226.621,1071.64,13802.61
2007-01-01,,,,26.047,87.0,87.0,,,,5764.639,28296.0,84312.0,0.0,0.0,0.0,64.738,306.0,2999.0
2007-02-01,,,,102.675,348.0,348.0,,,,6169.809,30284.0,90238.0,0.0,0.0,0.0,69.288,328.0,3210.0
2007-03-01,,,,54.526,185.0,185.0,,,,10961.326000000001,53803.0,160317.0,0.0,0.0,0.0,123.098,582.0,5702.0
2007-04-01,,,,10.4,35.0,35.0,,,,11470.349,56301.0,167762.0,0.0,0.0,0.0,128.814,609.0,5967.0
2007-05-01,,,,13.825,46.0,46.0,,,,12221.034,59985.0,178741.0,0.0,0.0,0.0,137.245,649.0,6358.0
2007-06-01,,,,43.729,145.0,145.0,,,,16567.259,81318.0,242307.0,0.0,0.0,0.0,186.054,879.0,8620.0
2007-07-01,,,,23.872,81.0,81.0,,,,23522.552,115458.0,344034.0,0.0,0.0,0.0,264.163,1250.0,12238.0
2007-08-01,,,,28.57,99.0,99.0,,,,33534.575,164601.0,490467.0,0.0,0.0,0.0,376.6,1781.0,17446.0
2007-09-01,,,,18.858,64.0,64.0,,,,16549.229,81230.0,242044.0,0.0,0.0,0.0,185.851,878.0,8609.0
2007-10-01,,,,12.205,41.0,41.0,,,,17636.114,86565.0,257940.0,0.0,0.0,0.0,198.05700000000002,936.0,9175.0
2007-11-01,,,,8.459,29.0,29.0,,,,9475.376,46508.0,138584.0,0.0,0.0,0.0,106.41,503.0,4930.0
2007-12-01,,,,20.414,70.0,70.0,,,,11985.797,58831.0,175301.0,0.0,0.0,0.0,134.603,637.0,6235.0
2008-01-01,1.989,10.0,23.0,13.778,46.0,46.0,,,,7650.618,37552.0,109063.0,,,,27.195,21.0,21.0
2008-02-01,1.591,8.0,23.0,11.028,41.0,41.0,,,,7563.267000000001,37123.0,107819.0,,,,26.883000000000003,19.0,19.0
2008-03-01,0.519,3.0,6.0,3.595,12.0,12.0,,,,9734.244,47779.0,138768.0,,,,34.599000000000004,24.0,24.0
2008-04-01,0.35700000000000004,2.0,6.0,2.474,12.0,12.0,,,,8738.071,42890.0,124567.0,,,,31.058,22.0,22.0
2008-05-01,0.366,2.0,6.0,2.5380000000000003,12.0,12.0,,,,3825.456,18777.0,54534.0,,,,13.597000000000001,9.0,9.0
2008-06-01,1.475,7.0,23.0,10.224,41.0,41.0,,,,17189.418,84372.0,245046.0,,,,61.098000000000006,42.0,42.0
2008-07-01,0.6880000000000001,3.0,12.0,4.767,17.0,17.0,,,,21672.261,106376.0,308951.0,,,,77.031,54.0,54.0
2008-08-01,0.42700000000000005,2.0,6.0,2.958,12.0,12.0,,,,19601.653,96212.0,279433.0,,,,69.672,49.0,49.0
2008-09-01,0.532,3.0,6.0,3.688,12.0,12.0,,,,18104.549,88864.0,258092.0,,,,64.35,45.0,45.0
2008-10-01,0.25,1.0,6.0,1.733,6.0,6.0,,,,15885.28,77971.0,226454.0,,,,56.462,39.0,39.0
2008-11-01,0.536,3.0,6.0,3.714,12.0,12.0,,,,10258.122,50351.0,146236.0,,,,36.461,26.0,26.0
2008-12-01,1.028,5.0,17.0,7.123,29.0,29.0,,,,11238.063,55161.0,160206.0,,,,39.944,28.0,28.0
2009-01-01,,,,8.993,82.0,226.0,,,,7116.122,34929.0,101507.0,,,,10.491,50.0,441.0
2009-02-01,,,,1.735,16.0,41.0,,,,9071.123,44525.0,129393.0,,,,13.373000000000001,63.0,561.0
2009-03-01,,,,2.1310000000000002,20.0,52.0,,,,12471.121,61213.0,177892.0,,,,18.385,87.0,771.0
2009-04-01,,,,0.798,7.0,17.0,,,,11919.506,58506.0,170024.0,,,,17.572,83.0,737.0
2009-05-01,,,,0.756,7.0,17.0,,,,11144.326000000001,54701.0,158965.0,,,,16.429000000000002,78.0,688.0
2009-06-01,,,,0.669,6.0,17.0,,,,12256.113000000001,60158.0,174824.0,,,,18.068,85.0,757.0
2009-07-01,,,,1.05,10.0,23.0,,,,15437.058,75771.0,220198.0,,,,22.757,108.0,954.0
2009-08-01,,,,0.899,8.0,23.0,,,,18081.682,88752.0,257922.0,,,,26.656000000000002,126.0,1117.0
2009-09-01,,,,0.5740000000000001,5.0,12.0,,,,14500.142,71172.0,206834.0,,,,21.376,101.0,897.0
2009-10-01,,,,0.597,5.0,17.0,,,,10809.49,53057.0,154189.0,,,,15.935,75.0,668.0
2009-11-01,,,,0.7080000000000001,6.0,17.0,,,,11485.389,56375.0,163831.0,,,,16.932000000000002,80.0,710.0
2009-12-01,,,,0.69,6.0,17.0,,,,8490.008,41672.0,121104.0,,,,12.516,59.0,525.0
2010-01-01,,,,47.01,220.0,220.0,,,,6269.514,30773.0,90408.0,,,,0.0,0.0,0.0
2010-02-01,,,,15.079,70.0,70.0,,,,6087.4490000000005,29880.0,87782.0,,,,0.0,0.0,0.0
2010-03-01,,,,15.097000000000001,70.0,70.0,,,,8743.777,42918.0,126086.0,,,,0.0,0.0,0.0
2010-04-01,,,,11.228,52.0,52.0,,,,9266.518,45484.0,133624.0,,,,0.0,0.0,0.0
2010-05-01,,,,12.499,58.0,58.0,,,,8857.905,43478.0,127732.0,,,,0.0,0.0,0.0
2010-06-01,,,,26.781000000000002,128.0,128.0,,,,13381.36,65681.0,192960.0,,,,0.0,0.0,0.0
2010-07-01,,,,83.044,394.0,394.0,,,,18311.874,89882.0,264059.0,,,,0.0,0.0,0.0
2010-08-01,,,,33.752,162.0,162.0,,,,15577.611,76461.0,224630.0,,,,0.0,0.0,0.0
2010-09-01,,,,15.316,75.0,75.0,,,,13557.332,66545.0,195498.0,,,,0.0,0.0,0.0
2010-10-01,,,,9.802,46.0,46.0,,,,11115.128,54557.0,160282.0,,,,0.0,0.0,0.0
2010-11-01,,,,10.485000000000001,52.0,52.0,,,,13062.874,64118.0,188368.0,,,,0.0,0.0,0.0
2010-12-01,,,,35.467,168.0,168.0,,,,13008.838,63852.0,187589.0,,,,0.0,0.0,0.0
2011-01-01,,,,38.778,151.0,151.0,,,,15655.978,76846.0,237997.0,,,,0.0,0.0,0.0
2011-02-01,,,,14.753,52.0,52.0,,,,17756.264,87155.0,269924.0,,,,0.0,0.0,0.0
2011-03-01,,,,27.841,104.0,104.0,,,,22481.306,110347.0,341754.0,,,,0.0,0.0,0.0
2011-04-01,,,,25.005,93.0,93.0,,,,19171.141,94099.0,291433.0,,,,0.0,0.0,0.0
2011-05-01,,,,36.874,133.0,133.0,,,,22690.197,111372.0,344929.0,,,,0.0,0.0,0.0
2011-06-01,,,,22.386,81.0,81.0,,,,23647.149,116069.0,359476.0,,,,0.0,0.0,0.0
2011-07-01,,,,44.59,162.0,162.0,,,,30767.924,151021.0,467724.0,,,,0.0,0.0,0.0
2011-08-01,,,,14.888,52.0,52.0,,,,27389.83,134440.0,416370.0,,,,0.0,0.0,0.0
2011-09-01,,,,14.362,52.0,52.0,,,,24270.68,119130.0,368955.0,,,,0.0,0.0,0.0
2011-10-01,,,,16.014,58.0,58.0,,,,20505.017,100647.0,311710.0,,,,0.0,0.0,0.0
2011-11-01,,,,13.945,52.0,52.0,,,,21635.637,106196.0,328897.0,,,,0.0,0.0,0.0
2011-12-01,,,,14.764,52.0,52.0,,,,25721.137,126249.0,391004.0,,,,0.0,0.0,0.0
2012-01-01,,,,1.37,13.0,17.0,,,,21178.979,103955.0,293294.0,,,,0.0,0.0,0.0
2012-02-01,,,,0.977,9.0,12.0,,,,24602.561,120759.0,340707.0,,,,0.0,0.0,0.0
2012-03-01,,,,0.902,8.0,12.0,,,,21466.368,105365.0,297275.0,,,,0.0,0.0,0.0
2012-04-01,,,,1.248,11.0,17.0,,,,22086.294,108408.0,305860.0,,,,0.0,0.0,0.0
2012-05-01,,,,2.154,20.0,29.0,,,,20198.508,99142.0,279717.0,,,,0.0,0.0,0.0
2012-06-01,,,,1.705,16.0,23.0,,,,23046.425,113121.0,319156.0,,,,0.0,0.0,0.0
2012-07-01,,,,3.687,34.0,52.0,,,,28316.328,138987.0,392136.0,,,,0.0,0.0,0.0
2012-08-01,,,,1.352,12.0,17.0,,,,26067.944,127952.0,360999.0,,,,0.0,0.0,0.0
2012-09-01,,,,1.514,14.0,23.0,,,,22367.076,109786.0,309748.0,,,,0.0,0.0,0.0
2012-10-01,,,,1.139,10.0,17.0,,,,19503.814,95732.0,270097.0,,,,0.0,0.0,0.0
2012-11-01,,,,1.984,18.0,29.0,,,,19725.445,96820.0,273166.0,,,,0.0,0.0,0.0
2012-12-01,,,,1.568,14.0,23.0,,,,21436.138,105217.0,296856.0,,,,0.0,0.0,0.0
2013-01-01,,,,1.346,12.0,58.0,0.0,0.0,0.0,28724.244,140990.0,379202.0,12.711,117.0,549.0,0.0,0.0,0.0
2013-02-01,,,,0.392,4.0,17.0,0.0,0.0,0.0,27183.3,133426.0,358859.0,12.027,110.0,519.0,0.0,0.0,0.0
2013-03-01,,,,0.324,3.0,12.0,0.0,0.0,0.0,25187.888,123632.0,332516.0,11.144,102.0,481.0,0.0,0.0,0.0
2013-04-01,,,,0.54,5.0,23.0,0.0,0.0,0.0,23553.119,115608.0,310935.0,10.421,96.0,450.0,0.0,0.0,0.0
2013-05-01,,,,0.509,5.0,23.0,0.0,0.0,0.0,24990.051,122661.0,329905.0,11.057,101.0,477.0,0.0,0.0,0.0
2013-06-01,,,,0.419,4.0,17.0,0.0,0.0,0.0,25917.997,127216.0,342155.0,11.467,105.0,494.0,0.0,0.0,0.0
2013-07-01,,,,1.034,9.0,46.0,0.0,0.0,0.0,34000.871,166889.0,448861.0,15.044,138.0,649.0,0.0,0.0,0.0
2013-08-01,,,,0.533,5.0,23.0,0.0,0.0,0.0,32533.139,159685.0,429484.0,14.394,132.0,622.0,0.0,0.0,0.0
2013-09-01,,,,0.378,3.0,17.0,0.0,0.0,0.0,27878.835,136840.0,368041.0,12.335,113.0,532.0,0.0,0.0,0.0
2013-10-01,,,,0.442,4.0,17.0,0.0,0.0,0.0,26734.902,131225.0,352940.0,11.829,108.0,511.0,0.0,0.0,0.0
2013-11-01,,,,0.42,4.0,17.0,0.0,0.0,0.0,26487.413,130010.0,349673.0,11.719,107.0,506.0,0.0,0.0,0.0
2013-12-01,,,,0.916,8.0,41.0,0.0,0.0,0.0,28158.981,138215.0,371740.0,12.459,114.0,537.0,0.0,0.0,0.0
2014-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,22933.203,112565.0,301645.0,8.414,77.0,397.0,0.0,0.0,0.0
2014-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,20734.878,101775.0,272732.0,7.609,70.0,359.0,0.0,0.0,0.0
2014-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,23527.963,115484.0,309470.0,8.634,79.0,407.0,0.0,0.0,0.0
2014-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,18794.404,92250.0,247208.0,6.897,63.0,325.0,0.0,0.0,0.0
2014-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,24780.596,121633.0,325946.0,9.093,83.0,428.0,0.0,0.0,0.0
2014-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,30004.595,147274.0,394659.0,11.01,101.0,519.0,0.0,0.0,0.0
2014-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,33906.867,166428.0,445986.0,12.442,114.0,587.0,0.0,0.0,0.0
2014-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,33504.867,164455.0,440699.0,12.295,113.0,579.0,0.0,0.0,0.0
2014-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,31414.953,154197.0,413209.0,11.528,106.0,543.0,0.0,0.0,0.0
2014-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,32015.985,157147.0,421115.0,11.748,108.0,554.0,0.0,0.0,0.0
2014-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,22604.727,110953.0,297327.0,8.295,76.0,391.0,0.0,0.0,0.0
2014-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,28929.022,141995.0,380512.0,10.615,97.0,501.0,0.0,0.0,0.0
2015-01-01,,,,0.0,0.0,0.0,,,,23973.563,117671.0,319735.0,,,,,,
2015-02-01,,,,0.0,0.0,0.0,,,,19265.378,94562.0,256941.0,,,,,,
2015-03-01,,,,0.0,0.0,0.0,,,,24696.425,121220.0,329375.0,,,,,,
2015-04-01,,,,0.0,0.0,0.0,,,,22277.653,109347.0,297116.0,,,,,,
2015-05-01,,,,0.0,0.0,0.0,,,,22219.546,109062.0,296340.0,,,,,,
2015-06-01,,,,0.0,0.0,0.0,,,,26794.107,131516.0,357351.0,,,,,,
2015-07-01,,,,0.0,0.0,0.0,,,,33112.961,162531.0,441625.0,,,,,,
2015-08-01,,,,0.0,0.0,0.0,,,,32828.455,161135.0,437831.0,,,,,,
2015-09-01,,,,0.0,0.0,0.0,,,,28030.592,137585.0,373842.0,,,,,,
2015-10-01,,,,0.0,0.0,0.0,,,,27243.203,133720.0,363341.0,,,,,,
2015-11-01,,,,0.0,0.0,0.0,,,,25166.157,123525.0,335640.0,,,,,,
2015-12-01,,,,0.0,0.0,0.0,,,,26314.2,129160.0,350951.0,64.68,4.0,4.0,,,
2016-01-01,0.0,0.0,0.0,,,,,,,22242.307,107555.0,296462.0,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,,,,,,,20701.322,100103.0,275922.0,0.0,0.0,0.0,,,
2016-03-01,0.0,0.0,0.0,,,,,,,22521.425,108905.0,300182.0,0.0,0.0,0.0,,,
2016-04-01,0.0,0.0,0.0,,,,,,,19739.329,95452.0,263100.0,0.0,0.0,0.0,,,
2016-05-01,0.0,0.0,0.0,,,,,,,21300.163,102999.0,283905.0,0.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,,,,,,,27389.66,132445.0,365069.0,0.0,0.0,0.0,,,
2016-07-01,0.0,0.0,0.0,,,,,,,33565.065,162307.0,447380.0,0.0,0.0,0.0,,,
2016-08-01,0.0,0.0,0.0,,,,,,,33998.763,164404.0,453160.0,0.0,0.0,0.0,,,
2016-09-01,0.0,0.0,0.0,,,,,,,28804.109,139285.0,383923.0,0.0,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,,,,,,,23137.429,111883.0,308393.0,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,,,,,,,24519.513,118567.0,326814.0,0.0,0.0,0.0,,,
2016-12-01,,,,4.9,24.0,46.0,,,,24440.315,118184.0,325758.0,0.0,0.0,0.0,,,
2017-01-01,,,,1.279,6.0,23.0,,,,23860.943,115382.0,320232.0,0.0,0.0,0.0,,,
2017-02-01,,,,1.001,5.0,17.0,,,,22341.765,108036.0,299842.0,0.0,0.0,0.0,,,
2017-03-01,,,,1.305,6.0,23.0,,,,22090.44,106821.0,296470.0,0.0,0.0,0.0,,,
2017-04-01,,,,0.877,4.0,17.0,,,,18225.751,88132.0,244603.0,0.0,0.0,0.0,,,
2017-05-01,,,,1.415,7.0,29.0,,,,19275.177,93207.0,258687.0,0.0,0.0,0.0,,,
2017-06-01,,,,1.506,7.0,29.0,,,,24369.44,117841.0,327055.0,0.0,0.0,0.0,,,
2017-07-01,,,,1.257,6.0,23.0,,,,31308.422,151395.0,420182.0,0.0,0.0,0.0,,,
2017-08-01,,,,1.693,8.0,29.0,,,,30350.942,146765.0,407332.0,0.0,0.0,0.0,,,
2017-09-01,,,,1.227,6.0,23.0,,,,28192.028,136325.0,378358.0,0.0,0.0,0.0,,,
2017-10-01,,,,0.891,4.0,17.0,,,,27881.589,134824.0,374191.0,0.0,0.0,0.0,,,
2017-11-01,,,,1.629,8.0,29.0,,,,22371.552,108180.0,300242.0,0.0,0.0,0.0,,,
2017-12-01,,,,1.6,8.0,29.0,,,,23942.651,115777.0,321328.0,0.0,0.0,0.0,,,
2018-01-01,,,,4.595,22.0,81.0,,,,20420.575,98746.0,275224.0,0.0,0.0,0.0,,,
