measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Generation,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Quantity Consumed For Electricity,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Total Fuel Consumed
2015-04-01,5808.547,54130.0,54130.0,,,
2015-05-01,6503.511,60606.0,60606.0,,,
2015-06-01,6311.25,58815.0,58815.0,,,
2015-07-01,6501.728,60590.0,60590.0,,,
2015-08-01,6467.032,60266.0,60266.0,,,
2015-09-01,5416.661,50478.0,50478.0,,,
2015-10-01,6052.886,56407.0,56407.0,,,
2015-11-01,5813.263,54174.0,54174.0,,,
2015-12-01,5982.671,55753.0,55753.0,,,
2016-01-01,5631.079,51986.0,51986.0,,,
2016-02-01,5269.679,48650.0,48650.0,,,
2016-03-01,5611.496,51805.0,51805.0,,,
2016-04-01,5158.996,47628.0,47628.0,,,
2016-05-01,5890.183,54378.0,54378.0,,,
2016-06-01,5658.181,52236.0,52236.0,,,
2016-07-01,6059.025,55937.0,55937.0,,,
2016-08-01,6075.537,56089.0,56089.0,,,
2016-09-01,5949.378,54925.0,54925.0,,,
2016-10-01,5933.827,54781.0,54781.0,,,
2016-11-01,5878.893,54274.0,54274.0,,,
2016-12-01,6230.726,57522.0,57522.0,,,
2017-01-01,5973.924,55038.0,55038.0,,,
2017-02-01,5229.871,48183.0,48183.0,,,
2017-03-01,5850.214,53898.0,53898.0,,,
2017-04-01,5671.267,52249.0,52249.0,,,
2017-05-01,5502.156,50691.0,50691.0,,,
2017-06-01,5476.751,50457.0,50457.0,,,
2017-07-01,5807.651,53506.0,53506.0,,,
2017-08-01,5772.258,53180.0,53180.0,,,
2017-09-01,5672.388,52260.0,52260.0,,,
2017-10-01,5098.158,46969.0,46969.0,,,
2017-11-01,5521.819,50873.0,50873.0,,,
2017-12-01,5729.543,52786.0,52786.0,,,
2018-01-01,7297.019,66432.0,66432.0,,,
2018-02-01,6949.079,63264.0,63264.0,,,
2018-03-01,7420.613,67557.0,67557.0,,,
2018-04-01,6447.688,58700.0,58700.0,,,
2018-05-01,7587.072,69073.0,69073.0,,,
2018-06-01,7245.154,65960.0,65960.0,,,
2018-07-01,7546.878,68707.0,68707.0,,,
2018-08-01,7506.749,68341.0,68341.0,,,
2018-09-01,7279.577,66273.0,66273.0,,,
2018-10-01,6980.689,63552.0,63552.0,,,
2018-11-01,7238.584,65900.0,65900.0,,,
2018-12-01,7676.898,69890.0,69890.0,,,
2019-01-01,6017.949,53590.0,53590.0,,,
2019-02-01,5596.495,49837.0,49837.0,,,
2019-03-01,6172.618,54967.0,54967.0,,,
2019-04-01,5643.941,50259.0,50259.0,,,
2019-05-01,5994.504,53381.0,53381.0,,,
2019-06-01,5876.569,52331.0,52331.0,,,
2019-07-01,6093.162,54260.0,54260.0,,,
2019-08-01,6171.121,54954.0,54954.0,,,
2019-09-01,6047.46,53853.0,53853.0,,,
2019-10-01,4821.239,42933.0,42933.0,,,
2019-11-01,4222.611,37602.0,37602.0,,,
2019-12-01,5275.331,46977.0,46977.0,,,
2020-01-01,6091.915,53408.0,53408.0,0.0,0.0,0.0
2020-02-01,6677.507,58542.0,58542.0,0.0,0.0,0.0
2020-03-01,8472.243,74276.0,74276.0,0.0,0.0,0.0
2020-04-01,8141.374,71375.0,71375.0,0.0,0.0,0.0
2020-05-01,8065.833,70713.0,70713.0,0.0,0.0,0.0
2020-06-01,7512.492,65862.0,65862.0,0.0,0.0,0.0
2020-07-01,8119.369,71183.0,71183.0,0.0,0.0,0.0
2020-08-01,8147.11,71426.0,71426.0,0.0,0.0,0.0
2020-09-01,7647.157,67043.0,67043.0,0.0,0.0,0.0
2020-10-01,7345.738,64400.0,64400.0,0.0,0.0,0.0
2020-11-01,8083.018,70864.0,70864.0,0.0,0.0,0.0
2020-12-01,7914.244,69384.0,69384.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,8354.06,73883.0,73883.0
2021-02-01,0.0,0.0,0.0,8279.712,73226.0,73226.0
2021-03-01,0.0,0.0,0.0,8256.579,73021.0,73021.0
2021-04-01,0.0,0.0,0.0,8287.002,73290.0,73290.0
2021-05-01,0.0,0.0,0.0,8355.339,73895.0,73895.0
2021-06-01,0.0,0.0,0.0,8329.099,73663.0,73663.0
2021-07-01,0.0,0.0,0.0,9037.332,79926.0,79926.0
2021-08-01,0.0,0.0,0.0,8902.125,78730.0,78730.0
2021-09-01,0.0,0.0,0.0,8819.035,77996.0,77996.0
2021-10-01,0.0,0.0,0.0,8297.587,73384.0,73384.0
2021-11-01,0.0,0.0,0.0,8605.458,76107.0,76107.0
2021-12-01,0.0,0.0,0.0,9198.672,81353.0,81353.0
2022-01-01,8820.298,30095.0,30095.0,0.0,0.0,0.0
2022-02-01,7305.963,24928.0,24928.0,0.0,0.0,0.0
2022-03-01,7994.077,27276.0,27276.0,0.0,0.0,0.0
2022-04-01,8241.662,28121.0,28121.0,0.0,0.0,0.0
2022-05-01,8379.547,28591.0,28591.0,0.0,0.0,0.0
2022-06-01,8044.305,27447.0,27447.0,0.0,0.0,0.0
2022-07-01,8480.184,28934.0,28934.0,0.0,0.0,0.0
2022-08-01,8394.97,28644.0,28644.0,0.0,0.0,0.0
2022-09-01,8109.707,27670.0,27670.0,0.0,0.0,0.0
2022-10-01,8271.073,28221.0,28221.0,0.0,0.0,0.0
2022-11-01,8108.114,27665.0,27665.0,0.0,0.0,0.0
2022-12-01,8654.1,29528.0,29528.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,9487.0,32370.0,32370.0
2023-02-01,0.0,0.0,0.0,7991.0,27265.0,27265.0
2023-03-01,0.0,0.0,0.0,8717.0,29742.0,29742.0
2023-04-01,0.0,0.0,0.0,8266.0,28204.0,28204.0
2023-05-01,0.0,0.0,0.0,7854.0,26798.0,26798.0
2023-06-01,0.0,0.0,0.0,7787.0,26569.0,26569.0
2023-07-01,0.0,0.0,0.0,6958.0,23741.0,23741.0
2023-08-01,0.0,0.0,0.0,5839.0,19923.0,19923.0
2023-09-01,0.0,0.0,0.0,6856.0,23393.0,23393.0
2023-10-01,0.0,0.0,0.0,8108.0,27664.0,27664.0
2023-11-01,0.0,0.0,0.0,8345.0,28473.0,28473.0
2023-12-01,0.0,0.0,0.0,8829.0,30125.0,30125.0
2024-01-01,0.0,0.0,0.0,9919.0,33844.0,33844.0
2024-02-01,0.0,0.0,0.0,8838.0,30155.0,30155.0
2024-03-01,0.0,0.0,0.0,11418.0,38958.0,38958.0
2024-04-01,0.0,0.0,0.0,12078.0,41210.0,41210.0
2024-05-01,0.0,0.0,0.0,12106.0,41306.0,41306.0
2024-06-01,0.0,0.0,0.0,10976.0,37450.0,37450.0
2024-07-01,0.0,0.0,0.0,8651.0,29517.0,29517.0
2024-08-01,0.0,0.0,0.0,9549.0,32581.0,32581.0
2024-09-01,0.0,0.0,0.0,10487.0,35782.0,35782.0
2024-10-01,0.0,0.0,0.0,11436.0,39020.0,39020.0
2024-11-01,0.0,0.0,0.0,12422.0,42384.0,42384.0
2024-12-01,0.0,0.0,0.0,13798.0,47079.0,47079.0
