measured_on,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2018-01-01,,,,,,,1507.697,22084.0,22084.0
2018-02-01,,,,,,,1356.114,19865.0,19865.0
2018-03-01,,,,,,,1371.056,20084.0,20084.0
2018-04-01,,,,,,,1272.822,18645.0,18645.0
2018-05-01,,,,,,,1722.274,25229.0,25229.0
2018-06-01,,,,,,,1878.399,27516.0,27516.0
2018-07-01,,,,,,,2335.866,34217.0,34217.0
2018-08-01,,,,,,,2174.719,31856.0,31856.0
2018-09-01,,,,,,,1844.994,27026.0,27026.0
2018-10-01,,,,,,,1550.079,22706.0,22706.0
2018-11-01,,,,,,,1338.137,19602.0,19602.0
2018-12-01,,,,,,,1447.843,21209.0,21209.0
2019-01-01,,,,,,,508.392,12382.0,12382.0
2019-02-01,,,,,,,408.712,9954.0,9954.0
2019-03-01,,,,,,,439.167,10696.0,10696.0
2019-04-01,,,,,,,395.71,9638.0,9638.0
2019-05-01,,,,,,,538.272,13110.0,13110.0
2019-06-01,,,,,,,620.968,15124.0,15124.0
2019-07-01,,,,,,,714.54,17403.0,17403.0
2019-08-01,,,,,,,769.281,18736.0,18736.0
2019-09-01,,,,,,,664.867,16193.0,16193.0
2019-10-01,,,,,,,515.542,12556.0,12556.0
2019-11-01,,,,,,,467.627,11389.0,11389.0
2019-12-01,,,,,,,519.922,12663.0,12663.0
2020-01-01,,,,,,,573.639,3726.0,3726.0
2020-02-01,,,,,,,545.77,3545.0,3545.0
2020-03-01,,,,,,,531.831,3454.0,3454.0
2020-04-01,,,,,,,473.544,3075.0,3075.0
2020-05-01,,,,,,,566.919,3682.0,3682.0
2020-06-01,,,,,,,670.537,4355.0,4355.0
2020-07-01,,,,,,,815.813,5298.0,5298.0
2020-08-01,,,,,,,789.6,5128.0,5128.0
2020-09-01,,,,,,,651.562,4232.0,4232.0
2020-10-01,,,,,,,563.449,3659.0,3659.0
2020-11-01,,,,,,,441.336,2866.0,2866.0
2023-01-01,,,,,,,2234.976,35210.0,35210.0
2023-02-01,,,,,,,2107.951,33208.0,33208.0
2023-03-01,,,,,,,2080.385,32774.0,32774.0
2023-04-01,,,,,,,2009.186,31652.0,31652.0
2023-05-01,,,,,,,2868.503,45190.0,45190.0
2023-06-01,,,,,,,3313.634,52202.0,52202.0
2023-07-01,,,,,,,3634.051,57250.0,57250.0
2023-08-01,,,,,,,3999.88,63013.0,63013.0
2023-09-01,,,,,,,3369.643,53084.0,53084.0
2023-10-01,,,,,,,2487.285,39184.0,39184.0
2023-11-01,,,,,,,2306.087,36330.0,36330.0
2023-12-01,,,,,,,2450.419,38603.0,38603.0
2024-01-01,,,,,,,1092.995,17204.0,17204.0
2024-02-01,,,,,,,754.624,11878.0,11878.0
2024-03-01,,,,,,,856.357,13478.0,13478.0
2024-04-01,,,,,,,804.568,12664.0,12664.0
2024-05-01,,,,,,,1074.992,16920.0,16920.0
2024-06-01,,,,,,,1212.783,19088.0,19088.0
2024-07-01,,,,,,,1310.922,20634.0,20634.0
2024-08-01,,,,,,,1481.253,23315.0,23315.0
2024-09-01,,,,,,,1229.039,19345.0,19345.0
2024-10-01,,,,,,,1064.618,16757.0,16757.0
2024-11-01,,,,,,,852.899,13424.0,13424.0
2024-12-01,,,,,,,914.95,14401.0,14401.0
