measured_on,Bituminous Coal-Combined Cycle Combustion Turbine Part Generation,Bituminous Coal-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Bituminous Coal-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Petroleum Coke-Combined Cycle Combustion Turbine Part Generation,Petroleum Coke-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Petroleum Coke-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Waste Coal-Combined Cycle Combustion Turbine Part Generation,Waste Coal-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Waste Coal-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,247.77787,1693.43,3914.0,,,,20959.50101,143247.25,331084.8,356.25824,2434.84,5627.6,,,,17260.43188,117966.05,272652.8
2004-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,86.14153999999999,588.73,1359.6,,,,20066.38012,137143.24,316714.2,351.81433,2404.47,5552.8,,,,17324.762000000002,118405.71,273442.35
2004-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,416.3278,2845.38,7034.9,,,,15186.56852,103792.27,256615.08,271.06964,1852.62,4580.4,,,,15724.70604,107470.16,265708.26
2004-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,515.89934,3525.9,6344.8,,,,19812.91551,135410.94,243669.6,533.07214,3643.27,6556.0,,,,15730.34402,107508.7,193460.0
2004-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,465.20979,3179.47,6633.2,,,,17505.33967,119639.86,249600.12,929.46576,6352.41,13252.8,,,,15384.61578,105145.82,219361.75
2004-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,984.62165,6729.38,9630.5,,,,1368.18293,9350.82,13382.08,38.23773,261.33,374.0,,,,9959.37568,68067.14,97411.8
2004-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1946.81933,13305.5,32887.9,,,,2936.33079,20068.29,49603.86,22.66008,154.87,382.8,,,,3660.0658000000003,25014.64,61830.02
2004-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,646.61268,4419.26,9457.46,,,,15422.87595,105407.31,225577.44,83.02932,567.46,1214.4,,,,13244.18506,90517.1,193711.56
2004-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,264.25248,1806.03,4459.9,,,,15150.8465,103548.13,255707.19,189.27064000000001,1293.57,3194.4,,,,14627.79438,99973.35,246879.42
2005-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,649.76608,4440.81,10763.5,,,,17028.358500000002,116379.94,282078.03,62.95128,430.24,1042.8,,,,14870.71314,101633.56,246336.22
2005-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,2400.26388,16404.55,47229.62,,,,11109.41525,75927.06,218598.24,0.0,0.0,0.0,,,,12537.49786,85687.26,246698.4
2005-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,375.7113,2567.79,6324.2,,,,18901.08803,129179.08,318154.55,0.0,0.0,0.0,,,,15056.80666,102905.42,253445.28
2005-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,33.58516,229.54,494.4,,,,17982.72651,122902.55,264719.88,0.0,0.0,0.0,,,,15340.66933,104845.47,225826.72
2005-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,372.78495,2547.79,5986.36,,,,13022.71499,89003.47,209125.02,0.0,0.0,0.0,,,,12106.22606,82739.74,194407.6
2005-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,600.97486,4107.35,8878.6,,,,17311.7326,118316.66,255757.7,0.0,0.0,0.0,,,,13343.13654,91193.38,197127.0
2005-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,49.78563,340.26,824.0,,,,16494.34508,112730.25,272997.27,0.0,0.0,0.0,,,,14711.71329,100546.89,243493.0
2005-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,45.48701,310.88,842.54,,,,20374.79415,139251.09,377395.16,0.0,0.0,0.0,,,,16001.97684,109365.17,296399.0
2005-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,13.82714,94.5,215.77,,,,18795.16937,128455.18,293293.86,0.0,0.0,0.0,,,,13156.50949,89917.88,205304.0
2005-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,271.98261,1858.86,5192.23,,,,11980.79559,81882.49,228717.0,0.0,0.0,0.0,,,,10115.4898,69134.1,193107.75
2005-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,221.1886,1511.71,3605.0,,,,17642.19311,120575.19,287537.9,0.0,0.0,0.0,,,,18386.98329,125665.44,299676.72
2005-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,415.99765,2843.13,8528.4,,,,13312.57267,90984.49,272922.08,0.0,0.0,0.0,,,,16918.44368,115628.74,346846.32
2006-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,116.29344,794.81,2152.7,,,,16149.57441,110373.92,298943.68,0.0,0.0,0.0,,,,16668.58015,113921.05,308550.96
2006-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,26.6367,182.05,494.4,,,,15219.2232,104015.45,282481.8,0.0,0.0,0.0,,,,15670.03809,107096.54,290849.31
2006-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,16605.1853,113487.78,266674.31,0.0,0.0,0.0,,,,19816.1137,135432.8,318240.86
2006-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,17630.61425,120496.05,261171.98,0.0,0.0,0.0,,,,18995.22775,129822.47,281386.75
2006-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,102.91036,703.34,1642.85,,,,18827.2376,128674.35,300556.0,0.0,0.0,0.0,,,,17695.69404,120940.84,282492.16
2006-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,98.64156,674.16,1637.7,,,,17048.24233,116515.85,283044.06,0.0,0.0,0.0,,,,16866.94111,115276.75,280034.0
2006-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,67.60495,462.04,1163.9,,,,16203.12701,110739.92,278956.21,0.0,0.0,0.0,,,,16686.76405,114045.33,287282.6
2006-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,6.892189999999999,47.1,92.7,,,,18685.49224,127705.59,251319.84,0.0,0.0,0.0,,,,22677.33957,154987.79,305010.18
2006-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,5.579479999999999,38.13,103.0,,,,13647.05318,93270.49,251931.48,0.0,0.0,0.0,,,,17240.21834,117827.9,318263.12
2006-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,484.73393999999996,3312.9,8166.87,,,,7804.93064,53342.63,131498.64,0.0,0.0,0.0,,,,8158.35342,55758.09,137453.16
2006-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,162.65526,1111.66,2564.7,,,,17062.69683,116614.63,269039.55,0.0,0.0,0.0,,,,16840.33091,115094.87,265533.35
2006-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,324.41455,2217.2,5479.6,,,,15689.30911,107228.24,265003.95,0.0,0.0,0.0,,,,16479.94733,112631.84,278358.41
2007-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,4711.217000000001,32199.0,105306.0,,,,7176.557000000001,49044.0,160412.0,0.0,0.0,0.0,,,,6371.37,43545.0,142414.0
2007-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,388.697,2656.0,6784.0,,,,14241.732,97345.0,248548.0,0.0,0.0,0.0,,,,15362.621,104995.0,268110.0
2007-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,28.131,193.0,496.0,,,,16325.753,111573.0,288116.0,0.0,0.0,0.0,,,,16332.806,111631.0,288241.0
2007-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,30.091,206.0,517.0,,,,17724.517,121129.0,304564.0,0.0,0.0,0.0,,,,15437.201000000001,105505.0,265261.0
2007-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,26.148,179.0,420.0,,,,19295.84,131866.0,310116.0,0.0,0.0,0.0,,,,18445.650999999998,126063.0,296452.0
2007-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,39.376000000000005,269.0,611.0,,,,17873.422,122157.0,277247.0,0.0,0.0,0.0,,,,17197.69,117542.0,266765.0
2007-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,77.52,529.0,1169.0,,,,16722.818,114293.0,252190.0,0.0,0.0,0.0,,,,19689.141,134563.0,296924.0
2007-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,22.36,152.0,346.0,,,,16596.919,113438.0,256878.0,0.0,0.0,0.0,,,,19299.782,131899.0,298712.0
2007-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,3457.19,23628.0,76210.0,,,,4125.443,28186.0,90941.0,0.0,0.0,0.0,,,,4561.32,31174.0,100549.0
2007-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,80.845,552.0,791.0,,,,16561.165,113186.0,162045.0,0.0,0.0,0.0,,,,21538.558,147201.0,210747.0
2007-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,35.881,245.0,346.0,,,,14863.940999999999,101576.0,143366.0,0.0,0.0,0.0,,,,18872.97,128981.0,182034.0
2007-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,417.052,2850.0,7317.0,,,,15805.964,108031.0,277313.0,0.0,0.0,0.0,,,,15990.248,109281.0,280547.0
2008-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,2047.2230000000002,14424.0,38891.0,,,,13957.356,98341.0,265145.0,,,,,,,16138.381000000001,113709.0,306578.0
2008-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,534.644,3767.0,8613.0,,,,14666.007000000001,103335.0,236262.0,,,,,,,14969.411,105472.0,241150.0
2008-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,290.922,2050.0,3712.0,,,,5246.894,36969.0,66950.0,,,,,,,4460.808,31430.0,56919.0
2008-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,196.54500000000002,1385.0,24668.0
2008-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,463.197,3264.0,8299.0,,,,9708.798,68407.0,173944.0,,,,,,,11099.532,78206.0,198861.0
2008-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,27.053,191.0,447.0,,,,15318.664,107933.0,253122.0,,,,,,,19034.684,134116.0,314525.0
2008-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,14.74,104.0,220.0,,,,17350.397,122248.0,259464.0,,,,,,,21940.989,154593.0,328113.0
2008-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,9.536,67.0,149.0,,,,16081.558,113308.0,251855.0,,,,,,,18256.703999999998,128634.0,285920.0
2008-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,30.726000000000003,216.0,442.0,,,,16997.235,119760.0,244437.0,,,,,,,20898.627,147249.0,300543.0
2008-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,39.225,276.0,664.0,,,,16290.936000000002,114784.0,275917.0,,,,,,,18981.731,133743.0,321491.0
2008-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,64.693,456.0,1058.0,,,,15066.058,106153.0,246347.0,,,,,,,16116.115000000002,113552.0,263516.0
2008-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,70.397,496.0,1142.0,,,,17622.393,124165.0,285944.0,,,,,,,20742.393,146148.0,336570.0
2009-01-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,17698.389,120959.0,299761.0,,,,,,,18533.73,126668.0,313909.0
2009-02-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,18070.193,123500.0,289046.0,,,,,,,15722.764,107457.0,251497.0
2009-03-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,2853.304,19501.0,23836.0,,,,,,,4342.224,29677.0,36275.0
2009-04-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,617.0
2009-05-01,,,,2995.886,20475.0,56245.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,7636.036,52188.0,143359.0,,,,,,,11236.99,76799.0,210963.0
2009-06-01,,,,9324.259,63726.0,147890.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,7075.894,48360.0,112229.0,,,,,,,20790.345,142091.0,329752.0
2009-07-01,,,,892.634,6101.0,14165.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,15088.958999999999,103125.0,239447.0,,,,,,,20584.71,140686.0,326659.0
2009-08-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,15502.655,105953.0,261967.0,,,,,,,18359.444,125477.0,310241.0
2009-09-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,18333.01,125297.0,276081.0,,,,,,,19032.263,130076.0,286611.0
2009-10-01,,,,4004.436,27368.0,60945.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,15862.421,108411.0,241414.0,,,,,,,16563.084000000003,113200.0,252078.0
2009-11-01,,,,2554.184,17457.0,40124.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,11663.169,79712.0,183217.0,,,,,,,16934.779000000002,115740.0,266029.0
2009-12-01,,,,3389.021,23162.0,51576.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,8503.26,58115.0,129408.0,,,,,,,11739.742,80235.0,178663.0
2010-01-01,,,,1842.3110000000001,56169.0,131929.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,1892.231,57691.0,135503.0,,,,,,,3588.458,109406.0,256971.0
2010-02-01,,,,545.3340000000001,17672.0,31294.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,647.1790000000001,20972.0,37138.0,,,,,,,1049.487,34010.0,60224.0
2010-03-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2010-04-01,,,,488.146,21276.0,50114.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,83.336,3632.0,8556.0,,,,,,,962.518,41951.0,98814.0
2010-05-01,,,,3545.929,87931.0,215152.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,778.4530000000001,19304.0,47233.0,,,,,,,4653.618,115400.0,282362.0
2010-06-01,,,,4432.767,100917.0,225485.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,682.9920000000001,15549.0,34742.0,,,,,,,6267.241,142680.0,318801.0
2010-07-01,,,,4636.404,102255.0,186878.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5782.5960000000005,127534.0,233077.0
2010-08-01,,,,5262.481000000001,126369.0,263199.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5156.519,123825.0,257899.0
2010-09-01,,,,6830.812,121904.0,302773.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,6294.188,112328.0,278988.0
2010-10-01,,,,4170.544,114428.0,271527.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3840.456,105372.0,250036.0
2010-11-01,,,,3775.5890000000004,130598.0,310978.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3274.411,113262.0,269698.0
2010-12-01,,,,5004.106000000001,129266.0,359083.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3313.8940000000002,85605.0,237797.0
2011-01-01,,,,3492.264,116904.0,308204.0,,,,,,,,,,,,,139.876,4682.0,12345.0,,,,0.0,0.0,0.0,,,,,,,2866.86,95969.0,253010.0
2011-02-01,,,,3276.442,95289.0,264195.0,,,,,,,,,,,,,294.535,8566.0,23750.0,,,,0.0,0.0,0.0,,,,,,,3589.023,104380.0,289400.0
2011-03-01,,,,-9303.218,57811.0,104332.0,,,,,,,,,,,,,-451.232,2804.0,5060.0,,,,0.0,0.0,0.0,,,,,,,-3389.55,21063.0,38013.0
2011-04-01,,,,1247.721,64622.0,162421.0,,,,,,,,,,,,,61.979,3210.0,8068.0,,,,0.0,0.0,0.0,,,,,,,1534.3,79465.0,199726.0
2011-05-01,,,,4200.14,101713.0,264696.0,,,,,,,,,,,,,84.334,2042.0,5315.0,,,,0.0,0.0,0.0,,,,,,,4557.526,110368.0,287218.0
2011-06-01,,,,5205.913,126928.0,266536.0,,,,,,,,,,,,,32.43,791.0,1660.0,,,,0.0,0.0,0.0,,,,,,,5361.657,130725.0,274510.0
2011-07-01,,,,3562.745,116802.0,293812.0,,,,,,,,,,,,,63.648,2087.0,5249.0,,,,0.0,0.0,0.0,,,,,,,3023.607,99126.0,249351.0
2011-08-01,,,,1767.675,33154.0,76085.0,,,,,,,,,,,,,48.745,914.0,2098.0,,,,5364.407,100612.0,230898.0,,,,,,,5848.173,109686.0,251720.0
2011-09-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,265.6,7178.0,16562.0,,,,4575.852,123668.0,285342.0,,,,,,,3615.548,97715.0,225460.0
2011-10-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,317.001,7654.0,21547.0,,,,3707.136,89512.0,251974.0,,,,,,,3436.863,82986.0,233603.0
2011-11-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,111.054,2988.0,6633.0,,,,4132.289,111181.0,246819.0,,,,,,,4584.657,123352.0,273839.0
2011-12-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,194.584,4322.0,10080.0,,,,5099.848,113266.0,264175.0,,,,,,,5072.568,112660.0,262762.0
2012-01-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,74.848,1910.0,4447.0,,,,5239.841,133742.0,311286.0,,,,,,,4495.311,114738.0,267055.0
2012-02-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,764.434,17322.0,40308.0,,,,4003.471,90718.0,211100.0,,,,,,,4850.095,109902.0,255742.0
2012-03-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,-174.905,1604.0,3466.0,,,,-4408.65,40432.0,87363.0,,,,,,,-6451.445,59167.0,127843.0
2012-04-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,-7.026,6114.0,16601.0,,,,-73.832,64246.0,174434.0,,,,,,,-104.142,90620.0,246042.0
2012-05-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,401.388,12209.0,24433.0,,,,3399.213,103392.0,206911.0,,,,,,,4269.399,129861.0,259880.0
2012-06-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,37.271,791.0,1841.0,,,,5095.957,108137.0,251664.0,,,,,,,5456.772,115794.0,269482.0
2012-07-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,4.644,91.0,200.0,,,,6173.337,121463.0,265610.0,,,,,,,6056.019,119155.0,260563.0
2012-08-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,-50.466,4802.0,10753.0,,,,-744.082,70800.0,158549.0,,,,,,,-718.452,68361.0,153088.0
