measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-12-01,,,,1696.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,29300.0,862600.0,862600.0,9219.0,0.0,0.0,5904.0,121721.0,121721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,6228.0,129115.0,129115.0,2733.0,0.0,0.0,1106.0,18205.0,18205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,380.0,6476.0,6476.0,0.0,0.0,0.0,239.0,7172.0,7172.0,1070.0,18211.0,18211.0,-455.0,0.0,0.0,0.0,0.0,0.0
2004-04-01,-125.0,88.0,88.0,-509.0,0.0,0.0,-134.0,1884.0,1884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-01,591.0,8664.0,8664.0,0.0,0.0,0.0,4570.0,52381.0,52381.0,1644.0,24128.0,24128.0,-126.0,0.0,0.0,0.0,0.0,0.0
2004-06-01,238.0,3609.0,3609.0,0.0,0.0,0.0,0.0,0.0,0.0,2903.0,44081.0,44081.0,453.0,0.0,0.0,-50.0,2519.0,2519.0
2004-07-01,-82.0,2837.0,2837.0,-715.0,0.0,0.0,-241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,920.0,13116.0,13116.0,0.0,0.0,0.0,1243.0,19445.0,19445.0,3989.0,56891.0,56891.0,901.0,0.0,0.0,714.0,11243.0,11243.0
2004-09-01,-80.0,322.0,322.0,-588.0,0.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-01,31.0,445.0,445.0,-262.0,0.0,0.0,-256.0,0.0,0.0,1137.0,16425.0,16425.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,-77.0,649.0,649.0,-765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-271.0,30.0,30.0
2004-12-01,3379.0,48030.0,48030.0,29.0,0.0,0.0,115.0,5754.0,5754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,1201.0,18427.5,18427.5,-671.0,0.0,0.0,-6.0,4586.4,4586.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-426.0,0.0,0.0,977.0,14090.4,14090.4,-824.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,-60.0,0.0,0.0,-536.0,0.0,0.0,-308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,-67.0,0.0,0.0,-605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3026.0,39822.89,39822.89
2005-06-01,227.0,3106.35,3106.35,0.0,0.0,0.0,2034.0,29296.8,29296.8,25431.0,349893.06,349893.06,8067.0,0.0,0.0,1234.0,17881.83,17881.83
2005-07-01,34.0,450.45,450.45,0.0,0.0,0.0,3510.0,46729.8,46729.8,28541.0,378167.59,378167.59,9948.0,0.0,0.0,1646.0,21912.22,21912.22
2005-08-01,5912.0,80226.9,80226.9,0.0,0.0,0.0,4220.0,57733.65,57733.65,29895.0,405711.85,405711.85,12189.0,0.0,0.0,1626.0,22254.18,22254.18
2005-09-01,1629.0,22540.05,22540.05,0.0,0.0,0.0,29.0,3340.35,3340.35,2154.0,29805.11,29805.11,760.0,0.0,0.0,0.0,47.38,47.38
2005-10-01,-74.0,0.0,0.0,-661.0,0.0,0.0,2478.0,34345.35,34345.35,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,23876.86,23876.86
2005-11-01,-85.0,0.0,0.0,-770.0,0.0,0.0,2020.0,25470.9,25470.9,0.0,0.0,0.0,0.0,0.0,0.0,750.0,9462.61,9462.61
2005-12-01,631.0,9535.5,9535.5,-1186.0,0.0,0.0,104.0,6440.85,6440.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,82.0,1102.0,1102.0,0.0,0.0,0.0,-477.0,0.0,0.0,2406.0,32536.0,32536.0,-505.0,0.0,0.0,0.0,4468.0,4468.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,470.0,8836.0,8836.0,846.0,19352.0,19352.0,-905.0,0.0,0.0,9.0,168.0,168.0
2006-03-01,454.0,1982.0,1982.0,-847.0,0.0,0.0,0.0,0.0,0.0,222.0,969.0,969.0,0.0,0.0,0.0,727.0,12767.0,12767.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-464.0,0.0,0.0,1767.0,24641.0,24641.0,-164.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470.0,34719.0,34719.0,127.0,0.0,0.0,298.0,10605.0,10605.0
2006-06-01,-80.0,0.0,0.0,-729.0,0.0,0.0,189.0,3107.0,3107.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.0,18588.0,18588.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,475.0,7460.0,7460.0,20076.0,280984.0,280984.0,6463.0,0.0,0.0,1348.0,21150.0,21150.0
2006-08-01,546.0,7397.0,7397.0,0.0,0.0,0.0,3742.0,37277.0,37277.0,9640.0,130657.0,130657.0,3115.0,0.0,0.0,3804.0,37893.0,37893.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,0.0,0.0,1429.0,20859.0,20859.0,-298.0,0.0,0.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-102.0,320.0,320.0,1433.0,20623.0,20623.0,-554.0,0.0,0.0,0.0,1892.0,1892.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-162.0,0.0,0.0,1673.0,20902.0,20902.0,-406.0,0.0,0.0,0.0,1580.0,1580.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,185.0,4724.0,4724.0,1922.0,23076.0,23076.0,-460.0,0.0,0.0,94.0,2418.0,2418.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-272.0,1725.0,1725.0,1738.0,22180.0,22180.0,-630.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,4443.0,55464.0,55464.0,-170.0,0.0,0.0,-398.0,794.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,1454.0,18935.0,18935.0,-589.0,0.0,0.0,-191.0,1257.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,-10.0,0.0,0.0,-94.0,0.0,0.0,-108.0,0.0,0.0,-10.0,0.0,0.0,-94.0,0.0,0.0,-108.0,0.0,0.0
2007-05-01,-24.5,0.0,0.0,-222.0,0.0,0.0,0.0,0.0,0.0,-24.5,0.0,0.0,-222.0,0.0,0.0,1330.0,17962.0,17962.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,750.522,10527.0,10527.0,4490.0,56983.0,56983.0,807.0,0.0,0.0,3.478,49.0,49.0
2007-07-01,525.28,6803.0,6803.0,93.777,0.0,0.0,180.0,4741.0,4741.0,3619.72,46880.0,46880.0,646.2230000000001,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,666.741,9996.0,9996.0,7734.0,100027.0,100027.0,2113.0,0.0,0.0,758.259,11368.0,11368.0
2007-09-01,-28.0,0.0,0.0,-256.5,0.0,0.0,40.064,600.0,600.0,-28.0,0.0,0.0,-256.5,0.0,0.0,2017.9360000000001,30209.0,30209.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2747.538,21094.0,21094.0,3531.0,6119.0,6119.0,654.0,0.0,0.0,398.46200000000005,3059.0,3059.0
2007-11-01,-40.0,0.0,0.0,-360.0,0.0,0.0,1237.992,16959.0,16959.0,-40.0,0.0,0.0,-360.0,0.0,0.0,289.00800000000004,3959.0,3959.0
2007-12-01,-24.0,0.0,0.0,-217.0,0.0,0.0,-178.5,0.0,0.0,-24.0,0.0,0.0,-217.0,0.0,0.0,-178.5,0.0,0.0
2008-01-01,-87.0,0.0,0.0,-783.0,0.0,0.0,639.0,12778.0,12778.0,-87.0,0.0,0.0,-783.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,1841.6270000000002,24376.0,24376.0,-281.504,0.0,0.0,0.0,0.0,0.0,1344.373,17794.0,17794.0,-205.496,0.0,0.0,-374.0,50.0,50.0
2008-03-01,-38.0,0.0,0.0,-342.0,0.0,0.0,-163.5,0.0,0.0,-38.0,0.0,0.0,-342.0,0.0,0.0,-163.5,0.0,0.0
2008-04-01,-4.0,0.0,0.0,-36.5,0.0,0.0,-131.5,0.0,0.0,-4.0,0.0,0.0,-36.5,0.0,0.0,-131.5,0.0,0.0
2008-05-01,-40.0,166.0,166.0,-363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,9857.0,9857.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2215.232,104082.0,104082.0,8868.0,119960.0,119960.0,2340.0,0.0,0.0,172.768,8117.0,8117.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,213.025,4888.0,4888.0,12929.0,175380.0,175380.0,3835.0,0.0,0.0,1.975,45.0,45.0
2008-08-01,,,,,,,0.0,0.0,0.0,-63.0,0.0,0.0,-569.0,0.0,0.0,-25.0,2116.0,2116.0
2008-09-01,,,,,,,933.0,15377.0,15377.0,-2.0,666.0,666.0,-487.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,,,,,,,-115.0,0.0,0.0,-57.0,0.0,0.0,-515.0,0.0,0.0,-115.0,0.0,0.0
2008-11-01,,,,,,,-130.0,0.0,0.0,203.0,3664.0,3664.0,-666.0,0.0,0.0,-130.0,0.0,0.0
2008-12-01,,,,,,,1508.0,16456.0,16456.0,-89.0,0.0,0.0,-803.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,,,,,,,-10.0,4785.0,4785.0,-117.0,0.0,0.0,-1055.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,,,,,,,674.12,8377.0,8377.0,-102.0,0.0,0.0,-1102.0,0.0,0.0,1771.88,22017.0,22017.0
2009-03-01,,,,,,,3707.3010000000004,42260.0,42260.0,1717.0,22530.0,22530.0,-472.0,0.0,0.0,4.699,54.0,54.0
2009-04-01,,,,,,,0.0,0.0,0.0,-6.0,0.0,0.0,-55.0,0.0,0.0,380.0,7422.0,7422.0
2009-05-01,,,,,,,-103.5,0.0,0.0,-40.0,0.0,0.0,-363.0,0.0,0.0,-103.5,0.0,0.0
2009-06-01,,,,,,,-209.0,223.0,223.0,-81.0,0.0,0.0,-734.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,,,,,,,0.0,0.0,0.0,258.0,4683.0,4683.0,-785.0,0.0,0.0,338.0,7398.0,7398.0
2009-08-01,,,,,,,248.60600000000002,5276.0,5276.0,2482.0,34898.0,34898.0,-228.0,0.0,0.0,31.394000000000002,666.0,666.0
2009-09-01,,,,,,,-107.5,0.0,0.0,-54.0,0.0,0.0,-487.0,0.0,0.0,-107.5,0.0,0.0
2009-10-01,,,,,,,-109.0,0.0,0.0,-42.0,0.0,0.0,-386.0,0.0,0.0,-109.0,0.0,0.0
2009-11-01,,,,,,,0.0,0.0,0.0,-65.0,0.0,0.0,-655.0,0.0,0.0,-226.0,404.0,404.0
2009-12-01,,,,,,,0.0,0.0,0.0,1897.0,24537.0,24537.0,-130.0,0.0,0.0,-27.0,5663.0,5663.0
2010-01-01,,,,,,,-232.19400000000002,0.0,0.0,-157.0,0.0,0.0,-1414.0,0.0,0.0,-148.806,0.0,0.0
2010-02-01,,,,,,,-199.894,0.0,0.0,-195.0,0.0,0.0,-1759.0,0.0,0.0,-128.106,0.0,0.0
2010-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,8746.0,8746.0
2010-04-01,,,,,,,-134.0,343.0,343.0,-46.0,0.0,0.0,-418.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,,,,,,,1118.0,17541.0,17541.0,-47.0,0.0,0.0,-422.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.527,314.0,314.0,-49.0,0.0,0.0,-442.0,0.0,0.0,8.473,5045.0,5045.0
2010-07-01,0.8350000000000001,11.0,11.0,0.222,0.0,0.0,2262.353,38697.0,38697.0,9084.165,124208.0,124208.0,2410.7780000000002,0.0,0.0,1012.647,17321.0,17321.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,762.0,4751.0,4751.0,-56.0,0.0,0.0,-510.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,-484.0,0.0,0.0,-196.0,530.0,530.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,1702.0,1702.0,-58.0,0.0,0.0,-514.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,-623.0,0.0,0.0,-253.0,253.0,253.0
2010-12-01,93.248,1233.0,1233.0,-40.918,0.0,0.0,-234.912,1433.0,1433.0,1622.7520000000002,21464.0,21464.0,-712.082,0.0,0.0,-8.088000000000001,49.0,49.0
2011-01-01,-0.953,0.0,0.0,-2.931,0.0,0.0,-232.0,2461.0,2461.0,-104.047,0.0,0.0,-951.069,0.0,0.0,0.0,0.0,0.0
2011-02-01,-0.889,0.0,0.0,-3.002,0.0,0.0,465.0,8742.0,8742.0,-97.111,0.0,0.0,-973.998,0.0,0.0,0.0,0.0,0.0
2011-03-01,-1.007,0.0,0.0,-3.078,0.0,0.0,-248.107,0.0,0.0,-109.993,0.0,0.0,-998.922,0.0,0.0,-101.893,0.0,0.0
2011-04-01,-0.78,0.0,0.0,-0.802,0.0,0.0,-110.585,0.0,0.0,-85.22,0.0,0.0,-260.198,0.0,0.0,-45.415,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,22256.0,22256.0,372.0,0.0,0.0,80.0,5021.0,5021.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.054,97.0,97.0,4335.0,66000.0,66000.0,1229.0,0.0,0.0,50.946,4690.0,4690.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,812.195,14960.0,14960.0,14885.0,211215.0,211215.0,5122.0,0.0,0.0,499.805,9206.0,9206.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-1.702,46.0,46.0,929.0,18529.0,18529.0,253.0,0.0,0.0,-88.298,2370.0,2370.0
2011-09-01,-3.692,0.0,0.0,-0.538,0.0,0.0,0.0,0.0,0.0,-403.308,0.0,0.0,-174.462,0.0,0.0,-176.0,126.0,126.0
2011-10-01,-3.42,0.0,0.0,-0.728,0.0,0.0,0.0,0.0,0.0,-373.58,0.0,0.0,-236.272,0.0,0.0,-207.0,87.0,87.0
2011-11-01,-2.74,0.0,0.0,-1.131,0.0,0.0,-149.573,0.0,0.0,-299.26,0.0,0.0,-366.869,0.0,0.0,-61.427,0.0,0.0
2011-12-01,-516.0,131.0,131.0,-482.0,0.0,0.0,-177.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.781,0.0,0.0
2012-01-01,-328.682,617.0,617.0,-223.112,0.0,0.0,-175.864,0.0,0.0,-275.318,517.0,517.0,-186.888,0.0,0.0,-113.136,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-155.782,0.0,0.0,-600.0,0.0,0.0,-378.0,0.0,0.0,-100.218,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-150.306,0.0,0.0,-442.0,0.0,0.0,-320.0,0.0,0.0,-96.694,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-148.48,0.0,0.0,-279.0,0.0,0.0,-227.0,0.0,0.0,-95.52,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-139.352,0.0,0.0,903.0,16084.0,16084.0,-205.0,0.0,0.0,-89.648,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4323.0,63305.0,63305.0,1080.0,0.0,0.0,-177.0,1674.0,1674.0
2012-07-01,84.789,1171.0,1171.0,24.803,0.0,0.0,636.724,9953.0,9953.0,22634.211,312475.0,312475.0,6621.197,0.0,0.0,304.276,4756.0,4756.0
2012-08-01,19.265,284.0,284.0,4.925,0.0,0.0,2.077,93.0,93.0,6055.735,89335.0,89335.0,1548.075,0.0,0.0,83.923,3749.0,3749.0
2012-09-01,12.838,183.0,183.0,3.339,0.0,0.0,252.0,10975.0,10975.0,5154.162,73357.0,73357.0,1340.661,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-127.182,0.0,0.0,-300.0,0.0,0.0,-242.0,0.0,0.0,-81.818,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-146.654,0.0,0.0,-402.0,0.0,0.0,-328.0,0.0,0.0,-94.346,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-168.561,0.0,0.0,-1343.0,0.0,0.0,-372.0,0.0,0.0,-108.439,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-183.851,0.0,0.0,909.0,19459.0,19459.0,-195.0,0.0,0.0,-110.149,0.0,0.0
2013-02-01,-2.48,0.0,0.0,-1.344,0.0,0.0,-273.0,174.0,174.0,-642.52,0.0,0.0,-436.656,0.0,0.0,0.0,0.0,0.0
2013-03-01,-2.48,0.0,0.0,-1.295,0.0,0.0,-126.319,0.0,0.0,-642.52,0.0,0.0,-420.705,0.0,0.0,-75.681,0.0,0.0
2013-04-01,-1.53,0.0,0.0,-0.908,0.0,0.0,-151.0,783.0,783.0,-396.47,0.0,0.0,-295.092,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-242.0,1488.0,1488.0,-273.0,0.0,0.0,-505.0,1055.0,1055.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821.0,54154.0,54154.0,781.0,0.0,0.0,-209.0,1017.0,1017.0
2013-07-01,2.399,35.0,35.0,0.765,0.0,0.0,1589.22,23705.0,23705.0,9409.601,136496.0,136496.0,3000.235,0.0,0.0,524.78,7828.0,7828.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0,19163.0,19163.0,187.0,0.0,0.0,186.0,4391.0,4391.0
2013-09-01,351.434,5069.0,5069.0,111.639,0.0,0.0,2.873,766.0,766.0,3627.566,52325.0,52325.0,1152.361,0.0,0.0,12.127,3232.0,3232.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-138.201,0.0,0.0,-184.0,1992.0,1992.0,-281.0,0.0,0.0,-82.799,0.0,0.0
2013-11-01,-1.761,0.0,0.0,-1.215,0.0,0.0,-144.454,0.0,0.0,-456.239,0.0,0.0,-394.785,0.0,0.0,-86.546,0.0,0.0
2013-12-01,-2.526,0.0,0.0,-1.596,0.0,0.0,1490.0,18688.0,18688.0,-654.474,0.0,0.0,-518.404,0.0,0.0,0.0,0.0,0.0
2014-01-01,19026.997,190276.0,190276.0,2709.615,0.0,0.0,19.632,3094.0,3094.0,24004.003,240048.0,240048.0,3418.385,0.0,0.0,36.368,5732.0,5732.0
2014-02-01,-120.674,3608.0,3608.0,-334.897,0.0,0.0,-146.0,412.0,412.0,-97.326,2910.0,2910.0,-270.103,0.0,0.0,0.0,0.0,0.0
2014-03-01,3588.0,53696.0,53696.0,-330.0,0.0,0.0,-56.782,1264.0,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.218,205.0,205.0
2014-04-01,-6.529,0.0,0.0,-6.692,0.0,0.0,-180.602,0.0,0.0,-362.471,0.0,0.0,-310.308,0.0,0.0,-51.398,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,13436.0,13436.0,0.0,0.0,0.0,-214.0,152.0,152.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3913.0,54953.0,54953.0,556.0,0.0,0.0,-202.0,227.0,227.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-161.14,0.0,0.0,3725.0,56578.0,56578.0,859.0,0.0,0.0,-45.86,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,624.547,9456.0,9456.0,3409.0,51090.0,51090.0,479.0,0.0,0.0,549.453,8319.0,8319.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-105.581,1177.0,1177.0,1880.0,29776.0,29776.0,547.0,0.0,0.0,-21.419,239.0,239.0
2014-10-01,-5.945,0.0,0.0,-6.059,0.0,0.0,-182.158,0.0,0.0,-330.055,0.0,0.0,-280.941,0.0,0.0,-51.842,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-205.512,0.0,0.0,1013.0,20009.0,20009.0,-393.0,0.0,0.0,-58.488,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,113.403,5625.0,5625.0,163.0,9774.0,9774.0,-484.0,0.0,0.0,10.597,526.0,526.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-198.723,0.0,0.0,-598.0,2674.0,2674.0,-528.0,0.0,0.0,-139.277,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,803.0,14160.0,14160.0,1047.0,22600.0,22600.0,-538.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,-247.108,0.0,0.0,-166.201,0.0,0.0,-209.306,0.0,0.0,-436.892,0.0,0.0,-385.799,0.0,0.0,-146.694,0.0,0.0
2015-04-01,-156.43,0.0,0.0,-110.198,0.0,0.0,0.0,0.0,0.0,-276.57,0.0,0.0,-255.802,0.0,0.0,2150.0,26619.0,26619.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,6.082,81.0,81.0,-122.0,3224.0,3224.0,-345.0,0.0,0.0,1589.918,21246.0,21246.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,58724.0,58724.0,591.0,11712.0,11712.0,-72.0,1776.0,1776.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11994.0,166426.0,166426.0,4409.0,0.0,0.0,528.0,8404.0,8404.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3196.0,47387.0,47387.0,946.0,0.0,0.0,1382.0,16729.0,16729.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6173.0,87564.0,87564.0,2012.0,0.0,0.0,221.0,4053.0,4053.0
2015-10-01,-128.251,0.0,0.0,-110.801,0.0,0.0,444.0,6467.0,6467.0,-226.749,0.0,0.0,-257.199,0.0,0.0,0.0,0.0,0.0
