measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2007-06-01,2798.215,69729.0,69729.0,-15.909,204.0,204.0
2007-07-01,1740.924,43382.0,43382.0,-9.898,128.0,128.0
2007-08-01,1353.788,33733.0,33733.0,-7.697,99.0,99.0
2007-09-01,959.92,23920.0,23920.0,-5.457,70.0,70.0
2007-10-01,1566.0020000000002,39023.0,39023.0,-8.903,116.0,116.0
2007-11-01,931.4680000000001,23210.0,23210.0,-5.296,70.0,70.0
2007-12-01,1155.46,28792.0,28792.0,-6.569,87.0,87.0
2008-01-01,-36.0,1073.0,1073.0,-36.0,0.0,0.0
2008-02-01,-71.0,1056.0,1056.0,-19.0,0.0,0.0
2008-03-01,29.0,2569.0,2569.0,-23.0,0.0,0.0
2008-04-01,219.0,6879.0,6879.0,-20.0,0.0,0.0
2008-05-01,3.0,1108.0,1108.0,-18.0,0.0,0.0
2008-06-01,71.0,2221.0,2221.0,-13.0,0.0,0.0
2008-07-01,-25.0,0.0,0.0,-27.0,0.0,0.0
2008-08-01,103.0,3173.0,3173.0,-25.0,0.0,0.0
2008-09-01,57.0,1253.0,1253.0,-3.0,99.0,99.0
2008-10-01,-30.0,0.0,0.0,-18.0,0.0,0.0
2008-11-01,-62.0,0.0,0.0,-23.0,0.0,0.0
2008-12-01,-30.0,853.0,853.0,-61.0,0.0,0.0
2009-01-01,-74.0,708.0,708.0,-26.0,0.0,0.0
2009-02-01,-94.0,0.0,0.0,-26.0,0.0,0.0
2009-03-01,-50.0,464.0,464.0,-18.0,29.0,29.0
2009-04-01,-25.0,667.0,667.0,-10.0,87.0,87.0
2009-05-01,-23.0,255.0,255.0,0.0,0.0,0.0
2009-06-01,-32.0,0.0,0.0,-16.0,0.0,0.0
2009-07-01,-29.0,0.0,0.0,-14.0,0.0,0.0
2009-08-01,-24.0,737.0,737.0,-13.0,0.0,0.0
2009-09-01,-28.0,0.0,0.0,-8.0,87.0,87.0
2009-10-01,-39.0,0.0,0.0,-18.0,0.0,0.0
2009-11-01,-40.0,0.0,0.0,-21.0,0.0,0.0
2009-12-01,-94.0,0.0,0.0,-27.0,0.0,0.0
2010-01-01,-92.0,0.0,0.0,-23.0,0.0,0.0
2010-02-01,-93.0,0.0,0.0,-23.0,0.0,0.0
2010-03-01,-62.0,0.0,0.0,-17.0,0.0,0.0
2010-04-01,-32.0,0.0,0.0,-17.0,0.0,0.0
2010-05-01,-30.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,-26.0,0.0,0.0,-14.0,0.0,0.0
2010-07-01,-30.0,133.0,133.0,-14.0,0.0,0.0
2010-08-01,1724.0,39631.0,39631.0,-6.0,46.0,46.0
2010-09-01,271.0,7639.0,7639.0,-10.0,35.0,35.0
2010-10-01,-26.0,0.0,0.0,-15.0,0.0,0.0
2010-11-01,364.0,7256.0,7256.0,-8.0,145.0,145.0
2010-12-01,-51.0,1241.0,1241.0,-30.0,0.0,0.0
2011-01-01,-89.0,0.0,0.0,-27.0,0.0,0.0
2011-02-01,689.0,19343.0,19343.0,-26.0,0.0,0.0
2011-03-01,304.0,9522.0,9522.0,-23.0,0.0,0.0
2011-04-01,-40.0,0.0,0.0,-20.0,0.0,0.0
2011-05-01,-30.0,0.0,0.0,-16.0,0.0,0.0
2011-06-01,247.0,6125.0,6125.0,-15.0,0.0,0.0
2011-07-01,353.0,9512.0,9512.0,-13.0,0.0,0.0
2011-08-01,299.0,6861.0,6861.0,-4.0,99.0,99.0
2011-09-01,-27.0,0.0,0.0,-16.0,0.0,0.0
2011-10-01,-32.0,0.0,0.0,-17.0,0.0,0.0
2011-11-01,276.0,7343.0,7343.0,-19.0,0.0,0.0
2011-12-01,-96.0,0.0,0.0,-28.0,0.0,0.0
2012-01-01,318.0,9576.0,9576.0,-25.0,0.0,0.0
2012-02-01,300.0,7128.0,7128.0,-23.0,0.0,0.0
2012-03-01,-51.0,0.0,0.0,-12.0,0.0,0.0
2012-04-01,558.0,11646.0,11646.0,-25.0,0.0,0.0
2012-05-01,-25.0,0.0,0.0,-25.0,0.0,0.0
2012-06-01,447.0,11541.0,11541.0,-15.0,0.0,0.0
2012-07-01,913.0,22649.0,22649.0,0.0,0.0,0.0
2012-08-01,67.0,1462.0,1462.0,-7.0,81.0,81.0
2012-09-01,25.0,1102.0,1102.0,-16.0,12.0,12.0
2012-10-01,-31.0,0.0,0.0,-19.0,0.0,0.0
2012-11-01,-47.0,0.0,0.0,-18.0,17.0,17.0
2012-12-01,-80.0,0.0,0.0,-22.0,6.0,6.0
2013-01-01,-83.0,290.0,290.0,-23.0,0.0,0.0
2013-02-01,-86.0,0.0,0.0,-21.0,0.0,0.0
2013-03-01,-84.0,0.0,0.0,-23.0,0.0,0.0
2013-04-01,-39.0,0.0,0.0,-18.0,0.0,0.0
2013-05-01,-27.0,0.0,0.0,-16.0,0.0,0.0
2013-06-01,-1.0,609.0,609.0,-14.0,0.0,0.0
2013-07-01,8.0,876.0,876.0,-13.0,0.0,0.0
2013-08-01,51.0,1305.0,1305.0,-6.0,81.0,81.0
2013-09-01,287.0,4942.0,4942.0,-13.0,12.0,12.0
2013-10-01,42.0,1578.0,1578.0,-17.0,0.0,0.0
2013-11-01,215.0,6658.0,6658.0,-21.0,0.0,0.0
2013-12-01,-100.0,0.0,0.0,-21.0,0.0,0.0
2014-01-01,-104.0,46.0,46.0,-27.0,0.0,0.0
2014-02-01,-85.0,0.0,0.0,-19.0,0.0,0.0
2014-03-01,-80.0,0.0,0.0,-22.0,0.0,0.0
2014-04-01,-6.0,684.0,684.0,-21.0,0.0,0.0
2014-05-01,-18.0,0.0,0.0,-14.0,0.0,0.0
2014-06-01,-18.0,0.0,0.0,-13.0,0.0,0.0
2014-07-01,-21.0,0.0,0.0,-14.0,0.0,0.0
2014-08-01,91.0,1938.0,1938.0,-3.0,52.0,52.0
2014-09-01,-20.0,0.0,0.0,-13.0,0.0,0.0
2014-10-01,-25.0,0.0,0.0,-19.0,0.0,0.0
2014-11-01,-52.0,0.0,0.0,-19.0,0.0,0.0
2014-12-01,-54.0,0.0,0.0,-21.0,0.0,0.0
2015-01-01,-68.0,0.0,0.0,-23.0,0.0,0.0
2015-02-01,-135.0,0.0,0.0,-45.0,0.0,0.0
2015-03-01,-52.0,0.0,0.0,-21.0,0.0,0.0
2015-04-01,-28.0,0.0,0.0,-17.0,0.0,0.0
2015-05-01,-23.0,0.0,0.0,-16.0,0.0,0.0
2015-06-01,11.0,797.0,797.0,-13.0,0.0,0.0
2015-07-01,93.0,1961.0,1961.0,-13.0,0.0,0.0
2015-08-01,-18.0,0.0,0.0,-2.0,122.0,122.0
2015-09-01,-15.0,0.0,0.0,-13.0,128.0,128.0
2015-10-01,-24.0,0.0,0.0,-18.0,0.0,0.0
2015-11-01,-36.0,0.0,0.0,-22.0,0.0,0.0
2015-12-01,-45.0,0.0,0.0,-19.0,0.0,0.0
2016-01-01,-62.0,0.0,0.0,-23.0,0.0,0.0
2016-02-01,-56.0,0.0,0.0,-20.0,0.0,0.0
2016-03-01,-49.0,0.0,0.0,-19.0,0.0,0.0
2016-04-01,-28.0,0.0,0.0,-18.0,0.0,0.0
2016-05-01,-18.0,0.0,0.0,-15.0,0.0,0.0
2016-06-01,-16.0,0.0,0.0,-13.0,0.0,0.0
2016-07-01,24.0,722.0,722.0,-6.0,47.0,47.0
2016-08-01,48.0,1350.0,1350.0,-10.0,6.0,6.0
2016-09-01,-13.0,0.0,0.0,-12.0,12.0,12.0
2016-10-01,-14.0,0.0,0.0,-12.0,0.0,0.0
2016-11-01,-31.0,0.0,0.0,-15.0,0.0,0.0
2016-12-01,-71.0,0.0,0.0,-19.0,0.0,0.0
2017-01-01,-27.941,576.0,576.0,-21.039,0.0,0.0
2017-02-01,-5.784,116.0,116.0,-4.356,0.0,0.0
2017-03-01,-12.601,256.0,256.0,-9.49,0.0,0.0
2017-04-01,-14.72,297.0,297.0,-11.086,0.0,0.0
2017-05-01,-26.677,541.0,541.0,-20.09,0.0,0.0
2017-06-01,-12.156,244.0,244.0,-9.155,0.0,0.0
2017-07-01,-10.163,204.0,204.0,-7.654,0.0,0.0
2017-08-01,-7.618,157.0,157.0,-5.737,0.0,0.0
2017-09-01,-8.376,169.0,169.0,-6.308,0.0,0.0
2017-10-01,-13.57,274.0,274.0,-10.22,0.0,0.0
2017-11-01,-22.394,454.0,454.0,-16.865,0.0,0.0
