measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2005-02-01,,,,886.263,9645.59,9645.59,125.08300000000001,0.0,0.0,28.768,450.35,450.35
2005-03-01,,,,1229.854,13385.05,13385.05,173.575,0.0,0.0,39.922000000000004,624.95,624.95
2005-04-01,,,,1167.4460000000001,12705.84,12705.84,164.767,0.0,0.0,37.896,593.23,593.23
2005-05-01,,,,1116.356,12149.8,12149.8,157.55700000000002,0.0,0.0,36.237,567.27,567.27
2005-06-01,,,,2107.362,22935.35,22935.35,297.422,0.0,0.0,68.406,1070.85,1070.85
2005-07-01,,,,2774.242,30193.31,30193.31,391.54200000000003,0.0,0.0,90.053,1409.72,1409.72
2005-08-01,,,,2755.933,29994.04,29994.04,388.958,0.0,0.0,89.459,1400.42,1400.42
2005-09-01,,,,1668.54,18159.46,18159.46,235.489,0.0,0.0,54.162000000000006,847.86,847.86
2005-10-01,,,,1183.094,12876.14,12876.14,166.976,0.0,0.0,38.404,601.19,601.19
2005-11-01,,,,1036.8880000000001,11284.91,11284.91,146.341,0.0,0.0,33.658,526.89,526.89
2005-12-01,,,,1296.201,14107.13,14107.13,182.93900000000002,0.0,0.0,42.075,658.66,658.66
2006-01-01,,,,671.295,7619.0,7619.0,72.399,0.0,0.0,101.093,1586.0,1586.0
2006-02-01,,,,758.837,8612.0,8612.0,81.84,0.0,0.0,114.27600000000001,1793.0,1793.0
2006-03-01,,,,999.966,11349.0,11349.0,107.846,0.0,0.0,150.589,2363.0,2363.0
2006-04-01,,,,827.5070000000001,9392.0,9392.0,89.24600000000001,0.0,0.0,124.617,1956.0,1956.0
2006-05-01,,,,1090.038,12371.0,12371.0,117.56,0.0,0.0,164.15300000000002,2576.0,2576.0
2006-06-01,,,,1404.093,15935.0,15935.0,151.431,0.0,0.0,211.447,3318.0,3318.0
2006-07-01,,,,2512.576,28516.0,28516.0,270.98,0.0,0.0,378.37800000000004,5938.0,5938.0
2006-08-01,,,,2232.646,25339.0,25339.0,240.79,0.0,0.0,336.22200000000004,5276.0,5276.0
2006-09-01,,,,1313.288,14905.0,14905.0,141.638,0.0,0.0,197.773,3104.0,3104.0
2006-10-01,,,,1422.5510000000002,16145.0,16145.0,153.422,0.0,0.0,214.227,3362.0,3362.0
2006-11-01,,,,956.369,10854.0,10854.0,103.144,0.0,0.0,144.023,2260.0,2260.0
2006-12-01,,,,970.835,11018.0,11018.0,104.70400000000001,0.0,0.0,146.202,2294.0,2294.0
2007-01-01,,,,1412.036,15756.0,15756.0,57.972,62.0,62.0,309.726,4866.0,4866.0
2007-02-01,,,,2592.244,28925.0,28925.0,106.425,114.0,114.0,568.6,8933.0,8933.0
2007-03-01,,,,1483.201,16550.0,16550.0,60.893,65.0,65.0,325.335,5112.0,5112.0
2007-04-01,,,,1891.623,21108.0,21108.0,77.661,84.0,84.0,414.921,6518.0,6518.0
2007-05-01,,,,968.964,10812.0,10812.0,39.781,42.0,42.0,212.53900000000002,3339.0,3339.0
2007-06-01,,,,1845.728,20595.0,20595.0,75.777,82.0,82.0,404.85400000000004,6360.0,6360.0
2007-07-01,,,,1864.8410000000001,20809.0,20809.0,76.562,83.0,83.0,409.047,6427.0,6427.0
2007-08-01,,,,2106.7090000000003,23507.0,23507.0,86.492,93.0,93.0,462.1,7259.0,7259.0
2007-09-01,,,,1167.0810000000001,13023.0,13023.0,47.915,51.0,51.0,255.995,4022.0,4022.0
2007-10-01,,,,1224.007,13658.0,13658.0,50.252,54.0,54.0,268.482,4218.0,4218.0
2007-11-01,,,,1241.601,13854.0,13854.0,50.974000000000004,54.0,54.0,272.341,4279.0,4279.0
2007-12-01,,,,2101.963,23454.0,23454.0,86.297,93.0,93.0,461.059,7243.0,7243.0
2008-01-01,,,,1176.396,13701.0,13701.0,1.615,19.0,19.0,35.271,594.0,594.0
2008-02-01,,,,1163.906,13556.0,13556.0,1.599,18.0,18.0,34.895,588.0,588.0
2008-03-01,,,,1884.769,21953.0,21953.0,2.59,30.0,30.0,56.508,953.0,953.0
2008-04-01,,,,617.635,7194.0,7194.0,0.8490000000000001,10.0,10.0,18.517,312.0,312.0
2008-05-01,,,,1361.761,15860.0,15860.0,1.871,22.0,22.0,40.827000000000005,688.0,688.0
2008-06-01,,,,878.907,10237.0,10237.0,1.208,14.0,14.0,26.351000000000003,444.0,444.0
2008-07-01,,,,1941.217,22610.0,22610.0,2.668,31.0,31.0,58.2,981.0,981.0
2008-08-01,,,,1604.441,18687.0,18687.0,2.205,25.0,25.0,48.103,811.0,811.0
2008-09-01,,,,937.4240000000001,10918.0,10918.0,1.288,15.0,15.0,28.105,473.0,473.0
2008-10-01,,,,694.866,8093.0,8093.0,0.9550000000000001,11.0,11.0,20.833000000000002,351.0,351.0
2008-11-01,,,,1197.558,13948.0,13948.0,1.6460000000000001,19.0,19.0,35.904,605.0,605.0
2008-12-01,,,,2551.12,29714.0,29714.0,3.5060000000000002,40.0,40.0,76.486,1289.0,1289.0
2009-01-01,,,,255.68400000000003,3138.0,3138.0,1.096,12.0,12.0,13.72,215.0,215.0
2009-02-01,,,,161.39100000000002,1981.0,1981.0,0.6930000000000001,8.0,8.0,8.658000000000001,136.0,136.0
2009-03-01,,,,146.25,1795.0,1795.0,0.628,7.0,7.0,7.846,123.0,123.0
2009-04-01,,,,146.698,1800.0,1800.0,0.63,7.0,7.0,7.87,124.0,124.0
2009-05-01,,,,115.726,1420.0,1420.0,0.497,6.0,6.0,6.208,98.0,98.0
2009-06-01,,,,259.623,3185.0,3185.0,1.114,13.0,13.0,13.928,219.0,219.0
2009-07-01,,,,114.661,1407.0,1407.0,0.49200000000000005,6.0,6.0,6.151000000000001,97.0,97.0
2009-08-01,,,,235.768,2893.0,2893.0,1.012,12.0,12.0,12.648000000000001,199.0,199.0
2009-09-01,,,,311.702,3825.0,3825.0,1.338,15.0,15.0,16.722,262.0,262.0
2009-10-01,,,,189.669,2328.0,2328.0,0.8140000000000001,9.0,9.0,10.175,159.0,159.0
2009-11-01,,,,131.15200000000002,1609.0,1609.0,0.5630000000000001,6.0,6.0,7.0360000000000005,111.0,111.0
2009-12-01,,,,261.676,3211.0,3211.0,1.123,13.0,13.0,14.038,221.0,221.0
2010-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.903,206.0,206.0
2010-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.544,149.0,149.0
2010-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.598,80.0,80.0
2010-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.9190000000000005,103.0,103.0
2010-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,17.09,297.0,297.0
2010-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.262,213.0,213.0
2010-07-01,,,,360.099,4277.0,4277.0,10.0,0.0,0.0,27.322000000000003,475.0,475.0
2010-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.68,498.0,498.0
2010-09-01,,,,6901.901000000001,81975.0,81975.0,202.0,0.0,0.0,6.351,110.0,110.0
2010-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.226,195.0,195.0
2010-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.846,154.0,154.0
2010-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.259,144.0,144.0
2011-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,17.912,289.0,289.0
2011-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.948,194.0,194.0
2011-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.868,241.0,241.0
2011-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.97,178.0,178.0
2011-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.123,99.0,99.0
2011-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.441,218.0,218.0
2011-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.581,869.0,869.0
2011-08-01,,,,9324.0,104199.0,104199.0,224.0,0.0,0.0,30.096,488.0,488.0
2011-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.886,161.0,161.0
2011-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.404,169.0,169.0
2011-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.251,101.0,101.0
2011-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.52,251.0,251.0
2012-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.993,214.0,214.0
2012-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,25.429,418.0,418.0
2012-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,27.164,446.0,446.0
2012-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.767,539.0,539.0
2012-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,40.831,672.0,672.0
2012-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,45.628,751.0,751.0
2012-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,77.307,1272.0,1272.0
2012-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,37.041,609.0,609.0
2012-09-01,,,,18953.0,203608.0,203608.0,143.0,0.0,0.0,16.335,268.0,268.0
2012-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.743,210.0,210.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.921,344.0,344.0
2012-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.841,541.0,541.0
2013-01-01,,,,2820.0,30650.0,30650.0,0.0,0.0,0.0,5.069,114.0,114.0
2013-02-01,,,,360.0,3669.0,3669.0,0.0,0.0,0.0,3.704,83.0,83.0
2013-03-01,,,,150.0,1749.0,1749.0,0.0,0.0,0.0,5.489,123.0,123.0
2013-04-01,,,,1460.0,16037.0,16037.0,0.0,0.0,0.0,5.548,124.0,124.0
2013-05-01,,,,950.0,10324.0,10324.0,0.0,0.0,0.0,4.21,94.0,94.0
2013-06-01,,,,980.0,10487.0,10487.0,0.0,0.0,0.0,3.475,77.0,77.0
2013-07-01,,,,3440.0,36689.0,36689.0,0.0,0.0,0.0,6.975,156.0,156.0
2013-08-01,,,,2980.0,31758.0,31758.0,0.0,0.0,0.0,6.545,147.0,147.0
2013-09-01,,,,2370.0,24726.0,24726.0,56.0,686.0,686.0,5.458,122.0,122.0
2013-10-01,,,,40.0,466.0,466.0,0.0,0.0,0.0,3.257,72.0,72.0
2013-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.482,100.0,100.0
2013-12-01,,,,370.0,4330.0,4330.0,0.0,0.0,0.0,5.788,129.0,129.0
2014-01-01,,,,790.0,8674.0,8674.0,0.0,0.0,0.0,8.587,130.0,130.0
2014-02-01,,,,100.0,1211.0,1211.0,0.0,0.0,0.0,4.215,64.0,64.0
2014-03-01,,,,190.0,2156.0,2156.0,0.0,0.0,0.0,4.046,62.0,62.0
2014-04-01,,,,230.0,2556.0,2556.0,0.0,0.0,0.0,3.518,54.0,54.0
2014-05-01,,,,78.0,20610.0,20610.0,1840.0,125.0,125.0,10.596,162.0,162.0
2014-06-01,,,,2270.0,24911.0,24911.0,0.0,0.0,0.0,7.754,118.0,118.0
2014-07-01,,,,1140.0,12493.0,12493.0,0.0,0.0,0.0,5.257,80.0,80.0
2014-08-01,,,,1070.0,11754.0,11754.0,0.0,0.0,0.0,9.51,145.0,145.0
2014-09-01,,,,2810.0,33848.0,33848.0,0.0,0.0,0.0,4.528,69.0,69.0
2014-10-01,,,,2020.0,19838.0,19838.0,0.0,0.0,0.0,13.451,205.0,205.0
2014-11-01,,,,300.0,2861.0,2861.0,0.0,0.0,0.0,6.234,95.0,95.0
2014-12-01,,,,410.0,4527.0,4527.0,0.0,0.0,0.0,10.304,156.0,156.0
2015-01-01,,,,90.0,1024.0,1024.0,0.0,0.0,0.0,5.893,99.0,99.0
2015-02-01,,,,370.0,4203.0,4203.0,0.0,0.0,0.0,8.119,138.0,138.0
2015-03-01,,,,190.0,2208.0,2208.0,0.0,0.0,0.0,11.14,189.0,189.0
2015-04-01,,,,460.0,5143.0,5143.0,0.0,0.0,0.0,10.587,179.0,179.0
2015-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.912,84.0,84.0
2015-06-01,,,,710.0,7956.0,7956.0,0.0,0.0,0.0,10.683,181.0,181.0
2015-07-01,,,,3130.0,32129.0,32129.0,0.0,0.0,0.0,16.668,283.0,283.0
2015-08-01,,,,2321.0,22780.0,22780.0,29.0,0.0,0.0,14.158,241.0,241.0
2015-09-01,,,,1910.0,18772.0,18772.0,0.0,0.0,0.0,14.362,244.0,244.0
2015-10-01,,,,50.0,194.0,194.0,0.0,0.0,0.0,7.849,134.0,134.0
2015-11-01,,,,170.0,1229.0,1229.0,0.0,0.0,0.0,7.155,122.0,122.0
2015-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.474,246.0,246.0
2016-01-01,,,,130.0,1505.0,1505.0,0.0,0.0,0.0,17.33,248.0,248.0
2016-02-01,,,,9.0,256.0,256.0,0.0,0.0,0.0,16.967,244.0,244.0
2016-03-01,,,,181.0,1954.0,1954.0,0.0,0.0,0.0,16.622,238.0,238.0
2016-04-01,,,,590.0,4808.0,4808.0,0.0,0.0,0.0,18.556,266.0,266.0
2016-05-01,,,,920.0,8936.0,8936.0,0.0,0.0,0.0,18.795,270.0,270.0
2016-06-01,,,,2550.0,24375.0,24375.0,0.0,0.0,0.0,18.663,268.0,268.0
2016-07-01,,,,4750.0,46568.0,46568.0,0.0,0.0,0.0,24.434,351.0,351.0
2016-08-01,,,,5690.0,55720.0,55720.0,20.0,0.0,0.0,29.62,425.0,425.0
2016-09-01,,,,580.0,5395.0,5395.0,0.0,0.0,0.0,9.867,142.0,142.0
2016-10-01,,,,1480.0,13851.0,13851.0,0.0,0.0,0.0,9.837,141.0,141.0
2016-11-01,,,,1700.0,16228.0,16228.0,0.0,0.0,0.0,10.603,152.0,152.0
2016-12-01,,,,1080.0,9858.0,9858.0,0.0,0.0,0.0,8.706,125.0,125.0
2017-01-01,,,,1660.0,13568.0,13568.0,0.0,0.0,0.0,3.294,48.0,48.0
2017-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.474,22.0,22.0
2017-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.262,63.0,63.0
2017-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.766,56.0,56.0
2017-05-01,,,,1080.0,11397.0,11397.0,0.0,0.0,0.0,2.938,44.0,44.0
2017-06-01,,,,2430.0,25572.0,25572.0,0.0,0.0,0.0,3.918,58.0,58.0
2017-07-01,,,,7960.0,88559.0,88559.0,672.0,0.0,0.0,5.143,76.0,76.0
2017-08-01,,,,2010.0,17719.0,17719.0,202.0,0.0,0.0,3.216,48.0,48.0
2017-09-01,,,,1370.0,14651.0,14651.0,0.0,0.0,0.0,2.391,35.0,35.0
2017-10-01,,,,1170.0,12344.0,12344.0,0.0,0.0,0.0,2.051,31.0,31.0
2017-11-01,,,,600.0,6254.0,6254.0,0.0,0.0,0.0,2.249,33.0,33.0
2017-12-01,,,,900.0,9375.0,9375.0,0.0,0.0,0.0,3.298,49.0,49.0
2018-01-01,,,,1530.0,16134.0,16134.0,0.0,0.0,0.0,2.367,31.0,31.0
2018-02-01,,,,470.0,4994.0,4994.0,0.0,0.0,0.0,3.205,42.0,42.0
2018-03-01,,,,420.0,4431.0,4431.0,0.0,0.0,0.0,4.167,55.0,55.0
2018-04-01,,,,2170.0,23242.0,23242.0,0.0,0.0,0.0,3.781,50.0,50.0
2018-05-01,,,,4720.0,49867.0,49867.0,0.0,0.0,0.0,4.494,60.0,60.0
2018-06-01,,,,1990.0,20709.0,20709.0,0.0,0.0,0.0,5.117,67.0,67.0
2018-07-01,,,,3860.0,40161.0,40161.0,0.0,0.0,0.0,7.037,93.0,93.0
2018-08-01,,,,3110.0,32919.0,32919.0,20.0,0.0,0.0,6.492,86.0,86.0
2018-09-01,,,,1520.0,15921.0,15921.0,0.0,0.0,0.0,4.635,61.0,61.0
2018-10-01,,,,1690.0,17932.0,17932.0,0.0,0.0,0.0,2.046,27.0,27.0
2018-11-01,,,,980.0,10321.0,10321.0,0.0,0.0,0.0,2.516,34.0,34.0
2018-12-01,,,,560.0,5955.0,5955.0,0.0,0.0,0.0,2.143,28.0,28.0
2019-01-01,,,,50.0,798.0,798.0,0.0,0.0,0.0,2.36,28.0,28.0
2019-02-01,,,,740.0,8337.0,8337.0,0.0,0.0,0.0,3.862,46.0,46.0
2019-03-01,,,,810.0,8196.0,8196.0,0.0,0.0,0.0,3.577,43.0,43.0
2019-04-01,,,,90.0,1027.0,1027.0,0.0,0.0,0.0,3.99,47.0,47.0
2019-05-01,,,,30.0,268.0,268.0,0.0,0.0,0.0,3.279,38.0,38.0
2019-06-01,,,,280.0,3045.0,3045.0,0.0,0.0,0.0,4.381,51.0,51.0
2019-07-01,,,,4310.0,46447.0,46447.0,0.0,0.0,0.0,5.637,67.0,67.0
2019-08-01,,,,2970.0,32282.0,32282.0,246.0,0.0,0.0,5.784,69.0,69.0
2019-09-01,,,,4170.0,45613.0,45613.0,952.0,0.0,0.0,4.439,53.0,53.0
2019-10-01,,,,700.0,7621.0,7621.0,0.0,0.0,0.0,4.286,50.0,50.0
2019-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.63,43.0,43.0
2019-12-01,,,,170.0,1948.0,1948.0,0.0,0.0,0.0,4.775,57.0,57.0
2020-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.118,73.0,73.0
2020-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.303,52.0,52.0
2020-03-01,,,,560.0,5946.0,5946.0,0.0,0.0,0.0,4.174,50.0,50.0
2020-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.773,46.0,46.0
2020-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.994,36.0,36.0
2020-06-01,,,,840.0,8785.0,8785.0,0.0,0.0,0.0,4.441,53.0,53.0
2020-07-01,,,,3600.0,37923.0,37923.0,672.0,0.0,0.0,5.867,71.0,71.0
2020-08-01,,,,3120.0,32680.0,32680.0,324.0,0.0,0.0,4.373,52.0,52.0
2020-09-01,,,,40.0,413.0,413.0,0.0,0.0,0.0,2.685,33.0,33.0
2020-10-01,,,,500.0,5168.0,5168.0,0.0,0.0,0.0,3.751,45.0,45.0
2020-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.916,35.0,35.0
2020-12-01,,,,170.0,1765.0,1765.0,0.0,0.0,0.0,4.605,55.0,55.0
2021-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.536,54.0,54.0
2021-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.137,36.0,36.0
2021-03-01,,,,140.0,1466.0,1466.0,0.0,0.0,0.0,3.079,36.0,36.0
2021-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.938,34.0,34.0
2021-05-01,,,,1650.0,17441.0,17441.0,0.0,0.0,0.0,3.835,45.0,45.0
2021-06-01,,,,6060.0,64010.0,64010.0,0.0,0.0,0.0,4.56,54.0,54.0
2021-07-01,,,,3470.0,36671.0,36671.0,0.0,0.0,0.0,5.811,68.0,68.0
2021-08-01,,,,1500.0,15907.0,15907.0,22.0,0.0,0.0,5.27,61.0,61.0
2021-09-01,,,,320.0,3377.0,3377.0,0.0,0.0,0.0,3.454,40.0,40.0
2021-10-01,,,,290.0,3148.0,3148.0,0.0,0.0,0.0,4.922,58.0,58.0
2021-11-01,,,,280.0,2896.0,2896.0,0.0,0.0,0.0,5.011,58.0,58.0
2021-12-01,,,,120.0,1328.0,1328.0,0.0,0.0,0.0,5.447,63.0,63.0
2022-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.526,517.0,517.0
2022-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,17.108,393.0,393.0
2022-03-01,,,,120.0,1281.0,1281.0,0.0,0.0,0.0,11.851,272.0,272.0
2022-04-01,,,,460.0,4867.0,4867.0,0.0,0.0,0.0,13.013,299.0,299.0
2022-05-01,,,,450.0,4940.0,4940.0,0.0,0.0,0.0,12.164,279.0,279.0
2022-06-01,,,,1000.0,11780.0,11780.0,0.0,0.0,0.0,18.84,433.0,433.0
2022-07-01,,,,5040.0,54500.0,54500.0,0.0,0.0,0.0,25.996,596.0,596.0
2022-08-01,,,,3977.0,41551.0,41551.0,23.0,0.0,0.0,26.873,617.0,617.0
2022-09-01,,,,2350.0,24377.0,24377.0,0.0,0.0,0.0,21.631,497.0,497.0
2022-10-01,,,,1440.0,15193.0,15193.0,0.0,0.0,0.0,15.294,351.0,351.0
2022-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.035,208.0,208.0
2022-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.669,337.0,337.0
2023-01-01,,,,120.0,1457.0,1457.0,0.0,0.0,0.0,3.63,54.0,54.0
2023-02-01,,,,720.0,7518.0,7518.0,0.0,0.0,0.0,2.062,31.0,31.0
2023-03-01,,,,1790.0,18945.0,18945.0,0.0,0.0,0.0,5.12,76.0,76.0
2023-04-01,,,,4190.0,44643.0,44643.0,0.0,0.0,0.0,3.395,51.0,51.0
2023-05-01,,,,4520.0,48083.0,48083.0,0.0,0.0,0.0,2.929,44.0,44.0
2023-06-01,,,,6570.0,70538.0,70538.0,0.0,0.0,0.0,7.112,106.0,106.0
2023-07-01,,,,2190.0,23551.0,23551.0,0.0,0.0,0.0,7.712,114.0,114.0
2023-08-01,,,,4810.0,52022.0,52022.0,24.0,0.0,0.0,6.809,101.0,101.0
2023-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.83,71.0,71.0
2023-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.293,48.0,48.0
2023-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.76,70.0,70.0
2023-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.348,95.0,95.0
2024-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.32,45.0,45.0
2024-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.894,41.0,41.0
2024-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.977,42.0,42.0
2024-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.559,28.0,28.0
2024-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.014,32.0,32.0
2024-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.597,38.0,38.0
2024-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.028,64.0,64.0
