measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2005-05-01,0.0,0.0,0.0,2890.163,42099.43,42099.43,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,5455.802000000001,79471.68,79471.68,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,7182.3060000000005,104620.71,104620.71,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,7134.904,103930.24,103930.24,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,4319.726000000001,62923.09,62923.09,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,3062.943,44616.21,44616.21,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,2684.425,39102.56,39102.56,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,3355.7670000000003,48881.63,48881.63,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,2037.884,30739.0,30739.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,2303.6420000000003,34748.0,34748.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,3035.648,45789.0,45789.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,2512.106,37892.0,37892.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,3309.0840000000003,49914.0,49914.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,4262.478,64294.0,64294.0,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,7627.559,115053.0,115053.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,6777.759,102235.0,102235.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,3986.815,60136.0,60136.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,4318.512000000001,65140.0,65140.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,2903.299,43793.0,43793.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,2947.214,44455.0,44455.0,0.0,0.0,0.0
2007-01-01,2.6430000000000002,36.0,36.0,4353.801,63739.0,63739.0,0.0,0.0,0.0
2007-02-01,2.047,30.0,30.0,3765.4480000000003,55125.0,55125.0,0.0,0.0,0.0
2007-03-01,4.048,60.0,60.0,4057.04,59394.0,59394.0,0.0,0.0,0.0
2007-04-01,2.462,36.0,36.0,3460.2340000000004,50657.0,50657.0,0.0,0.0,0.0
2007-05-01,2.2720000000000002,36.0,36.0,3553.793,52027.0,52027.0,0.0,0.0,0.0
2007-06-01,2.221,30.0,30.0,3547.935,51941.0,51941.0,0.0,0.0,0.0
2007-07-01,3.2790000000000004,48.0,48.0,3512.353,51420.0,51420.0,0.0,0.0,0.0
2007-08-01,4.139,60.0,60.0,3324.141,48665.0,48665.0,0.0,0.0,0.0
2007-09-01,3.438,48.0,48.0,3461.994,50683.0,50683.0,0.0,0.0,0.0
2007-10-01,4.152,60.0,60.0,4009.0510000000004,58692.0,58692.0,0.0,0.0,0.0
2007-11-01,3.0460000000000003,42.0,42.0,4302.733,62991.0,62991.0,0.0,0.0,0.0
2007-12-01,4.367,66.0,66.0,4620.363,67641.0,67641.0,0.0,0.0,0.0
2008-01-01,1.687,12.0,12.0,4589.197,68547.0,68547.0,0.0,0.0,0.0
2008-02-01,1.5450000000000002,24.0,24.0,4110.121,61392.0,61392.0,0.0,0.0,0.0
2008-03-01,1.034,18.0,18.0,4181.06,62451.0,62451.0,0.0,0.0,0.0
2008-04-01,1.0430000000000001,18.0,18.0,3622.246,54104.0,54104.0,0.0,0.0,0.0
2008-05-01,1.091,18.0,18.0,3510.038,52428.0,52428.0,0.0,0.0,0.0
2008-06-01,0.731,12.0,12.0,3313.848,49498.0,49498.0,0.0,0.0,0.0
2008-07-01,0.759,12.0,12.0,3833.282,57257.0,57257.0,0.0,0.0,0.0
2008-08-01,0.752,12.0,12.0,3714.8250000000003,55487.0,55487.0,0.0,0.0,0.0
2008-09-01,0.784,12.0,12.0,3679.371,54958.0,54958.0,0.0,0.0,0.0
2008-10-01,0.893,12.0,12.0,4309.0560000000005,64363.0,64363.0,0.0,0.0,0.0
2008-11-01,1.089,18.0,18.0,4317.7660000000005,64493.0,64493.0,0.0,0.0,0.0
2008-12-01,1.848,30.0,30.0,4217.934,63002.0,63002.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,4776.577,71301.0,71301.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,3984.059,59472.0,59472.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,4067.929,60724.0,60724.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,3635.1780000000003,54264.0,54264.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,3817.16,56980.0,56980.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,3508.289,52370.0,52370.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,3561.7740000000003,53168.0,53168.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,3231.639,48240.0,48240.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,3863.601,57673.0,57673.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,4228.227,63116.0,63116.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,4577.085,68324.0,68324.0,0.0,0.0,0.0
2009-12-01,4.421,66.0,66.0,5146.061000000001,76817.0,76817.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,4786.68,71491.0,71491.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,4125.039,61611.0,61611.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,4470.342000000001,66768.0,66768.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,4089.3630000000003,61078.0,61078.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,4242.95,63372.0,63372.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,3708.3940000000002,55388.0,55388.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,3512.26,52459.0,52459.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,3737.9190000000003,55829.0,55829.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,3708.3,55387.0,55387.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,4316.3910000000005,64469.0,64469.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,4442.446,66352.0,66352.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,4662.916,69645.0,69645.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,4856.05,72132.0,72132.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,4174.373,62006.0,62006.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,4436.004,65892.0,65892.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,4115.228,61127.0,61127.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,4035.831,59948.0,59948.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,3809.297,56583.0,56583.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,3879.869,57631.0,57631.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,3722.397,55292.0,55292.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,3896.254,57875.0,57875.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,4106.982,61005.0,61005.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,4499.821,66840.0,66840.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,4688.894,69649.0,69649.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,5282.248,80702.0,80702.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,4584.722,70045.0,70045.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,4659.185,71183.0,71183.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,4157.979,63525.0,63525.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,3924.862,59964.0,59964.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,3609.479,55145.0,55145.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,3522.613,53818.0,53818.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,3552.313,54272.0,54272.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,3524.572,53848.0,53848.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,4226.129,64566.0,64566.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,4601.183,70296.0,70296.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,3934.715,60114.0,60114.0,0.0,0.0,0.0
2013-01-01,3.037,54.0,54.0,5052.889,76210.0,76210.0,0.0,0.0,0.0
2013-02-01,2.096,30.0,30.0,4122.699,62180.0,62180.0,0.0,0.0,0.0
2013-03-01,2.12,30.0,30.0,4485.751,67656.0,67656.0,0.0,0.0,0.0
2013-04-01,2.445,36.0,36.0,3967.882,59845.0,59845.0,0.0,0.0,0.0
2013-05-01,2.464,36.0,36.0,4057.112,61191.0,61191.0,0.0,0.0,0.0
2013-06-01,1.77,24.0,24.0,3561.626,53718.0,53718.0,0.0,0.0,0.0
2013-07-01,1.676,24.0,24.0,4084.329,61601.0,61601.0,0.0,0.0,0.0
2013-08-01,1.653,24.0,24.0,3885.737,58606.0,58606.0,0.0,0.0,0.0
2013-09-01,1.94,30.0,30.0,4087.206,61645.0,61645.0,0.0,0.0,0.0
2013-10-01,1.867,30.0,30.0,3534.102,53303.0,53303.0,0.0,0.0,0.0
2013-11-01,2.434,36.0,36.0,4218.499,63625.0,63625.0,0.0,0.0,0.0
2013-12-01,2.754,42.0,42.0,5167.912,77944.0,77944.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,4850.178,73460.0,73460.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,4525.013,68535.0,68535.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,4441.17,67265.0,67265.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,3924.812,59445.0,59445.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,3974.368,60195.0,60195.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,3934.635,59594.0,59594.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,4049.189,61329.0,61329.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,4025.778,60974.0,60974.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,2940.894,44542.0,44542.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,3787.35,57363.0,57363.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,4472.102,67734.0,67734.0,0.0,0.0,0.0
2014-12-01,3.565,54.0,54.0,4707.946,71306.0,71306.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,6215.942,93946.0,93946.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,5079.671,76773.0,76773.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,4994.055,75479.0,75479.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,3790.81,57293.0,57293.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,3917.51,59208.0,59208.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,3840.897,58050.0,58050.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,3822.502,57772.0,57772.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,3732.72,56415.0,56415.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,3130.363,47311.0,47311.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,3253.6,49174.0,49174.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,3949.629,59694.0,59694.0,0.0,0.0,0.0
2015-12-01,1.588,24.0,24.0,4382.713,66239.0,66239.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,4917.842,74080.0,74080.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,4271.377,64342.0,64342.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,4497.181,67744.0,67744.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,4465.992,67274.0,67274.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,4464.64,67254.0,67254.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,4090.523,61618.0,61618.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,4361.245,65696.0,65696.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,3725.024,56112.0,56112.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,3459.88,52118.0,52118.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,3292.567,49598.0,49598.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,4185.394,63047.0,63047.0,0.0,0.0,0.0
2016-12-01,0.797,12.0,12.0,4429.538,66725.0,66725.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,4291.484,67187.0,67187.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,4124.841,64580.0,64580.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,4414.866,69121.0,69121.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,3741.593,58580.0,58580.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,3707.149,58041.0,58041.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,3862.366,60471.0,60471.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,4163.384,65184.0,65184.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,4206.921,65865.0,65865.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,3539.896,55422.0,55422.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,3785.753,59271.0,59271.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,4607.229,72133.0,72133.0,0.0,0.0,0.0
2017-12-01,0.766,12.0,12.0,4718.752,73879.0,73879.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,4873.466,76567.0,76567.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,4316.386,67815.0,67815.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,4573.814,71860.0,71860.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,3449.68,54199.0,54199.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,3994.713,62762.0,62762.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,3821.996,60048.0,60048.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,4170.983,65531.0,65531.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,4042.577,63514.0,63514.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,3792.118,59579.0,59579.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,2971.144,46680.0,46680.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,3948.981,62043.0,62043.0,0.0,0.0,0.0
2018-12-01,1.909,30.0,30.0,4295.233,67483.0,67483.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,5195.208,81629.0,81629.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,4485.037,70471.0,70471.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,4172.257,65556.0,65556.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,4265.408,67020.0,67020.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,3781.648,59419.0,59419.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,3339.304,52468.0,52468.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,4102.887,64466.0,64466.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,3823.534,60077.0,60077.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,2959.257,46497.0,46497.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,3606.47,56666.0,56666.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,3805.088,59787.0,59787.0,0.0,0.0,0.0
2019-12-01,3.055,48.0,48.0,4027.847,63287.0,63287.0,0.0,0.0,0.0
2020-01-01,0.648,12.0,12.0,5456.514,80408.0,80408.0,0.0,0.0,0.0
2020-02-01,0.418,6.0,6.0,4490.091,66166.0,66166.0,0.0,0.0,0.0
2020-03-01,0.422,6.0,6.0,4297.936,63335.0,63335.0,0.0,0.0,0.0
2020-04-01,0.405,6.0,6.0,3682.099,54260.0,54260.0,0.0,0.0,0.0
2020-05-01,0.343,6.0,6.0,3801.716,56022.0,56022.0,0.0,0.0,0.0
2020-06-01,0.432,6.0,6.0,3769.786,55552.0,55552.0,0.0,0.0,0.0
2020-07-01,0.563,6.0,6.0,3935.991,58001.0,58001.0,0.0,0.0,0.0
2020-08-01,0.577,6.0,6.0,3790.942,55864.0,55864.0,0.0,0.0,0.0
2020-09-01,0.367,6.0,6.0,3468.576,51113.0,51113.0,0.0,0.0,0.0
2020-10-01,0.439,6.0,6.0,2949.314,43461.0,43461.0,0.0,0.0,0.0
2020-11-01,0.341,6.0,6.0,5390.505,79435.0,79435.0,0.0,0.0,0.0
2020-12-01,0.338,6.0,6.0,6099.237,89879.0,89879.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,3871.997,61208.0,61208.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,3327.144,52594.0,52594.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,3265.016,51612.0,51612.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,3218.583,50878.0,50878.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,3509.74,55481.0,55481.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,4419.022,69855.0,69855.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,5020.623,79364.0,79364.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,5090.806,80474.0,80474.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,4173.586,65975.0,65975.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,3936.18,62222.0,62222.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,3667.985,57982.0,57982.0,0.0,0.0,0.0
2021-12-01,1.139,18.0,18.0,3829.179,60531.0,60531.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,3985.056,63077.0,63077.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,3406.625,53923.0,53923.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,3351.859,53055.0,53055.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,3149.969,49860.0,49860.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,3721.45,58906.0,58906.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,4496.95,71181.0,71181.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,5420.113,85793.0,85793.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,5445.956,86202.0,86202.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,4585.285,72579.0,72579.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,3962.002,62713.0,62713.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,3749.738,59353.0,59353.0,0.0,0.0,0.0
2022-12-01,0.695,11.0,11.0,4145.302,65615.0,65615.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,3628.581,60141.0,60141.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,3306.924,54809.0,54809.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,3524.87,58421.0,58421.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,3164.275,52444.0,52444.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,3562.065,59037.0,59037.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,4157.723,68910.0,68910.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,5018.182,83172.0,83172.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,5027.804,83331.0,83331.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,4263.389,70662.0,70662.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,3586.563,59444.0,59444.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,3560.15,59006.0,59006.0,0.0,0.0,0.0
2023-12-01,0.347,6.0,6.0,3861.127,63994.0,63994.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,3994.461,67926.0,67926.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,3304.383,56191.0,56191.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,3261.397,55460.0,55460.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,2989.303,50833.0,50833.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,3523.829,59922.0,59922.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,4142.316,70440.0,70440.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,4962.643,84390.0,84390.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,4893.603,83216.0,83216.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,4182.534,71124.0,71124.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,3611.208,61408.0,61408.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,3418.447,58130.0,58130.0,0.0,0.0,0.0
2024-12-01,0.677,12.0,12.0,3653.199,62122.0,62122.0,0.0,0.0,0.0
