measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2009-06-01,,,,,,,,,,2767.964,30694.0,30694.0,463.0,0.0,0.0,502.437,3897.0,3897.0
2009-07-01,,,,,,,,,,5925.935,65715.0,65715.0,994.0,0.0,0.0,546.692,4240.0,4240.0
2009-08-01,,,,,,,,,,5368.009,59527.0,59527.0,827.0,0.0,0.0,544.726,4225.0,4225.0
2009-09-01,,,,,,,,,,151.669,1682.0,1682.0,25.0,0.0,0.0,404.093,3134.0,3134.0
2009-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,238.131,1847.0,1847.0
2009-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,230.199,1785.0,1785.0
2009-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,360.37,2795.0,2795.0
2010-01-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,744.6360000000001,7865.0,7865.0
2010-02-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,599.306,6328.0,6328.0
2010-03-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,445.475,4704.0,4704.0
2010-04-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,532.524,5623.0,5623.0
2010-05-01,,,,,,,,,,411.66700000000003,4503.0,4503.0,81.0,0.0,0.0,675.145,7129.0,7129.0
2010-06-01,,,,,,,,,,4660.974,50988.0,50988.0,919.0,0.0,0.0,1022.259,10794.0,10794.0
2010-07-01,,,,,,,,,,5754.176,62946.0,62946.0,1136.0,0.0,0.0,1152.087,12165.0,12165.0
2010-08-01,,,,,,,,,,12345.407,135049.0,135049.0,2480.0,0.0,0.0,1284.064,13559.0,13559.0
2010-09-01,,,,,,,,,,1097.776,12009.0,12009.0,218.0,0.0,0.0,870.793,9195.0,9195.0
2010-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,584.898,6176.0,6176.0
2010-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,458.372,4840.0,4840.0
2010-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671.441,7090.0,7090.0
2011-01-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,561.749,7193.0,7193.0
2011-02-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,456.421,5843.0,5843.0
2011-03-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,384.222,4919.0,4919.0
2011-04-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,458.029,5863.0,5863.0
2011-05-01,,,,,,,,,,107.575,1141.0,1141.0,11.0,0.0,0.0,515.091,6594.0,6594.0
2011-06-01,,,,,,,,,,5553.552,58971.0,58971.0,750.0,0.0,0.0,899.931,11521.0,11521.0
2011-07-01,,,,,,,,,,7772.283,82531.0,82531.0,1067.0,0.0,0.0,1263.209,16172.0,16172.0
2011-08-01,,,,,,,,,,17507.808,185910.0,185910.0,2401.0,0.0,0.0,1193.632,15281.0,15281.0
2011-09-01,,,,,,,,,,2817.117,29915.0,29915.0,379.0,0.0,0.0,669.024,8565.0,8565.0
2011-10-01,,,,,,,,,,1539.665,16350.0,16350.0,208.0,0.0,0.0,469.896,6015.0,6015.0
2011-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,382.732,4899.0,4899.0
2011-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,495.064,6338.0,6338.0
2012-01-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1198.886,14239.0,14239.0
2012-02-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1201.409,14271.0,14271.0
2012-03-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1296.306,15397.0,15397.0
2012-04-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1761.321,20920.0,20920.0
2012-05-01,,,,,,,,,,5357.078,52161.0,52161.0,985.0,0.0,0.0,1813.61,21542.0,21542.0
2012-06-01,,,,,,,,,,7506.86,73093.0,73093.0,1364.0,0.0,0.0,2043.934,24277.0,24277.0
2012-07-01,,,,,,,,,,14899.529,145073.0,145073.0,2721.0,0.0,0.0,2545.056,30230.0,30230.0
2012-08-01,,,,,,,,,,8822.547,85904.0,85904.0,1617.0,0.0,0.0,2202.382,26160.0,26160.0
2012-09-01,,,,,,,,,,2685.986,26152.0,26152.0,541.0,0.0,0.0,1553.717,18455.0,18455.0
2012-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,969.649,11517.0,11517.0
2012-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,849.359,10088.0,10088.0
2012-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,857.371,10184.0,10184.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,164.034,1821.0,1821.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,130.813,1451.0,1451.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45.0,563.0,563.0,0.0,0.0,0.0,169.446,1880.0,1880.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,246.0,246.0,0.0,0.0,0.0,145.931,1619.0,1619.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,173.778,1928.0,1928.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1174.0,12722.0,12722.0,0.0,0.0,0.0,224.522,2491.0,2491.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4126.0,38238.0,38238.0,0.0,0.0,0.0,256.729,2849.0,2849.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2287.0,22580.0,22580.0,0.0,0.0,0.0,270.74,3004.0,3004.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,597.0,5808.0,5808.0,0.0,0.0,0.0,206.261,2288.0,2288.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,603.0,5464.0,5464.0,0.0,0.0,0.0,119.242,1323.0,1323.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,126.11,1400.0,1400.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,192.394,2135.0,2135.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,771.133,9151.0,9151.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,761.521,9036.0,9036.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,258.0,3229.0,3229.0,0.0,0.0,0.0,540.459,6413.0,6413.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2379.0,27324.0,27324.0,0.0,0.0,0.0,648.917,7700.0,7700.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1075.0,11802.0,11802.0,0.0,0.0,0.0,607.112,7204.0,7204.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2784.0,27132.0,27132.0,0.0,0.0,0.0,687.229,8154.0,8154.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6417.0,62214.0,62214.0,0.0,0.0,0.0,855.506,10151.0,10151.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7284.0,74030.0,74030.0,0.0,0.0,0.0,1036.939,12305.0,12305.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3488.0,34002.0,34002.0,0.0,0.0,0.0,626.255,7431.0,7431.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1875.0,18829.0,18829.0,0.0,0.0,0.0,589.622,6996.0,6996.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,262.0,2683.0,2683.0,0.0,0.0,0.0,516.105,6125.0,6125.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,683.202,8107.0,8107.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,509.723,5648.0,5648.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,43.0,575.0,575.0,0.0,0.0,0.0,514.322,5700.0,5700.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,84.0,1080.0,1080.0,0.0,0.0,0.0,465.514,5160.0,5160.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,371.0,4374.0,4374.0,0.0,0.0,0.0,398.151,4413.0,4413.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,410.0,4308.0,4308.0,0.0,0.0,0.0,425.73,4719.0,4719.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2072.0,20715.0,20715.0,0.0,0.0,0.0,526.558,5836.0,5836.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6145.0,56934.0,56934.0,0.0,0.0,0.0,702.682,7788.0,7788.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5974.0,58720.0,58720.0,0.0,0.0,0.0,654.883,7259.0,7259.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3781.0,34650.0,34650.0,0.0,0.0,0.0,486.606,5394.0,5394.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,496.0,5973.0,5973.0,0.0,0.0,0.0,397.213,4403.0,4403.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,177.0,2096.0,2096.0,0.0,0.0,0.0,505.561,5604.0,5604.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,89.0,1247.0,1247.0,0.0,0.0,0.0,572.057,6341.0,6341.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50.0,617.0,617.0,0.0,0.0,0.0,831.421,9308.0,9308.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,92.0,1170.0,1170.0,0.0,0.0,0.0,625.052,6997.0,6997.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,102.0,1494.0,1494.0,0.0,0.0,0.0,663.232,7425.0,7425.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,283.0,3309.0,3309.0,0.0,0.0,0.0,753.485,8435.0,8435.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,760.0,7365.0,7365.0,0.0,0.0,0.0,874.502,9789.0,9789.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6031.0,64073.0,64073.0,0.0,0.0,0.0,1126.508,12611.0,12611.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9390.0,87544.0,87544.0,0.0,0.0,0.0,1197.436,13404.0,13404.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,13182.0,119442.0,119442.0,0.0,0.0,0.0,1073.259,12015.0,12015.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19397.0,172502.0,172502.0,0.0,0.0,0.0,950.009,10634.0,10634.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7100.0,64636.0,64636.0,0.0,0.0,0.0,655.528,7338.0,7338.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2604.0,22817.0,22817.0,0.0,0.0,0.0,797.709,8930.0,8930.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,636.859,7130.0,7130.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1098.226,11976.0,11976.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,767.542,8371.0,8371.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,920.887,10042.0,10042.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1220.049,13306.0,13306.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,53.0,53.0,0.0,0.0,0.0,1275.252,13907.0,13907.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,578.0,6613.0,6613.0,0.0,0.0,0.0,1597.229,17418.0,17418.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,14769.0,134877.0,134877.0,0.0,0.0,0.0,2205.222,24049.0,24049.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,15327.0,141018.0,141018.0,0.0,0.0,0.0,1835.16,20013.0,20013.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12481.0,114461.0,114461.0,0.0,0.0,0.0,1359.997,14831.0,14831.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1481.0,13787.0,13787.0,0.0,0.0,0.0,1077.237,11747.0,11747.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,997.451,10878.0,10878.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1318.748,14382.0,14382.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,508.0,5746.0,5746.0,0.0,0.0,0.0,769.661,8365.0,8365.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1083.0,12293.0,12293.0,0.0,0.0,0.0,796.657,8657.0,8657.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,665.0,6859.0,6859.0,0.0,0.0,0.0,690.046,7499.0,7499.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2758.0,30620.0,30620.0,0.0,0.0,0.0,894.604,9722.0,9722.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8434.0,89809.0,89809.0,0.0,0.0,0.0,1383.962,15040.0,15040.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2789.0,29740.0,29740.0,0.0,0.0,0.0,1412.894,15354.0,15354.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4449.0,42790.0,42790.0,0.0,0.0,0.0,1651.057,17942.0,17942.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4181.0,37829.0,37829.0,0.0,0.0,0.0,1481.743,16103.0,16103.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1031.0,8926.0,8926.0,0.0,0.0,0.0,1343.705,14602.0,14602.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6930.0,60622.0,60622.0,0.0,0.0,0.0,869.442,9449.0,9449.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1057.0,10127.0,10127.0,0.0,0.0,0.0,924.652,10049.0,10049.0
