measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2003-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,457.51641,5079.94,24030.75,,,,53.1325,589.95,2790.75,567.38508,6299.85,29801.53
2004-02-01,440.47676,4890.75,23135.75,,,,53.132509999999996,589.95,2790.75,518.63272,5758.54,27240.84
2004-03-01,427.45955,4746.22,22452.0,,,,53.13258,589.95,2790.75,464.65987,5159.26,24405.92
2004-04-01,354.58506,3937.06,18624.25,,,,53.13278,589.95,2790.75,500.30416,5555.02,26278.01
2004-05-01,415.56766,4614.18,21827.5,,,,53.13231,589.94,2790.75,628.39503,6977.26,33006.16
2004-06-01,396.3068,4400.32,20815.75,,,,53.13252,589.95,2790.75,469.53268,5213.37,24661.89
2004-07-01,457.75896,5082.63,24043.5,,,,53.13248,589.95,2790.75,457.40656,5078.72,24024.99
2004-08-01,422.23858,4688.24,22177.75,,,,53.132639999999995,589.95,2790.75,371.52178,4125.12,19513.89
2004-09-01,324.83294,3606.72,17061.5,,,,53.132929999999995,589.95,2790.75,402.09412,4464.58,21119.56
2004-10-01,353.31463,3922.96,18557.5,,,,53.13285,589.95,2790.75,458.93852,5095.74,24105.29
2004-11-01,335.56499,3725.88,17625.25,,,,53.132749999999994,589.95,2790.75,423.56326,4702.95,22247.28
2004-12-01,387.40691,4301.49,20348.25,,,,53.132619999999996,589.95,2790.75,445.29447,4944.24,23388.75
2005-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,750.955,8338.08,30327.0
2005-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2531.351,28106.35,81477.0
2005-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3406.184,37819.89,104797.0
2005-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2091.533,23222.93,95744.0
2005-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,261.202,2900.2,10120.0
2005-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1990.702,22103.36,77759.0
2005-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2144.35,23809.36,109010.0
2006-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1125.472,12496.45,66253.0
2006-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1128.353,12528.44,78529.0
2006-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2325.847,25824.58,111639.0
2006-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1910.997,21218.38,99297.0
2006-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1669.962,18542.09,82808.0
2006-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4470.197,49633.94,155232.0
2006-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4922.4980000000005,54655.98,130570.0
2006-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2700.364,29982.95,87153.0
2006-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1307.929,14522.33,73238.0
2006-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3073.92,34130.66,76219.0
2006-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2408.4320000000002,26741.55,105589.0
2006-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1701.652,18893.95,70961.0
2007-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4075.5130000000004,45254.0,158488.0
2007-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4816.865,53482.0,162239.0
2007-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4090.878,45419.0,143352.0
2007-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,6314.933,70114.0,147477.0
2007-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,344.748,3828.0,11858.0
2007-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,,,,2028.0,26198.0,68562.0
2008-11-01,0.0,0.0,0.0,,,,,,,8446.0,98724.0,172386.0
2008-12-01,0.0,0.0,0.0,,,,,,,17157.0,191786.0,355149.0
2009-01-01,0.0,0.0,0.0,,,,,,,17989.0,204773.0,320292.0
2009-02-01,0.0,0.0,0.0,,,,,,,13467.0,153028.0,239985.0
2009-03-01,0.0,0.0,0.0,,,,,,,18376.0,208708.0,327456.0
2009-04-01,0.0,0.0,0.0,,,,,,,18376.0,208708.0,470895.0
2009-05-01,0.0,0.0,0.0,,,,,,,19972.0,227239.0,485310.0
2009-06-01,0.0,0.0,0.0,,,,,,,19234.0,219562.0,311560.0
2009-07-01,0.0,0.0,0.0,,,,,,,17024.0,195198.0,275800.0
2009-08-01,0.0,0.0,0.0,,,,,,,18517.0,213165.0,299970.0
2009-09-01,0.0,0.0,0.0,,,,,,,14771.0,170835.0,236110.0
2009-10-01,0.0,0.0,0.0,,,,,,,14739.0,177648.0,245920.0
2009-11-01,0.0,0.0,0.0,,,,,,,14346.0,168691.0,232260.0
2009-12-01,0.0,0.0,0.0,,,,,,,10282.0,126009.0,171560.0
2010-01-01,0.0,0.0,0.0,,,,,,,16413.0,196329.0,271180.0
2010-02-01,0.0,0.0,0.0,,,,,,,15674.0,182094.0,253920.0
2010-03-01,0.0,0.0,0.0,,,,,,,16234.0,188801.0,263640.0
2010-04-01,0.0,0.0,0.0,,,,,,,13270.0,153135.0,214970.0
2010-05-01,0.0,0.0,0.0,,,,,,,18517.0,213474.0,299810.0
2010-06-01,0.0,0.0,0.0,,,,,,,18517.0,200114.0,285590.0
2010-07-01,0.0,0.0,0.0,,,,,,,16377.0,192181.0,265250.0
2010-08-01,0.0,0.0,0.0,,,,,,,18988.0,220991.0,307600.0
2010-09-01,0.0,0.0,0.0,,,,,,,16923.0,199144.0,274020.0
2010-10-01,0.0,0.0,0.0,,,,,,,17445.0,198685.0,282610.0
2010-11-01,0.0,0.0,0.0,,,,,,,17144.0,201596.0,277760.0
2010-12-01,0.0,0.0,0.0,,,,,,,14189.0,191157.0,207300.0
2011-01-01,0.0,0.0,0.0,,,,,,,13177.0,160471.0,213460.0
2011-02-01,0.0,0.0,0.0,,,,,,,17338.0,202406.0,280890.0
2011-03-01,0.0,0.0,0.0,,,,,,,17923.0,211022.0,290350.0
2011-04-01,0.0,0.0,0.0,,,,,,,17383.0,204795.0,281650.0
2011-05-01,0.0,0.0,0.0,,,,,,,13426.0,158061.0,217500.0
2011-06-01,0.0,0.0,0.0,,,,,,,18215.0,214530.0,295090.0
2011-07-01,0.0,0.0,0.0,,,,,,,16987.0,201543.0,254800.0
2011-08-01,0.0,0.0,0.0,,,,,,,17761.0,210563.0,266430.0
2011-09-01,0.0,0.0,0.0,,,,,,,18050.0,213634.0,274400.0
2011-10-01,0.0,0.0,0.0,,,,,,,17408.0,206980.0,261120.0
2011-11-01,0.0,0.0,0.0,,,,,,,18061.0,213623.0,270920.0
2011-12-01,0.0,0.0,0.0,,,,,,,14386.0,169992.0,215670.0
2012-01-01,0.0,0.0,0.0,,,,,,,14990.0,178320.0,224850.0
2012-02-01,0.0,0.0,0.0,,,,,,,17547.0,206853.0,263200.0
2012-03-01,0.0,0.0,0.0,,,,,,,18788.0,221844.0,281820.0
2012-04-01,0.0,0.0,0.0,,,,,,,18308.0,215724.0,274620.0
2012-05-01,0.0,0.0,0.0,,,,,,,18125.0,214007.0,271860.0
2012-06-01,0.0,0.0,0.0,,,,,,,15831.0,187351.0,237450.0
2012-07-01,0.0,0.0,0.0,,,,,,,13610.0,162219.0,204170.0
2012-08-01,0.0,0.0,0.0,,,,,,,19004.0,224414.0,304040.0
2012-09-01,0.0,0.0,0.0,,,,,,,17535.0,207492.0,280580.0
2012-10-01,0.0,0.0,0.0,,,,,,,16586.0,196862.0,265330.0
2012-11-01,0.0,0.0,0.0,,,,,,,15525.0,181380.0,248390.0
2012-12-01,0.0,0.0,0.0,,,,,,,9771.0,114547.0,156330.0
2013-01-01,0.0,0.0,0.0,,,,,,,17422.0,205402.0,347980.0
2013-02-01,0.0,0.0,0.0,,,,,,,17053.0,200284.0,341661.0
2013-03-01,0.0,0.0,0.0,,,,,,,17467.0,207002.0,309002.0
2013-04-01,0.0,0.0,0.0,,,,,,,17777.0,210947.0,312197.0
2013-05-01,0.0,0.0,0.0,,,,,,,18636.0,221076.0,327483.0
2013-06-01,0.0,0.0,0.0,,,,,,,17367.0,205829.0,305049.0
2013-07-01,0.0,0.0,0.0,,,,,,,15159.0,179407.0,220650.0
2013-08-01,0.0,0.0,0.0,,,,,,,18965.0,224307.0,272238.0
2013-09-01,0.0,0.0,0.0,,,,,,,15776.0,187234.0,228216.0
2013-10-01,0.0,0.0,0.0,,,,,,,19480.0,228241.0,281096.0
2013-11-01,0.0,0.0,0.0,,,,,,,18747.0,219168.0,288680.0
2013-12-01,0.0,0.0,0.0,,,,,,,16154.0,190432.0,238433.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,13935.0,164000.0,295523.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,16644.0,195529.0,298440.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19548.0,228796.0,339933.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19215.0,225405.0,330130.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19204.0,226194.0,323059.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17461.0,206426.0,276469.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18672.0,220522.0,293056.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18378.0,217835.0,290127.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16060.0,190390.0,329413.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18599.0,218592.0,309845.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16759.0,197651.0,319093.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5859.0,69434.0,113054.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
