measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Waste Coal Generation,Waste Coal Quantity Consumed For Electricity,Waste Coal Total Fuel Consumed
2004-01-01,,,,39.070319999999995,532.05,547.7,37981.91568,517226.5,532443.37
2004-02-01,,,,27.94895,380.6,391.71,34422.53505,468755.9,482442.28
2004-03-01,,,,51.800509999999996,705.4,726.48,35001.92649,476645.89,490890.08
2004-04-01,,,,15.32547,208.7,214.71,33691.47153,458800.5,472027.75
2004-05-01,,,,63.395100000000006,863.3,889.64,30205.6219,411331.23,423885.29
2004-06-01,,,,37.68928,513.24,528.63,23827.41272,324474.67,334205.3
2004-07-01,,,,62.45424,850.48,876.19,34383.93976,468230.33,482384.95
2004-08-01,,,,53.80263,732.67,754.8,29925.72237,407519.64,419831.24
2004-09-01,,,,40.126709999999996,546.43,562.64,31727.22929,432052.03,444867.95
2004-10-01,,,,18.02729,245.49,252.59,33699.42671,458908.83,472176.94
2004-11-01,,,,42.12139,573.6,590.26,63322.02661,862300.64,887347.31
2004-12-01,,,,28.355929999999997,386.14,397.24,79639.19407,1084502.99,1115659.06
2005-01-01,,,,81.77471,1113.58,1153.06,38489.52529,524138.98,542718.34
2005-02-01,,,,72.49914,987.27,1022.22,34948.48586,475918.14,492763.61
2005-03-01,,,,86.49479,1177.86,1219.84,37453.74921,510034.09,528210.83
2005-04-01,,,,88.6282,1206.91,1250.63,30795.1018,419358.59,434550.21
2005-05-01,,,,71.92876,979.5,1014.56,29268.42324,398568.74,412834.09
2005-06-01,,,,122.27420000000001,1665.09,1726.07,37485.8458,510471.17,529165.97
2005-07-01,,,,157.48736,2144.62,2224.28,41802.19764,569249.96,590394.72
2005-08-01,,,,168.32783999999998,2292.24,2378.09,41392.09416,563665.29,584776.87
2005-09-01,,,,111.47043,1517.97,1573.13,37328.06057,508322.49,526793.8
2005-10-01,,,,77.1479,1050.58,1087.91,34983.3461,476392.86,493319.44
2005-11-01,,,,69.26154,943.18,976.51,34361.45446,467924.12,484458.22
2005-12-01,,,,74.84248,1019.18,1055.06,39640.36452,539810.76,558813.68
2006-01-01,,,,97.418,1326.61,1328.1,39788.028,541821.61,542431.55
2006-02-01,,,,97.11946999999999,1322.54,1324.23,37404.11953,509358.24,510006.93
2006-03-01,,,,105.92007,1442.39,1444.66,36514.68593,497246.19,498030.58
2006-04-01,,,,89.09487999999999,1213.27,1214.62,36566.39012,497950.3,498504.87
2006-05-01,,,,86.44476999999999,1177.18,1178.27,38464.03423,523791.85,524276.29
2006-06-01,,,,110.51753,1505.0,1507.23,39325.65347,535525.11,536321.45
2006-07-01,,,,165.30942,2251.13,2257.17,41247.89758,561701.68,563208.68
2006-08-01,,,,155.67007999999998,2119.87,2125.06,41239.40892,561586.07,562962.16
2006-09-01,,,,110.50590000000001,1504.84,1507.31,37273.6071,507580.96,508414.03
2006-10-01,,,,123.19067,1677.57,1681.02,36478.02433,496746.95,497766.88
2006-11-01,,,,106.01467,1443.68,1445.9,37001.19833,503871.37,504648.34
2006-12-01,,,,103.61653,1411.02,1412.86,39447.29247,537181.57,537881.95
2007-01-01,,,,,,,37887.0,532523.0,532523.0
2007-02-01,,,,,,,33764.0,487532.0,487532.0
2007-03-01,,,,,,,33332.0,501783.0,505940.0
2007-04-01,,,,,,,21648.0,310808.0,310808.0
2007-05-01,,,,,,,38720.0,544965.0,544965.0
2007-06-01,,,,,,,38064.0,554838.0,554838.0
2007-07-01,,,,,,,39121.0,570105.0,570105.0
2007-08-01,,,,,,,38418.0,552242.0,552242.0
2007-09-01,,,,,,,36936.0,545549.0,545549.0
2007-10-01,,,,,,,36591.0,525515.0,525515.0
2007-11-01,,,,,,,37041.0,546073.0,546073.0
2007-12-01,0.0,0.0,0.0,,,,38622.0,575226.0,579415.0
2008-01-01,0.0,0.0,0.0,,,,36465.0,542947.0,617225.0
2008-02-01,0.0,0.0,0.0,,,,32696.0,468162.0,468162.0
2008-03-01,0.0,0.0,0.0,,,,35766.0,481679.0,481679.0
2008-04-01,0.0,0.0,0.0,,,,24562.0,349795.0,349795.0
2008-05-01,0.0,0.0,0.0,,,,39289.0,571985.0,571985.0
2008-06-01,0.0,0.0,0.0,,,,36531.0,516174.0,516174.0
2008-07-01,0.0,0.0,0.0,,,,35345.0,511616.0,511616.0
2008-08-01,0.0,0.0,0.0,,,,38978.0,562248.0,562248.0
2008-09-01,0.0,0.0,0.0,,,,36270.0,509551.0,509551.0
2008-10-01,0.0,0.0,0.0,,,,38622.0,551355.0,551355.0
2008-11-01,0.0,0.0,0.0,,,,37806.0,539655.0,539655.0
2008-12-01,0.0,0.0,0.0,,,,35629.0,524185.0,524185.0
2009-01-01,,,,,,,37940.0,561426.0,561426.0
2009-02-01,,,,,,,34530.0,504254.0,504254.0
2009-03-01,,,,,,,38279.0,570815.0,574431.0
2009-04-01,,,,,,,27653.0,394521.0,394521.0
2009-05-01,,,,,,,39042.0,576438.0,579903.0
2009-06-01,,,,,,,35653.0,519306.0,519306.0
2009-07-01,,,,,,,39138.0,559631.0,559631.0
2009-08-01,,,,,,,38932.0,544452.0,544452.0
2009-09-01,,,,,,,35794.0,510490.0,521606.0
2009-10-01,,,,,,,39049.0,559438.0,559438.0
2009-11-01,,,,,,,35852.0,504463.0,504463.0
2009-12-01,0.0,0.0,0.0,,,,38796.0,551985.0,551985.0
2010-01-01,,,,,,,38448.0,565355.0,565355.0
2010-02-01,,,,,,,34983.0,482701.0,491941.0
2010-03-01,,,,,,,37144.0,514822.0,514822.0
2010-04-01,,,,,,,29802.0,429016.0,429016.0
2010-05-01,,,,,,,37500.0,514627.0,514627.0
2010-06-01,,,,,,,37004.0,524608.0,524608.0
2010-07-01,,,,,,,36380.0,506396.0,506396.0
2010-08-01,,,,,,,38387.0,535488.0,535488.0
2010-09-01,,,,,,,36131.0,509945.0,509945.0
2010-10-01,,,,,,,38409.0,551561.0,551561.0
2010-11-01,,,,,,,36920.0,520424.0,520424.0
2010-12-01,0.0,0.0,0.0,,,,37898.0,555972.0,555972.0
2011-01-01,,,,,,,36913.0,533074.0,533074.0
2011-02-01,,,,,,,34798.0,503630.0,503630.0
2011-03-01,,,,,,,34074.0,477551.0,477551.0
2011-04-01,,,,,,,30620.0,439534.0,439534.0
2011-05-01,,,,,,,39411.0,547944.0,547944.0
2011-06-01,,,,,,,37962.0,530863.0,530863.0
2011-07-01,,,,,,,36270.0,512022.0,512022.0
2011-08-01,,,,,,,34444.0,489033.0,489033.0
2011-09-01,,,,,,,37366.0,523796.0,523796.0
2011-10-01,,,,,,,38494.0,533302.0,533302.0
2011-11-01,,,,,,,34995.0,479820.0,479820.0
2011-12-01,0.0,0.0,0.0,,,,38892.0,555438.0,555438.0
2012-01-01,,,,,,,38934.0,543541.0,543541.0
2012-02-01,,,,,,,36689.0,510300.0,510300.0
2012-03-01,,,,,,,33441.0,464841.0,464841.0
2012-04-01,,,,,,,30494.0,435836.0,435836.0
2012-05-01,,,,,,,39617.0,565242.0,565242.0
2012-06-01,,,,,,,36647.0,530770.0,530770.0
2012-07-01,,,,,,,34631.0,503150.0,503150.0
2012-08-01,,,,,,,37028.0,526778.0,526778.0
2012-09-01,,,,,,,35445.0,517495.0,517495.0
2012-10-01,,,,,,,36575.0,533104.0,533104.0
2012-11-01,,,,,,,35663.0,517582.0,517582.0
2012-12-01,,,,,,,34583.0,485463.0,485463.0
2013-01-01,,,,0.192,3.0,3.0,34944.808,525094.0,571922.0
2013-02-01,,,,0.067,1.0,1.0,32437.933,486990.0,510167.0
2013-03-01,,,,0.211,3.0,3.0,32405.789,482974.0,482974.0
2013-04-01,,,,0.354,5.0,5.0,29861.646,443440.0,443440.0
2013-05-01,,,,0.146,2.0,2.0,14701.854,211271.0,211271.0
2013-06-01,,,,0.068,1.0,1.0,30717.932,460338.0,475065.0
2013-07-01,,,,0.0,0.0,0.0,34091.0,510830.0,529273.0
2013-08-01,,,,0.069,1.0,1.0,33340.931,502329.0,507435.0
2013-09-01,,,,0.067,1.0,1.0,29152.933,441285.0,460256.0
2013-10-01,,,,0.069,1.0,1.0,34226.931,514530.0,521410.0
2013-11-01,,,,0.0,0.0,0.0,32722.0,491411.0,499218.0
2013-12-01,,,,0.0,0.0,0.0,35201.0,530877.0,543236.0
2014-01-01,,,,295.002,4443.0,4729.0,35050.998,527873.0,561906.0
2014-02-01,,,,64.858,970.0,970.0,32737.142,489707.0,489707.0
2014-03-01,,,,59.625,916.0,928.0,35780.375,549969.0,556999.0
2014-04-01,,,,84.407,1269.0,1273.0,33136.593,498093.0,499600.0
2014-05-01,,,,62.099,915.0,915.0,26165.901,385351.0,385351.0
2014-06-01,,,,16.478,254.0,254.0,31214.522,481335.0,481335.0
2014-07-01,,,,19.814,298.0,306.0,31549.186,475237.0,486527.0
2014-08-01,,,,10.264,155.0,161.0,29732.736,449265.0,465350.0
2014-09-01,,,,2.444,37.0,38.0,24101.556,366487.0,372718.0
2014-10-01,,,,50.87,777.0,846.0,21922.13,334951.0,364711.0
2014-11-01,,,,0.277,4.0,4.0,32235.723,484920.0,489587.0
2014-12-01,,,,0.202,3.0,3.0,28533.798,435634.0,445150.0
2015-01-01,,,,0.891,13.0,14.0,31946.109,483499.0,489677.0
2015-02-01,,,,15.445,217.0,217.0,31951.555,449641.0,449641.0
2015-03-01,,,,10.657,164.0,164.0,30515.343,469044.0,469044.0
2015-04-01,,,,88.038,1235.0,1235.0,18756.962,263080.0,263080.0
2015-05-01,,,,228.245,3482.0,3708.0,14303.755,218201.0,232346.0
2015-06-01,,,,74.677,1148.0,1285.0,10810.323,166147.0,186048.0
2015-07-01,,,,90.436,1392.0,1523.0,17839.564,274626.0,300332.0
2015-08-01,,,,72.017,1111.0,1318.0,9252.983,142802.0,169309.0
2015-09-01,,,,50.49,785.0,932.0,9429.51,146594.0,174133.0
2015-10-01,,,,48.111,744.0,835.0,15365.889,237586.0,266607.0
2015-11-01,,,,33.697,539.0,662.0,2462.303,39385.0,48336.0
2015-12-01,,,,42.71,674.0,737.0,3590.29,56695.0,61962.0
2016-01-01,,,,51.62,777.0,910.0,21321.38,320909.0,375871.0
2016-02-01,,,,0.451,7.0,8.0,19950.549,306259.0,368318.0
2016-03-01,,,,1.0,16.0,16.0,2781.0,43380.0,43380.0
2016-04-01,,,,70.183,1042.0,1132.0,19925.817,295750.0,321252.0
2016-05-01,,,,68.441,1078.0,1092.0,8640.559,136098.0,137863.0
2016-06-01,,,,43.457,675.0,752.0,15985.543,248427.0,276592.0
2016-07-01,,,,41.248,610.0,660.0,22922.752,339251.0,367006.0
2016-08-01,,,,46.357,697.0,774.0,24629.643,370148.0,411098.0
2016-09-01,,,,45.745,640.0,726.0,10264.255,143570.0,162882.0
2016-10-01,,,,39.578,600.0,643.0,11662.422,176915.0,189389.0
2016-11-01,,,,0.698,10.0,11.0,11847.302,174658.0,194179.0
2016-12-01,,,,45.602,672.0,720.0,24713.398,363992.0,390020.0
2017-01-01,,,,111.024,1715.0,1715.0,25567.976,394943.0,394943.0
2017-02-01,,,,29.716,464.0,516.0,19195.284,299897.0,333206.0
2017-03-01,,,,0.274,4.0,4.0,22518.726,342512.0,342512.0
2017-04-01,,,,39.878,611.0,705.0,511.122,7827.0,9038.0
2017-05-01,,,,63.624,820.0,820.0,3026.376,38982.0,38982.0
2017-06-01,,,,38.011,584.0,605.0,17291.989,265736.0,275351.0
2017-07-01,,,,1.087,17.0,17.0,27242.913,416912.0,416912.0
2017-08-01,,,,0.696,10.0,10.0,26327.304,393536.0,393536.0
2017-09-01,,,,0.402,6.0,6.0,25507.598,393214.0,396202.0
2017-10-01,,,,24.886,371.0,371.0,28555.114,426022.0,426022.0
2017-11-01,,,,98.198,1494.0,1555.0,19244.802,292843.0,304709.0
2017-12-01,,,,1.154,18.0,18.0,33738.846,512294.0,516788.0
2018-01-01,,,,12.343,187.0,189.0,36050.657,545445.0,552841.0
2018-02-01,,,,17.47,262.0,262.0,25521.53,382857.0,382857.0
2018-03-01,,,,5.029,77.0,78.0,31131.971,476698.0,482811.0
2018-04-01,,,,578.239,8865.0,8890.0,25973.761,398200.0,399324.0
2018-05-01,,,,106.515,1633.0,1659.0,18641.485,285736.0,290311.0
2018-06-01,,,,50.735,782.0,803.0,24391.265,375942.0,385988.0
2018-07-01,,,,12.425,191.0,192.0,28693.575,440535.0,444315.0
2018-08-01,,,,44.582,681.0,726.0,29630.418,452590.0,482467.0
2018-09-01,,,,36.467,557.0,573.0,24607.533,376193.0,386681.0
2018-10-01,,,,93.693,1567.0,1567.0,19967.307,334009.0,334009.0
2018-11-01,,,,1.885,27.0,27.0,33092.115,474757.0,474757.0
2018-12-01,,,,95.697,1466.0,1468.0,27148.303,415756.0,416592.0
2019-01-01,,,,69.805,1082.0,1140.0,25174.195,390196.0,411232.0
2019-02-01,,,,56.986,896.0,942.0,19176.014,301630.0,316934.0
2019-03-01,,,,36.702,573.0,641.0,23407.298,365495.0,408492.0
2019-04-01,,,,0.058,1.0,1.0,11203.942,174917.0,201585.0
2019-05-01,,,,114.58,1807.0,1978.0,16240.42,256062.0,280388.0
2019-06-01,,,,0.588,9.0,11.0,20984.412,328645.0,374798.0
2019-07-01,,,,65.931,1003.0,1068.0,28140.069,427978.0,455772.0
2019-08-01,,,,55.609,845.0,898.0,32074.391,487425.0,517810.0
2019-09-01,,,,21.328,324.0,352.0,27731.672,421570.0,457367.0
2019-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,,,,47.859,746.0,814.0,10973.141,171114.0,186575.0
2019-12-01,,,,12.721,200.0,204.0,20191.279,317654.0,323331.0
2020-01-01,,,,0.0,0.0,0.0,21696.0,329593.0,329593.0
2020-02-01,,,,0.261,4.0,4.0,17607.739,280923.0,280923.0
2020-03-01,,,,2.194,32.0,32.0,23923.806,351626.0,351626.0
2020-04-01,,,,62.265,880.0,880.0,27199.735,384349.0,384349.0
2020-05-01,,,,5.133,71.0,71.0,896.867,12358.0,12358.0
2020-06-01,,,,113.513,1644.0,1644.0,24176.487,350196.0,350196.0
2020-07-01,,,,0.667,9.0,9.0,34347.333,482035.0,482035.0
2020-08-01,,,,0.514,7.0,7.0,34096.486,483008.0,483008.0
2020-09-01,,,,1.012,15.0,15.0,32355.988,465321.0,465321.0
2020-10-01,,,,76.069,1063.0,1063.0,10074.931,140773.0,140773.0
2020-11-01,,,,64.07,912.0,912.0,29974.93,426710.0,426710.0
2020-12-01,,,,6.199,93.0,93.0,33471.801,499752.0,499752.0
2021-01-01,,,,38.191,545.0,545.0,32698.809,466592.0,466592.0
2021-02-01,,,,60.531,883.0,883.0,24998.469,364649.0,364649.0
2021-03-01,,,,103.023,1445.0,1445.0,31955.977,448077.0,448077.0
2021-04-01,,,,0.283,4.0,4.0,32258.717,474455.0,474455.0
2021-05-01,,,,3.137,48.0,48.0,15122.863,230599.0,230599.0
2021-06-01,,,,156.103,2343.0,2343.0,20336.897,305259.0,305259.0
2021-07-01,,,,218.26,3201.0,3201.0,34152.74,500904.0,500904.0
2021-08-01,,,,4.184,61.0,61.0,32263.816,473186.0,473186.0
2021-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,,,,0.0,11.0,11.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,234.652,3510.0,3510.0,7192.348,107585.0,107585.0
2022-01-01,,,,3.156,44.0,44.0,34745.844,480940.0,480940.0
2022-02-01,,,,63.999,913.0,913.0,30484.001,434939.0,434939.0
2022-03-01,,,,2.671,40.0,40.0,35711.329,528451.0,528451.0
2022-04-01,,,,55.99,843.0,843.0,27097.01,408192.0,408192.0
2022-05-01,,,,0.851,12.0,12.0,36083.149,529035.0,529035.0
2022-06-01,,,,1.843,27.0,27.0,34734.157,509482.0,509482.0
2022-07-01,,,,9.799,152.0,152.0,29596.201,458628.0,458628.0
2022-08-01,,,,0.801,12.0,12.0,31178.199,485480.0,485480.0
2022-09-01,,,,0.346,5.0,5.0,30649.654,460067.0,460067.0
2022-10-01,,,,104.222,1489.0,1489.0,9094.778,129959.0,129959.0
2022-11-01,,,,0.647,9.0,9.0,32476.353,469569.0,469569.0
2022-12-01,,,,22.104,314.0,314.0,34069.896,484108.0,484108.0
2023-01-01,,,,0.641,9.0,9.0,33610.359,490850.0,490850.0
2023-02-01,,,,0.355,5.0,5.0,30460.645,445931.0,445931.0
2023-03-01,,,,0.202,3.0,3.0,33434.798,515809.0,515809.0
2023-04-01,,,,0.352,5.0,5.0,31815.648,469379.0,469379.0
2023-05-01,,,,119.867,1860.0,1860.0,3614.133,56067.0,56067.0
2023-06-01,,,,3.897,59.0,59.0,32067.103,487740.0,487740.0
2023-07-01,,,,0.281,4.0,4.0,33725.719,499979.0,499979.0
2023-08-01,,,,0.206,3.0,3.0,33753.794,512117.0,512117.0
2023-09-01,,,,14.1,219.0,219.0,30670.9,477333.0,477333.0
2023-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,,,,99.497,1487.0,1487.0,21726.503,324749.0,324749.0
2024-01-01,,,,0.415,6.0,6.0,33314.585,501478.0,501478.0
2024-02-01,,,,19.11,295.0,295.0,29792.89,460478.0,460478.0
2024-03-01,,,,1.441,22.0,22.0,33700.559,510774.0,510774.0
2024-04-01,,,,1.007,16.0,16.0,33102.993,512989.0,512989.0
2024-05-01,,,,68.317,1043.0,1043.0,27136.683,414344.0,414344.0
2024-06-01,,,,12.279,188.0,188.0,32828.721,503267.0,503267.0
2024-07-01,,,,0.339,5.0,5.0,34314.661,526802.0,526802.0
2024-08-01,,,,0.207,3.0,3.0,34030.793,512799.0,512799.0
2024-09-01,,,,0.2,3.0,3.0,32485.8,506189.0,506189.0
2024-10-01,,,,3.213,48.0,48.0,11700.787,174219.0,174219.0
2024-11-01,,,,285.269,4379.0,4379.0,20738.731,318380.0,318380.0
2024-12-01,,,,1.766,27.0,27.0,34286.234,524996.0,524996.0
