measured_on,"Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-03-01,,,,11851.89018,71111.25,631119.23,17551.10778,105306.51,934605.49,180.53911,1083.23,9613.8,,,,,,,252.32208,1513.93,13436.28,2409.20196,14455.19,128291.24,33117.6619,198705.72,1763532.48
2004-04-01,,,,15868.13302,95208.68,635986.89,28475.13481,170850.6,1141269.26,1400.03831,8400.22,56112.84,,,,,,,1146.16465,6876.98,45937.71,1623.34347,9740.05,65062.8,26938.88773,161633.13,1079697.24
2004-05-01,,,,26985.55489,161913.13,564886.0,27356.15806,164136.74,572643.8,1226.11757,7356.7,25666.2,,,,,,,584.88018,3509.28,12243.24,3391.11925,20346.69,70985.97,43964.38205,263785.96,920302.14
2004-06-01,,,,12955.58684,77733.42,541741.2,22720.80711,136324.67,950076.4,337.48447,2024.9,14112.0,,,,,,,384.02418,2304.14,16058.07,1715.22392,10291.33,71722.53,23389.497479999998,140336.81,978037.86
2004-07-01,,,,19296.10578,115776.49,613481.4,34366.41996,206198.26,1092612.14,878.12493,5268.74,27918.24,,,,,,,639.54486,3837.26,20333.06,1296.37905,7778.26,41215.8,17975.63842,107853.69,571499.76
2004-08-01,,,,13795.21787,82771.2,457561.12,27987.95207,167927.5,928307.1,1141.32084,6847.92,37855.44,,,,,,,1211.25009,7267.49,40174.86,849.92788,5099.56,28190.49,14847.72325,89086.23,492470.72
2004-09-01,,,,16626.20663,99757.11,558138.84,25989.06937,155934.22,872448.5,1004.52714,6027.16,33721.8,,,,,,,693.49841,4160.99,23280.62,862.16238,5172.97,28942.64,15212.16707,91272.89,510669.78
2004-10-01,,,,21538.61055,129231.5,764201.88,32147.26755,192883.37,1140602.93,2662.88893,15977.31,94480.78,,,,,,,592.3165300000001,3553.89,21015.72,1113.53723,6681.22,39508.92,14517.84122,87106.94,515101.08
2004-11-01,,,,16760.13561,100560.69,587471.15,27450.68902,164703.93,962193.16,243.2493,1459.49,8526.3,,,,,,,323.07996,1938.48,11324.5,555.67243,3334.03,19477.26,16162.34568,96973.95,566517.6
2004-12-01,,,,14099.73769,84598.32,543441.64,25608.75135,153652.32,987029.84,265.91666,1595.5,10249.14,,,,,,,500.47380000000004,3002.84,19289.6,421.96965,2531.81,16263.84,15272.98986,91637.82,588661.92
2005-01-01,,,,14799.08289,86130.56,452801.36,38940.32157,226632.39,1191440.76,1542.37118,8976.59,47191.29,,,,,,,3080.8114,17930.3,94262.3,638.88018,3718.28,19547.55,24849.04878,144621.28,760295.97
2005-02-01,,,,19083.06747,111063.31,690625.68,28511.23663,165935.19,1031835.8,256.93812,1495.38,9298.72,,,,,,,2556.06742,14876.29,92505.35,831.70896,4840.54,30099.96,16777.11041,97642.66,607171.95
2005-03-01,,,,20136.74864,117195.73,720447.0,28083.25898,163444.36,1004755.04,523.73787,3048.15,18738.15,,,,,,,2328.66219,13552.8,83314.23,887.5702,5165.65,31755.24,16615.04513,96699.44,594448.47
2005-04-01,,,,15327.00961,89203.08,524249.28,36283.57224,211170.12,1241053.35,3512.2178000000004,20441.08,120132.87,,,,,,,3043.91601,17715.57,104114.95,1149.03789,6687.39,39302.01,16619.00945,96722.51,568441.2
2005-05-01,,,,16943.80062,98612.8,582796.5,16066.05531,93504.33,552605.7,1822.18093,10605.08,62675.47,,,,,,,218.55006,1271.96,7517.22,673.42505,3919.33,23163.03,15694.29103,91340.66,539818.55
2005-06-01,,,,18595.0256,108222.91,614948.26,29593.36168,172233.15,978669.6,184.73357,1075.15,6109.25,,,,,,,2167.29986,12613.67,71673.86,774.83282,4509.52,25624.17,13095.90746,76218.09,433089.24
2005-07-01,,,,18569.28067,108073.08,620519.64,37599.31271,218827.72,1256435.96,413.89234,2408.85,13830.82,,,,,,,2989.34485,17397.97,99893.33,1332.55315,7755.45,44529.21,18443.28528,107339.79,616309.32
2005-08-01,,,,15745.03268,91635.98,552466.68,26291.15183,153014.31,922512.24,490.22173,2853.09,17201.06,,,,,,,2332.66582,13576.1,81849.32,801.03845,4662.04,28107.09,14498.84349,84383.16,508740.0
2005-09-01,,,,13358.71521,77747.62,473675.52,28128.78267,163709.3,997395.0,583.27929,3394.68,20682.01,,,,,,,2249.09133,13089.69,79748.65,786.23359,4575.87,27878.4,14380.642899999999,83695.23,509911.2
2005-10-01,,,,20636.98619,120107.11,714388.4,33663.3356,195920.37,1165320.18,1351.79709,7867.45,46795.02,,,,,,,2783.44663,16199.64,96354.28,1217.94101,7088.41,42161.34,17737.07048,103229.62,614002.32
2005-11-01,,,,18538.36808,107893.17,615355.55,27346.60979,159157.07,907732.98,1214.92888,7070.88,40327.89,,,,,,,2387.13347,13893.1,79237.6,1264.92018,7361.83,41987.28,15150.54659,88176.07,502901.49
2005-12-01,,,,19890.11398,115760.32,690790.74,27602.58718,160646.85,958647.68,685.50665,3989.64,23807.89,,,,,,,2007.47818,11683.51,69720.43,1068.57068,6219.07,37111.84,17319.80633,100801.14,601523.04
2006-01-01,,,,16776.949,100661.57,554615.24,33921.04234,203526.0,1121367.6,3082.74918,18496.47,101910.05,,,,,,,3216.91438,19301.46,106345.3,1364.81842,8188.9,45118.4,20385.77667,122314.51,673916.48
2006-02-01,,,,19459.79337,116758.61,659192.0,27348.51237,164090.87,926418.91,264.35458,1586.13,8954.9,,,,,,,1823.33805,10940.01,61764.78,700.99325,4205.95,23745.84,18420.48137,110522.75,623985.76
2006-03-01,,,,17634.76629,105808.47,579222.15,27534.67976,165207.87,904389.44,39.29994,235.8,1290.83,,,,,,,2201.0742,13206.43,72295.31,269.17321,1615.04,8841.12,15140.75859,90844.44,497305.3
2006-04-01,,,,18442.33611,110653.88,700932.42,30666.93319,184001.37,1165549.07,85.5348,513.21,3250.9,,,,,,,2442.51089,14655.05,92831.79,281.33984,1688.04,10692.8,11404.10317,68424.53,433432.38
2006-05-01,,,,9582.93738,57497.55,358983.66,14883.73729,89302.31,557555.4,943.51778,5661.1,35344.85,,,,,,,1822.4456500000001,10934.66,68270.11,154.31848,925.91,5780.88,12968.95843,77813.66,485826.42
2006-06-01,,,,7753.46796,46520.75,306457.91,14061.702000000001,84370.1,555792.56,456.92855,2741.57,18060.22,,,,,,,1224.70659,7348.23,48406.86,148.57685,891.46,5872.54,14178.74206,85072.34,560418.6
2006-07-01,,,,12055.42219,72332.44,418841.28,35529.65105,213177.64,1234405.92,256.26513,1537.59,8903.41,,,,,,,2599.82643,15598.94,90325.72,150.31756000000001,901.9,5222.48,17994.19964,107965.06,625172.1
2006-08-01,,,,10334.04343,62004.18,346638.6,28308.66713,169851.79,949567.98,86.18746999999999,517.12,2891.02,,,,,,,1888.58954,11331.52,63349.65,119.60398,717.62,4011.92,13607.02445,81642.05,456425.4
2006-09-01,,,,10962.24867,65773.41,394031.12,27125.28402,162751.5,975001.24,157.54044,945.24,5662.69,,,,,,,2185.63326,13113.78,78561.21,121.24625,727.48,4358.12,14675.21737,88051.19,527491.44
2006-10-01,,,,11573.44836,69440.6,401733.34,36064.44648,216386.4,1251855.98,268.77855999999997,1612.67,9329.74,,,,,,,2778.3585000000003,16670.13,96441.37,123.83167,742.99,4298.4,18849.89743,113099.24,654310.8
2006-11-01,,,,10574.815,63448.81,392912.6,26036.34291,156217.86,967393.49,119.97684,719.86,4457.8,,,,,,,1742.61264,10455.66,64747.65,114.66430000000001,687.98,4260.41,16785.93432,100715.48,623689.88
2006-12-01,,,,13339.71927,80038.22,507295.25,31410.81911,188464.68,1194519.84,1570.70246,9424.2,59732.13,,,,,,,2973.14724,17838.86,113065.61,81.73777,490.43,3108.4,18123.43815,108740.49,689214.96
2007-01-01,,,,10661.518,63958.0,399771.0,33708.641,202251.0,1263962.0,1353.053,8120.0,50735.0,,,,,,,3035.7560000000003,18216.0,113831.0,59.881,357.0,2245.0,19562.837,117371.0,733541.0
2007-02-01,,,,8607.544,51643.0,339629.0,17606.158,105633.0,694688.0,1344.601,8068.0,53054.0,,,,,,,1478.255,8869.0,58328.0,93.98,561.0,3708.0,14133.493,84806.0,557667.0
2007-03-01,,,,8301.257,49813.0,348230.0,23516.816,141103.0,986509.0,101.256,608.0,4248.0,,,,,,,1519.352,9118.0,63735.0,76.384,461.0,3204.0,11800.109,70793.0,495004.0
2007-04-01,,,,9780.503,58683.0,374000.0,32997.117,197985.0,1261787.0,333.38800000000003,1998.0,12749.0,,,,,,,1799.181,10793.0,68799.0,93.46600000000001,560.0,3574.0,19061.5,114362.0,728899.0
2007-05-01,,,,7681.686000000001,46084.0,286949.0,25524.895,153152.0,953481.0,385.843,2313.0,14413.0,,,,,,,1628.8120000000001,9776.0,60844.0,61.412000000000006,369.0,2294.0,13928.022,83563.0,520280.0
2007-06-01,,,,6918.023,41519.0,270970.0,27309.375,163862.0,1069674.0,163.88,984.0,6419.0,,,,,,,1600.21,9599.0,62678.0,75.003,447.0,2938.0,14168.818,85007.0,554975.0
2007-07-01,,,,10563.49,63383.0,366714.0,33506.515,201042.0,1163187.0,17.304000000000002,103.0,601.0,,,,,,,2184.425,13108.0,75833.0,94.534,564.0,3282.0,21300.964,127803.0,739468.0
2007-08-01,,,,7763.705,46582.0,296510.0,25513.884,153088.0,974421.0,1593.874,9563.0,60873.0,,,,,,,1476.709,8863.0,56398.0,106.60600000000001,637.0,4071.0,12795.947,76774.0,488700.0
2007-09-01,,,,5807.654,34839.0,210152.0,27866.892,167204.0,1008374.0,1722.997,10338.0,62347.0,,,,,,,2210.759,13266.0,79997.0,115.40100000000001,692.0,4176.0,9496.371000000001,56986.0,343630.0
2007-10-01,,,,9244.532000000001,55461.0,352434.0,35187.332,211118.0,1341464.0,3.7920000000000003,23.0,145.0,,,,,,,1692.517,10152.0,64525.0,151.211,908.0,5765.0,16622.34,99734.0,633702.0
2007-11-01,,,,9619.526,57712.0,380747.0,26337.613,158028.0,1042458.0,30.969,185.0,1226.0,,,,,,,1756.193,10540.0,69511.0,97.295,587.0,3851.0,14686.112000000001,88112.0,581285.0
2007-12-01,,,,9075.543,54466.0,336859.0,26436.082000000002,158618.0,981235.0,535.871,3215.0,19890.0,,,,,,,1793.304,10757.0,66563.0,74.657,446.0,2771.0,13355.67,80127.0,495726.0
2008-01-01,,,,11358.943,68154.0,392938.0,37513.533,225081.0,1297700.0,625.648,3754.0,21643.0,,,,,,,376.386,2258.0,13020.0,,,,18619.885000000002,111719.0,644115.0
2008-02-01,,,,10065.184,60391.0,351501.0,24382.558,146295.0,851499.0,889.964,5340.0,31080.0,,,,,,,812.628,4876.0,28379.0,,,,15949.821,95699.0,557007.0
2008-03-01,,,,614.905,3689.0,22569.0,15299.333999999999,91796.0,561547.0,762.9150000000001,4577.0,28002.0,,,,,,,515.399,3092.0,18917.0,,,,12052.539,72315.0,442376.0
2008-04-01,,,,5042.858,30257.0,244335.0,26318.654000000002,157912.0,1275181.0,1726.01,10356.0,83628.0,,,,,,,340.793,2045.0,16512.0,,,,14136.41,84818.0,684932.0
2008-05-01,,,,7572.561000000001,45435.0,307120.0,24508.126,147049.0,993976.0,285.183,1711.0,11566.0,,,,,,,192.722,1156.0,7816.0,,,,15110.461,90663.0,612835.0
2008-06-01,,,,7387.722000000001,44326.0,272380.0,28244.034,169464.0,1041337.0,15.780000000000001,95.0,582.0,,,,,,,18.495,111.0,682.0,,,,13884.632,83308.0,511916.0
2008-07-01,,,,7667.134,46003.0,270796.0,35248.762,211492.0,1244953.0,1440.044,8640.0,50861.0,,,,,,,170.035,1020.0,6005.0,,,,18706.43,112238.0,660694.0
2008-08-01,,,,5321.069,31926.0,185941.0,25354.475,152127.0,885993.0,3026.203,18157.0,105748.0,,,,,,,935.562,5613.0,32693.0,,,,15163.926,90983.0,529892.0
2008-09-01,,,,8450.826000000001,50705.0,313969.0,29477.838,176867.0,1095173.0,1395.112,8371.0,51832.0,,,,,,,43.218,259.0,1606.0,,,,10471.5,62829.0,389042.0
2008-10-01,,,,5059.42,30356.0,228468.0,27345.695,164074.0,1234848.0,205.559,1233.0,9282.0,,,,,,,50.156000000000006,301.0,2265.0,,,,16894.491,101367.0,762904.0
2008-11-01,,,,7821.684,46930.0,235101.0,32916.669,197500.0,989396.0,1100.612,6604.0,33082.0,,,,,,,291.124,1747.0,8751.0,,,,21333.325,128000.0,641229.0
2008-12-01,,,,8775.575,52653.0,283215.0,25682.368000000002,154094.0,828850.0,220.388,1322.0,7113.0,,,,,,,121.706,730.0,3928.0,,,,17151.081,102906.0,553519.0
2009-01-01,,,,7271.464,43629.0,255378.0,26176.726000000002,157060.0,919341.0,824.139,4945.0,28944.0,,,,,,,355.481,2133.0,12485.0,,,,15854.345000000001,95126.0,556814.0
2009-02-01,,,,5271.216,31627.0,198632.0,23835.635000000002,143014.0,898183.0,179.84,1079.0,6777.0,,,,,,,1143.086,6859.0,43074.0,,,,17388.314,104330.0,655233.0
2009-03-01,,,,5369.796,32219.0,168992.0,12509.139,75055.0,393674.0,407.69100000000003,2446.0,12830.0,,,,,,,131.797,791.0,4148.0,,,,20212.372,121274.0,636101.0
2009-04-01,,,,0.0,0.0,0.0,21370.917,128225.0,742295.0,68.845,413.0,2391.0,,,,,,,37.311,224.0,1296.0,,,,21326.802,127961.0,740762.0
2009-05-01,,,,1494.9370000000001,8970.0,55771.0,21120.923,126725.0,787956.0,227.41400000000002,1364.0,8484.0,,,,,,,108.628,652.0,4053.0,,,,19762.549,118575.0,737280.0
2009-06-01,,,,982.168,5893.0,36579.0,19159.109,114955.0,713552.0,120.75200000000001,725.0,4497.0,,,,,,,35.957,216.0,1339.0,,,,21000.599,126003.0,782136.0
2009-07-01,,,,490.53,2943.0,17184.0,22735.102,136410.0,796441.0,118.25200000000001,710.0,4143.0,,,,,,,101.82900000000001,611.0,3567.0,,,,21897.406,131384.0,767096.0
2009-08-01,,,,2318.681,13912.0,80353.0,26881.07,161286.0,931549.0,111.515,669.0,3864.0,,,,,,,1728.817,10373.0,59911.0,,,,17373.23,104239.0,602060.0
2009-09-01,,,,4862.375,29174.0,171839.0,22606.722999999998,135640.0,798935.0,116.631,700.0,4122.0,,,,,,,155.317,932.0,5489.0,,,,13274.365,79646.0,469124.0
2009-10-01,,,,0.0,0.0,0.0,27163.236,162979.0,958887.0,114.45,687.0,4040.0,,,,,,,62.631,376.0,2211.0,,,,19085.195,114511.0,673725.0
2009-11-01,,,,1328.199,7969.0,44663.0,22546.243,135277.0,758156.0,517.647,3106.0,17407.0,,,,,,,199.149,1195.0,6697.0,,,,17067.835,102407.0,573935.0
2009-12-01,,,,1815.3290000000002,10892.0,62991.0,25700.997,154206.0,891808.0,369.201,2215.0,12811.0,,,,,,,411.947,2472.0,14294.0,,,,21429.242,128575.0,743581.0
2010-01-01,,,,4312.533,25875.0,142174.0,27671.645,166030.0,912269.0,20.443,123.0,674.0,,,,,,,229.103,1375.0,7553.0,,,,20272.561,121635.0,668339.0
2010-02-01,,,,3590.8610000000003,21545.0,118369.0,25181.762000000002,151090.0,830087.0,957.4380000000001,5745.0,31561.0,,,,,,,630.59,3784.0,20787.0,,,,18930.127,113581.0,624010.0
2010-03-01,,,,4511.554,27069.0,157666.0,14149.613000000001,84898.0,494488.0,1167.233,7003.0,40791.0,,,,,,,254.674,1528.0,8900.0,,,,16322.387999999999,97934.0,570420.0
2010-04-01,,,,913.697,5482.0,31613.0,25606.821,153641.0,885984.0,371.946,2232.0,12869.0,,,,,,,97.76100000000001,587.0,3382.0,,,,20553.076,123318.0,711127.0
2010-05-01,,,,291.529,1749.0,10897.0,29140.743000000002,174844.0,1089290.0,0.0,0.0,0.0,,,,,,,12.118,73.0,453.0,,,,20444.406,122666.0,764218.0
2010-06-01,,,,263.394,1580.0,9852.0,28194.779000000002,169168.0,1054650.0,0.0,0.0,0.0,,,,,,,48.269000000000005,290.0,1806.0,,,,17165.493000000002,102993.0,642090.0
2010-07-01,,,,899.563,5397.0,30279.0,31762.869,190577.0,1069126.0,0.0,0.0,0.0,,,,,,,43.216,259.0,1455.0,,,,16923.262000000002,101539.0,569631.0
2010-08-01,,,,1694.6750000000002,10168.0,59438.0,31425.363,188552.0,1102200.0,0.664,4.0,23.0,,,,,,,336.70300000000003,2020.0,11809.0,,,,16069.041000000001,96414.0,563599.0
2010-09-01,,,,2175.685,13054.0,86582.0,24602.208,147613.0,979057.0,270.70500000000004,1624.0,10773.0,,,,,,,138.573,831.0,5515.0,,,,14576.226999999999,87457.0,580068.0
2010-10-01,,,,482.74800000000005,2896.0,21795.0,24368.22,146209.0,1100164.0,74.253,446.0,3352.0,,,,,,,271.608,1630.0,12262.0,,,,13236.49,79419.0,597594.0
2010-11-01,,,,0.0,0.0,0.0,27879.857,167279.0,1040472.0,136.144,817.0,5081.0,,,,,,,92.14500000000001,553.0,3439.0,,,,17341.163,104047.0,647170.0
2010-12-01,,,,0.0,0.0,0.0,28610.809,171665.0,1109420.0,46.829,281.0,1816.0,,,,,,,49.108000000000004,295.0,1904.0,,,,25036.559,150219.0,970824.0
2011-01-01,,,,0.0,0.0,0.0,25888.863,155333.0,962391.0,273.824,1643.0,10179.0,,,,,,,135.543,813.0,5039.0,,,,24456.851,146741.0,909157.0
2011-02-01,,,,0.0,0.0,0.0,25169.497,151017.0,999698.0,6.875,41.0,273.0,,,,,,,18.151,109.0,721.0,,,,17139.881,102839.0,680772.0
2011-03-01,,,,0.0,0.0,0.0,18320.728,109924.0,641958.0,526.857,3161.0,18461.0,,,,,,,65.104,391.0,2281.0,,,,18256.596,109539.0,639710.0
2011-04-01,,,,0.0,0.0,0.0,29195.399,175172.0,1091253.0,197.438,1185.0,7380.0,,,,,,,47.526,285.0,1776.0,,,,13698.847,82193.0,512030.0
2011-05-01,,,,0.0,0.0,0.0,22922.881,137537.0,1092693.0,31.5,189.0,1502.0,,,,,,,34.451,207.0,1642.0,,,,8958.515,53751.0,427037.0
2011-06-01,,,,0.0,0.0,0.0,31265.355,187592.0,1101293.0,100.121,601.0,3527.0,,,,,,,35.501,213.0,1250.0,,,,18033.25,108199.0,635205.0
2011-07-01,,,,0.0,0.0,0.0,29555.968,177336.0,1147734.0,141.032,846.0,5477.0,,,,,,,0.0,0.0,0.0,,,,13553.99,81324.0,526336.0
2011-08-01,,,,0.0,0.0,0.0,23172.34,139034.0,924802.0,248.93,1494.0,9935.0,,,,,,,69.539,417.0,2775.0,,,,15811.591,94869.0,631036.0
2011-09-01,,,,0.0,0.0,0.0,24261.59,145569.0,985280.0,467.11,2803.0,18970.0,,,,,,,138.092,829.0,5608.0,,,,16896.606,101380.0,686183.0
2011-10-01,,,,0.0,0.0,0.0,27880.933,167285.0,1159972.0,319.515,1917.0,13293.0,,,,,,,31.13,187.0,1295.0,,,,17105.951,102636.0,711684.0
2011-11-01,,,,0.0,0.0,0.0,27170.25,163021.0,1040292.0,1.523,9.0,58.0,,,,,,,4.332,26.0,166.0,,,,17237.386,103424.0,659984.0
2011-12-01,,,,0.0,0.0,0.0,27058.11,162348.0,1037142.0,239.598,1438.0,9184.0,,,,,,,3.833,23.0,147.0,,,,18781.181,112687.0,719886.0
2012-01-01,,,,0.0,0.0,0.0,24038.44,144230.0,917143.0,484.185,2905.0,18473.0,,,,,,,13.357,80.0,510.0,,,,20713.055,124278.0,790269.0
2012-02-01,,,,0.0,0.0,0.0,22511.061,135066.0,782205.0,324.324,1946.0,11269.0,,,,,,,0.0,0.0,0.0,,,,20654.067,123924.0,717679.0
