measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2005-08-01,62.5195,723.79,723.79,,,,22057.0,297446.01,297446.01
2005-09-01,40.926,473.8,473.8,,,,31682.0,428098.6,428098.6
2005-10-01,50.949000000000005,601.6949999999999,601.6949999999999,,,,12784.0,175177.43,175177.43
2005-11-01,36.537,422.99,422.99,,,,6265.0,86788.29,86788.29
2005-12-01,78.7565,920.545,920.545,,,,14265.0,211021.32,211021.32
2006-01-01,69.3395,748.5,748.5,,,,3357.0,53744.0,53744.0
2006-02-01,36.283,391.5,391.5,,,,1617.0,26740.0,26740.0
2006-03-01,30.478,329.0,329.0,,,,4380.0,63193.0,63193.0
2006-04-01,58.382000000000005,630.0,630.0,,,,2482.0,37283.0,37283.0
2006-05-01,54.5725,589.0,589.0,,,,1734.0,25621.0,25621.0
2006-06-01,49.6025,535.5,535.5,,,,532.0,9332.0,9332.0
2006-07-01,71.8505,775.5,775.5,,,,12596.0,172324.0,172324.0
2006-08-01,69.695,752.5,752.5,,,,15371.0,203844.0,203844.0
2006-09-01,32.019,345.5,345.5,,,,5093.0,70877.0,70877.0
2006-10-01,33.8225,365.0,365.0,,,,8026.0,117055.0,117055.0
2006-11-01,41.827000000000005,453.0,453.0,,,,6505.0,85128.0,85128.0
2006-12-01,61.6285,755.5,755.5,,,,2727.0,39942.0,39942.0
2007-01-01,51.74,679.5,679.5,,,,3061.587,42719.0,42719.0
2007-02-01,860.0395,14523.5,14523.5,,,,6386.654,109848.0,109848.0
2007-03-01,89.99100000000001,1190.5,1190.5,,,,7326.176,102988.0,102988.0
2007-04-01,66.489,868.0,868.0,,,,7907.0,113872.0,113872.0
2007-05-01,56.4975,738.0,738.0,,,,4933.0,68590.0,68590.0
2007-06-01,615.5235,8108.0,8108.0,,,,10828.826000000001,142749.0,142749.0
2007-07-01,47.2135,617.0,617.0,,,,9733.0,130402.0,130402.0
2007-08-01,545.596,7167.0,7167.0,,,,25760.766,338441.0,338441.0
2007-09-01,40.164,524.0,524.0,,,,11612.0,161943.0,161943.0
2007-10-01,61.6745,806.0,806.0,,,,6243.0,86101.0,86101.0
2007-11-01,92.48,1229.5,1229.5,,,,1544.054,25087.0,25087.0
2007-12-01,86.12950000000001,1125.5,1125.5,,,,4374.0,66418.0,66418.0
2008-01-01,25.595,332.0,332.0,,,,1034.682,19459.0,19459.0
2008-02-01,26.743000000000002,338.0,338.0,,,,153.0,5858.0,5858.0
2008-03-01,37.4405,471.0,471.0,,,,11770.0,159004.0,159004.0
2008-04-01,32.1405,412.0,412.0,,,,3950.7200000000003,56751.0,56751.0
2008-05-01,23.235500000000002,297.5,297.5,,,,2213.0930000000003,32650.0,32650.0
2008-06-01,54.656000000000006,688.0,688.0,,,,7398.0,106429.0,106429.0
2008-07-01,21.898500000000002,276.0,276.0,,,,2100.0,29860.5,29860.5
2008-08-01,29.579,372.0,372.0,,,,5507.0,74828.0,74828.0
2008-09-01,24.169500000000003,304.0,304.0,,,,2456.0,34777.0,34777.0
2008-10-01,37.222,468.0,468.0,,,,602.0,9817.0,9817.0
2008-11-01,34.955,440.0,440.0,,,,498.0,9815.0,9815.0
2008-12-01,-9.131999999999998,800.0,800.0,,,,-145.5,0.0,0.0
2009-01-01,-21.485,517.5,517.5,,,,-113.5,0.0,0.0
2009-02-01,55.797000000000004,821.5,821.5,,,,65.0,3476.0,3476.0
2009-03-01,42.6755,629.5,629.5,,,,1228.0,19204.0,19204.0
2009-04-01,35.94,530.0,530.0,,,,299.0,5627.0,5627.0
2009-05-01,64.525,1147.0,1147.0,,,,-27.0,0.0,0.0
2009-06-01,42.801,629.5,629.5,,,,16632.0,225753.0,225753.0
2009-07-01,52.2265,769.0,769.0,,,,792.0,13585.0,13585.0
2009-08-01,37.679500000000004,555.0,555.0,,,,4989.0,68319.0,68319.0
2009-09-01,43.012,632.5,632.5,,,,1211.0,18968.0,18968.0
2009-10-01,35.8205,527.0,527.0,,,,2582.0,38385.0,38385.0
2009-11-01,60.243,886.5,886.5,,,,295.0,7609.0,7609.0
2009-12-01,67.515,995.0,995.0,,,,1148.0,21070.0,21070.0
2010-01-01,60.6045,606.0,606.0,,,,-234.0,1725.0,1725.0
2010-02-01,59.245000000000005,588.5,588.5,,,,2299.0,36029.0,36029.0
2010-03-01,93.668,931.0,931.0,,,,2894.0,44083.0,44083.0
2010-04-01,83.0925,826.5,826.5,,,,313.0,7530.0,7530.0
2010-05-01,156.2915,1554.5,1554.5,,,,5672.0,78099.0,78099.0
2010-06-01,118.991,1183.0,1183.0,,,,2637.0,39248.0,39248.0
2010-07-01,63.8885,635.0,635.0,,,,2364.0,34917.0,34917.0
2010-08-01,74.937,745.5,745.5,,,,13015.0,174226.0,174226.0
2010-09-01,53.953,536.5,536.5,,,,171.0,4742.0,4742.0
2010-10-01,66.78450000000001,664.0,664.0,,,,-204.0,153.0,153.0
2010-11-01,86.18650000000001,858.5,858.5,,,,-66.0,2663.0,2663.0
2010-12-01,109.358,1087.5,1087.5,,,,-333.0,0.0,0.0
2011-01-01,49.8465,652.5,652.5,,,,-340.0,0.0,0.0
2011-02-01,71.744,931.0,931.0,,,,-169.0,0.0,0.0
2011-03-01,95.2615,1238.5,1238.5,,,,-226.0,0.0,0.0
2011-04-01,64.4235,835.0,835.0,,,,-74.0,1775.0,1775.0
2011-05-01,84.84,1102.0,1102.0,,,,3621.0,53031.0,53031.0
2011-06-01,69.275,899.0,899.0,,,,4630.0,60947.0,60947.0
2011-07-01,42.737,554.0,554.0,,,,-244.0,0.0,0.0
2011-08-01,69.565,902.0,902.0,,,,361.0,8893.0,8893.0
2011-09-01,80.276,1041.0,1041.0,,,,-167.0,0.0,0.0
2011-10-01,60.7865,789.0,789.0,,,,16.0,2727.0,2727.0
2011-11-01,75.562,980.0,980.0,,,,458.0,9327.0,9327.0
2011-12-01,92.183,1197.5,1197.5,,,,1767.0,29264.0,29264.0
