measured_on,Gaseous Propane - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Gaseous Propane - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Gaseous Propane - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2014-05-01,0.0,0.0,0.0,1555.411,38207.0,38207.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,1649.743,40524.0,40524.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,1650.194,40535.0,40535.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,1617.396,39729.0,39729.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,1630.248,40045.0,40045.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,1638.431,40247.0,40247.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,1406.822,34557.0,34557.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,1499.828,36842.0,36842.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,1737.15,41973.0,41973.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,1615.945,39044.0,39044.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,1684.171,40693.0,40693.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,1487.168,35933.0,35933.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,1624.306,39246.0,39246.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,1825.561,44109.0,44109.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,1860.564,44955.0,44955.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,1792.237,43304.0,43304.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,1754.138,42383.0,42383.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,1688.865,40806.0,40806.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,1565.023,37814.0,37814.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,1782.872,43078.0,43078.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,1804.462,38035.0,38035.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,1706.811,35977.0,35977.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,1571.139,33117.0,33117.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,1552.766,32730.0,32730.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,1820.523,38374.0,38374.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,1795.822,37853.0,37853.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,1734.238,36555.0,36555.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,1677.709,35363.0,35363.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,1772.268,37356.0,37356.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,1725.479,36370.0,36370.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,1760.365,37105.0,37105.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,1746.418,36811.0,36811.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,1436.266,31205.0,31205.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,1299.319,28230.0,28230.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,1455.02,31613.0,31613.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,1307.917,28417.0,28417.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,1425.514,30972.0,30972.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,1458.911,31697.0,31697.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,1446.558,31429.0,31429.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,1451.03,31526.0,31526.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,1360.689,29563.0,29563.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,1148.024,24943.0,24943.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,1370.48,29776.0,29776.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,1509.272,32791.0,32791.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,1613.768,35651.0,35651.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,1508.106,33317.0,33317.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,1497.626,33086.0,33086.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,1422.624,31429.0,31429.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,1455.277,32150.0,32150.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,1456.947,32187.0,32187.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,1563.923,34550.0,34550.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,1629.729,36004.0,36004.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,1575.307,34802.0,34802.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,1587.544,35072.0,35072.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,1556.59,34388.0,34388.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,1655.559,36575.0,36575.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,2043.839,38095.0,38095.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,1870.133,34858.0,34858.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,2072.011,38621.0,38621.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,1922.28,35830.0,35830.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,1788.463,33336.0,33336.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,1816.934,33867.0,33867.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,2004.877,37370.0,37370.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,2091.617,38986.0,38986.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,1925.634,35893.0,35893.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,1714.477,31957.0,31957.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,1864.649,34756.0,34756.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,2012.086,37504.0,37504.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,2303.261,44593.0,44593.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,2071.822,40112.0,40112.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,2183.093,42266.0,42266.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,2043.176,39557.0,39557.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,2170.424,42021.0,42021.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,2000.43,38730.0,38730.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,2246.72,43498.0,43498.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,2145.067,41530.0,41530.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,2127.66,41193.0,41193.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,2047.676,39645.0,39645.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,2061.478,39912.0,39912.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,1841.193,35647.0,35647.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,2157.592,47592.0,47592.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,2003.982,44203.0,44203.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,2238.002,49364.0,49364.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,1856.972,40960.0,40960.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,2010.019,44336.0,44336.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,2065.253,45554.0,45554.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,2006.992,44269.0,44269.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,1994.131,43985.0,43985.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,2023.759,44639.0,44639.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,1982.58,43730.0,43730.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,1953.344,43086.0,43086.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,1957.374,43175.0,43175.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,1962.095,50486.0,50486.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,1737.611,44709.0,44709.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,1874.844,48240.0,48240.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,1459.128,37543.0,37543.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,1506.157,38754.0,38754.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,1672.733,43040.0,43040.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,1798.487,46275.0,46275.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,1891.961,48680.0,48680.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,1833.922,47187.0,47187.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,1846.082,47500.0,47500.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,1567.679,40337.0,40337.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,1787.301,45988.0,45988.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,1779.32,37956.0,37956.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,1727.988,36861.0,36861.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,1825.715,38946.0,38946.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,1740.348,37125.0,37125.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,2135.87,45562.0,45562.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,1909.475,40733.0,40733.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,1993.189,42519.0,42519.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,2140.402,45659.0,45659.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,1994.577,42548.0,42548.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,1880.118,40106.0,40106.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,1911.477,40775.0,40775.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,2156.521,46003.0,46003.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,1997.811,39384.0,39384.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,1738.865,34279.0,34279.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,2085.423,41111.0,41111.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,1708.834,33687.0,33687.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,2017.118,39764.0,39764.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,1882.092,37102.0,37102.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,1950.816,38457.0,38457.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,1971.485,38865.0,38865.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,1890.344,37265.0,37265.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,1829.324,36062.0,36062.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,1951.013,38461.0,38461.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,2040.875,40233.0,40233.0,0.0,0.0,0.0
