measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2005-08-01,112.726,2777.33,2777.33,14.252,188.56,188.56,,,
2005-09-01,103.304,2545.19,2545.19,10.845,143.48,143.48,,,
2005-10-01,97.551,2403.46,2403.46,8.664,114.62,114.62,,,
2005-11-01,95.108,2343.26,2343.26,7.392,97.79,97.79,,,
2005-12-01,106.215,2616.93,2616.93,7.214,95.44,95.44,,,
2006-01-01,-11.78,0.0,0.0,0.333,8.0,8.0,,,
2006-02-01,-10.746,0.0,0.0,0.395,9.0,9.0,,,
2006-03-01,-10.948,0.0,0.0,0.45,11.0,11.0,,,
2006-04-01,-9.971,0.0,0.0,0.504,12.0,12.0,,,
2006-05-01,-11.672,0.0,0.0,0.5830000000000001,14.0,14.0,,,
2006-06-01,-12.611,0.0,0.0,0.743,18.0,18.0,,,
2006-07-01,-13.468,0.0,0.0,0.935,22.0,22.0,,,
2006-08-01,-13.627,0.0,0.0,0.9460000000000001,22.0,22.0,,,
2006-09-01,-12.032,0.0,0.0,0.644,15.0,15.0,,,
2006-10-01,-11.473,0.0,0.0,0.5830000000000001,14.0,14.0,,,
2006-11-01,-11.299000000000001,0.0,0.0,0.433,10.0,10.0,,,
2006-12-01,-12.373000000000001,0.0,0.0,0.451,11.0,11.0,,,
2007-01-01,0.0,0.0,0.0,12.336,54.0,54.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,12.595,55.0,55.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,11.306000000000001,50.0,50.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,16.925,75.0,75.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,19.305,85.0,85.0,0.0,0.0,0.0
2007-06-01,-29.465,348.0,348.0,31.128,138.0,138.0,-3.535,42.0,42.0
2007-07-01,-59.013000000000005,858.0,858.0,33.225,146.0,146.0,-14.987,218.0,218.0
2007-08-01,599.217,12114.0,12114.0,65.884,290.0,290.0,126.783,2563.0,2563.0
2007-09-01,0.0,0.0,0.0,30.519000000000002,134.0,134.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,19.306,85.0,85.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,10.241,45.0,45.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,14.231,63.0,63.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,470.74,12209.0,12209.0,0.0,0.0,0.0,88.26,2289.0,2289.0
2008-07-01,51.375,3828.0,3828.0,0.0,0.0,0.0,5.625,419.0,419.0
2008-08-01,59.166000000000004,3074.0,3074.0,0.0,0.0,0.0,7.8340000000000005,407.0,407.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.865,24.0,24.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,1.0330000000000001,32.0,32.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.9830000000000001,30.0,30.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.9640000000000001,30.0,30.0,0.0,0.0,0.0
2009-05-01,6.455,161.0,161.0,1.0110000000000001,31.0,31.0,1.545,39.0,39.0
2009-06-01,9.758000000000001,214.0,214.0,1.532,46.0,46.0,32.242000000000004,708.0,708.0
2009-07-01,0.0,0.0,0.0,1.5170000000000001,46.0,46.0,0.0,0.0,0.0
2009-08-01,33.136,616.0,616.0,1.4060000000000001,43.0,43.0,63.864000000000004,1188.0,1188.0
2009-09-01,0.0,0.0,0.0,1.1460000000000001,35.0,35.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.7130000000000001,22.0,22.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.889,28.0,28.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.9410000000000001,29.0,29.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,2.516,98.0,98.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,2.478,96.0,96.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,1.7530000000000001,68.0,68.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,1.7750000000000001,69.0,69.0,0.0,0.0,0.0
2010-05-01,1.988,80.0,80.0,2.431,95.0,95.0,10.012,405.0,405.0
2010-06-01,73.284,1662.0,1662.0,3.915,152.0,152.0,203.716,4619.0,4619.0
2010-07-01,53.011,1126.0,1126.0,4.7410000000000005,184.0,184.0,244.989,5202.0,5202.0
2010-08-01,5.585,107.0,107.0,4.977,193.0,193.0,206.41500000000002,3962.0,3962.0
2010-09-01,0.0,0.0,0.0,3.294,128.0,128.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,1.992,77.0,77.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,2.132,83.0,83.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,2.996,117.0,117.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,1.837,55.0,55.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,1.429,43.0,43.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,1.496,45.0,45.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,2.182,66.0,66.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,2.216,67.0,67.0,0.0,0.0,0.0
2011-06-01,4.2,214.0,214.0,2.874,87.0,87.0,17.8,909.0,909.0
2011-07-01,15.161,429.0,429.0,3.153,95.0,95.0,47.839,1353.0,1353.0
2011-08-01,5.485,161.0,161.0,3.724,112.0,112.0,51.515,1510.0,1510.0
2011-09-01,0.0,0.0,0.0,2.399,73.0,73.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,2.698,81.0,81.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,1.799,54.0,54.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,2.193,66.0,66.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,5.332,169.0,169.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,5.296,171.0,171.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,5.279,169.0,169.0,24.0,722.0,722.0
2012-04-01,0.0,0.0,0.0,6.325,204.0,204.0,37.0,705.0,705.0
2012-05-01,33.129,750.0,750.0,7.844,252.0,252.0,39.871,903.0,903.0
2012-06-01,0.0,0.0,0.0,8.439,272.0,272.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,9.754,314.0,314.0,123.0,2804.0,2804.0
2012-08-01,0.0,0.0,0.0,8.646,278.0,278.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,7.457,240.0,240.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,6.473,208.0,208.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,5.804,187.0,187.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,7.351,237.0,237.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,1.674,147.0,147.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,1.752,154.0,154.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,1.761,155.0,155.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,1.461,129.0,129.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,1.506,133.0,133.0,9.0,182.0,182.0
2013-06-01,0.0,0.0,0.0,1.809,160.0,160.0,17.0,897.0,897.0
2013-07-01,18.923,375.0,375.0,1.729,152.0,152.0,104.077,2064.0,2064.0
2013-08-01,0.0,0.0,0.0,1.956,173.0,173.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,1.821,161.0,161.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,1.769,156.0,156.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,1.422,125.0,125.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,1.34,118.0,118.0,0.0,0.0,0.0
2014-01-01,67.355,2224.0,2224.0,0.535,45.0,45.0,28.645,946.0,946.0
2014-02-01,0.0,0.0,0.0,0.352,30.0,30.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.46,39.0,39.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.437,36.0,36.0,0.0,0.0,0.0
2014-05-01,11.149,509.0,509.0,0.541,45.0,45.0,9.851,450.0,450.0
2014-06-01,0.0,0.0,0.0,0.633,53.0,53.0,0.0,67.0,67.0
2014-07-01,0.0,0.0,0.0,0.672,56.0,56.0,0.0,76.0,76.0
2014-08-01,12.238,536.0,536.0,0.77,64.0,64.0,29.762,1304.0,1304.0
2014-09-01,4.59,322.0,322.0,0.686,57.0,57.0,7.41,519.0,519.0
2014-10-01,0.0,0.0,0.0,0.696,58.0,58.0,0.0,0.0,0.0
2014-11-01,173.371,3913.0,3913.0,0.618,52.0,52.0,180.629,4077.0,4077.0
2014-12-01,0.0,0.0,0.0,0.6,50.0,50.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,8.396,272.0,272.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,7.434,240.0,240.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,7.315,237.0,237.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,6.222,201.0,201.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,7.438,241.0,241.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,9.104,295.0,295.0,0.0,0.0,0.0
2015-07-01,29.069,992.0,992.0,10.497,340.0,340.0,10.931,373.0,373.0
2015-08-01,103.768,2198.0,2198.0,9.732,315.0,315.0,109.232,2313.0,2313.0
2015-09-01,0.0,0.0,0.0,8.341,270.0,270.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,8.138,263.0,263.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,7.736,250.0,250.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,6.647,215.0,215.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,10.704,469.0,469.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,9.667,421.0,421.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,10.477,458.0,458.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,10.794,471.0,471.0,0.0,408.0,408.0
2016-05-01,0.0,0.0,0.0,11.757,513.0,513.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,13.659,596.0,596.0,102.0,2004.0,2004.0
2016-07-01,0.0,0.0,0.0,14.714,642.0,642.0,313.0,6841.0,6841.0
2016-08-01,0.0,0.0,0.0,14.124,616.0,616.0,3.0,1607.0,1607.0
2016-09-01,0.0,0.0,0.0,11.044,482.0,482.0,0.0,1.0,1.0
2016-10-01,0.0,0.0,0.0,9.362,408.0,408.0,0.0,0.0,0.0
2016-11-01,174.472,4422.0,4422.0,8.931,389.0,389.0,45.528,1154.0,1154.0
2016-12-01,550.874,15249.0,15249.0,9.767,426.0,426.0,126.126,3491.0,3491.0
2017-01-01,721.087,18385.0,18385.0,9.598,364.0,364.0,145.913,3720.0,3720.0
2017-02-01,331.41,8067.0,8067.0,9.574,361.0,361.0,62.59,1524.0,1524.0
2017-03-01,963.546,21252.0,21252.0,8.555,322.0,322.0,193.454,4267.0,4267.0
2017-04-01,0.0,0.0,0.0,7.879,297.0,297.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,9.63,363.0,363.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,10.445,394.0,394.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,11.241,424.0,424.0,66.0,2112.0,2112.0
2017-08-01,0.0,0.0,0.0,11.982,452.0,452.0,83.0,2750.0,2750.0
2017-09-01,0.0,0.0,0.0,10.003,377.0,377.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,9.156,345.0,345.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,8.587,323.0,323.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,10.35,391.0,391.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,8.958,252.0,252.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,8.003,226.0,226.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,7.775,219.0,219.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,6.271,176.0,176.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,8.698,244.0,244.0,9.0,520.0,520.0
2018-06-01,0.0,0.0,0.0,9.318,262.0,262.0,20.0,818.0,818.0
2018-07-01,0.0,0.0,0.0,10.504,295.0,295.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,9.906,278.0,278.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,9.648,272.0,272.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,8.301,233.0,233.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,6.888,194.0,194.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,7.73,218.0,218.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,5.93,163.0,163.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,5.4,150.0,150.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,4.721,131.0,131.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,5.346,149.0,149.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,5.979,166.0,166.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,6.466,179.0,179.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,7.071,196.0,196.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,7.419,206.0,206.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,6.857,190.0,190.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,6.225,173.0,173.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,6.221,173.0,173.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,6.365,176.0,176.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,74.446,991.0,991.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,71.253,949.0,949.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,68.779,916.0,916.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,62.113,827.0,827.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,79.933,1065.0,1065.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,82.435,1098.0,1098.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,83.205,1109.0,1109.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,84.487,1125.0,1125.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,79.653,1060.0,1060.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,61.342,817.0,817.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,60.13,801.0,801.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,74.224,989.0,989.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,21.154,295.0,295.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,18.298,255.0,255.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,14.954,209.0,209.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,14.806,207.0,207.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,17.984,251.0,251.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,20.074,281.0,281.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,23.944,334.0,334.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,23.824,332.0,332.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,19.332,270.0,270.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,18.254,255.0,255.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,17.364,242.0,242.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,19.012,265.0,265.0,0.0,0.0,0.0
