measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-03-01,,,,,,,-1133.0,14.0,14.0,0.0,0.0,0.0,,,
2004-04-01,,,,,,,-746.0,0.0,0.0,0.0,0.0,0.0,,,
2004-05-01,,,,,,,38205.0,353633.0,353633.0,0.0,0.0,0.0,,,
2004-06-01,,,,,,,51983.0,435796.0,435796.0,0.0,0.0,0.0,,,
2004-07-01,,,,,,,45258.0,382006.0,382006.0,0.0,0.0,0.0,,,
2004-08-01,,,,,,,23374.0,204112.0,204112.0,0.0,0.0,0.0,,,
2004-09-01,,,,,,,3453.0,36731.0,36731.0,0.0,0.0,0.0,,,
2004-10-01,,,,,,,-891.0,0.0,0.0,0.0,0.0,0.0,,,
2004-11-01,,,,,,,-1048.0,0.0,0.0,0.0,0.0,0.0,,,
2004-12-01,,,,,,,6477.0,66439.0,66439.0,0.0,0.0,0.0,,,
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,12641.0,119174.09,119174.09,0.0,0.0,0.0,,,
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-1630.0,402.73,402.73,0.0,0.0,0.0,,,
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,57335.0,487950.66,487950.66,0.0,0.0,0.0,,,
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2526.0,33902.76,33902.76,0.0,0.0,0.0,,,
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,80884.0,687892.08,687892.08,0.0,0.0,0.0,,,
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,40777.0,369412.59,369412.59,0.0,0.0,0.0,,,
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,37918.0,332172.94,332172.94,0.0,0.0,0.0,,,
2005-09-01,0.0,0.0,0.0,0.0,0.0,0.0,33729.0,296936.64,296936.64,0.0,0.0,0.0,,,
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6023.0,53817.24,53817.24,0.0,0.0,0.0,,,
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-1385.0,0.0,0.0,0.0,0.0,0.0,,,
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-2048.0,0.0,0.0,0.0,0.0,0.0,,,
2006-01-01,,,,,,,-1648.0,0.0,0.0,0.0,0.0,0.0,,,
2006-02-01,,,,,,,-1704.0,57.0,57.0,0.0,0.0,0.0,,,
2006-03-01,,,,,,,-1242.0,0.0,0.0,0.0,0.0,0.0,,,
2006-04-01,,,,,,,-838.0,0.0,0.0,0.0,0.0,0.0,,,
2006-05-01,,,,,,,21233.0,189518.0,189518.0,0.0,0.0,0.0,,,
2006-06-01,,,,,,,50230.0,436474.0,436474.0,0.0,0.0,0.0,,,
2006-07-01,,,,,,,126881.0,1044098.0,1044098.0,0.0,0.0,0.0,,,
2006-08-01,,,,,,,88727.0,707368.0,707368.0,0.0,0.0,0.0,,,
2006-09-01,,,,,,,-720.0,2294.0,2294.0,0.0,0.0,0.0,,,
2006-10-01,,,,,,,5741.0,63527.0,63527.0,0.0,0.0,0.0,,,
2006-11-01,,,,,,,2665.0,31830.0,31830.0,0.0,0.0,0.0,,,
2006-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-01-01,,,,,,,6153.0,70783.0,70783.0,0.0,0.0,0.0,,,
2007-02-01,,,,,,,53469.0,453181.0,453181.0,0.0,0.0,0.0,,,
2007-03-01,,,,,,,30357.0,257511.0,257511.0,0.0,0.0,0.0,,,
2007-04-01,,,,,,,12571.0,110320.0,110320.0,0.0,0.0,0.0,,,
2007-05-01,,,,,,,38148.0,328461.0,328461.0,0.0,0.0,0.0,,,
2007-06-01,,,,,,,59815.0,528362.0,528362.0,0.0,0.0,0.0,,,
2007-07-01,,,,,,,69761.0,593270.0,593270.0,0.0,0.0,0.0,,,
2007-08-01,,,,,,,149126.0,1197435.0,1197435.0,0.0,0.0,0.0,,,
2007-09-01,,,,,,,35204.0,300012.0,300012.0,0.0,0.0,0.0,,,
2007-10-01,,,,,,,36961.0,316355.0,316355.0,0.0,0.0,0.0,,,
2007-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-12-01,,,,,,,6894.0,71474.0,71474.0,0.0,0.0,0.0,,,
2008-01-01,,,,,,,11049.0,113890.0,113890.0,0.0,0.0,0.0,,,
2008-02-01,,,,,,,-1576.0,0.0,0.0,0.0,0.0,0.0,,,
2008-03-01,,,,,,,-1354.0,82.0,82.0,0.0,0.0,0.0,,,
2008-04-01,,,,,,,1211.0,20664.0,20664.0,0.0,0.0,0.0,,,
2008-05-01,,,,,,,-842.0,0.0,0.0,0.0,0.0,0.0,,,
2008-06-01,,,,,,,12998.0,118927.0,118927.0,0.0,0.0,0.0,,,
2008-07-01,,,,,,,26278.0,237516.0,237516.0,0.0,0.0,0.0,,,
2008-08-01,,,,,,,23070.0,196929.0,196929.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,,,,,,,2972.0,37026.0,37026.0,0.0,0.0,0.0,,,
2008-10-01,,,,,,,-859.0,15.0,15.0,0.0,0.0,0.0,,,
2008-11-01,,,,,,,-824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,,,,,,,0.0,0.0,0.0,-1246.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,,,,,,,0.0,0.0,0.0,-1443.0,0.0,0.0,,,
2009-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-03-01,,,,,,,0.0,0.0,0.0,-557.0,0.0,0.0,,,
2009-04-01,,,,,,,0.0,0.0,0.0,-399.0,0.0,0.0,,,
2009-05-01,,,,,,,0.0,0.0,0.0,-531.0,0.0,0.0,,,
2009-06-01,,,,,,,38344.0,318041.0,318041.0,0.0,0.0,0.0,,,
2009-07-01,,,,,,,-850.0,0.0,0.0,0.0,0.0,0.0,,,
2009-08-01,,,,,,,23315.0,201619.0,201619.0,0.0,0.0,0.0,,,
2009-09-01,,,,,,,21306.0,170377.0,170377.0,0.0,0.0,0.0,,,
2009-10-01,,,,,,,-675.0,0.0,0.0,0.0,0.0,0.0,,,
2009-11-01,,,,,,,-602.0,0.0,0.0,0.0,0.0,0.0,,,
2009-12-01,,,,,,,-745.0,0.0,0.0,0.0,0.0,0.0,,,
2010-01-01,,,,,,,-714.0,0.0,0.0,0.0,0.0,0.0,,,
2010-02-01,,,,,,,-576.0,0.0,0.0,0.0,0.0,0.0,,,
2010-03-01,,,,,,,-744.0,0.0,0.0,0.0,0.0,0.0,,,
2010-04-01,,,,,,,-721.0,0.0,0.0,0.0,0.0,0.0,,,
2010-05-01,,,,,,,-743.0,0.0,0.0,0.0,0.0,0.0,,,
2010-06-01,,,,,,,7908.0,85029.0,85029.0,0.0,0.0,0.0,,,
2010-07-01,,,,,,,120516.0,944092.0,944092.0,0.0,0.0,0.0,,,
2010-08-01,,,,,,,73459.0,587143.0,587143.0,0.0,0.0,0.0,,,
2010-09-01,,,,,,,-702.0,0.0,0.0,0.0,0.0,0.0,,,
2010-10-01,,,,,,,-739.0,0.0,0.0,0.0,0.0,0.0,,,
2010-11-01,,,,,,,-721.0,0.0,0.0,0.0,0.0,0.0,,,
2010-12-01,,,,,,,-742.0,0.0,0.0,0.0,0.0,0.0,,,
2011-01-01,,,,,,,-388.0,0.0,0.0,-331.0,0.0,0.0,,,
2011-02-01,,,,,,,-647.0,0.0,0.0,0.0,0.0,0.0,,,
2011-03-01,,,,,,,-408.0,0.0,0.0,0.0,0.0,0.0,,,
2011-04-01,,,,,,,-389.0,0.0,0.0,0.0,0.0,0.0,,,
2011-05-01,,,,,,,-692.0,0.0,0.0,0.0,0.0,0.0,,,
2011-06-01,,,,,,,17697.0,153513.0,153513.0,0.0,0.0,0.0,,,
2011-07-01,,,,,,,139666.0,1109551.0,1109551.0,0.0,0.0,0.0,,,
2011-08-01,,,,,,,89065.0,668229.0,668229.0,0.0,0.0,0.0,,,
2011-09-01,,,,,,,-685.0,0.0,0.0,0.0,0.0,0.0,,,
2011-10-01,,,,,,,-276.0,0.0,0.0,0.0,0.0,0.0,,,
2011-11-01,,,,,,,-81.0,0.0,0.0,0.0,0.0,0.0,,,
2011-12-01,,,,,,,-372.0,0.0,0.0,0.0,0.0,0.0,,,
2012-01-01,,,,,,,-644.0,0.0,0.0,0.0,0.0,0.0,,,
2012-02-01,,,,,,,-570.0,0.0,0.0,0.0,0.0,0.0,,,
2012-03-01,,,,,,,-442.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,,,,,,,-427.0,0.0,0.0,0.0,0.0,0.0,,,
2012-05-01,,,,,,,36304.0,303048.0,303048.0,0.0,0.0,0.0,,,
2012-06-01,,,,,,,288664.0,2201049.0,2201049.0,0.0,0.0,0.0,,,
2012-07-01,,,,,,,314171.0,2376261.0,2376261.0,0.0,0.0,0.0,,,
2012-08-01,,,,,,,161119.0,1215082.0,1215082.0,0.0,0.0,0.0,,,
2012-09-01,,,,,,,86912.0,640544.0,640544.0,0.0,0.0,0.0,,,
2012-10-01,,,,,,,115703.0,901940.0,901940.0,0.0,0.0,0.0,,,
2012-11-01,,,,,,,86900.0,662234.0,662234.0,0.0,0.0,0.0,,,
2012-12-01,,,,,,,148357.0,1115555.0,1115555.0,0.0,0.0,0.0,,,
2013-01-01,,,,,,,80354.0,596370.0,596370.0,0.0,0.0,0.0,,,
2013-02-01,,,,,,,13279.0,127137.0,127137.0,0.0,0.0,0.0,,,
2013-03-01,,,,,,,151699.0,1157546.0,1157546.0,0.0,0.0,0.0,,,
2013-04-01,,,,,,,99608.0,749987.0,749987.0,0.0,0.0,0.0,,,
2013-05-01,,,,,,,-433.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,,,,,,,-842.0,0.0,0.0,0.0,0.0,0.0,,,
2013-07-01,,,,,,,43105.0,342564.0,342564.0,0.0,0.0,0.0,,,
2013-08-01,,,,,,,66002.0,525662.0,525662.0,0.0,0.0,0.0,,,
2013-09-01,,,,,,,12594.0,112374.0,112374.0,0.0,0.0,0.0,,,
2013-10-01,,,,,,,6539.0,53478.0,53478.0,0.0,0.0,0.0,,,
2013-11-01,,,,,,,-994.0,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,,,,,,,-865.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-01,,,,,,,-1042.0,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,,,,,,,-1067.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,,,,,,,-1011.0,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,,,,,,,-704.0,0.0,0.0,0.0,0.0,0.0,,,
2014-05-01,,,,,,,2835.0,48595.0,48595.0,-135.0,0.0,0.0,,,
2014-06-01,,,,,,,4126.0,50530.0,50530.0,561.0,0.0,0.0,,,
2014-07-01,,,,,,,2970.0,38741.0,38741.0,246.0,0.0,0.0,,,
2014-08-01,,,,,,,29312.0,350329.0,350329.0,12235.0,0.0,0.0,,,
2014-09-01,,,,,,,14125.0,159731.0,159731.0,5463.0,0.0,0.0,,,
2014-10-01,,,,,,,2897.0,33171.0,33171.0,942.0,0.0,0.0,,,
2014-11-01,,,,,,,10233.0,94257.0,94257.0,0.0,0.0,0.0,,,
2014-12-01,,,,,,,2349.0,28542.0,28542.0,0.0,0.0,0.0,,,
2015-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-04-01,,,,,,,560.0,10595.0,10595.0,208.0,0.0,0.0,,,
2015-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-06-01,,,,,,,-570.0,11171.0,11171.0,0.0,0.0,0.0,,,
2015-07-01,,,,,,,15760.0,198965.0,198965.0,6177.0,0.0,0.0,,,
2015-08-01,,,,,,,19134.0,237939.0,237939.0,7877.0,311.0,311.0,,,
2015-09-01,,,,,,,11072.0,135985.0,135985.0,4663.0,85.0,85.0,,,
2015-10-01,,,,,,,14637.0,159166.0,159166.0,6416.0,27.0,27.0,,,
2015-11-01,,,,,,,8049.0,105886.0,105886.0,3355.0,7497.0,7497.0,,,
2015-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-01-01,,,,,,,1552.0,26195.0,26195.0,0.0,0.0,0.0,,,
2016-02-01,,,,,,,672.0,24400.0,24400.0,103.0,696.0,696.0,,,
2016-03-01,,,,,,,14610.0,127564.0,127564.0,0.0,0.0,0.0,,,
2016-04-01,,,,,,,33917.0,311297.0,311297.0,0.0,0.0,0.0,,,
2016-05-01,,,,,,,8978.0,101675.0,101675.0,0.0,0.0,0.0,,,
2016-06-01,,,,,,,82694.0,680514.0,680514.0,0.0,0.0,0.0,,,
2016-07-01,,,,,,,91593.0,757167.0,757167.0,0.0,0.0,0.0,,,
2016-08-01,,,,,,,45619.0,536814.0,536814.0,18622.0,2004.0,2004.0,,,
2016-09-01,,,,,,,34525.0,415204.0,415204.0,14264.0,0.0,0.0,,,
2016-10-01,,,,,,,25380.0,293831.0,293831.0,11248.0,0.0,0.0,,,
2016-11-01,,,,,,,0.0,4252.0,4252.0,0.0,0.0,0.0,,,
2016-12-01,,,,,,,21536.0,261980.0,261980.0,8456.0,0.0,0.0,,,
2017-01-01,,,,,,,-774.0,0.0,0.0,0.0,0.0,0.0,,,
2017-02-01,,,,,,,985.0,149252.0,149252.0,0.0,0.0,0.0,,,
2017-03-01,,,,,,,21832.0,1849341.0,1849341.0,,,,,,
2017-04-01,,,,,,,30449.0,2572638.0,2572638.0,0.0,0.0,0.0,,,
2017-05-01,,,,,,,-376.0,0.0,0.0,0.0,0.0,0.0,,,
2017-06-01,,,,,,,39866.0,3324017.0,3324017.0,0.0,0.0,0.0,,,
2017-07-01,,,,,,,94053.0,7772405.0,7772405.0,0.0,0.0,0.0,,,
2017-08-01,,,,,,,51708.0,3520849.0,3520849.0,0.0,0.0,0.0,,,
2017-09-01,,,,,,,62787.0,4482380.0,4482380.0,0.0,0.0,0.0,,,
2017-10-01,,,,,,,50492.0,3384307.0,3384307.0,0.0,0.0,0.0,,,
2017-11-01,,,,,,,2644.0,346854.0,346854.0,0.0,0.0,0.0,,,
2017-12-01,,,,,,,2585.0,283227.0,283227.0,0.0,0.0,0.0,,,
2018-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-03-01,,,,,,,7351.0,106892.0,106892.0,0.0,0.0,0.0,,,
2018-04-01,,,,,,,8918.0,80363.0,80363.0,0.0,0.0,0.0,,,
2018-05-01,,,,,,,108200.0,949139.0,949139.0,0.0,0.0,0.0,,,
2018-06-01,,,,,,,82015.0,718877.0,718877.0,0.0,0.0,0.0,,,
2018-07-01,,,,,,,72693.0,680335.0,680335.0,0.0,0.0,0.0,,,
2018-08-01,,,,,,,95947.0,814304.0,814304.0,0.0,0.0,0.0,,,
2018-09-01,,,,,,,82036.0,697546.0,697546.0,0.0,0.0,0.0,,,
2018-10-01,,,,,,,89843.0,741722.0,741722.0,0.0,0.0,0.0,,,
2018-11-01,,,,,,,65399.0,547917.0,547917.0,0.0,0.0,0.0,,,
2018-12-01,,,,,,,9993.0,99156.0,99156.0,0.0,0.0,0.0,,,
2019-01-01,,,,,,,8784.0,92404.0,92404.0,0.0,0.0,0.0,,,
2019-02-01,,,,,,,815.0,18916.0,18916.0,0.0,0.0,0.0,,,
2019-03-01,,,,,,,82554.0,674921.0,674921.0,0.0,0.0,0.0,,,
2019-04-01,,,,,,,147492.0,1184788.0,1184788.0,0.0,0.0,0.0,,,
2019-05-01,,,,,,,42093.0,348313.0,348313.0,0.0,0.0,0.0,,,
2019-06-01,,,,,,,127516.0,1045000.0,1045000.0,0.0,0.0,0.0,,,
2019-07-01,,,,,,,213407.0,1739731.0,1739731.0,0.0,0.0,0.0,,,
2019-08-01,,,,,,,120653.0,1006476.0,1006476.0,0.0,0.0,0.0,,,
2019-09-01,,,,,,,99699.0,837399.0,837399.0,0.0,0.0,0.0,,,
2019-10-01,,,,,,,43680.0,359370.0,359370.0,0.0,0.0,0.0,,,
2019-11-01,,,,,,,-921.0,0.0,0.0,0.0,0.0,0.0,,,
2019-12-01,,,,,,,114849.0,922169.0,922169.0,0.0,0.0,0.0,,,
2020-01-01,,,,,,,104295.0,1150515.0,1150515.0,44377.0,4231.0,4231.0,,,
2020-02-01,,,,,,,28712.0,328430.0,328430.0,10915.0,203.0,203.0,,,
2020-03-01,,,,,,,99637.0,1091342.0,1091342.0,37586.0,65.0,65.0,,,
2020-04-01,,,,,,,79091.0,890170.0,890170.0,32042.0,0.0,0.0,,,
2020-05-01,,,,,,,59273.0,670627.0,670627.0,24369.0,0.0,0.0,,,
2020-06-01,,,,,,,87562.0,1003097.0,1003097.0,36514.0,0.0,0.0,,,
2020-07-01,,,,,,,194109.0,2172898.0,2172898.0,88671.0,54972.0,54972.0,,,
2020-08-01,,,,,,,59255.0,700633.0,700633.0,27389.0,11064.0,11064.0,,,
2020-09-01,,,,,,,14516.0,176039.0,176039.0,6192.0,104.0,104.0,,,
2020-10-01,,,,,,,36620.0,417355.0,417355.0,16533.0,3121.0,3121.0,,,
2020-11-01,,,,,,,19438.0,282171.0,282171.0,13909.0,0.0,0.0,,,
2020-12-01,,,,,,,14628.0,168451.0,168451.0,6436.0,0.0,0.0,,,
2021-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
