measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2009-03-01,0.0,0.0,0.0,301.422,3181.0,3181.0
2009-04-01,0.0,0.0,0.0,309.704,3271.0,3271.0
2009-05-01,0.0,0.0,0.0,185.675,1958.0,1958.0
2009-06-01,0.0,0.0,0.0,182.333,1925.0,1925.0
2009-07-01,0.0,0.0,0.0,205.56400000000002,2171.0,2171.0
2009-08-01,0.0,0.0,0.0,204.49800000000002,2160.0,2160.0
2009-09-01,0.0,0.0,0.0,136.223,1436.0,1436.0
2009-10-01,0.0,0.0,0.0,134.973,1425.0,1425.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,164.689,1840.0,1840.0,,,
2015-02-01,145.243,1627.0,1627.0,,,
2015-03-01,146.11,1633.0,1633.0,,,
2015-04-01,151.317,1694.0,1694.0,,,
2015-05-01,121.609,1358.0,1358.0,,,
2015-06-01,121.156,1358.0,1358.0,,,
2015-07-01,125.903,1408.0,1408.0,,,
2015-08-01,142.94,1599.0,1599.0,,,
2015-09-01,128.735,1442.0,1442.0,,,
2015-10-01,147.281,1649.0,1649.0,,,
2015-11-01,102.981,1150.0,1150.0,,,
2015-12-01,99.036,1105.0,1105.0,,,
2016-01-01,200.353,1492.0,1492.0,,,
2016-02-01,222.342,1666.0,1666.0,,,
2016-03-01,210.412,1576.0,1576.0,,,
2016-04-01,172.316,1290.0,1290.0,,,
2016-05-01,157.183,1178.0,1178.0,,,
2016-06-01,158.109,1184.0,1184.0,,,
2016-07-01,132.266,987.0,987.0,,,
2016-08-01,173.344,1296.0,1296.0,,,
2016-09-01,176.627,1324.0,1324.0,,,
2016-10-01,202.827,1520.0,1520.0,,,
2016-11-01,283.031,2121.0,2121.0,,,
2016-12-01,382.19,2861.0,2861.0,,,
2017-01-01,231.677,1885.0,1885.0,,,
2017-02-01,187.066,1532.0,1532.0,,,
2017-03-01,215.39,1762.0,1762.0,,,
2017-04-01,198.587,1621.0,1621.0,,,
2017-05-01,198.373,1621.0,1621.0,,,
2017-06-01,209.232,1711.0,1711.0,,,
2017-07-01,213.219,1745.0,1745.0,,,
2017-08-01,220.242,1801.0,1801.0,,,
2017-09-01,219.066,1790.0,1790.0,,,
2017-10-01,223.587,1829.0,1829.0,,,
2017-11-01,198.034,1621.0,1621.0,,,
2017-12-01,201.527,1649.0,1649.0,,,
2018-01-01,138.133,1503.0,1503.0,,,
2018-02-01,128.827,1403.0,1403.0,,,
2018-03-01,128.846,1403.0,1403.0,,,
2018-04-01,130.15,1419.0,1419.0,,,
2018-05-01,148.918,1621.0,1621.0,,,
2018-06-01,139.032,1515.0,1515.0,,,
2018-07-01,149.813,1633.0,1633.0,,,
2018-08-01,152.985,1666.0,1666.0,,,
2018-09-01,155.727,1694.0,1694.0,,,
2018-10-01,163.512,1778.0,1778.0,,,
2018-11-01,147.121,1604.0,1604.0,,,
2018-12-01,140.936,1537.0,1537.0,,,
2019-01-01,169.924,1223.0,1223.0,,,
2019-02-01,188.871,1341.0,1341.0,,,
2019-03-01,187.175,1330.0,1330.0,,,
2019-04-01,172.011,1223.0,1223.0,,,
2019-05-01,187.204,1330.0,1330.0,,,
2019-06-01,160.856,1144.0,1144.0,,,
2019-07-01,183.219,1302.0,1302.0,,,
2019-08-01,202.86,1442.0,1442.0,,,
2019-09-01,240.88,1711.0,1711.0,,,
2019-10-01,253.162,1801.0,1801.0,,,
2019-11-01,192.302,1369.0,1369.0,,,
2019-12-01,256.536,1823.0,1823.0,,,
2020-01-01,302.327,2250.0,2250.0,,,
2020-02-01,195.998,1459.0,1459.0,,,
2020-03-01,197.88,1470.0,1470.0,,,
2020-04-01,189.886,1414.0,1414.0,,,
2020-05-01,160.783,1195.0,1195.0,,,
2020-06-01,202.433,1503.0,1503.0,,,
2020-07-01,263.876,1964.0,1964.0,,,
2020-08-01,270.37,2014.0,2014.0,,,
2020-09-01,171.921,1279.0,1279.0,,,
2020-10-01,205.772,1532.0,1532.0,,,
2020-11-01,159.573,1189.0,1189.0,,,
2020-12-01,158.181,1178.0,1178.0,,,
2021-01-01,195.986,1762.0,1762.0,,,
2021-02-01,217.014,1958.0,1958.0,,,
2021-03-01,234.702,2115.0,2115.0,,,
2021-04-01,225.609,2031.0,2031.0,,,
2021-05-01,116.839,1055.0,1055.0,,,
2021-06-01,156.841,1414.0,1414.0,,,
2021-07-01,153.274,1380.0,1380.0,,,
2021-08-01,221.04,1992.0,1992.0,,,
2021-09-01,286.291,2581.0,2581.0,,,
2021-10-01,284.436,2564.0,2564.0,,,
2021-11-01,222.086,2003.0,2003.0,,,
2021-12-01,246.882,2227.0,2227.0,,,
2022-01-01,256.304,2283.0,2283.0,,,
2022-02-01,211.37,1879.0,1879.0,,,
2022-03-01,244.774,2177.0,2177.0,,,
2022-04-01,217.608,1935.0,1935.0,,,
2022-05-01,203.929,1812.0,1812.0,,,
2022-06-01,248.359,2210.0,2210.0,,,
2022-07-01,226.206,2014.0,2014.0,,,
2022-08-01,152.134,1352.0,1352.0,,,
2022-09-01,178.217,1588.0,1588.0,,,
2022-10-01,199.962,1778.0,1778.0,,,
2022-11-01,189.844,1689.0,1689.0,,,
2022-12-01,258.293,2300.0,2300.0,,,
2023-01-01,321.502,2334.0,2334.0,,,
2023-02-01,249.593,1812.0,1812.0,,,
2023-03-01,235.546,1711.0,1711.0,,,
2023-04-01,278.441,2020.0,2020.0,,,
2023-05-01,275.136,1997.0,1997.0,,,
2023-06-01,236.899,1717.0,1717.0,,,
2023-07-01,224.322,1627.0,1627.0,,,
2023-08-01,233.49,1694.0,1694.0,,,
2023-09-01,202.507,1470.0,1470.0,,,
2023-10-01,229.713,1666.0,1666.0,,,
2023-11-01,289.696,2104.0,2104.0,,,
2023-12-01,318.155,2311.0,2311.0,,,
2024-01-01,219.853,1739.0,1739.0,,,
2024-02-01,197.979,1565.0,1565.0,,,
2024-03-01,238.615,1885.0,1885.0,,,
2024-04-01,251.394,1986.0,1986.0,,,
2024-05-01,147.372,1167.0,1167.0,,,
2024-06-01,263.11,2081.0,2081.0,,,
2024-07-01,154.342,1223.0,1223.0,,,
2024-08-01,222.879,1762.0,1762.0,,,
2024-09-01,148.02,1172.0,1172.0,,,
2024-10-01,235.016,1857.0,1857.0,,,
2024-11-01,229.905,1818.0,1818.0,,,
2024-12-01,195.515,1548.0,1548.0,,,
