measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2009-06-01,3339.458,15789.0,99738.0,,,,21.377000000000002,101.0,638.0
2009-07-01,3615.527,17095.0,107973.0,,,,15.67,74.0,468.0
2009-08-01,3374.213,15954.0,100791.0,,,,38.681000000000004,183.0,1155.0
2009-09-01,3003.829,14202.0,89721.0,,,,29.443,139.0,879.0
2009-10-01,2999.371,14181.0,89586.0,,,,24.873,118.0,743.0
2009-11-01,2960.436,13997.0,88425.0,,,,15.098,71.0,451.0
2009-12-01,3418.3920000000003,16162.0,102087.0,,,,13.769,65.0,411.0
2010-01-01,3015.991,15272.0,116775.0,,,,0.85,4.0,34.0
2010-02-01,2707.7850000000003,13711.0,104841.0,,,,0.48900000000000005,2.0,19.0
2010-03-01,2721.6910000000003,13782.0,105381.0,,,,0.47500000000000003,2.0,18.0
2010-04-01,2496.231,12640.0,96633.0,,,,0.5810000000000001,3.0,22.0
2010-05-01,2505.89,12689.0,97011.0,,,,1.115,6.0,43.0
2010-06-01,2961.733,14997.0,114669.0,,,,1.526,8.0,59.0
2010-07-01,3254.4840000000004,16479.0,126009.0,,,,2.2190000000000003,11.0,86.0
2010-08-01,3316.935,16796.0,128412.0,,,,2.1470000000000002,11.0,83.0
2010-09-01,2806.904,14213.0,108675.0,,,,0.683,3.0,26.0
2010-10-01,2748.492,13917.0,106407.0,,,,0.8160000000000001,4.0,32.0
2010-11-01,2561.612,12971.0,99171.0,,,,0.7150000000000001,4.0,28.0
2010-12-01,2516.337,12742.0,97416.0,,,,1.2990000000000002,7.0,50.0
2011-01-01,3197.15,15116.0,107541.0,,,,22.944,108.0,771.0
2011-02-01,2703.182,12781.0,90882.0,,,,16.17,76.0,544.0
2011-03-01,2849.151,13471.0,95796.0,,,,18.52,88.0,623.0
2011-04-01,2811.497,13293.0,94527.0,,,,12.953,61.0,436.0
2011-05-01,2922.558,13818.0,98253.0,,,,17.19,81.0,578.0
2011-06-01,3389.571,16026.0,113967.0,,,,18.175,86.0,611.0
2011-07-01,3639.745,17209.0,122364.0,,,,44.793,212.0,1506.0
2011-08-01,3498.813,16543.0,117639.0,,,,29.219,138.0,982.0
2011-09-01,3167.318,14975.0,106488.0,,,,10.636,50.0,358.0
2011-10-01,2901.434,13718.0,97551.0,,,,14.49,69.0,487.0
2011-11-01,2655.927,12557.0,89289.0,,,,20.024,95.0,673.0
2011-12-01,2755.626,13029.0,92637.0,,,,24.574,116.0,826.0
2012-01-01,2580.329,13149.0,103761.0,,,,0.021,0.0,1.0
2012-02-01,2351.163,11981.0,94554.0,,,,0.02,0.0,1.0
2012-03-01,2335.813,11903.0,93933.0,,,,0.022,0.0,1.0
2012-04-01,2234.291,11386.0,89856.0,,,,0.028,0.0,1.0
2012-05-01,2598.223,13240.0,104490.0,,,,0.027,0.0,1.0
2012-06-01,2719.428,13858.0,109350.0,,,,0.028,0.0,1.0
2012-07-01,3346.043,17051.0,134568.0,,,,0.039,0.0,2.0
2012-08-01,3307.438,16854.0,133002.0,,,,0.021,0.0,1.0
2012-09-01,2653.398,13521.0,106704.0,,,,0.014,0.0,1.0
2012-10-01,2513.69,12809.0,101088.0,,,,0.011,0.0,0.0
2012-11-01,2736.965,13947.0,110079.0,,,,0.011,0.0,0.0
2012-12-01,2849.97,14523.0,114615.0,,,,0.007,0.0,0.0
2013-01-01,2362.008,12019.0,102704.0,,,,30.257,154.0,1317.0
2013-02-01,2289.715,11651.0,99591.0,,,,26.081,133.0,1134.0
2013-03-01,2105.235,10713.0,91578.0,,,,42.238,215.0,1837.0
2013-04-01,1793.493,9126.0,78016.0,,,,43.587,222.0,1896.0
2013-05-01,2042.813,10395.0,88844.0,,,,53.768,274.0,2339.0
2013-06-01,2355.494,11986.0,102460.0,,,,38.693,197.0,1683.0
2013-07-01,2570.497,13080.0,111799.0,,,,55.145,281.0,2398.0
2013-08-01,2574.092,13098.0,111962.0,,,,48.547,247.0,2111.0
2013-09-01,2285.788,11631.0,99428.0,,,,29.139,148.0,1267.0
2013-10-01,2197.525,11182.0,95584.0,,,,32.278,164.0,1404.0
2013-11-01,2238.321,11390.0,97344.0,,,,31.432,160.0,1367.0
2013-12-01,2426.861,12349.0,105546.0,,,,36.993,188.0,1609.0
2014-01-01,2784.534,14189.0,125310.0,,,,268.934,1370.0,12102.0
2014-02-01,2502.369,12751.0,112608.0,,,,251.664,1282.0,11324.0
2014-03-01,2702.17,13770.0,121584.0,,,,194.563,991.0,8755.0
2014-04-01,1802.398,9185.0,81110.0,,,,180.903,922.0,8140.0
2014-05-01,2144.293,10927.0,96478.0,,,,189.436,965.0,8524.0
2014-06-01,2549.991,12994.0,114730.0,,,,196.71,1002.0,8851.0
2014-07-01,2903.372,14795.0,130642.0,,,,125.489,639.0,5647.0
2014-08-01,3000.426,15289.0,135021.0,,,,205.558,1047.0,9250.0
2014-09-01,2367.334,12063.0,106515.0,,,,167.63,854.0,7543.0
2014-10-01,2225.068,11338.0,100123.0,,,,185.575,946.0,8350.0
2014-11-01,2214.208,11283.0,99634.0,,,,151.64,773.0,6823.0
2014-12-01,2237.106,11400.0,100667.0,,,,204.629,1043.0,9208.0
2015-01-01,2594.672,13222.0,107277.0,,,,182.777,931.0,7557.0
2015-02-01,2615.361,13328.0,108147.0,,,,189.103,964.0,7819.0
2015-03-01,2592.333,13210.0,107195.0,,,,184.802,942.0,7641.0
2015-04-01,2505.271,12767.0,103578.0,,,,135.543,691.0,5604.0
2015-05-01,2569.256,13093.0,106243.0,,,,155.649,793.0,6436.0
2015-06-01,2735.347,13939.0,113098.0,,,,177.435,904.0,7336.0
2015-07-01,3074.288,15666.0,127106.0,,,,215.128,1096.0,8895.0
2015-08-01,3026.795,15424.0,125147.0,,,,182.186,928.0,7533.0
2015-09-01,2669.878,13605.0,110405.0,,,,180.343,919.0,7457.0
2015-10-01,2472.592,12600.0,102245.0,,,,203.738,1038.0,8424.0
2015-11-01,2528.32,12884.0,104530.0,,,,187.524,956.0,7754.0
2015-12-01,2417.168,12318.0,99933.0,,,,220.491,1124.0,9117.0
2016-01-01,3341.55,23033.0,139373.0,,,,180.695,1246.0,7537.0
2016-02-01,2652.043,18280.0,110595.0,,,,182.908,1261.0,7628.0
2016-03-01,2234.069,15399.0,93160.0,,,,208.179,1435.0,8682.0
2016-04-01,1777.714,12254.0,74147.0,,,,239.118,1648.0,9972.0
2016-05-01,2244.285,15470.0,93595.0,,,,246.215,1697.0,10268.0
2016-06-01,2929.747,20195.0,122182.0,,,,234.218,1614.0,9768.0
2016-07-01,3139.853,21643.0,130941.0,,,,263.677,1818.0,10996.0
2016-08-01,3081.095,21238.0,128493.0,,,,314.92,2171.0,13133.0
2016-09-01,2610.825,17996.0,108882.0,,,,188.47,1299.0,7860.0
2016-10-01,2211.244,15242.0,92208.0,,,,182.27,1256.0,7601.0
2016-11-01,2368.293,16325.0,98763.0,,,,189.026,1303.0,7883.0
2016-12-01,2657.542,18318.0,110840.0,,,,169.044,1165.0,7050.0
2017-01-01,2768.464,19459.0,118918.0,,,,194.868,1370.0,8370.0
2017-02-01,2287.234,16076.0,98246.0,,,,159.038,1118.0,6831.0
2017-03-01,2581.737,18146.0,110894.0,,,,251.554,1768.0,10805.0
2017-04-01,2787.311,19591.0,119707.0,,,,179.185,1259.0,7696.0
2017-05-01,3007.775,21141.0,129200.0,,,,209.416,1472.0,8995.0
2017-06-01,2882.892,20263.0,123814.0,,,,234.836,1651.0,10087.0
2017-07-01,3237.338,22754.0,139046.0,,,,279.88,1967.0,12021.0
2017-08-01,2728.003,19174.0,117178.0,,,,249.549,1754.0,10719.0
2017-09-01,2307.789,16221.0,99117.0,,,,219.546,1543.0,9430.0
2017-10-01,2188.094,15380.0,93976.0,,,,241.107,1695.0,10356.0
2017-11-01,2294.019,16124.0,98546.0,,,,203.813,1433.0,8754.0
2017-12-01,2253.192,15837.0,96778.0,,,,253.36,1781.0,10882.0
2018-01-01,2884.909,19886.0,117694.0,,,,232.726,1604.0,9489.0
2018-02-01,2475.741,17065.0,100966.0,,,,201.752,1391.0,8228.0
2018-03-01,2140.499,14754.0,87285.0,,,,267.549,1844.0,10912.0
2018-04-01,2159.77,14887.0,88074.0,,,,222.686,1535.0,9082.0
2018-05-01,2303.252,15876.0,93922.0,,,,243.111,1676.0,9915.0
2018-06-01,2973.897,20499.0,121285.0,,,,212.653,1466.0,8673.0
2018-07-01,3465.434,23887.0,141331.0,,,,234.424,1616.0,9561.0
2018-08-01,3305.676,22786.0,134803.0,,,,243.446,1678.0,9929.0
2018-09-01,2686.541,18518.0,109562.0,,,,202.339,1395.0,8252.0
2018-10-01,2349.747,16197.0,95826.0,,,,191.709,1321.0,7819.0
2018-11-01,2689.466,18538.0,109698.0,,,,170.547,1176.0,6955.0
2018-12-01,2792.291,19247.0,113886.0,,,,187.835,1295.0,7661.0
2019-01-01,45.234,312.0,70122.0,,,,7.665,53.0,11883.0
2019-02-01,43.196,298.0,66966.0,,,,6.554,45.0,10159.0
2019-03-01,41.554,287.0,64410.0,,,,7.023,48.0,10886.0
2019-04-01,33.069,228.0,51272.0,,,,7.249,50.0,11237.0
2019-05-01,36.492,252.0,56576.0,,,,6.866,47.0,10643.0
2019-06-01,41.74,288.0,64709.0,,,,7.15,49.0,11083.0
2019-07-01,49.507,341.0,76731.0,,,,9.76,67.0,15130.0
2019-08-01,42.958,296.0,66586.0,,,,9.141,63.0,14170.0
2019-09-01,40.672,280.0,63050.0,,,,7.252,50.0,11242.0
2019-10-01,31.675,218.0,49096.0,,,,8.537,59.0,13234.0
2019-11-01,28.434,196.0,44064.0,,,,7.747,53.0,12010.0
2019-12-01,36.388,251.0,56413.0,,,,8.137,56.0,12613.0
2020-01-01,0.0,0.0,63458.0,,,,0.0,0.0,12383.0
2020-02-01,0.0,0.0,56086.0,,,,0.0,0.0,10900.0
2020-03-01,0.0,0.0,50674.0,,,,0.0,0.0,10371.0
2020-04-01,0.0,0.0,37699.0,,,,0.0,0.0,9227.0
2020-05-01,0.0,0.0,45098.0,,,,0.0,0.0,9349.0
2020-06-01,0.0,0.0,62669.0,,,,0.0,0.0,10195.0
2020-07-01,0.0,0.0,74854.0,,,,0.0,0.0,13718.0
2020-08-01,0.0,0.0,77058.0,,,,0.0,0.0,10958.0
2020-09-01,0.0,0.0,57501.0,,,,0.0,0.0,9497.0
2020-10-01,0.0,0.0,55787.0,,,,0.0,0.0,10388.0
2020-11-01,0.0,0.0,66069.0,,,,0.0,0.0,7943.0
2020-12-01,0.0,0.0,74936.0,,,,0.0,0.0,9888.0
2021-01-01,0.0,0.0,74963.0,,,,0.0,0.0,13121.0
2021-02-01,0.0,0.0,69034.0,,,,0.0,0.0,13844.0
2021-03-01,0.0,0.0,63594.0,,,,0.0,0.0,9023.0
2021-04-01,0.0,0.0,39821.0,,,,0.0,0.0,10993.0
2021-05-01,0.0,0.0,57882.0,,,,0.0,0.0,9526.0
2021-06-01,0.0,0.0,66912.0,,,,0.0,0.0,13186.0
2021-07-01,0.0,0.0,76840.0,,,,0.0,0.0,14165.0
2021-08-01,0.0,0.0,76786.0,,,,0.0,0.0,14688.0
2021-09-01,0.0,0.0,55624.0,,,,0.0,0.0,11749.0
2021-10-01,0.0,0.0,60302.0,,,,0.0,0.0,11411.0
2021-11-01,0.0,0.0,64437.0,,,,0.0,0.0,12493.0
2021-12-01,0.0,0.0,66096.0,,,,0.0,0.0,11576.0
2022-01-01,0.0,0.0,59930.0,,,,0.0,0.0,13783.0
2022-02-01,0.0,0.0,55940.0,,,,0.0,0.0,11254.0
2022-03-01,0.0,0.0,50327.0,,,,0.0,0.0,11549.0
2022-04-01,0.0,0.0,38783.0,,,,0.0,0.0,10144.0
2022-05-01,0.0,0.0,41975.0,,,,0.0,0.0,9584.0
2022-06-01,0.0,0.0,56658.0,,,,0.0,0.0,15025.0
2022-07-01,0.0,0.0,63361.0,,,,0.0,0.0,20091.0
2022-08-01,0.0,0.0,65755.0,,,,0.0,0.0,18337.0
2022-09-01,0.0,0.0,48572.0,,,,0.0,0.0,16208.0
2022-10-01,0.0,0.0,40086.0,,,,0.0,0.0,15731.0
2022-11-01,0.0,0.0,48944.0,,,,0.0,0.0,10704.0
2022-12-01,0.0,0.0,57057.0,,,,0.0,0.0,14610.0
2023-01-01,0.0,0.0,44616.0,,,,0.0,0.0,19714.0
2023-02-01,0.0,0.0,32814.0,,,,0.0,0.0,19270.0
2023-03-01,0.0,0.0,36819.0,,,,0.0,0.0,21515.0
2023-04-01,0.0,0.0,29717.0,,,,0.0,0.0,20900.0
2023-05-01,0.0,0.0,28249.0,,,,0.0,0.0,19179.0
2023-06-01,0.0,0.0,35938.0,,,,0.0,0.0,21964.0
2023-07-01,0.0,0.0,45951.0,,,,0.0,0.0,26726.0
2023-08-01,0.0,0.0,47793.0,,,,0.0,0.0,25819.0
2023-09-01,0.0,0.0,41519.0,,,,0.0,0.0,23550.0
2023-10-01,0.0,0.0,40611.0,,,,0.0,0.0,20756.0
2023-11-01,0.0,0.0,38875.0,,,,0.0,0.0,20149.0
2023-12-01,0.0,0.0,40771.0,,,,0.0,0.0,23820.0
2024-01-01,0.0,0.0,54949.0,,,,0.0,0.0,19431.0
2024-02-01,0.0,0.0,31399.0,,,,0.0,0.0,22494.0
2024-03-01,0.0,0.0,30465.0,,,,0.0,0.0,21042.0
2024-04-01,0.0,0.0,33776.0,,,,0.0,0.0,21338.0
2024-05-01,0.0,0.0,38315.0,,,,0.0,0.0,24587.0
2024-06-01,0.0,0.0,46565.0,,,,0.0,0.0,22874.0
2024-07-01,0.0,0.0,51424.0,,,,0.0,0.0,29594.0
2024-08-01,0.0,0.0,50810.0,,,,0.0,0.0,28887.0
2024-09-01,0.0,0.0,42693.0,,,,0.0,0.0,23560.0
2024-10-01,0.0,0.0,40157.0,,,,0.0,0.0,16669.0
2024-11-01,0.0,0.0,36899.0,,,,0.0,0.0,20552.0
2024-12-01,0.0,0.0,50810.0,,,,0.0,0.0,20433.0
