measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2003-07-01,,,,,,,665.861,10501.0,10501.0,,,,,,
2003-08-01,,,,,,,627.922,9902.0,9902.0,,,,,,
2003-09-01,,,,,,,583.555,9203.0,9203.0,,,,,,
2003-10-01,,,,,,,570.662,8999.0,8999.0,,,,,,
2003-11-01,,,,,,,543.917,8578.0,8578.0,,,,,,
2003-12-01,,,,,,,614.624,9693.0,9693.0,,,,,,
2004-01-01,,,,,,,-50.553000000000004,0.0,0.0,,,,,,
2004-02-01,,,,,,,-25.453000000000003,0.0,0.0,,,,,,
2004-03-01,,,,,,,-17.49,0.0,0.0,,,,,,
2004-04-01,,,,,,,-23.549,0.0,0.0,,,,,,
2004-05-01,,,,,,,-54.431000000000004,0.0,0.0,,,,,,
2004-06-01,,,,,,,-35.223,0.0,0.0,,,,,,
2004-07-01,,,,,,,-31.268,0.0,0.0,,,,,,
2004-08-01,,,,,,,-43.092,0.0,0.0,,,,,,
2004-09-01,,,,,,,-43.708000000000006,0.0,0.0,,,,,,
2004-10-01,,,,,,,-13.234,0.0,0.0,,,,,,
2004-11-01,,,,,,,-21.579,0.0,0.0,,,,,,
2004-12-01,,,,,,,-26.421000000000003,0.0,0.0,,,,,,
2005-01-01,,,,,,,-24.477,0.0,0.0,,,,,,
2005-02-01,,,,,,,-19.582,0.0,0.0,,,,,,
2005-03-01,,,,,,,-27.174000000000003,0.0,0.0,,,,,,
2005-04-01,,,,,,,-25.795,0.0,0.0,,,,,,
2005-05-01,,,,,,,-24.666,0.0,0.0,,,,,,
2005-06-01,,,,,,,-46.562000000000005,0.0,0.0,,,,,,
2005-07-01,,,,,,,-61.297000000000004,0.0,0.0,,,,,,
2005-08-01,,,,,,,-60.892,0.0,0.0,,,,,,
2005-09-01,,,,,,,-36.866,0.0,0.0,,,,,,
2005-10-01,,,,,,,-26.14,0.0,0.0,,,,,,
2005-11-01,,,,,,,-22.91,0.0,0.0,,,,,,
2005-12-01,,,,,,,-28.639000000000003,0.0,0.0,,,,,,
2006-01-01,,,,,,,-19.483,0.0,0.0,,,,,,
2006-02-01,,,,,,,-22.024,0.0,0.0,,,,,,
2006-03-01,,,,,,,-29.023,0.0,0.0,,,,,,
2006-04-01,,,,,,,-24.017,0.0,0.0,,,,,,
2006-05-01,,,,,,,-31.637,0.0,0.0,,,,,,
2006-06-01,,,,,,,-40.752,0.0,0.0,,,,,,
2006-07-01,,,,,,,-72.924,0.0,0.0,,,,,,
2006-08-01,,,,,,,-64.8,0.0,0.0,,,,,,
2006-09-01,,,,,,,-38.117000000000004,0.0,0.0,,,,,,
2006-10-01,,,,,,,-41.288000000000004,0.0,0.0,,,,,,
2006-11-01,,,,,,,-27.757,0.0,0.0,,,,,,
2006-12-01,,,,,,,-28.177,0.0,0.0,,,,,,
2007-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2007-02-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-03-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-04-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-05-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-06-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-07-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-08-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-09-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-10-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-11-01,,,,,,,0.0,0.0,0.0,,,,,,
2007-12-01,,,,,,,0.0,0.0,0.0,,,,,,
2008-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-10-01,,,,0.0,0.0,0.0,15.863000000000001,494.0,494.0,44.149,1376.0,1376.0,1475.988,46002.0,46002.0
2008-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,50.994,1152.0,1152.0,2944.0060000000003,66507.0,66507.0
2008-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,163.925,4512.0,4512.0,1691.075,46547.0,46547.0
2009-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,330.357,8252.0,8252.0,5048.643,126112.0,126112.0
2009-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,249.882,5169.0,5169.0,2335.118,48306.0,48306.0
2009-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,582.739,13546.0,13546.0,5228.261,121532.0,121532.0
2009-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,364.647,8595.0,8595.0,2492.353,58744.0,58744.0
2009-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,521.499,11740.0,11740.0,3716.501,83664.0,83664.0
2009-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,663.332,14854.0,14854.0,5171.668000000001,115807.0,115807.0
2009-07-01,,,,0.0,0.0,0.0,0.448,10.0,10.0,805.7030000000001,17999.0,17999.0,5109.849,114151.0,114151.0
2009-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,761.0120000000001,18715.0,18715.0,4245.988,104419.0,104419.0
2009-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,810.217,20210.0,20210.0,4077.7830000000004,101715.0,101715.0
2009-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,663.073,16473.0,16473.0,4814.927000000001,119620.0,119620.0
2009-11-01,,,,0.0,0.0,0.0,5.6080000000000005,131.0,131.0,945.08,22078.0,22078.0,3483.3120000000004,81375.0,81375.0
2009-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,493.20700000000005,11148.0,11148.0,2749.793,62155.0,62155.0
2010-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,735.964,16808.0,16808.0,3826.036,87380.0,87380.0
2010-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,933.1650000000001,18714.0,18714.0,4372.835,87695.0,87695.0
2010-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,575.306,11523.0,11523.0,2635.694,52792.0,52792.0
2010-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,653.318,12938.0,12938.0,3010.6820000000002,59623.0,59623.0
2010-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1961.1560000000002,34021.0,34021.0,6786.844,117733.0,117733.0
2010-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1156.921,22035.0,22035.0,3665.079,69807.0,69807.0
2010-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2081.2780000000002,36620.0,36620.0,7586.722000000001,133488.0,133488.0
2010-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1669.605,29024.0,29024.0,6442.395,111995.0,111995.0
2010-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1980.4,35378.0,35378.0,8329.6,148801.0,148801.0
2010-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1666.278,28909.0,28909.0,7488.722000000001,129925.0,129925.0
2010-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1784.3310000000001,30786.0,30786.0,8313.669,143440.0,143440.0
2010-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1496.4740000000002,26223.0,26223.0,6612.526000000001,115873.0,115873.0
2011-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1543.807,27003.0,27003.0,6833.193,119520.0,119520.0
2011-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1801.662,30959.0,30959.0,8163.338,140277.0,140277.0
2011-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2128.734,36764.0,36764.0,9069.266,156631.0,156631.0
2011-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1871.834,35205.0,35205.0,7721.166,145217.0,145217.0
2011-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1367.933,24837.0,24837.0,5704.067,103566.0,103566.0
2011-06-01,,,,0.0,0.0,0.0,129.056,2294.0,2294.0,1701.096,30237.0,30237.0,7150.848,127108.0,127108.0
2011-07-01,,,,0.0,0.0,0.0,14.933,245.0,245.0,2290.053,37573.0,37573.0,8799.014,144365.0,144365.0
2011-08-01,,,,0.0,0.0,0.0,23.139,390.0,390.0,2254.911,38006.0,38006.0,8472.95,142810.0,142810.0
2011-09-01,,,,0.0,0.0,0.0,6.19,100.0,100.0,1925.251,31104.0,31104.0,6998.559,113067.0,113067.0
2011-10-01,,,,0.0,0.0,0.0,20.564,357.0,357.0,2107.685,36591.0,36591.0,8666.751,150461.0,150461.0
2011-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1963.52,31999.0,31999.0,8800.48,143419.0,143419.0
2011-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1648.785,29949.0,29949.0,8274.215,150293.0,150293.0
2012-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1900.823,34483.0,34483.0,8306.177,150682.0,150682.0
2012-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1936.969,33530.0,33530.0,8834.031,152921.0,152921.0
2012-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1988.859,35349.0,35349.0,9509.141,169011.0,169011.0
2012-04-01,,,,0.0,0.0,0.0,12.663,220.0,220.0,1526.053,26512.0,26512.0,7243.284,125836.0,125836.0
2012-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1871.212,32779.0,32779.0,9597.788,168128.0,168128.0
2012-06-01,,,,0.0,0.0,0.0,48.868,828.0,828.0,1854.491,31421.0,31421.0,9119.641,154518.0,154518.0
2012-07-01,,,,0.0,0.0,0.0,43.251,764.0,764.0,1911.227,33761.0,33761.0,9208.522,162663.0,162663.0
2012-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1696.549,28996.0,28996.0,8024.451,137145.0,137145.0
2012-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1667.045,27263.0,27263.0,8040.955,131501.0,131501.0
2012-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1845.57,30006.0,30006.0,9696.43,157650.0,157650.0
2012-11-01,,,,0.0,0.0,0.0,9.27,162.0,162.0,1593.072,27840.0,27840.0,8526.658,149011.0,149011.0
2012-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4596.894,19263.0,19263.0,2666.106,11172.0,11172.0
2013-01-01,,,,0.0,0.0,0.0,22.146,391.0,391.0,2033.228,35898.0,35898.0,9125.626,161118.0,161118.0
2013-02-01,,,,0.0,0.0,0.0,25.393,402.0,402.0,2050.44,32461.0,32461.0,7570.167,119846.0,119846.0
2013-03-01,,,,0.0,0.0,0.0,4.186,78.0,78.0,1214.988,22642.0,22642.0,5278.826,98374.0,98374.0
2013-04-01,,,,0.0,0.0,0.0,7.302,131.0,131.0,1608.261,28851.0,28851.0,7201.437,129189.0,129189.0
2013-05-01,,,,0.0,0.0,0.0,26.183,457.0,457.0,1748.973,30526.0,30526.0,9479.844,165459.0,165459.0
2013-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1523.522,26945.0,26945.0,7811.478,138154.0,138154.0
2013-07-01,,,,0.0,0.0,0.0,14.1,248.0,248.0,1789.72,31479.0,31479.0,9365.18,164723.0,164723.0
2013-08-01,,,,0.0,0.0,0.0,8.235,132.0,132.0,2007.073,32172.0,32172.0,9416.692,150945.0,150945.0
2013-09-01,,,,0.0,0.0,0.0,20.468,331.0,331.0,1609.037,26021.0,26021.0,7862.495,127150.0,127150.0
2013-10-01,,,,0.0,0.0,0.0,27.854,467.0,467.0,1856.881,31133.0,31133.0,9439.265,158260.0,158260.0
2013-11-01,,,,0.0,0.0,0.0,46.137,829.0,829.0,1499.606,26945.0,26945.0,9000.257,161717.0,161717.0
2013-12-01,,,,0.0,0.0,0.0,64.684,1174.0,1174.0,1201.362,21804.0,21804.0,7366.954,133708.0,133708.0
2014-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1609.245,33068.0,33068.0,8905.755,183000.0,183000.0
2014-02-01,,,,0.0,0.0,0.0,15.536,305.0,305.0,1438.762,28245.0,28245.0,7835.702,153824.0,153824.0
2014-03-01,,,,0.0,0.0,0.0,3.123,59.0,59.0,1366.475,25819.0,25819.0,7890.402,149084.0,149084.0
2014-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1479.869,29111.0,29111.0,8395.131,165144.0,165144.0
2014-05-01,,,,0.0,0.0,0.0,41.751,807.0,807.0,1364.132,26367.0,26367.0,7429.117,143598.0,143598.0
2014-06-01,,,,0.0,0.0,0.0,19.208,354.0,354.0,1377.422,25386.0,25386.0,7087.37,130618.0,130618.0
2014-07-01,,,,0.0,0.0,0.0,8.984,159.0,159.0,1750.954,30988.0,30988.0,9001.062,159300.0,159300.0
2014-08-01,,,,0.0,0.0,0.0,38.878,733.0,733.0,1642.086,30959.0,30959.0,9160.036,172700.0,172700.0
2014-09-01,,,,0.0,0.0,0.0,12.289,227.0,227.0,1389.899,25674.0,25674.0,7703.812,142305.0,142305.0
2014-10-01,,,,0.0,0.0,0.0,7.812,135.0,135.0,1612.605,27869.0,27869.0,9228.583,159489.0,159489.0
2014-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1643.988,31162.0,31162.0,9237.012,175086.0,175086.0
2014-12-01,,,,0.0,0.0,0.0,11.221,210.0,210.0,1365.668,25559.0,25559.0,7972.111,149200.0,149200.0
2015-01-01,,,,0.0,0.0,0.0,7.565,150.0,150.0,2088.731,41414.0,41414.0,8013.704,158890.0,158890.0
2015-02-01,,,,0.0,0.0,0.0,15.36,284.0,284.0,1560.355,28851.0,28851.0,7430.285,137387.0,137387.0
2015-03-01,,,,0.0,0.0,0.0,20.2,395.0,395.0,1423.754,27840.0,27840.0,6346.046,124092.0,124092.0
2015-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2201.011,38353.0,38353.0,9132.989,159142.0,159142.0
2015-05-01,,,,0.0,0.0,0.0,32.07,517.0,517.0,1868.51,30122.0,30122.0,8400.42,135421.0,135421.0
2015-06-01,,,,0.0,0.0,0.0,69.9,1202.0,1202.0,1825.579,31393.0,31393.0,6145.521,105678.0,105678.0
2015-07-01,,,,0.0,0.0,0.0,9.028,152.0,152.0,2245.235,37804.0,37804.0,8848.737,148990.0,148990.0
2015-08-01,,,,0.0,0.0,0.0,18.002,278.0,278.0,2118.862,32721.0,32721.0,8910.136,137597.0,137597.0
2015-09-01,,,,0.0,0.0,0.0,9.01,134.0,134.0,1796.274,26714.0,26714.0,7055.716,104932.0,104932.0
2015-10-01,,,,0.0,0.0,0.0,6.901,109.0,109.0,2071.608,32721.0,32721.0,8850.491,139794.0,139794.0
2015-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2050.329,38757.0,38757.0,8301.671,156925.0,156925.0
2015-12-01,,,,0.0,0.0,0.0,57.193,997.0,997.0,1438.022,25068.0,25068.0,7418.785,129326.0,129326.0
2016-01-01,,,,0.0,0.0,0.0,9.842,173.0,173.0,1835.174,32259.0,32259.0,7297.984,128285.0,128285.0
2016-02-01,,,,0.0,0.0,0.0,17.265,355.0,355.0,1160.178,23855.0,23855.0,4471.557,91941.0,91941.0
2016-03-01,,,,0.0,0.0,0.0,9.041,151.0,151.0,1595.944,26656.0,26656.0,9428.015,157471.0,157471.0
2016-04-01,,,,0.0,0.0,0.0,8.226,138.0,138.0,1242.89,20851.0,20851.0,9477.884,159006.0,159006.0
2016-05-01,,,,0.0,0.0,0.0,11.345,190.0,190.0,1353.63,22671.0,22671.0,9177.025,153698.0,153698.0
2016-06-01,,,,0.0,0.0,0.0,25.19,456.0,456.0,561.564,10166.0,10166.0,3269.246,59182.0,59182.0
2016-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,851.83,13169.0,13169.0,10794.17,166878.0,166878.0
2016-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1247.727,21400.0,21400.0,9792.273,167950.0,167950.0
2016-09-01,,,,0.0,0.0,0.0,15.799,318.0,318.0,523.726,10541.0,10541.0,2907.475,58520.0,58520.0
2016-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,7.637,130.0,130.0,520.876,8866.0,8866.0,7872.487,134003.0,134003.0
2016-12-01,,,,0.0,0.0,0.0,5.163,97.0,97.0,1222.087,22960.0,22960.0,8738.75,164177.0,164177.0
2017-01-01,,,,0.0,0.0,0.0,6.648,124.0,124.0,1525.113,28447.0,28447.0,7974.239,148738.0,148738.0
2017-02-01,,,,0.0,0.0,0.0,29.968,556.0,556.0,446.755,8289.0,8289.0,2328.277,43196.0,43196.0
2017-03-01,,,,0.0,0.0,0.0,2.259,39.0,39.0,1668.144,28793.0,28793.0,9170.597,158291.0,158291.0
2017-04-01,,,,0.0,0.0,0.0,8.094,143.0,143.0,1479.299,26136.0,26136.0,8952.607,158176.0,158176.0
2017-05-01,,,,0.0,0.0,0.0,27.144,521.0,521.0,1479.057,28389.0,28389.0,9022.799,173184.0,173184.0
2017-06-01,,,,0.0,0.0,0.0,5.697,105.0,105.0,1184.649,21833.0,21833.0,6936.654,127844.0,127844.0
2017-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1728.468,28880.0,28880.0,10362.532,173142.0,173142.0
2017-08-01,,,,0.0,0.0,0.0,11.338,195.0,195.0,1568.343,26974.0,26974.0,9777.319,168160.0,168160.0
2017-09-01,,,,0.0,0.0,0.0,9.67,162.0,162.0,1182.6,19812.0,19812.0,9517.73,159447.0,159447.0
2017-10-01,,,,0.0,0.0,0.0,15.073,222.0,222.0,433.35,6382.0,6382.0,7221.577,106361.0,106361.0
2017-11-01,,,,0.0,0.0,0.0,5.298,92.0,92.0,1207.421,20967.0,20967.0,9226.281,160214.0,160214.0
2017-12-01,,,,0.0,0.0,0.0,26.501,436.0,436.0,749.538,12332.0,12332.0,7896.961,129925.0,129925.0
2018-01-01,,,,0.0,0.0,0.0,0.426,7.0,7.0,676.501,11119.0,11119.0,10136.073,166594.0,166594.0
2018-02-01,,,,0.0,0.0,0.0,9.43,140.0,140.0,519.368,7711.0,7711.0,8445.202,125384.0,125384.0
2018-03-01,,,,0.0,0.0,0.0,8.121,124.0,124.0,1030.84,15740.0,15740.0,9912.039,151344.0,151344.0
2018-04-01,,,,0.0,0.0,0.0,7.599,119.0,119.0,1215.403,19032.0,19032.0,10205.998,159815.0,159815.0
2018-05-01,,,,0.0,0.0,0.0,13.274,180.0,180.0,153.34,2079.0,2079.0,10231.386,138743.0,138743.0
2018-06-01,,,,0.0,0.0,0.0,15.735,215.0,215.0,412.159,5632.0,5632.0,9201.106,125721.0,125721.0
2018-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,454.167,6527.0,6527.0,12080.833,173615.0,173615.0
2018-08-01,,,,0.0,0.0,0.0,8.17,115.0,115.0,127.21,1791.0,1791.0,11959.62,168339.0,168339.0
2018-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,155.244,2339.0,2339.0,11212.756,168959.0,168959.0
2018-10-01,,,,0.0,0.0,0.0,18.365,319.0,319.0,753.188,13083.0,13083.0,6345.447,110218.0,110218.0
2018-11-01,,,,0.0,0.0,0.0,0.121,2.0,2.0,1289.623,21256.0,21256.0,10217.256,168402.0,168402.0
2018-12-01,,,,0.0,0.0,0.0,4.965,81.0,81.0,697.5,11379.0,11379.0,5339.535,87107.0,87107.0
2019-01-01,,,,0.0,0.0,0.0,8.426,149.0,149.0,1314.691,23248.0,23248.0,9521.883,168381.0,168381.0
2019-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1124.444,20534.0,20534.0,8141.556,148674.0,148674.0
2019-03-01,,,,0.0,0.0,0.0,21.67,414.0,414.0,854.108,16317.0,16317.0,5368.222,102557.0,102557.0
2019-04-01,,,,0.0,0.0,0.0,5.024,77.0,77.0,171.477,2628.0,2628.0,9956.499,152595.0,152595.0
2019-05-01,,,,0.0,0.0,0.0,22.447,344.0,344.0,0.0,0.0,0.0,6900.553,105752.0,105752.0
2019-06-01,,,,0.0,0.0,0.0,17.214,247.0,247.0,94.335,1354.0,1354.0,10785.451,154760.0,154760.0
2019-07-01,,,,0.0,0.0,0.0,9.762,125.0,125.0,313.502,4014.0,4014.0,11707.736,149915.0,149915.0
2019-08-01,,,,0.0,0.0,0.0,4.96,63.0,63.0,68.211,866.0,866.0,12434.829,157944.0,157944.0
2019-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.832,347.0,347.0,12594.168,162663.0,162663.0
2019-10-01,,,,0.0,0.0,0.0,7.218,97.0,97.0,73.069,982.0,982.0,12552.713,168686.0,168686.0
2019-11-01,,,,0.0,0.0,0.0,13.96,193.0,193.0,10.445,144.0,144.0,9692.595,134003.0,134003.0
2019-12-01,,,,0.0,0.0,0.0,15.712,221.0,221.0,0.0,0.0,0.0,8934.288,125668.0,125668.0
2020-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,163.028,2079.0,2079.0,12119.972,154586.0,154586.0
2020-02-01,,,,0.0,0.0,0.0,8.171,97.0,97.0,97.313,1155.0,1155.0,11055.516,131240.0,131240.0
2020-03-01,,,,0.0,0.0,0.0,6.934,76.0,76.0,65.876,722.0,722.0,11721.19,128464.0,128464.0
2020-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,174.526,1617.0,1617.0,9769.474,90531.0,90531.0
2020-05-01,,,,0.0,0.0,0.0,15.92,140.0,140.0,0.0,0.0,0.0,8050.08,70793.0,70793.0
2020-06-01,,,,0.0,0.0,0.0,16.311,162.0,162.0,20.354,202.0,202.0,6036.335,59953.0,59953.0
2020-07-01,,,,0.0,0.0,0.0,12.881,152.0,152.0,298.584,3523.0,3523.0,8790.535,103730.0,103730.0
2020-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,853.752,11812.0,11812.0,11134.248,154046.0,154046.0
2020-09-01,,,,0.0,0.0,0.0,5.665,89.0,89.0,503.718,7913.0,7913.0,9770.617,153491.0,153491.0
2020-10-01,,,,0.0,0.0,0.0,7.653,103.0,103.0,304.714,4101.0,4101.0,10302.633,138657.0,138657.0
2020-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1053.806,16779.0,16779.0,10365.194,165040.0,165040.0
2020-12-01,,,,0.0,0.0,0.0,0.789,12.0,12.0,269.473,4101.0,4101.0,9773.738,148741.0,148741.0
2021-01-01,,,,0.0,0.0,0.0,10.895,168.0,168.0,144.216,2224.0,2224.0,6188.889,95431.0,95431.0
2021-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.502,347.0,347.0,10950.498,168654.0,168654.0
2021-03-01,,,,0.0,0.0,0.0,8.717,133.0,133.0,0.0,0.0,0.0,11085.283,169137.0,169137.0
2021-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11226.0,159311.0,159311.0
2021-05-01,,,,0.0,0.0,0.0,9.723,136.0,136.0,74.331,1040.0,1040.0,9711.946,135842.0,135842.0
2021-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,43.43,549.0,549.0,12418.57,156904.0,156904.0
2021-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,115.648,1560.0,1560.0,12663.352,170766.0,170766.0
2021-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,63.484,838.0,838.0,12848.516,169505.0,169505.0
2021-09-01,,,,0.0,0.0,0.0,5.556,76.0,76.0,221.665,3032.0,3032.0,11670.779,159657.0,159657.0
2021-10-01,,,,0.0,0.0,0.0,5.522,78.0,78.0,2.044,29.0,29.0,12319.434,174025.0,174025.0
2021-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,105.578,1415.0,1415.0,10851.422,145448.0,145448.0
