measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,15826.0,216833.0,216833.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13621.0,186579.0,186579.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,16779.0,225987.0,225987.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13204.0,183258.0,183258.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,7611.0,103509.0,103509.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,13149.0,174467.0,174467.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,15013.0,201392.0,201392.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,13629.0,178941.0,178941.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,14685.0,196889.0,196889.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,17204.0,226045.0,226045.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,15475.0,206677.0,206677.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,16421.0,218228.0,218228.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,15800.0,209580.0,209580.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13089.0,175816.0,175816.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,11902.0,159195.0,159195.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13909.0,188110.0,188110.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,16277.0,212634.0,212634.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9112.0,123288.0,123288.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,16460.0,217040.0,217040.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9415.0,127923.0,127923.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,11060.0,149446.0,149446.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,14533.0,195155.0,195155.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,15189.0,200944.0,200944.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13396.0,184029.0,184029.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,12284.0,170671.0,170671.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,14117.0,190819.0,190819.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,14590.0,198677.0,198677.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12473.0,169904.0,169904.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10201.0,137024.0,137024.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,14595.0,198242.0,198242.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,15945.0,215449.0,215449.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17310.0,237863.0,237863.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,9058.0,124758.0,124758.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12954.0,176468.0,176468.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,20410.0,269214.0,269214.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,18408.0,243504.0,243504.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,19926.0,261886.0,261886.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13813.0,186088.0,186088.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13929.0,187854.0,187854.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12478.0,170852.0,170852.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,11462.0,155181.0,155181.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,16634.0,221784.0,221784.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,18584.0,248423.0,248423.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18582.0,252627.0,252627.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8099.0,109922.0,109922.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,13385.0,184490.0,184490.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,11875.0,162868.0,162868.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13163.0,183138.0,183138.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13075.0,179681.0,179681.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,10606.0,143147.0,143147.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,12522.0,170548.0,170548.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9027.0,129695.0,129695.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10290.0,144431.0,144431.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,116021.0,116021.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,12199.0,167085.0,167085.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,13911.0,185472.0,185472.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,9763.0,129160.0,129160.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,13937.0,191044.0,191044.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,13732.0,187505.0,187505.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,15005.0,203374.0,203374.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,15359.0,208194.0,208194.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,12958.0,175290.0,175290.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,14597.0,196013.0,196013.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,14479.0,197575.0,197575.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,12054.0,166160.0,166160.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6463.0,90485.0,90485.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,16673.0,224499.0,224499.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,13626.0,176773.0,176773.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10580.0,138638.0,138638.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,19971.0,265182.0,265182.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,16823.0,224948.0,224948.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,16443.0,215047.0,215047.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,11754.0,161350.0,161350.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,10860.0,145619.0,145619.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13240.0,181982.0,181982.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12265.0,171277.0,171277.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,13087.0,182148.0,182148.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,12827.0,177288.0,177288.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,14957.0,204744.0,204744.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9041.0,121550.0,121550.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10163.0,137269.0,137269.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,5777.0,81862.0,81862.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,5763.0,79863.0,79863.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13634.0,187575.0,187575.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,15080.0,205856.0,205856.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,10879.0,146781.0,146781.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13130.0,175484.0,175484.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,11842.0,159964.0,159964.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,8693.0,117009.0,117009.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,7389.0,100611.0,100611.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,7806.0,105215.0,105215.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2425.0,33050.0,33050.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4643.0,62656.0,62656.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,8405.0,114834.0,114834.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,7447.0,100355.0,100355.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,7905.0,105361.0,105361.0
