measured_on,Other Biomass Gas Generation,Other Biomass Gas Quantity Consumed For Electricity,Other Biomass Gas Total Fuel Consumed
2020-09-01,129.816,1539.0,1539.0
2020-10-01,141.13,1673.0,1673.0
2020-11-01,133.626,1584.0,1584.0
2020-12-01,147.396,1747.0,1747.0
2021-01-01,284.24,4468.0,4468.0
2021-02-01,239.429,3763.0,3763.0
2021-03-01,258.452,4062.0,4062.0
2021-04-01,245.325,3856.0,3856.0
2021-05-01,257.927,4054.0,4054.0
2021-06-01,238.864,3754.0,3754.0
2021-07-01,246.056,3868.0,3868.0
2021-08-01,229.551,3608.0,3608.0
2021-09-01,233.475,3670.0,3670.0
2021-10-01,222.739,3501.0,3501.0
2021-11-01,202.089,3176.0,3176.0
2021-12-01,247.853,3896.0,3896.0
2022-01-01,239.047,3726.0,3726.0
2022-02-01,226.148,3524.0,3524.0
2022-03-01,250.166,3898.0,3898.0
2022-04-01,233.575,3640.0,3640.0
2022-05-01,232.011,3615.0,3615.0
2022-06-01,212.711,3315.0,3315.0
2022-07-01,213.096,3320.0,3320.0
2022-08-01,206.419,3216.0,3216.0
2022-09-01,218.692,3408.0,3408.0
2022-10-01,217.05,3382.0,3382.0
2022-11-01,217.815,3394.0,3394.0
2022-12-01,180.27,2809.0,2809.0
2023-01-01,193.127,3028.0,3028.0
2023-02-01,161.217,2528.0,2528.0
2023-03-01,185.612,2911.0,2911.0
2023-04-01,173.782,2725.0,2725.0
2023-05-01,183.047,2870.0,2870.0
2023-06-01,182.39,2860.0,2860.0
2023-07-01,178.824,2804.0,2804.0
2023-08-01,168.349,2640.0,2640.0
2023-09-01,145.609,2284.0,2284.0
2023-10-01,161.619,2534.0,2534.0
2023-11-01,159.379,2499.0,2499.0
2023-12-01,158.045,2478.0,2478.0
2024-01-01,241.698,3140.0,3140.0
2024-02-01,239.643,3112.0,3112.0
2024-03-01,252.998,3286.0,3286.0
2024-04-01,229.57,2982.0,2982.0
2024-05-01,241.385,3135.0,3135.0
2024-06-01,232.085,3014.0,3014.0
2024-07-01,235.731,3061.0,3061.0
2024-08-01,241.32,3134.0,3134.0
2024-09-01,211.536,2747.0,2747.0
2024-10-01,235.943,3064.0,3064.0
2024-11-01,219.304,2848.0,2848.0
2024-12-01,189.787,2465.0,2465.0
