measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-08-01,2368.0,24483.08,24483.08,,,,118425.0,1224554.18,1224554.18,,,
2005-09-01,5462.0,61758.54,61758.54,,,,102566.0,1159382.39,1159382.39,,,
2005-10-01,593.0,6481.16,6481.16,,,,102296.0,1118664.29,1118664.29,,,
2005-11-01,0.0,0.0,0.0,,,,33415.0,404292.72,404292.72,,,
2005-12-01,0.0,0.0,0.0,,,,47564.0,622894.46,622894.46,,,
2006-01-01,0.0,0.0,0.0,,,,45384.0,615102.0,615102.0,,,
2006-02-01,0.0,0.0,0.0,,,,64978.0,744763.0,744763.0,,,
2006-03-01,0.0,0.0,0.0,,,,76463.0,880382.0,880382.0,,,
2006-04-01,0.0,0.0,0.0,,,,64955.0,707896.0,707896.0,,,
2006-05-01,0.0,0.0,0.0,,,,9032.0,190363.0,190363.0,,,
2006-06-01,0.0,0.0,0.0,,,,56557.0,713790.0,713790.0,,,
2006-07-01,1472.0,17340.0,17340.0,,,,84842.0,999418.0,999418.0,,,
2006-08-01,0.0,0.0,0.0,,,,89950.0,1051704.0,1051704.0,,,
2006-09-01,0.0,0.0,0.0,,,,63214.0,786366.0,786366.0,,,
2006-10-01,0.0,0.0,0.0,,,,27861.0,351223.0,351223.0,,,
2006-11-01,0.0,0.0,0.0,,,,82059.0,928667.0,928667.0,,,
2006-12-01,0.0,0.0,0.0,,,,81971.0,903846.0,903846.0,,,
2007-01-01,0.0,0.0,0.0,,,,97249.999,1101651.0,1101651.0,,,
2007-02-01,0.0,0.0,0.0,,,,84794.0,929294.0,929294.0,,,
2007-03-01,0.0,0.0,0.0,,,,55999.0,638041.0,638041.0,,,
2007-04-01,0.0,0.0,0.0,,,,86442.0,965801.0,965801.0,,,
2007-05-01,0.0,0.0,0.0,,,,87348.0,957512.0,957512.0,,,
2007-06-01,0.0,0.0,0.0,,,,90453.0,1040417.0,1040417.0,,,
2007-07-01,0.0,0.0,0.0,,,,71457.0,872749.0,872749.0,,,
2007-08-01,0.0,0.0,0.0,,,,109943.0,1220134.0,1220134.0,,,
2007-09-01,0.0,0.0,0.0,,,,90308.0,1038515.0,1038515.0,,,
2007-10-01,0.0,0.0,0.0,,,,77217.0,915124.0,915124.0,,,
2007-11-01,0.0,0.0,0.0,,,,68717.0,825969.0,825969.0,,,
2007-12-01,0.0,0.0,0.0,,,,82577.0,923360.0,923360.0,,,
2008-01-01,0.0,0.0,0.0,,,,95758.0,1054007.0,1054007.0,,,
2008-02-01,0.0,0.0,0.0,,,,66032.0,776770.0,776770.0,,,
2008-03-01,0.0,0.0,0.0,,,,63218.0,796099.0,796099.0,,,
2008-04-01,0.0,0.0,0.0,,,,56386.0,662077.0,662077.0,,,
2008-05-01,0.0,0.0,0.0,,,,72293.0,867499.0,867499.0,,,
2008-06-01,0.0,0.0,0.0,,,,72072.0,844928.0,844928.0,,,
2008-07-01,0.0,0.0,0.0,,,,91451.0,1062110.0,1062110.0,,,
2008-08-01,0.0,0.0,0.0,,,,79617.0,959490.0,959490.0,,,
2008-09-01,0.0,0.0,0.0,,,,66650.0,760693.0,760693.0,,,
2008-10-01,0.0,0.0,0.0,,,,75573.0,806663.0,806663.0,,,
2008-11-01,0.0,0.0,0.0,,,,75833.0,983789.0,983789.0,,,
2008-12-01,0.0,0.0,0.0,,,,79639.0,903463.0,903463.0,,,
2009-01-01,0.0,0.0,0.0,,,,71476.0,838786.0,838786.0,,,
2009-02-01,0.0,0.0,0.0,,,,63936.0,743439.0,743439.0,,,
2009-03-01,0.0,0.0,0.0,,,,45095.0,531230.0,531230.0,,,
2009-04-01,0.0,0.0,0.0,,,,67265.0,779212.0,779212.0,,,
2009-05-01,0.0,0.0,0.0,,,,86522.0,982743.0,982743.0,,,
2009-06-01,0.0,0.0,0.0,,,,101721.0,1142606.0,1142606.0,,,
2009-07-01,0.0,0.0,0.0,,,,85357.0,1010246.0,1010246.0,,,
2009-08-01,0.0,0.0,0.0,,,,89460.0,1105321.0,1105321.0,,,
2009-09-01,0.0,0.0,0.0,,,,75731.0,913365.0,913365.0,,,
2009-10-01,0.0,0.0,0.0,,,,66954.0,720986.0,720986.0,,,
2009-11-01,0.0,0.0,0.0,,,,12008.0,166276.0,166276.0,,,
2009-12-01,0.0,0.0,0.0,,,,12689.0,190544.0,190544.0,,,
2010-01-01,0.0,0.0,0.0,,,,81099.0,957992.0,957992.0,,,
2010-02-01,0.0,0.0,0.0,,,,77512.0,916412.0,916412.0,,,
2010-03-01,0.0,0.0,0.0,,,,86079.0,962722.0,962722.0,,,
2010-04-01,0.0,0.0,0.0,,,,83277.0,984331.0,984331.0,,,
2010-05-01,0.0,0.0,0.0,,,,106067.0,1201418.0,1201418.0,,,
2010-06-01,0.0,0.0,0.0,,,,96531.0,1128356.0,1128356.0,,,
2010-07-01,0.0,0.0,0.0,,,,110401.0,1264919.0,1264919.0,,,
2010-08-01,0.0,0.0,0.0,,,,102246.0,1206916.0,1206916.0,,,
2010-09-01,0.0,0.0,0.0,,,,90499.0,1069188.0,1069188.0,,,
2010-10-01,0.0,0.0,0.0,,,,89215.0,1026745.0,1026745.0,,,
2010-11-01,0.0,0.0,0.0,,,,88977.0,1015103.0,1015103.0,,,
2010-12-01,0.0,0.0,0.0,,,,105755.0,1155302.0,1155302.0,,,
2011-01-01,0.0,0.0,0.0,,,,99227.0,1140869.0,1140869.0,,,
2011-02-01,0.0,0.0,0.0,,,,75083.0,892264.0,892264.0,,,
2011-03-01,0.0,0.0,0.0,803.0,6571.0,6571.0,88652.0,907231.0,907231.0,,,
2011-04-01,0.0,0.0,0.0,193.0,2576.0,2576.0,86140.0,991287.0,991287.0,,,
2011-05-01,0.0,0.0,0.0,63.0,1153.0,1153.0,81771.0,962483.0,962483.0,,,
2011-06-01,0.0,0.0,0.0,326.0,3494.0,3494.0,71429.0,896137.0,896137.0,,,
2011-07-01,,,,-31.0,0.0,0.0,66076.0,835773.0,835773.0,,,
2011-08-01,,,,25.0,726.0,726.0,95328.0,1143376.0,1143376.0,,,
2011-09-01,,,,-30.0,0.0,0.0,78089.0,1006195.0,1006195.0,,,
2011-10-01,,,,3802.0,45014.0,45014.0,51805.0,630160.0,630160.0,,,
2011-11-01,,,,12387.0,153911.0,153911.0,10773.0,161766.0,161766.0,,,
2011-12-01,,,,26467.0,314319.0,314319.0,12256.0,183076.0,183076.0,,,
2012-01-01,,,,27570.0,328673.0,328673.0,12682.0,189179.0,189179.0,,,
2012-02-01,,,,5649.0,67615.0,67615.0,55213.0,659818.0,659818.0,,,
2012-03-01,,,,4179.0,54056.0,54056.0,109294.0,1244787.0,1244787.0,,,
2012-04-01,,,,14038.0,187443.0,187443.0,102335.0,1135160.0,1135160.0,,,
2012-05-01,,,,256.0,3777.0,3777.0,103367.0,1181597.0,1181597.0,,,
2012-06-01,,,,-27.0,0.0,0.0,82581.0,952583.0,952583.0,,,
2012-07-01,,,,9.0,919.0,919.0,86334.0,1043198.0,1043198.0,,,
2012-08-01,,,,346.0,4922.0,4922.0,81130.0,962306.0,962306.0,,,
2012-09-01,,,,4.0,470.0,470.0,59342.0,729205.0,729205.0,,,
2012-10-01,,,,-30.0,0.0,0.0,80439.0,928507.0,928507.0,,,
2012-11-01,,,,-27.0,0.0,0.0,76770.0,908872.0,908872.0,,,
2012-12-01,,,,50.0,1034.0,1034.0,73641.0,865183.0,865183.0,,,
2013-01-01,,,,583.0,7341.0,7341.0,68588.0,833169.0,833169.0,,,
2013-02-01,,,,-25.0,0.0,0.0,64163.0,771553.0,771553.0,,,
2013-03-01,,,,219.0,3029.0,3029.0,70149.0,842439.0,842439.0,,,
2013-04-01,,,,332.0,4922.0,4922.0,9744.0,133270.0,133270.0,,,
2013-05-01,,,,200.0,4312.0,4312.0,-254.0,0.0,0.0,,,
2013-06-01,,,,-28.0,0.0,0.0,17323.0,222731.0,222731.0,,,
2013-07-01,,,,6.0,482.0,482.0,17329.0,219093.0,219093.0,,,
2013-08-01,,,,-31.0,0.0,0.0,34669.0,433587.0,433587.0,,,
2013-09-01,,,,392.0,51683.0,51683.0,-461.0,0.0,0.0,,,
2013-10-01,,,,650.0,11368.0,11368.0,50850.0,644626.0,644626.0,,,
2013-11-01,,,,-28.0,0.0,0.0,59307.0,689252.0,689252.0,,,
2013-12-01,,,,328.0,4746.0,4746.0,33837.0,490607.0,490607.0,,,
2014-01-01,,,,4473.0,79370.0,79370.0,3985.0,82638.0,82638.0,,,
2014-02-01,,,,589.0,7717.0,7717.0,11693.0,129908.0,129908.0,,,
2014-03-01,,,,513.0,7054.0,7054.0,9066.0,131499.0,131499.0,,,
2014-04-01,,,,120.0,2141.0,2141.0,8315.0,138015.0,138015.0,,,
2014-05-01,0.0,0.0,0.0,966.0,12512.0,12512.0,41383.0,528458.0,528458.0,,,
2014-06-01,0.0,0.0,0.0,145.0,2952.0,2952.0,17319.0,317451.0,317451.0,,,
2014-07-01,0.0,0.0,0.0,423.0,5617.0,5617.0,2109.0,38168.0,38168.0,,,
2014-08-01,0.0,0.0,0.0,1041.0,13914.0,13914.0,9916.0,139200.0,139200.0,,,
2014-09-01,0.0,0.0,0.0,63.0,1399.0,1399.0,5803.0,78373.0,78373.0,,,
2014-10-01,0.0,0.0,0.0,-34.0,0.0,0.0,3573.0,87178.0,87178.0,,,
2014-11-01,0.0,0.0,0.0,134.0,2051.0,2051.0,4359.0,63148.0,63148.0,,,
2014-12-01,0.0,0.0,0.0,421.0,4887.0,4887.0,5388.0,67681.0,67681.0,,,
2015-01-01,0.0,0.0,0.0,281.0,3977.0,3977.0,12755.0,158876.0,158876.0,,,
2015-02-01,0.0,0.0,0.0,-31.0,0.0,0.0,6445.0,94660.0,94660.0,,,
2015-03-01,0.0,0.0,0.0,-27.0,0.0,0.0,12641.0,167310.0,167310.0,,,
2015-04-01,0.0,0.0,0.0,-26.0,0.0,0.0,13126.0,173706.0,173706.0,,,
2015-05-01,0.0,0.0,0.0,-26.0,295.0,295.0,12333.0,153555.0,153555.0,,,
2015-06-01,0.0,0.0,0.0,125.0,1969.0,1969.0,6948.0,98269.0,98269.0,,,
2015-07-01,0.0,0.0,0.0,-31.0,217.0,217.0,-404.0,3893.0,3893.0,,,
2015-08-01,0.0,0.0,0.0,1420.0,18789.0,18789.0,-305.0,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,590.0,9096.0,9096.0,-435.0,179.0,179.0,,,
2015-10-01,0.0,0.0,0.0,-26.0,78.0,78.0,-215.0,644.0,644.0,,,
2015-11-01,0.0,0.0,0.0,604.0,8775.0,8775.0,-225.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,-30.0,0.0,0.0,26598.0,346741.0,346741.0,,,
2016-01-01,0.0,0.0,0.0,-31.0,0.0,0.0,8983.0,130304.0,130304.0,,,
2016-02-01,0.0,0.0,0.0,238.0,3542.0,3542.0,39021.0,491046.0,491046.0,,,
2016-03-01,0.0,0.0,0.0,-27.0,0.0,0.0,9274.0,113474.0,113474.0,,,
2016-04-01,0.0,0.0,0.0,-25.0,0.0,0.0,11001.0,135195.0,135195.0,,,
2016-05-01,0.0,0.0,0.0,-27.0,0.0,0.0,-311.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,1297.0,21499.0,21499.0,37648.0,559991.0,559991.0,,,
2016-07-01,0.0,0.0,0.0,1042.0,15432.0,15432.0,24124.0,297057.0,297057.0,,,
2016-08-01,0.0,0.0,0.0,1261.0,17232.0,17232.0,17297.0,217988.0,217988.0,,,
2016-09-01,0.0,0.0,0.0,1247.0,16935.0,16935.0,20050.0,244962.0,244962.0,,,
2016-10-01,0.0,0.0,0.0,636.0,9002.0,9002.0,52621.0,624149.0,624149.0,,,
2016-11-01,0.0,0.0,0.0,-66.0,0.0,0.0,4910.0,66021.0,66021.0,,,
2016-12-01,0.0,0.0,0.0,423.0,6482.0,6482.0,3177.0,47098.0,47098.0,,,
2017-01-01,0.0,0.0,0.0,316.969,3885.0,3885.0,5774.0,113586.0,113586.0,,,
2017-02-01,0.0,0.0,0.0,301.381,3695.0,3695.0,-357.0,0.0,0.0,,,
2017-03-01,0.0,0.0,0.0,339.396,4162.0,4162.0,-321.0,0.0,0.0,,,
2017-04-01,0.0,0.0,0.0,359.725,4411.0,4411.0,62308.0,708087.0,708087.0,,,
2017-05-01,0.0,0.0,0.0,379.993,4659.0,4659.0,66801.0,769299.0,769299.0,,,
2017-06-01,0.0,0.0,0.0,390.85,4792.0,4792.0,67181.0,813700.0,813700.0,,,
2017-07-01,0.0,0.0,0.0,424.135,5200.0,5200.0,100969.0,1178956.0,1178956.0,,,
2017-08-01,0.0,0.0,0.0,400.603,4912.0,4912.0,90127.0,1071385.0,1071385.0,,,
2017-09-01,0.0,0.0,0.0,372.268,4564.0,4564.0,97245.0,1117818.0,1117818.0,,,
2017-10-01,0.0,0.0,0.0,363.89,4461.0,4461.0,75923.0,870586.0,870586.0,,,
2017-11-01,0.0,0.0,0.0,297.793,3651.0,3651.0,68678.0,802470.0,802470.0,,,
2017-12-01,0.0,0.0,0.0,360.997,4426.0,4426.0,74320.0,884446.0,884446.0,,,
2018-01-01,0.0,0.0,0.0,108.144,2831.0,2831.0,44177.0,507189.0,507189.0,,,
2018-02-01,0.0,0.0,0.0,88.426,2316.0,2316.0,-94.0,698.0,698.0,,,
2018-03-01,0.0,0.0,0.0,84.326,2208.0,2208.0,3637.0,58222.0,58222.0,,,
2018-04-01,0.0,0.0,0.0,91.527,2397.0,2397.0,97528.0,1097189.0,1097189.0,,,
2018-05-01,0.0,0.0,0.0,104.016,2724.0,2724.0,89620.0,1108086.0,1108086.0,,,
2018-06-01,0.0,0.0,0.0,113.042,2960.0,2960.0,109160.0,1142944.0,1142944.0,,,
2018-07-01,0.0,0.0,0.0,126.156,3303.0,3303.0,103508.0,1152393.0,1152393.0,,,
2018-08-01,0.0,0.0,0.0,119.111,3119.0,3119.0,104780.0,1121470.0,1121470.0,,,
2018-09-01,0.0,0.0,0.0,111.669,2924.0,2924.0,112190.0,1247000.0,1247000.0,,,
2018-10-01,0.0,0.0,0.0,109.509,2868.0,2868.0,83691.0,1016419.0,1016419.0,,,
2018-11-01,0.0,0.0,0.0,82.594,2163.0,2163.0,66140.0,600591.0,600591.0,,,
2018-12-01,0.0,0.0,0.0,84.48,2212.0,2212.0,72059.0,893946.0,893946.0,,,
2019-01-01,0.0,0.0,0.0,90.328,1971.0,1971.0,63126.0,754787.0,754787.0,,,
2019-02-01,0.0,0.0,0.0,72.637,1585.0,1585.0,11431.0,187443.0,187443.0,,,
2019-03-01,0.0,0.0,0.0,82.401,1798.0,1798.0,31174.0,392776.0,392776.0,,,
2019-04-01,0.0,0.0,0.0,95.401,2081.0,2081.0,77758.0,929969.0,929969.0,,,
2019-05-01,0.0,0.0,0.0,103.41,2256.0,2256.0,125355.0,1404515.0,1404515.0,,,
2019-06-01,0.0,0.0,0.0,110.093,2402.0,2402.0,89729.0,1004399.0,1004399.0,,,
2019-07-01,0.0,0.0,0.0,116.042,2531.0,2531.0,101989.0,1281709.0,1281709.0,,,
2019-08-01,0.0,0.0,0.0,116.853,2549.0,2549.0,132541.0,1536457.0,1536457.0,,,
2019-09-01,0.0,0.0,0.0,102.346,2232.0,2232.0,101679.0,1150807.0,1150807.0,,,
2019-10-01,0.0,0.0,0.0,88.035,1921.0,1921.0,135393.0,1229900.0,1229900.0,,,
2019-11-01,0.0,0.0,0.0,79.59,1736.0,1736.0,82715.0,943889.0,943889.0,,,
2019-12-01,0.0,0.0,0.0,80.864,1764.0,1764.0,36574.0,413043.0,413043.0,,,
2020-01-01,0.0,0.0,0.0,10.327,1086.0,1086.0,13070.0,187820.0,187820.0,,,
2020-02-01,0.0,0.0,0.0,10.272,1081.0,1081.0,26395.0,374226.0,374226.0,,,
2020-03-01,0.0,0.0,0.0,10.785,1134.0,1134.0,57814.0,660585.0,660585.0,,,
2020-04-01,0.0,0.0,0.0,9.917,1043.0,1043.0,32440.0,411942.0,411942.0,,,
2020-05-01,0.0,0.0,0.0,10.4,1095.0,1095.0,70965.0,800520.0,800520.0,,,
2020-06-01,0.0,0.0,0.0,11.482,1208.0,1208.0,118172.0,1305722.0,1305722.0,,,
2020-07-01,0.0,0.0,0.0,13.392,1409.0,1409.0,80211.0,953259.0,953259.0,,,
2020-08-01,0.0,0.0,0.0,12.142,1278.0,1278.0,14466.0,190338.0,190338.0,,,
2020-09-01,0.0,0.0,0.0,10.201,1073.0,1073.0,-343.0,0.0,0.0,,,
2020-10-01,0.0,0.0,0.0,11.005,1158.0,1158.0,34096.0,473907.0,473907.0,,,
2020-11-01,0.0,0.0,0.0,10.285,1082.0,1082.0,29714.0,406960.0,406960.0,,,
2020-12-01,0.0,0.0,0.0,10.792,1135.0,1135.0,3561.0,57138.0,57138.0,,,
2021-01-01,0.0,0.0,0.0,596.301,9139.0,9139.0,-423.0,0.0,0.0,,,
2021-02-01,0.0,0.0,0.0,546.225,8371.0,8371.0,23189.0,349362.0,349362.0,,,
2021-03-01,0.0,0.0,0.0,542.717,8317.0,8317.0,7034.0,108390.0,108390.0,,,
2021-04-01,0.0,0.0,0.0,539.083,8261.0,8261.0,26580.0,350942.0,350942.0,,,
2021-05-01,0.0,0.0,0.0,598.491,9172.0,9172.0,26580.0,356597.0,356597.0,,,
2021-06-01,0.0,0.0,0.0,700.475,10735.0,10735.0,44211.0,524193.0,524193.0,,,
2021-07-01,0.0,0.0,0.0,773.365,11852.0,11852.0,25613.0,314767.0,314767.0,,,
2021-08-01,0.0,0.0,0.0,737.273,11299.0,11299.0,38717.0,493423.0,493423.0,,,
2021-09-01,0.0,0.0,0.0,492.139,7542.0,7542.0,-341.0,0.0,0.0,,,
2021-10-01,0.0,0.0,0.0,648.414,9937.0,9937.0,31621.0,389705.0,389705.0,,,
2021-11-01,0.0,0.0,0.0,560.139,8584.0,8584.0,-353.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,551.378,8450.0,8450.0,13165.0,188319.0,188319.0,,,
2022-01-01,0.0,0.0,0.0,521.906,10325.0,10325.0,-386.0,0.0,0.0,,,
2022-02-01,0.0,0.0,0.0,435.53,8617.0,8617.0,-428.0,0.0,0.0,,,
2022-03-01,0.0,0.0,0.0,416.635,8243.0,8243.0,7026.0,89260.0,89260.0,,,
2022-04-01,0.0,0.0,0.0,467.996,9259.0,9259.0,7554.0,92504.0,92504.0,,,
2022-05-01,0.0,0.0,0.0,538.184,10647.0,10647.0,50293.0,612801.0,612801.0,,,
2022-06-01,0.0,0.0,0.0,582.279,11520.0,11520.0,76181.0,883214.0,883214.0,,,
2022-07-01,0.0,0.0,0.0,651.774,12895.0,12895.0,63473.0,745231.0,745231.0,,,
2022-08-01,0.0,0.0,0.0,591.924,11711.0,11711.0,13683.0,168054.0,168054.0,,,
2022-09-01,0.0,0.0,0.0,477.671,9451.0,9451.0,15742.0,196870.0,196870.0,,,
2022-10-01,0.0,0.0,0.0,448.322,8869.0,8869.0,2294.0,37428.0,37428.0,,,
2022-11-01,0.0,0.0,0.0,431.301,8533.0,8533.0,26063.0,302787.0,302787.0,,,
2022-12-01,0.0,0.0,0.0,483.478,9566.0,9566.0,15181.0,195756.0,195756.0,,,
2023-01-01,0.0,0.0,0.0,30.918,964.0,964.0,-440.0,0.0,0.0,,,
2023-02-01,0.0,0.0,0.0,36.899,1152.0,1152.0,3693.0,80203.0,80203.0,,,
2023-03-01,0.0,0.0,0.0,37.767,1180.0,1180.0,33740.0,422552.0,422552.0,,,
2023-04-01,0.0,0.0,0.0,33.573,1048.0,1048.0,13421.0,151132.0,151132.0,,,
2023-05-01,0.0,0.0,0.0,40.642,1269.0,1269.0,-362.0,4015.0,4015.0,,,
2023-06-01,0.0,0.0,0.0,44.626,1393.0,1393.0,26343.0,306328.0,306328.0,,,
2023-07-01,0.0,0.0,0.0,46.596,1455.0,1455.0,45472.0,571103.0,571103.0,,,
2023-08-01,0.0,0.0,0.0,47.423,1481.0,1481.0,49677.0,605190.0,605190.0,,,
2023-09-01,0.0,0.0,0.0,42.079,1315.0,1315.0,-384.0,0.0,0.0,,,
2023-10-01,0.0,0.0,0.0,39.974,1249.0,1249.0,-390.0,0.0,0.0,,,
2023-11-01,0.0,0.0,0.0,43.814,1369.0,1369.0,-349.0,0.0,0.0,,,
2023-12-01,0.0,0.0,0.0,40.689,1271.0,1271.0,-343.0,0.0,0.0,,,
2024-01-01,0.0,0.0,0.0,107.701,2354.0,2354.0,12999.0,152600.0,152600.0,,,
2024-02-01,0.0,0.0,0.0,80.545,1760.0,1760.0,-372.0,1.0,1.0,,,
2024-03-01,0.0,0.0,0.0,86.425,1889.0,1889.0,-383.0,82.0,82.0,,,
2024-04-01,0.0,0.0,0.0,94.041,2055.0,2055.0,-329.0,373.0,373.0,,,
2024-05-01,0.0,0.0,0.0,102.11,2232.0,2232.0,7773.0,95157.0,95157.0,,,
2024-06-01,0.0,0.0,0.0,108.935,2381.0,2381.0,0.0,0.0,0.0,,,
2024-07-01,0.0,0.0,0.0,122.803,2684.0,2684.0,0.0,0.0,0.0,,,
2024-08-01,0.0,0.0,0.0,112.267,2454.0,2454.0,0.0,0.0,0.0,,,
2024-09-01,0.0,0.0,0.0,99.595,2177.0,2177.0,0.0,0.0,0.0,,,
2024-10-01,0.0,0.0,0.0,95.106,2078.0,2078.0,0.0,0.0,0.0,,,
2024-11-01,0.0,0.0,0.0,92.371,2019.0,2019.0,0.0,0.0,0.0,,,
2024-12-01,0.0,0.0,0.0,92.101,2013.0,2013.0,0.0,0.0,0.0,,,
