measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-11-01,24.0,412.0,412.0,,,,0.0,0.0,0.0,463.0,8181.0,8181.0,79.0,0.0,0.0,-174.0,0.0,0.0,,,,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,-187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-171.0,0.0,0.0,,,,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1134.204,13021.0,13021.0,197.834,0.0,0.0,106.744,1876.0,1876.0,,,,16.596,240.0,240.0
2004-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1140.0330000000001,13088.0,13088.0,185.072,0.0,0.0,117.629,2068.0,2068.0,,,,16.877000000000002,244.0,244.0
2004-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1124.391,12908.0,12908.0,338.59700000000004,0.0,0.0,169.696,2983.0,2983.0,,,,25.214000000000002,364.0,364.0
2004-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1257.66,14438.0,14438.0,326.051,0.0,0.0,193.75900000000001,3406.0,3406.0,,,,26.703000000000003,386.0,386.0
2004-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1411.601,16206.0,16206.0,421.058,0.0,0.0,198.40800000000002,3487.0,3487.0,,,,29.925,432.0,432.0
2004-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1598.175,18348.0,18348.0,544.217,0.0,0.0,248.186,4362.0,4362.0,,,,42.098,608.0,608.0
2004-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1671.209,19186.0,19186.0,600.657,0.0,0.0,269.56600000000003,4738.0,4738.0,,,,41.39,598.0,598.0
2004-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1628.546,18696.0,18696.0,555.147,0.0,0.0,252.31300000000002,4435.0,4435.0,,,,39.504000000000005,570.0,570.0
2004-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1597.268,18337.0,18337.0,538.905,0.0,0.0,360.312,6333.0,6333.0,,,,34.739000000000004,502.0,502.0
2004-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1568.876,18011.0,18011.0,565.3530000000001,0.0,0.0,274.509,4825.0,4825.0,,,,32.287,466.0,466.0
2004-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1236.218,14192.0,14192.0,368.257,0.0,0.0,138.795,2440.0,2440.0,,,,22.688000000000002,328.0,328.0
2004-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1167.817,13407.0,13407.0,271.85200000000003,0.0,0.0,127.08300000000001,2234.0,2234.0,,,,19.979,288.0,288.0
2005-01-01,43.175,711.75,711.75,,,,,,,1361.725,19714.51,19714.51,431.57,0.0,0.0,717.649,12981.52,12981.52,,,,331.515,5418.14,5418.14
2005-02-01,21.912000000000003,361.23,361.23,,,,,,,1130.4270000000001,16365.86,16365.86,358.264,0.0,0.0,595.751,10776.52,10776.52,,,,266.874,4361.68,4361.68
2005-03-01,26.52,437.19,437.19,,,,,,,1399.942,20267.78,20267.78,443.68100000000004,0.0,0.0,737.79,13345.84,13345.84,,,,311.684,5094.03,5094.03
2005-04-01,27.635,455.57,455.57,,,,,,,1379.375,19970.03,19970.03,437.163,0.0,0.0,726.951,13149.78,13149.78,,,,306.214,5004.64,5004.64
2005-05-01,32.563,536.8,536.8,,,,,,,1626.06,23541.44,23541.44,515.345,0.0,0.0,856.957,15501.46,15501.46,,,,357.747,5846.87,5846.87
2005-06-01,29.482000000000003,486.01,486.01,,,,,,,2052.1330000000003,29709.94,29709.94,650.379,0.0,0.0,1081.5040000000001,19563.27,19563.27,,,,480.547,7853.86,7853.86
2005-07-01,47.208000000000006,778.24,778.24,,,,,,,2571.936,37235.44,37235.44,815.12,0.0,0.0,1355.448,24518.63,24518.63,,,,591.4580000000001,9666.55,9666.55
2005-08-01,52.243,861.23,861.23,,,,,,,2664.2470000000003,38571.88,38571.88,844.3760000000001,0.0,0.0,1404.097,25398.64,25398.64,,,,642.98,10508.6,10508.6
2005-09-01,51.88,855.26,855.26,,,,,,,2027.325,29350.79,29350.79,642.517,0.0,0.0,1068.43,19326.78,19326.78,,,,596.525,9749.35,9749.35
2005-10-01,30.957,510.33,510.33,,,,,,,1619.585,23447.7,23447.7,513.293,0.0,0.0,853.545,15439.74,15439.74,,,,428.077,6996.31,6996.31
2005-11-01,24.675,406.77,406.77,,,,,,,1381.775,20004.77,20004.77,437.92400000000004,0.0,0.0,728.215,13172.65,13172.65,,,,284.577,4651.01,4651.01
2005-12-01,53.75,886.08,886.08,,,,,,,1348.47,19522.6,19522.6,427.369,0.0,0.0,710.663,12855.15,12855.15,,,,500.802,8184.9,8184.9
2006-01-01,6.058000000000001,109.0,109.0,,,,,,,1347.026,18229.0,18229.0,434.79600000000005,0.0,0.0,552.634,13043.0,13043.0,,,,10.326,127.0,127.0
2006-02-01,5.995,108.0,108.0,,,,,,,1598.124,21626.0,21626.0,515.846,0.0,0.0,655.649,15474.0,15474.0,,,,7.585,93.0,93.0
2006-03-01,5.256,95.0,95.0,,,,,,,1822.807,24667.0,24667.0,588.37,0.0,0.0,747.8280000000001,17650.0,17650.0,,,,6.774,83.0,83.0
2006-04-01,6.934,125.0,125.0,,,,,,,2038.85,27591.0,27591.0,658.104,0.0,0.0,836.462,19742.0,19742.0,,,,11.192,138.0,138.0
2006-05-01,6.266,113.0,113.0,,,,,,,2361.4970000000003,31957.0,31957.0,762.249,0.0,0.0,968.832,22866.0,22866.0,,,,10.847000000000001,133.0,133.0
2006-06-01,7.494000000000001,135.0,135.0,,,,,,,3009.1890000000003,40722.0,40722.0,971.3130000000001,0.0,0.0,1234.556,29137.0,29137.0,,,,15.79,194.0,194.0
2006-07-01,7.27,131.0,131.0,,,,,,,3783.208,51196.0,51196.0,1221.152,0.0,0.0,1552.106,36632.0,36632.0,,,,16.004,197.0,197.0
2006-08-01,7.824000000000001,141.0,141.0,,,,,,,3830.9190000000003,51842.0,51842.0,1236.5520000000001,0.0,0.0,1571.68,37094.0,37094.0,,,,25.519000000000002,314.0,314.0
2006-09-01,5.558,100.0,100.0,,,,,,,2606.5660000000003,35273.0,35273.0,841.3530000000001,0.0,0.0,1069.374,25239.0,25239.0,,,,12.712,156.0,156.0
2006-10-01,7.154,129.0,129.0,,,,,,,2360.015,31937.0,31937.0,761.7710000000001,0.0,0.0,968.224,22851.0,22851.0,,,,12.305,151.0,151.0
2006-11-01,6.244000000000001,113.0,113.0,,,,,,,1752.678,23718.0,23718.0,565.7330000000001,0.0,0.0,719.057,16971.0,16971.0,,,,10.951,135.0,135.0
2006-12-01,6.947,125.0,125.0,,,,,,,1827.122,24725.0,24725.0,589.7620000000001,0.0,0.0,749.5980000000001,17692.0,17692.0,,,,7.995,98.0,98.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,141.0,2583.0,2583.0,,,,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1808.0,1808.0,,,,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-04-01,2.503,35.0,35.0,0.926,0.0,0.0,,,,443.40900000000005,6269.0,6269.0,164.074,0.0,0.0,1037.0,16869.0,16869.0,,,,0.0,0.0,0.0
2007-05-01,0.8340000000000001,12.0,12.0,0.307,0.0,0.0,,,,162.161,2293.0,2293.0,59.693000000000005,0.0,0.0,1595.0,23539.0,23539.0,,,,0.0,0.0,0.0
2007-06-01,16.268,230.0,230.0,6.293,0.0,0.0,,,,2713.581,38368.0,38368.0,1049.707,0.0,0.0,1246.0,18665.0,18665.0,,,,0.0,0.0,0.0
2007-07-01,23.36,330.0,330.0,9.083,0.0,0.0,,,,3947.5310000000004,55815.0,55815.0,1534.9170000000001,0.0,0.0,2644.0,18678.0,18678.0,,,,0.0,0.0,0.0
2007-08-01,40.462,572.0,572.0,15.685,0.0,0.0,,,,6777.724,95832.0,95832.0,2627.315,0.0,0.0,7007.0,98787.0,98787.0,,,,0.0,0.0,0.0
2007-09-01,36.708,519.0,519.0,14.202,0.0,0.0,,,,6194.967000000001,87592.0,87592.0,2396.7980000000002,0.0,0.0,2663.0,39290.0,39290.0,,,,0.0,0.0,0.0
2007-10-01,62.154,879.0,879.0,24.091,0.0,0.0,,,,10466.819,147993.0,147993.0,4056.909,0.0,0.0,10061.0,137839.0,137839.0,,,,0.0,0.0,0.0
2007-11-01,20.857,295.0,295.0,8.075,0.0,0.0,,,,3473.732,49116.0,49116.0,1344.925,0.0,0.0,2151.0,30492.0,30492.0,,,,0.0,0.0,0.0
2007-12-01,8.343,118.0,118.0,3.238,0.0,0.0,,,,1398.587,19775.0,19775.0,542.7620000000001,0.0,0.0,510.0,7756.0,7756.0,,,,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1741.63,24535.0,24535.0,1626.576,0.0,0.0,1769.9350000000002,25135.0,25135.0,,,,12.065000000000001,171.0,171.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1619.8590000000002,22819.0,22819.0,1512.851,0.0,0.0,2736.925,38596.0,38596.0,,,,6.075,86.0,86.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1922.6760000000002,27085.0,27085.0,1795.663,0.0,0.0,1460.0,23697.0,23697.0,,,,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2089.638,29437.0,29437.0,1951.596,0.0,0.0,781.0,12795.0,12795.0,,,,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2377.38,33491.0,33491.0,2220.328,0.0,0.0,5719.0,82101.0,82101.0,,,,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2587.433,36449.0,36449.0,2416.505,0.0,0.0,970.0,14351.0,14351.0,,,,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2539.981,35781.0,35781.0,2372.188,0.0,0.0,526.0,7481.0,7481.0,,,,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2852.306,40181.0,40181.0,2663.8810000000003,0.0,0.0,828.0,10423.0,10423.0,,,,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2580.84,36356.0,36356.0,2410.348,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2236.458,31505.0,31505.0,2088.716,0.0,0.0,485.0,8266.0,8266.0,,,,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1786.56,25168.0,25168.0,1668.539,0.0,0.0,73.0,1183.0,1183.0,,,,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1626.239,22909.0,22909.0,1518.809,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1708.9840000000002,23914.0,23914.0,724.6260000000001,0.0,0.0,139.0,2719.0,2719.0,,,,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1642.294,22980.0,22980.0,696.349,0.0,0.0,225.485,4044.0,4044.0,,,,22.515,404.0,404.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1903.151,26630.0,26630.0,806.955,0.0,0.0,0.0,155.0,155.0,,,,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2060.393,28831.0,28831.0,873.6270000000001,0.0,0.0,135.0,6294.0,6294.0,,,,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2428.319,33978.0,33978.0,1029.631,0.0,0.0,588.0,9535.0,9535.0,,,,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2699.349,37771.0,37771.0,1144.5510000000002,0.0,0.0,4349.0,62325.0,62325.0,,,,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2764.958,38689.0,38689.0,1172.37,0.0,0.0,2802.0,41637.0,41637.0,,,,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2834.164,39658.0,39658.0,1201.7140000000002,0.0,0.0,2605.0,40429.0,40429.0,,,,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2848.0280000000002,39852.0,39852.0,1207.592,0.0,0.0,409.0,6710.0,6710.0,,,,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2564.985,35891.0,35891.0,1087.579,0.0,0.0,3934.0,58674.0,58674.0,,,,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2107.621,29491.0,29491.0,893.652,0.0,0.0,2736.092,38177.0,38177.0,,,,39.908,557.0,557.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1809.7540000000001,25324.0,25324.0,767.354,0.0,0.0,-2.5,0.0,0.0,,,,-2.5,0.0,0.0
2010-01-01,29.521,422.0,422.0,11.269,0.0,0.0,,,,3051.108,43571.0,43571.0,1164.731,0.0,0.0,949.792,18459.0,18459.0,,,,3453.208,67113.0,67113.0
2010-02-01,9.446,135.0,135.0,3.5370000000000004,0.0,0.0,,,,965.2170000000001,13786.0,13786.0,361.463,0.0,0.0,-216.262,0.0,0.0,,,,-0.738,0.0,0.0
2010-03-01,22.434,320.0,320.0,8.609,0.0,0.0,,,,2307.308,32952.0,32952.0,885.3910000000001,0.0,0.0,-61.0,3094.0,3094.0,,,,0.0,0.0,0.0
2010-04-01,1.9680000000000002,28.0,28.0,0.448,0.0,0.0,,,,204.40200000000002,2919.0,2919.0,46.552,0.0,0.0,-218.25500000000002,0.0,0.0,,,,-0.745,0.0,0.0
2010-05-01,86.58500000000001,1237.0,1237.0,34.089,0.0,0.0,,,,8864.399000000001,126602.0,126602.0,3489.911,0.0,0.0,1813.0,33112.0,33112.0,,,,0.0,0.0,0.0
2010-06-01,48.801,697.0,697.0,19.113,0.0,0.0,,,,4978.668000000001,71109.0,71109.0,1949.8870000000002,0.0,0.0,1321.0,21264.0,21264.0,,,,0.0,0.0,0.0
2010-07-01,39.75,568.0,568.0,15.512,0.0,0.0,,,,4060.2980000000002,57991.0,57991.0,1584.488,0.0,0.0,561.0,13154.0,13154.0,,,,0.0,0.0,0.0
2010-08-01,25.581,365.0,365.0,9.89,0.0,0.0,,,,2609.9860000000003,37278.0,37278.0,1009.11,0.0,0.0,-293.0,605.0,605.0,,,,0.0,0.0,0.0
2010-09-01,20.859,298.0,298.0,7.965000000000001,0.0,0.0,,,,2139.809,30561.0,30561.0,817.0350000000001,0.0,0.0,46.0,5816.0,5816.0,,,,0.0,0.0,0.0
2010-10-01,7.085,101.0,101.0,2.571,0.0,0.0,,,,731.371,10445.0,10445.0,265.42900000000003,0.0,0.0,-269.082,0.0,0.0,,,,-0.918,0.0,0.0
2010-11-01,5.509,79.0,79.0,2.196,0.0,0.0,,,,548.955,7842.0,7842.0,218.804,0.0,0.0,-13.952,0.0,0.0,,,,-0.048,0.0,0.0
2010-12-01,14.169,202.0,202.0,5.179,0.0,0.0,,,,1457.771,20819.0,20819.0,532.821,0.0,0.0,1406.107,23793.0,23793.0,,,,965.893,16344.0,16344.0
2011-01-01,0.0,0.0,0.0,-0.329,0.0,0.0,,,,0.0,0.0,0.0,-33.671,0.0,0.0,338.0,8958.0,8958.0,,,,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,-0.242,0.0,0.0,,,,0.0,0.0,0.0,-24.758,0.0,0.0,-133.148,0.0,0.0,,,,-80.852,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,220.279,3732.0,3732.0,74.0,0.0,0.0,-140.615,0.0,0.0,,,,-85.385,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1657.77,28095.0,28095.0,688.0,0.0,0.0,2451.0,37685.0,37685.0,,,,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,245.259,4156.0,4156.0,81.0,0.0,0.0,-144.97,0.0,0.0,,,,-88.03,0.0,0.0
2011-06-01,0.0,0.0,0.0,-0.222,0.0,0.0,,,,0.0,0.0,0.0,-22.778,0.0,0.0,-236.0,172.0,172.0,,,,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,383.785,6504.0,6504.0,141.0,0.0,0.0,-214.0,1421.0,1421.0,,,,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,517.769,8775.0,8775.0,200.0,0.0,0.0,434.0,9663.0,9663.0,,,,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1142.272,19359.0,19359.0,469.0,0.0,0.0,-271.0,418.0,418.0,,,,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,-0.232,0.0,0.0,,,,0.0,0.0,0.0,-23.768,0.0,0.0,-154.925,0.0,0.0,,,,-94.075,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1174.065,19898.0,19898.0,507.0,0.0,0.0,-177.946,0.0,0.0,,,,-108.054,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,249.801,4234.0,4234.0,91.0,0.0,0.0,-14.57,1215.0,1215.0,,,,-124.43,10378.0,10378.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,260.125,3654.0,3654.0,102.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1323.353,18592.0,18592.0,522.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5386.854,75679.0,75679.0,2126.0,0.0,0.0,3323.0,45659.0,45659.0,,,,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3990.263,56058.0,56058.0,1569.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,537.928,7557.0,7557.0,213.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,378.822,5322.0,5322.0,147.0,0.0,0.0,166.0,2962.0,2962.0,,,,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,964.734,13554.0,13554.0,379.0,0.0,0.0,541.0,8103.0,8103.0,,,,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,271.0,4488.0,4488.0,,,,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,239.921,3370.0,3370.0,94.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,306.0,4493.0,4493.0,84.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-02-01,335.216,5456.0,5456.0,15.738,0.0,0.0,,,,90.784,1478.0,1478.0,4.262,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,253.0,3322.0,3322.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,683.0,9649.0,9649.0,95.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,45.0,,,,0.0,0.0,0.0
2013-06-01,33.341,489.0,489.0,0.0,0.0,0.0,,,,123.659,1812.0,1812.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,281.0,4405.0,4405.0,130.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,535.0,7381.0,7381.0,102.0,0.0,0.0,309.0,5701.0,5701.0,,,,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1007.0,13761.0,13761.0,342.0,0.0,0.0,379.0,5552.0,5552.0,,,,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,237.0,3296.0,3296.0,94.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,507.0,7102.0,7102.0,206.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
