measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-02-01,0.0,0.0,0.0,,,,36.327000000000005,926.0,926.0,2.251,37.0,37.0,0.0,0.0,0.0,2285.6980000000003,1423.0,1423.0,31.55,1084.0,1084.0,,,,,,,,,,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0,,,,9.279,236.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,4181.767,2604.0,2604.0,45.515,1564.0,1564.0,,,,,,,,,,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0,,,,11.513,293.0,293.0,4.609,76.0,76.0,0.0,0.0,0.0,4026.8250000000003,2508.0,2508.0,51.969,1786.0,1786.0,,,,,,,,,,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0,,,,59.467000000000006,1515.0,1515.0,17.901,297.0,297.0,0.0,0.0,0.0,5200.186000000001,3238.0,3238.0,53.216,1829.0,1829.0,,,,,,,,,,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,,,,176.915,4508.0,4508.0,279.774,4642.0,4642.0,0.0,0.0,0.0,6721.246,4185.0,4185.0,66.56700000000001,2288.0,2288.0,,,,,,,,,,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,,,,162.541,4142.0,4142.0,408.62,6780.0,6780.0,0.0,0.0,0.0,7418.292,4619.0,4619.0,72.301,2485.0,2485.0,,,,,,,,,,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,,,,114.42200000000001,2916.0,2916.0,4.502,75.0,75.0,0.0,0.0,0.0,6856.224,4269.0,4269.0,67.674,2326.0,2326.0,,,,,,,,,,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,,,,312.915,7973.0,7973.0,28.192,468.0,468.0,0.0,0.0,0.0,6655.634,4145.0,4145.0,96.641,3322.0,3322.0,,,,,,,,,,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,,,,95.429,2432.0,2432.0,4.288,71.0,71.0,0.0,0.0,0.0,6982.274,4348.0,4348.0,73.62700000000001,2531.0,2531.0,,,,,,,,,,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,,,,11.723,299.0,299.0,6.11,101.0,101.0,0.0,0.0,0.0,4548.088000000001,2832.0,2832.0,37.227000000000004,1280.0,1280.0,,,,,,,,,,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,,,,64.54,1645.0,1645.0,2.787,46.0,46.0,0.0,0.0,0.0,3357.452,2091.0,2091.0,34.085,1172.0,1172.0,,,,,,,,,,0.0,0.0,0.0
2005-01-01,14.164000000000001,178.29,178.29,,,,185.887,5080.04,5080.04,41.807,778.29,778.29,980.154,11238.44,11238.44,0.0,0.0,0.0,255.55100000000002,4445.56,4445.56,,,,,,,,,,68.657,832.67,832.67
2005-02-01,7.188000000000001,90.49,90.49,,,,94.342,2578.25,2578.25,21.218,395.0,395.0,813.668,9329.51,9329.51,0.0,0.0,0.0,212.144,3690.45,3690.45,,,,,,,,,,55.269000000000005,670.31,670.31
2005-03-01,8.7,109.51,109.51,,,,114.18100000000001,3120.41,3120.41,25.68,478.07,478.07,1007.6610000000001,11553.84,11553.84,0.0,0.0,0.0,262.723,4570.32,4570.32,,,,,,,,,,64.549,782.86,782.86
2005-04-01,9.066,114.12,114.12,,,,118.979,3251.54,3251.54,26.759,498.16,498.16,992.8580000000001,11384.1,11384.1,0.0,0.0,0.0,258.863,4503.17,4503.17,,,,,,,,,,63.417,769.12,769.12
2005-05-01,10.682,134.46,134.46,,,,140.196,3831.38,3831.38,31.531000000000002,586.99,586.99,1170.419,13420.02,13420.02,0.0,0.0,0.0,305.158,5308.52,5308.52,,,,,,,,,,74.089,898.56,898.56
2005-06-01,9.672,121.74,121.74,,,,126.932,3468.89,3468.89,28.548000000000002,531.46,531.46,1477.1,16936.43,16936.43,0.0,0.0,0.0,385.118,6699.49,6699.49,,,,,,,,,,99.521,1207.0,1207.0
2005-07-01,15.487,194.94,194.94,,,,203.252,5554.61,5554.61,45.713,851.0,851.0,1851.249,21226.41,21226.41,0.0,0.0,0.0,482.668,8396.47,8396.47,,,,,,,,,,122.491,1485.58,1485.58
2005-08-01,17.139,215.73,215.73,,,,224.928,6146.99,6146.99,50.588,941.76,941.76,1917.693,21988.26,21988.26,0.0,0.0,0.0,499.992,8697.83,8697.83,,,,,,,,,,133.161,1614.99,1614.99
2005-09-01,17.02,214.23,214.23,,,,223.36700000000002,6104.34,6104.34,50.237,935.22,935.22,1459.2440000000001,16731.69,16731.69,0.0,0.0,0.0,380.46200000000005,6618.5,6618.5,,,,,,,,,,123.54,1498.3,1498.3
2005-10-01,10.156,127.83,127.83,,,,133.28300000000002,3642.44,3642.44,29.976000000000003,558.04,558.04,1165.758,13366.58,13366.58,0.0,0.0,0.0,303.94300000000004,5287.38,5287.38,,,,,,,,,,88.65400000000001,1075.21,1075.21
2005-11-01,8.095,101.9,101.9,,,,106.236,2903.29,2903.29,23.893,444.8,444.8,994.585,11403.91,11403.91,0.0,0.0,0.0,259.314,4511.01,4511.01,,,,,,,,,,58.936,714.78,714.78
2005-12-01,17.633,221.96,221.96,,,,231.417,6324.34,6324.34,52.048,968.92,968.92,970.6120000000001,11129.04,11129.04,0.0,0.0,0.0,253.06400000000002,4402.28,4402.28,,,,,,,,,,103.71600000000001,1257.88,1257.88
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,177.133,2166.0,2166.0,24.231,301.0,301.0,601.879,8776.0,8776.0,175.16400000000002,0.0,0.0,169.412,4234.0,4234.0,,,,,,,,,,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,175.287,2143.0,2143.0,23.979000000000003,298.0,298.0,714.075,10412.0,10412.0,207.816,0.0,0.0,200.99200000000002,5023.0,5023.0,,,,,,,,,,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,153.68900000000002,1879.0,1879.0,21.024,261.0,261.0,814.4680000000001,11876.0,11876.0,237.03300000000002,0.0,0.0,229.25,5730.0,5730.0,,,,,,,,,,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,202.74300000000002,2479.0,2479.0,27.735,345.0,345.0,911.0,13284.0,13284.0,265.127,0.0,0.0,256.421,6409.0,6409.0,,,,,,,,,,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,183.23,2241.0,2241.0,25.065,312.0,312.0,1055.165,15386.0,15386.0,307.083,0.0,0.0,297.0,7423.0,7423.0,,,,,,,,,,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,219.135,2680.0,2680.0,29.977,373.0,373.0,1344.568,19606.0,19606.0,391.307,0.0,0.0,378.458,9459.0,9459.0,,,,,,,,,,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,212.577,2599.0,2599.0,29.08,362.0,362.0,1690.415,24649.0,24649.0,491.958,0.0,0.0,475.805,11892.0,11892.0,,,,,,,,,,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,228.776,2797.0,2797.0,31.296000000000003,389.0,389.0,1711.7330000000002,24960.0,24960.0,498.163,0.0,0.0,481.805,12042.0,12042.0,,,,,,,,,,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,162.525,1987.0,1987.0,22.233,276.0,276.0,1164.6670000000001,16983.0,16983.0,338.951,0.0,0.0,327.821,8193.0,8193.0,,,,,,,,,,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,209.18800000000002,2558.0,2558.0,28.616,356.0,356.0,1054.5030000000002,15377.0,15377.0,306.89,0.0,0.0,296.813,7418.0,7418.0,,,,,,,,,,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,182.58800000000002,2233.0,2233.0,24.977,311.0,311.0,783.133,11419.0,11419.0,227.91400000000002,0.0,0.0,220.43,5509.0,5509.0,,,,,,,,,,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,203.13,2484.0,2484.0,27.788,345.0,345.0,816.3960000000001,11904.0,11904.0,237.59400000000002,0.0,0.0,229.793,5743.0,5743.0,,,,,,,,,,0.0,0.0,0.0
2007-01-01,,,,,,,6.488,246.0,246.0,-5.095,76.0,76.0,1045.979,15952.0,15952.0,369.47200000000004,2964.0,2964.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2007-02-01,,,,,,,12.75,480.0,480.0,-10.013,146.0,146.0,1054.219,16078.0,16078.0,372.382,2988.0,2988.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2007-03-01,,,,,,,7.228000000000001,275.0,275.0,-5.676,82.0,82.0,1050.383,16020.0,16020.0,371.02700000000004,2976.0,2976.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2007-04-01,,,,,,,15.042000000000002,567.0,567.0,-11.812000000000001,176.0,176.0,1392.745,21241.0,21241.0,491.96,3947.0,3947.0,260.0,6345.0,6345.0,,,,,,,,,,0.0,0.0,0.0
2007-05-01,,,,,,,15.177000000000001,573.0,573.0,-11.918000000000001,176.0,176.0,1493.392,22776.0,22776.0,527.5120000000001,4232.0,4232.0,552.0,14237.0,14237.0,,,,,,,,,,0.0,0.0,0.0
2007-06-01,,,,,,,16.754,632.0,632.0,-13.157,193.0,193.0,1530.126,23336.0,23336.0,540.4870000000001,4337.0,4337.0,374.0,7995.0,7995.0,,,,,,,,,,0.0,0.0,0.0
2007-07-01,,,,,,,18.816000000000003,714.0,714.0,-14.776000000000002,216.0,216.0,1694.1490000000001,25838.0,25838.0,598.425,4801.0,4801.0,326.0,9407.0,9407.0,,,,,,,,,,0.0,0.0,0.0
2007-08-01,,,,,,,26.993000000000002,1024.0,1024.0,-21.197000000000003,310.0,310.0,1819.719,27753.0,27753.0,642.7810000000001,5157.0,5157.0,1162.0,29543.0,29543.0,,,,,,,,,,0.0,0.0,0.0
2007-09-01,,,,,,,17.274,655.0,655.0,-13.565,199.0,199.0,1689.2930000000001,25764.0,25764.0,596.71,4787.0,4787.0,46.0,1951.0,1951.0,,,,,,,,,,0.0,0.0,0.0
2007-10-01,,,,,,,16.574,626.0,626.0,-13.015,193.0,193.0,1665.804,25406.0,25406.0,588.413,4721.0,4721.0,968.0,15506.0,15506.0,,,,,,,,,,0.0,0.0,0.0
2007-11-01,,,,,,,6.097,228.0,228.0,-4.788,70.0,70.0,1338.247,20410.0,20410.0,472.71,3793.0,3793.0,3.0,1145.0,1145.0,,,,,,,,,,0.0,0.0,0.0
2007-12-01,,,,,,,3.806,146.0,146.0,-2.9890000000000003,47.0,47.0,1296.942,19780.0,19780.0,458.12,3676.0,3676.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-01-01,,,,,,,4.043,269.0,269.0,-2.785,129.0,129.0,720.4390000000001,11851.0,11851.0,-6.371,32.0,32.0,360.0,7282.0,7282.0,,,,,,,,,,0.0,0.0,0.0
2008-02-01,,,,,,,3.5660000000000003,240.0,240.0,-2.454,117.0,117.0,670.0690000000001,11023.0,11023.0,-5.928,31.0,31.0,-39.0,2004.0,2004.0,,,,,,,,,,0.0,0.0,0.0
2008-03-01,,,,,,,3.97,263.0,263.0,-2.732,129.0,129.0,795.332,13083.0,13083.0,-7.0360000000000005,36.0,36.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-04-01,,,,,,,7.867,527.0,527.0,-5.415,252.0,252.0,864.398,14219.0,14219.0,-7.647,40.0,40.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-05-01,,,,,,,8.002,532.0,532.0,-5.508,257.0,257.0,983.4240000000001,16178.0,16178.0,-8.700000000000001,45.0,45.0,875.0,13055.0,13055.0,,,,,,,,,,0.0,0.0,0.0
2008-06-01,,,,,,,11.305,755.0,755.0,-7.781000000000001,363.0,363.0,1070.315,17607.0,17607.0,-9.468,50.0,50.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-07-01,,,,,,,7.226,486.0,486.0,-4.974,234.0,234.0,1050.6860000000001,17284.0,17284.0,-9.295,49.0,49.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-08-01,,,,,,,8.974,603.0,603.0,-6.1770000000000005,287.0,287.0,1179.882,19409.0,19409.0,-10.438,55.0,55.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-09-01,,,,,,,11.178,749.0,749.0,-7.694,357.0,357.0,1067.588,17562.0,17562.0,-9.444,50.0,50.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-10-01,,,,,,,5.284000000000001,351.0,351.0,-3.637,170.0,170.0,925.1310000000001,15218.0,15218.0,-8.184000000000001,42.0,42.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-11-01,,,,,,,3.165,211.0,211.0,-2.178,99.0,99.0,739.027,12157.0,12157.0,-6.538,34.0,34.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2008-12-01,,,,,,,2.42,164.0,164.0,-1.665,76.0,76.0,672.7090000000001,11066.0,11066.0,-5.9510000000000005,31.0,31.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2009-01-01,,,,,,,-27.496000000000002,0.0,0.0,104.991,1288.0,1288.0,584.7080000000001,10010.0,10010.0,205.162,0.0,0.0,-826.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2009-02-01,,,,,,,-32.414,0.0,0.0,123.76700000000001,1514.0,1514.0,561.8910000000001,9619.0,9619.0,197.157,0.0,0.0,-775.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2009-03-01,,,,,,,-21.556,0.0,0.0,82.31,1003.0,1003.0,651.14,11146.0,11146.0,228.473,0.0,0.0,-1259.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2009-04-01,,,,,,,-33.165,0.0,0.0,126.63600000000001,1549.0,1549.0,704.9390000000001,12067.0,12067.0,247.35,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2009-05-01,,,,,,,-50.64,0.0,0.0,193.363,2361.0,2361.0,830.82,14222.0,14222.0,291.519,0.0,0.0,227.0,1944.0,1944.0,0.0,0.0,0.0,,,,,,,,,
2009-06-01,,,,,,,-57.221000000000004,0.0,0.0,218.494,2668.0,2668.0,923.55,15810.0,15810.0,324.05600000000004,0.0,0.0,1298.0,19593.0,19593.0,,,,,,,,,,0.0,0.0,0.0
2009-07-01,,,,,,,-51.839000000000006,0.0,0.0,197.94,2419.0,2419.0,945.9970000000001,16194.0,16194.0,331.932,0.0,0.0,422.0,6793.0,6793.0,0.0,0.0,0.0,,,,,,,,,
2009-08-01,,,,,,,-57.052,0.0,0.0,217.84900000000002,2662.0,2662.0,969.675,16599.0,16599.0,340.24100000000004,0.0,0.0,653.0,6873.0,6873.0,0.0,0.0,0.0,,,,,,,,,
2009-09-01,,,,,,,-40.337,0.0,0.0,154.02200000000002,1885.0,1885.0,974.4190000000001,16680.0,16680.0,341.905,0.0,0.0,315.0,2032.0,2032.0,0.0,0.0,0.0,,,,,,,,,
2009-10-01,,,,,,,-45.23,0.0,0.0,172.708,2111.0,2111.0,877.5790000000001,15022.0,15022.0,307.926,0.0,0.0,1543.0,11003.0,11003.0,,,,,,,,,,0.0,0.0,0.0
2009-11-01,,,,,,,-13.703000000000001,0.0,0.0,52.322,638.0,638.0,721.097,12344.0,12344.0,253.019,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2009-12-01,,,,,,,-4.347,0.0,0.0,16.598000000000003,203.0,203.0,619.185,10600.0,10600.0,217.26,0.0,0.0,-113.0,641.0,641.0,0.0,0.0,0.0,,,,,,,,,
2010-01-01,,,,,,,-19.846,523.0,523.0,-29.538,506.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,7437.0,7437.0,,,,,,,,,,0.0,0.0,0.0
2010-02-01,,,,,,,-1.0090000000000001,28.0,28.0,-1.502,28.0,28.0,0.0,0.0,0.0,-21.0,0.0,0.0,-47.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2010-03-01,,,,,,,-2.9170000000000003,77.0,77.0,-4.341,72.0,72.0,-0.034,437.0,437.0,3.0,0.0,0.0,133.0,2730.0,2730.0,,,,,,,,,,0.0,0.0,0.0
2010-04-01,,,,,,,-2.793,72.0,72.0,-4.157,72.0,72.0,0.0,0.0,0.0,-23.0,0.0,0.0,-111.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2010-05-01,,,,,,,-7.272,187.0,187.0,-10.824,182.0,182.0,-2.444,32432.0,32432.0,506.0,0.0,0.0,780.0,16443.0,16443.0,,,,,,,,,,0.0,0.0,0.0
2010-06-01,,,,,,,-15.306000000000001,396.0,396.0,-22.781000000000002,385.0,385.0,-2.053,27245.0,27245.0,431.0,0.0,0.0,359.0,8139.0,8139.0,,,,,,,,,,0.0,0.0,0.0
2010-07-01,,,,,,,-10.748000000000001,281.0,281.0,-15.997,270.0,270.0,-2.424,32159.0,32159.0,515.0,0.0,0.0,57.0,7392.0,7392.0,,,,,,,,,,0.0,0.0,0.0
2010-08-01,,,,,,,-10.854000000000001,281.0,281.0,-16.155,275.0,275.0,0.0,0.0,0.0,-149.0,0.0,0.0,-104.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2010-09-01,,,,,,,-4.877000000000001,127.0,127.0,-7.259,121.0,121.0,-1.798,23860.0,23860.0,378.0,0.0,0.0,50.0,3033.0,3033.0,,,,,,,,,,0.0,0.0,0.0
2010-10-01,,,,,,,-1.593,44.0,44.0,-2.371,39.0,39.0,0.0,0.0,0.0,-23.0,0.0,0.0,-91.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2010-11-01,,,,,,,-0.518,11.0,11.0,-0.771,11.0,11.0,-0.29600000000000004,3931.0,3931.0,45.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2010-12-01,,,,,,,-8.267000000000001,215.0,215.0,-12.304,209.0,209.0,-0.9510000000000001,12612.0,12612.0,156.0,0.0,0.0,102.0,3442.0,3442.0,,,,,,,,,,0.0,0.0,0.0
2011-01-01,,,,,,,49.243,1220.0,1220.0,-27.833,35.0,35.0,769.704,16477.0,16477.0,265.0,12943.0,12943.0,26.0,1534.0,1534.0,0.0,0.0,0.0,,,,,,,,,
2011-02-01,,,,,,,12.111,302.0,302.0,-6.845,6.0,6.0,0.0,0.0,0.0,-6.0,0.0,0.0,-6.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-03-01,,,,,,,45.063,1121.0,1121.0,-25.471,29.0,29.0,0.0,0.0,0.0,-4.0,0.0,0.0,-8.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-04-01,,,,,,,117.741,2922.0,2922.0,-66.549,81.0,81.0,1680.594,35978.0,35978.0,661.0,35048.0,35048.0,222.0,3039.0,3039.0,0.0,0.0,0.0,,,,,,,,,
2011-05-01,,,,,,,59.357,1476.0,1476.0,-33.55,41.0,41.0,0.0,0.0,0.0,-4.0,0.0,0.0,-8.0,670.0,670.0,,,,0.0,0.0,0.0,,,,,,
2011-06-01,,,,,,,36.475,906.0,906.0,-20.616,23.0,23.0,0.0,0.0,0.0,-51.0,0.0,0.0,-87.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2011-07-01,,,,,,,30.728,761.0,761.0,-17.368,23.0,23.0,0.0,0.0,0.0,-42.0,0.0,0.0,-50.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
