measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-02-01,,,,,,,,,,307.0,3392.0,3392.0,22977.0,258447.2,258447.2
2005-03-01,,,,,,,,,,54.0,577.0,577.0,175470.0,1868900.4,1868900.4
2005-04-01,,,,,,,,,,0.0,0.0,0.0,195337.0,2090333.2,2090333.2
2005-05-01,,,,,,,,,,61.0,703.0,703.0,146138.0,1658957.2,1658957.2
2005-06-01,,,,,,,,,,68.0,791.0,791.0,141532.0,1608922.4,1608922.4
2005-07-01,,,,,,,,,,60.0,722.0,722.0,144205.0,1708476.0,1708476.0
2005-08-01,,,,,,,,,,330.0,3445.0,3445.0,100269.0,1045949.2,1045949.2
2005-09-01,,,,,,,,,,86.0,960.0,960.0,122970.0,1368535.2,1368535.2
2005-10-01,,,,,,,,,,367.0,3749.0,3749.0,107379.0,1098151.2,1098151.2
2005-11-01,,,,,,,,,,118.0,1183.0,1183.0,177151.0,1775143.2,1775143.2
2005-12-01,,,,,,,,,,53.0,556.0,556.0,185738.0,1937356.4,1937356.4
2006-01-01,,,,,,,,,,75.0,780.0,780.0,143845.0,1498344.0,1498344.0
2006-02-01,,,,,,,,,,94.0,1005.0,1005.0,114976.0,1231778.0,1231778.0
2006-03-01,,,,,,,,,,126.0,1561.0,1561.0,147694.0,1835584.0,1835584.0
2006-04-01,,,,,,,,,,220.0,1490.0,1490.0,0.0,0.0,0.0
2006-05-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,,,,,,,,,,608.0,7184.0,7184.0,66133.0,781757.0,781757.0
2006-07-01,,,,,,,,,,240.0,2523.0,2523.0,140341.0,1473197.0,1473197.0
2006-08-01,,,,,,,,,,248.0,2660.0,2660.0,147502.0,1583914.0,1583914.0
2006-09-01,,,,,,,,,,258.0,2628.0,2628.0,112624.0,1146139.0,1146139.0
2006-10-01,,,,,,,,,,83.0,885.0,885.0,198638.0,2123134.0,2123134.0
2006-11-01,,,,,,,,,,548.0,5452.0,5452.0,180648.0,1796162.0,1796162.0
2006-12-01,,,,,,,,,,312.0,3283.0,3283.0,159445.0,1677189.0,1677189.0
2007-01-01,,,,,,,,,,319.545,3219.0,3219.0,165754.455,1669759.0,1669759.0
2007-02-01,,,,,,,,,,599.8860000000001,5634.0,5634.0,143480.114,1347534.0,1347534.0
2007-03-01,,,,,,,,,,304.215,3028.0,3028.0,148263.785,1475743.0,1475743.0
2007-04-01,,,,,,,,,,90.311,950.0,950.0,123930.689,1303657.0,1303657.0
2007-05-01,,,,,,,,,,507.78700000000003,5386.0,5386.0,86971.213,922488.0,922488.0
2007-06-01,,,,,,,,,,314.598,3364.0,3364.0,135098.402,1444611.0,1444611.0
2007-07-01,,,,,,,,,,217.46900000000002,2301.0,2301.0,153004.531,1618916.0,1618916.0
2007-08-01,,,,,,,,,,434.98900000000003,4710.0,4710.0,148831.011,1611520.0,1611520.0
2007-09-01,,,,,,,,,,507.73,5210.0,5210.0,117536.27,1206081.0,1206081.0
2007-10-01,,,,,,,,,,335.615,3340.0,3340.0,132928.385,1322886.0,1322886.0
2007-11-01,,,,,,,,,,1624.1570000000002,16494.0,16494.0,150318.843,1526552.0,1526552.0
2007-12-01,,,,,,,,,,40.851,410.0,410.0,173781.149,1744149.0,1744149.0
2008-01-01,,,,,,,,,,194.643,1917.0,1917.0,192296.357,1893892.0,1893892.0
2008-02-01,,,,,,,,,,4514.3150000000005,45676.0,45676.0,164842.685,1667884.0,1667884.0
2008-03-01,,,,,,,,,,706.5060000000001,7576.0,7576.0,183834.494,1971292.0,1971292.0
2008-04-01,,,,,,,,,,615.464,6438.0,6438.0,169362.536,1771600.0,1771600.0
2008-05-01,,,,,,,,,,813.217,9301.0,9301.0,58078.783,664264.0,664264.0
2008-06-01,,,,,,,,,,846.729,10787.0,10787.0,65035.271,828524.0,828524.0
2008-07-01,,,,,,,,,,984.292,10787.0,10787.0,158688.708,1739092.0,1739092.0
2008-08-01,,,,,,,,,,253.16400000000002,2881.0,2881.0,158941.836,1808752.0,1808752.0
2008-09-01,,,,,,,,,,1046.48,10692.0,10692.0,140332.52,1433792.0,1433792.0
2008-10-01,,,,,,,,,,1018.331,10692.0,10692.0,168403.669,1768160.0,1768160.0
2008-11-01,,,,,,,,,,1009.965,10692.0,10692.0,146760.035,1553676.0,1553676.0
2008-12-01,,,,,,,,,,2054.437,22092.0,22092.0,115116.563,1237884.0,1237884.0
2009-01-01,,,,,,,,,,835.0,9287.0,9287.0,72591.0,807368.0,807368.0
2009-02-01,,,,,,,,,,449.15900000000005,4936.0,4936.0,100982.841,1109744.0,1109744.0
2009-03-01,,,,,,,,,,369.548,3987.0,3987.0,77352.452,834544.0,834544.0
2009-04-01,,,,,,,,,,330.29,3426.0,3426.0,37458.71,388548.0,388548.0
2009-05-01,,,,,,,,,,142.18800000000002,1532.0,1532.0,147440.812,1588592.0,1588592.0
2009-06-01,,,,,,,,,,262.452,2848.0,2848.0,94071.548,1020820.0,1020820.0
2009-07-01,,,,,,,,,,298.52,3257.0,3257.0,122932.48,1341256.0,1341256.0
2009-08-01,,,,,,,,,,218.99,2464.0,2464.0,141114.01,1587766.0,1587766.0
2009-09-01,,,,,,,,,,257.862,2728.0,2728.0,107564.138,1137952.0,1137952.0
2009-10-01,,,,,,,,,,162.21800000000002,1562.0,1562.0,175661.782,1691448.0,1691448.0
2009-11-01,,,,,,,,,,479.812,5202.0,5202.0,92316.188,1000868.0,1000868.0
2009-12-01,,,,,,,,,,331.617,3525.0,3525.0,137053.383,1456840.0,1456840.0
2010-01-01,,,,,,,,,,425.76800000000003,4303.0,4303.0,153765.232,1554020.0,1554020.0
2010-02-01,,,,,,,,,,273.171,2847.0,2847.0,27461.829,286208.0,286208.0
2010-03-01,,,,,,,,,,0.0,652.0,652.0,0.0,0.0,0.0
2010-04-01,,,,,,,,,,434.663,4935.0,4935.0,67990.337,771936.0,771936.0
2010-05-01,,,,,,,,,,541.442,5575.0,5575.0,114242.558,1176308.0,1176308.0
2010-06-01,,,,,,,,,,20.543,218.0,218.0,176380.457,1871704.0,1871704.0
2010-07-01,,,,,,,,,,255.36200000000002,2966.0,2966.0,95796.638,1112668.0,1112668.0
2010-08-01,,,,,,,,,,219.53300000000002,2600.0,2600.0,124403.467,1473352.0,1473352.0
2010-09-01,,,,,,,,,,163.511,1912.0,1912.0,90446.489,1057628.0,1057628.0
2010-10-01,,,,,,,,,,64.632,756.0,756.0,158090.368,1849172.0,1849172.0
2010-11-01,,,,,,,,,,0.0,0.0,0.0,129821.0,1495368.0,1495368.0
2010-12-01,,,,,,,,,,0.0,0.0,0.0,120940.0,1445832.0,1445832.0
2011-01-01,,,,,,,,,,268.784,2917.0,2917.0,187126.22,2030804.0,2030804.0
2011-02-01,,,,,,,,,,347.965,3769.0,3769.0,152777.04,1654812.0,1654812.0
2011-03-01,,,,,,,,,,221.742,2453.0,2453.0,170905.26,1890624.0,1890624.0
2011-04-01,,,,,,,,,,243.406,2698.0,2698.0,135435.59,1501216.0,1501216.0
2011-05-01,,,,,,,,,,90.36,1049.0,1049.0,190443.64,2210888.0,2210888.0
2011-06-01,,,,,,,,,,61.054,695.0,695.0,157699.95,1795164.0,1795164.0
2011-07-01,,,,,,,,,,221.96,2694.0,2694.0,119718.04,1453056.0,1453056.0
2011-08-01,,,,,,,,,,132.021,1512.0,1512.0,118163.98,1353296.0,1353296.0
2011-09-01,,,,,,,,,,202.737,2378.0,2378.0,121373.26,1423644.0,1423644.0
2011-10-01,,,,,,,,,,382.925,4430.0,4430.0,74055.075,856732.0,856732.0
2011-11-01,,,,,,,,,,190.711,2136.0,2136.0,127093.29,1423472.0,1423472.0
2011-12-01,,,,,,,,,,457.357,5504.0,5504.0,116897.64,1406788.0,1406788.0
2012-01-01,,,,,,,,,,369.35,4610.0,4610.0,93321.65,1164784.0,1164784.0
2012-02-01,,,,,,,,,,458.969,6041.0,6041.0,89227.031,1174416.0,1174416.0
2012-03-01,,,,,,,,,,157.035,2097.0,2097.0,60253.965,804616.0,804616.0
2012-04-01,,,,,,,,,,204.657,2588.0,2588.0,43484.343,549884.0,549884.0
2012-05-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,,,,,,,,,,223.014,3069.0,3069.0,18922.986,260408.0,260408.0
2012-07-01,,,,,,,,,,405.495,5371.0,5371.0,65888.505,872728.0,872728.0
2012-08-01,,,,,,,,,,114.259,1436.0,1436.0,116929.74,1469568.0,1469568.0
2012-09-01,,,,,,,,,,126.315,1671.0,1671.0,115261.69,1524780.0,1524780.0
2012-10-01,,,,,,,,,,171.282,2160.0,2160.0,110217.72,1389932.0,1389932.0
2012-11-01,,,,,,,,,,398.206,4811.0,4811.0,87539.794,1057628.0,1057628.0
2012-12-01,,,,,,,,,,360.646,4753.0,4753.0,103115.35,1358972.0,1358972.0
2013-01-01,,,,,,,,,,370.928,4530.0,4530.0,104544.07,1276756.0,1276756.0
2013-02-01,,,,,,,,,,727.201,8965.0,8965.0,92263.799,1137436.0,1137436.0
2013-03-01,,,,,,,,,,1188.993,14884.0,14884.0,102748.01,1286216.0,1286216.0
2013-04-01,,,,,,,,,,1587.624,18705.0,18705.0,126484.38,1490208.0,1490208.0
2013-05-01,,,,,,,,,,325.865,4016.0,4016.0,71317.135,878920.0,878920.0
2013-06-01,,,,,,,,,,490.779,5821.0,5821.0,123162.22,1460796.0,1460796.0
2013-07-01,,,,,,,,,,373.715,4443.0,4443.0,89915.285,1068980.0,1068980.0
2013-08-01,,,,,,,,,,282.449,3460.0,3460.0,101978.55,1249236.0,1249236.0
2013-09-01,,,,,,,,,,255.558,3006.0,3006.0,126881.44,1492444.0,1492444.0
2013-10-01,,,,,,,,,,211.879,2629.0,2629.0,111603.12,1384772.0,1384772.0
2013-11-01,,,,,,,,,,804.939,9172.0,9172.0,102388.06,1166676.0,1166676.0
2013-12-01,,,,,,,,,,520.771,5621.0,5621.0,142159.23,1534412.0,1534412.0
2014-01-01,,,,,,,,,,1008.807,10900.0,10900.0,124819.19,1348652.0,1348652.0
2014-02-01,,,,,,,,,,594.216,6481.0,6481.0,94761.784,1033548.0,1033548.0
2014-03-01,,,,,,,,,,770.444,8805.0,8805.0,119061.56,1360692.0,1360692.0
2014-04-01,,,,,,,,,,182.081,1978.0,1978.0,141088.92,1532692.0,1532692.0
2014-05-01,,,,,,,,,,573.853,6206.0,6206.0,60866.147,658244.0,658244.0
2014-06-01,,,,,,,,,,374.431,4566.0,4566.0,89979.569,1097257.0,1097257.0
2014-07-01,,,,,,,,,,278.629,3202.0,3202.0,152398.37,1751510.0,1751510.0
2014-08-01,,,,,,,,,,14.377,158.0,158.0,162537.62,1781662.0,1781662.0
2014-09-01,,,,,,,,,,136.545,1539.0,1539.0,76295.455,859828.0,859828.0
2014-10-01,,,,,,,,,,25.123,220.0,220.0,15273.877,134005.0,134005.0
2014-11-01,,,,,,,,,,420.916,4368.0,4368.0,84867.084,880743.0,880743.0
2014-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,,,,,,,,,,247.854,2769.0,2769.0,150216.15,1677980.0,1677980.0
2015-02-01,,,,,,,,,,24.507,262.0,262.0,161851.49,1727826.0,1727826.0
2015-03-01,,,,,,,,,,234.559,2519.0,2519.0,102574.44,1101746.0,1101746.0
2015-04-01,,,,,,,,,,138.912,1519.0,1519.0,156654.09,1713292.0,1713292.0
2015-05-01,,,,,,,,,,225.523,2453.0,2453.0,59296.477,645086.0,645086.0
2015-06-01,,,,,,,,,,180.992,2100.0,2100.0,130584.01,1515251.0,1515251.0
2015-07-01,,,,,,,,,,10.714,126.0,126.0,161715.29,1896661.0,1896661.0
2015-08-01,,,,,,,,,,15.111,171.0,171.0,152983.89,1731042.0,1731042.0
2015-09-01,,,,,,,,,,298.257,3493.0,3493.0,60000.743,702637.0,702637.0
2015-10-01,,,,,,,,,,265.518,2898.0,2898.0,97320.482,1062358.0,1062358.0
2015-11-01,,,,,,,,,,182.417,2218.0,2218.0,30675.583,372913.0,372913.0
2015-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,,,,,,,1337.207,16642.0,16642.0,68435.793,851692.0,851692.0
2016-02-01,,,,,,,,,,1505.991,18238.0,18238.0,85416.009,1034425.0,1034425.0
2016-03-01,,,,,,,,,,0.0,210.0,210.0,0.0,0.0,0.0
2016-04-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,,,,,,,,,,4866.0,50636.0,50636.0,0.0,0.0,0.0
2016-07-01,,,,,,,,,,31824.0,374919.0,374919.0,0.0,0.0,0.0
2016-08-01,,,,,,,,,,3519.0,57659.0,57659.0,0.0,0.0,0.0
2016-09-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,,,,,,,,,,9147.0,117347.0,117347.0,0.0,0.0,0.0
2016-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,,,,,,,,,,713.503,9902.0,9902.0,0.0,0.0,0.0
2017-01-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,,,,,,,,,,15687.0,205980.0,205980.0,0.0,0.0,0.0
2017-03-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,,,,,,,,,,17698.0,230111.0,230111.0,0.0,0.0,0.0
2017-08-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,,,,,,,,,,167.0,3985.0,3985.0,0.0,0.0,0.0
2017-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,,,,,,,,,,10160.0,112182.0,112182.0,0.0,0.0,0.0
2018-01-01,,,,,,,,,,995.0,15108.0,15108.0,0.0,0.0,0.0
2018-02-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,,,,,,,,,,-4677.0,1596.0,1596.0,0.0,0.0,0.0
2018-04-01,,,,,,,,,,-6275.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,,,,,,,,,,-5788.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,,,,,,,,,,-7437.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,,,,,,,,,,-2944.0,60754.0,60754.0,0.0,0.0,0.0
2018-08-01,,,,,,,,,,-7643.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,,,,,,,,,,-4714.0,37570.0,37570.0,0.0,0.0,0.0
2018-10-01,,,,,,,,,,-6184.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,,,,,,,,,,-6066.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,,,,,,,,,,-6863.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,,,,,,,,,,-7772.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,,,,,,,,,,-6236.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,,,,,,,,,,-6530.0,3956.0,3956.0,0.0,0.0,0.0
2019-04-01,,,,,,,,,,-6714.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,,,,,,,,,,-7392.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,,,,,,,,,,4644.0,59597.0,59597.0,0.0,0.0,0.0
2019-07-01,,,,,,,,,,-5564.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,,,,,,,,,,-2832.0,37573.0,37573.0,0.0,0.0,0.0
2019-09-01,,,,,,,,,,-5663.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,,,,,,,,,,-7257.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,,,,,,,,,,-6418.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,,,,,,,,,,-6809.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,,,,,,,,,,-7284.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,,,,,,,,,,-7752.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,,,,,,,,,,-5954.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,,,,,,,,,,-5357.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,,,,,,,,,,-5560.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,,,,,,,,,,-5151.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,,,,,,,,,,-3268.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,,,,,,,,,,12690.0,235642.0,235642.0,0.0,0.0,0.0
2020-09-01,,,,,,,,,,-5643.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,,,,,,,,,,-5389.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,,,,,,,,,,-5490.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,,,,,,,,,,-6419.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,,,,,,,,,,-7379.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,,,,,,,,,,-10304.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,,,,,,,,,,-6009.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,,,,,,,,,,-5442.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,,,,,,,,,,-5352.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,,,,,,,,,,-6040.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,,,,,,,,,,-4418.0,40719.0,40719.0,0.0,0.0,0.0
2021-08-01,,,,,,,,,,-7136.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,,,,,,,,,,-5804.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,,,,,,,,,,-7926.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,,,,,,,,,,-6170.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,,,,,,,,,,-6020.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,,,,,,,,,,-9189.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,,,,,,,,,,-7295.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,,,,,,,,,,-5641.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,,,,,,,,,,-5402.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,,,,,,,,,,-5151.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,,,,,,,,,,-6475.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,,,,,,,,,,2339.0,108238.0,108238.0,0.0,0.0,0.0
2022-08-01,,,,,,,,,,-4792.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,,,,,,,,,,-4266.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,,,,,,,,,,-4975.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,,,,,,,,,,-5106.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,,,,,,,,,,-6230.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,,,,,,,,,,-6241.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,,,,,,,,,,-5589.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,,,,,,,,,,-5637.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,,,,,,,,,,-5633.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,,,,,,,,,,-4503.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
