measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2006-12-01,7.405,122.0,122.0,0.0,27.0,27.0,1683.08,29367.0,29367.0
2007-01-01,7.3260000000000005,105.0,105.0,1.248,17.0,17.0,5061.059,74049.0,74049.0
2007-02-01,5.673,83.0,83.0,0.9670000000000001,17.0,17.0,4377.131,64043.0,64043.0
2007-03-01,11.219000000000001,166.0,166.0,1.9120000000000001,28.0,28.0,4716.092000000001,69002.0,69002.0
2007-04-01,6.824000000000001,99.0,99.0,1.163,17.0,17.0,4022.3360000000002,58852.0,58852.0
2007-05-01,6.296,94.0,94.0,1.073,17.0,17.0,4131.094,60443.0,60443.0
2007-06-01,6.155,88.0,88.0,1.0490000000000002,17.0,17.0,4124.284000000001,60343.0,60343.0
2007-07-01,9.088000000000001,132.0,132.0,1.5490000000000002,22.0,22.0,4082.922,59738.0,59738.0
2007-08-01,11.472000000000001,166.0,166.0,1.955,28.0,28.0,3864.135,56537.0,56537.0
2007-09-01,9.53,138.0,138.0,1.624,22.0,22.0,4024.382,58882.0,58882.0
2007-10-01,11.509,171.0,171.0,1.961,28.0,28.0,4660.305,68186.0,68186.0
2007-11-01,8.443,121.0,121.0,1.439,22.0,22.0,5001.696,73181.0,73181.0
2007-12-01,12.105,177.0,177.0,2.063,33.0,33.0,5370.923000000001,78583.0,78583.0
2008-01-01,,,,0.891,17.0,17.0,7120.273,78355.0,78355.0
2008-02-01,,,,0.8160000000000001,17.0,17.0,6376.968000000001,70175.0,70175.0
2008-03-01,,,,0.546,11.0,11.0,6487.031,71387.0,71387.0
2008-04-01,,,,0.551,11.0,11.0,5620.0160000000005,61846.0,61846.0
2008-05-01,,,,0.5760000000000001,11.0,11.0,5445.9220000000005,59930.0,59930.0
2008-06-01,,,,0.386,11.0,11.0,5141.527,56580.0,56580.0
2008-07-01,,,,0.401,11.0,11.0,5947.444,65448.0,65448.0
2008-08-01,,,,0.397,11.0,11.0,5763.655000000001,63426.0,63426.0
2008-09-01,,,,0.41400000000000003,11.0,11.0,5708.647,62821.0,62821.0
2008-10-01,,,,0.47100000000000003,11.0,11.0,6685.62,73572.0,73572.0
2008-11-01,,,,0.5750000000000001,11.0,11.0,6699.134,73721.0,73721.0
2008-12-01,6.521,72.0,72.0,0.9760000000000001,22.0,22.0,6544.242,72016.0,72016.0
2009-01-01,32.811,392.0,392.0,0.41400000000000003,22.0,22.0,9226.306,111484.0,111484.0
2009-02-01,24.081,293.0,293.0,0.304,17.0,17.0,7695.5,92985.0,92985.0
2009-03-01,25.012,304.0,304.0,0.316,17.0,17.0,7857.502,94943.0,94943.0
2009-04-01,25.699,309.0,309.0,0.325,17.0,17.0,7021.611000000001,84843.0,84843.0
2009-05-01,15.407,188.0,188.0,0.195,11.0,11.0,7373.121,89090.0,89090.0
2009-06-01,15.13,182.0,182.0,0.191,11.0,11.0,6776.5160000000005,81882.0,81882.0
2009-07-01,17.058,204.0,204.0,0.215,11.0,11.0,6879.825000000001,83130.0,83130.0
2009-08-01,16.969,204.0,204.0,0.21400000000000002,11.0,11.0,6242.146000000001,75425.0,75425.0
2009-09-01,11.304,138.0,138.0,0.14300000000000002,6.0,6.0,7462.826,90174.0,90174.0
2009-10-01,11.2,138.0,138.0,0.14100000000000001,6.0,6.0,8167.128000000001,98684.0,98684.0
2009-11-01,21.289,259.0,259.0,0.269,11.0,11.0,8840.973,106827.0,106827.0
2009-12-01,21.595,259.0,259.0,0.273,11.0,11.0,9939.991,120106.0,120106.0
2010-01-01,48.109,574.0,574.0,0.0,0.0,0.0,5292.0830000000005,63600.0,63600.0
2010-02-01,38.225,458.0,458.0,0.0,0.0,0.0,4560.5830000000005,54810.0,54810.0
2010-03-01,33.833,408.0,408.0,0.0,0.0,0.0,4942.345,59398.0,59398.0
2010-04-01,29.954,359.0,359.0,0.0,0.0,0.0,4521.14,54335.0,54335.0
2010-05-01,24.908,298.0,298.0,0.0,0.0,0.0,4690.943,56376.0,56376.0
2010-06-01,19.552,237.0,237.0,0.0,0.0,0.0,4099.946,49273.0,49273.0
2010-07-01,22.433,270.0,270.0,0.0,0.0,0.0,3883.1040000000003,46667.0,46667.0
2010-08-01,22.871000000000002,276.0,276.0,0.0,0.0,0.0,4132.589,49666.0,49666.0
2010-09-01,20.941000000000003,254.0,254.0,0.0,0.0,0.0,4099.843,49272.0,49272.0
2010-10-01,25.103,304.0,304.0,0.0,0.0,0.0,4772.139,57352.0,57352.0
2010-11-01,28.592000000000002,342.0,342.0,0.0,0.0,0.0,4911.504,59026.0,59026.0
2010-12-01,52.008,624.0,624.0,0.0,0.0,0.0,5155.252,61956.0,61956.0
2011-01-01,5.495,77.0,77.0,0.0,0.0,0.0,8827.465,107423.0,107423.0
2011-02-01,4.907,61.0,61.0,0.0,0.0,0.0,7588.297,92343.0,92343.0
2011-03-01,4.296,50.0,50.0,0.0,0.0,0.0,8063.896,98130.0,98130.0
2011-04-01,2.784,33.0,33.0,0.0,0.0,0.0,7480.78,91034.0,91034.0
2011-05-01,2.917,33.0,33.0,0.0,0.0,0.0,7336.45,89278.0,89278.0
2011-06-01,2.711,33.0,33.0,0.0,0.0,0.0,6924.651,84267.0,84267.0
2011-07-01,2.864,33.0,33.0,0.0,0.0,0.0,7052.939,85828.0,85828.0
2011-08-01,2.585,33.0,33.0,0.0,0.0,0.0,6766.68,82345.0,82345.0
2011-09-01,2.865,33.0,33.0,0.0,0.0,0.0,7082.724,86190.0,86190.0
2011-10-01,5.065,61.0,61.0,0.0,0.0,0.0,7465.791,90852.0,90852.0
2011-11-01,4.69,55.0,55.0,0.0,0.0,0.0,8179.905,99542.0,99542.0
2011-12-01,4.635,55.0,55.0,0.0,0.0,0.0,8523.608,103725.0,103725.0
2012-01-01,5.651,72.0,72.0,,,,5815.153,73523.0,73523.0
2012-02-01,3.333,44.0,44.0,0.0,0.0,0.0,5047.256,63814.0,63814.0
2012-03-01,5.055,66.0,66.0,0.0,0.0,0.0,5129.231,64851.0,64851.0
2012-04-01,3.201,39.0,39.0,0.0,0.0,0.0,4577.46,57874.0,57874.0
2012-05-01,4.005,50.0,50.0,0.0,0.0,0.0,4320.824,54629.0,54629.0
2012-06-01,3.268,39.0,39.0,0.0,0.0,0.0,3973.624,50240.0,50240.0
2012-07-01,5.11,66.0,66.0,0.0,0.0,0.0,3877.994,49030.0,49030.0
2012-08-01,4.762,61.0,61.0,0.0,0.0,0.0,3910.691,49445.0,49445.0
2012-09-01,4.433,55.0,55.0,0.0,0.0,0.0,3880.151,49058.0,49058.0
2012-10-01,3.293,44.0,44.0,0.0,0.0,0.0,4652.485,58822.0,58822.0
2012-11-01,3.532,44.0,44.0,0.0,0.0,0.0,5065.377,64043.0,64043.0
2012-12-01,5.439,66.0,66.0,0.0,0.0,0.0,4331.672,54767.0,54767.0
2013-01-01,7.054,116.0,116.0,13.073,116.0,116.0,2229.68,35726.0,35726.0
2013-02-01,4.867,77.0,77.0,9.02,77.0,77.0,1819.216,29150.0,29150.0
2013-03-01,4.923,77.0,77.0,9.123,77.0,77.0,1979.419,31716.0,31716.0
2013-04-01,5.679,88.0,88.0,10.523,88.0,88.0,1750.9,28054.0,28054.0
2013-05-01,5.723,94.0,94.0,10.606,94.0,94.0,1790.274,28685.0,28685.0
2013-06-01,4.11,66.0,66.0,7.616,66.0,66.0,1571.632,25182.0,25182.0
2013-07-01,3.892,61.0,61.0,7.212,61.0,61.0,1802.284,28878.0,28878.0
2013-08-01,3.84,61.0,61.0,7.115,61.0,61.0,1714.652,27474.0,27474.0
2013-09-01,4.506,72.0,72.0,8.35,72.0,72.0,1803.554,28899.0,28899.0
2013-10-01,4.336,72.0,72.0,8.035,72.0,72.0,1559.487,24988.0,24988.0
2013-11-01,5.652,88.0,88.0,10.474,88.0,88.0,1861.489,29827.0,29827.0
2013-12-01,6.396,105.0,105.0,11.853,105.0,105.0,2280.435,36539.0,36539.0
2014-01-01,4.091,55.0,55.0,0.0,11.0,11.0,3283.641,42271.0,42271.0
2014-02-01,3.88,50.0,50.0,0.0,17.0,17.0,3063.499,39436.0,39436.0
2014-03-01,3.788,50.0,50.0,0.0,17.0,17.0,3006.736,38706.0,38706.0
2014-04-01,3.559,44.0,44.0,0.0,17.0,17.0,2657.154,34206.0,34206.0
2014-05-01,3.005,39.0,39.0,0.0,11.0,11.0,2690.704,34638.0,34638.0
2014-06-01,1.791,22.0,22.0,0.0,6.0,6.0,2663.805,34292.0,34292.0
2014-07-01,3.166,39.0,39.0,0.0,11.0,11.0,2741.359,35289.0,35289.0
2014-08-01,2.548,33.0,33.0,0.0,11.0,11.0,2725.51,35085.0,35085.0
2014-09-01,2.997,39.0,39.0,0.0,11.0,11.0,1991.028,25631.0,25631.0
2014-10-01,3.962,50.0,50.0,0.0,17.0,17.0,2564.09,33008.0,33008.0
2014-11-01,2.896,39.0,39.0,0.0,11.0,11.0,3027.677,38976.0,38976.0
2014-12-01,3.767,50.0,50.0,0.0,17.0,17.0,3187.347,41031.0,41031.0
2015-01-01,2.362,22.0,22.0,0.0,11.0,11.0,5924.273,71377.0,71377.0
2015-02-01,2.083,28.0,28.0,0.0,11.0,11.0,4841.319,58329.0,58329.0
2015-03-01,2.096,28.0,28.0,0.0,11.0,11.0,4759.72,57346.0,57346.0
2015-04-01,2.171,28.0,28.0,0.0,11.0,11.0,3612.935,43529.0,43529.0
2015-05-01,1.744,22.0,22.0,0.0,6.0,6.0,3733.689,44983.0,44983.0
2015-06-01,1.738,22.0,22.0,0.0,6.0,6.0,3660.671,44104.0,44104.0
2015-07-01,1.806,22.0,22.0,0.0,6.0,6.0,3643.139,43893.0,43893.0
2015-08-01,2.05,22.0,22.0,0.0,11.0,11.0,3557.571,42862.0,42862.0
2015-09-01,1.847,22.0,22.0,0.0,6.0,6.0,2983.478,35945.0,35945.0
2015-10-01,2.113,28.0,28.0,0.0,11.0,11.0,3100.932,37360.0,37360.0
2015-11-01,1.477,17.0,17.0,0.0,6.0,6.0,3764.301,45353.0,45353.0
2015-12-01,1.421,17.0,17.0,0.0,6.0,6.0,4177.064,50325.0,50325.0
2016-01-01,3.293,39.0,39.0,0.0,6.0,6.0,4415.891,53418.0,53418.0
2016-02-01,3.654,44.0,44.0,0.0,6.0,6.0,3835.41,46394.0,46394.0
2016-03-01,3.458,44.0,44.0,0.0,6.0,6.0,4038.166,48847.0,48847.0
2016-04-01,2.832,33.0,33.0,0.0,6.0,6.0,4010.161,48508.0,48508.0
2016-05-01,2.584,33.0,33.0,0.0,6.0,6.0,4008.947,48493.0,48493.0
2016-06-01,2.599,33.0,33.0,0.0,6.0,6.0,3673.014,44430.0,44430.0
2016-07-01,2.174,28.0,28.0,0.0,6.0,6.0,3916.105,47370.0,47370.0
2016-08-01,2.849,33.0,33.0,0.0,6.0,6.0,3344.821,40460.0,40460.0
2016-09-01,2.903,33.0,33.0,0.0,6.0,6.0,3106.739,37580.0,37580.0
2016-10-01,3.334,39.0,39.0,0.0,6.0,6.0,2956.503,35763.0,35763.0
2016-11-01,4.652,55.0,55.0,0.0,11.0,11.0,3758.202,45460.0,45460.0
2016-12-01,6.282,77.0,77.0,0.0,11.0,11.0,3977.427,48112.0,48112.0
2017-01-01,0.891,6.0,6.0,0.0,77.0,77.0,4437.7,58154.0,58154.0
2017-02-01,0.72,11.0,11.0,0.0,66.0,66.0,4265.379,55896.0,55896.0
2017-03-01,0.829,11.0,11.0,0.0,77.0,77.0,4565.285,59826.0,59826.0
2017-04-01,0.765,11.0,11.0,0.0,72.0,72.0,3869.073,50703.0,50703.0
2017-05-01,0.764,11.0,11.0,0.0,72.0,72.0,3833.455,50236.0,50236.0
2017-06-01,0.806,11.0,11.0,0.0,72.0,72.0,3993.961,52339.0,52339.0
2017-07-01,0.821,11.0,11.0,0.0,77.0,77.0,4305.234,56419.0,56419.0
2017-08-01,0.848,11.0,11.0,0.0,77.0,77.0,4350.255,57008.0,57008.0
2017-09-01,0.844,11.0,11.0,0.0,77.0,77.0,3660.504,47970.0,47970.0
2017-10-01,0.861,11.0,11.0,0.0,77.0,77.0,3914.738,51301.0,51301.0
2017-11-01,0.763,11.0,11.0,0.0,72.0,72.0,4764.203,62433.0,62433.0
2017-12-01,0.776,11.0,11.0,0.0,72.0,72.0,4879.525,63944.0,63944.0
2018-01-01,6.006,84.0,84.0,0.0,0.0,0.0,2914.626,39031.0,39031.0
2018-02-01,5.601,73.0,73.0,0.0,0.0,0.0,2581.458,34568.0,34568.0
2018-03-01,5.602,73.0,73.0,0.0,0.0,0.0,2735.415,36629.0,36629.0
2018-04-01,5.658,78.0,78.0,0.0,0.0,0.0,2063.116,27627.0,27627.0
2018-05-01,6.474,84.0,84.0,0.0,0.0,0.0,2389.078,31992.0,31992.0
2018-06-01,6.044,78.0,78.0,0.0,0.0,0.0,2285.783,30608.0,30608.0
2018-07-01,6.513,90.0,90.0,0.0,0.0,0.0,2494.498,33403.0,33403.0
2018-08-01,6.651,90.0,90.0,0.0,0.0,0.0,2417.704,32375.0,32375.0
2018-09-01,6.77,90.0,90.0,0.0,0.0,0.0,2267.914,30369.0,30369.0
2018-10-01,7.109,95.0,95.0,0.0,0.0,0.0,1776.922,23794.0,23794.0
2018-11-01,6.396,84.0,84.0,0.0,0.0,0.0,2361.728,31625.0,31625.0
2018-12-01,6.127,84.0,84.0,5.0,95.0,95.0,2568.807,34398.0,34398.0
2019-01-01,3.681,67.0,67.0,0.348,6.0,6.0,1603.447,24751.0,24751.0
2019-02-01,4.091,62.0,62.0,0.386,6.0,6.0,1384.261,21368.0,21368.0
2019-03-01,4.054,62.0,62.0,0.383,6.0,6.0,1287.724,19877.0,19877.0
2019-04-01,3.726,56.0,56.0,0.352,6.0,6.0,1316.474,20321.0,20321.0
2019-05-01,4.055,62.0,62.0,0.383,6.0,6.0,1167.167,18016.0,18016.0
2019-06-01,3.484,56.0,56.0,0.329,6.0,6.0,1030.642,15909.0,15909.0
2019-07-01,3.969,62.0,62.0,0.375,6.0,6.0,1266.314,19547.0,19547.0
2019-08-01,4.394,67.0,67.0,0.415,6.0,6.0,1180.094,18215.0,18215.0
2019-09-01,5.218,78.0,78.0,0.493,17.0,17.0,913.344,14099.0,14099.0
2019-10-01,5.484,84.0,84.0,0.518,11.0,11.0,1113.1,17181.0,17181.0
2019-11-01,4.166,62.0,62.0,0.393,6.0,6.0,1174.401,18127.0,18127.0
2019-12-01,5.557,84.0,84.0,0.525,11.0,11.0,1243.153,19189.0,19189.0
2020-01-01,14.941,230.0,230.0,0.49,11.0,11.0,802.425,12068.0,12068.0
2020-02-01,9.685,146.0,146.0,0.316,6.0,6.0,660.306,9931.0,9931.0
2020-03-01,9.778,146.0,146.0,0.319,6.0,6.0,632.048,9506.0,9506.0
2020-04-01,9.383,140.0,140.0,0.306,6.0,6.0,541.484,8144.0,8144.0
2020-05-01,7.945,118.0,118.0,0.259,6.0,6.0,559.075,8408.0,8408.0
2020-06-01,10.003,151.0,151.0,0.327,6.0,6.0,554.379,8338.0,8338.0
2020-07-01,13.04,196.0,196.0,0.426,11.0,11.0,578.821,8705.0,8705.0
2020-08-01,13.36,202.0,202.0,0.436,11.0,11.0,557.49,8385.0,8385.0
2020-09-01,8.496,129.0,129.0,0.277,6.0,6.0,510.084,7672.0,7672.0
2020-10-01,10.168,151.0,151.0,0.332,6.0,6.0,433.722,6524.0,6524.0
2020-11-01,7.885,118.0,118.0,0.257,6.0,6.0,792.72,11922.0,11922.0
2020-12-01,7.817,118.0,118.0,0.255,6.0,6.0,896.945,13490.0,13490.0
2021-01-01,,,,0.0,6.0,6.0,184.112,9062.0,9062.0
2021-02-01,,,,0.0,6.0,6.0,158.205,7786.0,7786.0
2021-03-01,,,,0.0,11.0,11.0,155.251,7641.0,7641.0
2021-04-01,,,,0.0,11.0,11.0,153.043,7532.0,7532.0
2021-05-01,,,,0.0,6.0,6.0,166.887,8213.0,8213.0
2021-06-01,,,,0.0,6.0,6.0,210.123,10341.0,10341.0
2021-07-01,,,,0.0,6.0,6.0,238.729,11749.0,11749.0
2021-08-01,,,,0.0,11.0,11.0,242.066,11913.0,11913.0
2021-09-01,,,,0.0,11.0,11.0,198.453,9767.0,9767.0
2021-10-01,,,,0.0,11.0,11.0,187.164,9211.0,9211.0
2021-11-01,,,,0.0,11.0,11.0,174.412,8584.0,8584.0
2021-12-01,1.479,73.0,73.0,0.0,11.0,11.0,182.076,8961.0,8961.0
2022-01-01,152.896,2033.0,2033.0,0.0,6.0,6.0,1312.974,17389.0,17389.0
2022-02-01,126.093,1669.0,1669.0,0.0,11.0,11.0,1122.396,14866.0,14866.0
2022-03-01,146.02,1932.0,1932.0,0.0,11.0,11.0,1104.352,14627.0,14627.0
2022-04-01,129.814,1719.0,1719.0,0.0,11.0,11.0,1037.834,13746.0,13746.0
2022-05-01,121.654,1613.0,1613.0,0.0,11.0,11.0,1226.123,16239.0,16239.0
2022-06-01,148.158,1960.0,1960.0,0.0,11.0,11.0,1481.63,19624.0,19624.0
2022-07-01,134.943,1786.0,1786.0,0.0,11.0,11.0,1785.789,23652.0,23652.0
2022-08-01,90.756,1204.0,1204.0,0.0,6.0,6.0,1794.304,23765.0,23765.0
2022-09-01,106.315,1406.0,1406.0,0.0,11.0,11.0,1510.734,20009.0,20009.0
2022-10-01,119.287,1579.0,1579.0,0.0,11.0,11.0,1305.378,17289.0,17289.0
2022-11-01,113.251,1501.0,1501.0,0.0,11.0,11.0,1235.443,16363.0,16363.0
2022-12-01,154.085,2038.0,2038.0,0.0,11.0,11.0,1365.771,18089.0,18089.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2882.466,32205.0,32205.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2626.948,29350.0,29350.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2800.08,31284.0,31284.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2513.631,28084.0,28084.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2829.627,31615.0,31615.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3302.804,36901.0,36901.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3986.335,44538.0,44538.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3993.978,44623.0,44623.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3386.743,37839.0,37839.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2849.087,31832.0,31832.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2828.106,31598.0,31598.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3067.195,34269.0,34269.0
2024-01-01,26.963,369.0,369.0,0.0,6.0,6.0,3556.869,48188.0,48188.0
2024-02-01,24.28,329.0,329.0,0.0,6.0,6.0,2942.39,39861.0,39861.0
2024-03-01,29.263,398.0,398.0,0.0,6.0,6.0,2904.113,39343.0,39343.0
2024-04-01,30.831,415.0,415.0,0.0,6.0,6.0,2661.826,36060.0,36060.0
2024-05-01,18.073,242.0,242.0,0.0,6.0,6.0,3137.796,42508.0,42508.0
2024-06-01,32.267,439.0,439.0,0.0,6.0,6.0,3688.527,49969.0,49969.0
2024-07-01,18.928,254.0,254.0,0.0,6.0,6.0,4418.988,59865.0,59865.0
2024-08-01,27.334,369.0,369.0,0.0,6.0,6.0,4357.512,59032.0,59032.0
2024-09-01,18.153,248.0,248.0,0.0,6.0,6.0,3724.339,50454.0,50454.0
2024-10-01,28.822,392.0,392.0,0.0,6.0,6.0,3215.602,43562.0,43562.0
2024-11-01,28.195,381.0,381.0,0.0,6.0,6.0,3043.958,41237.0,41237.0
2024-12-01,23.978,323.0,323.0,0.0,6.0,6.0,3252.993,44069.0,44069.0
