measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-10-01,67944.0,1038495.0,1038495.0,422.0,6445.0,6445.0
2004-11-01,65806.0,1007342.0,1007342.0,524.0,8000.0,8000.0
2004-12-01,63472.0,986874.0,986874.0,343.0,5233.0,5233.0
2005-01-01,44334.0,745991.52,745991.52,198.0,3420.56,3420.56
2005-02-01,46222.0,755976.08,755976.08,230.0,4132.96,4132.96
2005-03-01,84272.0,1226011.02,1226011.02,475.0,7440.16,7440.16
2005-04-01,84513.0,1259186.26,1259186.26,552.0,8169.2,8169.2
2005-05-01,63557.0,1087746.97,1087746.97,487.0,8300.24,8300.24
2005-06-01,90482.0,1304301.69,1304301.69,785.0,11296.48,11296.48
2005-07-01,99115.0,1542697.76,1542697.76,448.0,6996.08,6996.08
2005-08-01,104750.0,1582263.23,1582263.23,1283.0,9680.32,9680.32
2005-09-01,75344.0,1322161.91,1322161.91,562.0,9825.92,9825.92
2005-10-01,80723.0,1235221.21,1235221.21,415.0,6351.28,6351.28
2005-11-01,75321.0,1211935.22,1211935.22,439.0,7106.32,7106.32
2005-12-01,94097.0,1487172.26,1487172.26,663.0,10447.84,10447.84
2006-01-01,54374.0,994847.0,994847.0,617.0,11282.0,11282.0
2006-02-01,61777.0,1026304.0,1026304.0,411.0,6821.0,6821.0
2006-03-01,86840.0,1336848.0,1336848.0,616.0,9485.0,9485.0
2006-04-01,77467.0,1199024.0,1199024.0,551.0,8522.0,8522.0
2006-05-01,74259.0,1229633.0,1229633.0,432.0,7158.0,7158.0
2006-06-01,72023.0,1142681.0,1142681.0,756.0,12002.0,12002.0
2006-07-01,91638.0,1485254.0,1485254.0,980.0,15883.0,15883.0
2006-08-01,93179.0,1415170.0,1415170.0,753.0,11433.0,11433.0
2006-09-01,69384.0,1123673.0,1123673.0,1029.0,16670.0,16670.0
2006-10-01,79425.0,1215382.0,1215382.0,872.0,13346.0,13346.0
2006-11-01,81156.0,1266852.0,1266852.0,423.0,6609.0,6609.0
2006-12-01,87281.0,1310106.0,1310106.0,348.0,5223.0,5223.0
2007-01-01,89844.432,1350054.0,1350054.0,880.5680000000001,13232.0,13232.0
2007-02-01,98678.688,1482064.0,1482064.0,615.313,9241.0,9241.0
2007-03-01,87636.73,1368437.0,1368437.0,345.271,5391.0,5391.0
2007-04-01,93038.072,1391432.0,1391432.0,617.929,9241.0,9241.0
2007-05-01,90383.206,1459834.0,1459834.0,680.794,10996.0,10996.0
2007-06-01,97423.656,1513229.0,1513229.0,387.344,6016.0,6016.0
2007-07-01,97986.416,1553505.0,1553505.0,393.584,6240.0,6240.0
2007-08-01,102151.706,1658128.0,1658128.0,417.29400000000004,6774.0,6774.0
2007-09-01,80807.334,1274615.0,1274615.0,329.66700000000003,5200.0,5200.0
2007-10-01,76325.658,1201462.0,1201462.0,330.34200000000004,5200.0,5200.0
2007-11-01,93810.032,1429226.0,1429226.0,511.968,7800.0,7800.0
2007-12-01,110697.92,1650691.0,1650691.0,523.08,7800.0,7800.0
2008-01-01,110061.393,1616530.0,1616530.0,452.607,6648.0,6648.0
2008-02-01,107638.694,1666957.0,1666957.0,913.306,14144.0,14144.0
2008-03-01,94371.979,1341345.0,1341345.0,868.0210000000001,12338.0,12338.0
2008-04-01,84175.305,1391005.0,1391005.0,806.695,13331.0,13331.0
2008-05-01,109479.422,1605314.0,1605314.0,311.57800000000003,4569.0,4569.0
2008-06-01,89711.614,1524683.0,1524683.0,441.386,7502.0,7502.0
2008-07-01,110332.057,1747035.0,1747035.0,460.94300000000004,7299.0,7299.0
2008-08-01,116788.487,1738278.0,1738278.0,612.513,9117.0,9117.0
2008-09-01,89472.154,1369274.0,1369274.0,395.846,6058.0,6058.0
2008-10-01,78761.886,1329109.0,1329109.0,452.11400000000003,7629.0,7629.0
2008-11-01,94919.226,1382847.0,1382847.0,499.774,7281.0,7281.0
2008-12-01,97194.087,1591465.0,1591465.0,287.913,4714.0,4714.0
2009-01-01,95203.47,1475245.0,1475245.0,338.53,5246.0,5246.0
2009-02-01,54147.878,956715.0,956715.0,462.122,8165.0,8165.0
2009-03-01,59934.115,1092231.0,1092231.0,261.885,4773.0,4773.0
2009-04-01,47169.38,861845.0,861845.0,257.62,4707.0,4707.0
2009-05-01,65952.151,1042325.0,1042325.0,474.84900000000005,7505.0,7505.0
2009-06-01,64115.391,1127703.0,1127703.0,345.60900000000004,6079.0,6079.0
2009-07-01,67838.98,1153545.0,1153545.0,733.02,12464.0,12464.0
2009-08-01,77421.107,1224074.0,1224074.0,328.89300000000003,5200.0,5200.0
2009-09-01,63599.266,977615.0,977615.0,236.734,3639.0,3639.0
2009-10-01,50885.961,849259.0,849259.0,113.039,1887.0,1887.0
2009-11-01,63464.813,1021332.0,1021332.0,226.187,3640.0,3640.0
2009-12-01,100138.13,1501110.0,1501110.0,308.87,4630.0,4630.0
2010-01-01,94345.919,1415952.0,1415952.0,299.081,4489.0,4489.0
2010-02-01,77986.001,1170014.0,1170014.0,309.999,4651.0,4651.0
2010-03-01,73539.662,1188457.0,1188457.0,274.338,4434.0,4434.0
2010-04-01,65158.524,1045917.0,1045917.0,158.476,2544.0,2544.0
2010-05-01,67480.637,1067025.0,1067025.0,404.363,6394.0,6394.0
2010-06-01,94358.025,1409782.0,1409782.0,396.975,5931.0,5931.0
2010-07-01,102406.257,1537886.0,1537886.0,553.743,8316.0,8316.0
2010-08-01,93535.162,1431914.0,1431914.0,712.8380000000001,10913.0,10913.0
2010-09-01,63966.016,968750.0,968750.0,581.984,8814.0,8814.0
2010-10-01,50669.109,852474.0,852474.0,370.891,6240.0,6240.0
2010-11-01,10611.547,97964.0,97964.0,560.453,5174.0,5174.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0
