measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Waste heat not directly attributed to a fuel source-Combined Cycle Combustion Turbine Part Generation,Waste heat not directly attributed to a fuel source-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Generation,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Total Fuel Consumed
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,21201.229,192917.42,250194.79,5744.749000000001,0.0,0.0,,,,,,
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,21971.221,203487.45,259281.44,6451.138,0.0,0.0,,,,,,
2005-09-01,0.0,0.0,0.0,0.0,0.0,0.0,16570.991,155242.31,195553.55,5112.669,0.0,0.0,,,,,,
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12862.291000000001,113245.07,151787.34,2955.353,0.0,0.0,,,,,,
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,11476.234,101990.01,135430.55,2769.346,0.0,0.0,,,,,,
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13094.045,126003.46,154522.26,4505.644,0.0,0.0,,,,,,
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13574.565,122747.01,154988.53,3570.2740000000003,0.0,0.0,,,,,,
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,11968.35,112227.89,136649.46,3707.219,0.0,0.0,,,,,,
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13256.567,120436.55,151357.77,3565.556,0.0,0.0,,,,,,
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12630.882,112477.66,144213.96,3079.5730000000003,0.0,0.0,,,,,,
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,14722.335,136866.63,168093.27,4394.6810000000005,0.0,0.0,,,,,,
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,15604.965,143055.67,178170.75,4376.513,0.0,0.0,,,,,,
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,17570.502,159960.75,200612.42,4772.213000000001,0.0,0.0,,,,,,
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18151.398,174342.35,207244.83,6200.085,0.0,0.0,,,,,,
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,14779.530999999999,137667.91,168746.32,4449.404,0.0,0.0,,,,,,
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,15493.195,135421.75,176894.62,3422.005,0.0,0.0,,,,,,
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,13087.354,114066.79,149425.76,2845.0660000000003,0.0,0.0,,,,,,
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,14676.036,133668.12,167564.65,3994.222,0.0,0.0,,,,,,
2007-01-01,0.0,0.0,0.0,,,,12697.194,118665.0,146122.0,3956.1130000000003,0.0,0.0,,,,,,
2007-02-01,0.0,0.0,0.0,,,,11549.505000000001,107971.0,132914.0,3603.241,0.0,0.0,,,,,,
2007-03-01,0.0,0.0,0.0,,,,10683.58,102917.0,122949.0,3771.007,0.0,0.0,,,,,,
2007-04-01,0.0,0.0,0.0,,,,10634.144,102455.0,122380.0,3755.56,0.0,0.0,,,,,,
2007-05-01,0.0,0.0,0.0,,,,11861.513,112517.0,136505.0,3935.221,0.0,0.0,,,,,,
2007-06-01,0.0,0.0,0.0,,,,14024.304,131231.0,161395.0,4393.1410000000005,0.0,0.0,,,,,,
2007-07-01,0.0,0.0,0.0,,,,19104.158000000003,174828.0,219854.0,5417.438,0.0,0.0,,,,,,
2007-08-01,0.0,0.0,0.0,,,,21178.898,190423.0,243731.0,5517.438,0.0,0.0,,,,,,
2007-09-01,0.0,0.0,0.0,,,,16689.404000000002,152108.0,192065.0,4643.13,0.0,0.0,,,,,,
2007-10-01,0.0,0.0,0.0,,,,15816.614000000001,142584.0,182021.0,4174.328,0.0,0.0,,,,,,
2007-11-01,0.0,0.0,0.0,,,,15037.592,136134.0,173055.0,4051.2810000000004,0.0,0.0,,,,,,
2007-12-01,0.0,0.0,0.0,,,,16757.094,149121.0,192844.0,4143.102,0.0,0.0,,,,,,
2008-01-01,0.0,0.0,0.0,,,,15979.322,147625.0,185506.0,4718.851000000001,0.0,0.0,,,,,,
2008-02-01,0.0,0.0,0.0,,,,13389.178,123696.0,155438.0,3953.9570000000003,0.0,0.0,,,,,,
2008-03-01,0.0,0.0,0.0,,,,12565.696,116088.0,145878.0,3710.775,0.0,0.0,,,,,,
2008-04-01,0.0,0.0,0.0,,,,14294.554,132061.0,165948.0,4221.3240000000005,0.0,0.0,,,,,,
2008-05-01,0.0,0.0,0.0,,,,11361.984,104967.0,131904.0,3355.3070000000002,0.0,0.0,,,,,,
2008-06-01,0.0,0.0,0.0,,,,12435.767,114888.0,144369.0,3672.405,0.0,0.0,,,,,,
2008-07-01,0.0,0.0,0.0,,,,16288.489000000001,150482.0,189096.0,4810.153,0.0,0.0,,,,,,
2008-08-01,0.0,0.0,0.0,,,,19055.779000000002,176047.0,221222.0,5627.361,0.0,0.0,,,,,,
2008-09-01,0.0,0.0,0.0,,,,17163.184,158563.0,199251.0,5068.4580000000005,0.0,0.0,,,,,,
2008-10-01,0.0,0.0,0.0,,,,16000.630000000001,147822.0,185754.0,4725.145,0.0,0.0,,,,,,
2008-11-01,0.0,0.0,0.0,,,,13934.548,128734.0,161769.0,4115.011,0.0,0.0,,,,,,
2008-12-01,0.0,0.0,0.0,,,,15587.869,144009.0,180963.0,4603.253000000001,0.0,0.0,,,,,,
2009-01-01,0.0,0.0,0.0,,,,14173.03,129811.0,161618.0,4012.8360000000002,0.0,0.0,,,,,,
2009-02-01,0.0,0.0,0.0,,,,13040.84,119442.0,148708.0,3692.277,0.0,0.0,,,,,,
2009-03-01,0.0,0.0,0.0,,,,12134.446,111139.0,138372.0,3435.648,0.0,0.0,,,,,,
2009-04-01,0.0,0.0,0.0,,,,10423.724,95472.0,118865.0,2951.288,0.0,0.0,,,,,,
2009-05-01,0.0,0.0,0.0,,,,10590.233,96996.0,120763.0,2998.4320000000002,0.0,0.0,,,,,,
2009-06-01,0.0,0.0,0.0,,,,9815.244,89898.0,111926.0,2779.0080000000003,0.0,0.0,,,,,,
2009-07-01,0.0,0.0,0.0,,,,17959.968,164496.0,204802.0,5085.0380000000005,0.0,0.0,,,,,,
2009-08-01,0.0,0.0,0.0,,,,18416.517,168677.0,210008.0,5214.302000000001,0.0,0.0,,,,,,
2009-09-01,0.0,0.0,0.0,,,,19299.101000000002,176761.0,220072.0,5464.19,0.0,0.0,,,,,,
2009-10-01,0.0,0.0,0.0,,,,15091.615000000002,138225.0,172093.0,4272.916,0.0,0.0,,,,,,
2009-11-01,0.0,0.0,0.0,,,,13781.89,126229.0,157159.0,3902.092,0.0,0.0,,,,,,
2009-12-01,0.0,0.0,0.0,,,,15819.392,144890.0,180392.0,4478.973,0.0,0.0,,,,,,
2010-01-01,0.0,0.0,0.0,,,,16464.944,149955.0,186904.0,4584.735000000001,0.0,0.0,,,,,,
2010-02-01,0.0,0.0,0.0,,,,15200.982,138444.0,172556.0,4232.779,0.0,0.0,,,,,,
2010-03-01,0.0,0.0,0.0,,,,16187.923,147433.0,183760.0,4507.597000000001,0.0,0.0,,,,,,
2010-04-01,0.0,0.0,0.0,,,,13635.176,124183.0,154783.0,3796.7740000000003,0.0,0.0,,,,,,
2010-05-01,0.0,0.0,0.0,,,,9931.372000000001,90451.0,112737.0,2765.433,0.0,0.0,,,,,,
2010-06-01,0.0,0.0,0.0,,,,9270.602,84432.0,105237.0,2581.4390000000003,0.0,0.0,,,,,,
2010-07-01,0.0,0.0,0.0,,,,15304.593,139387.0,173733.0,4261.63,0.0,0.0,,,,,,
2010-08-01,0.0,0.0,0.0,,,,18065.104,164529.0,205069.0,5030.3060000000005,0.0,0.0,,,,,,
2010-09-01,0.0,0.0,0.0,,,,16739.939,152460.0,190027.0,4661.309,0.0,0.0,,,,,,
2010-10-01,0.0,0.0,0.0,,,,18793.171000000002,171160.0,213335.0,5233.04,0.0,0.0,,,,,,
2010-11-01,0.0,0.0,0.0,,,,15825.644,144133.0,179648.0,4406.719,0.0,0.0,,,,,,
2010-12-01,0.0,0.0,0.0,,,,14825.550000000001,135025.0,168295.0,4128.2390000000005,0.0,0.0,,,,,,
2011-01-01,0.0,0.0,0.0,,,,15111.731,137463.0,172286.0,4226.455,0.0,0.0,,,,,,
2011-02-01,0.0,0.0,0.0,,,,14901.412,135550.0,169887.0,4167.632,0.0,0.0,,,,,,
2011-03-01,0.0,0.0,0.0,,,,11853.057,107821.0,135134.0,3315.067,0.0,0.0,,,,,,
2011-04-01,0.0,0.0,0.0,,,,10099.587,91870.0,115143.0,2824.656,0.0,0.0,,,,,,
2011-05-01,0.0,0.0,0.0,,,,9011.146,81969.0,102734.0,2520.24,0.0,0.0,,,,,,
2011-06-01,0.0,0.0,0.0,,,,10028.255,91222.0,114330.0,2804.706,0.0,0.0,,,,,,
2011-07-01,0.0,0.0,0.0,,,,16077.713,146249.0,183298.0,4496.62,0.0,0.0,,,,,,
2011-08-01,0.0,0.0,0.0,,,,19739.567,179560.0,225046.0,5520.769,0.0,0.0,,,,,,
2011-09-01,0.0,0.0,0.0,,,,20038.733,182281.0,228457.0,5604.44,0.0,0.0,,,,,,
2011-10-01,0.0,0.0,0.0,,,,16049.19,145990.0,182973.0,4488.643,0.0,0.0,,,,,,
2011-11-01,0.0,0.0,0.0,,,,15822.497,143929.0,180389.0,4425.241,0.0,0.0,,,,,,
2011-12-01,0.0,0.0,0.0,,,,20586.112,187260.0,234698.0,5757.531,0.0,0.0,,,,,,
2012-01-01,0.0,0.0,0.0,,,,13181.287,120927.0,153604.0,3783.23,0.0,0.0,,,,,,
2012-02-01,0.0,0.0,0.0,,,,13180.283,120918.0,153592.0,3782.941,0.0,0.0,,,,,,
2012-03-01,0.0,0.0,0.0,,,,12536.031,115008.0,146084.0,3598.031,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,,,,11614.953,106557.0,135351.0,3333.668,0.0,0.0,,,,,,
2012-05-01,0.0,0.0,0.0,,,,11533.878,105813.0,134406.0,3310.398,0.0,0.0,,,,,,
2012-06-01,0.0,0.0,0.0,,,,12210.563,112021.0,142291.0,3504.617,0.0,0.0,,,,,,
2012-07-01,0.0,0.0,0.0,,,,14441.222,132486.0,168285.0,4144.85,0.0,0.0,,,,,,
2012-08-01,0.0,0.0,0.0,,,,19015.884,174455.0,221596.0,5457.847,0.0,0.0,,,,,,
2012-09-01,0.0,0.0,0.0,,,,17274.825,158482.0,201306.0,4958.137,0.0,0.0,,,,,,
2012-10-01,0.0,0.0,0.0,,,,15985.083,146650.0,186277.0,4587.962,0.0,0.0,,,,,,
2012-11-01,0.0,0.0,0.0,,,,13801.817,126620.0,160835.0,3961.331,0.0,0.0,,,,,,
2012-12-01,0.0,0.0,0.0,,,,13020.174,119449.0,151726.0,3736.988,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,,,,14558.928,134283.0,166505.0,4303.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,,13411.127,123695.0,153378.0,3964.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,,,,12934.201,119297.0,147924.0,3823.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,,,,11129.956,102655.0,127290.0,3290.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,,,,11754.084,108413.0,134428.0,3474.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,,,,13905.915,128259.0,159037.0,4110.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,,,,17645.039,162747.0,201801.0,5216.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,,,,17995.508,165980.0,205808.0,5319.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,,,,17950.531,165564.0,205294.0,5306.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,,,,15575.308,143657.0,178130.0,4604.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,,,,15363.018,141698.0,175702.0,4541.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,,,,17890.385,165010.0,204607.0,5288.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,,,,15629.414,144296.0,185125.0,4624.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,,,,14595.163,134748.0,172875.0,4318.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,,,,12665.394,116931.0,150018.0,3747.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,,,,12043.065,111186.0,142646.0,3563.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,,,,12143.481,112113.0,143836.0,3593.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,,,,11971.352,110523.0,141796.0,3542.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,,,,16938.039,156378.0,200625.0,5011.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,,,,17484.282,161420.0,207095.0,5173.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,,,,18288.91,168850.0,216627.0,5411.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,,,,18041.814,166568.0,213699.0,5338.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,,,,13038.819,120379.0,154441.0,3858.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,,,,14183.267,130944.0,167996.0,4196.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,,,,13663.807,126046.0,157718.0,4025.34,0.0,0.0,,,,,,
2015-02-01,0.0,0.0,0.0,,,,10117.649,93333.0,116786.0,2980.647,0.0,0.0,,,,,,
2015-03-01,0.0,0.0,0.0,,,,11853.122,109343.0,136818.0,3491.915,0.0,0.0,,,,,,
2015-04-01,0.0,0.0,0.0,,,,11374.483,104927.0,131294.0,3350.908,0.0,0.0,,,,,,
2015-05-01,0.0,0.0,0.0,,,,11104.478,102436.0,128177.0,3271.365,0.0,0.0,,,,,,
2015-06-01,0.0,0.0,0.0,,,,15614.82,144044.0,180239.0,4600.106,0.0,0.0,,,,,,
2015-07-01,0.0,0.0,0.0,,,,17611.538,162463.0,203286.0,5188.337,0.0,0.0,,,,,,
2015-08-01,0.0,0.0,0.0,,,,18576.924,171368.0,214430.0,5472.739,0.0,0.0,,,,,,
2015-09-01,0.0,0.0,0.0,,,,18448.579,170185.0,212949.0,5434.928,0.0,0.0,,,,,,
2015-10-01,0.0,0.0,0.0,,,,17771.492,163938.0,205134.0,5235.459,0.0,0.0,,,,,,
2015-11-01,0.0,0.0,0.0,,,,13103.34,120876.0,151250.0,3860.228,0.0,0.0,,,,,,
2015-12-01,0.0,0.0,0.0,,,,14015.768,129293.0,161781.0,4129.028,0.0,0.0,,,,,,
2016-01-01,0.0,0.0,0.0,,,,16157.363,143804.0,186632.0,4789.711,0.0,0.0,,,,,,
2016-02-01,0.0,0.0,0.0,,,,12822.912,114127.0,148117.0,3801.242,0.0,0.0,,,,,,
2016-03-01,0.0,0.0,0.0,,,,9972.782,88761.0,115195.0,2956.346,0.0,0.0,,,,,,
2016-04-01,0.0,0.0,0.0,,,,9537.234,84884.0,110164.0,2827.231,0.0,0.0,,,,,,
2016-05-01,0.0,0.0,0.0,,,,10294.936,91627.0,118916.0,3051.846,0.0,0.0,,,,,,
2016-06-01,0.0,0.0,0.0,,,,15661.984,139396.0,180910.0,4642.861,0.0,0.0,,,,,,
2016-07-01,0.0,0.0,0.0,,,,18473.55,164419.0,213387.0,5476.326,0.0,0.0,,,,,,
2016-08-01,0.0,0.0,0.0,,,,20432.423,181854.0,236014.0,6057.016,0.0,0.0,,,,,,
2016-09-01,0.0,0.0,0.0,,,,16914.867,150546.0,195383.0,5014.267,0.0,0.0,,,,,,
2016-10-01,0.0,0.0,0.0,,,,16685.278,148503.0,192730.0,4946.207,0.0,0.0,,,,,,
2016-11-01,0.0,0.0,0.0,,,,12829.556,114186.0,148193.0,3803.212,0.0,0.0,,,,,,
2016-12-01,0.0,0.0,0.0,,,,14528.115,129304.0,167813.0,4306.735,0.0,0.0,,,,,,
2017-01-01,0.0,0.0,0.0,,,,13968.881,124644.0,169905.0,4179.987,0.0,0.0,,,,,,
2017-02-01,0.0,0.0,0.0,,,,10662.16,95138.0,129686.0,3190.498,0.0,0.0,,,,,,
2017-03-01,0.0,0.0,0.0,,,,8829.709,78787.0,107397.0,2642.163,0.0,0.0,,,,,,
2017-04-01,0.0,0.0,0.0,,,,7887.603,70381.0,95938.0,2360.252,0.0,0.0,,,,,,
2017-05-01,0.0,0.0,0.0,,,,9785.316,87314.0,119020.0,2928.115,0.0,0.0,,,,,,
2017-06-01,0.0,0.0,0.0,,,,12874.056,114874.0,156589.0,3852.376,0.0,0.0,,,,,,
2017-07-01,0.0,0.0,0.0,,,,17555.985,156651.0,213535.0,5253.376,0.0,0.0,,,,,,
2017-08-01,0.0,0.0,0.0,,,,19818.256,176837.0,241052.0,5930.328,0.0,0.0,,,,,,
2017-09-01,0.0,0.0,0.0,,,,16306.729,145504.0,198341.0,4879.554,0.0,0.0,,,,,,
2017-10-01,0.0,0.0,0.0,,,,15443.567,137802.0,187842.0,4621.265,0.0,0.0,,,,,,
2017-11-01,0.0,0.0,0.0,,,,13421.65,119760.0,163249.0,4016.236,0.0,0.0,,,,,,
2017-12-01,0.0,0.0,0.0,,,,14229.088,126966.0,173070.0,4257.85,0.0,0.0,,,,,,
2018-01-01,0.0,0.0,0.0,,,,1498.236,14522.0,19891.0,487.279,0.0,0.0,,,,,,
2018-02-01,0.0,0.0,0.0,,,,1315.485,12750.0,17464.0,427.841,0.0,0.0,,,,,,
2018-03-01,0.0,0.0,0.0,,,,1368.152,13261.0,18163.0,444.97,0.0,0.0,,,,,,
2018-04-01,0.0,0.0,0.0,,,,1029.649,9979.0,13669.0,334.878,0.0,0.0,,,,,,
2018-05-01,0.0,0.0,0.0,,,,939.924,9110.0,12478.0,305.696,0.0,0.0,,,,,,
2018-06-01,0.0,0.0,0.0,,,,1285.776,12463.0,17070.0,418.179,0.0,0.0,,,,,,
2018-07-01,0.0,0.0,0.0,,,,2243.673,21747.0,29787.0,729.72,0.0,0.0,,,,,,
2018-08-01,0.0,0.0,0.0,,,,2075.598,20117.0,27556.0,675.056,0.0,0.0,,,,,,
2018-09-01,0.0,0.0,0.0,,,,1670.444,16191.0,22177.0,543.286,0.0,0.0,,,,,,
2018-10-01,0.0,0.0,0.0,,,,1867.177,18098.0,24789.0,607.271,0.0,0.0,,,,,,
2018-11-01,0.0,0.0,0.0,,,,1669.183,16179.0,22161.0,542.876,0.0,0.0,,,,,,
2018-12-01,0.0,0.0,0.0,,,,1681.703,16300.0,22326.0,546.948,0.0,0.0,,,,,,
2019-01-01,0.0,0.0,0.0,,,,135.899,2335.0,3123.0,78.201,0.0,0.0,,,,,,
2019-02-01,0.0,0.0,0.0,,,,126.006,2165.0,2895.0,72.508,0.0,0.0,,,,,,
2019-03-01,0.0,0.0,0.0,,,,109.884,1888.0,2524.0,63.231,0.0,0.0,,,,,,
2019-04-01,0.0,0.0,0.0,,,,77.105,1325.0,1771.0,44.369,0.0,0.0,,,,,,
2019-05-01,0.0,0.0,0.0,,,,66.442,1142.0,1526.0,38.233,0.0,0.0,,,,,,
2019-06-01,0.0,0.0,0.0,,,,88.845,1526.0,2041.0,51.125,0.0,0.0,,,,,,
2019-07-01,0.0,0.0,0.0,,,,140.056,2406.0,3217.0,80.593,0.0,0.0,,,,,,
2019-08-01,0.0,0.0,0.0,,,,164.513,2826.0,3778.0,94.666,0.0,0.0,,,,,,
2019-09-01,0.0,0.0,0.0,,,,144.759,2487.0,3325.0,83.299,0.0,0.0,,,,,,
2019-10-01,0.0,0.0,0.0,,,,148.265,2548.0,3406.0,85.317,0.0,0.0,,,,,,
2019-11-01,0.0,0.0,0.0,,,,145.409,2498.0,3340.0,83.673,0.0,0.0,,,,,,
2019-12-01,0.0,0.0,0.0,,,,150.817,2592.0,3465.0,86.785,0.0,0.0,,,,,,
2020-01-01,0.0,0.0,0.0,,,,403.922,4718.0,6360.0,160.273,0.0,0.0,,,,,,
2020-02-01,0.0,0.0,0.0,,,,356.702,4167.0,5618.0,141.536,0.0,0.0,,,,,,
2020-03-01,0.0,0.0,0.0,,,,395.963,4626.0,6236.0,157.114,0.0,0.0,,,,,,
2020-04-01,0.0,0.0,0.0,,,,280.025,3271.0,4410.0,111.111,0.0,0.0,,,,,,
2020-05-01,0.0,0.0,0.0,,,,263.299,3076.0,4147.0,104.474,0.0,0.0,,,,,,
2020-06-01,0.0,0.0,0.0,,,,370.386,4327.0,5833.0,146.965,0.0,0.0,,,,,,
2020-07-01,0.0,0.0,0.0,,,,518.131,6052.0,8160.0,205.589,0.0,0.0,,,,,,
2020-08-01,0.0,0.0,0.0,,,,644.332,7527.0,10147.0,255.664,0.0,0.0,,,,,,
