measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.744,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.766,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,1505.635,29568.0,29568.0,0.0,0.0,0.0,0.9,6.0,6.0,0.0,0.0,0.0,21.365,420.0,420.0
2007-07-01,7942.468000000001,123456.0,123456.0,0.0,0.0,0.0,0.7040000000000001,6.0,6.0,0.0,0.0,0.0,5.532,86.0,86.0
2007-08-01,8010.121,105984.0,105984.0,0.0,0.0,0.0,0.5630000000000001,6.0,6.0,0.0,0.0,0.0,1.879,25.0,25.0
2007-09-01,7462.1720000000005,101499.0,101499.0,0.0,0.0,0.0,0.534,6.0,6.0,0.0,0.0,0.0,1.828,25.0,25.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.767,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.629,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,6049.541,87912.0,87912.0,0.0,0.0,0.0,1.112,6.0,6.0,0.0,0.0,0.0,21.459,312.0,312.0
2008-01-01,8203.302,138596.0,138596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.698,46.0,46.0
2008-02-01,7978.997,136161.0,136161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003,34.0,34.0
2008-03-01,8604.405,130528.0,130528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.595,39.0,39.0
2008-04-01,1427.5430000000001,97121.0,97121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,31.0,31.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,5731.807000000001,90651.0,90651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.193,304.0,304.0
2008-07-01,8379.951000000001,132274.0,132274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.049,285.0,285.0
2008-08-01,8943.672,135349.0,135349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3280000000000003,35.0,35.0
2008-09-01,8259.213,132028.0,132028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.787,45.0,45.0
2008-10-01,6177.496,99335.0,99335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.504,137.0,137.0
2008-11-01,8435.701000000001,135251.0,135251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.299,85.0,85.0
2008-12-01,8528.33,137539.0,137539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,27.0,27.0
2009-01-01,9162.653,150312.0,150312.0,0.0,17.0,17.0,0.0,1873.0,1873.0,0.0,52.0,52.0,3.347,55.0,55.0
2009-02-01,7447.865000000001,118152.0,118152.0,0.0,17.0,17.0,0.0,1659.0,1659.0,0.0,38.0,38.0,3.135,50.0,50.0
2009-03-01,8231.518,128688.0,128688.0,0.0,17.0,17.0,0.0,1531.0,1531.0,0.0,50.0,50.0,8.482000000000001,133.0,133.0
2009-04-01,501.815,15792.0,15792.0,0.0,12.0,12.0,0.0,1241.0,1241.0,0.0,57.0,57.0,1.185,37.0,37.0
2009-05-01,0.0,0.0,0.0,0.0,29.0,29.0,0.0,2662.0,2662.0,0.0,52.0,52.0,0.0,0.0,0.0
2009-06-01,7137.148,99888.0,99888.0,0.0,23.0,23.0,0.0,2042.0,2042.0,0.0,62.0,62.0,54.852000000000004,768.0,768.0
2009-07-01,5371.273,80448.0,80448.0,0.0,12.0,12.0,0.0,1328.0,1328.0,0.0,60.0,60.0,12.727,191.0,191.0
2009-08-01,7393.86,109776.0,109776.0,0.0,17.0,17.0,0.0,1473.0,1473.0,0.0,131.0,131.0,0.14,2.0,2.0
2009-09-01,7024.541,110928.0,110928.0,0.0,17.0,17.0,0.0,1404.0,1404.0,0.0,141.0,141.0,0.459,7.0,7.0
2009-10-01,7776.795,117624.0,117624.0,0.0,12.0,12.0,0.0,1346.0,1346.0,0.0,52.0,52.0,0.205,3.0,3.0
2009-11-01,7444.733,115440.0,115440.0,0.0,17.0,17.0,0.0,1392.0,1392.0,0.0,53.0,53.0,0.267,4.0,4.0
2009-12-01,6690.771000000001,105504.0,105504.0,0.0,17.0,17.0,0.0,1850.0,1850.0,0.0,18.0,18.0,25.229000000000003,398.0,398.0
2010-01-01,9055.675000000001,139392.0,139392.0,,,,1.3780000000000001,17.0,17.0,1.8090000000000002,6.0,6.0,0.325,5.0,5.0
2010-02-01,8928.425000000001,139704.0,139704.0,,,,0.889,11.0,11.0,1.046,2.0,2.0,0.5750000000000001,9.0,9.0
2010-03-01,9054.846,141264.0,141264.0,,,,1.1420000000000001,17.0,17.0,0.906,2.0,2.0,1.1540000000000001,18.0,18.0
2010-04-01,0.0,0.0,0.0,,,,0.8580000000000001,11.0,11.0,2.237,5.0,5.0,0.0,0.0,0.0
2010-05-01,3185.878,52272.0,52272.0,,,,1.812,22.0,22.0,3.536,8.0,8.0,0.12200000000000001,2.0,2.0
2010-06-01,8731.301000000001,131136.0,131136.0,,,,1.497,17.0,17.0,4.892,11.0,11.0,26.699,401.0,401.0
2010-07-01,9290.0,137304.0,137304.0,,,,1.262,17.0,17.0,8.144,19.0,19.0,0.0,0.0,0.0
2010-08-01,8231.561,131112.0,131112.0,,,,1.3010000000000002,17.0,17.0,9.328000000000001,22.0,22.0,0.439,7.0,7.0
2010-09-01,6539.292,102864.0,102864.0,,,,1.062,11.0,11.0,3.559,8.0,8.0,45.708000000000006,719.0,719.0
2010-10-01,7794.552000000001,121776.0,121776.0,,,,0.658,11.0,11.0,5.859,14.0,14.0,0.448,7.0,7.0
2010-11-01,7720.684,122256.0,122256.0,,,,0.873,11.0,11.0,5.268000000000001,12.0,12.0,0.316,5.0,5.0
2010-12-01,8329.817000000001,133752.0,133752.0,2.342,6.0,6.0,1.268,17.0,17.0,7.074000000000001,17.0,17.0,1.183,19.0,19.0
2011-01-01,8333.681,135344.0,135344.0,,,,2.089,23.0,23.0,2.525,13.0,13.0,0.319,5.0,5.0
2011-02-01,7201.13,119484.0,119484.0,,,,1.236,17.0,17.0,1.69,8.0,8.0,4.87,81.0,81.0
2011-03-01,7996.705,134392.0,134392.0,,,,1.135,17.0,17.0,3.333,17.0,17.0,1.295,22.0,22.0
2011-04-01,505.945,9512.0,9512.0,,,,1.402,17.0,17.0,1.282,6.0,6.0,0.055,1.0,1.0
2011-05-01,3107.58,52595.0,52595.0,,,,1.4,17.0,17.0,2.519,12.0,12.0,45.42,769.0,769.0
2011-06-01,9418.266,100801.0,100801.0,,,,1.798,23.0,23.0,2.191,10.0,10.0,98.734,1057.0,1057.0
2011-07-01,8575.011,137592.0,137592.0,,,,1.156,17.0,17.0,3.873,19.0,19.0,26.989,433.0,433.0
2011-08-01,7296.234,118852.0,118852.0,,,,1.122,17.0,17.0,3.449,17.0,17.0,11.766,192.0,192.0
2011-09-01,7402.056,119265.0,119265.0,,,,0.676,12.0,12.0,2.122,10.0,10.0,6.944,112.0,112.0
2011-10-01,6409.436,109327.0,109327.0,,,,0.874,12.0,12.0,3.042,15.0,15.0,8.564,146.0,146.0
2011-11-01,6424.872,104145.0,104145.0,,,,1.487,23.0,23.0,2.445,11.0,11.0,0.128,2.0,2.0
2011-12-01,6275.801,97793.0,97793.0,1.191,6.0,6.0,1.305,17.0,17.0,3.658,18.0,18.0,0.199,3.0,3.0
2012-01-01,6201.0,98004.0,98004.0,,,,0.0,0.0,0.0,14.746,28.0,28.0,0.0,0.0,0.0
2012-02-01,5630.0,89706.0,89706.0,,,,0.0,0.0,0.0,13.731,24.0,24.0,0.0,0.0,0.0
2012-03-01,4029.937,66015.0,66015.0,,,,0.0,0.0,0.0,13.051,23.0,23.0,0.063,1.0,1.0
2012-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,11.84,21.0,21.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,14.255,25.0,25.0,0.0,0.0,0.0
2012-06-01,357.846,4812.0,4812.0,,,,0.0,0.0,0.0,14.943,26.0,26.0,0.154,2.0,2.0
2012-07-01,8004.928,114649.0,114649.0,,,,0.0,0.0,0.0,17.869,31.0,31.0,0.072,1.0,1.0
2012-08-01,7031.933,108683.0,108683.0,,,,0.0,0.0,0.0,14.766,26.0,26.0,0.067,1.0,1.0
2012-09-01,6661.936,107284.0,107284.0,,,,0.0,0.0,0.0,12.505,22.0,22.0,0.064,1.0,1.0
2012-10-01,7646.0,122922.0,122922.0,,,,0.0,0.0,0.0,12.489,22.0,22.0,0.0,0.0,0.0
2012-11-01,7313.87,116539.0,116539.0,,,,0.0,0.0,0.0,10.935,20.0,20.0,0.13,2.0,2.0
2012-12-01,6437.937,105344.0,105344.0,3.297,6.0,6.0,2.0,23.0,23.0,12.573,22.0,22.0,0.063,1.0,1.0
2013-01-01,6771.0,110598.0,110598.0,,,,0.0,0.0,0.0,3.871,2.0,2.0,0.0,0.0,0.0
2013-02-01,6634.874,109174.0,109174.0,,,,0.0,0.0,0.0,4.144,4.0,4.0,0.126,2.0,2.0
2013-03-01,8308.744,134730.0,134730.0,,,,0.0,0.0,0.0,3.834,4.0,4.0,0.256,4.0,4.0
2013-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.6,3.0,3.0,0.0,0.0,0.0
2013-05-01,332.0,6506.0,6506.0,,,,0.0,0.0,0.0,3.71,4.0,4.0,0.0,0.0,0.0
2013-06-01,6084.227,100680.0,100680.0,,,,0.0,0.0,0.0,3.821,4.0,4.0,49.773,824.0,824.0
2013-07-01,6368.662,97856.0,97856.0,,,,0.0,0.0,0.0,4.681,5.0,5.0,6.338,97.0,97.0
2013-08-01,6170.106,104608.0,104608.0,,,,0.0,0.0,0.0,4.226,4.0,4.0,1.894,32.0,32.0
2013-09-01,6108.079,99550.0,99550.0,,,,0.0,0.0,0.0,2.044,2.0,2.0,13.921,227.0,227.0
2013-10-01,6128.52,79444.0,79444.0,,,,0.0,0.0,0.0,3.825,4.0,4.0,0.48,6.0,6.0
2013-11-01,5771.94,100090.0,100090.0,,,,0.0,0.0,0.0,3.706,4.0,4.0,0.06,1.0,1.0
2013-12-01,5639.0,102815.0,102815.0,,,,7.0,41.0,41.0,3.538,4.0,4.0,0.0,0.0,0.0
2014-01-01,6256.587,109174.0,109174.0,,,,1.197,18.0,18.0,11.576,119.0,119.0,0.413,7.0,7.0
2014-02-01,4569.841,88969.0,88969.0,,,,0.613,6.0,6.0,10.489,109.0,109.0,0.159,3.0,3.0
2014-03-01,5618.0,90000.0,90000.0,,,,0.585,6.0,6.0,12.636,131.0,131.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,,,,0.356,0.0,0.0,9.251,96.0,96.0,0.0,0.0,0.0
2014-05-01,653.659,11858.0,11858.0,,,,0.34,0.0,0.0,11.143,115.0,115.0,0.341,6.0,6.0
2014-06-01,5620.815,94027.0,94027.0,,,,0.398,6.0,6.0,12.259,127.0,127.0,0.185,3.0,3.0
2014-07-01,5646.0,95524.0,95524.0,,,,0.264,0.0,0.0,13.143,136.0,136.0,0.0,0.0,0.0
2014-08-01,5597.091,88748.0,88748.0,,,,0.387,6.0,6.0,14.529,150.0,150.0,0.909,14.0,14.0
2014-09-01,4245.88,73036.0,73036.0,,,,0.166,0.0,0.0,12.683,132.0,132.0,0.12,2.0,2.0
2014-10-01,5762.877,96285.0,96285.0,,,,0.18,0.0,0.0,6.757,70.0,70.0,0.123,2.0,2.0
2014-11-01,4213.823,73650.0,73650.0,,,,0.236,0.0,0.0,8.76,91.0,91.0,0.177,3.0,3.0
2014-12-01,5482.88,94493.0,94493.0,,,,0.278,0.0,0.0,13.774,143.0,143.0,0.12,2.0,2.0
2015-01-01,5323.999,96406.0,96406.0,,,,7.433,73.0,73.0,24.343,477.0,477.0,4.001,72.0,72.0
2015-02-01,5164.307,89965.0,89965.0,,,,5.629,56.0,56.0,24.2,477.0,477.0,118.693,2068.0,2068.0
2015-03-01,2564.192,47564.0,47564.0,,,,6.343,67.0,67.0,24.15,476.0,476.0,46.808,868.0,868.0
2015-04-01,-165.992,0.0,0.0,,,,4.388,45.0,45.0,17.499,345.0,345.0,-0.008,0.0,0.0
2015-05-01,1014.0,17367.0,17367.0,,,,6.891,73.0,73.0,19.187,378.0,378.0,0.0,0.0,0.0
2015-06-01,5369.98,85630.0,85630.0,,,,7.659,78.0,78.0,23.599,465.0,465.0,17.02,271.0,271.0
2015-07-01,4105.898,72499.0,72499.0,,,,8.242,84.0,84.0,25.491,503.0,503.0,21.102,373.0,373.0
2015-08-01,4570.279,78087.0,78087.0,,,,4.895,50.0,50.0,24.843,490.0,490.0,5.721,98.0,98.0
2015-09-01,4410.367,75155.0,75155.0,,,,3.826,39.0,39.0,22.948,452.0,452.0,35.633,607.0,607.0
2015-10-01,4491.019,77962.0,77962.0,,,,4.045,39.0,39.0,18.241,360.0,360.0,2.981,52.0,52.0
2015-11-01,4224.301,76408.0,76408.0,,,,5.985,62.0,62.0,21.047,415.0,415.0,0.699,13.0,13.0
2015-12-01,4288.776,76558.0,76558.0,,,,9.664,101.0,101.0,22.452,443.0,443.0,1.224,22.0,22.0
2016-01-01,4517.946,82276.0,82276.0,,,,7.436,79.0,79.0,56.743,1101.0,1101.0,4.054,74.0,74.0
2016-02-01,4259.444,76175.0,76175.0,,,,7.398,79.0,79.0,55.895,1085.0,1085.0,1.556,28.0,28.0
2016-03-01,3974.941,72013.0,72013.0,,,,7.674,85.0,85.0,52.158,1012.0,1012.0,0.059,1.0,1.0
2016-04-01,-174.048,0.0,0.0,,,,6.292,68.0,68.0,46.074,894.0,894.0,-0.952,0.0,0.0
2016-05-01,2713.932,50577.0,50577.0,,,,10.06,107.0,107.0,29.534,573.0,573.0,15.068,281.0,281.0
2016-06-01,4600.329,77317.0,77317.0,,,,8.686,96.0,96.0,49.997,970.0,970.0,1.671,28.0,28.0
2016-07-01,4346.171,72375.0,72375.0,,,,7.878,85.0,85.0,59.309,1151.0,1151.0,30.829,513.0,513.0
2016-08-01,4841.615,79781.0,79781.0,,,,7.9,85.0,85.0,61.337,1190.0,1190.0,10.385,171.0,171.0
2016-09-01,4736.774,81178.0,81178.0,,,,5.538,62.0,62.0,50.77,985.0,985.0,2.226,38.0,38.0
2016-10-01,5162.281,85352.0,85352.0,,,,5.374,56.0,56.0,40.781,791.0,791.0,0.719,12.0,12.0
2016-11-01,2569.086,43500.0,43500.0,,,,10.023,107.0,107.0,45.814,889.0,889.0,1.914,32.0,32.0
2016-12-01,3839.625,68175.0,68175.0,,,,13.741,147.0,147.0,45.588,885.0,885.0,3.375,60.0,60.0
2017-01-01,4786.877,82048.0,82048.0,,,,5.298,57.0,57.0,21.756,288.0,288.0,8.123,139.0,139.0
2017-02-01,4085.814,70688.0,70688.0,,,,4.177,51.0,51.0,20.928,277.0,277.0,0.186,3.0,3.0
2017-03-01,5072.764,83458.0,83458.0,,,,5.495,62.0,62.0,21.781,289.0,289.0,1.236,20.0,20.0
2017-04-01,0.0,0.0,0.0,,,,4.184,51.0,51.0,16.588,220.0,220.0,-145.0,10.0,10.0
2017-05-01,957.051,13750.0,13750.0,,,,6.114,74.0,74.0,20.08,266.0,266.0,1.949,28.0,28.0
2017-06-01,5602.69,89661.0,89661.0,,,,6.138,74.0,74.0,22.371,296.0,296.0,3.31,53.0,53.0
2017-07-01,4542.494,75273.0,75273.0,,,,5.715,68.0,68.0,27.201,360.0,360.0,1.506,25.0,25.0
2017-08-01,5128.74,85240.0,85240.0,,,,4.763,57.0,57.0,26.795,355.0,355.0,0.26,4.0,4.0
2017-09-01,5147.721,87075.0,87075.0,,,,4.562,51.0,51.0,23.237,308.0,308.0,7.279,123.0,123.0
2017-10-01,5190.287,86184.0,86184.0,,,,4.247,51.0,51.0,20.108,266.0,266.0,0.713,12.0,12.0
2017-11-01,5353.443,84775.0,84775.0,,,,9.104,108.0,108.0,28.058,372.0,372.0,1.557,25.0,25.0
2017-12-01,5694.879,98003.0,98003.0,,,,5.203,62.0,62.0,31.097,412.0,412.0,1.121,19.0,19.0
2018-01-01,7517.384,129759.0,129759.0,,,,14.406,142.0,142.0,56.642,901.0,901.0,9.616,166.0,166.0
2018-02-01,4270.353,77286.0,77286.0,,,,8.646,85.0,85.0,50.327,802.0,802.0,0.647,12.0,12.0
2018-03-01,4865.634,85344.0,85344.0,,,,8.618,85.0,85.0,53.277,849.0,849.0,2.366,41.0,41.0
2018-04-01,0.0,0.0,0.0,,,,12.098,119.0,119.0,50.306,802.0,802.0,-19.0,1830.0,1830.0
2018-05-01,460.856,6907.0,6907.0,,,,18.641,187.0,187.0,48.293,769.0,769.0,44.144,662.0,662.0
2018-06-01,5722.711,93372.0,93372.0,,,,11.654,119.0,119.0,52.988,845.0,845.0,12.289,201.0,201.0
2018-07-01,6683.393,106896.0,106896.0,,,,8.797,91.0,91.0,60.489,964.0,964.0,0.607,10.0,10.0
2018-08-01,5976.615,100504.0,100504.0,,,,10.002,102.0,102.0,62.328,994.0,994.0,0.385,6.0,6.0
2018-09-01,6085.797,97135.0,97135.0,,,,13.047,130.0,130.0,55.067,878.0,878.0,0.203,3.0,3.0
2018-10-01,4235.877,74466.0,74466.0,,,,11.199,113.0,113.0,51.127,815.0,815.0,0.123,2.0,2.0
2018-11-01,6021.366,99850.0,99850.0,,,,14.171,142.0,142.0,54.055,862.0,862.0,56.634,939.0,939.0
2018-12-01,5688.0,97971.0,97971.0,,,,13.721,136.0,136.0,58.101,926.0,926.0,0.0,0.0,0.0
2019-01-01,5675.814,97265.0,97265.0,,,,10.949,85.0,85.0,50.517,971.0,971.0,0.186,3.0,3.0
2019-02-01,4579.187,77646.0,77646.0,,,,13.104,102.0,102.0,54.407,1044.0,1044.0,0.813,14.0,14.0
2019-03-01,4648.877,80118.0,80118.0,,,,13.444,108.0,108.0,54.525,1046.0,1046.0,0.123,2.0,2.0
