measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-05-01,21.041,215.0,215.0,2421.628,24744.0,24744.0,9690.33,99015.0,99015.0
2008-06-01,0.0,0.0,0.0,2400.7980000000002,25440.0,25440.0,9628.202000000001,102025.0,102025.0
2008-07-01,10.276,110.0,110.0,2417.0080000000003,25872.0,25872.0,9615.716,102928.0,102928.0
2008-08-01,0.0,0.0,0.0,2475.366,25800.0,25800.0,10228.634,106610.0,106610.0
2008-09-01,0.0,0.0,0.0,2617.94,27648.0,27648.0,9748.06,102949.0,102949.0
2008-10-01,20.858,213.0,213.0,2507.667,25608.0,25608.0,9893.475,101031.0,101031.0
2008-11-01,0.0,0.0,0.0,2677.748,27072.0,27072.0,9905.252,100142.0,100142.0
2008-12-01,0.0,0.0,0.0,3131.2200000000003,31176.0,31176.0,9880.78,98378.0,98378.0
2009-01-01,0.0,0.0,0.0,2891.502,28584.0,28584.0,10141.498,100254.0,100254.0
2009-02-01,0.0,0.0,0.0,2732.355,27360.0,27360.0,8960.645,89726.0,89726.0
2009-03-01,0.0,0.0,0.0,2919.648,31272.0,31272.0,9957.352,106652.0,106652.0
2009-04-01,49.185,520.0,520.0,2578.802,27264.0,27264.0,8996.013,95109.0,95109.0
2009-05-01,74.293,787.0,787.0,2020.9070000000002,21408.0,21408.0,7490.8,79352.0,79352.0
2009-06-01,0.0,0.0,0.0,2369.831,25656.0,25656.0,9826.169,106379.0,106379.0
2009-07-01,0.0,0.0,0.0,2421.746,25656.0,25656.0,10135.254,107373.0,107373.0
2009-08-01,2.749,28.0,28.0,2558.9390000000003,26064.0,26064.0,9936.312,101206.0,101206.0
2009-09-01,0.0,0.0,0.0,2521.89,27120.0,27120.0,9661.11,103894.0,103894.0
2009-10-01,22.698,243.0,243.0,2468.202,26424.0,26424.0,9588.1,102648.0,102648.0
2009-11-01,0.0,0.0,0.0,2410.683,26616.0,26616.0,10024.317,110677.0,110677.0
2009-12-01,11.799000000000001,133.0,133.0,2548.539,28728.0,28728.0,10096.662,113813.0,113813.0
2010-01-01,0.0,0.0,0.0,2699.527,32396.0,32396.0,10147.473,121776.0,121776.0
2010-02-01,0.0,0.0,0.0,2286.734,27300.0,27300.0,9341.266,111520.0,111520.0
2010-03-01,0.0,0.0,0.0,2819.1730000000002,33722.0,33722.0,9961.827000000001,119160.0,119160.0
2010-04-01,0.0,0.0,0.0,2321.098,27456.0,27456.0,8618.902,101952.0,101952.0
2010-05-01,51.319,597.0,597.0,2185.82,25428.0,25428.0,8576.861,99776.0,99776.0
2010-06-01,0.0,0.0,0.0,2411.031,28496.0,28496.0,9633.969000000001,113864.0,113864.0
2010-07-01,0.7260000000000001,9.0,9.0,2299.847,28522.0,28522.0,9855.427,122224.0,122224.0
2010-08-01,15.725000000000001,192.0,192.0,2319.004,28314.0,28314.0,9872.271,120536.0,120536.0
2010-09-01,24.501,289.0,289.0,2005.8780000000002,23660.0,23660.0,9456.621000000001,111544.0,111544.0
2010-10-01,5.484,64.0,64.0,2229.909,26026.0,26026.0,10281.607,120000.0,120000.0
2010-11-01,0.0,0.0,0.0,2406.101,28340.0,28340.0,9921.899000000001,116864.0,116864.0
2010-12-01,0.0,0.0,0.0,2370.7270000000003,28600.0,28600.0,10354.273,124912.0,124912.0
2011-01-01,0.0,0.0,0.0,2315.494,28080.0,28080.0,10408.506,126224.0,126224.0
2011-02-01,0.0,0.0,0.0,2125.102,25376.0,25376.0,9414.898,112424.0,112424.0
2011-03-01,0.0,0.0,0.0,2278.677,27742.0,27742.0,10332.323,125792.0,125792.0
2011-04-01,0.0,0.0,0.0,1917.542,23296.0,23296.0,8533.458,103672.0,103672.0
2011-05-01,63.904,780.0,780.0,1782.918,21762.0,21762.0,9162.178,111832.0,111832.0
2011-06-01,0.0,0.0,0.0,2246.177,27326.0,27326.0,9773.823,118904.0,118904.0
2011-07-01,0.0,0.0,0.0,2096.267,25402.0,25402.0,10151.733,123016.0,123016.0
2011-08-01,24.432,299.0,299.0,2028.94,24830.0,24830.0,9618.628,117712.0,117712.0
2011-09-01,12.005,146.0,146.0,1793.692,21814.0,21814.0,10082.303,122616.0,122616.0
2011-10-01,0.0,0.0,0.0,1990.981,23894.0,23894.0,10501.019,126024.0,126024.0
2011-11-01,0.0,0.0,0.0,1911.898,22750.0,22750.0,10287.102,122408.0,122408.0
2011-12-01,0.0,0.0,0.0,2291.412,27716.0,27716.0,10386.588,125632.0,125632.0
2012-01-01,0.08,1.0,1.0,2291.169,28574.0,28574.0,10384.751,129512.0,129512.0
2012-02-01,0.08,1.0,1.0,2076.776,25870.0,25870.0,9777.144,121792.0,121792.0
2012-03-01,0.078,1.0,1.0,2102.476,27014.0,27014.0,10141.446,130304.0,130304.0
2012-04-01,15.35,187.0,187.0,1669.001,20332.0,20332.0,7665.649,93384.0,93384.0
2012-05-01,29.138,350.0,350.0,2097.409,25194.0,25194.0,9576.453,115032.0,115032.0
2012-06-01,0.082,1.0,1.0,2202.36,26702.0,26702.0,9924.558,120328.0,120328.0
2012-07-01,58.143,700.0,700.0,2179.032,26234.0,26234.0,9928.825,119536.0,119536.0
2012-08-01,0.415,5.0,5.0,2111.479,25428.0,25428.0,10264.106,123608.0,123608.0
2012-09-01,1.356,16.0,16.0,2112.992,24934.0,24934.0,9995.652,117952.0,117952.0
2012-10-01,0.084,1.0,1.0,2370.996,28392.0,28392.0,10244.92,122680.0,122680.0
2012-11-01,0.083,1.0,1.0,2293.367,27768.0,27768.0,10016.55,121280.0,121280.0
2012-12-01,23.666,285.0,285.0,2204.361,26546.0,26546.0,9702.973,116848.0,116848.0
2013-01-01,15.189,184.0,184.0,2298.682,27846.0,27846.0,10452.129,126616.0,126616.0
2013-02-01,0.078,1.0,1.0,1979.852,25246.0,25246.0,9346.07,119176.0,119176.0
2013-03-01,0.08,1.0,1.0,2227.617,27716.0,27716.0,10236.303,127360.0,127360.0
2013-04-01,0.078,1.0,1.0,1514.05,19422.0,19422.0,7297.872,93616.0,93616.0
2013-05-01,27.604,326.0,326.0,2212.518,26130.0,26130.0,10248.878,121040.0,121040.0
2013-06-01,1.355,16.0,16.0,2229.098,26312.0,26312.0,9986.547,117880.0,117880.0
2013-07-01,24.186,286.0,286.0,2203.161,26052.0,26052.0,10023.653,118528.0,118528.0
2013-08-01,0.085,1.0,1.0,2235.393,26364.0,26364.0,10316.522,121672.0,121672.0
2013-09-01,0.088,1.0,1.0,2093.785,23686.0,23686.0,10097.127,114224.0,114224.0
2013-10-01,0.087,1.0,1.0,2108.375,24128.0,24128.0,10570.538,120968.0,120968.0
2013-11-01,0.089,1.0,1.0,2025.65,22802.0,22802.0,10373.261,116768.0,116768.0
2013-12-01,33.268,387.0,387.0,2060.74,23972.0,23972.0,9931.992,115536.0,115536.0
2014-01-01,20.586,246.0,246.0,1851.604,22126.0,22126.0,10836.81,129496.0,129496.0
2014-02-01,0.082,1.0,1.0,2086.638,25428.0,25428.0,9503.28,115808.0,115808.0
2014-03-01,0.081,1.0,1.0,2264.284,27950.0,27950.0,10470.635,129248.0,129248.0
2014-04-01,40.316,496.0,496.0,1540.617,18954.0,18954.0,7182.067,88360.0,88360.0
2014-05-01,0.084,1.0,1.0,2098.55,25116.0,25116.0,10474.366,125360.0,125360.0
2014-06-01,0.085,1.0,1.0,2117.755,25038.0,25038.0,10084.16,119224.0,119224.0
2014-07-01,19.104,228.0,228.0,2087.038,24908.0,24908.0,10251.858,122352.0,122352.0
2014-08-01,0.755,9.0,9.0,2074.527,24726.0,24726.0,10507.718,125240.0,125240.0
2014-09-01,0.084,1.0,1.0,2080.456,24804.0,24804.0,10172.46,121280.0,121280.0
2014-10-01,0.59,7.0,7.0,2098.089,24882.0,24882.0,10579.321,125464.0,125464.0
2014-11-01,0.085,1.0,1.0,2083.661,24648.0,24648.0,10274.254,121536.0,121536.0
2014-12-01,23.134,270.0,270.0,1804.481,21060.0,21060.0,10237.385,119480.0,119480.0
2015-01-01,19.063,227.0,227.0,2048.043,24388.0,24388.0,10241.894,121960.0,121960.0
2015-02-01,0.083,1.0,1.0,1999.835,24206.0,24206.0,9760.082,118136.0,118136.0
2015-03-01,6.206,76.0,76.0,2263.145,27716.0,27716.0,10508.649,128696.0,128696.0
2015-04-01,22.908,276.0,276.0,1756.59,21164.0,21164.0,7901.502,95200.0,95200.0
2015-05-01,0.083,1.0,1.0,2184.662,26468.0,26468.0,10374.255,125688.0,125688.0
2015-06-01,0.083,1.0,1.0,2171.151,26260.0,26260.0,9885.766,119568.0,119568.0
2015-07-01,0.082,1.0,1.0,2218.138,26936.0,26936.0,10051.78,122064.0,122064.0
2015-08-01,0.084,1.0,1.0,2225.515,26338.0,26338.0,10111.401,119664.0,119664.0
2015-09-01,0.084,1.0,1.0,2122.706,25142.0,25142.0,9882.21,117048.0,117048.0
2015-10-01,0.762,9.0,9.0,2010.611,23738.0,23738.0,10160.627,119960.0,119960.0
2015-11-01,0.087,1.0,1.0,1948.258,22438.0,22438.0,10350.655,119208.0,119208.0
2015-12-01,21.851,259.0,259.0,1884.221,22334.0,22334.0,9801.928,116184.0,116184.0
2016-01-01,0.0,0.0,0.0,2159.685,25766.0,25766.0,10693.315,127576.0,127576.0
2016-02-01,0.0,0.0,0.0,2154.239,25896.0,25896.0,9872.761,118680.0,118680.0
2016-03-01,0.0,0.0,0.0,2240.019,27274.0,27274.0,10490.981,127736.0,127736.0
2016-04-01,24.39,294.0,294.0,1397.676,16848.0,16848.0,7896.934,95192.0,95192.0
2016-05-01,0.0,0.0,0.0,2074.552,24934.0,24934.0,10252.448,123224.0,123224.0
2016-06-01,0.0,0.0,0.0,1983.398,23400.0,23400.0,9913.602,116960.0,116960.0
2016-07-01,0.0,0.0,0.0,2278.281,27378.0,27378.0,9872.719,118640.0,118640.0
2016-08-01,0.0,0.0,0.0,2086.038,25090.0,25090.0,10020.962,120528.0,120528.0
2016-09-01,0.0,0.0,0.0,2113.735,25038.0,25038.0,9825.265,116384.0,116384.0
2016-10-01,0.0,0.0,0.0,2268.822,26988.0,26988.0,10207.178,121416.0,121416.0
2016-11-01,0.0,0.0,0.0,2186.436,26104.0,26104.0,10023.564,119672.0,119672.0
2016-12-01,16.894,201.0,201.0,2093.491,24908.0,24908.0,10055.615,119640.0,119640.0
2017-01-01,3.405,41.0,41.0,2079.284,25038.0,25038.0,10763.311,129608.0,129608.0
2017-02-01,0.749,9.0,9.0,1822.311,21892.0,21892.0,9665.94,116120.0,116120.0
2017-03-01,0.0,0.0,0.0,2134.082,25714.0,25714.0,10668.918,128552.0,128552.0
2017-04-01,38.348,473.0,473.0,1688.456,20826.0,20826.0,7829.196,96568.0,96568.0
2017-05-01,0.0,0.0,0.0,2107.516,25428.0,25428.0,10432.484,125872.0,125872.0
2017-06-01,0.0,0.0,0.0,2042.024,24726.0,24726.0,9949.976,120480.0,120480.0
2017-07-01,0.0,0.0,0.0,2054.531,24778.0,24778.0,10209.469,123128.0,123128.0
2017-08-01,0.0,0.0,0.0,2052.806,24622.0,24622.0,10254.194,122992.0,122992.0
2017-09-01,0.0,0.0,0.0,2001.728,23296.0,23296.0,9963.272,115952.0,115952.0
2017-10-01,0.0,0.0,0.0,2089.62,24128.0,24128.0,10314.38,119096.0,119096.0
2017-11-01,0.0,0.0,0.0,2145.417,24882.0,24882.0,10100.583,117144.0,117144.0
2017-12-01,21.365,250.0,250.0,2044.17,23920.0,23920.0,9910.465,115968.0,115968.0
2018-01-01,0.0,0.0,0.0,2381.936,28652.0,28652.0,10502.064,126328.0,126328.0
2018-02-01,0.0,0.0,0.0,2095.527,24648.0,24648.0,9527.473,112064.0,112064.0
2018-03-01,15.505,185.0,185.0,2251.022,26858.0,26858.0,10063.473,120072.0,120072.0
2018-04-01,23.718,290.0,290.0,1656.508,20254.0,20254.0,7538.774,92176.0,92176.0
2018-05-01,0.0,0.0,0.0,2157.896,25558.0,25558.0,10389.104,123048.0,123048.0
2018-06-01,0.0,0.0,0.0,2002.7,23842.0,23842.0,10009.3,119160.0,119160.0
2018-07-01,0.0,0.0,0.0,2277.567,27404.0,27404.0,9919.433,119352.0,119352.0
2018-08-01,0.0,0.0,0.0,2246.906,27196.0,27196.0,9897.094,119792.0,119792.0
2018-09-01,11.755,140.0,140.0,2266.077,26988.0,26988.0,9488.168,113000.0,113000.0
2018-10-01,0.0,0.0,0.0,2319.873,27040.0,27040.0,10208.127,118984.0,118984.0
2018-11-01,1.285,15.0,15.0,2272.148,26520.0,26520.0,10062.567,117448.0,117448.0
2018-12-01,23.948,283.0,283.0,2105.573,24882.0,24882.0,9966.479,117776.0,117776.0
2019-01-01,0.0,0.0,0.0,2286.944,26962.0,26962.0,10627.056,125288.0,125288.0
2019-02-01,0.0,0.0,0.0,2074.752,25272.0,25272.0,9500.248,115720.0,115720.0
2019-03-01,0.0,0.0,0.0,2360.855,28860.0,28860.0,10385.145,126952.0,126952.0
2019-04-01,31.283,380.0,380.0,1590.331,19318.0,19318.0,7688.386,93392.0,93392.0
2019-05-01,0.0,0.0,0.0,2320.628,27924.0,27924.0,10183.372,122536.0,122536.0
2019-06-01,0.0,0.0,0.0,2386.473,28652.0,28652.0,9604.527,115312.0,115312.0
2019-07-01,0.0,0.0,0.0,2510.68,30784.0,30784.0,9632.32,118104.0,118104.0
2019-08-01,0.0,0.0,0.0,2394.819,28912.0,28912.0,9760.181,117832.0,117832.0
2019-09-01,0.0,0.0,0.0,2190.967,25948.0,25948.0,9669.033,114512.0,114512.0
2019-10-01,0.086,1.0,1.0,2334.187,27274.0,27274.0,10185.727,119016.0,119016.0
2019-11-01,0.0,0.0,0.0,2208.334,26572.0,26572.0,10060.666,121056.0,121056.0
2019-12-01,11.509,143.0,143.0,1908.385,23712.0,23712.0,10120.106,125744.0,125744.0
2020-01-01,0.0,0.0,0.0,2085.943,25584.0,25584.0,10686.057,131064.0,131064.0
2020-02-01,8.046,100.0,100.0,2319.935,28834.0,28834.0,9617.019,119528.0,119528.0
2020-03-01,0.0,0.0,0.0,2415.458,28340.0,28340.0,10232.542,120056.0,120056.0
2020-04-01,0.0,0.0,0.0,2298.727,26728.0,26728.0,9904.273,115160.0,115160.0
2020-05-01,139.676,1650.0,1650.0,2022.682,23894.0,23894.0,8919.642,105368.0,105368.0
2020-06-01,0.0,0.0,0.0,2453.183,27274.0,27274.0,9337.817,103816.0,103816.0
2020-07-01,0.0,0.0,0.0,2519.038,27196.0,27196.0,9535.962,102952.0,102952.0
2020-08-01,31.261,334.0,334.0,2540.591,27144.0,27144.0,9531.148,101832.0,101832.0
2020-09-01,329.439,3395.0,3395.0,2220.193,22880.0,22880.0,7466.368,76944.0,76944.0
2020-10-01,543.999,6007.0,6007.0,2248.627,24830.0,24830.0,8934.374,98656.0,98656.0
2020-11-01,183.997,1993.0,1993.0,2270.745,24596.0,24596.0,9582.258,103792.0,103792.0
2020-12-01,0.0,0.0,0.0,2354.246,27300.0,27300.0,10360.754,120144.0,120144.0
2021-01-01,180.782,2077.0,2077.0,2143.153,24624.0,24624.0,10323.065,118608.0,118608.0
2021-02-01,308.097,4323.0,4323.0,1709.338,23986.0,23986.0,9174.565,128738.0,128738.0
2021-03-01,0.0,0.0,0.0,1631.272,22557.0,22557.0,11274.728,155904.0,155904.0
2021-04-01,69.888,929.0,929.0,1378.811,18331.0,18331.0,8806.301,117079.0,117079.0
2021-05-01,194.911,2489.0,2489.0,1561.791,19942.0,19942.0,10345.298,132098.0,132098.0
2021-06-01,0.0,0.0,0.0,1938.267,19790.0,19790.0,9995.733,102060.0,102060.0
2021-07-01,0.0,0.0,0.0,2250.602,22800.0,22800.0,10142.398,102749.0,102749.0
2021-08-01,0.0,0.0,0.0,1643.028,19365.0,19365.0,10654.972,125580.0,125580.0
2021-09-01,0.0,0.0,0.0,2053.667,21067.0,21067.0,10042.333,103018.0,103018.0
2021-10-01,0.0,0.0,0.0,789.504,8603.0,8603.0,5488.496,59808.0,59808.0
2021-11-01,186.07,4021.0,4021.0,523.245,11309.0,11309.0,5582.685,120658.0,120658.0
2021-12-01,0.0,0.0,0.0,2278.932,21858.0,21858.0,10119.068,97054.0,97054.0
2022-01-01,1323.293,17557.0,17557.0,1266.218,16800.0,16800.0,9348.489,124034.0,124034.0
2022-02-01,3358.473,56786.0,56786.0,762.934,12900.0,12900.0,5641.593,95390.0,95390.0
2022-03-01,2166.274,29783.0,29783.0,1136.853,15630.0,15630.0,7640.873,105050.0,105050.0
2022-04-01,59.361,825.0,825.0,824.398,11460.0,11460.0,7900.241,109822.0,109822.0
2022-05-01,408.554,5049.0,5049.0,1332.717,16470.0,16470.0,10755.729,132922.0,132922.0
2022-06-01,117.052,1479.0,1479.0,1289.239,16290.0,16290.0,9724.709,122875.0,122875.0
2022-07-01,202.835,2480.0,2480.0,1546.034,18900.0,18900.0,10102.131,123497.0,123497.0
2022-08-01,186.987,2518.0,2518.0,1572.593,21180.0,21180.0,9688.42,130486.0,130486.0
2022-09-01,0.0,0.0,0.0,1731.011,22200.0,22200.0,10328.989,132468.0,132468.0
2022-10-01,198.941,2895.0,2895.0,1212.301,17640.0,17640.0,9028.758,131376.0,131376.0
2022-11-01,271.289,3678.0,3678.0,1752.476,23760.0,23760.0,9914.235,134417.0,134417.0
2022-12-01,0.0,0.0,0.0,2107.892,29280.0,29280.0,9898.108,137491.0,137491.0
2023-01-01,0.0,0.0,0.0,1608.072,21949.0,21949.0,11089.928,151368.0,151368.0
2023-02-01,0.0,0.0,0.0,1537.986,21645.0,21645.0,9982.014,140482.0,140482.0
2023-03-01,0.0,0.0,0.0,2186.801,29366.0,29366.0,10561.199,141826.0,141826.0
2023-04-01,584.891,7986.0,7986.0,2006.019,27390.0,27390.0,8641.09,117986.0,117986.0
2023-05-01,415.486,6645.0,6645.0,1176.67,18818.0,18818.0,7941.844,127008.0,127008.0
2023-06-01,0.0,0.0,0.0,2172.99,27117.0,27117.0,9727.01,121384.0,121384.0
2023-07-01,8.002,109.0,109.0,2131.8,29093.0,29093.0,9480.198,129377.0,129377.0
2023-08-01,0.0,0.0,0.0,2231.089,30826.0,30826.0,9920.911,137071.0,137071.0
2023-09-01,0.0,0.0,0.0,2302.444,30461.0,30461.0,9569.556,126603.0,126603.0
2023-10-01,0.0,0.0,0.0,2456.04,30582.0,30582.0,10017.96,124743.0,124743.0
2023-11-01,0.0,0.0,0.0,2354.671,30643.0,30643.0,9867.329,128411.0,128411.0
2023-12-01,174.751,2496.0,2496.0,1885.74,26934.0,26934.0,9461.509,135141.0,135141.0
2024-01-01,0.0,0.0,0.0,2156.475,27998.0,27998.0,10597.525,137592.0,137592.0
2024-02-01,1.287,17.0,17.0,2289.624,29610.0,29610.0,9343.089,120826.0,120826.0
2024-03-01,0.0,0.0,0.0,2604.873,33896.0,33896.0,10065.127,130973.0,130973.0
2024-04-01,2.842,37.0,37.0,1804.417,23773.0,23773.0,7334.741,96634.0,96634.0
2024-05-01,2.523,31.0,31.0,2119.068,26205.0,26205.0,8644.409,106898.0,106898.0
2024-06-01,0.0,0.0,0.0,220.727,2584.0,2584.0,1165.273,13642.0,13642.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
