measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2015-04-01,10418.328,97088.0,97088.0
2015-05-01,11664.83,108705.0,108705.0
2015-06-01,11319.985,105491.0,105491.0
2015-07-01,11661.63,108675.0,108675.0
2015-08-01,11599.399,108095.0,108095.0
2015-09-01,9715.432,90538.0,90538.0
2015-10-01,10856.579,101172.0,101172.0
2015-11-01,10426.786,97167.0,97167.0
2015-12-01,10730.64,99999.0,99999.0
2016-01-01,10173.41,93921.0,93921.0
2016-02-01,9520.484,87893.0,87893.0
2016-03-01,10138.028,93594.0,93594.0
2016-04-01,9320.518,86047.0,86047.0
2016-05-01,10641.519,98243.0,98243.0
2016-06-01,10222.373,94373.0,94373.0
2016-07-01,10946.559,101059.0,101059.0
2016-08-01,10976.391,101334.0,101334.0
2016-09-01,10748.465,99230.0,99230.0
2016-10-01,10720.368,98970.0,98970.0
2016-11-01,10621.122,98054.0,98054.0
2016-12-01,11256.763,103922.0,103922.0
2017-01-01,10259.413,94520.0,94520.0
2017-02-01,8981.6,82747.0,82747.0
2017-03-01,10046.955,92563.0,92563.0
2017-04-01,9739.638,89731.0,89731.0
2017-05-01,9449.212,87056.0,87056.0
2017-06-01,9405.583,86654.0,86654.0
2017-07-01,9973.86,91889.0,91889.0
2017-08-01,9913.076,91329.0,91329.0
2017-09-01,9741.563,89749.0,89749.0
2017-10-01,8755.4,80664.0,80664.0
2017-11-01,9482.981,87367.0,87367.0
2017-12-01,9839.719,90653.0,90653.0
2018-01-01,9556.12,86999.0,86999.0
2018-02-01,9100.459,82851.0,82851.0
2018-03-01,9717.976,88472.0,88472.0
2018-04-01,8443.841,76873.0,76873.0
2018-05-01,9935.969,90457.0,90457.0
2018-06-01,9488.196,86381.0,86381.0
2018-07-01,9883.331,89978.0,89978.0
2018-08-01,9830.779,89499.0,89499.0
2018-09-01,9533.277,86791.0,86791.0
2018-10-01,9141.855,83227.0,83227.0
2018-11-01,9479.592,86302.0,86302.0
2018-12-01,10053.605,91528.0,91528.0
2019-01-01,9404.256,83745.0,83745.0
2019-02-01,8745.651,77880.0,77880.0
2019-03-01,9645.959,85897.0,85897.0
2019-04-01,8819.795,78540.0,78540.0
2019-05-01,9367.62,83419.0,83419.0
2019-06-01,9183.324,81778.0,81778.0
2019-07-01,9521.794,84792.0,84792.0
2019-08-01,9643.62,85876.0,85876.0
2019-09-01,9450.375,84156.0,84156.0
2019-10-01,7534.158,67092.0,67092.0
2019-11-01,6598.681,58761.0,58761.0
2019-12-01,8243.767,73411.0,73411.0
2020-01-01,6940.19,60845.0,60845.0
2020-02-01,7607.324,66693.0,66693.0
2020-03-01,9651.97,84619.0,84619.0
2020-04-01,9275.028,81314.0,81314.0
2020-05-01,9188.969,80560.0,80560.0
2020-06-01,8558.578,75033.0,75033.0
2020-07-01,9249.96,81094.0,81094.0
2020-08-01,9281.564,81371.0,81371.0
2020-09-01,8711.994,76378.0,76378.0
2020-10-01,8368.604,73368.0,73368.0
2020-11-01,9208.547,80731.0,80731.0
2020-12-01,9016.272,79046.0,79046.0
2021-01-01,8077.711,71439.0,71439.0
2021-02-01,8005.823,70803.0,70803.0
2021-03-01,7983.455,70606.0,70606.0
2021-04-01,8012.871,70866.0,70866.0
2021-05-01,8078.948,71450.0,71450.0
2021-06-01,8053.576,71226.0,71226.0
2021-07-01,8738.381,77282.0,77282.0
2021-08-01,8607.647,76126.0,76126.0
2021-09-01,8527.305,75415.0,75415.0
2021-10-01,8023.106,70956.0,70956.0
2021-11-01,8320.793,73589.0,73589.0
2021-12-01,8894.384,78662.0,78662.0
2022-01-01,7578.632,25858.0,25858.0
2022-02-01,6277.476,21419.0,21419.0
2022-03-01,6868.722,23436.0,23436.0
2022-04-01,7081.454,24162.0,24162.0
2022-05-01,7199.927,24566.0,24566.0
2022-06-01,6911.878,23583.0,23583.0
2022-07-01,7286.398,24861.0,24861.0
2022-08-01,7213.179,24611.0,24611.0
2022-09-01,6968.074,23775.0,23775.0
2022-10-01,7106.724,24248.0,24248.0
2022-11-01,6966.705,23770.0,23770.0
2022-12-01,7435.831,25371.0,25371.0
2023-01-01,7361.0,25116.0,25116.0
2023-02-01,4131.0,14095.0,14095.0
2023-03-01,5112.0,17442.0,17442.0
2023-04-01,3634.0,12399.0,12399.0
2023-05-01,8363.0,28535.0,28535.0
2023-06-01,7025.0,23969.0,23969.0
2023-07-01,7282.0,24846.0,24846.0
2023-08-01,7755.0,26460.0,26460.0
2023-09-01,7204.0,24580.0,24580.0
2023-10-01,7535.0,25709.0,25709.0
2023-11-01,3851.0,13140.0,13140.0
2023-12-01,8059.0,27497.0,27497.0
2024-01-01,7958.0,27153.0,27153.0
2024-02-01,7082.0,24164.0,24164.0
2024-03-01,3690.0,12590.0,12590.0
2024-04-01,0.0,0.0,0.0
2024-05-01,9027.0,30800.0,30800.0
2024-06-01,7903.0,26965.0,26965.0
2024-07-01,8364.0,28538.0,28538.0
2024-08-01,7926.0,27044.0,27044.0
2024-09-01,7268.0,24798.0,24798.0
2024-10-01,7571.0,25832.0,25832.0
2024-11-01,6463.0,22052.0,22052.0
2024-12-01,8055.0,27484.0,27484.0
