measured_on,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Generation,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Steam Part Generation,Municiapl Landfill Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Biomass Gas-Combined Cycle Combustion Turbine Part Generation,Other Biomass Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Biomass Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Biomass Gas-Combined Cycle Steam Part Generation,Other Biomass Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Biomass Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Combustion Turbine Part Generation,Other Gases-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2004-08-01,,,,,,,708.09331,9389.59,9459.0,179.74459000000002,0.0,0.0,11712.52069,155312.51,156460.64,2973.14241,0.0,0.0,,,,,,
2004-09-01,,,,,,,655.87979,8548.09,8761.51,152.38991,0.0,0.0,11712.52121,152649.47,156460.64,2721.33709,0.0,0.0,,,,,,
2004-10-01,,,,,,,625.89269,8103.75,8360.93,140.36180000000002,0.0,0.0,11712.52131,151647.9,156460.64,2626.6332,0.0,0.0,,,,,,
2004-11-01,,,,,,,590.21925,7536.44,7884.39,122.39313,0.0,0.0,11712.52075,149555.81,156460.64,2428.81287,0.0,0.0,,,,,,
2004-12-01,,,,,,,643.56841,8355.29,8597.05,146.47118,0.0,0.0,11712.52059,152060.84,156460.64,2665.67882,0.0,0.0,,,,,,
2005-01-01,,,,,,,361.04949,4562.47,4696.2,70.35755999999999,0.0,0.0,12673.53551,160151.56,164845.7,2469.68644,0.0,0.0,,,,,,
2005-02-01,,,,,,,325.88482,4117.02,4238.81,63.402609999999996,0.0,0.0,10808.80118,136551.54,140590.94,2102.90939,0.0,0.0,,,,,,
2005-03-01,,,,,,,351.69533,4443.82,4574.53,68.49228,0.0,0.0,12075.10067,152573.91,157061.82,2351.61272,0.0,0.0,,,,,,
2005-04-01,,,,,,,353.38447,4463.35,4596.5,68.64972,0.0,0.0,11148.94853,140814.35,145015.26,2165.83428,0.0,0.0,,,,,,
2005-05-01,,,,,,,388.12397,4902.06,5048.36,75.39277,0.0,0.0,12215.45903,154282.83,158887.47,2372.84323,0.0,0.0,,,,,,
2005-06-01,,,,,,,498.52309,6286.27,6484.33,95.87908999999999,0.0,0.0,11844.51191,149356.84,154062.52,2278.01091,0.0,0.0,,,,,,
2005-07-01,,,,,,,638.36842,8039.71,8303.31,121.83078,0.0,0.0,12725.23858,160263.57,165518.21,2428.57522,0.0,0.0,,,,,,
2005-08-01,,,,,,,661.55273,8326.88,8604.87,125.79978,0.0,0.0,12257.89527,154288.47,159439.44,2330.94122,0.0,0.0,,,,,,
2005-09-01,,,,,,,498.95208,6291.04,6489.91,95.9004,0.0,0.0,11670.34992,147145.56,151797.18,2243.0836,0.0,0.0,,,,,,
2005-10-01,,,,,,,387.28289,4886.32,5037.42,74.74540999999999,0.0,0.0,10071.40611,127070.07,130999.6,1943.77659,0.0,0.0,,,,,,
2005-11-01,,,,,,,345.54871,4364.99,4494.58,67.18509,0.0,0.0,11214.47329,141661.71,145867.56,2180.43191,0.0,0.0,,,,,,
2005-12-01,,,,,,,394.26139,4979.85,5128.19,76.61134,0.0,0.0,12548.98361,158504.18,163225.65,2438.46966,0.0,0.0,,,,,,
2006-01-01,,,,,,,356.29888,4259.31,4433.65,46.44217,0.0,0.0,14720.03312,175967.76,183170.59,1918.69883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,,,,,,,314.13996,3787.34,3909.04,43.97396,0.0,0.0,13183.38204,158941.64,164049.07,1845.43704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,,,,,,,347.95243,4306.27,4329.79,59.229279999999996,0.0,0.0,11835.74057,146479.46,147279.53,2014.70772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,,,,,,,331.52959,4125.43,4125.43,59.02899,0.0,0.0,10760.62541,133901.19,133901.19,1915.93401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,,,,,,,386.42515000000003,4775.8,4808.53,65.1529,0.0,0.0,12523.24185,154773.68,155834.53,2111.4711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,,,,,,,409.59204,5096.81,5096.81,91.05354,0.0,0.0,8517.33196,105986.49,105986.49,1893.42846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,,,,,,,461.18234,5706.19,5738.78,78.36937,0.0,0.0,11297.19066,139779.57,140578.0,1919.74763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-01,,,,,,,476.42946,5928.51,5928.51,89.59204,0.0,0.0,11104.34454,138178.31,138178.31,2088.15996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,,,,,,,387.92631,4819.5,4827.21,67.78452,0.0,0.0,10326.09769,128288.94,128494.1,1804.33648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-01,,,,,,,406.65879,5016.24,5060.31,67.65502,0.0,0.0,11832.98221,145962.96,147245.21,1968.62998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,,,,,,,343.51083,4167.57,4274.52,50.55639,0.0,0.0,12997.18517,157685.61,161732.1,1912.86761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,,,,,,,385.21006,4633.7,4793.41,52.93255,0.0,0.0,13329.52894,160341.35,165867.67,1831.63945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,336.305,4590.0,4674.0,54.736000000000004,0.0,0.0,11055.52,129772.0,153651.0,1799.3480000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,305.90700000000004,4174.0,4252.0,49.648,0.0,0.0,10099.01,118545.0,140357.0,1639.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,282.97200000000004,3846.0,3933.0,44.695,0.0,0.0,10906.393,128022.0,151578.0,1722.6360000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,281.66200000000003,3860.0,3915.0,47.246,0.0,0.0,10211.258,119862.0,141917.0,1712.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,314.171,4337.0,4366.0,55.371,0.0,0.0,10150.282,119146.0,141069.0,1788.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,371.456,5162.0,5162.0,68.784,0.0,0.0,10747.353,126155.0,149368.0,1990.1190000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,506.004,7033.0,7033.0,111.86200000000001,0.0,0.0,10978.902,128873.0,152586.0,2427.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,560.957,7796.0,7796.0,125.21300000000001,0.0,0.0,11023.524,129396.0,153206.0,2460.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,442.045,6144.0,6144.0,86.91,0.0,0.0,10625.901,124729.0,147680.0,2089.1530000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,418.928,5823.0,5823.0,83.376,0.0,0.0,9410.919,110467.0,130794.0,1872.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,398.295,5466.0,5535.0,67.35900000000001,0.0,0.0,10828.613,127108.0,150497.0,1831.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,443.838,6096.0,6169.0,75.428,0.0,0.0,10981.783,128907.0,152626.0,1866.2910000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,828.5260000000001,10101.0,11673.0,29.004,0.0,0.0,9626.213,117350.0,135630.0,336.97200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,694.2280000000001,8463.0,9782.0,24.302,0.0,0.0,10000.436,121911.0,140903.0,350.07300000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,651.5310000000001,7942.0,9180.0,22.807000000000002,0.0,0.0,10814.388,131834.0,152372.0,378.56600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,741.172,9036.0,10443.0,25.945,0.0,0.0,10344.998,126112.0,145758.0,362.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,589.118,7181.0,8301.0,20.622,0.0,0.0,9276.061,113080.0,130697.0,324.71500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,644.794,7860.0,9085.0,22.571,0.0,0.0,9964.300000000001,121470.0,140394.0,348.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,844.557,10295.0,11900.0,29.564,0.0,0.0,10485.755,127828.0,147741.0,367.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,988.041,12045.0,13921.0,34.587,0.0,0.0,10786.552,131495.0,151980.0,377.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,889.91,10849.0,12538.0,31.152,0.0,0.0,9803.302,119508.0,138126.0,343.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,829.6320000000001,10114.0,11689.0,29.042,0.0,0.0,10454.052,127441.0,147295.0,365.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,722.5060000000001,8808.0,10179.0,25.292,0.0,0.0,10809.355,131773.0,152301.0,378.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,808.23,9853.0,11388.0,28.293000000000003,0.0,0.0,11066.343,134905.0,155922.0,387.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1088.861,12810.0,15908.0,0.0,0.0,0.0,7878.65,92688.0,115110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1001.878,11786.0,14638.0,0.0,0.0,0.0,9524.8,112053.0,139162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,932.243,10967.0,13621.0,0.0,0.0,0.0,10338.046,121621.0,151043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,800.815,9421.0,11700.0,0.0,0.0,0.0,9386.437,110426.0,137140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,813.6070000000001,9572.0,11887.0,0.0,0.0,0.0,9889.02,116338.0,144483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,754.068,8871.0,11017.0,0.0,0.0,0.0,10525.003,123820.0,153775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1379.796,16232.0,20159.0,0.0,0.0,0.0,10829.107,127398.0,158218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1414.871,16645.0,20672.0,0.0,0.0,0.0,9611.241,113070.0,140424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1482.6770000000001,17443.0,21663.0,0.0,0.0,0.0,10096.793,118783.0,147519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1159.432,13640.0,16939.0,0.0,0.0,0.0,10366.854,121960.0,151464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1058.81,12456.0,15470.0,0.0,0.0,0.0,9942.28,116965.0,145261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1215.344,14298.0,17757.0,0.0,0.0,0.0,10389.367,122225.0,151793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1219.4750000000001,14278.0,18438.0,0.0,0.0,0.0,10390.43,121653.0,157092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1125.861,13182.0,17022.0,0.0,0.0,0.0,9189.731,107595.0,138939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1198.959,14038.0,18127.0,0.0,0.0,0.0,8935.818000000001,104622.0,135100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1009.89,11824.0,15268.0,0.0,0.0,0.0,9247.992,108277.0,139820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,735.567,8612.0,11121.0,0.0,0.0,0.0,9442.383,110553.0,142758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,686.6270000000001,8039.0,10381.0,0.0,0.0,0.0,10639.465,124569.0,160857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1133.535,13272.0,17138.0,0.0,0.0,0.0,11118.316,130175.0,168097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1337.992,15665.0,20229.0,0.0,0.0,0.0,11185.087,130957.0,169106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1239.844,14516.0,18745.0,0.0,0.0,0.0,10549.882,123520.0,159503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1391.9170000000001,16297.0,21044.0,0.0,0.0,0.0,10073.642,117944.0,152302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1172.127,13723.0,17721.0,0.0,0.0,0.0,10650.829,124702.0,161028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1098.055,12856.0,16601.0,0.0,0.0,0.0,9892.576000000001,115824.0,149565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1573.725,18605.0,23375.0,0.0,0.0,0.0,9171.586,108430.0,136225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1551.822,18346.0,23049.0,0.0,0.0,0.0,9137.066,108022.0,135712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1234.369,14593.0,18334.0,0.0,0.0,0.0,9692.049,114584.0,143955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1051.764,12434.0,15622.0,0.0,0.0,0.0,9193.456,108689.0,136550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,938.414,11094.0,13938.0,0.0,0.0,0.0,9682.799,114474.0,143818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1044.335,12347.0,15511.0,0.0,0.0,0.0,9403.244,111169.0,139666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1674.321,19795.0,24869.0,0.0,0.0,0.0,9928.927,117384.0,147474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2055.664,24303.0,30533.0,0.0,0.0,0.0,10134.178,119811.0,150522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2086.819,24671.0,30995.0,0.0,0.0,0.0,9669.606,114318.0,143622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1671.351,19759.0,24824.0,0.0,0.0,0.0,9212.747,108917.0,136836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1647.743,19480.0,24474.0,0.0,0.0,0.0,9111.238,107717.0,135329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2143.823,25345.0,31842.0,0.0,0.0,0.0,9175.954,108482.0,136290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1604.613,18891.0,24845.0,0.0,0.0,0.0,9753.99,114835.0,151020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1604.491,18890.0,24842.0,0.0,0.0,0.0,9603.544,113064.0,148692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1526.063,17967.0,23628.0,0.0,0.0,0.0,9209.403,108424.0,142590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1413.937,16646.0,21892.0,0.0,0.0,0.0,8652.414,101866.0,133966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1404.067,16530.0,21739.0,0.0,0.0,0.0,8973.998,105652.0,138945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1486.443,17500.0,23015.0,0.0,0.0,0.0,7786.808,91675.0,120564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1757.99,20697.0,27219.0,0.0,0.0,0.0,8388.634,98761.0,129882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2314.883,27253.0,35841.0,0.0,0.0,0.0,9700.319,114203.0,150191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2102.937,24758.0,32560.0,0.0,0.0,0.0,9544.243,112366.0,147774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1945.931,22910.0,30129.0,0.0,0.0,0.0,9579.932,112786.0,148327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1680.153,19781.0,26014.0,0.0,0.0,0.0,10476.51,123341.0,162209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,18660.0,24541.0,0.0,0.0,0.0,10498.697,123603.0,162552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,,,,,,,2074.376,24535.0,34722.0,0.0,0.0,0.0,9410.624,111308.0,157520.0,0.0,0.0,0.0,,,,,,
2013-02-01,,,,,,,2188.915,26087.0,29067.0,0.0,0.0,0.0,8018.085,95558.0,106474.0,0.0,0.0,0.0,,,,,,
2013-03-01,,,,,,,915.257,11135.0,14116.0,10.832,0.0,0.0,9815.743,119424.0,151388.0,116.168,0.0,0.0,,,,,,
2013-04-01,,,,,,,256.087,3527.0,4100.0,41.188,0.0,0.0,10145.913,139744.0,162438.0,1631.812,0.0,0.0,,,,,,
2013-05-01,,,,,,,225.519,3292.0,3600.0,49.515,0.0,0.0,9580.481,139845.0,152935.0,2103.485,0.0,0.0,,,,,,
2013-06-01,,,,,,,265.355,3908.0,4174.0,61.774,0.0,0.0,8948.645,131802.0,140761.0,2083.226,0.0,0.0,,,,,,
2013-07-01,,,,,,,388.959,5505.0,6124.0,72.666,0.0,0.0,9840.041,139264.0,154927.0,1838.334,0.0,0.0,,,,,,
2013-08-01,,,,,,,102.5,1511.0,1641.0,24.591,0.0,0.0,9863.5,145452.0,157912.0,2366.409,0.0,0.0,,,,,,
2013-09-01,,,,,,,67.946,1051.0,1120.0,16.709,0.0,0.0,5572.054,86218.0,91848.0,1370.291,0.0,0.0,,,,,,
2013-10-01,,,,,,,696.3,9884.0,10831.0,123.657,0.0,0.0,7907.7,112254.0,123005.0,1404.343,0.0,0.0,,,,,,
2013-11-01,,,,,,,61.909,892.0,975.0,13.098,0.0,0.0,10029.091,144400.0,157947.0,2121.902,0.0,0.0,,,,,,
