measured_on,"Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Generation","Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Total Fuel Consumed","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Blast Furnace Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Generation","Blast Furnace Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Quantity Consumed For Electricity","Blast Furnace Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Total Fuel Consumed","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other Gases - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Generation","Other Gases - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Quantity Consumed For Electricity","Other Gases - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Subbituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Generation","Subbituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2012-04-01,,,,,,,28700.089,283808.0,283808.0,,,,-36.0,293.0,293.0,,,,2455.251,24279.0,24279.0,,,,,,,,,,83043.66,821199.0,821199.0
2012-05-01,,,,,,,65155.731,671611.0,671611.0,,,,-24.0,23.0,23.0,,,,3938.287,40595.0,40595.0,,,,,,,,,,144658.98,1491112.0,1491112.0
2012-06-01,,,,,,,59402.558,617432.0,617432.0,,,,22.0,459.0,459.0,,,,5753.499,59802.0,59802.0,,,,,,,,,,138558.94,1440185.0,1440185.0
2012-07-01,,,,,,,90761.07,891936.0,891936.0,,,,215.0,2536.0,2536.0,,,,5920.522,58183.0,58183.0,,,,,,,,,,211737.41,2080806.0,2080806.0
2012-08-01,,,,,,,31608.452,348848.0,348848.0,,,,-33.0,0.0,0.0,,,,8014.851,88456.0,88456.0,,,,,,,,,,197237.7,2176821.0,2176821.0
2012-09-01,,,,,,,12123.175,133964.0,133964.0,,,,-24.0,0.0,0.0,,,,9253.299,102252.0,102252.0,,,,,,,,,,179345.53,1981818.0,1981818.0
2012-10-01,,,,,,,4985.916,53722.0,53722.0,,,,-33.0,23.0,23.0,,,,12212.539,131587.0,131587.0,,,,,,,,,,129237.55,1392506.0,1392506.0
2012-11-01,,,,,,,12380.212,132489.0,132489.0,,,,-30.0,92.0,92.0,,,,11502.721,123099.0,123099.0,,,,,,,,,,93429.067,999849.0,999849.0
2012-12-01,,,,,,,3801.732,43362.0,43362.0,,,,-37.0,12.0,12.0,,,,14510.189,165499.0,165499.0,,,,,,,,,,137242.08,1565346.0,1565346.0
2013-01-01,,,,,,,2701.029,28645.0,28645.0,,,,-37.0,86.0,86.0,,,,9372.625,99400.0,99400.0,,,,,,,,,,146029.35,1548686.0,1548686.0
2013-02-01,,,,,,,1119.725,11711.0,11711.0,,,,-24.0,132.0,132.0,,,,2834.339,29645.0,29645.0,,,,,,,,,,84999.936,889029.0,889029.0
2013-03-01,,,,,,,4760.742,48927.0,48927.0,,,,-41.0,0.0,0.0,,,,1242.573,12770.0,12770.0,7616.37,78275.0,78275.0,,,,,,,120637.32,1239807.0,1239807.0
2013-04-01,,,,,,,11060.599,122103.0,122103.0,,,,-22.0,155.0,155.0,,,,11096.825,122503.0,122503.0,6859.451,75725.0,75725.0,,,,,,,119253.13,1316493.0,1316493.0
2013-05-01,,,,,,,31315.183,310717.0,310717.0,,,,-33.0,0.0,0.0,,,,5549.335,55062.0,55062.0,2876.763,28544.0,28544.0,,,,,,,129290.72,1282856.0,1282856.0
2013-06-01,,,,,,,43908.637,465136.0,465136.0,,,,-21.0,35.0,35.0,,,,7867.195,83339.0,83339.0,3008.705,31872.0,31872.0,,,,,,,168843.46,1788603.0,1788603.0
2013-07-01,,,,,,,43109.462,448101.0,448101.0,,,,-25.0,6.0,6.0,,,,6902.964,71753.0,71753.0,6166.163,64094.0,64094.0,,,,,,,161758.41,1681398.0,1681398.0
2013-08-01,,,,,,,66441.705,653107.0,653107.0,,,,-21.0,75.0,75.0,,,,2516.885,24740.0,24740.0,6189.191,60838.0,60838.0,,,,,,,216242.22,2125614.0,2125614.0
2013-09-01,,,,,,,49812.268,479468.0,479468.0,,,,-6.0,213.0,213.0,,,,5406.011,52036.0,52036.0,8531.574,82121.0,82121.0,,,,,,,166288.15,1600607.0,1600607.0
2013-10-01,,,,,,,47863.695,492253.0,492253.0,,,,-27.0,69.0,69.0,,,,4649.743,47820.0,47820.0,7617.51,78342.0,78342.0,,,,,,,165836.05,1705538.0,1705538.0
2013-11-01,,,,,,,50686.782,487959.0,487959.0,,,,-22.0,12.0,12.0,,,,3648.304,35122.0,35122.0,12483.351,120177.0,120177.0,,,,,,,207920.56,2001642.0,2001642.0
2013-12-01,,,,,,,43957.333,441428.0,441428.0,,,,-56.0,6.0,6.0,,,,13367.578,134240.0,134240.0,7142.91,71730.0,71730.0,,,,,,,171074.18,1717959.0,1717959.0
2014-01-01,,,,,,,81159.1,778647.0,778647.0,,,,244.0,3017.0,3017.0,,,,10713.049,102782.0,102782.0,12369.55,118674.0,118674.0,,,,,,,211052.3,2024852.0,2024852.0
2014-02-01,,,,,,,62952.114,621155.0,621155.0,,,,-2.0,278.0,278.0,,,,5907.159,58287.0,58287.0,6584.553,64970.0,64970.0,,,,,,,229759.17,2267059.0,2267059.0
2014-03-01,0.0,0.0,0.0,,,,86036.353,842228.0,842228.0,,,,8.0,1146.0,1146.0,,,,2935.271,28734.0,28734.0,6804.287,66609.0,66609.0,,,,,,,200761.09,1965294.0,1965294.0
2014-04-01,0.0,0.0,0.0,,,,61202.314,627457.0,627457.0,,,,-23.0,104.0,104.0,,,,4289.071,43972.0,43972.0,18365.414,188285.0,188285.0,,,,,,,142760.2,1463603.0,1463603.0
2014-05-01,,,,,,,58532.513,642918.0,642918.0,,,,-23.0,179.0,179.0,,,,4603.713,50567.0,50567.0,9513.107,104492.0,104492.0,,,,,,,74277.667,815862.0,815862.0
2014-06-01,,,,,,,50801.019,609943.0,609943.0,,,,-8.0,237.0,237.0,,,,7144.677,85783.0,85783.0,3385.046,40643.0,40643.0,,,,,,,50815.258,610114.0,610114.0
2014-07-01,,,,,,,98623.726,1092133.0,1092133.0,,,,-23.0,46.0,46.0,,,,10168.074,112599.0,112599.0,4270.544,47291.0,47291.0,,,,,,,98625.656,1092155.0,1092155.0
2014-08-01,,,,,,,80887.63,854293.0,854293.0,,,,-12.0,139.0,139.0,,,,4523.562,47776.0,47776.0,3720.277,39292.0,39292.0,,,,,,,91858.531,970162.0,970162.0
2014-09-01,,,,,,,56297.186,590340.0,590340.0,,,,-27.0,0.0,0.0,,,,1754.426,18397.0,18397.0,3475.092,36440.0,36440.0,,,,,,,56906.296,596728.0,596728.0
2014-10-01,,,,,,,44806.559,491246.0,491246.0,538.506,5904.0,5904.0,-13.0,0.0,0.0,,,,4784.403,52455.0,52455.0,2199.158,24111.0,24111.0,,,,,,,44814.374,491332.0,491332.0
2014-11-01,,,,,,,41512.409,447128.0,447128.0,4964.822,53476.0,53476.0,-58.0,0.0,0.0,,,,9848.965,106083.0,106083.0,2368.95,25516.0,25516.0,,,,,,,41517.854,447187.0,447187.0
2014-12-01,,,,,,,77410.223,890209.0,890209.0,0.0,0.0,0.0,-33.0,104.0,104.0,,,,11177.686,128542.0,128542.0,13438.188,154538.0,154538.0,,,,,,,82607.903,949982.0,949982.0
2015-01-01,,,,,,,70398.105,791536.0,791536.0,10141.56,114029.0,114029.0,-48.0,0.0,81.0,,,,14137.832,158962.0,158962.0,13496.356,151749.0,151749.0,,,,,,,147576.15,1659304.0,1659304.0
2015-02-01,,,,,,,53155.656,582857.0,582857.0,10498.153,115113.0,115113.0,-45.0,0.0,0.0,,,,8354.585,91609.0,91609.0,11517.279,126288.0,126288.0,,,,,,,128841.33,1412757.0,1412757.0
2015-03-01,,,,,,,65561.7,697182.0,697182.0,8963.127,95314.0,95314.0,-27.0,133.0,133.0,,,,10075.904,107147.0,107147.0,10610.968,112837.0,112837.0,,,,,,,182153.3,1937015.0,1937015.0
2015-04-01,,,,,,,38272.081,437731.0,437731.0,8169.734,93440.0,93440.0,13.0,603.0,741.0,,,,6186.679,70759.0,70759.0,11634.766,133071.0,133071.0,,,,,,,98613.74,1127879.0,1127879.0
2015-05-01,,,,,,,57976.205,651011.0,651011.0,12943.921,145346.0,145346.0,-1.0,151.0,151.0,,,,14014.873,157372.0,157372.0,6332.439,71107.0,71107.0,,,,,,,139980.56,1571833.0,1571833.0
2015-06-01,,,,,,,40684.114,470551.0,470551.0,10620.674,122838.0,122838.0,-1.0,296.0,353.0,,,,10568.5,122235.0,122235.0,4413.368,51045.0,51045.0,,,,,,,101020.34,1168398.0,1168398.0
2015-07-01,,,,,,,29132.177,309681.0,309681.0,9740.686,103546.0,103546.0,-9.0,151.0,151.0,,,,10931.472,116204.0,116204.0,2735.365,29078.0,29078.0,,,,,,,113624.3,1207850.0,1207850.0
2015-08-01,,,,,,,10297.589,121271.0,121271.0,12193.246,143596.0,143596.0,-27.0,0.0,0.0,,,,14071.687,165717.0,165717.0,6252.31,73631.0,73631.0,,,,,,,91846.168,1081640.0,1081640.0
2015-09-01,,,,,,,25949.746,297713.0,297713.0,10738.343,123197.0,123197.0,120.0,1479.0,1853.0,,,,15254.762,175013.0,175013.0,6811.855,78150.0,78150.0,,,,,,,80738.294,926284.0,926284.0
2015-10-01,,,,,,,3163.799,38192.0,38192.0,6331.5,76432.0,76432.0,-10.0,0.0,0.0,,,,8093.573,97703.0,97703.0,4328.423,52251.0,52251.0,,,,,,,40975.705,494643.0,494643.0
2015-11-01,,,,,,,-73.658,13036.0,17931.0,-3.387,599.0,824.0,-36.0,11.0,17.0,,,,-232.209,41098.0,56527.0,-0.002,0.0,0.0,,,,,,,-73.744,13052.0,17952.0
2015-12-01,,,,,,,-1255.582,0.0,0.0,-8.832,0.0,0.0,-34.0,0.0,116.0,,,,-122.54,0.0,0.0,-135.463,0.0,0.0,,,,,,,-2069.583,0.0,0.0
2016-01-01,,,,,,,6118.153,125433.0,125433.0,0.004,0.0,0.0,-40.0,0.0,0.0,,,,4956.932,101626.0,101626.0,1884.501,38636.0,38636.0,,,,,,,12229.41,250724.0,250724.0
2016-02-01,,,,,,,8632.961,104599.0,104599.0,2652.885,32143.0,32143.0,-40.0,0.0,0.0,,,,1962.287,23776.0,23776.0,0.0,0.0,0.0,,,,,,,20140.867,244032.0,244032.0
2016-03-01,,,,,,,781.537,10502.0,10502.0,2818.859,37879.0,37879.0,-21.0,93.0,93.0,,,,3946.364,53030.0,53030.0,1665.768,22384.0,22384.0,,,,,,,26786.472,359949.0,359949.0
2016-04-01,,,,,,,0.0,0.0,0.0,4167.922,53697.0,53697.0,-28.0,46.0,46.0,,,,6935.786,89357.0,89357.0,1888.486,24330.0,24330.0,,,,,,,37610.806,484558.0,484558.0
2016-05-01,,,,,,,0.0,0.0,0.0,8492.835,98509.0,98509.0,-30.0,0.0,0.0,,,,7008.111,81287.0,81287.0,1557.623,18067.0,18067.0,,,,,,,69275.431,803529.0,803529.0
2016-06-01,,,,,,,2394.947,27906.0,27906.0,11617.467,135368.0,135368.0,-7.0,232.0,232.0,,,,9133.861,106428.0,106428.0,3583.415,41754.0,41754.0,,,,,,,99338.31,1157498.0,1157498.0
2016-07-01,,,,,,,7232.584,84756.0,84756.0,12041.327,141107.0,141107.0,35.0,926.0,926.0,,,,9165.05,107401.0,107401.0,8593.547,100704.0,100704.0,,,,,,,99095.492,1161258.0,1161258.0
2016-08-01,,,,,,,2093.585,26467.0,26467.0,5687.84,71905.0,71905.0,128.0,1725.0,1725.0,,,,8388.729,106050.0,106050.0,6650.751,84078.0,84078.0,,,,,,,64185.095,811424.0,811424.0
2016-09-01,,,,,,,0.0,0.0,0.0,11113.36,128082.0,128082.0,-11.0,168.0,168.0,,,,11137.068,128355.0,128355.0,11376.323,131113.0,131113.0,,,,,,,91267.249,1051859.0,1051859.0
2016-10-01,,,,,,,270.579,3267.0,3267.0,1965.829,23736.0,23736.0,-34.0,0.0,0.0,,,,7889.265,95259.0,95259.0,4243.24,51235.0,51235.0,,,,,,,35908.087,433571.0,433571.0
2016-11-01,,,,,,,0.0,0.0,0.0,9707.435,114115.0,114115.0,-27.0,0.0,0.0,,,,10205.136,119965.0,119965.0,11510.483,135310.0,135310.0,,,,,,,82784.946,973168.0,973168.0
2016-12-01,,,,,,,0.0,0.0,0.0,9054.243,102052.0,102052.0,-11.0,64.0,64.0,,,,8277.488,93297.0,93297.0,12352.691,139229.0,139229.0,,,,,,,103203.58,1163224.0,1163224.0
2017-01-01,,,,,,,1192.216,13511.0,13511.0,6505.618,73728.0,73728.0,-43.0,0.0,0.0,,,,8078.656,91555.0,91555.0,6777.702,76812.0,76812.0,,,,,,,89280.808,1011817.0,1011817.0
2017-02-01,,,,,,,0.0,0.0,0.0,6700.106,81920.0,81920.0,-36.0,0.0,0.0,,,,4727.545,57802.0,57802.0,10562.194,129140.0,129140.0,,,,,,,66175.155,809102.0,809102.0
2017-03-01,,,,,,,510.966,6224.0,6224.0,5218.765,63570.0,63570.0,-27.0,127.0,127.0,,,,5198.268,63320.0,63320.0,10597.61,129090.0,129090.0,,,,,,,53350.391,649863.0,649863.0
2017-04-01,,,,,,,163.417,1905.0,1905.0,4148.627,48353.0,48353.0,-34.0,87.0,87.0,,,,7678.305,89493.0,89493.0,13638.941,158965.0,158965.0,,,,,,,43894.71,511604.0,511604.0
2017-05-01,,,,,,,1.286,18.0,18.0,347.236,4977.0,4977.0,-30.0,0.0,0.0,,,,4484.007,64265.0,64265.0,5123.146,73426.0,73426.0,,,,,,,24414.325,349910.0,349910.0
2017-06-01,,,,,,,0.0,0.0,0.0,2834.947,31314.0,31314.0,-29.0,0.0,0.0,,,,8619.948,95213.0,95213.0,7643.998,84433.0,84433.0,,,,,,,53230.107,587963.0,587963.0
2017-07-01,,,,,,,0.0,0.0,0.0,7936.31,83149.0,83149.0,-28.0,0.0,0.0,,,,8784.473,92035.0,92035.0,10915.786,114365.0,114365.0,,,,,,,92075.431,964675.0,964675.0
2017-08-01,,,,,,,0.0,0.0,0.0,1280.582,14304.0,14304.0,-27.0,0.0,0.0,,,,3248.059,36282.0,36282.0,301.235,3365.0,3365.0,,,,,,,32657.124,364788.0,364788.0
2017-09-01,,,,,,,-30.397,0.0,0.0,-83.034,0.0,0.0,21.0,706.0,706.0,,,,-94.509,0.0,0.0,-68.671,0.0,0.0,,,,,,,-779.389,0.0,0.0
2017-10-01,,,,,,,5867.477,72124.0,72124.0,3766.997,46304.0,46304.0,17.0,770.0,770.0,,,,4169.052,51246.0,51246.0,4983.612,61259.0,61259.0,,,,,,,47763.862,587117.0,587117.0
2017-11-01,,,,,,,10296.845,114810.0,114810.0,2321.193,25881.0,25881.0,-43.0,0.0,0.0,,,,5856.915,65305.0,65305.0,13030.628,145292.0,145292.0,,,,,,,87308.419,973494.0,973494.0
2017-12-01,,,,,,,4829.439,52884.0,52884.0,8499.56,93072.0,93072.0,-39.0,52.0,52.0,,,,9314.662,101998.0,101998.0,15576.384,170565.0,170565.0,,,,,,,89470.955,979730.0,979730.0
2018-01-01,,,,,,,7213.037,81423.0,81423.0,7330.21,82745.0,82745.0,-32.0,174.0,174.0,,,,8337.78,94119.0,94119.0,18450.986,208280.0,208280.0,,,,,,,94586.987,1067724.0,1067724.0
2018-02-01,,,,,,,0.0,0.0,0.0,3836.619,45681.0,45681.0,-31.0,139.0,139.0,,,,9177.155,109269.0,109269.0,13079.21,155730.0,155730.0,,,,,,,39389.016,468991.0,468991.0
2018-03-01,,,,,,,3076.519,38627.0,38627.0,2062.627,25897.0,25897.0,-43.0,0.0,0.0,,,,6727.478,84467.0,84467.0,14175.8,177985.0,177985.0,,,,,,,50449.576,633423.0,633423.0
2018-04-01,,,,,,,667.269,8028.0,8028.0,3255.85,39170.0,39170.0,-23.0,232.0,232.0,,,,11990.468,144252.0,144252.0,24524.719,295047.0,295047.0,,,,,,,82260.694,989644.0,989644.0
2018-05-01,,,,,,,2056.916,25145.0,25145.0,2221.717,27160.0,27160.0,-19.0,179.0,179.0,,,,6856.867,83822.0,83822.0,8406.13,102761.0,102761.0,,,,,,,37314.37,456152.0,456152.0
2018-06-01,,,,,,,7545.141,89860.0,89860.0,4306.723,51292.0,51292.0,31.0,596.0,596.0,,,,9735.65,115948.0,115948.0,8512.258,101378.0,101378.0,,,,,,,53599.228,638348.0,638348.0
2018-07-01,,,,,,,4713.706,54746.0,54746.0,2555.129,29676.0,29676.0,-25.0,0.0,0.0,,,,8194.479,95172.0,95172.0,12170.511,141350.0,141350.0,,,,,,,59771.175,694192.0,694192.0
2018-08-01,,,,,,,3482.128,39761.0,39761.0,4518.028,51590.0,51590.0,-18.0,69.0,69.0,,,,13648.982,155854.0,155854.0,19027.776,217273.0,217273.0,,,,,,,96308.086,1099715.0,1099715.0
2018-09-01,,,,,,,0.0,0.0,0.0,392.728,4636.0,4636.0,-3.0,278.0,278.0,,,,2991.523,35310.0,35310.0,3097.18,36557.0,36557.0,,,,,,,19136.569,225876.0,225876.0
2018-10-01,,,,,,,-41.432,0.0,0.0,-90.57,0.0,0.0,-29.0,0.0,0.0,,,,-128.235,0.0,0.0,-181.48,0.0,0.0,,,,,,,-1241.283,0.0,0.0
2018-11-01,,,,,,,-41.752,0.0,0.0,-91.27,0.0,0.0,0.0,0.0,0.0,,,,-129.225,0.0,0.0,-182.882,0.0,0.0,,,,,,,-1250.871,0.0,0.0
2018-12-01,,,,,,,-54.799,0.0,0.0,-119.791,0.0,0.0,-40.0,0.0,0.0,,,,-169.608,0.0,0.0,-240.033,0.0,0.0,,,,,,,-1641.769,0.0,0.0
2019-01-01,,,,,,,256.159,3228.0,3228.0,3428.383,43202.0,43202.0,-3.0,0.0,0.0,,,,11229.723,141510.0,141510.0,8995.737,113359.0,113359.0,,,,,,,40622.998,511906.0,511906.0
2019-02-01,,,,,,,0.0,0.0,0.0,8881.889,104390.0,104390.0,0.0,0.0,0.0,,,,13835.328,162608.0,162608.0,12848.936,151015.0,151015.0,,,,,,,61905.847,727585.0,727585.0
2019-03-01,,,,,,,496.939,5875.0,5875.0,10786.467,127531.0,127531.0,0.0,0.0,0.0,,,,10600.655,125334.0,125334.0,20503.458,242418.0,242418.0,,,,,,,61235.481,724004.0,724004.0
2019-04-01,,,,,,,-84.898,0.0,0.0,-90.119,0.0,0.0,0.0,0.0,0.0,,,,-230.392,0.0,0.0,-359.496,0.0,0.0,,,,,,,-1576.095,0.0,0.0
2019-05-01,,,,,,,-82.287,0.0,0.0,-87.347,0.0,0.0,0.0,0.0,0.0,,,,-223.306,0.0,0.0,-348.439,0.0,0.0,,,,,,,-1527.621,0.0,0.0
2019-06-01,,,,,,,0.0,0.0,0.0,4165.1,53612.0,53612.0,-2.0,81.0,81.0,,,,9353.818,120400.0,120400.0,19070.799,245474.0,245474.0,,,,,,,54303.283,698978.0,698978.0
2019-07-01,,,,,,,0.0,0.0,0.0,2968.894,35392.0,35392.0,-6.0,0.0,0.0,,,,7145.923,85186.0,85186.0,14992.245,178721.0,178721.0,,,,,,,50788.938,605450.0,605450.0
2019-08-01,,,,,,,0.0,0.0,0.0,3737.557,46138.0,46138.0,-20.0,110.0,110.0,,,,6520.069,80487.0,80487.0,12708.592,156881.0,156881.0,,,,,,,42433.782,523823.0,523823.0
2019-09-01,,,,,,,0.0,0.0,0.0,2891.052,35741.0,35741.0,-25.0,0.0,0.0,,,,7345.346,90808.0,90808.0,6663.151,82375.0,82375.0,,,,,,,26787.451,331166.0,331166.0
2019-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,,,,3016.844,37796.0,37796.0,341.269,4276.0,4276.0,,,,,,,9849.887,123402.0,123402.0
2019-11-01,,,,,,,0.0,0.0,0.0,3474.686,42284.0,42284.0,-42.0,0.0,0.0,,,,13438.498,163536.0,163536.0,15779.945,192029.0,192029.0,,,,,,,40161.871,488738.0,488738.0
2019-12-01,,,,,,,0.0,0.0,0.0,660.832,13469.0,13469.0,-27.0,127.0,127.0,,,,757.739,15444.0,15444.0,1582.847,32261.0,32261.0,,,,,,,2405.582,49030.0,49030.0
2020-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,12.0,12.0,,,,-211.791,18950.0,18950.0,-145.536,13022.0,13022.0,,,,,,,-228.673,20461.0,20461.0
2020-02-01,,,,,,,0.0,0.0,0.0,1702.326,36776.0,36776.0,-35.0,0.0,0.0,,,,5114.41,110489.0,110489.0,6562.965,141783.0,141783.0,,,,,,,3872.299,83655.0,83655.0
2020-03-01,,,,,,,0.0,0.0,0.0,167.763,1990.0,1990.0,-34.0,127.0,127.0,,,,14012.022,166230.0,166230.0,18746.323,222395.0,222395.0,,,,,,,52347.892,621025.0,621025.0
2020-04-01,,,,,,,870.995,11135.0,11135.0,0.0,0.0,0.0,-28.0,69.0,69.0,,,,5356.177,68476.0,68476.0,5600.435,71599.0,71599.0,,,,,,,21431.393,273989.0,273989.0
2020-05-01,,,,,,,2568.22,33428.0,33428.0,0.0,0.0,0.0,-33.0,0.0,0.0,,,,11240.661,146309.0,146309.0,7508.121,97726.0,97726.0,,,,,,,25094.998,326637.0,326637.0
2020-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,532.0,532.0,,,,1553.5,71217.0,71217.0,927.5,42519.0,42519.0,,,,,,,0.0,0.0,0.0
2020-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1169.0,1169.0,,,,15614.59,328746.0,328746.0,5990.41,126121.0,126121.0,,,,,,,0.0,0.0,0.0
2020-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,255.0,255.0,,,,494.811,44153.0,44153.0,153.189,13669.0,13669.0,,,,,,,0.0,0.0,0.0
2020-09-01,,,,,,,-2.198,0.0,0.0,-120.278,0.0,0.0,-28.0,0.0,0.0,,,,-245.676,0.0,0.0,-333.365,0.0,0.0,,,,,,,-1146.483,0.0,0.0
2020-10-01,,,,,,,-2.192,0.0,0.0,-119.953,0.0,0.0,-36.0,0.0,0.0,,,,-245.011,0.0,0.0,-332.463,0.0,0.0,,,,,,,-1143.381,0.0,0.0
2020-11-01,,,,,,,-2.425,0.0,0.0,-132.71,0.0,0.0,-34.0,0.0,0.0,,,,-271.068,0.0,0.0,-367.819,0.0,0.0,,,,,,,-1264.978,0.0,0.0
2020-12-01,,,,,,,-2.784,0.0,0.0,-152.366,0.0,0.0,-31.0,93.0,93.0,,,,-311.216,0.0,0.0,-422.298,0.0,0.0,,,,,,,-1452.336,0.0,0.0
2021-01-01,,,,,,,-44.338,0.0,0.0,-27.042,0.0,0.0,-24.0,203.0,203.0,,,,-768.95,0.0,0.0,-628.304,0.0,0.0,,,,,,,-1328.366,0.0,0.0
2021-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,566.0,6083.0,6083.0,,,,7586.68,160345.0,160345.0,5193.32,109761.0,109761.0,,,,,,,0.0,0.0,0.0
2021-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,,,,9503.586,201316.0,201316.0,8619.414,182587.0,182587.0,,,,,,,0.0,0.0,0.0
2021-04-01,,,,,,,-26.029,0.0,0.0,-15.875,0.0,0.0,-45.0,98.0,98.0,,,,-451.418,0.0,0.0,-368.851,0.0,0.0,,,,,,,-779.827,0.0,0.0
2021-05-01,,,,,,,-19.26,0.0,0.0,-11.747,0.0,0.0,0.0,0.0,0.0,,,,-334.027,0.0,0.0,-272.932,0.0,0.0,,,,,,,-577.034,0.0,0.0
2021-06-01,,,,,,,-18.61,0.0,0.0,-11.351,0.0,0.0,0.0,0.0,0.0,,,,-322.756,0.0,0.0,-263.722,0.0,0.0,,,,,,,-557.561,0.0,0.0
2021-07-01,,,,,,,-17.596,0.0,0.0,-10.732,0.0,0.0,-27.0,0.0,0.0,,,,-305.161,0.0,0.0,-249.345,0.0,0.0,,,,,,,-527.166,0.0,0.0
2021-08-01,,,,,,,-18.61,0.0,0.0,-11.351,0.0,0.0,-27.0,0.0,0.0,,,,-322.756,0.0,0.0,-263.722,0.0,0.0,,,,,,,-557.561,0.0,0.0
2021-09-01,,,,0.0,0.0,0.0,,,,,,,-11.0,168.0,168.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-10-01,,,,0.0,0.0,0.0,,,,,,,-22.0,6.0,6.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-11-01,,,,0.0,0.0,0.0,,,,,,,-28.0,98.0,98.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-12-01,,,,0.0,0.0,0.0,,,,,,,-41.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-01-01,,,,0.0,0.0,0.0,,,,,,,18.0,567.0,567.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
