measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2010-11-01,,,,,,,1591.0,24376.0,24376.0,0.0,0.0,0.0
2010-12-01,,,,,,,18772.0,250738.0,250738.0,0.0,0.0,0.0
2011-01-01,,,,,,,30048.0,216115.0,216115.0,0.0,0.0,0.0
2011-02-01,,,,,,,17850.0,193634.0,193634.0,0.0,0.0,0.0
2011-03-01,,,,,,,28443.0,178180.0,178180.0,0.0,0.0,0.0
2011-04-01,,,,,,,38917.0,413768.0,413768.0,0.0,0.0,0.0
2011-05-01,,,,,,,22900.0,137893.0,137893.0,0.0,0.0,0.0
2011-06-01,,,,,,,19296.0,205957.0,205957.0,0.0,0.0,0.0
2011-07-01,,,,,,,70178.0,575509.0,575509.0,0.0,0.0,0.0
2011-08-01,,,,,,,67366.0,595999.0,595999.0,0.0,0.0,0.0
2011-09-01,,,,,,,16621.0,169525.0,169525.0,0.0,0.0,0.0
2011-10-01,,,,,,,8835.0,82509.0,82509.0,0.0,0.0,0.0
2011-11-01,,,,,,,6427.0,66682.0,66682.0,0.0,0.0,0.0
2011-12-01,,,,,,,23088.0,229799.0,229799.0,0.0,0.0,0.0
2012-01-01,,,,,,,40529.0,300597.0,300597.0,0.0,0.0,0.0
2012-02-01,,,,,,,88789.0,817578.0,817578.0,0.0,0.0,0.0
2012-03-01,,,,,,,111769.0,888000.0,888000.0,0.0,0.0,0.0
2012-04-01,,,,,,,134110.0,1129000.0,1129000.0,0.0,0.0,0.0
2012-05-01,,,,,,,88608.0,802935.0,802935.0,0.0,0.0,0.0
2012-06-01,,,,,,,89738.0,727464.0,727464.0,0.0,0.0,0.0
2012-07-01,,,,,,,113435.0,1018988.0,1018988.0,0.0,0.0,0.0
2012-08-01,,,,,,,63541.0,527192.0,527192.0,0.0,0.0,0.0
2012-09-01,,,,,,,51735.0,464700.0,464700.0,0.0,0.0,0.0
2012-10-01,,,,,,,1668.0,48978.0,48978.0,0.0,0.0,0.0
2012-11-01,,,,,,,14541.0,127916.0,127916.0,0.0,0.0,0.0
2012-12-01,,,,,,,22050.0,204589.0,204589.0,0.0,0.0,0.0
2013-01-01,,,,,,,56654.0,484501.0,484501.0,0.0,0.0,0.0
2013-02-01,,,,,,,47011.0,431827.0,431827.0,0.0,0.0,0.0
2013-03-01,,,,,,,41656.0,403782.0,403782.0,0.0,0.0,0.0
2013-04-01,,,,,,,52198.0,422999.0,422999.0,0.0,0.0,0.0
2013-05-01,,,,,,,42757.0,374494.0,374494.0,0.0,0.0,0.0
2013-06-01,,,,,,,28390.0,295188.0,295188.0,0.0,0.0,0.0
2013-07-01,,,,,,,53814.0,439842.0,439842.0,0.0,0.0,0.0
2013-08-01,,,,,,,46371.0,387500.0,387500.0,0.0,0.0,0.0
2013-09-01,,,,,,,23884.0,227250.0,227250.0,0.0,0.0,0.0
2013-10-01,,,,,,,39830.0,364890.0,364890.0,0.0,0.0,0.0
2013-11-01,,,,,,,17388.0,173700.0,173700.0,0.0,0.0,0.0
2013-12-01,,,,,,,28715.0,244900.0,244900.0,0.0,0.0,0.0
2014-01-01,,,,,,,18473.0,172354.0,172354.0,0.0,0.0,0.0
2014-02-01,,,,,,,5968.0,62901.0,62901.0,0.0,0.0,0.0
2014-03-01,,,,,,,8775.0,94500.0,94500.0,0.0,0.0,0.0
2014-04-01,,,,,,,13367.0,93101.0,93101.0,0.0,0.0,0.0
2014-05-01,,,,,,,43832.0,385353.0,385353.0,,,
2014-06-01,,,,,,,39857.0,303850.0,303850.0,,,
2014-07-01,,,,,,,30366.0,317590.0,317590.0,0.0,0.0,0.0
2014-08-01,,,,,,,46647.0,410049.0,410049.0,0.0,0.0,0.0
2014-09-01,,,,,,,44892.0,385673.0,385673.0,0.0,0.0,0.0
2014-10-01,,,,,,,39585.0,351625.0,351625.0,0.0,0.0,0.0
2014-11-01,,,,,,,22443.0,210474.0,210474.0,0.0,0.0,0.0
2014-12-01,,,,,,,2379.0,30896.0,30896.0,0.0,0.0,0.0
2015-01-01,,,,,,,78858.0,638120.0,638120.0,0.0,0.0,0.0
2015-02-01,,,,,,,144285.0,1258981.0,1258981.0,0.0,0.0,0.0
2015-06-01,,,,,,,41016.0,349550.0,349550.0,0.0,0.0,0.0
2015-07-01,,,,,,,53484.0,460924.0,460924.0,0.0,0.0,0.0
2015-08-01,,,,,,,38294.0,341719.0,341719.0,0.0,0.0,0.0
2015-09-01,,,,,,,66465.0,563549.0,563549.0,0.0,0.0,0.0
2015-10-01,,,,,,,110316.0,916645.0,916645.0,0.0,0.0,0.0
2015-11-01,,,,,,,156984.0,1312149.0,1312149.0,0.0,0.0,0.0
2015-12-01,,,,,,,105630.0,961915.0,961915.0,0.0,0.0,0.0
2016-01-01,,,,,,,29079.0,284773.0,284773.0,0.0,0.0,0.0
2016-02-01,,,,,,,65210.0,567581.0,567581.0,0.0,0.0,0.0
2016-03-01,,,,,,,113733.0,971516.0,971516.0,0.0,0.0,0.0
2016-04-01,,,,,,,166820.0,1335524.0,1335524.0,0.0,0.0,0.0
2016-05-01,,,,,,,81397.0,709565.0,709565.0,0.0,0.0,0.0
2016-06-01,,,,,,,93325.0,767580.0,767580.0,0.0,0.0,0.0
2016-07-01,,,,,,,90992.0,775622.0,775622.0,0.0,0.0,0.0
2016-08-01,,,,,,,112547.0,926002.0,926002.0,0.0,0.0,0.0
2016-09-01,,,,,,,88227.0,764684.0,764684.0,0.0,0.0,0.0
2016-10-01,,,,,,,78779.0,658143.0,658143.0,0.0,0.0,0.0
2016-11-01,,,,,,,84891.0,758073.0,758073.0,0.0,0.0,0.0
2016-12-01,,,,,,,75747.0,618562.0,618562.0,0.0,0.0,0.0
2017-01-01,,,,,,,36423.0,292965.0,292965.0,0.0,0.0,0.0
2017-02-01,,,,,,,26658.0,232077.0,232077.0,0.0,0.0,0.0
2017-03-01,,,,,,,107892.0,1181576.0,1181576.0,0.0,0.0,0.0
2017-04-01,,,,,,,53157.0,448130.0,448130.0,0.0,0.0,0.0
2017-05-01,,,,,,,37737.0,350099.0,350099.0,0.0,0.0,0.0
2017-06-01,,,,,,,49800.0,426998.0,426998.0,0.0,0.0,0.0
2017-07-01,,,,,,,69102.0,599900.0,599900.0,0.0,0.0,0.0
2017-08-01,,,,,,,57441.0,470199.0,470199.0,0.0,0.0,0.0
2017-09-01,,,,,,,25467.0,217172.0,217172.0,0.0,0.0,0.0
2017-10-01,,,,,,,-432.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,,,,,,,6321.0,63009.0,63009.0,0.0,0.0,0.0
2017-12-01,,,,,,,95010.0,781001.0,781001.0,0.0,0.0,0.0
2018-01-01,,,,,,,79872.0,718242.0,718242.0,0.0,0.0,0.0
2018-02-01,,,,,,,105174.0,798500.0,798500.0,0.0,0.0,0.0
2018-03-01,,,,,,,192294.0,1556498.0,1556498.0,0.0,0.0,0.0
2018-04-01,,,,,,,195267.0,1551995.0,1551995.0,0.0,0.0,0.0
2018-05-01,,,,,,,151476.0,1284110.0,1284110.0,0.0,0.0,0.0
2018-06-01,,,,,,,155598.0,1235904.0,1235904.0,0.0,0.0,0.0
2018-07-01,,,,,,,153474.0,1272739.0,1272739.0,0.0,0.0,0.0
2018-08-01,,,,,,,178173.0,1424759.0,1424759.0,0.0,0.0,0.0
2018-09-01,,,,,,,129951.0,1053001.0,1053001.0,0.0,0.0,0.0
2018-10-01,,,,,,,61137.0,501634.0,501634.0,0.0,0.0,0.0
2018-11-01,,,,,,,31956.0,284373.0,284373.0,0.0,0.0,0.0
2018-12-01,,,,,,,72036.0,610000.0,610000.0,0.0,0.0,0.0
2019-01-01,,,,,,,139362.0,1148500.0,1148500.0,0.0,0.0,0.0
2019-02-01,,,,,,,100299.0,846000.0,846000.0,0.0,0.0,0.0
2019-03-01,,,,,,,130860.0,1078999.0,1078999.0,0.0,0.0,0.0
2019-04-01,,,,,,,108936.0,890946.0,890946.0,0.0,0.0,0.0
2019-05-01,,,,,,,26835.0,213999.0,213999.0,0.0,0.0,0.0
2019-06-01,,,,,,,64230.0,528999.0,528999.0,0.0,0.0,0.0
2019-07-01,,,,,,,98067.0,851933.0,851933.0,0.0,0.0,0.0
2019-08-01,,,,,,,173079.0,1397000.0,1397000.0,0.0,0.0,0.0
2019-09-01,,,,,,,145464.0,1169999.0,1169999.0,0.0,0.0,0.0
2019-10-01,,,,,,,95337.0,815989.0,815989.0,0.0,0.0,0.0
2019-11-01,,,,,,,203184.0,1610983.0,1610983.0,0.0,0.0,0.0
2019-12-01,,,,,,,137148.0,1145910.0,1145910.0,0.0,0.0,0.0
2020-01-01,,,,,,,140871.0,1121000.0,1121000.0,0.0,0.0,0.0
2020-02-01,,,,,,,133299.0,1121999.0,1121999.0,0.0,0.0,0.0
2020-03-01,,,,,,,57438.0,424849.0,424849.0,0.0,0.0,0.0
2020-04-01,,,,,,,176709.0,1476999.0,1476999.0,0.0,0.0,0.0
2020-05-01,,,,,,,193236.0,1558999.0,1558999.0,0.0,0.0,0.0
2020-06-01,,,,,,,181959.0,1502997.0,1502997.0,0.0,0.0,0.0
2020-07-01,,,,,,,186879.0,1553001.0,1553001.0,0.0,0.0,0.0
2020-08-01,,,,,,,179508.0,1468999.0,1468999.0,0.0,0.0,0.0
2020-09-01,,,,,,,24279.0,198970.0,198970.0,0.0,0.0,0.0
2020-10-01,,,,,,,104292.0,874999.0,874999.0,0.0,0.0,0.0
2020-11-01,,,,,,,98808.0,794000.0,794000.0,0.0,0.0,0.0
2020-12-01,,,,,,,198654.0,1646501.0,1646501.0,0.0,0.0,0.0
2021-01-01,,,,,,,137235.0,1145808.0,1145808.0,0.0,0.0,0.0
2021-02-01,,,,,,,166317.0,1375442.0,1375442.0,0.0,0.0,0.0
2021-03-01,,,,,,,54654.0,430755.0,430755.0,0.0,0.0,0.0
2021-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,,,,,,,14007.0,138999.0,138999.0,0.0,0.0,0.0
2021-06-01,,,,,,,130638.0,1137401.0,1137401.0,0.0,0.0,0.0
2021-07-01,,,,,,,145395.0,1181958.0,1181958.0,0.0,0.0,0.0
2021-08-01,,,,,,,171384.0,1361000.0,1361000.0,0.0,0.0,0.0
2021-09-01,,,,,,,125907.0,1063499.0,1063499.0,0.0,0.0,0.0
2021-10-01,,,,,,,116613.0,964863.0,964863.0,0.0,0.0,0.0
2021-11-01,,,,,,,53796.0,488999.0,488999.0,0.0,0.0,0.0
2021-12-01,,,,,,,158010.0,1216993.0,1216993.0,0.0,0.0,0.0
2022-01-01,,,,,,,215724.0,1858036.0,1858036.0,0.0,0.0,0.0
2022-02-01,,,,,,,189372.0,1506000.0,1506000.0,0.0,0.0,0.0
2022-03-01,,,,,,,158421.0,1234383.0,1234383.0,0.0,0.0,0.0
2022-04-01,,,,,,,72108.0,609599.0,609599.0,0.0,0.0,0.0
2022-05-01,,,,,,,83583.0,735441.0,735441.0,0.0,0.0,0.0
2022-06-01,,,,,,,167202.0,1388099.0,1388099.0,0.0,0.0,0.0
2022-07-01,,,,,,,185571.0,1477036.0,1477036.0,0.0,0.0,0.0
2022-08-01,,,,,,,180693.0,1519351.0,1519351.0,0.0,0.0,0.0
2022-09-01,,,,,,,154710.0,1304970.0,1304970.0,0.0,0.0,0.0
2022-10-01,,,,,,,24252.0,189277.0,189277.0,0.0,0.0,0.0
2022-11-01,,,,,,,0.0,373.0,373.0,0.0,0.0,0.0
2022-12-01,,,,,,,120114.0,1012237.0,1012237.0,0.0,0.0,0.0
2023-01-01,,,,,,,183108.0,1525232.0,1525232.0,0.0,0.0,0.0
2023-02-01,,,,,,,139224.0,1164700.0,1164700.0,0.0,0.0,0.0
2023-03-01,,,,,,,107532.0,1042139.0,1042139.0,0.0,0.0,0.0
2023-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,,,,,,,37119.0,335999.0,335999.0,0.0,0.0,0.0
2023-06-01,,,,,,,125706.0,1064785.0,1064785.0,0.0,0.0,0.0
2023-07-01,,,,,,,186603.0,1544501.0,1544501.0,0.0,0.0,0.0
2023-08-01,,,,,,,132717.0,1104001.0,1104001.0,0.0,0.0,0.0
2023-09-01,,,,,,,106437.0,893999.0,893999.0,0.0,0.0,0.0
2023-10-01,,,,,,,40929.0,347295.0,347295.0,0.0,0.0,0.0
2023-11-01,,,,,,,83394.0,674600.0,674600.0,0.0,0.0,0.0
2023-12-01,,,,,,,130050.0,1124599.0,1124599.0,0.0,0.0,0.0
2024-01-01,,,,,,,168738.0,1430001.0,1430001.0,0.0,0.0,0.0
2024-02-01,,,,,,,192171.0,1589000.0,1589000.0,0.0,0.0,0.0
2024-03-01,,,,,,,207906.0,1632000.0,1632000.0,0.0,0.0,0.0
2024-04-01,,,,,,,104274.0,993100.0,993100.0,0.0,0.0,0.0
2024-05-01,,,,,,,167286.0,1365999.0,1365999.0,0.0,0.0,0.0
2024-06-01,,,,,,,186018.0,1503000.0,1503000.0,0.0,0.0,0.0
2024-07-01,,,,,,,189690.0,1574499.0,1574499.0,0.0,0.0,0.0
2024-08-01,,,,,,,191097.0,1451000.0,1451000.0,0.0,0.0,0.0
2024-09-01,,,,,,,62253.0,569091.0,569091.0,0.0,0.0,0.0
2024-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,,,,,,,121197.0,1034013.0,1034013.0,0.0,0.0,0.0
2024-12-01,,,,,,,209469.0,1675497.0,1675497.0,0.0,0.0,0.0
