measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2008-06-01,273.945,3135.0,3135.0,774.5600000000001,8864.0,8864.0,11663.495,133476.0,133476.0
2008-07-01,138.488,1672.0,1672.0,820.327,9904.0,9904.0,12299.185,148491.0,148491.0
2008-08-01,184.67600000000002,2233.0,2233.0,766.162,9264.0,9264.0,11943.162,144410.0,144410.0
2008-09-01,164.982,1870.0,1870.0,787.681,8928.0,8928.0,8161.337,92505.0,92505.0
2008-10-01,745.1120000000001,8569.0,8569.0,527.292,6064.0,6064.0,9563.596,109984.0,109984.0
2008-11-01,0.0,0.0,0.0,939.37,10272.0,10272.0,12150.630000000001,132867.0,132867.0
2008-12-01,0.0,0.0,0.0,1284.1950000000002,14464.0,14464.0,11707.805,131866.0,131866.0
2009-01-01,449.663,5599.0,5599.0,832.668,10368.0,10368.0,8685.669,108150.0,108150.0
2009-02-01,0.0,0.0,0.0,906.4240000000001,12016.0,12016.0,11035.576000000001,146293.0,146293.0
2009-03-01,180.745,2420.0,2420.0,791.0970000000001,10592.0,10592.0,10452.158,139944.0,139944.0
2009-04-01,0.0,0.0,0.0,681.255,8304.0,8304.0,12310.744999999999,150059.0,150059.0
2009-05-01,192.53300000000002,2244.0,2244.0,654.817,7632.0,7632.0,11416.65,133063.0,133063.0
2009-06-01,0.0,0.0,0.0,892.279,9744.0,9744.0,11763.721,128464.0,128464.0
2009-07-01,262.831,2827.0,2827.0,896.99,9648.0,9648.0,11888.179,127869.0,127869.0
2009-08-01,0.0,0.0,0.0,970.0870000000001,11232.0,11232.0,9445.913,109368.0,109368.0
2009-09-01,0.0,0.0,0.0,920.1940000000001,10032.0,10032.0,11217.806,122297.0,122297.0
2009-10-01,0.0,0.0,0.0,1014.253,11200.0,11200.0,11305.747,124845.0,124845.0
2009-11-01,112.93700000000001,1331.0,1331.0,1039.94,12256.0,12256.0,10649.123,125503.0,125503.0
2009-12-01,0.0,0.0,0.0,1099.269,13440.0,13440.0,10716.731,131026.0,131026.0
2010-01-01,0.0,0.0,0.0,1014.9390000000001,12400.0,12400.0,8365.061,102200.0,102200.0
2010-02-01,224.05800000000002,2772.0,2772.0,1429.056,17680.0,17680.0,10484.886,129717.0,129717.0
2010-03-01,149.506,1837.0,1837.0,1405.044,17264.0,17264.0,10919.45,134169.0,134169.0
2010-04-01,240.00400000000002,2926.0,2926.0,1233.65,15040.0,15040.0,9698.346000000001,118237.0,118237.0
2010-05-01,0.0,0.0,0.0,1451.054,17088.0,17088.0,11778.946,138712.0,138712.0
2010-06-01,158.202,1870.0,1870.0,1448.354,17120.0,17120.0,11371.444,134414.0,134414.0
2010-07-01,0.0,0.0,0.0,1375.428,16080.0,16080.0,10216.572,119441.0,119441.0
2010-08-01,160.604,1837.0,1837.0,1159.637,13264.0,13264.0,10061.759,115087.0,115087.0
2010-09-01,136.445,1408.0,1408.0,1479.191,15264.0,15264.0,11362.364,117250.0,117250.0
2010-10-01,0.0,0.0,0.0,1306.781,14240.0,14240.0,10635.219000000001,115892.0,115892.0
2010-11-01,247.453,2761.0,2761.0,1428.2520000000002,15936.0,15936.0,11330.295,126420.0,126420.0
2010-12-01,0.0,0.0,0.0,1320.6670000000001,16768.0,16768.0,11867.333,150675.0,150675.0
2011-01-01,189.715,2365.0,2365.0,1048.608,13072.0,13072.0,10661.677,132909.0,132909.0
2011-02-01,0.0,0.0,0.0,1400.658,17120.0,17120.0,10779.342,131754.0,131754.0
2011-03-01,0.0,0.0,0.0,1684.954,19008.0,19008.0,11727.046,132293.0,132293.0
2011-04-01,0.0,0.0,0.0,1549.307,19712.0,19712.0,9902.693,125993.0,125993.0
2011-05-01,324.405,3916.0,3916.0,1159.773,14000.0,14000.0,8763.822,105791.0,105791.0
2011-06-01,0.0,0.0,0.0,1205.27,13808.0,13808.0,11534.73,132146.0,132146.0
2011-07-01,0.0,0.0,0.0,1333.484,15280.0,15280.0,11742.516,134554.0,134554.0
2011-08-01,161.875,1914.0,1914.0,1289.586,15248.0,15248.0,10448.539,123543.0,123543.0
2011-09-01,232.292,2783.0,2783.0,872.076,10448.0,10448.0,7505.632,89922.0,89922.0
2011-10-01,0.0,0.0,0.0,1386.76,16288.0,16288.0,11824.24,138880.0,138880.0
2011-11-01,0.0,0.0,0.0,1102.781,13520.0,13520.0,9966.219,122185.0,122185.0
2011-12-01,203.872,2651.0,2651.0,1234.15,16048.0,16048.0,11980.978,155792.0,155792.0
2012-01-01,111.046,1408.0,1408.0,1502.912,19056.0,19056.0,11439.042,145040.0,145040.0
2012-02-01,0.0,0.0,0.0,1474.887,18176.0,18176.0,10269.113,126553.0,126553.0
2012-03-01,217.514,2717.0,2717.0,1072.12,13392.0,13392.0,6832.366,85344.0,85344.0
2012-04-01,0.0,0.0,0.0,579.658,6352.0,6352.0,4155.342,45535.0,45535.0
2012-05-01,327.342,3806.0,3806.0,1834.355,21328.0,21328.0,11140.303,129528.0,129528.0
2012-06-01,174.665,2024.0,2024.0,1665.19,19296.0,19296.0,10059.145,116564.0,116564.0
2012-07-01,150.884,1727.0,1727.0,1761.338,20160.0,20160.0,10681.778,122262.0,122262.0
2012-08-01,250.524,2827.0,2827.0,1637.668,18480.0,18480.0,9752.808,110054.0,110054.0
2012-09-01,0.0,0.0,0.0,1613.341,17008.0,17008.0,10144.659,106946.0,106946.0
2012-10-01,498.363,5830.0,5830.0,1468.931,17184.0,17184.0,10803.706,126385.0,126385.0
2012-11-01,168.384,1958.0,1958.0,1261.759,14672.0,14672.0,10818.857,125804.0,125804.0
2012-12-01,332.345,4114.0,4114.0,928.046,11488.0,11488.0,10371.609,128387.0,128387.0
2013-01-01,224.465,2805.0,2805.0,983.324,12288.0,12288.0,11524.211,144011.0,144011.0
2013-02-01,257.127,2772.0,2772.0,701.997,7568.0,7568.0,10329.876,111363.0,111363.0
2013-03-01,27.123,341.0,341.0,617.219,7760.0,7760.0,10750.658,135163.0,135163.0
2013-04-01,182.06,2277.0,2277.0,671.631,8400.0,8400.0,9693.309,121233.0,121233.0
2013-05-01,157.505,2046.0,2046.0,746.416,9696.0,9696.0,11285.079,146594.0,146594.0
2013-06-01,256.038,2882.0,2882.0,923.94,10400.0,10400.0,8174.022,92008.0,92008.0
2013-07-01,139.681,1727.0,1727.0,1101.275,13616.0,13616.0,11539.044,142667.0,142667.0
2013-08-01,277.495,2805.0,2805.0,1144.408,11568.0,11568.0,9411.097,95130.0,95130.0
2013-09-01,220.301,2453.0,2453.0,990.053,11024.0,11024.0,10647.646,118559.0,118559.0
2013-10-01,497.02,5830.0,5830.0,762.495,8944.0,8944.0,11273.485,132237.0,132237.0
2013-11-01,233.287,2849.0,2849.0,724.509,8848.0,8848.0,10124.204,123641.0,123641.0
2013-12-01,247.426,2893.0,2893.0,550.101,6432.0,6432.0,9582.473,112042.0,112042.0
2014-01-01,231.418,2805.0,2805.0,729.978,8848.0,8848.0,10956.604,132804.0,132804.0
2014-02-01,264.826,3608.0,3608.0,731.647,9968.0,9968.0,9925.527,135226.0,135226.0
2014-03-01,350.257,4455.0,4455.0,774.89,9856.0,9856.0,10677.853,135814.0,135814.0
2014-04-01,0.0,0.0,0.0,1097.683,13232.0,13232.0,10483.317,126371.0,126371.0
2014-05-01,193.438,2233.0,2233.0,924.482,10672.0,10672.0,8627.08,99589.0,99589.0
2014-06-01,0.0,0.0,0.0,1208.536,13168.0,13168.0,10032.464,109312.0,109312.0
2014-07-01,606.471,7084.0,7084.0,1088.976,12720.0,12720.0,10017.553,117012.0,117012.0
2014-08-01,182.491,2013.0,2013.0,706.393,7792.0,7792.0,9508.116,104881.0,104881.0
2014-09-01,319.771,3564.0,3564.0,816.833,9104.0,9104.0,10301.396,114814.0,114814.0
2014-10-01,199.07,2189.0,2189.0,1006.901,11072.0,11072.0,10892.029,119770.0,119770.0
2014-11-01,0.0,0.0,0.0,952.712,10352.0,10352.0,10822.288,117593.0,117593.0
2014-12-01,0.0,0.0,0.0,954.243,10352.0,10352.0,10284.757,111573.0,111573.0
2015-01-01,50.081,597.0,597.0,547.34,6528.0,6528.0,6459.579,77042.0,77042.0
2015-02-01,359.095,4543.0,4543.0,1133.17,14336.0,14336.0,9245.735,116970.0,116970.0
2015-03-01,368.835,4818.0,4818.0,1196.684,15632.0,15632.0,11404.481,148974.0,148974.0
2015-04-01,0.0,0.0,0.0,983.535,12608.0,12608.0,10147.465,130081.0,130081.0
2015-05-01,0.0,0.0,0.0,1109.216,13808.0,13808.0,10631.784,132349.0,132349.0
2015-06-01,128.706,1628.0,1628.0,1148.547,14528.0,14528.0,11116.747,140616.0,140616.0
2015-07-01,0.0,0.0,0.0,1100.04,13808.0,13808.0,10960.96,137585.0,137585.0
2015-08-01,292.204,3729.0,3729.0,1147.188,14640.0,14640.0,11272.608,143857.0,143857.0
2015-09-01,137.361,1628.0,1628.0,1156.937,13712.0,13712.0,10569.702,125272.0,125272.0
2015-10-01,375.964,4048.0,4048.0,1282.439,13808.0,13808.0,10280.597,110691.0,110691.0
2015-11-01,159.462,2288.0,2288.0,515.184,7392.0,7392.0,5955.354,85449.0,85449.0
2015-12-01,583.882,6490.0,6490.0,1186.117,13184.0,13184.0,10177.001,113120.0,113120.0
2016-01-01,594.464,7062.0,7062.0,1185.224,14080.0,14080.0,10414.312,123718.0,123718.0
2016-02-01,445.248,5324.0,5324.0,1132.021,13536.0,13536.0,9778.731,116928.0,116928.0
2016-03-01,0.0,0.0,0.0,1214.242,13936.0,13936.0,11285.758,129528.0,129528.0
2016-04-01,512.638,6314.0,6314.0,701.487,8640.0,8640.0,6398.875,78813.0,78813.0
2016-05-01,0.0,0.0,0.0,1351.873,15568.0,15568.0,11816.127,136073.0,136073.0
2016-06-01,204.655,2398.0,2398.0,1174.334,13760.0,13760.0,10417.011,122059.0,122059.0
2016-07-01,142.191,1672.0,1672.0,812.325,9552.0,9552.0,7052.484,82929.0,82929.0
2016-08-01,161.498,1881.0,1881.0,1130.574,13168.0,13168.0,10733.928,125020.0,125020.0
2016-09-01,171.749,2002.0,2002.0,1107.702,12912.0,12912.0,10562.549,123123.0,123123.0
2016-10-01,17.718,195.0,195.0,1074.571,11808.0,11808.0,10837.711,119091.0,119091.0
2016-11-01,28.194,309.0,309.0,884.404,9696.0,9696.0,9879.402,108311.0,108311.0
2016-12-01,74.969,769.0,769.0,939.137,9632.0,9632.0,9456.894,96992.0,96992.0
2017-01-01,77.681,893.0,893.0,702.716,8080.0,8080.0,7896.603,90797.0,90797.0
2017-02-01,37.542,444.0,444.0,696.089,8240.0,8240.0,7716.369,91343.0,91343.0
2017-03-01,22.637,266.0,266.0,964.662,11344.0,11344.0,10461.701,123025.0,123025.0
2017-04-01,0.0,0.0,0.0,1086.036,12768.0,12768.0,11197.964,131649.0,131649.0
2017-05-01,8.395,99.0,99.0,978.239,11536.0,11536.0,11415.366,134617.0,134617.0
2017-06-01,23.505,290.0,290.0,602.184,7440.0,7440.0,7062.311,87255.0,87255.0
2017-07-01,3.675,42.0,42.0,1002.842,11408.0,11408.0,11397.483,129654.0,129654.0
2017-08-01,22.29,248.0,248.0,900.623,10000.0,10000.0,10694.087,118741.0,118741.0
2017-09-01,0.0,0.0,0.0,989.887,10048.0,10048.0,11104.113,112714.0,112714.0
2017-10-01,0.0,0.0,0.0,998.433,10880.0,10880.0,11311.567,123263.0,123263.0
2017-11-01,212.973,2485.0,2485.0,846.098,9872.0,9872.0,9963.929,116256.0,116256.0
2017-12-01,0.0,0.0,0.0,1004.525,11024.0,11024.0,11780.475,129283.0,129283.0
2018-01-01,13.028,143.0,143.0,950.437,10432.0,10432.0,10995.535,120687.0,120687.0
2018-02-01,0.0,0.0,0.0,1106.213,11072.0,11072.0,10322.787,103320.0,103320.0
2018-03-01,42.497,550.0,550.0,788.747,10208.0,10208.0,10245.756,132601.0,132601.0
2018-04-01,15.729,174.0,174.0,925.259,10224.0,10224.0,10101.012,111615.0,111615.0
2018-05-01,0.0,0.0,0.0,850.682,11424.0,11424.0,11413.318,153272.0,153272.0
2018-06-01,22.972,255.0,255.0,916.018,10176.0,10176.0,9857.01,109501.0,109501.0
2018-07-01,12.892,165.0,165.0,568.83,7280.0,7280.0,8070.278,103285.0,103285.0
2018-08-01,12.599,140.0,140.0,891.759,9888.0,9888.0,10407.642,115402.0,115402.0
2018-09-01,0.0,0.0,0.0,856.427,9584.0,9584.0,9847.573,110201.0,110201.0
2018-10-01,103.574,1291.0,1291.0,74.428,928.0,928.0,1009.998,12593.0,12593.0
2018-11-01,0.0,0.0,0.0,934.743,10272.0,10272.0,10735.257,117971.0,117971.0
2018-12-01,56.51,623.0,623.0,762.422,8400.0,8400.0,8919.068,98266.0,98266.0
2019-01-01,322.341,3564.0,3564.0,625.145,6912.0,6912.0,11660.514,128926.0,128926.0
2019-02-01,0.0,0.0,0.0,919.765,10112.0,10112.0,10457.235,114968.0,114968.0
2019-03-01,0.0,0.0,0.0,832.618,11312.0,11312.0,11461.382,155715.0,155715.0
2019-04-01,168.179,2662.0,2662.0,560.006,8864.0,8864.0,9679.815,153216.0,153216.0
2019-05-01,0.0,0.0,0.0,788.247,10448.0,10448.0,11369.753,150703.0,150703.0
2019-06-01,0.0,0.0,0.0,618.44,8528.0,8528.0,9948.56,137186.0,137186.0
2019-07-01,222.466,2981.0,2981.0,474.037,6352.0,6352.0,7102.497,95172.0,95172.0
2019-08-01,430.754,5984.0,5984.0,468.762,6512.0,6512.0,7187.484,99848.0,99848.0
2019-09-01,206.577,2651.0,2651.0,320.424,4112.0,4112.0,6849.999,87906.0,87906.0
2019-10-01,146.058,2145.0,2145.0,0.0,0.0,0.0,684.942,10059.0,10059.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,78.0,938.0,938.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,303.0,4571.0,4571.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,164.098,2882.0,2882.0,27.331,480.0,480.0,398.571,7000.0,7000.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,254.101,3949.0,3949.0,189.433,2944.0,2944.0,1576.466,24500.0,24500.0
2021-07-01,394.057,6556.0,6556.0,114.442,1904.0,1904.0,1324.501,22036.0,22036.0
2021-08-01,224.39,3861.0,3861.0,99.496,1712.0,1712.0,1510.114,25984.0,25984.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,24.606,366.0,366.0,15.047,224.0,224.0,160.347,2387.0,2387.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
