measured_on,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Other Biomass Liquids Generation,Other Biomass Liquids Quantity Consumed For Electricity,Other Biomass Liquids Total Fuel Consumed,Petroleum Coke Generation,Petroleum Coke Quantity Consumed For Electricity,Petroleum Coke Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed
2016-05-01,6882.085,44191.0,481740.0,0.0,0.0,0.0,2888.915,18550.0,202222.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,6400.774,42136.0,457344.0,0.0,0.0,0.0,2635.226,17348.0,188290.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,7235.801,45934.0,496404.0,0.0,0.0,0.0,2907.199,18455.0,199445.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,6991.745,44628.0,479100.0,0.0,0.0,0.0,2970.255,18959.0,203533.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,0.0,1463.0,445200.0,0.0,0.0,0.0,0.0,558.0,169844.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0.0,7109.0,470808.0,0.0,0.0,0.0,0.0,2732.0,180944.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,7509.744,47433.0,522612.0,0.0,0.0,0.0,2805.256,17719.0,195221.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,6046.937,39347.0,466284.0,0.0,0.0,0.0,3320.063,21604.0,256013.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,8016.667,57045.0,473304.0,0.0,0.0,0.0,726.333,5168.0,42883.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,5805.064,40554.0,451140.0,0.0,0.0,0.0,2542.936,17765.0,197624.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,6498.792,45385.0,515916.0,0.0,0.0,0.0,2754.208,19234.0,218647.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,33984.0,0.0,0.0,0.0,0.0,0.0,166667.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,4327.511,33178.0,507048.0,0.0,0.0,0.0,1561.489,11971.0,182957.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,6507.686,42990.0,461580.0,0.0,0.0,0.0,2811.314,18572.0,199402.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,6293.666,45233.0,475056.0,0.0,0.0,0.0,2244.334,16130.0,169406.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,5493.056,40278.0,456516.0,0.0,0.0,0.0,1991.944,14606.0,165546.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,5543.106,38910.0,464304.0,0.0,0.0,0.0,2035.894,14291.0,170531.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,6518.015,45503.0,476424.0,0.0,0.0,0.0,2670.985,18647.0,195231.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,6322.652,43994.0,466884.0,0.0,0.0,0.0,2804.348,19513.0,207082.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,6605.044,46554.0,518472.0,0.0,0.0,0.0,2979.956,21004.0,233916.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,4901.936,35354.0,407925.0,0.0,0.0,0.0,3468.064,25012.0,288603.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,6983.922,43526.0,476480.0,0.0,0.0,0.0,3231.078,20137.0,220441.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,6983.661,46570.0,473683.0,0.0,0.0,0.0,3426.339,22848.0,232399.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,6220.947,43793.0,485599.0,0.0,0.0,0.0,2842.053,20007.0,221847.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,7137.961,48720.0,499707.0,0.0,0.0,0.0,2715.039,18532.0,190072.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,7374.614,49212.0,507639.0,0.0,0.0,0.0,2707.386,18067.0,186366.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,7295.909,48612.0,496122.0,0.0,0.0,0.0,2882.091,19203.0,195982.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,6742.346,46435.0,503122.0,0.0,0.0,0.0,2771.654,19089.0,206824.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,4356.404,32791.0,398346.0,0.0,0.0,0.0,2121.596,15969.0,193997.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,7331.608,49161.0,512083.0,0.0,0.0,0.0,2582.392,17316.0,180370.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,6907.374,45663.0,484436.0,0.0,0.0,0.0,3369.626,22276.0,236323.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,9640.788,64568.0,531254.0,0.0,0.0,0.0,550.212,3685.0,30319.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,6680.745,45424.0,498387.0,22.701,154.0,1694.0,3457.554,23508.0,257935.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,6138.716,41624.0,476650.0,6.253,42.0,486.0,3040.031,20613.0,236048.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,6844.094,47328.0,508886.0,10.805,75.0,803.0,3315.101,22924.0,246491.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,5740.178,41281.0,458424.0,22.798,164.0,1821.0,2724.024,19590.0,217547.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,7561.433,51774.0,548099.0,3.668,25.0,266.0,2661.899,18226.0,192951.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,6743.646,47522.0,493531.0,19.35,136.0,1416.0,2390.004,16842.0,174911.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,7139.426,50246.0,535444.0,4.855,34.0,364.0,2361.719,16621.0,177125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,7300.649,50023.0,534596.0,16.103,110.0,1179.0,2451.248,16795.0,179495.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,6719.109,46772.0,487270.0,18.172,126.0,1318.0,2631.719,18319.0,190852.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,4996.388,38307.0,427507.0,18.374,141.0,1572.0,2517.238,19299.0,215383.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,7014.528,47399.0,523467.0,12.78,86.0,954.0,3122.692,21101.0,233034.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,6998.662,45882.0,518962.0,8.107,53.0,601.0,3392.231,22239.0,251539.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,6497.76,40036.0,459962.0,9.798,60.0,694.0,3551.442,21882.0,251399.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,6869.88,42660.0,467821.0,6.621,41.0,451.0,3378.499,20979.0,230067.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,7780.549,49470.0,548946.0,1.311,8.0,92.0,3405.14,21651.0,240245.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,6074.038,40682.0,428876.0,0.0,0.0,0.0,3002.962,20113.0,212033.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,7626.626,50481.0,529328.0,1.999,13.0,139.0,2708.375,17927.0,187976.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,7431.273,48833.0,512471.0,0.838,6.0,58.0,2545.889,16730.0,175568.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,7831.155,51653.0,536025.0,0.676,4.0,46.0,2522.169,16636.0,172637.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,4426.375,34491.0,437401.0,1.228,10.0,121.0,1770.397,13795.0,174945.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,6933.287,46818.0,494766.0,2.025,14.0,145.0,2606.688,17602.0,186016.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,7040.058,47781.0,530479.0,0.0,0.0,0.0,2785.942,18908.0,209925.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,6281.706,43094.0,506150.0,2.439,17.0,197.0,2818.855,19338.0,227130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,7158.371,45294.0,510739.0,0.486,3.0,35.0,3436.143,21742.0,245164.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,6731.508,43654.0,525949.0,0.296,2.0,23.0,3620.196,23477.0,282855.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,4145.262,29968.0,383633.0,132.841,960.0,12294.0,2619.897,18940.0,242464.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,6931.7,43976.0,482644.0,7.803,50.0,543.0,3588.497,22766.0,249862.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,7290.576,45558.0,510424.0,0.0,0.0,0.0,3177.424,19855.0,222456.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,5645.137,37478.0,434107.0,0.0,0.0,0.0,3536.863,23481.0,271982.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,7277.956,45520.0,521263.0,0.0,0.0,0.0,3148.044,19689.0,225470.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,4780.648,32880.0,382955.0,0.0,0.0,0.0,2654.352,18256.0,212627.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,7096.855,47821.0,509867.0,0.0,0.0,0.0,2842.145,19151.0,204191.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,6344.08,44163.0,489728.0,0.0,0.0,0.0,2466.92,17173.0,190433.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,7322.454,49922.0,549661.0,0.0,0.0,0.0,2579.546,17587.0,193634.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,6866.373,45087.0,529607.0,0.0,0.0,0.0,2785.627,18292.0,214857.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,7580.896,48181.0,552543.0,0.0,0.0,0.0,3126.104,19868.0,227850.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,6740.399,44486.0,533333.0,0.291,2.0,23.0,3571.31,23570.0,282579.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,5605.244,37058.0,389652.0,176.241,1165.0,12252.0,3484.515,23037.0,242228.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,6183.709,42197.0,489021.0,6.847,47.0,541.0,3156.444,21539.0,249618.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,6725.481,44872.0,511689.0,0.0,0.0,0.0,2934.519,19579.0,223264.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,5336.611,37509.0,442710.0,0.0,0.0,0.0,3275.389,23021.0,271717.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,6790.404,45489.0,555268.0,0.0,0.0,0.0,2754.596,18453.0,225250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,6597.928,43766.0,394023.0,0.0,0.0,0.0,3560.072,23615.0,212604.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,7157.832,47859.0,528814.0,0.0,0.0,0.0,2761.168,18462.0,203992.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,7110.392,47197.0,501456.0,0.0,0.0,0.0,2697.608,17906.0,190247.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,-1250.43,11078.0,559192.0,0.0,0.0,0.0,-432.57,3832.0,193445.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,5996.052,41315.0,540103.0,0.0,0.0,0.0,2382.948,16419.0,214647.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,5484.972,38908.0,553912.0,0.0,0.0,0.0,2254.028,15989.0,227628.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,5638.883,40641.0,488212.0,6.52,47.0,564.0,3387.597,24415.0,293296.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,4162.508,30907.0,382437.0,9.341,69.0,858.0,3224.151,23939.0,296224.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,6463.788,44483.0,531453.0,0.0,0.0,0.0,3327.212,22897.0,273563.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,4776.877,33417.0,394379.0,0.0,0.0,0.0,3118.123,21813.0,257433.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,6705.734,44522.0,508071.0,0.0,0.0,0.0,3251.266,21586.0,246337.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,6768.529,44670.0,500045.0,0.0,0.0,0.0,3099.471,20455.0,228983.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,6320.823,42366.0,471000.0,16.774,112.0,1250.0,3336.403,22363.0,248614.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,6077.192,40478.0,444263.0,36.402,242.0,2661.0,3768.406,25100.0,275483.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,6296.044,41824.0,442059.0,0.0,0.0,0.0,3580.956,23788.0,251426.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,4306.01,30606.0,341095.0,0.0,0.0,0.0,2800.99,19909.0,221877.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,6458.448,41953.0,489808.0,0.0,0.0,0.0,3523.552,22888.0,267226.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,6413.984,41311.0,503094.0,14.614,94.0,1146.0,3824.402,24632.0,299975.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,5683.621,39155.0,498946.0,52.228,360.0,4585.0,3687.151,25401.0,323682.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,5187.644,35469.0,402340.0,0.0,0.0,0.0,3750.356,25642.0,290868.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,6657.606,44216.0,480800.0,0.0,0.0,0.0,3853.394,25592.0,278285.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,6557.069,43649.0,472318.0,7.837,52.0,564.0,3780.094,25163.0,272287.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,4858.407,33600.0,352723.0,0.0,0.0,0.0,3578.593,24749.0,259808.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,6346.182,41293.0,448866.0,0.0,0.0,0.0,3909.818,25440.0,276542.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,6951.672,43802.0,468740.0,0.0,0.0,0.0,4407.328,27770.0,297179.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,7657.291,48065.0,502037.0,39.886,250.0,2615.0,4130.823,25929.0,270830.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,7213.331,45713.0,478281.0,29.189,185.0,1935.0,3839.48,24332.0,254577.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,7357.902,46276.0,482115.0,10.549,66.0,691.0,4378.549,27538.0,286897.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,7133.883,44200.0,464152.0,0.0,0.0,0.0,4545.117,28161.0,295719.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,6296.114,40195.0,445398.0,0.0,0.0,0.0,4256.886,27176.0,301139.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
