measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other Gases - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Generation","Other Gases - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Quantity Consumed For Electricity","Other Gases - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Total Fuel Consumed"
2008-07-01,128.648,1957.0,1957.0,10416.222,158488.0,158488.0
2008-08-01,171.29600000000002,2651.0,2651.0,11419.234,176697.0,176697.0
2008-09-01,57.679,887.0,887.0,11462.041000000001,176274.0,176274.0
2008-10-01,120.153,1846.0,1846.0,10453.817,160616.0,160616.0
2008-11-01,190.785,2837.0,2837.0,8254.035,122730.0,122730.0
2008-12-01,1574.923,32192.0,32192.0,2631.967,53798.0,53798.0
2009-01-01,599.325,9123.0,9123.0,6706.715,102089.0,102089.0
2009-02-01,206.25400000000002,2892.0,2892.0,5637.996,79067.0,79067.0
2009-03-01,153.219,2127.0,2127.0,6366.151000000001,88391.0,88391.0
2009-04-01,151.48,2158.0,2158.0,5567.64,79320.0,79320.0
2009-05-01,107.759,1700.0,1700.0,3251.351,51298.0,51298.0
2009-06-01,60.804,887.0,887.0,8235.606,120146.0,120146.0
2009-07-01,268.195,3936.0,3936.0,7475.3150000000005,109707.0,109707.0
2009-08-01,168.406,2522.0,2522.0,9105.764000000001,136361.0,136361.0
2009-09-01,0.0,0.0,0.0,11218.05,171021.0,171021.0
2009-10-01,194.041,2980.0,2980.0,10577.809,162441.0,162441.0
2009-11-01,197.871,3025.0,3025.0,9057.869,138472.0,138472.0
2009-12-01,104.033,1547.0,1547.0,9155.587,136108.0,136108.0
2010-01-01,54.783,931.0,931.0,8776.217,149164.0,149164.0
2010-02-01,92.414,1577.0,1577.0,9039.586000000001,154249.0,154249.0
2010-03-01,6.216,105.0,105.0,11014.784,186156.0,186156.0
2010-04-01,7.069,119.0,119.0,10125.931,171157.0,171157.0
2010-05-01,60.537000000000006,1030.0,1030.0,8285.463,140972.0,140972.0
2010-06-01,44.312000000000005,752.0,752.0,9687.688,164383.0,164383.0
2010-07-01,20.685000000000002,350.0,350.0,8947.315,151479.0,151479.0
2010-08-01,54.945,933.0,933.0,9995.055,169755.0,169755.0
2010-09-01,6.946000000000001,117.0,117.0,9213.054,155735.0,155735.0
2010-10-01,34.627,587.0,587.0,9116.373,154569.0,154569.0
2010-11-01,436.37,7797.0,7797.0,7543.63,134790.0,134790.0
2010-12-01,185.047,3209.0,3209.0,6897.953,119639.0,119639.0
2011-01-01,225.097,3873.0,3873.0,9267.903,159461.0,159461.0
2011-02-01,95.635,1639.0,1639.0,7985.365,136865.0,136865.0
2011-03-01,241.739,4420.0,4420.0,5010.261,91602.0,91602.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,295.343,7800.0,7800.0,536.657,14173.0,14173.0
2011-06-01,33.274,560.0,560.0,9270.726,156019.0,156019.0
2011-07-01,139.991,2556.0,2556.0,5952.009,108679.0,108679.0
2011-08-01,154.084,2665.0,2665.0,8589.916,148584.0,148584.0
2011-09-01,38.347,651.0,651.0,8766.653,148773.0,148773.0
2011-10-01,22.371,380.0,380.0,8825.629,150094.0,150094.0
2011-11-01,72.348,1265.0,1265.0,7417.652,129677.0,129677.0
2011-12-01,338.042,6152.0,6152.0,7212.958,131260.0,131260.0
2012-01-01,17.078,286.0,286.0,9925.922,165995.0,165995.0
2012-02-01,86.021,1449.0,1449.0,9218.979,155337.0,155337.0
2012-03-01,62.959,1054.0,1054.0,10172.041,170236.0,170236.0
2012-04-01,141.654,2406.0,2406.0,9318.346,158284.0,158284.0
2012-05-01,374.809,6996.0,6996.0,4004.191,74742.0,74742.0
2012-06-01,249.576,4232.0,4232.0,10075.424,170845.0,170845.0
2012-07-01,293.886,5075.0,5075.0,9425.114,162742.0,162742.0
2012-08-01,293.489,5035.0,5035.0,9824.511,168537.0,168537.0
2012-09-01,308.707,5284.0,5284.0,9790.293,167564.0,167564.0
2012-10-01,347.009,6003.0,6003.0,9595.991,165995.0,165995.0
2012-11-01,307.784,6005.0,6005.0,5088.216,99269.0,99269.0
2012-12-01,611.805,13051.0,13051.0,3249.195,69311.0,69311.0
2013-01-01,961.504,18356.0,18356.0,6855.496,130877.0,130877.0
2013-02-01,607.874,11080.0,11080.0,6428.126,117171.0,117171.0
2013-03-01,592.146,10659.0,10659.0,7317.854,131726.0,131726.0
2013-04-01,357.219,6164.0,6164.0,9880.781,170494.0,170494.0
2013-05-01,386.096,6870.0,6870.0,5641.904,100385.0,100385.0
2013-06-01,448.901,7873.0,7873.0,8436.099,147963.0,147963.0
2013-07-01,239.725,4089.0,4089.0,9864.275,168263.0,168263.0
2013-08-01,428.631,7532.0,7532.0,7772.369,136572.0,136572.0
2013-09-01,209.356,3577.0,3577.0,8046.644,137488.0,137488.0
2013-10-01,385.507,6777.0,6777.0,6932.493,121867.0,121867.0
2013-11-01,326.046,5660.0,5660.0,7686.954,133441.0,133441.0
2013-12-01,741.89,13742.0,13742.0,6605.11,122350.0,122350.0
2014-01-01,328.196,5687.0,5687.0,8115.804,140619.0,140619.0
2014-02-01,653.469,12074.0,12074.0,5968.531,110277.0,110277.0
2014-03-01,936.737,17947.0,17947.0,6225.263,119270.0,119270.0
2014-04-01,225.795,3868.0,3868.0,7887.205,135107.0,135107.0
2014-05-01,675.627,12233.0,12233.0,7744.373,140219.0,140219.0
2014-06-01,752.311,13651.0,13651.0,8397.689,152376.0,152376.0
2014-07-01,428.855,7665.0,7665.0,5850.145,104565.0,104565.0
2014-08-01,334.734,5770.0,5770.0,9530.266,164283.0,164283.0
2014-09-01,376.318,6566.0,6566.0,7890.682,137671.0,137671.0
2014-10-01,125.173,2113.0,2113.0,9021.827,152326.0,152326.0
2014-11-01,66.558,1118.0,1118.0,7749.442,130161.0,130161.0
2014-12-01,491.581,8683.0,8683.0,8098.419,143050.0,143050.0
2015-01-01,1487.866,32553.0,32553.0,4741.134,103732.0,103732.0
2015-02-01,172.759,2938.0,2938.0,8198.241,139403.0,139403.0
2015-03-01,364.296,6338.0,6338.0,8136.704,141568.0,141568.0
2015-04-01,524.367,9373.0,9373.0,7149.633,127796.0,127796.0
2015-05-01,639.017,12004.0,12004.0,4989.983,93740.0,93740.0
2015-06-01,334.19,5784.0,5784.0,8487.81,146914.0,146914.0
2015-07-01,554.044,10222.0,10222.0,5132.956,94706.0,94706.0
2015-08-01,483.624,8574.0,8574.0,7486.376,132725.0,132725.0
2015-09-01,208.713,3555.0,3555.0,9185.287,156439.0,156439.0
2015-10-01,450.917,7922.0,7922.0,8195.083,143983.0,143983.0
2015-11-01,499.748,8858.0,8858.0,7769.252,137704.0,137704.0
2015-12-01,972.201,19210.0,19210.0,5212.799,102999.0,102999.0
2016-01-01,293.91,5102.0,5102.0,9119.09,158300.0,158300.0
2016-02-01,391.361,6857.0,6857.0,8630.639,151227.0,151227.0
2016-03-01,504.801,9077.0,9077.0,8364.199,150399.0,150399.0
2016-04-01,403.531,8151.0,8151.0,4715.469,95247.0,95247.0
2016-05-01,363.762,7313.0,7313.0,3942.238,79258.0,79258.0
2016-06-01,151.353,2603.0,2603.0,8632.647,148468.0,148468.0
2016-07-01,375.544,6054.0,6054.0,9726.456,156789.0,156789.0
2016-08-01,498.854,9239.0,9239.0,6517.146,120703.0,120703.0
2016-09-01,93.381,1629.0,1629.0,5482.619,95639.0,95639.0
2016-10-01,190.413,4225.0,4225.0,1633.587,36246.0,36246.0
2016-11-01,387.18,7729.0,7729.0,4877.82,97367.0,97367.0
2016-12-01,96.281,1716.0,1716.0,6976.719,124319.0,124319.0
2017-01-01,1364.0,16432.0,16432.0,0.0,0.0,0.0
2017-02-01,3010.0,36755.0,36755.0,0.0,0.0,0.0
2017-03-01,5136.0,66050.0,66050.0,0.0,0.0,0.0
2017-04-01,5314.0,67318.0,67318.0,0.0,0.0,0.0
2017-05-01,2995.0,59929.0,59929.0,0.0,0.0,0.0
2017-06-01,5483.0,110452.0,110452.0,0.0,0.0,0.0
2017-07-01,4762.0,60789.0,60789.0,0.0,0.0,0.0
2017-08-01,284.766,5103.0,5103.0,6506.234,116593.0,116593.0
2017-09-01,364.077,6751.0,6751.0,5819.923,107924.0,107924.0
2017-10-01,102.568,1843.0,1843.0,2857.432,51348.0,51348.0
2017-11-01,244.125,4404.0,4404.0,6353.875,114633.0,114633.0
2017-12-01,233.379,4168.0,4168.0,7491.621,133787.0,133787.0
2018-01-01,32.566,581.0,581.0,6627.434,118321.0,118321.0
2018-02-01,22.506,414.0,414.0,4576.494,84210.0,84210.0
2018-03-01,7.257,137.0,137.0,1478.743,27852.0,27852.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,5.407,113.0,113.0,1098.593,23002.0,23002.0
2018-07-01,39.756,686.0,686.0,8081.244,139537.0,139537.0
2018-08-01,44.863,761.0,761.0,9125.137,154770.0,154770.0
2018-09-01,32.654,579.0,579.0,6639.346,117798.0,117798.0
2018-10-01,42.972,733.0,733.0,8736.028,149092.0,149092.0
2018-11-01,45.093,761.0,761.0,9164.907,154654.0,154654.0
2018-12-01,48.501,814.0,814.0,9868.499,165618.0,165618.0
2019-01-01,43.888,747.0,747.0,8930.112,151924.0,151924.0
2019-02-01,37.321,641.0,641.0,7591.679,130301.0,130301.0
2019-03-01,43.186,736.0,736.0,8784.814,149804.0,149804.0
2019-04-01,41.951,715.0,715.0,8531.049,145404.0,145404.0
2019-05-01,30.533,552.0,552.0,6209.467,112222.0,112222.0
2019-06-01,32.028,560.0,560.0,6508.972,113805.0,113805.0
2019-07-01,44.859,761.0,761.0,9119.141,154683.0,154683.0
2019-08-01,44.508,756.0,756.0,9046.492,153623.0,153623.0
2019-09-01,32.865,582.0,582.0,6684.135,118452.0,118452.0
2019-10-01,33.689,577.0,577.0,6850.311,117392.0,117392.0
2019-11-01,36.038,625.0,625.0,7331.962,127208.0,127208.0
2019-12-01,41.44,711.0,711.0,8430.56,144634.0,144634.0
2020-01-01,37.623,652.0,652.0,7656.377,132639.0,132639.0
2020-02-01,36.923,638.0,638.0,7508.077,129633.0,129633.0
2020-03-01,33.549,590.0,590.0,6826.451,119962.0,119962.0
2020-04-01,7.632,206.0,206.0,1553.368,41938.0,41938.0
2020-05-01,22.675,430.0,430.0,4614.325,87594.0,87594.0
2020-06-01,14.869,311.0,311.0,3021.131,63212.0,63212.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,26.16,485.0,485.0,5323.84,98601.0,98601.0
2020-09-01,29.854,519.0,519.0,6067.146,105513.0,105513.0
2020-10-01,32.774,576.0,576.0,6670.226,117290.0,117290.0
2020-11-01,38.313,662.0,662.0,7786.687,134542.0,134542.0
2020-12-01,32.025,570.0,570.0,6511.975,115940.0,115940.0
2021-01-01,25.76,470.0,470.0,5243.24,95711.0,95711.0
2021-02-01,22.389,426.0,426.0,4558.611,86810.0,86810.0
2021-03-01,41.243,703.0,703.0,8385.757,142892.0,142892.0
2021-04-01,15.531,273.0,273.0,3157.469,55574.0,55574.0
2021-05-01,45.776,770.0,770.0,9311.224,156643.0,156643.0
2021-06-01,25.581,473.0,473.0,5201.419,96234.0,96234.0
2021-07-01,35.873,626.0,626.0,7298.127,127412.0,127412.0
2021-08-01,34.069,600.0,600.0,6924.931,121908.0,121908.0
2021-09-01,30.065,542.0,542.0,6110.935,110087.0,110087.0
2021-10-01,33.122,584.0,584.0,6740.878,118946.0,118946.0
2021-11-01,31.527,557.0,557.0,6409.473,113224.0,113224.0
2021-12-01,36.253,631.0,631.0,7376.747,128472.0,128472.0
2022-01-01,26.199,475.0,475.0,5329.801,96699.0,96699.0
2022-02-01,24.276,457.0,457.0,4942.724,93039.0,93039.0
2022-03-01,24.549,461.0,461.0,4993.451,93780.0,93780.0
2022-04-01,25.22,470.0,470.0,5124.78,95551.0,95551.0
2022-05-01,24.126,455.0,455.0,4904.874,92487.0,92487.0
2022-06-01,24.823,465.0,465.0,5045.177,94535.0,94535.0
2022-07-01,19.366,355.0,355.0,3941.634,72244.0,72244.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,17.849,301.0,301.0,3628.151,61165.0,61165.0
2023-03-01,44.615,730.0,730.0,9074.385,148540.0,148540.0
2023-04-01,8.087,137.0,137.0,1641.913,27751.0,27751.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,34.076,564.0,564.0,6926.924,114662.0,114662.0
2023-11-01,45.244,753.0,753.0,9202.756,153115.0,153115.0
2023-12-01,48.182,780.0,780.0,9799.818,158705.0,158705.0
2024-01-01,33.315,576.0,576.0,6779.685,117279.0,117279.0
2024-02-01,37.425,640.0,640.0,7610.575,130055.0,130055.0
2024-03-01,47.685,793.0,793.0,9698.315,161189.0,161189.0
2024-04-01,44.38,749.0,749.0,9031.62,152360.0,152360.0
2024-05-01,37.558,627.0,627.0,7634.442,127513.0,127513.0
2024-06-01,33.916,582.0,582.0,6902.084,118524.0,118524.0
2024-07-01,19.106,328.0,328.0,3884.894,66784.0,66784.0
2024-08-01,7.162,120.0,120.0,1453.838,24432.0,24432.0
2024-09-01,38.692,657.0,657.0,7869.308,133598.0,133598.0
2024-10-01,34.398,575.0,575.0,6996.602,117014.0,117014.0
2024-11-01,26.6,487.0,487.0,5411.4,98979.0,98979.0
2024-12-01,32.316,570.0,570.0,6577.684,116056.0,116056.0
