measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Other Biomass Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2004-07-01,119936.0,1344375.0,1344375.0,323.0,4445.0,4445.0,,,,,,,,,,3457.0,38756.0,38756.0,,,,32290.0,361943.0,361943.0
2004-08-01,110680.0,1253782.0,1253782.0,382.0,4519.0,4519.0,,,,,,,,,,2366.0,29631.0,29631.0,,,,17735.0,209926.0,209926.0
2004-09-01,92644.0,1071262.0,1071262.0,305.0,3634.0,3634.0,,,,,,,,,,216.0,2493.0,2493.0,,,,-1288.0,0.0,0.0
2004-10-01,14990.0,654421.0,654421.0,2688.0,4223.0,4223.0,,,,,,,,,,74.0,3212.0,3212.0,,,,-855.0,0.0,0.0
2004-11-01,68966.0,754500.0,754500.0,212.0,2445.0,2445.0,,,,,,,,,,112.0,1677.0,1677.0,,,,-976.0,0.0,0.0
2004-12-01,143192.0,1666602.0,1666602.0,221.0,2604.0,2604.0,,,,,,,,,,890.0,10354.0,10354.0,,,,93956.0,1026372.0,1026372.0
2005-01-01,34107.0,1402591.4,1402591.4,8257.0,5678.34,5678.34,,,,,,,,,,320.0,5457.92,5457.92,,,,114571.0,1216028.16,1216028.16
2005-02-01,77186.0,906097.53,906097.53,382.0,4582.52,4582.52,,,,,,,,,,79.0,938.08,938.08,,,,2631.0,40531.4,40531.4
2005-03-01,118662.0,1358106.82,1358106.82,393.0,4643.58,4643.58,,,,,,,,,,277.0,3175.12,3175.12,,,,-1162.0,0.0,0.0
2005-04-01,90783.0,1043073.99,1043073.99,656.0,7818.3,7818.3,,,,,,,,,,142.0,1629.68,1629.68,,,,-1078.0,0.0,0.0
2005-05-01,60435.0,702107.64,702107.64,205.0,2507.5,2507.5,,,,,,,,,,847.0,9842.56,9842.56,,,,-974.0,0.0,0.0
2005-06-01,107803.0,1201693.49,1201693.49,398.0,4582.08,4582.08,,,,,,,,,,1410.0,14864.72,14864.72,,,,101572.0,1004258.68,1004258.68
2005-07-01,140818.0,1536028.86,1536028.86,150.0,1630.75,1630.75,,,,,,,,,,2062.0,21671.52,21671.52,,,,125024.0,1256970.22,1256970.22
2005-08-01,135715.0,1473391.47,1473391.47,263.0,2929.42,2929.42,,,,,,,,,,1476.0,15622.01,15622.01,,,,112773.0,1156887.93,1156887.93
2005-09-01,124776.0,1325672.73,1325672.73,666.0,5580.13,5580.13,,,,,,,,,,2138.0,22714.59,22714.59,,,,46832.0,497568.83,497568.83
2005-10-01,75011.0,837558.8,837558.8,185.0,2092.14,2092.14,,,,,,,,,,382.0,3838.64,3838.64,,,,19802.0,217687.89,217687.89
2005-11-01,39404.0,460058.56,460058.56,-48.0,679.65,679.65,,,,,,,,,,128.0,1233.44,1233.44,,,,-1193.0,0.0,0.0
2005-12-01,112845.0,1292876.75,1292876.75,1196.0,13621.92,13621.92,,,,,,,,,,6430.0,67901.6,67901.6,,,,97393.0,1003821.0,1003821.0
2006-01-01,113034.0,1161542.0,1161542.0,456.0,5213.0,5213.0,,,,,,,,,,468.0,4813.0,4813.0,,,,-1171.0,0.0,0.0
2006-02-01,134231.0,1501385.0,1501385.0,372.0,4525.0,4525.0,,,,,,,,,,93.0,1043.0,1043.0,,,,-1147.0,0.0,0.0
2006-03-01,147504.0,1597582.0,1597582.0,627.0,6968.0,6968.0,,,,,,,,,,668.0,7240.0,7240.0,,,,-1109.0,0.0,0.0
2006-04-01,111402.0,1225249.0,1225249.0,484.0,5432.0,5432.0,,,,,,,,,,224.0,2466.0,2466.0,,,,-1042.0,0.0,0.0
2006-05-01,104362.0,1142709.0,1142709.0,693.0,7331.0,7331.0,,,,,,,,,,218.0,2389.0,2389.0,,,,0.0,0.0,0.0
2006-06-01,110656.0,1287801.0,1287801.0,717.0,8195.0,8195.0,,,,,,,,,,4110.0,47831.0,47831.0,,,,0.0,0.0,0.0
2006-07-01,133822.0,1460825.0,1460825.0,456.0,5109.0,5109.0,,,,,,,,,,43418.0,511429.0,511429.0,,,,26407.0,294468.0,294468.0
2006-08-01,150303.0,1589120.0,1589120.0,387.0,4166.0,4166.0,,,,,,,,,,4795.0,50005.0,50005.0,,,,39066.0,385342.0,385342.0
2006-09-01,65613.0,739809.0,739809.0,609.0,6972.0,6972.0,,,,,,,,,,-735.0,8403.0,8403.0,,,,0.0,0.0,0.0
2006-10-01,95232.0,1041850.0,1041850.0,610.0,6975.0,6975.0,,,,,,,,,,180.0,2188.0,2188.0,,,,-1048.0,0.0,0.0
2006-11-01,132832.0,1405725.0,1405725.0,771.0,8388.0,8388.0,,,,,,,,,,-710.0,929.0,929.0,,,,0.0,0.0,0.0
2006-12-01,121059.0,1310281.0,1310281.0,560.0,6292.0,6292.0,,,,,,,,,,296.0,3586.0,3586.0,,,,-965.0,0.0,0.0
2007-01-01,121274.04,1337702.0,1337702.0,250.0,2914.0,2914.0,,,,,,,,,,746.548,8235.0,8235.0,,,,3157.411,34828.0,34828.0
2007-02-01,152371.4,1624428.0,1624428.0,138.0,1494.0,1494.0,,,,,,,,,,337.82300000000004,3602.0,3602.0,,,,33662.778,358878.0,358878.0
2007-03-01,142073.578,1499189.0,1499189.0,365.0,4081.0,4081.0,,,,,,,,,,689.312,7274.0,7274.0,,,,33581.11,354355.0,354355.0
2007-04-01,101888.748,1081316.0,1081316.0,102.0,1090.0,1090.0,,,,,,,,,,139.252,1478.0,1478.0,,,,0.0,0.0,0.0
2007-05-01,96759.443,1066615.0,1066615.0,213.0,2772.0,2772.0,,,,,,,,,,1656.3220000000001,18258.0,18258.0,,,,3459.2340000000004,38132.0,38132.0
2007-06-01,154479.027,1654369.0,1654369.0,156.0,1737.0,1737.0,,,,,,,,,,12120.482,129802.0,129802.0,,,,11874.491,127168.0,127168.0
2007-07-01,151694.834,1640082.0,1640082.0,403.0,4483.0,4483.0,,,,,,,,,,9175.074,99198.0,99198.0,,,,10699.091,115676.0,115676.0
2007-08-01,152313.15,1628802.0,1628802.0,301.0,3312.0,3312.0,,,,,,,,,,22589.692,241569.0,241569.0,,,,33587.158,359173.0,359173.0
2007-09-01,130401.666,1382986.0,1382986.0,449.0,5008.0,5008.0,,,,,,,,,,89.334,947.0,947.0,,,,0.0,0.0,0.0
2007-10-01,114021.612,1232998.0,1232998.0,563.0,6617.0,6617.0,,,,,,,,,,9684.095000000001,104721.0,104721.0,,,,9900.294,107059.0,107059.0
2007-11-01,156948.59,1693341.0,1693341.0,575.0,6244.0,6244.0,,,,,,,,,,2.41,26.0,26.0,,,,0.0,0.0,0.0
2007-12-01,139737.293,1560248.0,1560248.0,464.0,6634.0,6634.0,,,,,,,,,,241.70700000000002,2699.0,2699.0,,,,0.0,0.0,0.0
2008-01-01,153826.381,1665621.0,1665621.0,0.0,0.0,0.0,701.15,7592.0,7592.0,11221.538,121506.0,121506.0,,,,176.931,1916.0,1916.0,,,,0.0,0.0,0.0
2008-02-01,144312.883,1591317.0,1591317.0,0.0,0.0,0.0,566.457,6246.0,6246.0,4237.167,46723.0,46723.0,,,,197.49300000000002,2178.0,2178.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,128729.31,1447441.0,1447441.0,0.0,0.0,0.0,391.61600000000004,4403.0,4403.0,10763.324,121024.0,121024.0,,,,961.749,10814.0,10814.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,94965.012,1026276.0,1026276.0,0.0,0.0,0.0,267.725,2893.0,2893.0,10250.973,110781.0,110781.0,,,,21531.671,232690.0,232690.0,0.0,0.0,0.0,20452.619,221029.0,221029.0
2008-05-01,34159.605,429503.0,429503.0,0.0,0.0,0.0,650.0740000000001,8174.0,8174.0,9237.182,116143.0,116143.0,,,,7.139,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,125196.631,1326234.0,1326234.0,0.0,0.0,0.0,870.1080000000001,9217.0,9217.0,10313.079,109249.0,109249.0,,,,8582.851,90920.0,90920.0,0.0,0.0,0.0,14450.331,153075.0,153075.0
2008-07-01,135356.698,1491814.0,1491814.0,,,,481.13100000000003,5303.0,5303.0,10231.586,112766.0,112766.0,0.0,0.0,0.0,2116.567,23327.0,23327.0,0.0,0.0,0.0,3607.0170000000003,39754.0,39754.0
2008-08-01,94574.25,993955.0,993955.0,,,,567.897,5968.0,5968.0,5226.424,54929.0,54929.0,0.0,0.0,0.0,170.429,1791.0,1791.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,97753.955,1051466.0,1051466.0,,,,470.46700000000004,5060.0,5060.0,9798.56,105396.0,105396.0,0.0,0.0,0.0,56.019000000000005,603.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,55438.157,638086.0,638086.0,,,,752.557,8662.0,8662.0,8783.047,101092.0,101092.0,0.0,0.0,0.0,2195.239,25267.0,25267.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,95027.567,1054841.0,1054841.0,,,,831.9590000000001,9235.0,9235.0,9693.958,107606.0,107606.0,0.0,0.0,0.0,303.515,3369.0,3369.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,108832.042,1217584.0,1217584.0,,,,660.573,7390.0,7390.0,9814.797,109805.0,109805.0,0.0,0.0,0.0,702.119,7855.0,7855.0,0.0,0.0,0.0,10636.468,118998.0,118998.0
2009-01-01,142489.271,1568054.0,1568054.0,,,,481.32800000000003,5297.0,5297.0,9626.476,105937.0,105937.0,0.0,0.0,0.0,704.345,7751.0,7751.0,0.0,0.0,0.0,20417.58,224690.0,224690.0
2009-02-01,58993.06,718897.0,718897.0,,,,460.085,5607.0,5607.0,7872.954000000001,95941.0,95941.0,0.0,0.0,0.0,1034.892,12611.0,12611.0,0.0,0.0,0.0,4035.009,49171.0,49171.0
2009-03-01,40018.117,481663.0,481663.0,,,,355.76,4282.0,4282.0,7042.418000000001,84763.0,84763.0,0.0,0.0,0.0,3440.914,41415.0,41415.0,0.0,0.0,0.0,9369.791000000001,112776.0,112776.0
2009-04-01,64229.871,773181.0,773181.0,,,,529.352,6372.0,6372.0,8614.51,103699.0,103699.0,0.0,0.0,0.0,599.267,7214.0,7214.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,7604.977000000001,112462.0,127285.0,,,,284.934,4214.0,4769.0,4512.166,66726.0,75520.0,0.0,0.0,0.0,517.923,7659.0,8668.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,9052.511,132124.0,140932.0,,,,184.993,2700.0,2880.0,4641.579000000001,67745.0,72261.0,0.0,0.0,0.0,515.917,7530.0,8032.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,18995.767,253272.0,265292.0,,,,268.418,3579.0,3749.0,7431.543000000001,99085.0,103788.0,0.0,0.0,0.0,1190.2720000000002,15870.0,16623.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,33655.61,414074.0,414074.0,,,,583.082,7174.0,7174.0,9219.173,113426.0,113426.0,0.0,0.0,0.0,3495.683,43008.0,43008.0,0.0,0.0,0.0,6377.452,78463.0,78463.0
2009-09-01,13185.655,160876.0,181446.0,,,,115.528,1410.0,1590.0,7511.126,91642.0,103359.0,0.0,0.0,0.0,36.691,448.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,12593.8,178861.0,200259.0,,,,31.788,451.0,505.0,6693.93,95069.0,106443.0,0.0,0.0,0.0,50.482,717.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,10775.72,156414.0,196087.0,,,,60.983000000000004,885.0,1110.0,5694.9980000000005,82665.0,103633.0,0.0,0.0,0.0,50.299,730.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,29647.325,395285.0,416686.0,,,,300.32,4004.0,4221.0,6075.482,81004.0,85389.0,0.0,0.0,0.0,448.87300000000005,5985.0,6309.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,56018.109,715514.0,715514.0,,,,176.03,2248.0,2248.0,6985.0650000000005,89220.0,89220.0,0.0,0.0,0.0,599.796,7661.0,7661.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,46689.131,602936.0,602936.0,,,,244.002,3151.0,3151.0,6910.14,89237.0,89237.0,0.0,0.0,0.0,489.72700000000003,6324.0,6324.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,21087.509,281154.0,306934.0,,,,43.455000000000005,579.0,633.0,6102.705,81366.0,88826.0,0.0,0.0,0.0,146.33100000000002,1951.0,2130.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,28796.612,386666.0,410867.0,,,,215.952,2900.0,3081.0,7050.05,94664.0,100589.0,0.0,0.0,0.0,258.386,3469.0,3687.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,34618.879,447414.0,447414.0,,,,429.31,5548.0,5548.0,8267.325,106847.0,106847.0,0.0,0.0,0.0,3030.4860000000003,39166.0,39166.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,39493.758,450274.0,450274.0,,,,895.542,10210.0,10210.0,8984.491,102433.0,102433.0,0.0,0.0,0.0,25030.209,285373.0,285373.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,,,,1110.957,11889.0,11889.0,10139.918,108513.0,108513.0,0.0,0.0,0.0,118541.125,1268570.0,1268570.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,,,,547.054,6390.0,6390.0,8488.851,99150.0,99150.0,0.0,0.0,0.0,77128.338,900860.0,900860.0,0.0,0.0,0.0,315.757,3688.0,3688.0
2010-09-01,0.0,0.0,0.0,,,,330.242,4063.0,4063.0,8694.957,106969.0,106969.0,0.0,0.0,0.0,35463.226,436284.0,436284.0,0.0,0.0,0.0,831.575,10230.0,10230.0
2010-10-01,0.0,0.0,0.0,7.0,80.0,109.0,243.377,3268.0,3644.0,7197.004,96644.0,107767.0,0.0,0.0,0.0,12283.619,164950.0,183933.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,296.652,3914.0,4007.0,4434.764,58511.0,59895.0,0.0,0.0,0.0,18392.584000000003,242665.0,248406.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,489.35600000000005,6186.0,6368.0,7658.149,96800.0,99652.0,0.0,0.0,0.0,35480.98,448482.0,461697.0,0.0,0.0,0.0,2071.515,26184.0,26956.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,41.0,479.006,6189.0,6437.0,7301.29,94329.0,98124.0,0.0,0.0,0.0,33884.468,437772.0,455382.0,0.0,0.0,0.0,1549.236,20015.0,20821.0
2011-02-01,0.0,0.0,0.0,2.0,23.0,35.0,293.337,3922.0,4638.0,5102.795,68218.0,80680.0,0.0,0.0,0.0,20446.868,273348.0,323286.0,,,,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,488.903,6559.0,7069.0,6208.392,83286.0,89766.0,0.0,0.0,0.0,10955.705,146971.0,158406.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,30.0,491.296,6233.0,6268.0,7786.121,98774.0,99342.0,0.0,0.0,0.0,35730.583,453276.0,455882.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,11.0,125.0,206.0,509.822,6329.0,6480.0,8153.426,101216.0,103634.0,0.0,0.0,0.0,52808.752,655561.0,671226.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,13.0,148.0,239.0,948.311,11454.0,11454.0,8184.331,98854.0,98854.0,0.0,0.0,0.0,54693.69,660614.0,660614.0,0.0,0.0,0.0,2988.668,36098.0,36098.0
2011-07-01,0.0,0.0,0.0,20.0,227.0,375.0,1057.684,11989.0,11989.0,8789.402,99631.0,99631.0,0.0,0.0,0.0,145773.17,1652398.0,1652398.0,0.0,0.0,0.0,1472.745,16694.0,16694.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,617.683,7269.0,7269.0,7452.898,87701.0,87701.0,0.0,0.0,0.0,96423.279,1134654.0,1134654.0,0.0,0.0,0.0,276.14,3249.0,3249.0
2011-09-01,0.0,0.0,0.0,25.0,284.0,400.0,522.741,6451.0,6451.0,6656.234,82148.0,82148.0,0.0,0.0,0.0,41292.025,509605.0,509605.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,195.639,2521.0,2670.0,4387.017,56527.0,59879.0,0.0,0.0,0.0,28663.344,369329.0,391229.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,23.0,4.637,60.0,64.0,6781.973,87795.0,93835.0,0.0,0.0,0.0,21943.39,284064.0,303607.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6702.792,86634.0,96053.0,0.0,0.0,0.0,18920.208,244546.0,271131.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7475.235,91678.0,91678.0,0.0,0.0,0.0,47942.765,587979.0,587979.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4183.204,54138.0,57057.0,0.0,0.0,0.0,18650.796,241375.0,254387.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4932.801,52569.0,52569.0,0.0,0.0,0.0,85933.199,915790.0,915790.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,22.474,256.0,256.0,1331.22,15153.0,15153.0,0.0,0.0,0.0,105696.31,1203107.0,1203107.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,1.0,11.0,23.0,29.072,322.0,322.0,5630.467,62346.0,62346.0,0.0,0.0,0.0,147417.34,1632340.0,1632340.0,0.0,0.0,0.0,441.12,4884.0,4884.0
2012-06-01,0.0,0.0,0.0,17.0,193.0,352.0,11.329,129.0,129.0,4329.85,49211.0,49211.0,0.0,0.0,0.0,116174.21,1320391.0,1320391.0,0.0,0.0,0.0,2228.609,25330.0,25330.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,76.0,31.67,357.0,357.0,7037.365,79336.0,79336.0,0.0,0.0,0.0,178649.69,2014005.0,2014005.0,0.0,0.0,0.0,2817.271,31760.0,31760.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8.315,94.0,94.0,2626.108,29576.0,29576.0,0.0,0.0,0.0,154253.62,1737246.0,1737246.0,0.0,0.0,0.0,295.958,3333.0,3333.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,105.605,1188.0,1188.0,3185.891,35836.0,35836.0,0.0,0.0,0.0,79633.165,895748.0,895748.0,0.0,0.0,0.0,149.339,1680.0,1680.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10.908,129.0,129.0,1053.545,12430.0,12430.0,0.0,0.0,0.0,71629.547,845113.0,845113.0,0.0,0.0,0.0,0.0,0.0,0.0
