measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combined Cycle Steam Part Generation,Residual Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Generation,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Total Fuel Consumed
2005-09-01,,,,,,,1852.2,18330.37,23969.2,,,,,,,,,,509.16497,2633.9,52783.5,,,,,,,,,,197.96503,1024.07,20522.4,,,
2005-10-01,,,,,,,1618.96,16022.1,21042.8,,,,,,,,,,489.69259,2533.17,50274.4,,,,,,,,,,195.12741,1009.39,20032.8,,,
2005-11-01,,,,,,,1597.4,15808.73,19678.8,,,,,,,,,,74.14283,383.54,12061.5,,,,,,,,,,358.47717,1854.39,58316.8,,,
2005-12-01,,,,,,,1441.58,14266.65,19443.2,,,,,,,,,,15.53571,80.37,2280.3,,,,,,,,,,646.00429,3341.77,94819.2,,,
2006-01-01,,,,,,,1403.36,13888.4,18085.4,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,625.65,3236.47,94214.0,,,
2006-02-01,,,,,,,1366.12,13519.86,17657.6,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,573.27,2965.51,94445.2,,,
2006-03-01,,,,,,,1610.14,15934.81,20794.8,,,,,,,,,,48.34531,250.09,6668.2,,,,,,,,,,558.87469,2891.05,77084.8,,,
2006-04-01,,,,,,,1799.28,17806.64,23188.0,,,,,,,,,,478.48268,2475.18,57725.8,,,,,,,,,,3.6073199999999996,18.66,435.2,,,
2006-05-01,,,,,,,1996.26,19756.06,25854.0,,,,,,,,,,392.85,2032.2,57873.2,,,,,,,,,,0.0,0.0,0.0,,,
2006-06-01,,,,,,,1986.46,19659.07,25624.6,,,,,,,,,,575.50764,2977.09,59764.1,,,,,,,,,,54.02236,279.46,5610.0,,,
2006-07-01,,,,,,,2176.58,21540.6,28389.8,,,,,,,,,,655.15566,3389.11,63659.2,,,,,,,,,,105.32434,544.84,10234.0,,,
2006-08-01,,,,,,,1963.92,19436.01,26226.0,,,,,,,,,,640.14783,3311.47,63726.3,,,,,,,,,,83.47216999999999,431.8,8309.6,,,
2006-09-01,,,,,,,1978.62,19581.49,25537.8,,,,,,,,,,317.19,1640.82,64914.3,,,,,,,,,,0.0,0.0,0.0,,,
2006-10-01,,,,,,,1698.34,16807.68,22053.4,,,,,,,,,,531.56,2749.75,6548.3,,,,,,,,,,0.0,0.0,0.0,,,
2006-11-01,,,,,,,1626.8,16099.69,21185.4,,,,,,,,,,0.25815,1.34,25.3,,,,,,,,,,504.14185,2607.91,49408.8,,,
2006-12-01,,,,,,,1691.48,16739.79,22140.2,,,,,,,,,,0.7117899999999999,3.68,50.6,,,,,,,,,,582.25821,3012.01,41391.6,,,
2007-01-01,,,,,,,1523.9,15078.0,20007.0,,,,,,,,,,13.931000000000001,73.0,1987.0,,,,,,,,,,573.889,2972.0,81838.0,,,
2007-02-01,,,,,,,1441.58,14266.0,19555.0,,,,,,,,,,1.7590000000000001,9.0,360.0,,,,,,,,,,543.381,2808.0,111139.0,,,
2007-03-01,,,,,,,1500.38,14849.0,20584.0,,,,,,,,,,2.483,13.0,381.0,,,,,,,,,,621.227,3216.0,95241.0,,,
2007-04-01,,,,,,,1533.7,15178.0,18526.0,,,,,,,,,,572.3,2960.0,7838.0,,,,,,,,,,0.0,0.0,0.0,,,
2007-05-01,,,,,,,1955.1,19350.0,25420.0,,,,,,,,,,465.6,2409.0,5988.0,,,,,,,,,,0.0,0.0,0.0,,,
2007-06-01,,,,,,,2076.62,20553.0,27590.0,,,,,,,,,,569.39,2946.0,6876.0,,,,,,,,,,0.0,0.0,0.0,,,
2007-07-01,,,,,,,2327.5,23033.0,30151.0,,,,,,,,,,603.34,3121.0,6757.0,,,,,,,,,,0.0,0.0,0.0,,,
2007-08-01,,,,,,,2250.08,22270.0,28694.0,,,,,,,,,,679.0,3512.0,7156.0,,,,,,,,,,0.0,0.0,0.0,,,
2007-09-01,,,,,,,1995.28,19747.0,26021.0,,,,,,,,,,334.648,1731.0,6259.0,,,,,,,,,,245.412,1272.0,4590.0,,,
2007-10-01,,,,,,,2160.9,21384.0,27106.0,,,,,,,,,,531.56,2750.0,6281.0,,,,,,,,,,0.0,0.0,0.0,,,
2007-11-01,,,,,,,1855.14,18358.0,25048.0,,,,,,,,,,196.67100000000002,1018.0,7302.0,,,,,,,,,,172.899,898.0,6419.0,,,
2007-12-01,,,,,,,1508.22,14923.0,21477.0,,,,,,,,,,412.61,2134.0,9049.0,,,,,,,,,,121.86,632.0,2672.0,,,
2008-01-01,,,,,,,1677.76,16604.0,21905.0,,,,,,,,,,0.326,2.0,28.0,,,,,,,,,,489.524,2532.0,41290.0,,,
2008-02-01,,,,,,,1561.14,15450.0,20268.0,,,,,,,,,,2.241,12.0,173.0,,,,,,,,,,484.699,2507.0,37349.0,,,
2008-03-01,,,,,,,1484.7,14693.0,19381.0,,,,,,,,,,517.01,384.0,384.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-04-01,,,,,,,1438.64,14238.0,18687.0,,,,,,,,,,451.05,345.0,345.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-05-01,,,,,,,1863.96,18447.0,23715.0,,,,,,,,,,319.13,292.0,292.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-06-01,,,,,,,2053.1,20319.0,26449.0,,,,,,,,,,226.01,276.0,276.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-07-01,,,,,,,2112.88,20910.0,27199.0,,,,,,,,,,237.65,278.0,278.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-08-01,,,,,,,2057.02,20357.0,26573.0,,,,,,,,,,198.85,270.0,270.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-09-01,,,,,,,1653.26,16362.0,21471.0,,,,,,,,,,214.37,207.0,207.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-10-01,,,,,,,1065.26,10542.0,14012.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-11-01,,,,,,,899.64,8903.0,12047.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2008-12-01,,,,,,,937.86,9282.0,12363.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2009-01-01,,,,,,,1018.22,10077.0,13138.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-02-01,,,,,,,2092.3,13237.0,13237.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-03-01,,,,,,,1205.4,11929.0,13144.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-04-01,,,,,,,1054.48,10436.0,14756.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-05-01,,,,,,,1706.18,16885.0,19195.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-06-01,,,,,,,1348.48,13345.0,19921.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-07-01,,,,,,,1250.48,12375.0,16604.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-08-01,,,,,,,1426.88,14121.0,18910.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-09-01,,,,,,,1036.84,10261.0,13851.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-10-01,,,,,,,1384.74,13704.0,18222.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-11-01,,,,,,,1506.26,14907.0,19685.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2009-12-01,,,,,,,1357.3,13433.0,18178.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2010-01-01,,,,,,,1241.66,12288.0,16232.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-02-01,,,,,,,1161.3,11493.0,15153.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-03-01,,,,,,,1383.76,13694.0,16232.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-04-01,,,,,,,1241.66,12288.0,16232.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-05-01,,,,,,,982.94,9728.0,13609.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-06-01,,,,,,,801.64,7933.0,10621.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-07-01,,,,,,,801.64,7933.0,11737.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-08-01,,,,,,,769.3000000000001,7613.0,11048.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-09-01,,,,,,,376.32,3724.0,5580.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-10-01,,,,,,,21.56,136.0,136.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-11-01,,,,,,,14.700000000000001,145.0,186.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-06-01,,,,,,,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-10-01,,,,,,,0.0,0.0,8265.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2011-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2012-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2012-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2012-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
2012-04-01,536.846,6822.0,7186.0,62.925,0.0,0.0,0.0,0.0,0.0,5000.154,63534.0,66928.0,586.075,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-05-01,318.474,4114.0,4245.0,43.282,0.0,0.0,0.0,0.0,0.0,7282.526,94083.0,97062.0,989.718,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7027.0,91907.0,94114.0,1054.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-07-01,918.319,11692.0,11692.0,162.004,0.0,0.0,0.0,0.0,0.0,6280.681,79965.0,79965.0,1107.996,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-08-01,193.829,2573.0,2593.0,32.422,0.0,0.0,0.0,0.0,0.0,7261.171,96398.0,97137.0,1214.578,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7389.0,98243.0,100476.0,1249.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-10-01,696.453,8974.0,9756.0,92.57,0.0,0.0,0.0,0.0,0.0,6345.547,81763.0,88891.0,843.43,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-11-01,1205.12,15874.0,16665.0,190.623,0.0,0.0,0.0,0.0,0.0,4566.88,60157.0,63152.0,722.377,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7078.0,81535.0,100644.0,91.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7419.0,85421.0,85421.0,405.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-02-01,1406.895,10472.0,10472.0,278.761,0.0,0.0,0.0,0.0,0.0,6330.105,47119.0,47119.0,1254.239,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-03-01,368.955,4004.0,4004.0,72.697,0.0,0.0,0.0,0.0,0.0,7051.045,76519.0,76519.0,1389.303,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-04-01,845.087,9223.0,9223.0,134.746,0.0,0.0,0.0,0.0,0.0,5156.913,56283.0,56283.0,822.254,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-05-01,90.712,971.0,971.0,9.319,0.0,0.0,0.0,0.0,0.0,7521.288,80500.0,80500.0,772.681,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-06-01,201.149,2173.0,2173.0,29.536,0.0,0.0,0.0,0.0,0.0,7262.851,78473.0,78473.0,1066.464,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-07-01,234.516,2571.0,2571.0,42.366,0.0,0.0,0.0,0.0,0.0,7476.484,81951.0,81951.0,1350.634,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7779.0,85123.0,85123.0,1162.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-09-01,28.912,317.0,317.0,3.4,0.0,0.0,0.0,0.0,0.0,7523.088,82428.0,82428.0,884.6,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5564.0,60961.0,60961.0,612.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-11-01,333.339,3598.0,3598.0,42.742,0.0,0.0,0.0,0.0,0.0,6919.661,74693.0,74693.0,887.258,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-12-01,202.161,2214.0,2214.0,25.536,0.0,0.0,0.0,0.0,0.0,7413.839,81197.0,81197.0,936.464,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-01-01,3816.488,42650.0,42650.0,261.429,0.0,0.0,0.0,0.0,0.0,4329.512,48383.0,48383.0,296.571,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-02-01,1217.151,13451.0,13451.0,126.308,0.0,0.0,0.0,0.0,0.0,6096.849,67378.0,67378.0,632.692,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-03-01,973.786,10819.0,10819.0,110.856,0.0,0.0,0.0,0.0,0.0,6844.214,76044.0,76044.0,779.144,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-04-01,1193.454,13350.0,13350.0,153.547,0.0,0.0,0.0,0.0,0.0,4923.546,55077.0,55077.0,633.453,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-05-01,282.521,3128.0,3128.0,34.97,0.0,0.0,0.0,0.0,0.0,6972.479,77194.0,77194.0,863.03,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-06-01,1265.407,14311.0,14311.0,122.169,0.0,0.0,0.0,0.0,0.0,5912.593,66868.0,66868.0,570.831,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-07-01,1022.967,11455.0,11455.0,143.541,0.0,0.0,0.0,0.0,0.0,6460.033,72340.0,72340.0,906.459,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7765.0,86067.0,86067.0,1050.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7187.0,79975.0,79975.0,912.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7376.0,82490.0,82490.0,847.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-11-01,160.918,1759.0,1759.0,11.807,0.0,0.0,0.0,0.0,0.0,3437.082,37561.0,37561.0,252.193,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-12-01,17.655,190.0,190.0,2.354,0.0,0.0,0.0,0.0,0.0,8208.345,88316.0,88316.0,1094.646,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-01-01,1213.341,13074.0,13074.0,124.956,0.0,0.0,0.0,0.0,0.0,7195.659,77532.0,77532.0,741.044,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
