measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2009-12-01,26390.0,165792.0,722115.0,,,
2010-01-01,19627.0,128864.0,555110.0,,,
2010-02-01,25824.0,160551.0,715576.0,,,
2010-03-01,21816.0,138913.0,636314.0,,,
2010-04-01,17896.0,107317.0,469134.0,,,
2010-05-01,24660.0,155366.0,674178.0,,,
2010-06-01,11459.0,79432.0,369106.0,,,
2010-07-01,26652.0,167017.0,716251.0,,,
2010-08-01,20642.0,134115.0,576895.0,,,
2010-09-01,26662.0,166524.0,722360.0,,,
2010-10-01,14288.0,95509.0,444330.0,,,
2010-11-01,20932.0,132737.0,578966.0,,,
2010-12-01,25086.0,157450.0,683574.0,,,
2011-01-01,28813.0,178220.0,778089.0,,,
2011-02-01,24913.0,155072.0,671404.0,,,
2011-03-01,11112.0,75594.0,348266.0,,,
2011-04-01,18486.0,118367.0,502076.0,,,
2011-05-01,32136.0,195364.0,757738.0,,,
2011-06-01,30695.0,186759.0,732063.0,,,
2011-07-01,30234.0,185005.0,728738.0,,,
2011-08-01,31061.0,189529.0,737215.0,,,
2011-09-01,13271.0,93146.0,531592.0,,,
2011-10-01,14624.0,99372.0,523200.0,,,
2011-11-01,17650.0,115729.0,470246.0,,,
2011-12-01,18133.0,114138.0,459849.0,,,
2012-01-01,32374.0,195822.0,780149.0,,,
2012-02-01,31310.0,189544.0,734018.0,,,
2012-03-01,26093.0,162142.0,634882.0,,,
2012-04-01,19503.0,123954.0,499889.0,,,
2012-05-01,9750.0,73536.0,422451.0,,,
2012-06-01,16988.0,111104.0,445459.0,,,
2012-07-01,18622.0,124315.0,569115.0,,,
2012-08-01,17910.0,119836.0,575336.0,,,
2012-09-01,19827.0,127491.0,509807.0,,,
2012-10-01,5893.0,46164.0,200786.0,,,
2012-11-01,23335.0,148754.0,633228.0,,,
2012-12-01,19602.0,129784.0,541606.0,,,
2013-01-01,26474.511,140133.0,645152.0,0.0,0.0,0.0
2013-02-01,14794.382,78308.0,447986.0,0.0,0.0,0.0
2013-03-01,33894.749,179409.0,715423.0,0.0,0.0,0.0
2013-04-01,15917.933,84256.0,316734.0,0.0,0.0,0.0
2013-05-01,28013.872,148281.0,595158.0,0.0,0.0,0.0
2013-06-01,32917.163,174235.0,694894.0,0.0,0.0,0.0
2013-07-01,36814.061,194861.0,750640.0,0.0,0.0,0.0
2013-08-01,15262.048,80784.0,579237.0,0.0,0.0,0.0
2013-09-01,24087.205,127496.0,700451.0,0.0,0.0,0.0
2013-10-01,8721.445,46164.0,393979.0,0.0,0.0,0.0
2013-11-01,28103.18,148754.0,495928.0,0.0,0.0,0.0
2013-12-01,24519.34,129784.0,720025.0,0.0,0.0,0.0
2014-01-01,17784.958,97049.0,515872.0,0.0,0.0,0.0
2014-02-01,18710.86,102102.0,436075.0,0.0,0.0,0.0
2014-03-01,21554.702,117620.0,496135.0,0.0,0.0,0.0
2014-04-01,20071.768,109528.0,464594.0,0.0,0.0,0.0
2014-05-01,30574.329,166839.0,652050.0,0.0,0.0,0.0
2014-06-01,32193.26,175673.0,691376.0,0.0,0.0,0.0
2014-07-01,30727.094,167672.0,699924.0,0.0,0.0,0.0
2014-08-01,32316.217,176344.0,707239.0,0.0,0.0,0.0
2014-09-01,21207.256,115724.0,473896.0,0.0,0.0,0.0
2014-10-01,14516.356,79213.0,394104.0,0.0,0.0,0.0
2014-11-01,21219.365,115790.0,537481.0,0.0,0.0,0.0
2014-12-01,29542.237,161207.0,611292.0,0.0,0.0,0.0
2015-01-01,26588.479,145089.0,631978.0,0.0,0.0,0.0
2015-02-01,27954.045,152540.0,637509.0,0.0,0.0,0.0
2015-03-01,18090.487,98717.0,562610.0,0.0,0.0,0.0
2015-04-01,13765.574,75116.0,337036.0,0.0,0.0,0.0
2015-05-01,11386.546,62134.0,373007.0,0.0,0.0,0.0
2015-06-01,24195.479,132030.0,579146.0,0.0,0.0,0.0
2015-07-01,18103.528,98788.0,480885.0,0.0,0.0,0.0
2015-08-01,12905.808,70425.0,554403.0,0.0,0.0,0.0
2015-09-01,29725.741,162208.0,690818.0,0.0,0.0,0.0
2015-10-01,9070.859,49498.0,232235.0,0.0,0.0,0.0
2015-11-01,26625.739,145292.0,590732.0,0.0,0.0,0.0
2015-12-01,34303.088,187186.0,769465.0,0.0,0.0,0.0
2016-01-01,20892.412,98112.0,535242.0,0.0,0.0,0.0
2016-02-01,24668.676,115846.0,566776.0,0.0,0.0,0.0
2016-03-01,31617.599,148479.0,712501.0,0.0,0.0,0.0
2016-04-01,13766.505,64649.0,336559.0,0.0,0.0,0.0
2016-05-01,11386.546,53472.0,470627.0,0.0,0.0,0.0
2016-06-01,24195.479,113624.0,577779.0,0.0,0.0,0.0
2016-07-01,18103.528,85016.0,477496.0,0.0,0.0,0.0
2016-08-01,12905.808,60607.0,549711.0,0.0,0.0,0.0
2016-09-01,29725.741,139595.0,686286.0,0.0,0.0,0.0
2016-10-01,9070.859,42598.0,231469.0,0.0,0.0,0.0
2016-11-01,26625.739,125037.0,591009.0,0.0,0.0,0.0
2016-12-01,34304.019,161095.0,778573.0,0.0,0.0,0.0
2017-01-01,0.0,132237.0,601677.0,0.0,0.0,0.0
2017-02-01,0.0,117548.0,541680.0,0.0,0.0,0.0
2017-03-01,0.0,91442.0,411769.0,0.0,0.0,0.0
2017-04-01,0.0,134542.0,631189.0,0.0,0.0,0.0
2017-05-01,0.0,139866.0,642162.0,0.0,0.0,0.0
2017-06-01,0.0,164275.0,750794.0,0.0,0.0,0.0
2017-07-01,0.0,165771.0,748530.0,0.0,0.0,0.0
2017-08-01,0.0,167468.0,768561.0,0.0,0.0,0.0
2017-09-01,0.0,134962.0,665162.0,0.0,0.0,0.0
2017-10-01,0.0,167468.0,768199.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,263328.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,376666.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,433798.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,338026.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,374749.0,0.0,0.0,0.0
2018-04-01,1765.0,7721.0,375058.0,0.0,0.0,0.0
2018-05-01,5372.0,23499.0,157473.0,0.0,0.0,0.0
2018-06-01,22429.0,98112.0,529429.0,0.0,0.0,0.0
2018-07-01,35234.0,154126.0,672151.0,0.0,0.0,0.0
2018-08-01,36655.0,160342.0,696878.0,0.0,0.0,0.0
2018-09-01,34600.0,151353.0,562105.0,0.0,0.0,0.0
2018-10-01,19998.0,87478.0,298868.0,0.0,0.0,0.0
2018-11-01,23993.0,104954.0,533043.0,0.0,0.0,0.0
2018-12-01,28164.0,123199.0,557942.0,0.0,0.0,0.0
2020-01-01,36440.0,159402.0,714960.0,0.0,0.0,0.0
2020-02-01,32787.0,143422.0,557196.0,0.0,0.0,0.0
2020-03-01,33703.0,147429.0,410286.0,0.0,0.0,0.0
2020-04-01,34306.0,150067.0,506589.0,0.0,0.0,0.0
2020-05-01,33874.0,148177.0,333579.0,0.0,0.0,0.0
2020-06-01,29893.0,130763.0,288468.0,0.0,0.0,0.0
2020-07-01,26351.0,115269.0,259625.0,0.0,0.0,0.0
2020-08-01,24510.0,107216.0,177092.0,0.0,0.0,0.0
2020-09-01,33175.0,145119.0,326852.0,0.0,0.0,0.0
2020-10-01,34991.0,153063.0,357512.0,0.0,0.0,0.0
2020-11-01,32528.0,142289.0,345446.0,0.0,0.0,0.0
2020-12-01,33790.0,147810.0,387498.0,0.0,0.0,0.0
2021-01-01,29076.735,127192.0,609306.0,5564.265,24340.0,116600.0
2021-02-01,10568.969,46232.0,348977.0,7416.031,32440.0,244870.0
2021-03-01,30448.863,133194.0,648585.0,6687.137,29252.0,142441.0
2021-04-01,9817.061,42943.0,322498.0,9832.939,43013.0,323020.0
2021-05-01,14615.97,63935.0,329518.0,18284.03,79981.0,412215.0
2021-06-01,15039.099,65786.0,328147.0,18084.901,79110.0,394605.0
2021-07-01,15954.311,69790.0,329031.0,19012.689,83168.0,392105.0
2021-08-01,16202.27,70875.0,328276.0,16837.73,73654.0,341151.0
2021-09-01,15546.244,68005.0,312844.0,18169.756,79481.0,365638.0
2021-10-01,0.0,0.0,0.0,25719.0,112504.0,602589.0
2021-11-01,0.0,0.0,0.0,11007.0,48149.0,450873.0
2021-12-01,0.0,0.0,0.0,13656.0,59736.0,374912.0
2022-01-01,0.0,0.0,0.0,13757.0,60178.0,524303.0
2022-02-01,0.0,0.0,0.0,29211.0,127779.0,602668.0
2022-03-01,0.0,0.0,0.0,34168.0,149463.0,697751.0
2022-04-01,0.0,0.0,0.0,25174.0,110120.0,601734.0
2022-05-01,0.0,0.0,0.0,31190.0,136436.0,615302.0
2022-06-01,0.0,0.0,0.0,33124.0,144896.0,637010.0
2022-07-01,0.0,0.0,0.0,33416.0,146174.0,608410.0
2022-08-01,0.0,0.0,0.0,33040.0,144529.0,618222.0
2022-09-01,0.0,0.0,0.0,4514.0,19746.0,364722.0
2022-10-01,0.0,0.0,0.0,12620.0,55204.0,459927.0
2022-11-01,0.0,0.0,0.0,18646.0,81564.0,705173.0
2022-12-01,0.0,0.0,0.0,14965.0,65462.0,693531.0
2023-01-01,0.0,0.0,0.0,19193.0,83957.0,702394.0
2023-02-01,0.0,0.0,0.0,26690.0,116752.0,550473.0
2023-03-01,0.0,0.0,0.0,34168.0,149463.0,673089.0
2023-04-01,0.0,0.0,0.0,25174.0,110120.0,652618.0
2023-05-01,0.0,0.0,0.0,29119.0,127377.0,507002.0
2023-06-01,0.0,0.0,0.0,31468.0,137652.0,556085.0
2023-07-01,0.0,0.0,0.0,34497.0,150902.0,506310.0
2023-08-01,0.0,0.0,0.0,24158.0,105676.0,466543.0
2023-09-01,0.0,0.0,0.0,20126.0,88038.0,339881.0
2023-10-01,0.0,0.0,0.0,29620.0,129569.0,406752.0
2023-11-01,0.0,0.0,0.0,15331.0,67063.0,424373.0
2023-12-01,0.0,0.0,0.0,11124.0,48660.0,560097.0
2024-01-01,0.0,0.0,0.0,29940.0,130968.0,599695.0
2024-02-01,0.0,0.0,0.0,20299.0,88795.0,518163.0
2024-03-01,0.0,0.0,0.0,32998.0,144345.0,647355.0
2024-04-01,0.0,0.0,0.0,19749.0,86389.0,528354.0
2024-05-01,0.0,0.0,0.0,10715.0,46871.0,566233.0
2024-06-01,0.0,0.0,0.0,28592.0,125072.0,566723.0
2024-07-01,0.0,0.0,0.0,18778.0,82142.0,467496.0
2024-08-01,0.0,0.0,0.0,20887.0,91367.0,438979.0
2024-09-01,0.0,0.0,0.0,21747.0,95129.0,519781.0
2024-10-01,0.0,0.0,0.0,13301.0,58183.0,461982.0
2024-11-01,0.0,0.0,0.0,6373.0,27878.0,371988.0
2024-12-01,0.0,0.0,0.0,30572.0,133733.0,551932.0
