measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-05-01,,,,15.205,728.95,728.95,190.47400000000002,9139.95,9139.95
2005-06-01,,,,25.868000000000002,1240.16,1240.16,1067.8690000000001,51241.95,51241.95
2005-07-01,,,,33.335,1598.11,1598.11,1301.636,62459.3,62459.3
2005-08-01,,,,35.64,1708.62,1708.62,1531.8880000000001,73507.98,73507.98
2005-09-01,,,,23.576,1130.27,1130.27,1196.2530000000002,57402.47,57402.47
2005-10-01,,,,16.304000000000002,781.64,781.64,1095.94,52588.92,52588.92
2005-11-01,,,,14.635,701.61,701.61,506.394,24299.45,24299.45
2005-12-01,,,,15.812000000000001,758.04,758.04,1504.07,72173.13,72173.13
2006-01-01,,,,530.3340000000001,27299.0,27299.0,405.863,20332.0,20332.0
2006-02-01,,,,528.788,27219.0,27219.0,374.06,18738.0,18738.0
2006-03-01,,,,576.879,29694.0,29694.0,355.115,17789.0,17789.0
2006-04-01,,,,485.019,24966.0,24966.0,272.523,13652.0,13652.0
2006-05-01,,,,470.502,24219.0,24219.0,247.644,12406.0,12406.0
2006-06-01,,,,601.863,30980.0,30980.0,240.512,12048.0,12048.0
2006-07-01,,,,901.3280000000001,46395.0,46395.0,286.802,14367.0,14367.0
2006-08-01,,,,848.576,43680.0,43680.0,245.15200000000002,12281.0,12281.0
2006-09-01,,,,601.895,30982.0,30982.0,256.456,12847.0,12847.0
2006-10-01,,,,671.2610000000001,34553.0,34553.0,243.02,12174.0,12174.0
2006-11-01,,,,577.375,29720.0,29720.0,297.78200000000004,14917.0,14917.0
2006-12-01,,,,564.177,29041.0,29041.0,409.074,20493.0,20493.0
2007-01-01,,,,196.068,2299.0,9825.0,316.17,3704.0,15845.0
2007-02-01,,,,209.848,2460.0,10516.0,1246.287,14610.0,62452.0
2007-03-01,,,,372.81800000000004,4372.0,18683.0,661.85,7762.0,33170.0
2007-04-01,,,,390.13100000000003,4575.0,19550.0,126.233,1481.0,6325.0
2007-05-01,,,,415.66400000000004,4874.0,20829.0,167.80700000000002,1966.0,8411.0
2007-06-01,,,,563.488,6607.0,28238.0,530.796,6224.0,26599.0
2007-07-01,,,,800.052,9380.0,40093.0,289.766,3396.0,14522.0
2007-08-01,,,,1140.583,13373.0,57157.0,346.788,4064.0,17375.0
2007-09-01,,,,562.875,6600.0,28207.0,228.901,2684.0,11472.0
2007-10-01,,,,599.842,7033.0,30060.0,148.142,1739.0,7421.0
2007-11-01,,,,322.278,3779.0,16150.0,102.68,1203.0,5147.0
2007-12-01,,,,407.663,4780.0,20429.0,247.79,2904.0,12417.0
2008-01-01,,,,509.41,25279.0,25279.0,9.802,479.0,479.0
2008-02-01,,,,503.593,24993.0,24993.0,7.846,391.0,391.0
2008-03-01,,,,648.1460000000001,32167.0,32167.0,2.5580000000000003,126.0,126.0
2008-04-01,,,,581.816,28875.0,28875.0,1.76,88.0,88.0
2008-05-01,,,,254.714,12641.0,12641.0,1.806,88.0,88.0
2008-06-01,,,,1144.5410000000002,56803.0,56803.0,7.274,359.0,359.0
2008-07-01,,,,1443.027,71617.0,71617.0,3.3920000000000003,170.0,170.0
2008-08-01,,,,1305.1580000000001,64774.0,64774.0,2.105,107.0,107.0
2008-09-01,,,,1205.4740000000002,59827.0,59827.0,2.624,132.0,132.0
2008-10-01,,,,1057.707,52493.0,52493.0,1.233,63.0,63.0
2008-11-01,,,,683.027,33898.0,33898.0,2.6430000000000002,132.0,132.0
2008-12-01,,,,748.2760000000001,37137.0,37137.0,5.0680000000000005,252.0,252.0
2009-01-01,,,,490.202,23481.0,23481.0,346.11,16575.0,16575.0
2009-02-01,,,,624.874,29931.0,29931.0,66.755,3200.0,3200.0
2009-03-01,,,,859.087,41150.0,41150.0,82.018,3931.0,3931.0
2009-04-01,,,,821.0880000000001,39329.0,39329.0,30.706000000000003,1468.0,1468.0
2009-05-01,,,,767.6890000000001,36771.0,36771.0,29.093,1392.0,1392.0
2009-06-01,,,,844.2760000000001,40441.0,40441.0,25.746000000000002,1235.0,1235.0
2009-07-01,,,,1063.3980000000001,50935.0,50935.0,40.403,1934.0,1934.0
2009-08-01,,,,1245.576,59662.0,59662.0,34.609,1657.0,1657.0
2009-09-01,,,,998.8580000000001,47845.0,47845.0,22.091,1058.0,1058.0
2009-10-01,,,,744.623,35667.0,35667.0,22.992,1103.0,1103.0
2009-11-01,,,,791.183,37897.0,37897.0,27.239,1304.0,1304.0
2009-12-01,,,,584.8430000000001,28013.0,28013.0,26.541,1273.0,1273.0
2010-01-01,,,,529.052,25588.0,25588.0,0.0,0.0,0.0
2010-02-01,,,,513.6890000000001,24847.0,24847.0,0.0,0.0,0.0
2010-03-01,,,,737.8430000000001,35690.0,35690.0,0.0,0.0,0.0
2010-04-01,,,,781.9540000000001,37823.0,37823.0,0.0,0.0,0.0
2010-05-01,,,,747.474,36156.0,36156.0,0.0,0.0,0.0
2010-06-01,,,,1129.185,54619.0,54619.0,0.0,0.0,0.0
2010-07-01,,,,1545.246,74744.0,74744.0,0.0,0.0,0.0
2010-08-01,,,,1314.515,63583.0,63583.0,0.0,0.0,0.0
2010-09-01,,,,1144.034,55337.0,55337.0,0.0,0.0,0.0
2010-10-01,,,,937.9490000000001,45368.0,45368.0,0.0,0.0,0.0
2010-11-01,,,,1102.309,53319.0,53319.0,0.0,0.0,0.0
2010-12-01,,,,1097.75,53099.0,53099.0,0.0,0.0,0.0
2011-01-01,,,,658.469,32093.0,32093.0,0.0,0.0,0.0
2011-02-01,,,,746.804,36399.0,36399.0,0.0,0.0,0.0
2011-03-01,,,,945.533,46084.0,46084.0,0.0,0.0,0.0
2011-04-01,,,,806.312,39299.0,39299.0,0.0,0.0,0.0
2011-05-01,,,,954.318,46513.0,46513.0,0.0,0.0,0.0
2011-06-01,,,,994.566,48474.0,48474.0,0.0,0.0,0.0
2011-07-01,,,,1294.056,63072.0,63072.0,0.0,0.0,0.0
2011-08-01,,,,1151.978,56147.0,56147.0,0.0,0.0,0.0
2011-09-01,,,,1020.791,49752.0,49752.0,0.0,0.0,0.0
2011-10-01,,,,862.413,42033.0,42033.0,0.0,0.0,0.0
2011-11-01,,,,909.965,44351.0,44351.0,0.0,0.0,0.0
2011-12-01,,,,1081.795,52726.0,52726.0,0.0,0.0,0.0
2012-01-01,,,,941.455,45345.0,45345.0,1.123,50.0,50.0
2012-02-01,,,,1093.638,52674.0,52674.0,0.802,38.0,38.0
2012-03-01,,,,954.227,45960.0,45960.0,0.741,38.0,38.0
2012-04-01,,,,981.784,47287.0,47287.0,1.024,50.0,50.0
2012-05-01,,,,897.868,43245.0,43245.0,1.768,88.0,88.0
2012-06-01,,,,1024.464,49343.0,49343.0,1.4,69.0,69.0
2012-07-01,,,,1258.723,60626.0,60626.0,3.027,145.0,145.0
2012-08-01,,,,1158.777,55812.0,55812.0,1.11,50.0,50.0
2012-09-01,,,,994.266,47888.0,47888.0,1.243,63.0,63.0
2012-10-01,,,,866.987,41758.0,41758.0,0.935,44.0,44.0
2012-11-01,,,,876.839,42233.0,42233.0,1.629,76.0,76.0
2012-12-01,,,,952.883,45895.0,45895.0,1.287,63.0,63.0
2013-01-01,,,,1051.983,48845.0,48845.0,0.881,38.0,38.0
2013-02-01,,,,995.55,46224.0,46224.0,0.257,13.0,13.0
2013-03-01,,,,922.471,42830.0,42830.0,0.212,13.0,13.0
2013-04-01,,,,862.6,40050.0,40050.0,0.354,19.0,19.0
2013-05-01,,,,915.225,42494.0,42494.0,0.333,13.0,13.0
2013-06-01,,,,949.21,44072.0,44072.0,0.274,13.0,13.0
2013-07-01,,,,1245.234,57816.0,57816.0,0.677,32.0,32.0
2013-08-01,,,,1191.48,55321.0,55321.0,0.349,19.0,19.0
2013-09-01,,,,1021.023,47406.0,47406.0,0.247,13.0,13.0
2013-10-01,,,,979.128,45461.0,45461.0,0.29,13.0,13.0
2013-11-01,,,,970.064,45040.0,45040.0,0.275,13.0,13.0
2013-12-01,,,,1031.283,47883.0,47883.0,0.6,25.0,25.0
2014-01-01,,,,880.065,10009.0,41473.0,0.0,0.0,0.0
2014-02-01,,,,795.704,9050.0,37497.0,0.0,0.0,0.0
2014-03-01,,,,902.888,10269.0,42548.0,0.0,0.0,0.0
2014-04-01,,,,721.238,8203.0,33988.0,0.0,0.0,0.0
2014-05-01,,,,950.958,10816.0,44813.0,0.0,0.0,0.0
2014-06-01,,,,1151.43,13096.0,54261.0,0.0,0.0,0.0
2014-07-01,,,,1301.18,14799.0,61318.0,0.0,0.0,0.0
2014-08-01,,,,1285.753,14623.0,60591.0,0.0,0.0,0.0
2014-09-01,,,,1205.553,13711.0,56811.0,0.0,0.0,0.0
2014-10-01,,,,1228.617,13973.0,57898.0,0.0,0.0,0.0
2014-11-01,,,,867.459,9866.0,40878.0,0.0,0.0,0.0
2014-12-01,,,,1110.155,12626.0,52315.0,0.0,0.0,0.0
2015-01-01,,,,903.029,10270.0,44440.0,9.371,107.0,466.0
2015-02-01,,,,725.681,8253.0,35712.0,50.037,569.0,2463.0
2015-03-01,,,,930.256,10580.0,45779.0,6.75,77.0,334.0
2015-04-01,,,,839.147,9544.0,41295.0,2.536,29.0,126.0
2015-05-01,,,,836.958,9519.0,41188.0,4.535,52.0,221.0
2015-06-01,,,,1009.271,11479.0,49668.0,4.023,46.0,195.0
2015-07-01,,,,1247.287,14186.0,61381.0,4.754,54.0,233.0
2015-08-01,,,,1236.571,14064.0,60853.0,3.955,45.0,195.0
2015-09-01,,,,1055.846,12008.0,51960.0,2.48,28.0,120.0
2015-10-01,,,,1026.187,11671.0,50500.0,3.647,41.0,176.0
2015-11-01,,,,947.95,10781.0,46650.0,4.461,51.0,221.0
2015-12-01,,,,991.194,11273.0,48779.0,4.074,46.0,202.0
2016-01-01,,,,820.045,3542.0,42090.0,0.519,2.0,25.0
2016-02-01,,,,763.23,3296.0,39176.0,0.313,1.0,19.0
2016-03-01,,,,830.334,3586.0,42620.0,0.336,1.0,19.0
2016-04-01,,,,727.762,3143.0,37355.0,0.453,2.0,25.0
2016-05-01,,,,785.308,3392.0,40309.0,0.368,2.0,19.0
2016-06-01,,,,1009.82,4361.0,51833.0,0.376,2.0,19.0
2016-07-01,,,,1237.498,5345.0,63519.0,0.399,2.0,19.0
2016-08-01,,,,1253.488,5414.0,64340.0,0.38,2.0,19.0
2016-09-01,,,,1061.968,4587.0,54509.0,0.254,1.0,13.0
2016-10-01,,,,853.046,3684.0,43786.0,0.297,1.0,13.0
2016-11-01,,,,904.001,3904.0,46401.0,0.362,2.0,19.0
2016-12-01,,,,901.081,3892.0,46251.0,0.362,2.0,19.0
2017-01-01,,,,929.23,4013.0,47784.0,0.44,2.0,25.0
2017-02-01,,,,870.068,3758.0,44741.0,0.344,1.0,19.0
2017-03-01,,,,860.28,3716.0,44237.0,0.449,2.0,25.0
2017-04-01,,,,709.775,3066.0,36498.0,0.302,1.0,13.0
2017-05-01,,,,750.644,3242.0,38599.0,0.486,2.0,25.0
2017-06-01,,,,949.032,4099.0,48801.0,0.518,2.0,25.0
2017-07-01,,,,1219.261,5266.0,62697.0,0.432,2.0,25.0
2017-08-01,,,,1181.973,5105.0,60779.0,0.582,3.0,32.0
2017-09-01,,,,1097.898,4742.0,56456.0,0.422,2.0,19.0
2017-10-01,,,,1085.808,4690.0,55834.0,0.306,1.0,13.0
2017-11-01,,,,871.228,3763.0,44800.0,0.56,2.0,32.0
2017-12-01,,,,932.412,4027.0,47946.0,0.55,2.0,25.0
2018-01-01,,,,882.558,3812.0,44158.0,0.718,3.0,44.0
2018-02-01,,,,926.344,4001.0,46348.0,0.287,1.0,13.0
2018-03-01,,,,1032.244,4458.0,51647.0,0.221,1.0,13.0
2018-04-01,,,,898.947,3883.0,44977.0,0.249,1.0,13.0
2018-05-01,,,,874.298,3776.0,43744.0,0.249,1.0,13.0
2018-06-01,,,,1103.57,4766.0,55215.0,0.409,2.0,19.0
2018-07-01,,,,1309.129,5654.0,65500.0,0.161,1.0,6.0
2018-08-01,,,,1289.177,5568.0,64502.0,0.255,1.0,13.0
2018-09-01,,,,1119.718,4836.0,56024.0,0.13,1.0,6.0
2018-10-01,,,,1033.614,4464.0,51715.0,0.182,1.0,6.0
2018-11-01,,,,832.002,3593.0,41628.0,0.293,1.0,13.0
2018-12-01,,,,849.873,3671.0,42522.0,0.372,2.0,19.0
2019-01-01,,,,868.199,3750.0,44364.0,0.278,1.0,19.0
2019-02-01,,,,830.355,3586.0,42430.0,0.253,1.0,13.0
2019-03-01,,,,859.55,3712.0,43922.0,0.155,1.0,6.0
2019-04-01,,,,590.72,2551.0,30185.0,0.083,0.0,6.0
2019-05-01,,,,798.517,3449.0,40804.0,0.241,1.0,13.0
2019-06-01,,,,938.425,4053.0,47953.0,0.499,2.0,25.0
2019-07-01,,,,1187.818,5130.0,60697.0,0.169,1.0,6.0
2019-08-01,,,,1161.501,5017.0,59351.0,0.419,2.0,19.0
2019-09-01,,,,996.901,4306.0,50941.0,0.261,1.0,13.0
2019-10-01,,,,947.219,4091.0,48402.0,0.541,2.0,25.0
2019-11-01,,,,825.733,3566.0,42194.0,0.476,2.0,25.0
2019-12-01,,,,927.61,4006.0,47400.0,0.077,0.0,6.0
2020-01-01,,,,871.052,3762.0,43652.0,7.928,34.0,403.0
2020-02-01,,,,796.281,3439.0,39905.0,6.089,26.0,302.0
2020-03-01,,,,787.509,3401.0,39466.0,8.462,37.0,422.0
2020-04-01,,,,618.172,2670.0,30980.0,6.192,27.0,309.0
2020-05-01,,,,648.516,2801.0,32500.0,7.813,34.0,391.0
2020-06-01,,,,864.573,3734.0,43327.0,5.771,25.0,290.0
2020-07-01,,,,1094.829,4729.0,54866.0,8.097,35.0,403.0
2020-08-01,,,,1081.317,4670.0,54189.0,7.176,31.0,359.0
2020-09-01,,,,968.087,4181.0,48516.0,6.641,29.0,334.0
2020-10-01,,,,836.682,3614.0,41930.0,5.223,23.0,265.0
2020-11-01,,,,635.32,2744.0,31839.0,6.27,27.0,315.0
2020-12-01,,,,898.692,3881.0,45038.0,7.308,32.0,365.0
2021-01-01,1.106,5.0,58.0,1042.451,4502.0,51080.0,0.0,0.0,0.0
2021-02-01,1.23,5.0,58.0,932.517,4028.0,45693.0,0.0,0.0,0.0
2021-03-01,0.854,4.0,41.0,926.679,4002.0,45406.0,0.0,0.0,0.0
2021-04-01,0.835,4.0,41.0,784.794,3390.0,38454.0,0.0,0.0,0.0
2021-05-01,0.584,3.0,29.0,904.459,3906.0,44319.0,0.0,0.0,0.0
2021-06-01,0.91,4.0,46.0,1040.982,4496.0,51008.0,0.0,0.0,0.0
2021-07-01,1.114,5.0,52.0,1139.691,4922.0,55844.0,0.0,0.0,0.0
2021-08-01,0.768,3.0,35.0,1137.636,4913.0,55744.0,0.0,0.0,0.0
2021-09-01,0.581,3.0,29.0,1019.278,4402.0,49944.0,0.0,0.0,0.0
2021-10-01,0.211,1.0,12.0,889.009,3840.0,43561.0,0.0,0.0,0.0
2021-11-01,0.675,3.0,35.0,921.968,3982.0,45176.0,0.0,0.0,0.0
2021-12-01,1.896,8.0,93.0,1062.772,4590.0,52076.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,963.392,4161.0,47547.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,897.243,3875.0,44281.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,932.259,4026.0,46010.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,741.561,3203.0,36599.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,781.187,3374.0,38554.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,934.646,4037.0,46128.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,1114.554,4814.0,55007.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,1106.41,4779.0,54605.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,1001.333,4325.0,49419.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,950.303,4104.0,46900.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,860.101,3715.0,42448.0,0.0,0.0,0.0
2022-12-01,0.587,3.0,29.0,983.424,4247.0,48535.0,0.0,0.0,0.0
2023-01-01,0.239,1.0,12.0,759.928,3282.0,37117.0,0.0,0.0,0.0
2023-02-01,0.214,1.0,12.0,695.586,3004.0,33975.0,0.0,0.0,0.0
2023-03-01,0.121,1.0,6.0,732.849,3165.0,35795.0,0.0,0.0,0.0
2023-04-01,0.176,1.0,6.0,575.011,2483.0,28086.0,0.0,0.0,0.0
2023-05-01,0.346,1.0,17.0,619.15,2674.0,30242.0,0.0,0.0,0.0
2023-06-01,0.417,2.0,23.0,746.865,3226.0,36480.0,0.0,0.0,0.0
2023-07-01,0.637,3.0,29.0,843.925,3645.0,41221.0,0.0,0.0,0.0
2023-08-01,0.23,1.0,12.0,834.87,3606.0,40778.0,0.0,0.0,0.0
2023-09-01,0.141,1.0,6.0,744.924,3217.0,36385.0,0.0,0.0,0.0
2023-10-01,0.282,1.0,12.0,563.149,2432.0,27506.0,0.0,0.0,0.0
2023-11-01,0.2,1.0,12.0,572.901,2474.0,27982.0,0.0,0.0,0.0
2023-12-01,0.201,1.0,12.0,690.638,2983.0,33734.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,694.121,2998.0,35506.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,682.901,2949.0,34932.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,719.966,3110.0,36828.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,575.077,2484.0,29417.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,683.257,2951.0,34950.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,774.881,3347.0,39637.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,836.828,3614.0,42806.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,805.935,3481.0,41225.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,704.509,3043.0,36038.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,534.637,2309.0,27348.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,612.286,2644.0,31320.0,0.0,0.0,0.0
2024-12-01,0.906,4.0,46.0,732.696,3165.0,37479.0,0.0,0.0,0.0
