measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2010-08-01,0.0,0.0,0.0,7633.0,122657.0,122657.0
2010-09-01,0.0,0.0,0.0,6725.0,108707.0,108707.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,21.0,865.0,865.0
2011-01-01,0.0,0.0,0.0,1189.0,19377.0,19377.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,41.0,41.0,0.0,0.0,0.0
2011-04-01,0.0,87.0,87.0,0.0,0.0,0.0
2011-05-01,7.269,133.0,133.0,1644.731,30184.0,30184.0
2011-06-01,1.69,29.0,29.0,7046.31,120881.0,120881.0
2011-07-01,0.0,0.0,0.0,4180.0,72153.0,72153.0
2011-08-01,0.0,0.0,0.0,257.0,4952.0,4952.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,1839.0,29435.0,29435.0
2011-11-01,0.0,0.0,0.0,670.0,10139.0,10139.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,6966.0,106379.0,106379.0
2012-04-01,0.0,0.0,0.0,6767.0,93653.0,93653.0
2012-05-01,0.0,0.0,0.0,964.0,16995.0,16995.0
2012-06-01,0.0,0.0,0.0,2711.0,51627.0,51627.0
2012-07-01,0.0,0.0,0.0,13287.0,207396.0,207396.0
2012-08-01,0.0,0.0,0.0,10892.0,175924.0,175924.0
2012-09-01,0.0,0.0,0.0,8318.0,146394.0,146394.0
2012-10-01,0.0,0.0,0.0,6645.0,121225.0,121225.0
2012-11-01,0.0,0.0,0.0,655.0,9386.0,9386.0
2012-12-01,0.0,0.0,0.0,225.0,4892.0,4892.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,695.0,13811.0,13811.0
2013-05-01,0.0,0.0,0.0,3408.0,53084.0,53084.0
2013-06-01,0.0,0.0,0.0,8112.0,126865.0,126865.0
2013-07-01,0.0,0.0,0.0,7793.0,120987.0,120987.0
2013-08-01,0.0,0.0,0.0,8451.0,124290.0,124290.0
2013-09-01,0.0,0.0,0.0,7675.0,115677.0,115677.0
2013-10-01,0.0,0.0,0.0,6487.0,108786.0,108786.0
2013-11-01,0.0,0.0,0.0,57.0,1167.0,1167.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,169.0,2838.0,2838.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,418.0,6892.0,6892.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,2103.0,34708.0,34708.0
2014-06-01,0.0,0.0,0.0,1764.0,29106.0,29106.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,405.0,6685.0,6685.0
2014-09-01,0.0,0.0,0.0,275.0,3759.0,3759.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,415.0,6532.0,6532.0
2015-04-01,0.0,0.0,0.0,1675.0,27553.0,27553.0
2015-05-01,0.0,0.0,0.0,942.0,16272.0,16272.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,,,,0.0,0.0,0.0
2015-08-01,,,,0.0,0.0,0.0
2015-09-01,,,,0.0,0.0,0.0
2015-10-01,,,,0.0,0.0,0.0
2015-11-01,,,,0.0,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0
