measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-10-01,145001.0,1566017.0,1566017.0,,,,8925.0,96392.0,96392.0
2006-11-01,137378.0,1530546.0,1530546.0,,,,12162.0,135498.0,135498.0
2006-12-01,142735.0,1582211.0,1582211.0,,,,16098.0,178448.0,178448.0
2007-01-01,131607.891,1476272.0,1476272.0,,,,158.109,1774.0,1774.0
2007-02-01,124392.01,1409562.0,1409562.0,,,,912.99,10346.0,10346.0
2007-03-01,154899.547,1736089.0,1736089.0,,,,5172.453,57972.0,57972.0
2007-04-01,138536.531,1559379.0,1559379.0,,,,2238.469,25196.0,25196.0
2007-05-01,139008.0,1544398.0,1544398.0,,,,0.0,0.0,0.0
2007-06-01,120991.293,1390968.0,1390968.0,,,,10577.707,121606.0,121606.0
2007-07-01,138808.232,1591869.0,1591869.0,,,,7349.768,84288.0,84288.0
2007-08-01,136635.938,1562424.0,1562424.0,,,,4427.062,50623.0,50623.0
2007-09-01,130830.0,1528654.0,1528654.0,,,,0.0,0.0,0.0
2007-10-01,18432.0,235528.0,235528.0,,,,0.0,0.0,0.0
2007-11-01,114779.0,1373295.0,1373295.0,,,,0.0,0.0,0.0
2007-12-01,125018.0,1468096.0,1468096.0,,,,0.0,0.0,0.0
2008-01-01,151478.0,1795211.0,1795211.0,,,,0.0,0.0,0.0
2008-02-01,132542.0,1569475.0,1569475.0,,,,0.0,0.0,0.0
2008-03-01,138968.0,1587945.0,1587945.0,,,,0.0,0.0,0.0
2008-04-01,155797.0,1744582.0,1744582.0,,,,0.0,0.0,0.0
2008-05-01,139712.0,1490364.0,1490364.0,,,,0.0,0.0,0.0
2008-06-01,133086.509,1501896.0,1501896.0,,,,5429.491,61272.0,61272.0
2008-07-01,137753.061,1533488.0,1533488.0,,,,4045.9390000000003,45040.0,45040.0
2008-08-01,141390.297,1588881.0,1588881.0,,,,9130.703000000001,102607.0,102607.0
2008-09-01,100195.224,1119344.0,1119344.0,,,,4749.776,53063.0,53063.0
2008-10-01,72064.484,823584.0,823584.0,,,,7166.5160000000005,81902.0,81902.0
2008-11-01,114747.507,1275396.0,1275396.0,,,,3573.4930000000004,39719.0,39719.0
2008-12-01,48488.634,544323.0,544323.0,,,,252.366,2833.0,2833.0
2009-01-01,48223.248999999996,544265.0,544265.0,0.0,0.0,0.0,2017.7510000000002,22773.0,22773.0
2009-02-01,76543.0,909878.0,909878.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,99466.717,1126161.0,1126161.0,0.0,0.0,0.0,403.283,4566.0,4566.0
2009-04-01,152629.0,1719419.0,1719419.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,148611.0,1721165.0,1721165.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,141933.0,1635178.0,1635178.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,146275.0,1750195.0,1750195.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,130425.0,1463058.0,1463058.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,146568.0,1571147.0,1571147.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,155194.0,1692471.0,1692471.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,165932.0,1809795.0,1809795.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,163258.0,1852649.0,1852649.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,139653.0,1562988.0,1562988.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,135804.809,1517229.0,1517229.0,127.191,1421.0,1421.0,0.0,0.0,0.0
2010-03-01,126650.451,1385572.0,1385572.0,264.54900000000004,2894.0,2894.0,0.0,0.0,0.0
2010-04-01,86256.542,932792.0,932792.0,272.458,2946.0,2946.0,0.0,0.0,0.0
2010-05-01,174483.03,1363659.0,1363659.0,520.97,4072.0,4072.0,0.0,0.0,0.0
2010-06-01,200605.095,1491787.0,1491787.0,205.905,1531.0,1531.0,0.0,0.0,0.0
2010-07-01,184368.665,1381401.0,1381401.0,420.33500000000004,3149.0,3149.0,0.0,0.0,0.0
2010-08-01,209005.0,1578516.0,1578516.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,190079.847,1481073.0,1481073.0,343.153,2674.0,2674.0,0.0,0.0,0.0
2010-10-01,192196.162,1566067.0,1566067.0,333.838,2720.0,2720.0,0.0,0.0,0.0
2010-11-01,184983.969,1520665.0,1520665.0,309.031,2540.0,2540.0,0.0,0.0,0.0
2010-12-01,199811.459,1638281.0,1638281.0,501.541,4112.0,4112.0,0.0,0.0,0.0
2011-01-01,190093.86,1542936.0,1542936.0,350.142,2842.0,2842.0,0.0,0.0,0.0
2011-02-01,139409.74,1092193.0,1092193.0,649.264,5087.0,5087.0,0.0,0.0,0.0
2011-03-01,190530.11,1631667.0,1631667.0,610.895,5232.0,5232.0,0.0,0.0,0.0
2011-04-01,140520.59,1108654.0,1108654.0,598.407,4721.0,4721.0,0.0,0.0,0.0
2011-05-01,182004.82,1571143.0,1571143.0,624.182,5388.0,5388.0,0.0,0.0,0.0
2011-06-01,186760.67,1519625.0,1519625.0,118.327,963.0,963.0,0.0,0.0,0.0
2011-07-01,198636.7,1533781.0,1533781.0,690.303,5330.0,5330.0,0.0,0.0,0.0
2011-08-01,199121.92,1538816.0,1538816.0,111.076,858.0,858.0,0.0,0.0,0.0
2011-09-01,122709.52,1395845.0,1395845.0,308.478,3509.0,3509.0,0.0,0.0,0.0
2011-10-01,127382.45,1426493.0,1426493.0,362.548,4060.0,4060.0,0.0,0.0,0.0
2011-11-01,147765.81,1623083.0,1623083.0,154.186,1694.0,1694.0,0.0,0.0,0.0
2011-12-01,145044.73,1606686.0,1606686.0,283.267,3138.0,3138.0,0.0,0.0,0.0
2012-01-01,131996.41,1474362.0,1474362.0,231.591,2587.0,2587.0,0.0,0.0,0.0
2012-02-01,92277.171,1003059.0,1003059.0,211.829,2303.0,2303.0,0.0,0.0,0.0
2012-03-01,132678.89,1416182.0,1416182.0,258.11,2755.0,2755.0,0.0,0.0,0.0
2012-04-01,78189.768,850748.0,850748.0,68.232,742.0,742.0,0.0,0.0,0.0
2012-05-01,141831.69,1566884.0,1566884.0,1098.313,12134.0,12134.0,0.0,0.0,0.0
2012-06-01,184436.87,1964631.0,1964631.0,130.135,1386.0,1386.0,0.0,0.0,0.0
2012-07-01,198087.05,2113572.0,2113572.0,304.951,3254.0,3254.0,0.0,0.0,0.0
2012-08-01,172946.71,1883312.0,1883312.0,380.291,4141.0,4141.0,0.0,0.0,0.0
2012-09-01,178475.33,1978351.0,1978351.0,262.668,2912.0,2912.0,0.0,0.0,0.0
2012-10-01,175191.95,1875594.0,1875594.0,539.047,5771.0,5771.0,0.0,0.0,0.0
2012-11-01,196579.9,2174246.0,2174246.0,88.098,974.0,974.0,0.0,0.0,0.0
2012-12-01,178948.89,1937690.0,1937690.0,475.112,5145.0,5145.0,0.0,0.0,0.0
2013-01-01,189527.09,2059205.0,2059205.0,258.906,2813.0,2813.0,0.0,0.0,0.0
2013-02-01,169723.13,1858594.0,1858594.0,113.874,1247.0,1247.0,0.0,0.0,0.0
2013-03-01,184777.21,2024617.0,2024617.0,248.789,2726.0,2726.0,0.0,0.0,0.0
2013-04-01,101378.0,1054845.0,1054845.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,114142.2,1201858.0,1201858.0,528.801,5568.0,5568.0,0.0,0.0,0.0
2013-06-01,170661.57,1819522.0,1819522.0,728.428,7766.0,7766.0,0.0,0.0,0.0
2013-07-01,188636.36,1986107.0,1986107.0,499.641,5261.0,5261.0,0.0,0.0,0.0
2013-08-01,170345.85,1818883.0,1818883.0,423.148,4518.0,4518.0,0.0,0.0,0.0
2013-09-01,172568.02,1860052.0,1860052.0,373.98,4031.0,4031.0,0.0,0.0,0.0
2013-10-01,197648.36,2118834.0,2118834.0,232.645,2494.0,2494.0,0.0,0.0,0.0
2013-11-01,195029.4,2081798.0,2081798.0,32.602,348.0,348.0,0.0,0.0,0.0
2013-12-01,203722.97,2253216.0,2253216.0,85.035,941.0,941.0,0.0,0.0,0.0
2014-01-01,206346.03,2269598.0,2269598.0,95.972,1056.0,1056.0,0.0,0.0,0.0
2014-02-01,181679.17,1988747.0,1988747.0,289.828,3173.0,3173.0,0.0,0.0,0.0
2014-03-01,211197.43,2271622.0,2271622.0,21.57,232.0,232.0,0.0,0.0,0.0
2014-04-01,177575.83,1904362.0,1904362.0,161.168,1728.0,1728.0,0.0,0.0,0.0
2014-05-01,130081.13,1412388.0,1412388.0,466.874,5069.0,5069.0,0.0,0.0,0.0
2014-06-01,178128.68,1894362.0,1894362.0,334.318,3555.0,3555.0,0.0,0.0,0.0
2014-07-01,199837.86,2118450.0,2118450.0,402.138,4263.0,4263.0,0.0,0.0,0.0
2014-08-01,200540.47,2141677.0,2141677.0,170.532,1821.0,1821.0,0.0,0.0,0.0
2014-09-01,189221.19,2027208.0,2027208.0,206.806,2216.0,2216.0,0.0,0.0,0.0
2014-10-01,205107.55,2152470.0,2152470.0,340.45,3573.0,3573.0,0.0,0.0,0.0
2014-11-01,211889.24,2225103.0,2225103.0,2.762,29.0,29.0,0.0,0.0,0.0
2014-12-01,208287.0,2196594.0,2196594.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,174740.0,1870786.0,1870786.0,0.0,0.0,0.0,,,
2015-02-01,166671.04,1784027.0,1784027.0,471.96,5052.0,5052.0,0.0,0.0,0.0
2015-03-01,124810.47,1355102.0,1355102.0,531.533,5771.0,5771.0,0.0,0.0,0.0
2015-04-01,95294.74,1021025.0,1021025.0,383.26,4106.0,4106.0,0.0,0.0,0.0
2015-05-01,164983.69,1753804.0,1753804.0,727.308,7731.0,7731.0,0.0,0.0,0.0
2015-06-01,177941.69,1877236.0,1877236.0,108.306,1143.0,1143.0,0.0,0.0,0.0
2015-07-01,154865.37,1651563.0,1651563.0,63.632,679.0,679.0,0.0,0.0,0.0
2015-08-01,97616.64,1047755.0,1047755.0,58.36,626.0,626.0,0.0,0.0,0.0
2015-09-01,85751.749,922564.0,922564.0,17.251,186.0,186.0,0.0,0.0,0.0
2015-10-01,74225.564,818705.0,818705.0,100.436,1108.0,1108.0,0.0,0.0,0.0
2015-11-01,76302.338,863934.0,863934.0,1093.662,12383.0,12383.0,0.0,0.0,0.0
2015-12-01,89476.277,1054016.0,1054016.0,2049.723,24145.0,24145.0,,,
2016-01-01,129689.41,1483047.0,1483047.0,605.595,6925.0,6925.0,,,
2016-02-01,156395.83,1747190.0,1747190.0,18.171,203.0,203.0,,,
2016-03-01,168648.22,1852889.0,1852889.0,14.781,162.0,162.0,,,
2016-04-01,162731.38,1779958.0,1779958.0,168.623,1844.0,1844.0,,,
2016-05-01,80920.655,909064.0,909064.0,280.345,3149.0,3149.0,,,
2016-06-01,86232.902,952786.0,952786.0,423.098,4675.0,4675.0,,,
2016-07-01,177468.25,1881069.0,1881069.0,234.748,2488.0,2488.0,,,
2016-08-01,153732.1,1649693.0,1649693.0,812.9,8723.0,8723.0,,,
2016-09-01,175288.68,1872757.0,1872757.0,200.321,2140.0,2140.0,,,
2016-10-01,122612.6,1362929.0,1362929.0,584.397,6496.0,6496.0,,,
2016-11-01,171011.25,1850309.0,1850309.0,107.747,1166.0,1166.0,,,
2016-12-01,190237.25,2039012.0,2039012.0,167.751,1798.0,1798.0,,,
2017-01-01,161540.99,1746524.0,1746524.0,265.011,2865.0,2865.0,,,
2017-02-01,116129.62,1287844.0,1287844.0,406.377,4507.0,4507.0,,,
2017-03-01,153251.97,1676836.0,1676836.0,864.034,9454.0,9454.0,,,
2017-04-01,131643.75,1455036.0,1455036.0,270.247,2987.0,2987.0,,,
2017-05-01,81985.532,930467.0,930467.0,368.468,4182.0,4182.0,,,
2017-06-01,131532.13,1417997.0,1417997.0,691.871,7459.0,7459.0,,,
2017-07-01,114590.73,1277744.0,1277744.0,497.269,5545.0,5545.0,,,
2017-08-01,106317.5,1174041.0,1174041.0,676.496,7470.0,7470.0,,,
2017-09-01,95104.68,1046133.0,1046133.0,634.32,6977.0,6977.0,,,
2017-10-01,13866.79,193376.0,193376.0,68.21,951.0,951.0,,,
2017-11-01,14088.012,193452.0,193452.0,380.988,5232.0,5232.0,,,
2017-12-01,-1438.054,0.0,0.0,-2.946,0.0,0.0,,,
2018-01-01,47182.962,583633.0,583633.0,1047.038,12951.0,12951.0,,,
2018-02-01,15377.565,200962.0,200962.0,241.435,3155.0,3155.0,,,
2018-03-01,6970.269,107371.0,107371.0,366.731,5649.0,5649.0,,,
2018-04-01,39860.577,480662.0,480662.0,343.423,4141.0,4141.0,,,
2018-05-01,51130.867,617172.0,617172.0,761.133,9187.0,9187.0,,,
2018-06-01,17947.249,230420.0,230420.0,231.751,2975.0,2975.0,,,
2018-07-01,29710.675,378986.0,378986.0,443.325,5655.0,5655.0,,,
2018-08-01,61161.925,742705.0,742705.0,767.075,9315.0,9315.0,,,
2018-09-01,59727.692,712444.0,712444.0,625.308,7459.0,7459.0,,,
2018-10-01,103515.52,1216761.0,1216761.0,602.482,7082.0,7082.0,,,
2018-11-01,111113.93,1305453.0,1305453.0,540.073,6345.0,6345.0,,,
2018-12-01,98613.163,1187143.0,1187143.0,665.837,8016.0,8016.0,,,
2019-01-01,13085.023,188949.0,188949.0,526.977,7610.0,7610.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
