measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-03-01,33248.415,327629.88,327629.88
2008-04-01,32062.784,315946.67,315946.67
2008-05-01,33218.075,327330.91000000003,327330.91000000003
2008-06-01,33727.053,332346.38,332346.38
2008-07-01,34372.305,338704.69,338704.69
2008-08-01,33959.658,334638.47000000003,334638.47000000003
2008-09-01,32983.431,325018.73,325018.73
2008-10-01,34113.142,336150.9,336150.9
2008-11-01,32581.875,321061.8,321061.8
2008-12-01,33159.818,326756.85000000003,326756.85000000003
2009-01-01,34047.507,332303.67,332303.67
2009-02-01,30841.931,301017.25,301017.25
2009-03-01,34292.28,334692.65,334692.65
2009-04-01,32678.298,318940.19,318940.19
2009-05-01,33338.808,325386.77,325386.77
2009-06-01,32274.641,315000.5,315000.5
2009-07-01,34020.328,332038.4,332038.4
2009-08-01,33709.593,329005.63,329005.63
2009-09-01,32794.128,320070.69,320070.69
2009-10-01,33693.2,328845.63,328845.63
2009-11-01,33012.112,322198.21,322198.21
2009-12-01,35297.174,344500.42,344500.42
2010-01-01,34290.647,334540.0,334540.0
2010-02-01,30803.443,300518.0,300518.0
2010-03-01,33577.294,327580.0,327580.0
2010-04-01,31777.553,310022.0,310022.0
2010-05-01,33371.252,325570.0,325570.0
2010-06-01,32328.979,315402.0,315402.0
2010-07-01,33250.049,324387.0,324387.0
2010-08-01,33467.319,326507.0,326507.0
2010-09-01,32463.506,316714.0,316714.0
2010-10-01,31097.968,303392.0,303392.0
2010-11-01,32544.07,317500.0,317500.0
2010-12-01,34027.92,331976.0,331976.0
2011-01-01,33373.169,324254.0,324254.0
2011-02-01,30279.626,294197.0,294197.0
2011-03-01,33368.459,324208.0,324208.0
2011-04-01,30567.751,296996.0,296996.0
2011-05-01,32799.706,318682.0,318682.0
2011-06-01,30292.039,294317.0,294317.0
2011-07-01,32221.776,313067.0,313067.0
2011-08-01,32236.402,313209.0,313209.0
2011-09-01,30846.536,299705.0,299705.0
2011-10-01,32387.531,314677.0,314677.0
2011-11-01,31677.809,307782.0,307782.0
2011-12-01,32949.196,320134.0,320134.0
2012-01-01,28981.485,275788.0,275788.0
2012-02-01,27245.504,259268.0,259268.0
2012-03-01,29623.291,281895.0,281895.0
2012-04-01,29054.445,276482.0,276482.0
2012-05-01,29922.454,284742.0,284742.0
2012-06-01,28855.268,274587.0,274587.0
2012-07-01,30127.043,286689.0,286689.0
2012-08-01,29802.911,283605.0,283605.0
2012-09-01,29421.552,279975.0,279975.0
2012-10-01,29966.439,285161.0,285161.0
2012-11-01,29884.783,284384.0,284384.0
2012-12-01,30937.825,294404.0,294404.0
2013-01-01,29176.57,278374.0,278374.0
2013-02-01,25926.871,247368.0,247368.0
2013-03-01,29433.567,280826.0,280826.0
2013-04-01,26890.177,256559.0,256559.0
2013-05-01,28310.952,270115.0,270115.0
2013-06-01,27449.903,261900.0,261900.0
2013-07-01,29272.289,279287.0,279287.0
2013-08-01,29070.974,277366.0,277366.0
2013-09-01,28117.018,268264.0,268264.0
2013-10-01,28895.881,275696.0,275696.0
2013-11-01,25267.278,241075.0,241075.0
2013-12-01,27835.52,265579.0,265579.0
2014-01-01,26661.428,253550.0,253550.0
2014-02-01,24062.803,228837.0,228837.0
2014-03-01,26739.139,254289.0,254289.0
2014-04-01,26678.968,253717.0,253717.0
2014-05-01,27317.045,259785.0,259785.0
2014-06-01,26920.174,256011.0,256011.0
2014-07-01,28070.277,266948.0,266948.0
2014-08-01,27982.092,266110.0,266110.0
2014-09-01,27096.998,257692.0,257692.0
2014-10-01,27843.34,264790.0,264790.0
2014-11-01,27434.359,260901.0,260901.0
2014-12-01,27436.377,260920.0,260920.0
2015-01-01,33239.741,309761.0,309761.0
2015-02-01,30290.528,282277.0,282277.0
2015-03-01,33177.525,309181.0,309181.0
2015-04-01,29859.576,278261.0,278261.0
2015-05-01,33432.128,311554.0,311554.0
2015-06-01,32443.781,302344.0,302344.0
2015-07-01,33422.958,311469.0,311469.0
2015-08-01,33244.599,309806.0,309806.0
2015-09-01,27845.034,259488.0,259488.0
2015-10-01,31115.63,289967.0,289967.0
2015-11-01,29883.818,278487.0,278487.0
2015-12-01,30754.682,286603.0,286603.0
2016-01-01,24546.156,226610.0,226610.0
2016-02-01,22970.792,212066.0,212066.0
2016-03-01,24460.787,225822.0,225822.0
2016-04-01,22488.317,207612.0,207612.0
2016-05-01,25675.598,237037.0,237037.0
2016-06-01,24664.291,227701.0,227701.0
2016-07-01,26411.589,243832.0,243832.0
2016-08-01,26483.567,244496.0,244496.0
2016-09-01,25933.634,239419.0,239419.0
2016-10-01,25865.843,238793.0,238793.0
2016-11-01,25626.383,236583.0,236583.0
2016-12-01,27160.043,250742.0,250742.0
2017-01-01,30990.548,285516.0,285516.0
2017-02-01,27130.664,249955.0,249955.0
2017-03-01,30348.776,279603.0,279603.0
2017-04-01,29420.465,271051.0,271051.0
2017-05-01,28543.179,262968.0,262968.0
2017-06-01,28411.388,261754.0,261754.0
2017-07-01,30127.979,277569.0,277569.0
2017-08-01,29944.37,275877.0,275877.0
2017-09-01,29426.282,271104.0,271104.0
2017-10-01,26447.386,243660.0,243660.0
2017-11-01,28645.184,263908.0,263908.0
2017-12-01,29722.779,273836.0,273836.0
2018-01-01,27858.431,253623.0,253623.0
2018-02-01,26530.073,241530.0,241530.0
2018-03-01,28330.285,257919.0,257919.0
2018-04-01,24615.869,224103.0,224103.0
2018-05-01,28965.789,263705.0,263705.0
2018-06-01,27660.42,251820.0,251820.0
2018-07-01,28812.337,262308.0,262308.0
2018-08-01,28659.135,260913.0,260913.0
2018-09-01,27791.843,253017.0,253017.0
2018-10-01,26650.753,242628.0,242628.0
2018-11-01,27635.339,251592.0,251592.0
2018-12-01,29308.726,266827.0,266827.0
2019-01-01,26621.312,237063.0,237063.0
2019-02-01,24756.95,220461.0,220461.0
2019-03-01,27305.516,243156.0,243156.0
2019-04-01,24966.836,222330.0,222330.0
2019-05-01,26517.603,236139.0,236139.0
2019-06-01,25995.903,231494.0,231494.0
2019-07-01,26954.034,240026.0,240026.0
2019-08-01,27298.898,243097.0,243097.0
2019-09-01,26751.863,238225.0,238225.0
2019-10-01,21327.488,189921.0,189921.0
2019-11-01,18679.365,166340.0,166340.0
2019-12-01,23336.232,207809.0,207809.0
2020-01-01,21808.829,191198.0,191198.0
2020-02-01,23905.225,209577.0,209577.0
2020-03-01,30330.315,265906.0,265906.0
2020-04-01,29145.814,255521.0,255521.0
2020-05-01,28875.381,253150.0,253150.0
2020-06-01,26894.442,235784.0,235784.0
2020-07-01,29067.039,254831.0,254831.0
2020-08-01,29166.35,255701.0,255701.0
2020-09-01,27376.537,240010.0,240010.0
2020-10-01,26297.468,230550.0,230550.0
2020-11-01,28936.902,253690.0,253690.0
2020-12-01,28332.698,248393.0,248393.0
2021-01-01,20313.016,179648.0,179648.0
2021-02-01,20132.238,178050.0,178050.0
2021-03-01,20075.99,177552.0,177552.0
2021-04-01,20149.963,178206.0,178206.0
2021-05-01,20316.124,179676.0,179676.0
2021-06-01,20252.322,179112.0,179112.0
2021-07-01,21974.402,194342.0,194342.0
2021-08-01,21645.644,191434.0,191434.0
2021-09-01,21443.608,189647.0,189647.0
2021-10-01,20175.7,178434.0,178434.0
2021-11-01,20924.292,185054.0,185054.0
2021-12-01,22366.701,197811.0,197811.0
2022-01-01,27149.616,92634.0,92634.0
2022-02-01,22488.366,76730.0,76730.0
2022-03-01,24606.44,83957.0,83957.0
2022-04-01,25368.528,86557.0,86557.0
2022-05-01,25792.947,88006.0,88006.0
2022-06-01,24761.044,84485.0,84485.0
2022-07-01,26102.719,89062.0,89062.0
2022-08-01,25840.422,88168.0,88168.0
2022-09-01,24962.36,85172.0,85172.0
2022-10-01,25459.056,86866.0,86866.0
2022-11-01,24957.456,85155.0,85155.0
2022-12-01,26638.046,90889.0,90889.0
2023-01-01,4689.0,15999.0,15999.0
2023-02-01,27602.0,94178.0,94178.0
2023-03-01,33606.0,114664.0,114664.0
2023-04-01,33222.0,113353.0,113353.0
2023-05-01,33389.0,113923.0,113923.0
2023-06-01,31270.0,106693.0,106693.0
2023-07-01,28949.0,98774.0,98774.0
2023-08-01,17003.0,58014.0,58014.0
2023-09-01,31459.0,107338.0,107338.0
2023-10-01,31050.0,105943.0,105943.0
2023-11-01,32743.0,111719.0,111719.0
2023-12-01,31528.0,107574.0,107574.0
2024-01-01,6949.0,23710.0,23710.0
2024-02-01,22852.0,77971.0,77971.0
2024-03-01,34429.0,117472.0,117472.0
2024-04-01,32537.0,111016.0,111016.0
2024-05-01,33544.0,114452.0,114452.0
2024-06-01,29546.0,100811.0,100811.0
2024-07-01,26037.0,88838.0,88838.0
2024-08-01,25149.0,85808.0,85808.0
2024-09-01,23841.0,81345.0,81345.0
2024-10-01,27635.0,94291.0,94291.0
2024-11-01,26183.0,89336.0,89336.0
2024-12-01,26196.0,89381.0,89381.0
