measured_on,"Gaseous Propane-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Gaseous Propane-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Gaseous Propane-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2011-05-01,,,,792.961,7930.0,13290.0
2011-06-01,,,,929.231,9292.0,15575.0
2011-07-01,,,,1185.368,11854.0,19867.0
2011-08-01,,,,993.368,9934.0,16650.0
2011-09-01,,,,846.439,8464.0,14187.0
2011-10-01,,,,842.092,8421.0,14114.0
2011-11-01,,,,882.843,8828.0,14797.0
2011-12-01,,,,846.011,8460.0,14180.0
2012-01-01,,,,620.058,6201.0,9235.0
2012-02-01,,,,622.374,6224.0,9270.0
2012-03-01,,,,715.683,7157.0,10659.0
2012-04-01,,,,730.729,7307.0,10883.0
2012-05-01,,,,931.043,9310.0,13867.0
2012-06-01,,,,928.657,9287.0,13831.0
2012-07-01,,,,1185.383,11854.0,17655.0
2012-08-01,,,,1064.441,10644.0,15854.0
2012-09-01,,,,932.416,9324.0,13888.0
2012-10-01,,,,729.904,7299.0,10871.0
2012-11-01,,,,470.647,4706.0,7010.0
2012-12-01,,,,475.685,4757.0,7085.0
2013-01-01,,,,523.6,5236.0,8122.0
2013-02-01,,,,535.027,5350.0,8300.0
2013-03-01,,,,661.429,6614.0,10260.0
2013-04-01,,,,665.879,6659.0,10329.0
2013-05-01,,,,689.328,6893.0,10693.0
2013-06-01,,,,785.521,7855.0,12185.0
2013-07-01,,,,1112.155,11122.0,17252.0
2013-08-01,,,,877.945,8779.0,13619.0
2013-09-01,,,,749.54,7495.0,11627.0
2013-10-01,,,,652.061,6521.0,10115.0
2013-11-01,,,,619.428,6194.0,9609.0
2013-12-01,,,,676.627,6766.0,10496.0
2014-01-01,,,,448.479,4485.0,7241.0
2014-02-01,,,,493.003,4930.0,7962.0
2014-03-01,,,,525.62,5256.0,8489.0
2014-04-01,,,,443.17,4432.0,7157.0
2014-05-01,,,,442.842,4428.0,7151.0
2014-06-01,,,,534.207,5342.0,8627.0
2014-07-01,,,,820.417,8204.0,13250.0
2014-08-01,,,,725.728,7257.0,11721.0
2014-09-01,,,,697.203,6972.0,11260.0
2014-10-01,,,,642.37,6424.0,10374.0
2014-11-01,,,,632.454,6325.0,10214.0
2014-12-01,,,,642.667,6427.0,10379.0
2015-01-01,,,,607.675,5955.0,8869.0
2015-02-01,,,,535.316,5246.0,7812.0
2015-03-01,,,,736.793,7221.0,10753.0
2015-04-01,,,,574.173,5627.0,8380.0
2015-05-01,,,,765.303,7500.0,11168.0
2015-06-01,,,,771.76,7563.0,11263.0
2015-07-01,,,,941.401,9226.0,13739.0
2015-08-01,,,,922.039,9036.0,13456.0
2015-09-01,,,,932.983,9143.0,13616.0
2015-10-01,,,,780.657,7650.0,11393.0
2015-11-01,,,,781.709,7661.0,11408.0
2015-12-01,,,,725.191,7107.0,10583.0
2016-01-01,,,,809.632,12011.0,12165.0
2016-02-01,,,,729.297,10819.0,10957.0
2016-03-01,,,,887.593,13167.0,13335.0
2016-04-01,,,,879.226,13043.0,13210.0
2016-05-01,,,,868.236,12880.0,13045.0
2016-06-01,,,,1096.839,16271.0,16479.0
2016-07-01,,,,1391.27,20639.0,20903.0
2016-08-01,,,,1406.686,20868.0,21134.0
2016-09-01,,,,1047.449,15539.0,15738.0
2016-10-01,,,,978.244,14512.0,14698.0
2016-11-01,,,,712.831,10575.0,10710.0
2016-12-01,,,,770.697,11433.0,11580.0
2017-01-01,,,,133.577,1982.0,2109.0
2017-02-01,,,,113.34,1681.0,1791.0
2017-03-01,,,,166.988,2477.0,2639.0
2017-04-01,,,,122.813,1822.0,1940.0
2017-05-01,,,,136.104,2019.0,2151.0
2017-06-01,,,,173.897,2580.0,2748.0
2017-07-01,,,,201.075,2983.0,3177.0
2017-08-01,,,,179.067,2656.0,2829.0
2017-09-01,,,,158.817,2356.0,2509.0
2017-10-01,,,,142.408,2113.0,2251.0
2017-11-01,,,,108.438,1609.0,1714.0
2017-12-01,,,,134.476,1995.0,2125.0
2018-01-01,,,,0.0,0.0,0.0
2018-02-01,,,,0.0,0.0,0.0
2018-03-01,,,,0.0,0.0,0.0
2018-04-01,,,,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,0.0
2018-06-01,,,,0.0,0.0,0.0
2018-07-01,,,,0.0,0.0,0.0
2018-08-01,,,,0.0,0.0,0.0
2018-09-01,,,,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0
