measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-01-01,17193.951,227644.0,227644.0,102.89800000000001,1411.0,1411.0,,,
2004-02-01,14338.59,189839.0,189839.0,116.968,1604.0,1604.0,,,
2004-03-01,14594.413,193226.0,193226.0,140.793,1930.0,1930.0,,,
2004-04-01,11183.443,148066.0,148066.0,76.54,1049.0,1049.0,,,
2004-05-01,12361.586,163664.0,163664.0,83.62,1146.0,1146.0,,,
2004-06-01,14474.556,191640.0,191640.0,77.25,1059.0,1059.0,,,
2004-07-01,16326.358,216157.0,216157.0,58.746,805.0,805.0,,,
2004-08-01,15637.867,207042.0,207042.0,40.529,556.0,556.0,,,
2004-09-01,13705.933,181463.0,181463.0,61.82,848.0,848.0,,,
2004-10-01,12392.512999999999,164074.0,164074.0,66.696,914.0,914.0,,,
2004-11-01,13554.757,179462.0,179462.0,80.409,1102.0,1102.0,,,
2004-12-01,15149.034,200569.0,200569.0,93.732,1285.0,1285.0,,,
2005-01-01,15459.863000000001,203601.03,203601.03,140.133,1928.2,1928.2,,,
2005-02-01,13460.378,177268.49,177268.49,48.145,662.47,662.47,,,
2005-03-01,13965.105,183915.58,183915.58,53.363,734.26,734.26,,,
2005-04-01,12445.655999999999,163904.97,163904.97,64.638,889.4,889.4,,,
2005-05-01,13662.828,179934.69,179934.69,60.032000000000004,826.02,826.02,,,
2005-06-01,15217.557,200409.93,200409.93,77.916,1072.1,1072.1,,,
2005-07-01,16086.567,211854.5,211854.5,79.309,1091.27,1091.27,,,
2005-08-01,16265.546,214211.6,214211.6,93.168,1281.98,1281.98,,,
2005-09-01,14906.017,196307.06,196307.06,60.989000000000004,839.2,839.2,,,
2005-10-01,14075.941,185375.26,185375.26,67.729,931.94,931.94,,,
2005-11-01,13723.39,180732.29,180732.29,54.448,749.2,749.2,,,
2005-12-01,15326.153,201840.11,201840.11,115.13,1584.15,1584.15,,,
2006-01-01,14603.415,190883.0,190883.0,82.97200000000001,1077.0,1077.0,,,
2006-02-01,13908.15,181795.0,181795.0,43.417,563.0,563.0,,,
2006-03-01,14211.556,185761.0,185761.0,36.47,473.0,473.0,,,
2006-04-01,12090.87,158041.0,158041.0,69.861,907.0,907.0,,,
2006-05-01,12921.269,168895.0,168895.0,65.302,847.0,847.0,,,
2006-06-01,13998.256000000001,182973.0,182973.0,59.355,770.0,770.0,,,
2006-07-01,15922.991,208131.0,208131.0,85.977,1116.0,1116.0,,,
2006-08-01,16037.884,209633.0,209633.0,83.397,1082.0,1082.0,,,
2006-09-01,13325.546,174180.0,174180.0,38.314,497.0,497.0,,,
2006-10-01,13783.179,180161.0,180161.0,40.472,525.0,525.0,,,
2006-11-01,13628.21,178136.0,178136.0,47.657000000000004,618.0,618.0,,,
2006-12-01,14753.672999999999,192847.0,192847.0,52.805,685.0,685.0,,,
2007-01-01,18260.83,237482.0,237482.0,44.17,574.0,574.0,,,
2007-02-01,29421.470999999998,388630.0,388630.0,99.52900000000001,1315.0,1315.0,,,
2007-03-01,22725.323,307106.0,307106.0,69.677,942.0,942.0,,,
2007-04-01,26736.521,357857.0,357857.0,115.479,1546.0,1546.0,,,
2007-05-01,28764.376,374810.0,374810.0,83.62400000000001,1090.0,1090.0,,,
2007-06-01,21196.501,284411.0,284411.0,71.49900000000001,959.0,959.0,,,
2007-07-01,5943.177000000001,90355.0,90355.0,95.82300000000001,1457.0,1457.0,,,
2007-08-01,28822.905,384682.0,384682.0,145.095,1936.0,1936.0,,,
2007-09-01,4563.445000000001,65298.0,65298.0,16.555,237.0,237.0,,,
2007-10-01,33185.846,434353.0,434353.0,65.154,853.0,853.0,,,
2007-11-01,4535.133,68738.0,68738.0,30.867,468.0,468.0,,,
2007-12-01,17128.173000000003,236265.0,236265.0,64.827,894.0,894.0,,,
2008-01-01,23297.507,303392.0,303392.0,85.49300000000001,1113.0,1113.0,,,
2008-02-01,15378.247,203409.0,203409.0,87.753,1161.0,1161.0,,,
2008-03-01,14637.23,194452.0,194452.0,71.77,953.0,953.0,,,
2008-04-01,13366.147,176966.0,176966.0,81.85300000000001,1084.0,1084.0,,,
2008-05-01,448.0,13953.0,13953.0,0.0,0.0,0.0,,,
2008-06-01,3576.53,59742.0,59742.0,52.47,876.0,876.0,,,
2008-07-01,424.183,17421.0,17421.0,41.817,1717.0,1717.0,,,
2008-08-01,3875.833,65489.0,65489.0,85.167,1439.0,1439.0,,,
2008-09-01,-289.5,0.0,0.0,-289.5,0.0,0.0,,,
2008-10-01,-267.0,0.0,0.0,-267.0,0.0,0.0,,,
2008-11-01,1995.6460000000002,30363.0,30363.0,23.354000000000003,355.0,355.0,,,
2008-12-01,-294.939,3532.0,3532.0,-40.061,480.0,480.0,,,
2009-01-01,626.215,16824.0,16824.0,12.785,343.0,343.0,,,
2009-02-01,-249.0,0.0,0.0,-249.0,0.0,0.0,,,
2009-03-01,4533.723,66463.0,66463.0,28.277,415.0,415.0,,,
2009-04-01,778.321,19936.0,19936.0,34.679,888.0,888.0,,,
2009-05-01,-249.0,0.0,0.0,-249.0,0.0,0.0,,,
2009-06-01,358.63800000000003,13240.0,13240.0,16.362000000000002,604.0,604.0,,,
2009-07-01,-344.909,2663.0,2663.0,-49.091,379.0,379.0,,,
2009-08-01,1509.8220000000001,27509.0,27509.0,32.178000000000004,586.0,586.0,,,
2009-09-01,5170.106000000001,74174.0,74174.0,28.894000000000002,415.0,415.0,,,
2009-10-01,-244.5,0.0,0.0,-244.5,0.0,0.0,,,
2009-11-01,-246.5,0.0,0.0,-246.5,0.0,0.0,,,
2009-12-01,1669.967,31095.0,31095.0,27.033,503.0,503.0,,,
2010-01-01,826.9530000000001,22545.0,22545.0,51.047000000000004,1392.0,1392.0,,,
2010-02-01,821.4480000000001,21157.0,21157.0,59.552,1534.0,1534.0,,,
2010-03-01,97.825,9852.0,9852.0,4.175,420.0,420.0,,,
2010-04-01,-494.398,0.0,0.0,-7.602,0.0,0.0,,,
2010-05-01,0.0,0.0,0.0,-445.0,6.0,6.0,,,
2010-06-01,1989.314,35063.0,35063.0,44.686,788.0,788.0,,,
2010-07-01,1170.5610000000001,23309.0,23309.0,18.439,367.0,367.0,,,
2010-08-01,2227.092,34916.0,34916.0,21.908,343.0,343.0,,,
2010-09-01,-446.14,0.0,0.0,-6.86,0.0,0.0,,,
2010-10-01,675.832,16051.0,16051.0,31.168000000000003,740.0,740.0,,,
2010-11-01,-435.307,0.0,0.0,-6.6930000000000005,0.0,0.0,,,
2010-12-01,-472.731,0.0,0.0,-7.269,0.0,0.0,,,
2011-01-01,-228.719,3640.0,3640.0,-28.281,450.0,450.0,,,
2011-02-01,347.198,9368.0,9368.0,15.802,426.0,426.0,,,
2011-03-01,-439.443,0.0,0.0,-14.557,0.0,0.0,,,
2011-04-01,-391.046,0.0,0.0,-12.954,0.0,0.0,,,
2011-05-01,655.71,16211.0,16211.0,56.29,1392.0,1392.0,,,
2011-06-01,-428.796,0.0,0.0,-14.204,0.0,0.0,,,
2011-07-01,631.84,18991.0,18991.0,29.16,876.0,876.0,,,
2011-08-01,412.66,4056.0,4056.0,81.34,799.0,799.0,,,
2011-09-01,-305.868,0.0,0.0,-10.132,0.0,0.0,,,
2011-10-01,-384.271,0.0,0.0,-12.729,0.0,0.0,,,
2011-11-01,-405.565,0.0,0.0,-13.435,0.0,0.0,,,
2011-12-01,-428.796,0.0,0.0,-14.204,0.0,0.0,,,
2012-01-01,-412.08,0.0,0.0,-37.92,0.0,0.0,,,
2012-02-01,-369.041,0.0,0.0,-33.959,0.0,0.0,,,
2012-03-01,-363.546,0.0,0.0,-33.454,0.0,0.0,,,
2012-04-01,-341.569,0.0,0.0,-31.431,0.0,0.0,,,
2012-05-01,-339.737,0.0,0.0,-31.263,0.0,0.0,,,
2012-06-01,928.589,16912.0,16912.0,23.411,426.0,426.0,,,
2012-07-01,-57.923,4189.0,4189.0,-5.077,367.0,367.0,,,
2012-08-01,-375.451,0.0,0.0,-34.549,0.0,0.0,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
