measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-08-01,181.0,2820.0,2820.0,37269.0,398096.0,398096.0
2006-09-01,214.0,3259.0,3259.0,55626.0,563379.0,563379.0
2006-10-01,0.0,0.0,0.0,0.0,347.0,347.0
2006-11-01,103.0,2038.0,2038.0,17516.0,176912.0,176912.0
2006-12-01,879.0,14104.0,14104.0,16448.0,182806.0,182806.0
2007-01-01,51.0,870.0,870.0,4784.0,53317.0,53317.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,220.0,5216.0,5216.0,3472.0,33844.0,33844.0
2007-04-01,0.0,0.0,0.0,2548.0,26927.0,26927.0
2007-05-01,0.0,0.0,0.0,50520.0,528155.0,528155.0
2007-06-01,116.0,2568.0,2568.0,57867.0,597716.0,597716.0
2007-07-01,130.0,2802.0,2802.0,84509.0,882039.0,882039.0
2007-08-01,804.0,15653.0,15653.0,106081.0,1085253.0,1085253.0
2007-09-01,41673.0,423029.0,423029.0,0.0,0.0,0.0
2007-10-01,234.0,3981.0,3981.0,67543.0,734688.0,734688.0
2007-11-01,0.0,379.0,379.0,5665.0,59651.0,59651.0
2007-12-01,0.0,6.0,6.0,24469.0,248519.0,248519.0
2008-01-01,0.0,263.0,263.0,43895.0,447581.0,447581.0
2008-02-01,0.0,0.0,0.0,10275.0,103296.0,103296.0
2008-03-01,285.0,6288.0,6288.0,10916.0,123698.0,123698.0
2008-04-01,462.0,16114.0,16114.0,28836.0,300860.0,300860.0
2008-05-01,11.0,737.0,737.0,25796.0,289486.0,289486.0
2008-06-01,127.0,2981.0,2981.0,44476.0,461860.0,461860.0
2008-07-01,77.0,4716.0,4716.0,60138.0,626257.0,626257.0
2008-08-01,49.0,1724.0,1724.0,84061.0,855071.0,855071.0
2008-09-01,0.0,139.0,139.0,71748.0,729789.0,729789.0
2008-10-01,24.0,813.0,813.0,106452.0,1063542.0,1063542.0
2008-11-01,224.0,3881.0,3881.0,83727.0,877940.0,877940.0
2008-12-01,49.0,2432.0,2432.0,27128.0,299255.0,299255.0
2009-01-01,0.0,0.0,0.0,42212.0,500903.0,500903.0
2009-02-01,40.0,957.0,957.0,15141.0,186355.0,186355.0
2009-03-01,301.0,5654.0,5654.0,42072.0,447011.0,447011.0
2009-04-01,82.0,4221.0,4221.0,20466.0,256237.0,256237.0
2009-05-01,10.0,908.0,908.0,23756.0,287191.0,287191.0
2009-06-01,0.0,544.0,544.0,3371.0,44134.0,44134.0
2009-07-01,0.0,134.0,134.0,42356.0,467281.0,467281.0
2009-08-01,657.0,10426.0,10426.0,8620.0,112703.0,112703.0
2009-09-01,2366.0,39476.0,39476.0,41872.0,480534.0,480534.0
2009-10-01,1154.0,22111.0,22111.0,38540.0,411957.0,411957.0
2009-11-01,47.0,1419.0,1419.0,8663.0,104850.0,104850.0
2009-12-01,435.0,8125.0,8125.0,13559.0,153748.0,153748.0
2010-01-01,10.0,780.0,780.0,6336.0,85819.0,85819.0
2010-02-01,28.0,1853.0,1853.0,3112.0,48522.0,48522.0
2010-03-01,0.0,0.0,0.0,-612.0,0.0,0.0
2010-04-01,16.0,1292.0,1292.0,-577.0,0.0,0.0
2010-05-01,24.0,547.0,547.0,0.0,19.0,19.0
2010-06-01,77.0,2616.0,2616.0,-600.0,1332.0,1332.0
2010-07-01,240.0,6057.0,6057.0,25298.0,271575.0,271575.0
2010-08-01,298.0,7786.0,7786.0,22603.0,241936.0,241936.0
2010-09-01,776.0,13163.0,13163.0,6520.0,82127.0,82127.0
2010-10-01,388.0,7617.0,7617.0,9640.0,114843.0,114843.0
2010-11-01,173.0,3095.0,3095.0,2594.0,39034.0,39034.0
2010-12-01,0.0,0.0,0.0,3491.0,52462.0,52462.0
2011-01-01,0.0,0.0,0.0,16200.0,192988.0,192988.0
2011-02-01,0.0,0.0,0.0,-224.0,5016.0,5016.0
2011-03-01,40.0,1519.0,1519.0,-415.0,0.0,0.0
2011-04-01,92.0,2771.0,2771.0,6523.0,85910.0,85910.0
2011-05-01,251.0,5157.0,5157.0,8671.0,115602.0,115602.0
2011-06-01,383.0,9882.0,9882.0,5686.0,74243.0,74243.0
2011-07-01,49.0,2205.0,2205.0,7322.0,94744.0,94744.0
2011-08-01,0.0,0.0,0.0,9364.0,107362.0,107362.0
2011-09-01,280.0,4461.0,4461.0,9105.0,121866.0,121866.0
2011-10-01,89.0,2683.0,2683.0,2262.0,30228.0,30228.0
2011-11-01,58.0,2729.0,2729.0,2360.0,37154.0,37154.0
2011-12-01,0.0,0.0,0.0,837.0,14652.0,14652.0
2012-01-01,0.0,91.0,91.0,3565.0,51078.0,51078.0
2012-02-01,0.0,329.0,329.0,1935.0,22977.0,22977.0
2012-03-01,0.0,0.0,0.0,0.0,426.0,426.0
2012-04-01,532.0,12902.0,12902.0,1193.0,17356.0,17356.0
2012-05-01,188.0,7339.0,7339.0,17527.0,194680.0,194680.0
2012-06-01,539.0,9614.0,9614.0,9925.0,128489.0,128489.0
2012-07-01,117.0,7751.0,7751.0,23402.0,250526.0,250526.0
2012-08-01,83.0,5923.0,5923.0,74969.0,790940.0,790940.0
2012-09-01,787.0,25761.0,25761.0,33169.0,360634.0,360634.0
2012-10-01,268.0,14070.0,14070.0,17803.0,214525.0,214525.0
2012-11-01,178.0,10161.0,10161.0,19226.0,239854.0,239854.0
2012-12-01,526.0,19416.0,19416.0,7851.0,107664.0,107664.0
2013-01-01,139.0,8960.0,8960.0,20552.0,257783.0,257783.0
2013-02-01,99.0,5776.0,5776.0,1223.0,14311.0,14311.0
2013-03-01,198.0,4887.0,4887.0,16605.0,207955.0,207955.0
2013-04-01,0.0,139.0,139.0,12364.0,132978.0,132978.0
2013-05-01,163.0,4189.0,4189.0,27078.0,298111.0,298111.0
2013-06-01,0.0,0.0,0.0,25931.0,286168.0,286168.0
2013-07-01,133.0,2302.0,2302.0,18270.0,228542.0,228542.0
2013-08-01,634.0,22200.0,22200.0,9973.0,118138.0,118138.0
2013-09-01,325.0,20485.0,20485.0,15326.0,162654.0,162654.0
2013-10-01,0.0,7.0,7.0,6179.0,89760.0,89760.0
2013-11-01,0.0,12.0,12.0,29599.0,361972.0,361972.0
2013-12-01,47.0,920.0,920.0,33227.0,390377.0,390377.0
2014-01-01,27.0,947.0,947.0,20066.0,243906.0,243906.0
2014-02-01,138.0,2386.0,2386.0,8116.0,104695.0,104695.0
2014-03-01,69.0,1567.0,1567.0,667.0,9773.0,9773.0
2014-04-01,65.0,1433.0,1433.0,18102.0,195166.0,195166.0
2014-05-01,62.0,1377.0,1377.0,7017.0,81831.0,81831.0
2014-06-01,0.0,2.0,2.0,1483.0,17413.0,17413.0
2014-07-01,203.0,4746.0,4746.0,6844.0,74734.0,74734.0
2014-08-01,145.0,4593.0,4593.0,8796.0,94750.0,94750.0
2014-09-01,102.0,3082.0,3082.0,10273.0,114449.0,114449.0
2014-10-01,0.0,12.0,12.0,36650.0,387541.0,387541.0
2014-11-01,53.0,922.0,922.0,12399.0,135044.0,135044.0
2014-12-01,90.0,1598.0,1598.0,15338.0,173403.0,173403.0
2015-01-01,349.0,7971.0,7971.0,1504.0,16847.0,16847.0
2015-02-01,102.0,2921.0,2921.0,3795.0,43982.0,43982.0
2015-03-01,108.0,3588.0,3588.0,0.0,402.0,402.0
2015-04-01,501.0,10655.0,10655.0,6165.0,72510.0,72510.0
2015-05-01,32.0,743.0,743.0,6578.0,81456.0,81456.0
2015-06-01,821.0,15263.0,15263.0,49777.0,537735.0,537735.0
2015-07-01,214.0,8575.0,8575.0,42166.0,475531.0,475531.0
2015-08-01,177.0,3092.0,3092.0,50075.0,533583.0,533583.0
2015-09-01,1094.0,23776.0,23776.0,35985.0,382798.0,382798.0
2015-10-01,748.0,17775.0,17775.0,41296.0,447275.0,447275.0
2015-11-01,102.0,3375.0,3375.0,4550.0,60024.0,60024.0
2015-12-01,36.0,1664.0,1664.0,5765.0,72650.0,72650.0
2016-01-01,416.0,10455.0,10455.0,187.0,3645.0,3645.0
2016-02-01,0.0,20.0,20.0,0.0,279.0,279.0
2016-03-01,101.0,3005.0,3005.0,0.0,491.0,491.0
2016-04-01,105.0,3149.0,3149.0,549.0,7016.0,7016.0
2016-05-01,113.0,5064.0,5064.0,0.0,0.0,0.0
2016-06-01,24.0,1370.0,1370.0,20312.0,213826.0,213826.0
2016-07-01,289.0,10705.0,10705.0,39331.0,410904.0,410904.0
2016-08-01,35.0,1074.0,1074.0,37479.0,398279.0,398279.0
2016-09-01,689.0,18658.0,18658.0,10104.0,109965.0,109965.0
2016-10-01,118.0,4046.0,4046.0,34127.0,364038.0,364038.0
2016-11-01,207.0,5872.0,5872.0,12520.0,143085.0,143085.0
2016-12-01,-12.0,25.0,25.0,-2.0,751.0,751.0
2017-01-01,0.0,24.0,24.0,0.0,0.0,0.0
2017-02-01,179.0,5805.0,5805.0,0.0,0.0,0.0
2017-03-01,273.0,9598.0,9598.0,0.0,0.0,0.0
2017-04-01,229.0,7606.0,7606.0,0.0,0.0,0.0
2017-05-01,261.0,9504.0,9504.0,8781.0,101018.0,101018.0
2017-06-01,865.0,25324.0,25324.0,14093.0,155524.0,155524.0
2017-07-01,97.0,3613.0,3613.0,10082.0,118584.0,118584.0
2017-08-01,568.0,17527.0,17527.0,26244.0,280901.0,280901.0
2017-09-01,1139.0,22823.0,22823.0,17855.0,200255.0,200255.0
2017-10-01,705.0,20854.0,20854.0,6237.0,69984.0,69984.0
2017-11-01,844.0,17154.0,17154.0,3199.0,36449.0,36449.0
2017-12-01,10214.0,173272.0,173272.0,50088.0,510040.0,510040.0
2018-01-01,30.0,1550.0,1550.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0
