measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2013-03-01,939.0,8959.0,8959.0
2013-04-01,891.467,8505.0,8505.0
2013-05-01,883.172,8426.0,8426.0
2013-06-01,822.665,7849.0,7849.0
2013-07-01,797.819,7612.0,7612.0
2013-08-01,810.724,7735.0,7735.0
2013-09-01,813.176,7759.0,7759.0
2013-10-01,911.848,8700.0,8700.0
2013-11-01,912.921,8710.0,8710.0
2013-12-01,977.526,9327.0,9327.0
2014-01-01,1025.639,9754.0,9754.0
2014-02-01,862.254,8200.0,8200.0
2014-03-01,954.411,9076.0,9076.0
2014-04-01,873.65,8308.0,8308.0
2014-05-01,871.506,8288.0,8288.0
2014-06-01,804.987,7655.0,7655.0
2014-07-01,771.071,7333.0,7333.0
2014-08-01,837.545,7965.0,7965.0
2014-09-01,839.752,7986.0,7986.0
2014-10-01,845.35,8039.0,8039.0
2014-11-01,945.432,8991.0,8991.0
2014-12-01,982.403,9343.0,9343.0
2015-01-01,719.883,6709.0,6709.0
2015-02-01,733.818,6838.0,6838.0
2015-03-01,831.401,7748.0,7748.0
2015-04-01,805.105,7503.0,7503.0
2015-05-01,807.281,7523.0,7523.0
2015-06-01,673.667,6278.0,6278.0
2015-07-01,755.34,7039.0,7039.0
2015-08-01,727.785,6782.0,6782.0
2015-09-01,795.094,7409.0,7409.0
2015-10-01,836.721,7797.0,7797.0
2015-11-01,972.516,9063.0,9063.0
2015-12-01,996.389,9285.0,9285.0
2016-01-01,848.126,7830.0,7830.0
2016-02-01,780.793,7208.0,7208.0
2016-03-01,806.612,7447.0,7447.0
2016-04-01,768.658,7096.0,7096.0
2016-05-01,782.852,7227.0,7227.0
2016-06-01,674.056,6223.0,6223.0
2016-07-01,657.173,6067.0,6067.0
2016-08-01,662.11,6113.0,6113.0
2016-09-01,710.045,6555.0,6555.0
2016-10-01,762.84,7043.0,7043.0
2016-11-01,804.567,7428.0,7428.0
2016-12-01,867.168,8006.0,8006.0
2017-01-01,824.277,7594.0,7594.0
2017-02-01,726.09,6689.0,6689.0
2017-03-01,812.106,7482.0,7482.0
2017-04-01,786.789,7249.0,7249.0
2017-05-01,760.56,7007.0,7007.0
2017-06-01,746.306,6876.0,6876.0
2017-07-01,802.754,7396.0,7396.0
2017-08-01,797.437,7347.0,7347.0
2017-09-01,779.855,7185.0,7185.0
2017-10-01,710.272,6544.0,6544.0
2017-11-01,763.106,7030.0,7030.0
2017-12-01,793.448,7310.0,7310.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
